osmid,y,x,street_count,dc,cc,bc,vul,sub,eff,time,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0011885895404120444,0.03197311530119638,0.03914361342005304,0.0076788396593192474,3.264540418672969,0.059146500399504816,25788.853498458862,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0011885895404120444,0.03671322731306524,0.09515498275570272,0.008307171761304081,3.471438411388615,0.059146500399504816,25788.853498458862,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.001584786053882726,0.032603687986862,0.03972122582328761,0.0011933217618237564,4.334599526808685,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,3,0.000792393026941363,0.03517571855406616,0.0,-0.00010596052033910698,3.161978304566741,0.059146500399504816,25788.853498458862,,,POINT (-46.6253024 -23.5252524)
20944550,-23.5372021,-46.6535506,4,0.001584786053882726,0.02877754070161651,0.00391731170639341,0.00012201374742949446,4.6042206105170695,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.001584786053882726,0.03033672422252477,0.003430944643363936,4.7227819519133016e-05,3.6080014041164383,0.059146500399504816,25788.853498458862,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0019809825673534074,0.03123219436369797,0.0013882967814441915,-2.9995597041806585e-05,4.6865022301817385,0.059146500399504816,25788.853498458862,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0011885895404120444,0.030271150046585992,0.0007675703342119838,-8.16908870875468e-05,3.759725897944758,0.059146500399504816,25788.853498458862,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.001584786053882726,0.030400307356281242,0.0020685882614283517,-4.812554658483411e-05,4.875270312607855,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.001584786053882726,0.031286730903897796,0.002779894561239549,4.186003563995509e-06,4.749536841031041,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6552234 -23.5477074)
25870718,-23.5646175,-46.6111634,4,0.000792393026941363,0.03603565514337379,0.0,1.802379981983003e-05,2.8781783623187653,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,4,0.0011885895404120444,0.036054316521914,0.011842436998079381,0.0019992261659095467,3.9494951278697012,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,4,0.0011885895404120444,0.03741044946650208,0.10056657615877009,0.00489793248081636,3.360839728190208,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6113811 -23.5635176)
25870857,-23.5593666,-46.6139407,3,0.0011885895404120444,0.03151372195502146,0.011807575473707409,0.0011436512631192977,3.2587353170956512,0.059146500399504816,25788.853498458862,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0011885895404120444,0.03357908494722301,0.03284627955899265,0.0003933632269546547,3.311914289462246,0.059146500399504816,25788.853498458862,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0011885895404120444,0.0360457832083382,0.08832888485058134,0.0036585548144808804,3.473902507293475,0.059146500399504816,25788.853498458862,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.001584786053882726,0.03812869918869141,0.09991510642515682,0.0016207763217528516,4.949051147500965,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0011885895404120444,0.03156433985038963,0.03963447668620884,0.0011371196377422661,3.937568407546228,0.059146500399504816,25788.853498458862,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0011885895404120444,0.03714300794832832,0.04092566144708456,0.00923726864944004,3.394888069514805,0.059146500399504816,25788.853498458862,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0011885895404120444,0.03978135364955888,0.10057792038432814,0.0028560526911744813,3.2641820767537055,0.059146500399504816,25788.853498458862,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0011885895404120444,0.041450780554375614,0.10058373063839017,0.002613351015399485,3.2685867813535334,0.059146500399504816,25788.853498458862,,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,3,0.0011885895404120444,0.040749975525102504,0.06396524345490642,0.0008928315714676959,3.439499435047048,0.059146500399504816,25788.853498458862,,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,3,0.0011885895404120444,0.03613076281378467,0.04035982134055376,0.0019853816379137553,3.3628092425040386,0.059146500399504816,25788.853498458862,,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,3,0.0011885895404120444,0.04365948858599393,0.05913831849066042,0.0008455557467723458,3.388464800757193,0.059146500399504816,25788.853498458862,,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,4,0.001584786053882726,0.04089701821744591,0.005857174300664353,0.00030376246142626624,5.099306427988292,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,4,0.001584786053882726,0.04206399165285826,0.05752742646649457,0.00043647927892707483,6.044050790721747,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,3,0.0011885895404120444,0.03670714383661845,0.017862394341878248,1.6962974818398587e-05,3.45393680700192,0.059146500399504816,25788.853498458862,,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,3,0.0011885895404120444,0.03812810258879799,0.01786820459594024,1.5920838568507798e-05,3.996081297578729,0.059146500399504816,25788.853498458862,,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,4,0.001584786053882726,0.03714074344144979,0.033896241593346595,0.0008889228355377085,5.019639991479077,0.059146500399504816,25788.853498458862,traffic_signals,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,4,0.001584786053882726,0.03556493427009866,0.028354028831958537,0.0010385091851527197,4.9503764684280105,0.059146500399504816,25788.853498458862,crossing,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,3,0.0011885895404120444,0.03652174032838356,0.011850621941888377,0.0008390776381124029,3.36223322503773,0.059146500399504816,25788.853498458862,,,POINT (-46.6252162 -23.5326836)
25875892,-23.5287456,-46.6312713,3,0.0011885895404120444,0.03716623507488987,0.0006974697771820659,1.139443920381881e-05,3.913889573975387,0.059146500399504816,25788.853498458862,,,POINT (-46.6312713 -23.5287456)
25927014,-23.5254031,-46.6312275,3,0.001584786053882726,0.000792393026941363,0.0004966131453281685,0.0005191435630059164,3.087306658998651,0.059146500399504816,25788.853498458862,,,POINT (-46.6312275 -23.5254031)
25927015,-23.5266085,-46.6313508,3,0.0011885895404120444,0.026718057919696496,0.0047297886858911915,9.688696552699795e-05,3.2663018544277667,0.059146500399504816,25788.853498458862,,,POINT (-46.6313508 -23.5266085)
