osmid,y,x,highway,street_count,dc,cc,bc,vul,sub,eff,time,ref,geometry
466875713,-23.5375942,-46.6613335,,3,0.0011318619128466328,0.025039854521654414,5.772773408218403e-05,-5.2987654829314036e-05,3.3373330048591843,0.05142758830976092,86487.33069705963,,POINT (-46.6613335 -23.5375942)
466875831,-23.5401151,-46.6615179,,3,0.0008488964346349745,0.02732914274386055,0.002403325027969965,-1.656285694280159e-05,2.4634405950151863,0.05142758830976092,86487.33069705963,,POINT (-46.6615179 -23.5401151)
466919091,-23.5629752,-46.6340816,traffic_signals,3,0.001414827391058291,0.032337335199667736,0.021077239086730978,0.00013564660653581946,4.00339904896382,0.05142758830976092,86487.33069705963,,POINT (-46.6340816 -23.5629752)
466919092,-23.5633867,-46.6315788,traffic_signals,4,0.001414827391058291,0.0304973287207276,0.025675340358652342,0.001079943872063309,4.6209803802721865,0.05142758830976092,86487.33069705963,,POINT (-46.6315788 -23.5633867)
466919096,-23.5631299,-46.6302453,,3,0.001697792869269949,0.031067285184837173,0.012205709195968304,0.00036149725245370465,3.446158920880248,0.05142758830976092,86487.33069705963,,POINT (-46.6302453 -23.5631299)
466919103,-23.5634187,-46.6266294,,3,0.001414827391058291,0.030749917729811945,0.002225771568214736,5.868813603538919e-05,3.3112706952847604,0.05142758830976092,86487.33069705963,,POINT (-46.6266294 -23.5634187)
466919146,-23.5716755,-46.6284403,,3,0.0005659309564233164,0.027165235573759133,0.0,-0.00010602005631610081,1.6470792128546936,0.05142758830976092,86487.33069705963,,POINT (-46.6284403 -23.5716755)
466919177,-23.5598266,-46.6302806,,3,0.0011318619128466328,0.03266273522104319,0.021990881608671325,0.00024522680585244345,3.5319040452048,0.05142758830976092,86487.33069705963,,POINT (-46.6302806 -23.5598266)
466919178,-23.5616834,-46.6300488,,4,0.0022637238256932655,0.03186665799847625,0.012549781566340106,0.0006333583190940593,4.79193996536729,0.05142758830976092,86487.33069705963,,POINT (-46.6300488 -23.5616834)
466919179,-23.5624736,-46.63015,mini_roundabout,4,0.0022637238256932655,0.03186907867230228,0.019185806066259182,0.00032128313777094575,4.910388018857106,0.05142758830976092,86487.33069705963,,POINT (-46.63015 -23.5624736)
466919184,-23.5618092,-46.6308154,,3,0.001697792869269949,0.03100099774969994,0.0005523152951450877,0.0005457233105259296,3.835458551406792,0.05142758830976092,86487.33069705963,,POINT (-46.6308154 -23.5618092)
466919189,-23.5624452,-46.626323,,3,0.001697792869269949,0.03255659582673089,0.019235048129884736,0.0007660670977680994,3.3595851747147845,0.05142758830976092,86487.33069705963,,POINT (-46.626323 -23.5624452)
466919197,-23.5601142,-46.6314147,traffic_signals,4,0.001697792869269949,0.03340990284868815,0.01322817245181596,0.0005264713972453841,5.285610031919216,0.05142758830976092,86487.33069705963,,POINT (-46.6314147 -23.5601142)
466919212,-23.5641927,-46.6315098,,3,0.0008488964346349745,0.02815539503358484,0.01994180415588401,0.0006068276709731207,3.56723084266676,0.05142758830976092,86487.33069705963,,POINT (-46.6315098 -23.5641927)
466919226,-23.5645104,-46.6302423,,3,0.0011318619128466328,0.02874842197549842,0.001955650368019323,5.739035482694862e-05,3.8800724263859014,0.05142758830976092,86487.33069705963,,POINT (-46.6302423 -23.5645104)
466929604,-23.5681609,-46.6111664,,3,0.0008488964346349745,0.02686323051363466,0.0029607000515750356,8.835771107625588e-05,3.4767757003095987,0.05142758830976092,86487.33069705963,,POINT (-46.6111664 -23.5681609)
466929618,-23.5705468,-46.6100351,,3,0.001414827391058291,0.028430142310921395,0.0011086351965484778,-2.0282287507610357e-05,3.377666507419822,0.05142758830976092,86487.33069705963,,POINT (-46.6100351 -23.5705468)
466929625,-23.5706851,-46.610976,,3,0.0011318619128466328,0.0284291790507506,0.0038916629477441806,-4.9991964342700626e-05,3.3214318041985758,0.05142758830976092,86487.33069705963,,POINT (-46.610976 -23.5706851)
466929628,-23.5704334,-46.6093278,,3,0.001697792869269949,0.030184653755427678,0.0013794266717348962,0.0004382931307290704,3.141827517276914,0.05142758830976092,86487.33069705963,,POINT (-46.6093278 -23.5704334)
466929629,-23.5702086,-46.6081756,,3,0.0011318619128466328,0.031143968194099442,0.004158529908797463,0.00021504987010935252,3.2525499785228504,0.05142758830976092,86487.33069705963,,POINT (-46.6081756 -23.5702086)
466929683,-23.5679263,-46.6113134,traffic_signals,5,0.001414827391058291,0.026728241555562304,0.010068231986541512,0.0006476535875742026,6.504306744508954,0.05142758830976092,86487.33069705963,,POINT (-46.6113134 -23.5679263)
466929712,-23.5679361,-46.611175,traffic_signals,4,0.0011318619128466328,0.026615059041065103,0.01220358959869911,0.00032104033460939046,4.598855189053498,0.05142758830976092,86487.33069705963,,POINT (-46.611175 -23.5679361)
466929713,-23.5673909,-46.6096352,traffic_signals,3,0.0008488964346349745,0.03325267276682071,0.00948699260892063,0.0009308334707565794,3.427532975897625,0.05142758830976092,86487.33069705963,,POINT (-46.6096352 -23.5673909)
466929748,-23.5741704,-46.6198459,,3,0.0011318619128466328,0.02304844848799617,0.00043854219571551806,-0.00013400278055103698,2.3411909245413307,0.05142758830976092,86487.33069705963,,POINT (-46.6198459 -23.5741704)
466929753,-23.5717681,-46.6175426,,3,0.0011318619128466328,0.023281876402954475,0.0005047602206658753,-0.000123509826460838,2.3635537327326377,0.05142758830976092,86487.33069705963,,POINT (-46.6175426 -23.5717681)
466929787,-23.5671546,-46.6171449,,3,0.0011318619128466328,0.028232604478242888,0.01592648619713225,0.0017753133895771853,3.292679862519889,0.05142758830976092,86487.33069705963,,POINT (-46.6171449 -23.5671546)
477229679,-23.5699059,-46.6482478,traffic_signals,4,0.0011318619128466328,0.026536567785492453,0.0018901753942729695,-4.093539942823584e-05,4.920407801668585,0.05142758830976092,86487.33069705963,,POINT (-46.6482478 -23.5699059)
477231122,-23.5295215,-46.6359322,traffic_signals,4,0.0011318619128466328,0.032082934438105344,0.012192643544926675,4.495688048856992e-05,4.7179939202790635,0.05142758830976092,86487.33069705963,,POINT (-46.6359322 -23.5295215)
477359022,-23.5642067,-46.6286977,,3,0.0011318619128466328,0.029228100603264924,0.002429052872324053,-3.552271938651207e-05,3.4781660407150374,0.05142758830976092,86487.33069705963,,POINT (-46.6286977 -23.5642067)
477359023,-23.5631058,-46.626537,,3,0.001697792869269949,0.03168944048241478,0.01479603026829491,0.00047646490158271247,3.2873548899969918,0.05142758830976092,86487.33069705963,,POINT (-46.626537 -23.5631058)
477359174,-23.5680926,-46.6203968,,3,0.0008488964346349745,0.02324285857004809,0.0007492015135103742,-0.00013391151593283434,3.8012766298844904,0.05142758830976092,86487.33069705963,,POINT (-46.6203968 -23.5680926)
477359869,-23.5668682,-46.6300897,,3,0.001697792869269949,0.028218362370720652,0.014623500833835056,0.00041415828480942016,3.357932990855389,0.05142758830976092,86487.33069705963,,POINT (-46.6300897 -23.5668682)
477359870,-23.5695146,-46.6323891,traffic_signals,4,0.001697792869269949,0.027796990470449753,0.0015773768209498451,7.335434361672061e-06,5.052813393986474,0.05142758830976092,86487.33069705963,,POINT (-46.6323891 -23.5695146)
598617885,-23.553884,-46.6356738,,3,0.0008488964346349745,0.03464702563588189,0.0008813285516087089,0.00020845306642416236,3.34156346763378,0.05142758830976092,86487.33069705963,,POINT (-46.6356738 -23.553884)
598667181,-23.5540282,-46.6405185,traffic_signals,3,0.001414827391058291,0.034438696249356276,0.0027695194816895127,4.0212140963837425e-05,3.3169983640716767,0.05142758830976092,86487.33069705963,,POINT (-46.6405185 -23.5540282)
598668807,-23.5531597,-46.6348984,,3,0.0008488964346349745,0.03484848065510185,0.003385451656007259,9.819948769643639e-05,3.43424252963444,0.05142758830976092,86487.33069705963,,POINT (-46.6348984 -23.5531597)
598670833,-23.5546765,-46.6428795,,3,0.0008488964346349745,0.03257681986637983,0.0026838892384176164,0.00024585363841054007,3.968951536667346,0.05142758830976092,86487.33069705963,,POINT (-46.6428795 -23.5546765)
599043055,-23.5437327,-46.6369058,,1,0.0005659309564233164,0.02961155438641229,0.0,4.8389548308992306e-05,1.644881487875193,0.05142758830976092,86487.33069705963,,POINT (-46.6369058 -23.5437327)
599043066,-23.5440992,-46.633451,,1,0.0005659309564233164,0.029911876551819993,0.0,4.232743315250757e-05,1.646649103637964,0.05142758830976092,86487.33069705963,,POINT (-46.633451 -23.5440992)
599043071,-23.5433317,-46.6377826,,3,0.0011318619128466328,0.030539230947612073,0.0007869642747104198,0.0009441540080109835,3.1487187532450602,0.05142758830976092,86487.33069705963,,POINT (-46.6377826 -23.5433317)
599043086,-23.5426999,-46.6304446,,4,0.001414827391058291,0.03935014620629494,0.01775977930704572,0.0005250868101716697,4.42677796092147,0.05142758830976092,86487.33069705963,,POINT (-46.6304446 -23.5426999)
599043087,-23.542627,-46.6309096,,3,0.0011318619128466328,0.03940512386847529,0.008547594287666934,0.00030587330049630873,3.5446031821551043,0.05142758830976092,86487.33069705963,,POINT (-46.6309096 -23.542627)
