osmid,y,x,street_count,dc,cc,bc,vul,sub,eff,time,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0009057971014492753,0.03025577959648954,0.03692707411038858,0.007293779734043591,3.2645404186731253,0.05269975723834646,73364.69998240471,,,POINT (-46.6382561 -23.55821)
597269,-23.5689779,-46.608044,4,0.0012077294685990338,0.030019889848583756,0.0011738065327549655,0.0019059089383244247,5.391993576737826,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.608044 -23.5689779)
597270,-23.5685427,-46.6078851,4,0.0012077294685990338,0.029125082422278844,0.0038311487692175255,7.869039368614792e-06,5.030578713777879,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6078851 -23.5685427)
597282,-23.5510876,-46.6261325,3,0.0009057971014492753,0.034448051291580774,0.08433882507998061,0.007778979068117118,3.4715947605313398,0.05269975723834646,73364.69998240471,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.0012077294685990338,0.030687919750915626,0.022153724474730137,0.0009247572078134535,4.334600015010043,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,3,0.0009057971014492753,0.03408158363159658,0.002615713687503374,0.00022517180545985038,4.122082296032494,0.05269975723834646,73364.69998240471,,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,3,0.0009057971014492753,0.022614640365392853,0.0037223689874849378,0.0015499766628637433,3.2627759956589277,0.05269975723834646,73364.69998240471,motorway_junction,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,3,0.0009057971014492753,0.020677393506276218,0.001212041919647004,0.00010140130351172624,3.2076673775545714,0.05269975723834646,73364.69998240471,,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,4,0.0012077294685990338,0.025804252443436645,0.005152255549445584,0.0002702250591936425,4.7325147655216835,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6587483 -23.5321244)
20944548,-23.534842,-46.6601022,4,0.0018115942028985505,0.025672448173450945,0.001736900368569828,6.668538714507198e-05,4.387739005650706,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6601022 -23.534842)
20944550,-23.5372021,-46.6535506,4,0.0012077294685990338,0.027669592439881412,0.002353933363762221,0.00015618070833281456,4.604611299798891,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.0012077294685990338,0.02887048592590919,0.0004609666476335527,6.550990763547142e-05,3.608001436627167,0.05269975723834646,73364.69998240471,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0015096618357487923,0.029620607850369178,0.0011676382826573133,6.4046906288131365e-06,4.686502236252806,0.05269975723834646,73364.69998240471,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0009057971014492753,0.02874299061666506,0.0009004277793165658,-3.0094618315474837e-05,3.759726470143848,0.05269975723834646,73364.69998240471,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.0012077294685990338,0.02891583378424085,0.0006723038521098723,-6.252985767367118e-06,4.875272766034804,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.0012077294685990338,0.029750904194656612,0.005137079474284024,5.407998765151467e-05,4.862049353178794,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6552234 -23.5477074)
25778134,-23.5218113,-46.6141929,3,0.0009057971014492753,0.02819777736198201,0.0005329096746621336,0.003625312911903987,3.0818833175017972,0.05269975723834646,73364.69998240471,,,POINT (-46.6141929 -23.5218113)
25778137,-23.5232174,-46.6126896,3,0.0009057971014492753,0.022100098059654245,0.0028139946437649734,0.0006048589010839041,3.3814982247309944,0.05269975723834646,73364.69998240471,,,POINT (-46.6126896 -23.5232174)
25778140,-23.52377,-46.6115037,3,0.0009057971014492753,0.02121705269138008,0.00042701060007502306,0.00016177949128282776,3.2633544947777997,0.05269975723834646,73364.69998240471,,,POINT (-46.6115037 -23.52377)
25778144,-23.5240816,-46.6101309,3,0.0009057971014492753,0.02076364361266869,0.00042883441383008056,-6.282946399880936e-05,3.2863956906730736,0.05269975723834646,73364.69998240471,,,POINT (-46.6101309 -23.5240816)
25778147,-23.5241708,-46.6089591,3,0.0009057971014492753,0.02112743320712111,0.0012102181058919466,-0.0001070544194767235,3.2843084893676306,0.05269975723834646,73364.69998240471,,,POINT (-46.6089591 -23.5241708)
25783030,-23.5219155,-46.6056686,3,0.0006038647342995169,0.0,0.0,0.0012754285760366395,2.3352861524371185,0.05269975723834646,73364.69998240471,,,POINT (-46.6056686 -23.5219155)
25783050,-23.5224308,-46.609309,3,0.0009057971014492753,0.0008219269994632313,0.002062687761626083,0.004074319122768081,3.3139718894242933,0.05269975723834646,73364.69998240471,motorway_junction,,POINT (-46.609309 -23.5224308)
25783146,-23.5218114,-46.6115765,3,0.0009057971014492753,0.02098209625527952,0.0046034551569837726,0.00031876889479434353,3.0836755446635475,0.05269975723834646,73364.69998240471,,,POINT (-46.6115765 -23.5218114)
25783236,-23.518172,-46.6201099,3,0.00030193236714975844,0.0005367686527106817,0.0,-0.00029621744610216393,1.641421138700894,0.05269975723834646,73364.69998240471,,,POINT (-46.6201099 -23.518172)
25870718,-23.5646175,-46.6111634,4,0.0012077294685990338,0.03412723697495504,0.00553135354702594,0.0007771676890151752,4.930835335099763,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,4,0.0012077294685990338,0.034111521345845365,0.01633863647484793,0.0016817275903755154,5.782800186257279,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,4,0.0012077294685990338,0.03533942142246156,0.11881220536526796,0.006345477744413686,5.035460900821888,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6113811 -23.5635176)
25870857,-23.5593666,-46.6139407,3,0.0009057971014492753,0.03118594745790265,0.011231455230290647,0.0009566727569685534,3.2622787625224774,0.05269975723834646,73364.69998240471,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0009057971014492753,0.03156051923215178,0.017635490866346585,0.0003042183811025888,3.311914289479655,0.05269975723834646,73364.69998240471,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0009057971014492753,0.03410142608238147,0.10262390281856024,0.005343892870223178,3.5639262456201637,0.05269975723834646,73364.69998240471,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.0012077294685990338,0.035710988341917195,0.09066824569850376,0.0013654123965671486,4.951655139712628,0.05269975723834646,73364.69998240471,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0009057971014492753,0.029751473203352995,0.022075236070792766,0.0009031311955636463,3.9376174281687923,0.05269975723834646,73364.69998240471,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0009057971014492753,0.03489861022510686,0.044316319513113094,0.007888678694452615,3.397396351081401,0.05269975723834646,73364.69998240471,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0009057971014492753,0.03684352933786299,0.1008607853349885,0.0025915110136115788,3.26418248383923,0.05269975723834646,73364.69998240471,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0009057971014492753,0.038293326412060145,0.10085896152123344,0.0023320162863049816,3.268586784250264,0.05269975723834646,73364.69998240471,,,POINT (-46.6301486 -23.5461204)
