u,v,key,osmid,oneway,name,highway,reversed,length,ebc,vulnerability,lanes,geometry,maxspeed,bridge,ref,junction
1453990682,1453987119,0,132115237,False,Rua Netuno,residential,False,30.5,0.023025173480310406,,,"LINESTRING (-45.8580812 -23.2064096, -45.857816 -23.2062838)",,,,
1453990682,1453990680,0,132115237,False,Rua Netuno,residential,True,64.776,0.07311222624935547,,,"LINESTRING (-45.8580812 -23.2064096, -45.8586438 -23.2066779)",,,,
1453990682,1453990684,0,132116459,False,Rua Mercúrio,residential,False,65.135,0.0017029812075338463,0.9993959954049514,,"LINESTRING (-45.8580812 -23.2064096, -45.8577039 -23.2068817)",,,,
1453990683,5357599329,0,448351880,False,Rua Saturno,residential,False,57.224,0.005994545205212642,0.9993800355018883,,"LINESTRING (-45.8561702 -23.2087967, -45.856665 -23.2090376)",,,,
1453990683,1453990687,0,448351880,False,Rua Saturno,residential,True,20.03,0.004681200807566889,0.9996067825224247,,"LINESTRING (-45.8561702 -23.2087967, -45.8560003 -23.2087069)",,,,
1453990683,1453987210,0,664297802,False,Praça Marte,residential,True,196.69799999999998,0.0012786944715620033,,,"LINESTRING (-45.8561702 -23.2087967, -45.8572741 -23.2074492, -45.8573253 -23.2073818)",,,,
1453990684,1453990682,0,132116459,False,Rua Mercúrio,residential,True,65.135,0.003913643370309468,,,"LINESTRING (-45.8577039 -23.2068817, -45.8580812 -23.2064096)",,,,
1453990684,2061113650,0,132116466,False,Rua Urano,residential,False,189.372,0.033451110038578855,0.9978389781414719,,"LINESTRING (-45.8577039 -23.2068817, -45.8560564 -23.2061022)",,,,
1453990684,1453987210,0,448351877,False,Rua Mercúrio,residential,False,67.751,0.029943008030542572,,,"LINESTRING (-45.8577039 -23.2068817, -45.8574069 -23.2072793, -45.8573253 -23.2073818)",,,,
1453990686,1453987210,0,132115243,False,Rua Júpiter,residential,False,55.136,0.003910699164433665,,,"LINESTRING (-45.8568478 -23.207151, -45.8573253 -23.2073818)",,,,
1453990686,1453990688,0,132115243,False,Rua Júpiter,residential,True,61.238,0.0025612935216889027,0.9997212830524764,,"LINESTRING (-45.8568478 -23.207151, -45.856314 -23.2069008)",,,,
1453990686,1453990687,0,132116462,False,Praça Marte,residential,False,193.478,0.00054508295389103,0.9999544056595979,,"LINESTRING (-45.8568478 -23.207151, -45.8560003 -23.2087069)",,,,
1453990687,1453990686,0,132116462,False,Praça Marte,residential,True,193.478,0.0003832537898022436,,,"LINESTRING (-45.8560003 -23.2087069, -45.8568478 -23.207151)",,,,
1453990687,1453990683,0,448351880,False,Rua Saturno,residential,False,20.03,0.0049496892658521495,,,"LINESTRING (-45.8560003 -23.2087069, -45.8561702 -23.2087967)",,,,
1453990687,1453990689,0,448351880,False,Rua Saturno,residential,True,61.751999999999995,0.0037687990308593647,0.9996704616535679,,"LINESTRING (-45.8560003 -23.2087069, -45.8557222 -23.208568, -45.8554694 -23.2084417)",,,,
1453990688,1453990686,0,132115243,False,Rua Júpiter,residential,False,61.238,0.002190070433658894,,,"LINESTRING (-45.856314 -23.2069008, -45.8568478 -23.207151)",,,,
1453990688,2061113651,0,132115243,False,Rua Júpiter,residential,True,62.883,0.0019682418755333306,0.999725330443219,,"LINESTRING (-45.856314 -23.2069008, -45.8557642 -23.2066469)",,,,
1453990688,1453990689,0,132116463,False,Rua Plutão,residential,False,191.854,0.00043153553502737487,0.9999544056595979,,"LINESTRING (-45.856314 -23.2069008, -45.8554694 -23.2084417)",,,,
1453990689,1453990688,0,132116463,False,Rua Plutão,residential,True,191.854,0.00032333531043709374,,,"LINESTRING (-45.8554694 -23.2084417, -45.856314 -23.2069008)",,,,
1453990689,1453990676,0,448351880,False,Rua Saturno,residential,True,60.278,0.0030320712716160754,,,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",,,,
1453990689,1453990687,0,448351880,False,Rua Saturno,residential,False,61.751999999999995,0.00388065286040465,,,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",,,,
1453990690,2061113648,0,132116466,False,Rua Urano,residential,True,125.645,0.013500210813583623,0.9989409390835529,,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",,,,
1453990690,1453987185,0,448342023,False,Rua Centaurus,residential,True,68.388,0.004961825497792768,,,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",,,,
1453990690,1453987206,0,448351874,False,Rua Centaurus,residential,False,69.944,0.009641465293091058,,,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",,,,
1453990692,2061113651,0,132115243,False,Rua Júpiter,residential,False,66.03,0.0017823069178842907,0.9997027118419738,,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",,,,
1453990692,2061113649,0,132115243,False,Rua Júpiter,residential,True,65.69,0.0002008010588733668,0.9998337334357716,,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",,,,
1453990692,1453990693,0,132116470,False,Rua Juno,residential,False,181.392,0.0003303449374432711,0.9999544056595979,,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",,,,
1453990693,1453990692,0,132116470,False,Rua Juno,residential,True,181.392,0.00033575385044139905,,,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",,,,
1453990693,1453990676,0,448351880,False,Rua Saturno,residential,False,66.672,0.0021805253174822983,,,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",,,,
1453990693,1453990679,0,448351880,False,Rua Saturno,residential,True,69.426,0.0009818423358125474,,,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",,,,
1453990694,2061113649,0,132115243,False,Rua Júpiter,residential,False,60.551,0.0032255534189948934,0.9996005319328624,,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",,,,
1453990694,1453990699,0,132115243,False,Rua Júpiter,residential,True,62.666,0.0010928097356657294,0.9998514317983249,,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",,,,
1453990694,1453990695,0,132116471,False,Rua Palas,residential,False,163.327,0.0008636155521315065,0.9999544056595981,,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",,,,
1453990695,1453990694,0,132116471,False,Rua Palas,residential,True,163.327,0.0008454945541055824,,,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",,,,
1453990695,1453990679,0,448351880,False,Rua Saturno,residential,False,61.312,0.0013865038091522292,,,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",,,,
1453990695,1453990700,0,448351880,False,Rua Saturno,residential,True,63.677,0.0008270102960210654,0.9998251064946404,,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",,,,
1453990699,1453990694,0,132115243,False,Rua Júpiter,residential,False,62.666,0.001090717805796031,,,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",,,,
1453990699,1453987206,0,132115243,False,Rua Júpiter,residential,True,28.159,0.001345803668119671,,,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",,,,
1453990699,1453990700,0,132116473,False,Praça Columbia,residential,False,154.9,0.0005847003400858204,0.9999544056595985,,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",,,,
1453990700,1453990699,0,132116473,False,Praça Columbia,residential,True,154.9,0.0005770959877954984,,,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",,,,
1453990700,1453990695,0,448351880,False,Rua Saturno,residential,False,63.677,0.0008347993421691222,,,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",,,,
1453990700,1453977333,0,448351880,False,Rua Saturno,residential,True,79.084,0.0005304422976620827,,,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",,,,
1454006732,1454006734,0,132119118,True,Avenida das Sairas,residential,False,91.209,0.15839031599383874,0.9990826486765437,,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",,,,
1454006734,1454006735,0,132119118,True,Avenida das Sairas,residential,False,46.864,0.16301277840148204,0.9981648686725957,,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",,,,
1454006735,1454006737,0,132119118,True,Avenida das Sairas,residential,False,39.563,0.05728085150545915,0.999222254327771,,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",,,,
1454006735,3179135096,0,132119123,True,,residential,False,20.546,0.004949720383334206,0.9996376821594245,,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",,,,
1454006735,1454006763,0,312091241,True,,residential,False,17.713,0.10077701197733957,0.9998565506564219,,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",,,,
1454006737,1454012686,0,312091239,False,Avenida das Sairas,residential,False,39.501,0.057544331943086356,0.9986218152530317,,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",,,,
1454006737,3179135096,0,132119120,True,,residential,False,23.729,0.00448271271725789,0.9998799604857307,,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",,,,
1454006738,1454008413,0,132119124,False,Avenida das Curruiras,residential,False,175.61599999999999,0.004687127277504007,0.9998212864693188,,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",,,,
1454006738,6308115793,0,132133901,False,Avenida das Sairas,residential,False,73.294,0.018904065633075288,0.9975960900601961,,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",,,,
1454006738,1454012689,0,312091239,False,Avenida das Sairas,residential,True,62.147,0.0075059312223490155,0.9987881799063866,,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",,,,
1454006744,1454006734,0,132119121,True,,residential,False,22.822999999999997,0.0046276569429912024,,,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",,,,
1454006744,1453987252,0,312091242,True,Avenida Lívio Veneziani,residential,False,137.737,0.16953866689026498,,,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",,,,
1454006745,3179135102,0,312091242,True,Avenida Lívio Veneziani,residential,False,31.796,0.12836237289939453,0.9961349522664552,,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",,,,
1454006745,5355099068,0,132122679,False,Avenida Lívio Veneziani,residential,False,231.332,0.10174556522636981,0.9906313017266017,,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",,,,
1454006760,1454006745,0,132119120,True,,residential,False,25.201,0.10199417321457571,,,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",,,,
1454006760,3179135102,0,312091243,True,Avenida dos Tangarás,residential,False,21.444000000000003,0.04581434000455933,0.9995577949362616,,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",,,,
1454006763,1454006760,0,132119120,True,,residential,False,21.712000000000003,0.10344093816480263,,,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",,,,
1454006767,1454008414,0,132119122,False,Avenida dos Tangarás,residential,True,276.564,0.004724213460772594,0.9986559746864984,,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",,,,
1454006767,1454006760,0,312091243,True,Avenida dos Tangarás,residential,False,41.783,0.04437276958968135,,,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",,,,
1454006785,1454008413,0,132119124,False,Avenida das Curruiras,residential,True,30.524,0.0085087911326808,0.9975462738476424,,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",,,,
1454006785,3179135121,0,312091250,True,Avenida das Curruiras,residential,False,25.063000000000002,0.00727060812977129,0.9995923290541155,,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",,,,
1454006787,1454017538,0,312091253,False,Avenida das Curruiras,residential,False,50.748,0.0051311762450144864,0.9985874872869492,,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",,,,
1454006787,3179135150,0,312091246,True,Avenida das Curruiras,residential,False,12.549,0.004992072149622407,0.999662127789016,,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",,,,
1454006788,8863783287,0,132119310,False,Rua dos Jaburus,residential,False,63.778,0.011728846275363336,0.9989185510705791,,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",,,,
1454006788,1454017543,0,132119310,False,Rua dos Jaburus,residential,True,88.24,0.00789136200150941,0.9992015673603794,,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",,,,
1454006788,1454012796,0,312091253,False,Avenida das Curruiras,residential,True,117.292,0.0017147158015164855,0.9997679086817678,,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",,,,
1454008396,1454011089,0,132122679,False,Avenida Lívio Veneziani,residential,True,228.822,0.062340495611742604,0.999450125074728,,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",,,,
1454008396,11294568358,0,1218915307,True,,residential,False,45.101,0.019377584583112815,0.9983841000523939,,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",,,,
1454008398,1454008399,0,132119311,True,,residential,False,12.510000000000002,0.0023381034027364017,0.999841569759376,,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",,,,roundabout
1454008399,11294568358,0,132119122,False,Avenida dos Tangarás,residential,False,8.869,0.0019698840681284524,0.9994652107544136,,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",,,,
1454008399,1454008400,0,132119311,True,,residential,False,12.184000000000001,0.003419412098867582,0.9997261967038654,,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",,,,roundabout
1454008400,1454021600,0,312091244,False,Rua dos Jaburus,residential,True,20.775,0.0028291830198586923,0.9992365397340837,,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",,,,
1454008400,1454008401,0,132119311,True,,residential,False,14.744,0.004455375758554818,0.9997358107163233,,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",,,,roundabout
1454008401,1454185783,0,132119313,True,,residential,False,20.096,0.0033090809464114764,0.9997594053611241,,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",,,,
1454008401,1454008398,0,132119311,True,,residential,False,7.677,0.0011411002767945275,,,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",,,,roundabout
1454008402,5327748879,0,1218915306,False,Avenida Lívio Veneziani,residential,False,9.858,0.10069352008137653,0.9858353277237332,,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",,,,
1454008402,1454011088,0,132119314,False,Rua Poncãs,residential,False,311.805,0.06787484413281544,0.9983321835543298,,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",,,,
1454008402,1454185783,0,330090732,False,,residential,True,22.421,0.0023946467839642293,0.9989526351808721,,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",,,,
1454008402,1454008396,0,1218915305,True,Avenida Lívio Veneziani,residential,False,95.411,0.07823866067406178,,,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",,,,
1454008412,5355099068,0,132122679,False,Avenida Lívio Veneziani,residential,True,34.599,0.12793667454358865,0.9910770551630714,,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",,,,
1454008412,7812477973,0,132119314,False,Rua Poncãs,residential,True,219.612,0.0061958182482479175,0.9978349082459291,,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",,,,
1454008412,1454011089,0,132122679,False,Avenida Lívio Veneziani,residential,False,249.132,0.09955358009910373,0.99285961802731,,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",,,,
1454008413,1454006785,0,132119124,False,Avenida das Curruiras,residential,False,30.524,0.008380630386357368,,,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",,,,
1454008413,1454012726,0,132119316,False,Rua dos Macucos,residential,False,61.342,0.013645026900434017,0.998735052772045,,"LINESTRING (-45.8529603 -23.2112141, -45.8528867 -23.2106666)",,,,
1454008413,1454006738,0,132119124,False,Avenida das Curruiras,residential,True,175.616,0.0017123663121239472,,,"LINESTRING (-45.8529603 -23.2112141, -45.85329 -23.211228, -45.8534963 -23.2112534, -45.8537304 -23.2113223, -45.8540623 -23.2114275, -45.8543184 -23.2115667, -45.8544694 -23.2116828, -45.8545376 -23.2117353)",,,,
1454008414,1454012664,0,132119316,False,Rua dos Macucos,residential,True,59.249,0.004413676657268912,0.999523330595205,,"LINESTRING (-45.8527484 -23.2096016, -45.8528205 -23.2101303)",,,,
1454008414,1454006767,0,132119122,False,Avenida dos Tangarás,residential,False,276.56399999999996,0.042344059743371625,,,"LINESTRING (-45.8527484 -23.2096016, -45.8529647 -23.2095822, -45.8531945 -23.2095783, -45.8535197 -23.2095962, -45.8538695 -23.2096482, -45.8542751 -23.2097534, -45.8544955 -23.2098159, -45.8547691 -23.2099286, -45.8550601 -23.2100839, -45.8553087 -23.210222)",,,,
1454008414,1454012811,0,132119122,False,Avenida dos Tangarás,residential,True,270.861,0.004259321098965783,0.9993528202722116,,"LINESTRING (-45.8527484 -23.2096016, -45.8524344 -23.2096519, -45.8518983 -23.2097838, -45.851216 -23.210002, -45.850216 -23.2103089)",,,,
1454011088,1454011089,0,132119446,False,Rua Goiabeiras,residential,False,288.787,0.06558393945038281,0.9993591199651909,,"LINESTRING (-45.8486362 -23.2081667, -45.8506892 -23.2099513)",,,,
1454011088,8982529158,0,132119314,False,Rua Poncãs,residential,False,210.89299999999997,0.009477826410904059,0.9964531987015944,,"LINESTRING (-45.8486362 -23.2081667, -45.8487909 -23.2079545, -45.8489834 -23.2076904, -45.849102 -23.2075277, -45.8491967 -23.2074096, -45.8493318 -23.2072869, -45.8494941 -23.2071922, -45.8497747 -23.2071055, -45.8500566 -23.2070915, -45.8501601 -23.2071148)",,,,
1454011088,1454008402,0,132119314,False,Rua Poncãs,residential,True,311.805,0.1002794134380155,,,"LINESTRING (-45.8486362 -23.2081667, -45.8474855 -23.2097555, -45.8474533 -23.2098343, -45.8474413 -23.2099095, -45.8474346 -23.2099884, -45.8474359 -23.2100673, -45.8476122 -23.2106214)",,,,
1454011089,1454011088,0,132119446,False,Rua Goiabeiras,residential,True,288.787,0.09763240415239019,,,"LINESTRING (-45.8506892 -23.2099513, -45.8486362 -23.2081667)",,,,
1454011089,1454008396,0,132122679,False,Avenida Lívio Veneziani,residential,False,228.822,0.003484614056142808,,,"LINESTRING (-45.8506892 -23.2099513, -45.8502067 -23.2101114, -45.8496387 -23.2102664, -45.8485276 -23.2104728)",,,,
1454011089,1454008412,0,132122679,False,Avenida Lívio Veneziani,residential,True,249.132,0.12635580241734737,,,"LINESTRING (-45.8506892 -23.2099513, -45.8511287 -23.2098219, -45.8519997 -23.2094966, -45.8523953 -23.2093931, -45.8528271 -23.2093278, -45.8530138 -23.2093152)",,,,
1454011096,2061117199,0,132119546,False,Rua Tuiras,residential,False,105.171,0.013793104984307651,0.9982202328958553,,"LINESTRING (-45.8481896 -23.2112869, -45.8491996 -23.2111054)",,,,
1454011096,1454021600,0,312091244,False,Rua dos Jaburus,residential,False,28.685,0.06005976872254746,0.9962891883444334,,"LINESTRING (-45.8481896 -23.2112869, -45.8481239 -23.2110361)",,,,
1454011096,1454012747,0,"[312091244, 132119310]",False,Rua dos Jaburus,residential,True,85.254,0.01122528137056983,0.9985875161741241,,"LINESTRING (-45.8481896 -23.2112869, -45.8482124 -23.2114256, -45.8482452 -23.2115051, -45.8482788 -23.211547, -45.8487518 -23.2117717)",,,,
1454012659,2061117199,0,132119546,False,Rua Tuiras,residential,True,124.789,0.043912255250154894,0.9991080182800691,,"LINESTRING (-45.8503877 -23.2108463, -45.8491996 -23.2111054)",,,,
1454012659,1454012811,0,312091245,False,Rua das Jacutingas,residential,False,62.279,0.008720383934664025,0.9998465298943081,,"LINESTRING (-45.8503877 -23.2108463, -45.850216 -23.2103089)",,,,
1454012659,1454012743,0,312091245,False,Rua das Jacutingas,residential,True,60.836,0.013481629286526598,0.999718139807317,,"LINESTRING (-45.8503877 -23.2108463, -45.8505721 -23.2113665)",,,,
1454012659,1454012664,0,132119546,False,Rua Tuiras,residential,False,261.47999999999996,0.021130810626571603,0.9990816087695933,,"LINESTRING (-45.8503877 -23.2108463, -45.8514249 -23.2105138, -45.8521431 -23.210272, -45.852521 -23.21018, -45.8528205 -23.2101303)",,,,
1454012664,1454008414,0,132119316,False,Rua dos Macucos,residential,False,59.249,0.029040513392630193,,,"LINESTRING (-45.8528205 -23.2101303, -45.8527484 -23.2096016)",,,,
1454012664,1454012726,0,132119316,False,Rua dos Macucos,residential,True,60.016,0.016593956149456423,0.9993051624290379,,"LINESTRING (-45.8528205 -23.2101303, -45.8528867 -23.2106666)",,,,
1454012664,1454012686,0,132119546,False,Rua Tuiras,residential,False,274.278,0.014050262039197698,0.9976523462228621,,"LINESTRING (-45.8528205 -23.2101303, -45.8532191 -23.2101227, -45.8535121 -23.2101397, -45.8537967 -23.2101809, -45.8541123 -23.2102757, -45.854345 -23.210348, -45.8546852 -23.2104996, -45.8549924 -23.2106806, -45.8552934 -23.210898)",,,,
1454012664,1454012659,0,132119546,False,Rua Tuiras,residential,True,261.48,0.047178633068309224,,,"LINESTRING (-45.8528205 -23.2101303, -45.852521 -23.21018, -45.8521431 -23.210272, -45.8514249 -23.2105138, -45.8503877 -23.2108463)",,,,
1454012686,1454045031,0,132121717,False,Travessa Sarah Suzan Sacilotti de Oliveira,residential,False,36.584,0.014742003254897003,0.998715384685844,,"LINESTRING (-45.8552934 -23.210898, -45.85539 -23.2112148)",,,,
1454012686,3179135092,0,312091239,False,Avenida das Sairas,residential,False,35.155,0.015068427662204502,0.999411526848881,,"LINESTRING (-45.8552934 -23.210898, -45.855078 -23.2111445)",,,,
1454012686,1454006737,0,312091239,False,Avenida das Sairas,residential,True,39.501,0.004751387690233937,,,"LINESTRING (-45.8552934 -23.210898, -45.8555415 -23.2106256)",,,,
1454012686,1454012664,0,132119546,False,Rua Tuiras,residential,True,274.278,0.059473166651885484,,,"LINESTRING (-45.8552934 -23.210898, -45.8549924 -23.2106806, -45.8546852 -23.2104996, -45.854345 -23.210348, -45.8541123 -23.2102757, -45.8537967 -23.2101809, -45.8535121 -23.2101397, -45.8532191 -23.2101227, -45.8528205 -23.2101303)",,,,
1454012689,3179135092,0,312091239,False,Avenida das Sairas,residential,True,23.679,0.004042675288188752,0.9985475376470317,,"LINESTRING (-45.8549289 -23.2113075, -45.855078 -23.2111445)",,,,
1454012689,1454012726,0,132119547,False,Rua dos Mutuns,residential,False,226.24300000000002,0.006360790613680292,0.9997126680451944,,"LINESTRING (-45.8549289 -23.2113075, -45.8547369 -23.2111754, -45.8545437 -23.2110558, -45.8543023 -23.2109227, -45.8541079 -23.210845, -45.8539188 -23.210781, -45.8536814 -23.2107169, -45.8534105 -23.210675, -45.8530982 -23.2106677, -45.8528867 -23.2106666)",,,,
1454012689,1454006738,0,312091239,False,Avenida das Sairas,residential,False,62.147,0.018605305540541676,,,"LINESTRING (-45.8549289 -23.2113075, -45.8545944 -23.2116764, -45.8545376 -23.2117353)",,,,
1454012726,1454012664,0,132119316,False,Rua dos Macucos,residential,False,60.016,0.021850905249215992,,,"LINESTRING (-45.8528867 -23.2106666, -45.8528205 -23.2101303)",,,,
1454012726,1454008413,0,132119316,False,Rua dos Macucos,residential,True,61.342,0.010547299724079296,,,"LINESTRING (-45.8528867 -23.2106666, -45.8529603 -23.2112141)",,,,
1454012726,1454012743,0,132119547,False,Rua dos Mutuns,residential,False,249.349,0.012674262073124477,0.9994173571283093,,"LINESTRING (-45.8528867 -23.2106666, -45.8525652 -23.2107238, -45.8522111 -23.2108292, -45.8516416 -23.2110249, -45.8505721 -23.2113665)",,,,
1454012726,1454012689,0,132119547,False,Rua dos Mutuns,residential,True,226.243,0.002551458219472053,,,"LINESTRING (-45.8528867 -23.2106666, -45.8530982 -23.2106677, -45.8534105 -23.210675, -45.8536814 -23.2107169, -45.8539188 -23.210781, -45.8541079 -23.210845, -45.8543023 -23.2109227, -45.8545437 -23.2110558, -45.8547369 -23.2111754, -45.8549289 -23.2113075)",,,,
1454012743,1454012745,0,132119547,False,Rua dos Mutuns,residential,False,130.025,0.0049896950471596075,0.999698256146592,,"LINESTRING (-45.8505721 -23.2113665, -45.8493341 -23.2116363)",,,,
1454012743,1454012659,0,312091245,False,Rua das Jacutingas,residential,False,60.836,0.016862408764183587,,,"LINESTRING (-45.8505721 -23.2113665, -45.8503877 -23.2108463)",,,,
1454012743,1454012796,0,312091245,False,Rua das Jacutingas,residential,True,59.552,0.01982644992314928,0.9965880122406057,,"LINESTRING (-45.8505721 -23.2113665, -45.8507258 -23.2118831)",,,,
1454012743,1454012726,0,132119547,False,Rua dos Mutuns,residential,True,249.349,0.01102934613767005,,,"LINESTRING (-45.8505721 -23.2113665, -45.8516416 -23.2110249, -45.8522111 -23.2108292, -45.8525652 -23.2107238, -45.8528867 -23.2106666)",,,,
1454012745,3179135113,0,132119547,False,Rua dos Mutuns,residential,False,30.6,0.0013259069748667689,0.999706787802132,,"LINESTRING (-45.8493341 -23.2116363, -45.849041 -23.2116926)",,,,
