u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ebc,junction,bridge
1453977330,1453979257,0,819285517,False,Rua Fênix,residential,,True,62.677,"LINESTRING (-45.8570057 -23.2052802, -45.8570366 -23.2052215, -45.8572779 -23.2047751)",0.011371665603640526,,
1453977331,1453979234,0,132114041,False,Rua Centaurus,residential,,False,64.774,"LINESTRING (-45.8571401 -23.2022029, -45.8566703 -23.2025939)",0.00425436632333184,,
1453977331,1453977294,0,877826628,True,Rua Centaurus,residential,,False,55.134,"LINESTRING (-45.8571401 -23.2022029, -45.8575353 -23.2018654)",0.004291685326168085,,
1453977333,1453987206,0,448351874,False,Rua Centaurus,residential,,True,150.892,"LINESTRING (-45.8522207 -23.2064313, -45.8532924 -23.2054979)",0.0063814020668588505,,
1453977333,1453990700,0,448351880,False,Rua Saturno,residential,,False,79.084,"LINESTRING (-45.8522207 -23.2064313, -45.8528467 -23.2068494)",0.001842189568902523,,
1453977333,1453987228,0,448351880,False,Rua Saturno,residential,,True,57.691,"LINESTRING (-45.8522207 -23.2064313, -45.8520359 -23.2062767, -45.8518351 -23.2060541)",0.002903529489120622,,
1453979234,1453979239,0,132114041,False,Rua Centaurus,residential,,False,65.543,"LINESTRING (-45.8566703 -23.2025939, -45.8562027 -23.2029973)",0.008471413643827436,,
1453979234,1453977331,0,132114041,False,Rua Centaurus,residential,,True,64.774,"LINESTRING (-45.8566703 -23.2025939, -45.8571401 -23.2022029)",0.008546051649499925,,
1453979238,2024367591,0,819285517,False,Rua Fênix,residential,,False,63.367,"LINESTRING (-45.8578272 -23.2037534, -45.8575499 -23.2042631)",0.004015524705179877,,
1453979238,1453979239,0,132114093,False,Rua Áries,residential,,False,186.09900000000002,"LINESTRING (-45.8578272 -23.2037534, -45.8562522 -23.2030204, -45.8562027 -23.2029973)",0.0004534258844603671,,
1453979239,1453979234,0,132114041,False,Rua Centaurus,residential,,True,65.543,"LINESTRING (-45.8562027 -23.2029973, -45.8566703 -23.2025939)",0.01276309896999552,,
1453979239,1453979243,0,132114041,False,Rua Centaurus,residential,,False,66.345,"LINESTRING (-45.8562027 -23.2029973, -45.855778 -23.2033537, -45.8557231 -23.2033994)",0.012778026571130018,,
1453979239,1453979238,0,132114093,False,Rua Áries,residential,,True,186.09900000000002,"LINESTRING (-45.8562027 -23.2029973, -45.8562522 -23.2030204, -45.8578272 -23.2037534)",0.00040677713091506187,,
1453979243,1453979239,0,132114041,False,Rua Centaurus,residential,,True,66.345,"LINESTRING (-45.8557231 -23.2033994, -45.855778 -23.2033537, -45.8562027 -23.2029973)",0.0170230631437528,,
1453979243,2024367591,0,132114094,False,Rua Aquarius,residential,,True,209.953,"LINESTRING (-45.8557231 -23.2033994, -45.8557895 -23.2034308, -45.8575499 -23.2042631)",0.001144336332424107,,
1453979243,1453987165,0,448342032,False,Rua Aquarius,residential,,False,57.056000000000004,"LINESTRING (-45.8557231 -23.2033994, -45.8556677 -23.2033538, -45.8553072 -23.2030571)",0.0036702754627071675,,
1453979243,1453979262,0,448342050,False,Rua Centaurus,residential,,False,68.009,"LINESTRING (-45.8557231 -23.2033994, -45.8556683 -23.2034508, -45.8552445 -23.2038243)",0.015290282067039794,,
1453979250,1453987149,0,448342032,False,Rua Aquarius,residential,,False,78.859,"LINESTRING (-45.8546211 -23.2023909, -45.8540935 -23.2018734)",0.0042730258247499625,,
1453979250,1453987150,0,448342032,False,Rua Aquarius,residential,,True,50.356,"LINESTRING (-45.8546211 -23.2023909, -45.8549598 -23.2027198)",0.004854879160745707,,
1453979250,2061127780,0,670135221,False,Rua Orlando Saes,residential,,False,212.551,"LINESTRING (-45.8546211 -23.2023909, -45.8531043 -23.2036987)",0.004672638030228714,,
1453979257,1453979262,0,132114095,False,Rua Sagitário,residential,,False,233.161,"LINESTRING (-45.8572779 -23.2047751, -45.8552445 -23.2038243)",0.0007359759710856888,,
1453979257,2024367591,0,819285517,False,Rua Fênix,residential,,True,63.356,"LINESTRING (-45.8572779 -23.2047751, -45.8575499 -23.2042631)",0.007785874870514368,,
1453979257,1453977330,0,819285517,False,Rua Fênix,residential,,False,62.677,"LINESTRING (-45.8572779 -23.2047751, -45.8570366 -23.2052215, -45.8570057 -23.2052802)",0.011278368096549913,,
1453979262,1453979257,0,132114095,False,Rua Sagitário,residential,,True,233.161,"LINESTRING (-45.8552445 -23.2038243, -45.8572779 -23.2047751)",0.000717316469667567,,
1453979262,1453987128,0,448342050,False,Rua Centaurus,residential,,False,67.397,"LINESTRING (-45.8552445 -23.2038243, -45.8547653 -23.2042407)",0.018800174672319765,,
1453979262,1453979243,0,448342050,False,Rua Centaurus,residential,,True,68.009,"LINESTRING (-45.8552445 -23.2038243, -45.8556683 -23.2034508, -45.8557231 -23.2033994)",0.019025914250947837,,
1453987113,1453977330,0,132115207,False,Rua Capricórnio,residential,,False,61.792,"LINESTRING (-45.8575443 -23.2055327, -45.8574799 -23.2055025, -45.8570057 -23.2052802)",0.004273025824749962,,
1453987119,1454248242,0,132115237,False,Rua Netuno,residential,,False,169.82,"LINESTRING (-45.857816 -23.2062838, -45.8563362 -23.2055891)",0.004273025824749962,,
1453987128,1453990675,0,132115207,False,Rua Capricórnio,residential,,True,211.467,"LINESTRING (-45.8547653 -23.2042407, -45.8566103 -23.2051016)",0.022110265213713485,,
1453987128,1453987185,0,448342050,False,Rua Centaurus,residential,,False,67.119,"LINESTRING (-45.8547653 -23.2042407, -45.8542826 -23.20465)",0.002349958222103318,,
1453987128,1453979262,0,448342050,False,Rua Centaurus,residential,,True,67.397,"LINESTRING (-45.8547653 -23.2042407, -45.8552445 -23.2038243)",0.02251714735480969,,
1453987149,1453979250,0,448342032,False,Rua Aquarius,residential,,True,78.859,"LINESTRING (-45.8540935 -23.2018734, -45.8546211 -23.2023909)",0.0042730258247499625,,
1453987150,2061113647,0,132115224,False,Rua Primo Betti,residential,,False,129.071,"LINESTRING (-45.8549598 -23.2027198, -45.855893 -23.2019377)",0.002285166940339354,,
1453987150,1453979250,0,448342032,False,Rua Aquarius,residential,,False,50.356,"LINESTRING (-45.8549598 -23.2027198, -45.8546211 -23.2023909)",0.004808230407200403,,
1453987150,1453987165,0,448342032,False,Rua Aquarius,residential,,True,51.646,"LINESTRING (-45.8549598 -23.2027198, -45.8553072 -23.2030571)",0.010674155669677388,,
1453987165,1453987188,0,132115247,False,Rua José Busato,residential,,False,210.537,"LINESTRING (-45.8553072 -23.2030571, -45.8538015 -23.2043493)",0.025145818753073562,,
1453987165,1453987174,0,132115247,False,Rua José Busato,residential,,True,129.869,"LINESTRING (-45.8553072 -23.2030571, -45.8562382 -23.2022622)",0.0104219535254018,,
1453987165,1453987150,0,448342032,False,Rua Aquarius,residential,,False,51.646,"LINESTRING (-45.8553072 -23.2030571, -45.8549598 -23.2027198)",0.010627506916132082,,
1453987165,1453979243,0,448342032,False,Rua Aquarius,residential,,True,57.056000000000004,"LINESTRING (-45.8553072 -23.2030571, -45.8556677 -23.2033538, -45.8557231 -23.2033994)",0.004151690599294719,,
1453987174,2061113647,0,132115233,False,Rua Carolina Antunes Stetener,residential,,False,50.464,"LINESTRING (-45.8562382 -23.2022622, -45.855893 -23.2019377)",0.002179429765636662,,
1453987174,1453987165,0,132115247,False,Rua José Busato,residential,,False,129.869,"LINESTRING (-45.8562382 -23.2022622, -45.8553072 -23.2030571)",0.0104219535254018,,
1453987174,1453987175,0,132115247,False,Rua José Busato,residential,,True,37.714,"LINESTRING (-45.8562382 -23.2022622, -45.8565086 -23.2020314)",0.0042730258247499625,,
1453987175,1453987174,0,132115247,False,Rua José Busato,residential,,False,37.714,"LINESTRING (-45.8565086 -23.2020314, -45.8562382 -23.2022622)",0.004273025824749962,,
1453987185,1453990678,0,132115237,False,Rua Netuno,residential,,True,102.761,"LINESTRING (-45.8542826 -23.20465, -45.8551821 -23.205063)",0.029690992598236213,,
1453987185,1453990690,0,448342023,False,Rua Centaurus,residential,,False,68.388,"LINESTRING (-45.8542826 -23.20465, -45.8538011 -23.2050771)",0.015802261224619033,,
1453987185,1453987128,0,448342050,False,Rua Centaurus,residential,,True,67.119,"LINESTRING (-45.8542826 -23.20465, -45.8547653 -23.2042407)",0.0024208643274921822,,
1453987185,1453987188,0,448342038,False,Rua Netuno,residential,,False,59.586,"LINESTRING (-45.8542826 -23.20465, -45.8539845 -23.2044843, -45.8538015 -23.2043493)",0.04190617873443667,,
1453987188,1453987203,0,132115247,False,Rua José Busato,residential,,False,140.146,"LINESTRING (-45.8538015 -23.2043493, -45.8528025 -23.2052127)",0.0027367309135110304,,
1453987188,1453987165,0,132115247,False,Rua José Busato,residential,,True,210.537,"LINESTRING (-45.8538015 -23.2043493, -45.8553072 -23.2030571)",0.025580585136115813,,
1453987188,1453987190,0,448342038,False,Rua Netuno,residential,,False,51.179,"LINESTRING (-45.8538015 -23.2043493, -45.8534374 -23.2040333)",0.016079211441392363,,
1453987188,1453987185,0,448342038,False,Rua Netuno,residential,,True,59.586,"LINESTRING (-45.8538015 -23.2043493, -45.8539845 -23.2044843, -45.8542826 -23.20465)",0.04163001811344848,,
1453987190,2061127781,0,132115252,False,Rua Dom Gabriel P Bueno do Couto,residential,,False,135.947,"LINESTRING (-45.8534374 -23.2040333, -45.8524548 -23.2048574)",0.0008766896138145576,,
1453987190,2061127780,0,448342038,False,Rua Netuno,residential,,False,50.43,"LINESTRING (-45.8534374 -23.2040333, -45.8531043 -23.2036987)",0.01207954327356477,,
1453987190,1453987188,0,448342038,False,Rua Netuno,residential,,True,51.179,"LINESTRING (-45.8534374 -23.2040333, -45.8538015 -23.2043493)",0.016069881690683303,,
1453987194,2061127780,0,448342038,False,Rua Netuno,residential,,True,74.52,"LINESTRING (-45.8526019 -23.203213, -45.8531043 -23.2036987)",0.0042730258247499625,,
1453987200,1453977323,0,664316342,False,Rua Hermino José Friggi,residential,,False,44.557,"LINESTRING (-45.8518151 -23.2042336, -45.8521257 -23.2045148)",0.004273025824749962,,
1453987203,2061127781,0,132115243,False,Rua Júpiter,residential,,True,53.137,"LINESTRING (-45.8528025 -23.2052127, -45.8524548 -23.2048574)",0.01142583874054989,,
1453987203,1453987228,0,132115247,False,Rua José Busato,residential,,False,136.118,"LINESTRING (-45.8528025 -23.2052127, -45.8518351 -23.2060541)",0.002453613368022234,,
1453987203,1453987188,0,132115247,False,Rua José Busato,residential,,True,140.146,"LINESTRING (-45.8528025 -23.2052127, -45.8538015 -23.2043493)",0.002904666426274129,,
1453987203,1453987206,0,132115243,False,Rua Júpiter,residential,,False,59.478,"LINESTRING (-45.8528025 -23.2052127, -45.8530585 -23.2053883, -45.8532924 -23.2054979)",0.017469847134255995,,
1453987206,1453990699,0,132115243,False,Rua Júpiter,residential,,False,28.159,"LINESTRING (-45.8532924 -23.2054979, -45.8535393 -23.2056103)",0.0038102419176086785,,
1453987206,1453977333,0,448351874,False,Rua Centaurus,residential,,False,150.892,"LINESTRING (-45.8532924 -23.2054979, -45.8522207 -23.2064313)",0.00639228677601943,,
1453987206,1453990690,0,448351874,False,Rua Centaurus,residential,,True,69.944,"LINESTRING (-45.8532924 -23.2054979, -45.8538011 -23.2050771)",0.02797870264283162,,
1453987206,1453987203,0,132115243,False,Rua Júpiter,residential,,True,59.478,"LINESTRING (-45.8532924 -23.2054979, -45.8530585 -23.2053883, -45.8528025 -23.2052127)",0.01764555743927665,,
1453987210,1453990686,0,132115243,False,Rua Júpiter,residential,,True,55.136,"LINESTRING (-45.8573253 -23.2073818, -45.8568478 -23.207151)",0.010469401971865024,,
1453987210,1453987212,0,132115243,False,Rua Júpiter,residential,,False,62.260999999999996,"LINESTRING (-45.8573253 -23.2073818, -45.8573948 -23.2074242, -45.8578184 -23.2077105)",0.1550604567845947,,
1453987210,1453990684,0,448351877,False,Rua Mercúrio,residential,,True,67.751,"LINESTRING (-45.8573253 -23.2073818, -45.8574069 -23.2072793, -45.8577039 -23.2068817)",0.15004798157507515,,
1453987210,1453990683,0,664297802,False,Praça Marte,residential,,False,196.69799999999998,"LINESTRING (-45.8573253 -23.2073818, -45.8572741 -23.2074492, -45.8561702 -23.2087967)",0.002643162803261325,,
1453987212,1453990681,0,448351879,False,Rua Vênus,residential,,False,188.097,"LINESTRING (-45.8578184 -23.2077105, -45.8567195 -23.2090675)",0.15729959695476936,,
1453987212,1453987210,0,132115243,False,Rua Júpiter,residential,,True,62.260999999999996,"LINESTRING (-45.8578184 -23.2077105, -45.8573948 -23.2074242, -45.8573253 -23.2073818)",0.1592028660994178,,
1453987228,1453987203,0,132115247,False,Rua José Busato,residential,,True,136.118,"LINESTRING (-45.8518351 -23.2060541, -45.8528025 -23.2052127)",0.0024831575786009277,,
1453987228,1453977333,0,448351880,False,Rua Saturno,residential,,False,57.691,"LINESTRING (-45.8518351 -23.2060541, -45.8520359 -23.2062767, -45.8522207 -23.2064313)",0.0028739852785419294,,
1453987228,2061127781,0,"[448351880, 132115252]",False,"['Rua Saturno', 'Rua Dom Gabriel P Bueno do Couto']",residential,,True,167.266,"LINESTRING (-45.8518351 -23.2060541, -45.8517065 -23.2058447, -45.851706 -23.2056325, -45.8517878 -23.2054513, -45.8518736 -23.2053465, -45.8524548 -23.2048574)",0.0008259939294422052,,
1453987252,1453990681,0,448351880,False,Rua Saturno,residential,,True,51.453,"LINESTRING (-45.8571516 -23.209305, -45.8567195 -23.2090675)",0.18935662039110313,,
1453987252,1454006732,0,132119118,True,Avenida das Sairas,residential,,False,48.196,"LINESTRING (-45.8571516 -23.209305, -45.857172 -23.209345, -45.8571726 -23.2093556, -45.8571666 -23.2093666, -45.8571468 -23.2093873, -45.8569025 -23.209641)",0.1887144225506294,,
1453987252,1446671007,0,132119119,True,Avenida Lívio Veneziani,residential,,False,51.821,"LINESTRING (-45.8571516 -23.209305, -45.8572665 -23.2092114, -45.8574 -23.2091009, -45.8575321 -23.208997)",0.003780103995621236,,
1453990675,1453987128,0,132115207,False,Rua Capricórnio,residential,,False,211.467,"LINESTRING (-45.8566103 -23.2051016, -45.8547653 -23.2042407)",0.025756331790814546,,
1453990675,1453977330,0,132115207,False,Rua Capricórnio,residential,,True,45.026,"LINESTRING (-45.8566103 -23.2051016, -45.8570057 -23.2052802)",0.018723509162380633,,
1453990675,1454248242,0,132116451,False,Rua Vesta,residential,,False,61.018,"LINESTRING (-45.8566103 -23.2051016, -45.8563362 -23.2055891)",0.04256910800797947,,
1453990676,2061113651,0,132116451,False,Rua Vesta,residential,,True,188.114,"LINESTRING (-45.8549599 -23.2081686, -45.8557642 -23.2066469)",0.001441579766702919,,
1453990676,1453990689,0,448351880,False,Rua Saturno,residential,,False,60.278,"LINESTRING (-45.8549599 -23.2081686, -45.8554694 -23.2084417)",0.01090194698569083,,
1453990676,1453990693,0,448351880,False,Rua Saturno,residential,,True,66.672,"LINESTRING (-45.8549599 -23.2081686, -45.854415 -23.2078389)",0.0074388323772560236,,
1453990678,1453987185,0,132115237,False,Rua Netuno,residential,,False,102.761,"LINESTRING (-45.8551821 -23.205063, -45.8542826 -23.20465)",0.029901844964260994,,
1453990678,1454248242,0,132115237,False,Rua Netuno,residential,,True,131.659,"LINESTRING (-45.8551821 -23.205063, -45.8563362 -23.2055891)",0.016663683973636947,,
1453990678,2061113648,0,132116453,False,Rua Ceres,residential,,False,64.89,"LINESTRING (-45.8551821 -23.205063, -45.8548991 -23.2055854)",0.016934151831151382,,
1453990679,2061113649,0,132116453,False,Rua Ceres,residential,,True,172.584,"LINESTRING (-45.8538537 -23.2074872, -45.8546189 -23.2061036)",0.004338077612540219,,
1453990679,1453990693,0,448351880,False,Rua Saturno,residential,,False,69.426,"LINESTRING (-45.8538537 -23.2074872, -45.854415 -23.2078389)",0.004313254821259747,,
1453990679,1453990695,0,448351880,False,Rua Saturno,residential,,True,61.312,"LINESTRING (-45.8538537 -23.2074872, -45.8533629 -23.2071701)",0.00434365324927349,,
1453990681,1453987212,0,448351879,False,Rua Vênus,residential,,True,188.097,"LINESTRING (-45.8567195 -23.2090675, -45.8578184 -23.2077105)",0.16144200626959246,,
1453990681,1453987252,0,448351880,False,Rua Saturno,residential,,False,51.453,"LINESTRING (-45.8567195 -23.2090675, -45.8571516 -23.209305)",0.18506493506493504,,
1453990681,5357599329,0,448351880,False,Rua Saturno,residential,,True,6.487,"LINESTRING (-45.8567195 -23.2090675, -45.856665 -23.2090376)",0.025862068965517238,,
1453990683,5357599329,0,448351880,False,Rua Saturno,residential,,False,57.224,"LINESTRING (-45.8561702 -23.2087967, -45.856665 -23.2090376)",0.0212718316166592,,
1453990683,1453990687,0,448351880,False,Rua Saturno,residential,,True,20.03,"LINESTRING (-45.8561702 -23.2087967, -45.8560003 -23.2087069)",0.01685423908330312,,
1453990683,1453987210,0,664297802,False,Praça Marte,residential,,True,196.69799999999998,"LINESTRING (-45.8561702 -23.2087967, -45.8572741 -23.2074492, -45.8573253 -23.2073818)",0.002702873207799316,,
1453990684,2061113650,0,132116466,False,Rua Urano,residential,,False,189.372,"LINESTRING (-45.8577039 -23.2068817, -45.8560564 -23.2061022)",0.14758119548759943,,
1453990684,1453987210,0,448351877,False,Rua Mercúrio,residential,,False,67.751,"LINESTRING (-45.8577039 -23.2068817, -45.8574069 -23.2072793, -45.8573253 -23.2073818)",0.14588877870897568,,
1453990686,1453987210,0,132115243,False,Rua Júpiter,residential,,False,55.136,"LINESTRING (-45.8568478 -23.207151, -45.8573253 -23.2073818)",0.010426485118603343,,
1453990686,1453990688,0,132115243,False,Rua Júpiter,residential,,True,61.238,"LINESTRING (-45.8568478 -23.207151, -45.856314 -23.2069008)",0.007376545184426956,,
1453990686,1453990687,0,132116462,False,Praça Marte,residential,,False,193.478,"LINESTRING (-45.8568478 -23.207151, -45.8560003 -23.2087069)",0.0004597345730350654,,
1453990687,1453990686,0,132116462,False,Praça Marte,residential,,True,193.478,"LINESTRING (-45.8560003 -23.2087069, -45.8568478 -23.207151)",0.0004671983736023144,,
1453990687,1453990683,0,448351880,False,Rua Saturno,residential,,False,20.03,"LINESTRING (-45.8560003 -23.2087069, -45.8561702 -23.2087967)",0.016764673476496135,,
1453990687,1453990689,0,448351880,False,Rua Saturno,residential,,True,61.751999999999995,"LINESTRING (-45.8560003 -23.2087069, -45.8557222 -23.208568, -45.8554694 -23.2084417)",0.013910747161978688,,
1453990688,1453990686,0,132115243,False,Rua Júpiter,residential,,False,61.238,"LINESTRING (-45.856314 -23.2069008, -45.8568478 -23.207151)",0.007326164530598026,,
1453990688,2061113651,0,132115243,False,Rua Júpiter,residential,,True,62.883,"LINESTRING (-45.856314 -23.2069008, -45.8557642 -23.2066469)",0.005386464930799907,,
1453990688,1453990689,0,132116463,False,Rua Plutão,residential,,False,191.854,"LINESTRING (-45.856314 -23.2069008, -45.8554694 -23.2084417)",0.0006500614874999109,,
1453990689,1453990688,0,132116463,False,Rua Plutão,residential,,True,191.854,"LINESTRING (-45.8554694 -23.2084417, -45.856314 -23.2069008)",0.0006631231384925967,,
1453990689,1453990676,0,448351880,False,Rua Saturno,residential,,True,60.278,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",0.010970987140937877,,
1453990689,1453990687,0,448351880,False,Rua Saturno,residential,,False,61.751999999999995,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",0.013828645355738948,,
1453990690,2061113648,0,132116466,False,Rua Urano,residential,,True,125.645,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",0.04543379180778418,,
1453990690,1453987185,0,448342023,False,Rua Centaurus,residential,,True,68.388,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",0.01593847558497133,,
1453990690,1453987206,0,448351874,False,Rua Centaurus,residential,,False,69.944,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",0.02812486873727352,,
1453990692,2061113651,0,132115243,False,Rua Júpiter,residential,,False,66.03,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",0.004078433881389546,,
1453990692,2061113649,0,132115243,False,Rua Júpiter,residential,,True,65.69,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",0.0011402954598767406,,
1453990692,1453990693,0,132116470,False,Rua Juno,residential,,False,181.392,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",0.00048361429211182897,,
1453990693,1453990692,0,132116470,False,Rua Juno,residential,,True,181.392,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",0.0004929440428208901,,
1453990693,1453990676,0,448351880,False,Rua Saturno,residential,,False,66.672,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",0.007403379324561591,,
1453990693,1453990679,0,448351880,False,Rua Saturno,residential,,True,69.426,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",0.004339378123245118,,
1453990694,2061113649,0,132115243,False,Rua Júpiter,residential,,False,60.551,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",0.008080440545174088,,
1453990694,1453990699,0,132115243,False,Rua Júpiter,residential,,True,62.666,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",0.0032222374083099516,,
1453990694,1453990695,0,132116471,False,Rua Palas,residential,,False,163.327,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",0.002017798902595141,,
1453990695,1453990694,0,132116471,False,Rua Palas,residential,,True,163.327,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",0.0020131340272406106,,
1453990695,1453990679,0,448351880,False,Rua Saturno,residential,,False,61.312,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",0.004324993747855369,,
1453990695,1453990700,0,448351880,False,Rua Saturno,residential,,True,63.677,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",0.002855453000997112,,
1453990699,1453990694,0,132115243,False,Rua Júpiter,residential,,False,62.666,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",0.0031864733639252224,,
1453990699,1453987206,0,132115243,False,Rua Júpiter,residential,,True,28.159,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",0.003850670837347953,,
1453990699,1453990700,0,132116473,False,Praça Columbia,residential,,False,154.9,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",0.0015102281531972517,,
1453990700,1453990699,0,132116473,False,Praça Columbia,residential,,True,154.9,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",0.0015148930285517836,,
1453990700,1453990695,0,448351880,False,Rua Saturno,residential,,False,63.677,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",0.0028321286242244596,,
1453990700,1453977333,0,448351880,False,Rua Saturno,residential,,True,79.084,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",0.0018608490703206331,,
1454006732,1454006734,0,132119118,True,Avenida das Sairas,residential,,False,91.209,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",0.21118838823012184,,
1454006734,1454006735,0,132119118,True,Avenida das Sairas,residential,,False,46.864,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",0.23460058955320545,,
1454006735,1454006737,0,132119118,True,Avenida das Sairas,residential,,False,39.563,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",0.12877463103896164,,
1454006735,3179135096,0,132119123,True,,residential,,False,20.546,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",0.011722670211810381,,
1454006735,1454006763,0,312091241,True,,residential,,False,17.713,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",0.09410328830243345,,
1454006737,1454012686,0,312091239,False,Avenida das Sairas,residential,,False,39.501,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",0.12934476766205394,,
1454006737,3179135096,0,132119120,True,,residential,,False,23.729,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",0.02168430915319168,,
1454006738,1454008413,0,132119124,False,Avenida das Curruiras,residential,,False,175.61599999999999,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",0.013261352085243719,,
1454006738,6308115793,0,132133901,False,Avenida das Sairas,residential,,False,73.294,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",0.03964505933814985,,
1454006738,1454012689,0,312091239,False,Avenida das Sairas,residential,,True,62.147,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",0.022688709757675278,,
1454006744,1454006734,0,132119121,True,,residential,,False,22.822999999999997,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",0.02341220132308354,,
