osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
1437659085,-23.1945142,-45.8671338,3,0.003745318352059925,0.037637231262370695,0.0,10.016709357880064,,,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,3,0.0018726591760299626,0.0,0.0,6.563751577804064,,,POINT (-45.8676265 -23.1947219)
1446670972,-23.1949238,-45.8658229,3,0.0056179775280898875,0.03882139944994955,0.009692652231704024,16.458486794567634,motorway_junction,,POINT (-45.8658229 -23.1949238)
1446670988,-23.2182371,-45.8540288,4,0.00749063670411985,0.052252901812537646,0.08222233979778737,31.942096686621362,,,POINT (-45.8540288 -23.2182371)
1446670989,-23.2140414,-45.8569489,4,0.00749063670411985,0.0591842892154384,0.009007720785222956,31.408804876909933,,,POINT (-45.8569489 -23.2140414)
1446671002,-23.2230937,-45.8560897,3,0.0056179775280898875,0.03963755275011804,0.0037031571698603765,23.28202484212523,,,POINT (-45.8560897 -23.2230937)
1446671007,-23.208997,-45.8575321,3,0.0056179775280898875,0.06710421769955562,0.1565056516928966,23.61697632931161,,,POINT (-45.8575321 -23.208997)
1446671010,-23.2000514,-45.8639063,3,0.0056179775280898875,0.04256250202660543,0.007560021406280656,21.08320144994523,,,POINT (-45.8639063 -23.2000514)
1446671013,-23.2192006,-45.854189,3,0.0056179775280898875,0.044890763146169695,0.034322715742282746,26.149067939852465,,,POINT (-45.854189 -23.2192006)
1446671015,-23.203508,-45.8612975,3,0.00749063670411985,0.055116299512449334,0.08119188441302615,23.653234017619038,,,POINT (-45.8612975 -23.203508)
1446671018,-23.2055917,-45.8605262,4,0.009363295880149813,0.06163209871667446,0.14675591699955856,29.295489350471097,,,POINT (-45.8605262 -23.2055917)
1446671019,-23.2003589,-45.8636959,3,0.0056179775280898875,0.04443946629608993,0.007563534838130618,24.91339177641407,,,POINT (-45.8636959 -23.2003589)
1446671022,-23.2107427,-45.8569899,3,0.00749063670411985,0.058144132037892836,0.058248305011620156,24.564625516295937,,,POINT (-45.8569899 -23.2107427)
1446671027,-23.1955056,-45.8656856,3,0.0056179775280898875,0.04037068016475951,0.009696165663553987,18.50292498649837,traffic_signals,,POINT (-45.8656856 -23.1955056)
