osmid,y,x,street_count,dc,cc,nbc,com,highway,geometry
1446670988,-23.2182371,-45.8540288,4,0.008583690987124463,0.052448681411193,0.0638858282858422,31.859903002806277,,POINT (-45.8540288 -23.2182371)
1446670989,-23.2140414,-45.8569489,4,0.008583690987124463,0.061879807452573425,0.01047754321226204,31.40365740556488,,POINT (-45.8569489 -23.2140414)
1446671007,-23.208997,-45.8575321,3,0.006437768240343348,0.07318011419778694,0.15550098550559133,23.61696920321435,,POINT (-45.8575321 -23.208997)
1446671010,-23.2000514,-45.8639063,3,0.006437768240343348,0.045024509462690314,0.00446621133108742,18.245491359604458,,POINT (-45.8639063 -23.2000514)
1446671013,-23.2192006,-45.854189,3,0.006437768240343348,0.04499354958388493,0.014730721306936175,25.812162592494527,,POINT (-45.854189 -23.2192006)
1446671015,-23.203508,-45.8612975,3,0.008583690987124463,0.059523630248726256,0.07432122189774987,23.650765950958466,,POINT (-45.8612975 -23.203508)
1446671018,-23.2055917,-45.8605262,4,0.01072961373390558,0.0671604596428077,0.13528655056839992,29.2951616014095,,POINT (-45.8605262 -23.2055917)
1446671019,-23.2003589,-45.8636959,3,0.006437768240343348,0.04712772247802743,0.00448005599396988,24.094451447822877,,POINT (-45.8636959 -23.2003589)
1446671022,-23.2107427,-45.8569899,3,0.008583690987124463,0.06133293181091973,0.06053271455767316,24.56454827747025,,POINT (-45.8569899 -23.2107427)
1446671028,-23.2098454,-45.8570945,3,0.006437768240343348,0.059523630248726256,0.08596112066169882,21.76126694164196,,POINT (-45.8570945 -23.2098454)
1446674039,-23.2220035,-45.8558943,3,0.006437768240343348,0.004291845493562232,0.004236466842032396,17.185656483073775,,POINT (-45.8558943 -23.2220035)
1446748353,-23.218797,-45.8540412,4,0.008583690987124463,0.04938908073797159,0.05545732891099978,32.43376654331906,,POINT (-45.8540412 -23.218797)
1446748354,-23.2185508,-45.8543345,3,0.006437768240343348,0.05177284217971612,0.05738112173331124,24.3475195768998,,POINT (-45.8543345 -23.2185508)
1446748371,-23.2182562,-45.8543399,3,0.006437768240343348,0.05460590543203964,0.0573949663961937,24.559530237584866,,POINT (-45.8543399 -23.2182562)
1446748375,-23.2223495,-45.8558256,3,0.004291845493562232,0.0,0.0,12.310341310509818,,POINT (-45.8558256 -23.2223495)
1446748386,-23.2223571,-45.8562105,3,0.002145922746781116,0.04523730379819712,0.0,6.399175863234097,,POINT (-45.8562105 -23.2223571)
1453950123,-23.1958164,-45.864265,4,0.004291845493562232,0.04080484051349208,0.0,6.174351634028864,,POINT (-45.864265 -23.1958164)
1453950293,-23.198817,-45.8639126,3,0.012875536480686695,0.048402656109473585,0.07959565892903842,17.806456907223343,,POINT (-45.8639126 -23.198817)
1453950300,-23.1973561,-45.8639127,4,0.012875536480686695,0.0425524279788135,0.03727444736720661,14.611430696136154,,POINT (-45.8639127 -23.1973561)
1453957518,-23.1983083,-45.8634198,3,0.012875536480686695,0.04437027363789098,0.06179796021966864,15.503584739880596,,POINT (-45.8634198 -23.1983083)
1453958821,-23.1971269,-45.8633836,3,0.012875536480686695,0.04087767378526984,0.029346070423185194,16.243251233799356,,POINT (-45.8633836 -23.1971269)
1453958828,-23.1979287,-45.8625623,3,0.012875536480686695,0.04251293250083057,0.016622825234205545,13.914945984816478,,POINT (-45.8625623 -23.1979287)
1453960044,-23.1960891,-45.863782,3,0.008583690987124463,0.03643869011646368,0.004241081729659883,7.605045410428103,,POINT (-45.863782 -23.1960891)
1453960046,-23.1955296,-45.8622353,1,0.004291845493562232,0.03514959210835304,0.0,4.231084528158887,turning_circle,POINT (-45.8622353 -23.1955296)
1453960056,-23.196516,-45.8636128,3,0.012875536480686695,0.03781969571166283,0.012686326087959757,11.64946929180699,,POINT (-45.8636128 -23.196516)
1453960060,-23.195913,-45.862102,1,0.004291845493562232,0.03643289331561792,0.0,5.502377498214433,turning_circle,POINT (-45.862102 -23.195913)
1453960064,-23.1969251,-45.863447,3,0.012875536480686695,0.03929601362079174,0.021057732244219852,13.670097126958556,,POINT (-45.863447 -23.1969251)
1453960077,-23.1962916,-45.8619327,1,0.004291845493562232,0.03780096845456371,0.0,5.986638011435792,turning_circle,POINT (-45.8619327 -23.1962916)
1453960082,-23.1973073,-45.8631433,3,0.012875536480686695,0.03929601362079174,0.0044533665605242505,14.151900550200272,,POINT (-45.8631433 -23.1973073)
1453960083,-23.1967154,-45.861713,1,0.004291845493562232,0.03780096845456371,0.0,6.082261588334719,turning_circle,POINT (-45.861713 -23.1967154)
1453960087,-23.1976844,-45.8628366,3,0.012875536480686695,0.04084122467801592,0.00846370390880982,13.634412241407588,,POINT (-45.8628366 -23.1976844)
1453960093,-23.1970962,-45.8615041,1,0.004291845493562232,0.03922870287461018,0.0,5.967809928584465,turning_circle,POINT (-45.8615041 -23.1970962)
1453961350,-23.1985889,-45.8640501,3,0.008583690987124463,0.046303511399509556,0.06564216161336471,12.260565335540887,,POINT (-45.8640501 -23.1985889)
1453969481,-23.2000549,-45.863017,3,0.012875536480686695,0.05058916884956356,0.08368895437634186,22.005995948210057,,POINT (-45.863017 -23.2000549)
1453969483,-23.2005558,-45.8624817,4,0.017167381974248927,0.05223931737727515,0.056925274502382925,28.641676272000375,,POINT (-45.8624817 -23.2005558)
1453969491,-23.2015007,-45.8613897,3,0.012875536480686695,0.0545019436891895,0.044248307046930266,22.985320381381722,,POINT (-45.8613897 -23.2015007)
1453969497,-23.2020445,-45.8610896,3,0.01072961373390558,0.05281761240359185,0.007914553013232671,21.589047439118367,,POINT (-45.8610896 -23.2020445)
1453969499,-23.2029493,-45.8606957,4,0.017167381974248927,0.05805251391178055,0.09793655655952394,31.70737638989122,mini_roundabout,POINT (-45.8606957 -23.2029493)
1453969511,-23.1994463,-45.8614324,3,0.012875536480686695,0.05092099330338505,0.04674626372701148,21.30699410220805,,POINT (-45.8614324 -23.1994463)
1453969527,-23.2005985,-45.8633634,3,0.006437768240343348,0.04531404182468822,0.02128152133066989,24.748695483610923,traffic_signals,POINT (-45.8633634 -23.2005985)
1453969529,-23.2006684,-45.863259,3,0.006437768240343348,0.047449946624256556,0.021295365993552345,21.96972101925051,,POINT (-45.863259 -23.2006684)
1453969532,-23.2002814,-45.8617754,3,0.012875536480686695,0.04987850754262752,0.0032894332515582664,22.57697264781741,,POINT (-45.8617754 -23.2002814)
1453969533,-23.1999856,-45.861014,3,0.012875536480686695,0.04857719108749056,0.0021012209815566376,20.913225207604135,,POINT (-45.861014 -23.1999856)
1453969534,-23.1998786,-45.8607385,3,0.012875536480686695,0.04638792128458057,0.0003942652329749104,20.428861030176733,,POINT (-45.8607385 -23.1998786)
1453969535,-23.1994979,-45.8597444,3,0.012875536480686695,0.05050549506714616,0.0029888672457334697,20.92611981773943,,POINT (-45.8597444 -23.1994979)
1453969544,-23.1993769,-45.8594474,3,0.012875536480686695,0.05314239874277161,0.055927002617339426,23.045341715731972,,POINT (-45.8594474 -23.1993769)
1453969558,-23.2008418,-45.8603998,3,0.012875536480686695,0.052781094118915475,0.01320258306265434,22.984783211216318,,POINT (-45.8603998 -23.2008418)
1453969560,-23.2012966,-45.8606107,3,0.012875536480686695,0.050466541952836994,0.005234771734689472,21.0470312193398,,POINT (-45.8606107 -23.2012966)
1453969565,-23.2008329,-45.8611533,3,0.012875536480686695,0.04846924177396281,0.002671488149768651,20.854229648668717,,POINT (-45.8611533 -23.2008329)
1453969576,-23.2020581,-45.8619612,3,0.008583690987124463,0.056990709812610243,0.06711521200122808,22.4303921192747,,POINT (-45.8619612 -23.2020581)
1453969591,-23.2012756,-45.8593589,3,0.012875536480686695,0.05319177038252799,0.015455024996945668,19.04472530666585,,POINT (-45.8593589 -23.2012756)
1453969592,-23.2016957,-45.8587385,3,0.012875536480686695,0.05537165555657018,0.025540986184406582,20.338720285033528,,POINT (-45.8587385 -23.2016957)
1453977234,-23.1999246,-45.8587521,1,0.004291845493562232,0.050488793514544585,0.0,7.065191245813048,,POINT (-45.8587521 -23.1999246)
1453977242,-23.204063,-45.859968,3,0.012875536480686695,0.06065876503296895,0.1308368418332225,25.979624188917295,,POINT (-45.859968 -23.204063)
1453977246,-23.2043934,-45.8595671,4,0.017167381974248927,0.06322947746603376,0.14862654022123403,31.244181735096234,,POINT (-45.8595671 -23.2043934)
1453977252,-23.2060502,-45.8586613,3,0.012875536480686695,0.06562096486589519,0.09488107217139967,26.132962551003835,,POINT (-45.8586613 -23.2060502)
1453977291,-23.202825,-45.8583367,4,0.017167381974248927,0.05521146754628116,0.028164934844740145,29.952882115202478,,POINT (-45.8583367 -23.202825)
1453977294,-23.2018654,-45.8575353,3,0.008583690987124463,0.04684814715801867,0.0031385447965777287,21.138411268157476,,POINT (-45.8575353 -23.2018654)
1453977295,-23.2014554,-45.8572117,3,0.012875536480686695,0.04887785025759775,0.00648297340304404,23.898788843770767,,POINT (-45.8572117 -23.2014554)
1453977296,-23.2006962,-45.856577,3,0.012875536480686695,0.0469682459766149,0.007757974175061835,25.39434464482066,,POINT (-45.856577 -23.2006962)
1453977301,-23.2036041,-45.8596371,3,0.012875536480686695,0.05778883860256731,0.042622595441541844,22.088984507692157,,POINT (-45.8596371 -23.2036041)
1453977303,-23.2025477,-45.8587901,3,0.012875536480686695,0.05531815637245755,0.028616443045892417,23.626157132733393,,POINT (-45.8587901 -23.2025477)
1453977304,-23.2018751,-45.8582457,3,0.012875536480686695,0.05303164695657618,0.02611105398271407,23.637785564188224,,POINT (-45.8582457 -23.2018751)
1453977306,-23.2013042,-45.8578124,4,0.017167381974248927,0.05083621917468907,0.022947446131950506,30.647821558430824,,POINT (-45.8578124 -23.2013042)
1453977308,-23.200408,-45.8571012,4,0.017167381974248927,0.048685622317596565,0.012623100601815542,27.702413168859145,,POINT (-45.8571012 -23.200408)
1453977314,-23.2015216,-45.8585927,3,0.012875536480686695,0.05062271604376089,0.007686257932055113,21.626283717583345,,POINT (-45.8585927 -23.2015216)
1453977323,-23.2045148,-45.8521257,3,0.012875536480686695,0.05011864916992543,0.00473860548050959,21.950807331386947,,POINT (-45.8521257 -23.2045148)
1453977329,-23.2000149,-45.8567843,1,0.004291845493562232,0.04641142311925712,0.0,9.288362724737752,,POINT (-45.8567843 -23.2000149)
1453977330,-23.2052802,-45.8570057,3,0.012875536480686695,0.05859464433464866,0.005188430984694731,23.53875397228493,,POINT (-45.8570057 -23.2052802)
1453977331,-23.2022029,-45.8571401,3,0.008583690987124463,0.048280208154732634,0.005294373265950819,20.74972422192347,,POINT (-45.8571401 -23.2022029)
1453977333,-23.2064313,-45.8522207,3,0.012875536480686695,0.05360261378162066,0.0029457821920077223,25.774758067197766,,POINT (-45.8522207 -23.2064313)
1453979232,-23.2032541,-45.8580947,3,0.012875536480686695,0.052793261268320485,0.009166114459765564,23.92074227412417,,POINT (-45.8580947 -23.2032541)
1453979234,-23.2025939,-45.8566703,3,0.012875536480686695,0.05063950633100592,0.008093660198102282,21.97795314076169,,POINT (-45.8566703 -23.2025939)
1453979238,-23.2037534,-45.8578272,3,0.012875536480686695,0.05403897295468953,0.005218868036428289,25.502635200086456,,POINT (-45.8578272 -23.2037534)
1453979239,-23.2029973,-45.8562027,3,0.012875536480686695,0.05180211883781368,0.005377668429414741,25.225212291889996,,POINT (-45.8562027 -23.2029973)
1453979243,-23.2033994,-45.8557231,4,0.017167381974248927,0.05409641369599014,0.015527043231160793,36.20112786860345,,POINT (-45.8557231 -23.2033994)
1453979249,-23.204768,-45.858645,3,0.012875536480686695,0.06197190295818543,0.02538164574937633,27.31310682577397,,POINT (-45.858645 -23.204768)
1453979250,-23.2023909,-45.8546211,4,0.017167381974248927,0.04943705717905542,0.012557433284683386,29.698094523080865,,POINT (-45.8546211 -23.2023909)
1453979257,-23.2047751,-45.8572779,3,0.012875536480686695,0.055864658466148125,0.0012529966438074012,25.47818758160559,,POINT (-45.8572779 -23.2047751)
