u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,bridge,junction
1434769669,3179970425,0,772037054,True,3,SP-060;BR-116,Rodovia Presidente Dutra,motorway,100,False,403.206,"LINESTRING (-45.8715213 -23.1952891, -45.8705307 -23.1948043, -45.8694731 -23.1942867, -45.8680391 -23.193585)",0.0013350410280901315,0.9973243797961462,,
1437646822,1439300025,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,50,True,107.445,"LINESTRING (-45.872785 -23.1875174, -45.8733768 -23.188316)",3.6179973660979173e-06,0.9981431815647402,,
1437650655,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,,True,88.196,"LINESTRING (-45.8721561 -23.1914838, -45.8729236 -23.1918463)",0.00045628976782104906,0.9994994028323698,,
1437650655,1437650678,0,130572198,False,,,Praça Platina,residential,,False,106.46,"LINESTRING (-45.8721561 -23.1914838, -45.8721114 -23.1913847, -45.8719446 -23.1910147, -45.8718456 -23.1907813, -45.8718063 -23.1906886, -45.8717669 -23.1905958)",0.00136639700526298,0.9998899100269782,,
1437650655,1437650656,0,665146346,False,,,Rua Turmalina,tertiary,,False,101.022,"LINESTRING (-45.8721561 -23.1914838, -45.8717181 -23.1912602, -45.8715262 -23.1911621, -45.8714074 -23.1911015, -45.8713624 -23.1910785, -45.8712921 -23.1910426)",0.00903082292556091,0.999449501200704,,
1437650656,2061117167,0,973344609,True,,,Rua Ceci,secondary,,False,127.722,"LINESTRING (-45.8712921 -23.1910426, -45.8704132 -23.1918591)",0.01572873099948383,0.998897376276825,,
1437650656,1437650655,0,665146346,False,,,Rua Turmalina,tertiary,,True,101.022,"LINESTRING (-45.8712921 -23.1910426, -45.8713624 -23.1910785, -45.8714074 -23.1911015, -45.8715262 -23.1911621, -45.8717181 -23.1912602, -45.8721561 -23.1914838)",0.002792008567417763,,,
1437650673,1437650675,0,448345146,True,,,Rua Ceci,secondary,,False,63.273,"LINESTRING (-45.8731551 -23.189311, -45.8727173 -23.1897133)",0.0013332320294070828,0.9981052552924641,,
1437650675,2061117160,0,130572200,False,,,Rua Granada,residential,,True,125.421,"LINESTRING (-45.8727173 -23.1897133, -45.8727525 -23.1897893, -45.8731977 -23.1907512)",0.000666013015142525,0.9999529922160597,,
1437650675,1437650677,0,448345146,True,,,Rua Ceci,secondary,,False,70.21000000000001,"LINESTRING (-45.8727173 -23.1897133, -45.8726397 -23.1897869, -45.8722338 -23.1901618)",0.0020131140344529833,0.9997387767936006,,
1437650677,1437681463,0,448345146,True,,,Rua Ceci,secondary,,False,31.383,"LINESTRING (-45.8722338 -23.1901618, -45.8720165 -23.1903612)",0.003981153851719998,0.9994183898203525,,
1437650677,1437650697,0,130572199,False,,,Rua Jacinto,residential,,True,100.369,"LINESTRING (-45.8722338 -23.1901618, -45.8722671 -23.1902286, -45.8722871 -23.1902686, -45.8726433 -23.1909822)",0.001120825434039084,0.9998489786889386,,
1437650678,1437650655,0,130572198,False,,,Praça Platina,residential,,True,106.46000000000001,"LINESTRING (-45.8717669 -23.1905958, -45.8718063 -23.1906886, -45.8718456 -23.1907813, -45.8719446 -23.1910147, -45.8721114 -23.1913847, -45.8721561 -23.1914838)",0.002391044009319961,,,
1437650678,1437681462,0,973344609,True,,,Rua Ceci,secondary,,False,56.778,"LINESTRING (-45.8717669 -23.1905958, -45.8714205 -23.190931, -45.8713843 -23.190966)",0.002352753537195425,0.9999190507830824,,
1437650697,1437650677,0,130572199,False,,,Rua Jacinto,residential,,False,100.369,"LINESTRING (-45.8726433 -23.1909822, -45.8722871 -23.1902686, -45.8722671 -23.1902286, -45.8722338 -23.1901618)",0.003078011259207804,,,
1437650697,1437658996,0,130572199,False,,,Rua Jacinto,residential,,True,103.11500000000001,"LINESTRING (-45.8726433 -23.1909822, -45.8729357 -23.1916256, -45.8729625 -23.19176, -45.8729236 -23.1918463)",0.0043673750705509485,0.9993840628396763,,
1437650697,2061117160,0,130572203,False,,,Rua Cristal,residential,,True,62.221,"LINESTRING (-45.8726433 -23.1909822, -45.8727148 -23.1909524, -45.873122 -23.1907799, -45.8731977 -23.1907512)",0.002633902082519284,0.9997946508514935,,
1437658976,1437658984,0,129005031,True,2,,Avenida Deputado Benedito Matarazzo,secondary,,False,27.033,"LINESTRING (-45.8728885 -23.1954235, -45.8731253 -23.1955318)",4.015977076368688e-05,0.9999339634059213,,
1437658976,1437659007,0,218648967,False,,,Avenida Deputado Benedito Matarazzo,secondary,,True,116.523,"LINESTRING (-45.8728885 -23.1954235, -45.8718961 -23.1949077)",0.0008443199853350511,0.9992094964437799,,
