u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,ref,bridge,junction
1454006744,1453987252,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,137.737,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",0.08416081994511326,,,,
1454006745,3179135102,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,31.796,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",0.05990767957937956,0.9986886931063165,,,
1454006745,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,231.332,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",0.021319826416993103,0.9965151234751716,,,
1454006760,1454006745,0,132119120,True,,,residential,,False,25.201,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",0.0214065725897073,,,,
1454006760,3179135102,0,312091243,True,,Avenida dos Tangarás,residential,,False,21.444000000000003,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",0.02625911929569092,0.9998269761395381,,,
1454006763,1454006760,0,132119120,True,,,residential,,False,21.712000000000003,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",0.022944734637838114,,,,
1454006767,1454008414,0,132119122,False,,Avenida dos Tangarás,residential,,True,276.564,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",0.0028195381882770982,0.9994370737516185,,,
1454006767,1454006760,0,312091243,True,,Avenida dos Tangarás,residential,,False,41.783,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",0.02472095724756012,,,,
1454006785,1454008413,0,132119124,False,,Avenida das Curruiras,residential,,True,30.524,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",0.005032606877367089,0.9989072429759317,,,
1454006785,3179135121,0,312091250,True,,Avenida das Curruiras,residential,,False,25.063000000000002,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",0.004324176294726917,0.9998230667442007,,,
1454006787,1454017538,0,312091253,False,,Avenida das Curruiras,residential,,False,50.748,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",0.002853185036133527,0.9993757036354413,,,
1454006787,3179135150,0,312091246,True,,Avenida das Curruiras,residential,,False,12.549,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",0.0027791179151747535,0.9998559182457911,,,
1454006788,8863783287,0,132119310,False,,Rua dos Jaburus,residential,,False,63.778,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",0.007882226154872694,0.9995215077846791,,,
1454006788,1454017543,0,132119310,False,,Rua dos Jaburus,residential,,True,88.24,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",0.004087769312035306,0.9996455037440826,,,
1454006788,1454012796,0,312091253,False,,Avenida das Curruiras,residential,,True,117.292,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",0.0009293974056555444,0.9999043108650322,,,
1454008396,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,228.822,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",0.02905714658285157,0.9997799118633136,,,
1454008396,11294568358,0,1218915307,True,,,residential,,False,45.101,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",0.010833304087247283,0.9993085087225027,,,
1454008398,1454008399,0,132119311,True,,,residential,,False,12.510000000000002,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",0.0012043022738937549,0.9999339021912863,,,roundabout
1454008399,11294568358,0,132119122,False,,Avenida dos Tangarás,residential,,False,8.869,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",0.0009239745521301099,0.9997778925777877,,,
1454008399,1454008400,0,132119311,True,,,residential,,False,12.184000000000001,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",0.002003401391728949,0.9998905250533762,,,roundabout
1454008400,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,True,20.775,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",0.0015078945171812328,0.9996933323265976,,,
1454008400,1454008401,0,132119311,True,,,residential,,False,14.744,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",0.002356115077607089,0.9998951150590745,,,roundabout
1454008401,1454185783,0,132119313,True,,,residential,,False,20.096,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",0.0018437437110616515,0.9998969845871613,,,
1454008401,1454008398,0,132119311,True,,,residential,,False,7.677,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",0.0005123713665454349,,,,roundabout
1454008402,5327748879,0,1218915306,False,,Avenida Lívio Veneziani,residential,,False,9.858,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",0.021985392522372367,0.9944855858641526,,,
1454008402,1454011088,0,132119314,False,,Rua Poncãs,residential,,False,311.805,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",0.03193820073226814,0.9992100319305309,,,
1454008402,1454185783,0,330090732,False,,,residential,,True,22.421,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",0.0014474996945689613,0.9995175252570442,,,
1454008402,1454008396,0,1218915305,True,,Avenida Lívio Veneziani,residential,,False,95.411,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",0.038630181395264696,,,,
1454008412,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,34.599,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",0.059767897422190644,0.9967120788656678,,,
1454008412,7812477973,0,132119314,False,,Rua Poncãs,residential,,True,219.612,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",0.003442143572537429,0.9990393935482544,,,
1454008412,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,249.132,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",0.020171786517824832,0.9974885027762346,,,
1454008413,1454006785,0,132119124,False,,Avenida das Curruiras,residential,,False,30.524,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",0.00500146241890467,,,,
1454008413,1454012726,0,132119316,False,,Rua dos Macucos,residential,,False,61.342,"LINESTRING (-45.8529603 -23.2112141, -45.8528867 -23.2106666)",0.008052314126088905,0.999487046824551,,,
1454008413,1454006738,0,132119124,False,,Avenida das Curruiras,residential,,True,175.616,"LINESTRING (-45.8529603 -23.2112141, -45.85329 -23.211228, -45.8534963 -23.2112534, -45.8537304 -23.2113223, -45.8540623 -23.2114275, -45.8543184 -23.2115667, -45.8544694 -23.2116828, -45.8545376 -23.2117353)",0.0008260838808095049,,,,
1454008414,1454012664,0,132119316,False,,Rua dos Macucos,residential,,True,59.249,"LINESTRING (-45.8527484 -23.2096016, -45.8528205 -23.2101303)",0.002312795299633983,0.9998134910987102,,,
1454008414,1454006767,0,132119122,False,,Avenida dos Tangarás,residential,,False,276.56399999999996,"LINESTRING (-45.8527484 -23.2096016, -45.8529647 -23.2095822, -45.8531945 -23.2095783, -45.8535197 -23.2095962, -45.8538695 -23.2096482, -45.8542751 -23.2097534, -45.8544955 -23.2098159, -45.8547691 -23.2099286, -45.8550601 -23.2100839, -45.8553087 -23.210222)",0.023573971761058354,,,,
1454008414,1454012811,0,132119122,False,,Avenida dos Tangarás,residential,,True,270.861,"LINESTRING (-45.8527484 -23.2096016, -45.8524344 -23.2096519, -45.8518983 -23.2097838, -45.851216 -23.210002, -45.850216 -23.2103089)",0.002582743616491411,0.9997093894256176,,,
1454011088,1454011089,0,132119446,False,,Rua Goiabeiras,residential,,False,288.787,"LINESTRING (-45.8486362 -23.2081667, -45.8506892 -23.2099513)",0.030598722068743207,0.9997151011502541,,,
1454011088,8982529158,0,132119314,False,,Rua Poncãs,residential,,False,210.89299999999997,"LINESTRING (-45.8486362 -23.2081667, -45.8487909 -23.2079545, -45.8489834 -23.2076904, -45.849102 -23.2075277, -45.8491967 -23.2074096, -45.8493318 -23.2072869, -45.8494941 -23.2071922, -45.8497747 -23.2071055, -45.8500566 -23.2070915, -45.8501601 -23.2071148)",0.005253073847369058,0.9983406354205682,,,
1454011088,1454008402,0,132119314,False,,Rua Poncãs,residential,,True,311.805,"LINESTRING (-45.8486362 -23.2081667, -45.8474855 -23.2097555, -45.8474533 -23.2098343, -45.8474413 -23.2099095, -45.8474346 -23.2099884, -45.8474359 -23.2100673, -45.8476122 -23.2106214)",0.021233971050613306,,,,
1454011089,1454011088,0,132119446,False,,Rua Goiabeiras,residential,,True,288.787,"LINESTRING (-45.8506892 -23.2099513, -45.8486362 -23.2081667)",0.019637460226393746,,,,
1454011089,1454008396,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,228.822,"LINESTRING (-45.8506892 -23.2099513, -45.8502067 -23.2101114, -45.8496387 -23.2102664, -45.8485276 -23.2104728)",0.0012602692748341063,,,,
1454011089,1454008412,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,249.132,"LINESTRING (-45.8506892 -23.2099513, -45.8511287 -23.2098219, -45.8519997 -23.2094966, -45.8523953 -23.2093931, -45.8528271 -23.2093278, -45.8530138 -23.2093152)",0.05892992566819176,,,,
1454011096,2061117199,0,132119546,False,,Rua Tuiras,residential,,False,105.171,"LINESTRING (-45.8481896 -23.2112869, -45.8491996 -23.2111054)",0.007452602382688731,0.9992592048984886,,,
1454011096,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,False,28.685,"LINESTRING (-45.8481896 -23.2112869, -45.8481239 -23.2110361)",0.03641602693877672,0.998394986475254,,,
1454011096,1454012747,0,"[312091244, 132119310]",False,,Rua dos Jaburus,residential,,True,85.254,"LINESTRING (-45.8481896 -23.2112869, -45.8482124 -23.2114256, -45.8482452 -23.2115051, -45.8482788 -23.211547, -45.8487518 -23.2117717)",0.006276633328311947,0.9993396576725004,,,
1454012659,2061117199,0,132119546,False,,Rua Tuiras,residential,,True,124.789,"LINESTRING (-45.8503877 -23.2108463, -45.8491996 -23.2111054)",0.024982524088754926,0.999624674501739,,,
1454012659,1454012811,0,312091245,False,,Rua das Jacutingas,residential,,False,62.279,"LINESTRING (-45.8503877 -23.2108463, -45.850216 -23.2103089)",0.004754540046797266,0.9999399509586586,,,
1454012659,1454012743,0,312091245,False,,Rua das Jacutingas,residential,,True,60.836,"LINESTRING (-45.8503877 -23.2108463, -45.8505721 -23.2113665)",0.00745478913720596,0.9998897151058435,,,
1454012659,1454012664,0,132119546,False,,Rua Tuiras,residential,,False,261.47999999999996,"LINESTRING (-45.8503877 -23.2108463, -45.8514249 -23.2105138, -45.8521431 -23.210272, -45.852521 -23.21018, -45.8528205 -23.2101303)",0.011413772267036725,0.9996100553389449,,,
1454012664,1454008414,0,132119316,False,,Rua dos Macucos,residential,,False,59.249,"LINESTRING (-45.8528205 -23.2101303, -45.8527484 -23.2096016)",0.01585991991288706,,,,
1454012664,1454012726,0,132119316,False,,Rua dos Macucos,residential,,True,60.016,"LINESTRING (-45.8528205 -23.2101303, -45.8528867 -23.2106666)",0.01022711632730088,0.9997281273129125,,,
1454012664,1454012686,0,132119546,False,,Rua Tuiras,residential,,False,274.278,"LINESTRING (-45.8528205 -23.2101303, -45.8532191 -23.2101227, -45.8535121 -23.2101397, -45.8537967 -23.2101809, -45.8541123 -23.2102757, -45.854345 -23.210348, -45.8546852 -23.2104996, -45.8549924 -23.2106806, -45.8552934 -23.210898)",0.007217953819966867,0.9990290368396847,,,
1454012664,1454012659,0,132119546,False,,Rua Tuiras,residential,,True,261.48,"LINESTRING (-45.8528205 -23.2101303, -45.852521 -23.21018, -45.8521431 -23.210272, -45.8514249 -23.2105138, -45.8503877 -23.2108463)",0.02661513285226962,,,,
1454012686,1454045031,0,132121717,False,,Travessa Sarah Suzan Sacilotti de Oliveira,residential,,False,36.584,"LINESTRING (-45.8552934 -23.210898, -45.85539 -23.2112148)",0.006774878392983243,0.9994896446572429,,,
1454012686,3179135092,0,312091239,False,,Avenida das Sairas,residential,,False,35.155,"LINESTRING (-45.8552934 -23.210898, -45.855078 -23.2111445)",0.007232183668857013,0.9997670613441384,,,
1454012686,1454006737,0,312091239,False,,Avenida das Sairas,residential,,True,39.501,"LINESTRING (-45.8552934 -23.210898, -45.8555415 -23.2106256)",0.002018666631269414,,,,
1454012686,1454012664,0,132119546,False,,Rua Tuiras,residential,,True,274.278,"LINESTRING (-45.8552934 -23.210898, -45.8549924 -23.2106806, -45.8546852 -23.2104996, -45.854345 -23.210348, -45.8541123 -23.2102757, -45.8537967 -23.2101809, -45.8535121 -23.2101397, -45.8532191 -23.2101227, -45.8528205 -23.2101303)",0.0339949829304876,,,,
1454012689,3179135092,0,312091239,False,,Avenida das Sairas,residential,,True,23.679,"LINESTRING (-45.8549289 -23.2113075, -45.855078 -23.2111445)",0.0019727582578420956,0.9993175696392311,,,
1454012689,1454012726,0,132119547,False,,Rua dos Mutuns,residential,,False,226.24300000000002,"LINESTRING (-45.8549289 -23.2113075, -45.8547369 -23.2111754, -45.8545437 -23.2110558, -45.8543023 -23.2109227, -45.8541079 -23.210845, -45.8539188 -23.210781, -45.8536814 -23.2107169, -45.8534105 -23.210675, -45.8530982 -23.2106677, -45.8528867 -23.2106666)",0.0033494633828992926,0.9998848492471404,,,
1454012689,1454006738,0,312091239,False,,Avenida das Sairas,residential,,False,62.147,"LINESTRING (-45.8549289 -23.2113075, -45.8545944 -23.2116764, -45.8545376 -23.2117353)",0.008033519361863282,,,,
1454012726,1454012664,0,132119316,False,,Rua dos Macucos,residential,,False,60.016,"LINESTRING (-45.8528867 -23.2106666, -45.8528205 -23.2101303)",0.01219857241526633,,,,
1454012726,1454008413,0,132119316,False,,Rua dos Macucos,residential,,True,61.342,"LINESTRING (-45.8528867 -23.2106666, -45.8529603 -23.2112141)",0.006301065176074957,,,,
