osmid,y,x,street_count,dc,cc,nbc,com,ref,highway,geometry
1434365021,-23.1869712,-45.8784604,3,0.0015432098765432098,0.023524594161735093,0.0007567090900424233,6.656876787871998,,,POINT (-45.8784604 -23.1869712)
1434769556,-23.1963241,-45.8745623,3,0.0023148148148148147,0.036899693748602434,0.02761230559510985,19.778835628324,,,POINT (-45.8745623 -23.1963241)
1434769669,-23.1952891,-45.8715213,3,0.0015432098765432098,0.0007716049382716049,0.0005079682857460634,10.560880152601275,,,POINT (-45.8715213 -23.1952891)
1434769703,-23.1967287,-45.8739872,3,0.0015432098765432098,0.0,0.0,10.639335965710305,147,motorway_junction,POINT (-45.8739872 -23.1967287)
1434786526,-23.1980119,-45.8770966,3,0.0023148148148148147,0.03494566002971044,0.007476913065537404,20.38275927479613,,,POINT (-45.8770966 -23.1980119)
1434786538,-23.1976086,-45.8765156,3,0.0023148148148148147,0.0355708724298744,0.027614688930826504,20.199564415139257,,,POINT (-45.8765156 -23.1976086)
1434786543,-23.1927313,-45.8754474,4,0.0030864197530864196,0.031318556757347314,0.021780094705742794,45.37630312479172,,,POINT (-45.8754474 -23.1927313)
1434786546,-23.1891115,-45.8738027,3,0.0023148148148148147,0.029651192601931498,0.002756213541289486,24.592254944050005,,,POINT (-45.8738027 -23.1891115)
1434786547,-23.1886102,-45.8736854,3,0.0023148148148148147,0.033605060358476525,0.01925006530405625,26.75137543663201,,,POINT (-45.8736854 -23.1886102)
1434786551,-23.1926116,-45.8755552,5,0.0038580246913580245,0.030437373627057042,0.028831030081516034,49.03762869824639,,traffic_signals,POINT (-45.8755552 -23.1926116)
1434786552,-23.1933201,-45.8756332,3,0.0038580246913580245,0.032762422825219836,0.03015413413561563,23.46183242178249,,,POINT (-45.8756332 -23.1933201)
1434833247,-23.198452,-45.8776672,3,0.0023148148148148147,0.033746054209319885,0.007479296401254073,20.890410289462515,,,POINT (-45.8776672 -23.198452)
1434833255,-23.1983907,-45.8791968,3,0.0015432098765432098,0.03010301892612065,0.0008627650591936305,15.733161539383369,,,POINT (-45.8791968 -23.1983907)
1434833258,-23.1990588,-45.8784114,3,0.0023148148148148147,0.030782132202282257,0.0015134181800848467,16.773687220584936,,,POINT (-45.8784114 -23.1990588)
1434833269,-23.1994371,-45.878878,3,0.0015432098765432098,0.029890943936270585,0.0007573049239715906,8.771621219448868,,,POINT (-45.878878 -23.1994371)
1434833274,-23.1998207,-45.8792915,3,0.0007716049382716049,0.029051833580258406,0.0,4.453321350430268,,traffic_signals,POINT (-45.8792915 -23.1998207)
1434870721,-23.1961302,-45.8787782,3,0.0007716049382716049,0.0,0.0,6.519282472703564,,,POINT (-45.8787782 -23.1961302)
1434870722,-23.1960146,-45.8764127,3,0.0038580246913580245,0.03348695341190858,0.029923203349129283,21.466836560096446,,traffic_signals,POINT (-45.8764127 -23.1960146)
1434874889,-23.1960734,-45.8778059,3,0.0023148148148148147,0.030094973510692607,0.002618988035654702,16.64914605274462,,,POINT (-45.8778059 -23.1960734)
1434874897,-23.1964168,-45.8772352,3,0.0030864197530864196,0.03204949595717983,0.0007784570284570284,26.342030270320357,,,POINT (-45.8772352 -23.1964168)
1434874903,-23.1960347,-45.8771321,3,0.0030864197530864196,0.031039942858115184,0.004117808284474951,20.815243502169153,,,POINT (-45.8771321 -23.1960347)
1434874912,-23.1983989,-45.8778672,3,0.0030864197530864196,0.032675132419359675,0.004046884185773075,22.95453056624637,,,POINT (-45.8778672 -23.1983989)
1434875366,-23.1972824,-45.8774668,4,0.005401234567901234,0.033126040857752635,0.0152952638733062,32.054630669509045,,,POINT (-45.8774668 -23.1972824)
1434875367,-23.1974576,-45.8768433,3,0.0030864197530864196,0.03511506831527715,0.0204592668349282,20.834333455139,,,POINT (-45.8768433 -23.1974576)
1434877823,-23.1965729,-45.8783005,3,0.0030864197530864196,0.03104383257526532,0.0018753872920539586,21.24157387952209,,,POINT (-45.8783005 -23.1965729)
1434877835,-23.1984342,-45.8784804,3,0.0030864197530864196,0.03090595637888833,0.0016621722706378784,22.267390629035393,,,POINT (-45.8784804 -23.1984342)
1434877844,-23.1976049,-45.8775918,3,0.004629629629629629,0.032056961095087516,0.00752545287928886,22.06835501777744,,,POINT (-45.8775918 -23.1976049)
1434891758,-23.1928552,-45.8791652,4,0.0023148148148148147,0.0246502202979778,0.0030143238476571807,19.970883681848004,,,POINT (-45.8791652 -23.1928552)
1437624917,-23.1904357,-45.878994,3,0.0015432098765432098,0.023976015635342927,0.0,8.58539341141671,,,POINT (-45.878994 -23.1904357)
1437624924,-23.1926114,-45.8785205,3,0.0023148148148148147,0.023471262193793915,0.003021473854807188,22.55723846460638,,,POINT (-45.8785205 -23.1926114)
1437624926,-23.1918875,-45.8774842,3,0.0038580246913580245,0.026654807827697146,0.010899723419564689,23.35353266294406,,,POINT (-45.8774842 -23.1918875)
1437624927,-23.1913914,-45.8767407,3,0.0023148148148148147,0.027141925667304022,0.02475666592888364,21.111291147203627,,,POINT (-45.8767407 -23.1913914)
1437624931,-23.1925141,-45.8785743,4,0.0030864197530864196,0.025286290083762097,0.004117927451260784,28.092660816104043,,,POINT (-45.8785743 -23.1925141)
1437627792,-23.1913187,-45.8768029,3,0.0023148148148148147,0.027250003734530556,0.0157959672251816,20.517145740614026,,traffic_signals,POINT (-45.8768029 -23.1913187)
1437627795,-23.1906404,-45.8774431,3,0.0023148148148148147,0.025854740747956215,0.01991622282260576,22.815666932166764,,,POINT (-45.8774431 -23.1906404)
1437627798,-23.1898646,-45.8780717,3,0.0030864197530864196,0.02398530110671714,0.005712359184581407,21.153495229465538,,,POINT (-45.8780717 -23.1898646)
1437627821,-23.1902317,-45.8786393,4,0.004629629629629629,0.024578318115586282,0.003760605843939177,24.318660681734467,,,POINT (-45.8786393 -23.1902317)
1437627874,-23.1914684,-45.879314,3,0.0030864197530864196,0.024595774717648008,0.0007567090900424233,9.96066590428514,,,POINT (-45.879314 -23.1914684)
1437627891,-23.1911229,-45.8787332,1,0.0015432098765432098,0.02399401567321415,0.0,4.6812856596390855,,,POINT (-45.8787332 -23.1911229)
1437629482,-23.1885305,-45.8792063,3,0.0015432098765432098,0.0007716049382716049,8.937508937508937e-07,10.519343117673213,,,POINT (-45.8792063 -23.1885305)
1437630818,-23.188613,-45.8788401,3,0.0023148148148148147,0.0015432098765432098,0.0015190786024119355,19.124724576645036,,,POINT (-45.8788401 -23.188613)
1437630820,-23.1897885,-45.879124,3,0.0023148148148148147,0.02398530110671714,0.0007495590828924161,14.614436685633343,,,POINT (-45.879124 -23.1897885)
