osmid,y,x,highway,street_count,dc,cc,nbc,com,geometry
3179135096,-23.2104304,-45.8556307,,4,0.007766990291262136,0.06730798725091797,0.009705578013148293,35.61742654787566,POINT (-45.8556307 -23.2104304)
3179135102,-23.209979,-45.8558133,,3,0.005825242718446602,0.06643488835969143,0.17381786665116464,24.180028439065126,POINT (-45.8558133 -23.209979)
3179135113,-23.2116926,-45.849041,,3,0.011650485436893204,0.06387390626872827,0.0010208116339354297,22.37208814768748,POINT (-45.849041 -23.2116926)
3179135115,-23.2116847,-45.8520066,,3,0.007766990291262136,0.055638216609367394,0.008788454440299855,20.81038728124679,POINT (-45.8520066 -23.2116847)
3179135118,-23.2113226,-45.8524109,,3,0.005825242718446602,0.049958721840690216,0.008150096663941998,20.31385387880083,POINT (-45.8524109 -23.2113226)
3179135121,-23.211374,-45.8524543,,3,0.005825242718446602,0.057564835145454706,0.008227854430585721,20.40530747111976,POINT (-45.8524543 -23.211374)
3179135123,-23.2114268,-45.8523221,,3,0.005825242718446602,0.05433834186702015,0.007205478024676388,20.21656944068886,POINT (-45.8523221 -23.2114268)
3179135131,-23.2113627,-45.8523108,,3,0.005825242718446602,0.05258567392254356,0.008146318944928739,20.147147011392057,POINT (-45.8523108 -23.2113627)
3179135137,-23.2114432,-45.852053,,3,0.005825242718446602,0.05211007892714954,0.004500774432397718,20.134719670032883,POINT (-45.852053 -23.2114432)
3179135142,-23.211551,-45.8519945,,3,0.005825242718446602,0.05278274702906153,0.002968643623888986,20.280503771093098,POINT (-45.8519945 -23.211551)
3179135143,-23.2115411,-45.8519745,,3,0.005825242718446602,0.05014152175248863,0.002972421342902246,20.327122253533542,POINT (-45.8519745 -23.2115411)
3179135146,-23.2115097,-45.8520793,,3,0.005825242718446602,0.0525911283021642,0.003567488950171886,20.13910561819039,POINT (-45.8520793 -23.2115097)
