osmid,y,x,street_count,dc,cc,nbc,com,highway,geometry
1454006735,-23.2103783,-45.8558198,4,0.028846153846153848,0.0,0.0,25.388455821322474,,POINT (-45.8558198 -23.2103783)
1454006737,-23.2106256,-45.8555415,3,0.038461538461538464,0.12187528719786785,0.03303927059995021,26.993901193586836,,POINT (-45.8555415 -23.2106256)
1454006738,-23.2117353,-45.8545376,3,0.057692307692307696,0.12547308165389348,0.0744878907500267,22.056676877323785,,POINT (-45.8545376 -23.2117353)
1454006745,-23.2099582,-45.855503,3,0.038461538461538464,0.13387088633151625,0.08264750688901178,19.59158045210066,,POINT (-45.855503 -23.2099582)
1454006760,-23.2101163,-45.8556745,4,0.038461538461538464,0.11631655117972108,0.0813032201078318,27.372816644620787,,POINT (-45.8556745 -23.2101163)
1454006763,-23.2103103,-45.8556773,3,0.028846153846153848,0.10000942684766215,0.009032037945872897,25.699329153503538,,POINT (-45.8556773 -23.2103103)
1454006767,-23.210222,-45.8553087,3,0.038461538461538464,0.12751201923076924,0.07766996353161405,25.99785468604078,,POINT (-45.8553087 -23.210222)
1454006785,-23.2112599,-45.8526658,3,0.038461538461538464,0.12305140577155053,0.07092159147797686,21.037844231881365,,POINT (-45.8526658 -23.2112599)
1454006787,-23.2115503,-45.8518511,3,0.038461538461538464,0.12043638180001817,0.059842119854255776,21.078034742195136,,POINT (-45.8518511 -23.2115503)
1454006788,-23.2121613,-45.8496187,3,0.057692307692307696,0.14469448990725586,0.11312789100783867,26.61506270740996,,POINT (-45.8496187 -23.2121613)
1454008398,-23.210729,-45.848026,3,0.028846153846153848,0.12624952399086062,0.11442022161308946,20.974909775649444,,POINT (-45.848026 -23.210729)
1454008399,-23.2107629,-45.8481288,3,0.038461538461538464,0.14635525880145678,0.13845012577042073,21.286000818390153,,POINT (-45.8481288 -23.2107629)
1454008400,-23.2108527,-45.8480851,3,0.038461538461538464,0.14347343935951531,0.050482220718871186,20.686924176375854,,POINT (-45.8480851 -23.2108527)
1454008401,-23.2107849,-45.8479871,3,0.028846153846153848,0.12578250972209049,0.03605706927915663,20.880892379187614,,POINT (-45.8479871 -23.2107849)
1454008402,-23.2106263,-45.847635,4,0.07692307692307693,0.1291260954235638,0.22410211821619588,28.44603157286616,,POINT (-45.847635 -23.2106263)
1454008412,-23.2093152,-45.8530138,3,0.057692307692307696,0.12703563559727946,0.13929159096028035,18.075675519443802,,POINT (-45.8530138 -23.2093152)
1454008413,-23.2112141,-45.8529603,3,0.057692307692307696,0.13565108428805236,0.11739728407017432,24.553661299344178,,POINT (-45.8529603 -23.2112141)
1454008414,-23.2096016,-45.8527484,3,0.057692307692307696,0.14490002185314685,0.10305482626244386,27.060255293194622,,POINT (-45.8527484 -23.2096016)
1454011088,-23.2081667,-45.8486362,3,0.057692307692307696,0.12129561876886491,0.11213986256461984,22.526950042308552,,POINT (-45.8486362 -23.2081667)
1454011089,-23.2099513,-45.8506892,3,0.057692307692307696,0.12609346771893126,0.12021257127446455,22.427678554127215,,POINT (-45.8506892 -23.2099513)
1454011096,-23.2112869,-45.8481896,3,0.057692307692307696,0.1611526309393608,0.2794729335057941,23.907537254225513,,POINT (-45.8481896 -23.2112869)
1454012659,-23.2108463,-45.8503877,4,0.07692307692307693,0.16533162947263436,0.23413838308815918,40.08776864269526,,POINT (-45.8503877 -23.2108463)
1454012664,-23.2101303,-45.8528205,4,0.07692307692307693,0.15456002331002333,0.21790109007248648,39.45887386931868,,POINT (-45.8528205 -23.2101303)
1454012686,-23.210898,-45.8552934,4,0.07692307692307693,0.1384119611731552,0.11780690991856038,33.543923870072625,,POINT (-45.8552934 -23.210898)
1454012689,-23.2113075,-45.8549289,3,0.057692307692307696,0.13583171156406842,0.06534771862441761,25.287213415217835,,POINT (-45.8549289 -23.2113075)
1454012726,-23.2106666,-45.8528867,4,0.07692307692307693,0.14957421610647417,0.20184946888643682,37.36863987473136,,POINT (-45.8528867 -23.2106666)
1454012743,-23.2113665,-45.8505721,4,0.07692307692307693,0.15963946069579873,0.2393059159536008,40.298441833157455,,POINT (-45.8505721 -23.2113665)
1454012745,-23.2116363,-45.8493341,3,0.057692307692307696,0.15963946069579873,0.07246017042040198,28.381058460595433,,POINT (-45.8493341 -23.2116363)
1454012747,-23.2117717,-45.8487518,3,0.057692307692307696,0.15225315729047073,0.12127051699027047,21.599857943497422,,POINT (-45.8487518 -23.2117717)
1454012796,-23.2118831,-45.8507258,4,0.07692307692307693,0.1467764250138351,0.1753954954057643,35.826591308859214,,POINT (-45.8507258 -23.2118831)
1454012811,-23.2103089,-45.850216,3,0.057692307692307696,0.15432619574071918,0.08750859183551495,26.925890346008774,,POINT (-45.850216 -23.2103089)
1454012823,-23.2105823,-45.8490845,3,0.057692307692307696,0.15432619574071918,0.1430168777886291,24.923881332923592,,POINT (-45.8490845 -23.2105823)
1454017530,-23.2120341,-45.8535937,3,0.057692307692307696,0.10570944599442009,0.01886202389843167,20.15321685839114,,POINT (-45.8535937 -23.2120341)
1454017531,-23.2136079,-45.8527623,3,0.057692307692307696,0.10737854251012147,0.014719362352857491,20.15540858025337,,POINT (-45.8527623 -23.2136079)
1454017532,-23.2118068,-45.8530963,3,0.057692307692307696,0.1009996191926885,0.010848092037412434,20.103384779449463,,POINT (-45.8530963 -23.2118068)
1454017533,-23.2133955,-45.8522986,3,0.057692307692307696,0.10494816397594176,0.015436070806216434,20.120403815790905,,POINT (-45.8522986 -23.2133955)
