u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,bridge,junction
1434769669,3179970425,0,772037054,True,3,SP-060;BR-116,Rodovia Presidente Dutra,motorway,100,False,403.206,"LINESTRING (-45.8715213 -23.1952891, -45.8705307 -23.1948043, -45.8694731 -23.1942867, -45.8680391 -23.193585)",0.0016727343030366944,0.9991124854644762,,
1434769703,1434769669,0,153736887,True,1,,Rodovia Pres Dutrabr 116,motorway,,False,298.988,"LINESTRING (-45.8739872 -23.1967287, -45.8732972 -23.1962774, -45.871933 -23.1955648, -45.8715213 -23.1952891)",0.0005930225776789274,,,
1434769703,1437661738,0,"[130573510, 772037055]",True,"['2', '1']",,,motorway_link,60,False,715.847,"LINESTRING (-45.8739872 -23.1967287, -45.870291 -23.1948369, -45.8697536 -23.194589, -45.8695373 -23.1945587, -45.8690354 -23.1945817, -45.8686307 -23.194576, -45.8681324 -23.1945507, -45.8679285 -23.1945761, -45.8676265 -23.1947219)",0.0004890858440725304,0.999253889541879,,
1434786546,1437646813,0,130571658,True,,,,secondary_link,,False,30.985,"LINESTRING (-45.8738027 -23.1891115, -45.8737252 -23.1890512, -45.8736641 -23.1890156, -45.8736086 -23.1889851, -45.8735531 -23.1889547)",0.002106496405354859,0.999963914906164,,
1434786546,1437650668,0,448345142,True,,,Avenida Santos Dumont,secondary,,False,32.705999999999996,"LINESTRING (-45.8738027 -23.1891115, -45.8737059 -23.1889094, -45.8736688 -23.1888445)",0.0006294305747139961,0.9997312897394739,,
1434786547,2905769448,0,130571663,True,3,,Avenida Santos Dumont,secondary,50,False,99.864,"LINESTRING (-45.8736854 -23.1886102, -45.873755 -23.1886854, -45.8738029 -23.1887501, -45.8738356 -23.1888, -45.8738726 -23.1888772, -45.874129 -23.1894055)",0.0043752591427975674,0.9996655669208141,,
1434786547,1437650668,0,130572197,True,,,,secondary_link,,False,26.683999999999997,"LINESTRING (-45.8736854 -23.1886102, -45.8736989 -23.1887259, -45.8736972 -23.1887786, -45.8736688 -23.1888445)",0.010750274505604162,0.9999371621641844,,
1437646736,2905769453,0,130571663,True,3,,Avenida Santos Dumont,secondary,50,False,31.795,"LINESTRING (-45.8746809 -23.1905705, -45.8748017 -23.190834)",0.004596054798066345,0.9997208940686165,,
1437646736,2061117155,0,772736755,False,1,,Rua Castro Alves,residential,,True,83.352,"LINESTRING (-45.8746809 -23.1905705, -45.8747789 -23.1905317, -45.875374 -23.1902959, -45.8754298 -23.1902738)",0.0015592449625178916,0.9995674050274935,,
1437646789,1439285800,0,130652724,True,,,Avenida Pedro Álvares Cabral,secondary,50,False,48.128,"LINESTRING (-45.8745953 -23.188523, -45.8750656 -23.1885441)",0.0074921670227500676,0.9991153145854267,,
1437646813,1437650673,0,448345146,True,,,Rua Ceci,secondary,,False,56.792,"LINESTRING (-45.8735531 -23.1889547, -45.873417 -23.1890712, -45.8731551 -23.189311)",0.01275700842357163,0.999660059293029,,
1437646822,2311497721,0,130758295,False,,,Rua Marechal Rondon,residential,,False,35.205,"LINESTRING (-45.872785 -23.1875174, -45.8726903 -23.187213)",0.00457892366968896,0.999801160186434,,
1437646822,2311497722,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,50,False,37.511,"LINESTRING (-45.872785 -23.1875174, -45.8725347 -23.1872707)",0.0056134007933747185,0.9998207988020964,,
1437646822,1439300025,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,50,True,107.445,"LINESTRING (-45.872785 -23.1875174, -45.8733768 -23.188316)",0.0004965411088610871,0.9991608841299779,,
1437650652,1437658993,0,665146346,False,,,Rua Turmalina,tertiary,,False,75.141,"LINESTRING (-45.8747648 -23.1926963, -45.8741053 -23.1923977)",0.0015382219193685479,0.9997363541444416,,
1437650652,2061117165,0,130572201,False,,,Rua Sardônica,residential,,False,137.174,"LINESTRING (-45.8747648 -23.1926963, -45.8747197 -23.1926022, -45.8742234 -23.1915675)",0.0008658803533048876,0.9993969941038114,,
1437650652,2061127777,0,665146346,False,,,Rua Turmalina,tertiary,,True,55.653999999999996,"LINESTRING (-45.8747648 -23.1926963, -45.8752117 -23.1929157, -45.8752451 -23.1929321)",0.0015999860078581968,0.9996939196621936,,
1437650653,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,,False,114.78,"LINESTRING (-45.8739269 -23.19231, -45.8729236 -23.1918463)",0.007237871669339332,0.9992868906944481,,
1437650653,1437658993,0,665146346,False,,,Rua Turmalina,tertiary,,True,20.678,"LINESTRING (-45.8739269 -23.19231, -45.8741053 -23.1923977)",0.0021578112773309307,0.9997306510337142,,
1437650653,1437650703,0,130572200,False,,,Rua Granada,residential,,False,64.319,"LINESTRING (-45.8739269 -23.19231, -45.873869 -23.1921892, -45.8736731 -23.1917807)",0.003700868722552833,0.9996579083599358,,
1437650655,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,,True,88.196,"LINESTRING (-45.8721561 -23.1914838, -45.8729236 -23.1918463)",0.007393839540368766,0.9989732987132126,,
1437650655,1437650678,0,130572198,False,,,Praça Platina,residential,,False,106.46,"LINESTRING (-45.8721561 -23.1914838, -45.8721114 -23.1913847, -45.8719446 -23.1910147, -45.8718456 -23.1907813, -45.8718063 -23.1906886, -45.8717669 -23.1905958)",0.0010705243891819514,0.9998869002655426,,
1437650655,1437650656,0,665146346,False,,,Rua Turmalina,tertiary,,False,101.022,"LINESTRING (-45.8721561 -23.1914838, -45.8717181 -23.1912602, -45.8715262 -23.1911621, -45.8714074 -23.1911015, -45.8713624 -23.1910785, -45.8712921 -23.1910426)",0.02846131979591418,0.9990618217238539,,
1437650656,2061117167,0,973344609,True,,,Rua Ceci,secondary,,False,127.722,"LINESTRING (-45.8712921 -23.1910426, -45.8704132 -23.1918591)",0.03554780321573972,0.9986760782773981,,
1437650656,1437650655,0,665146346,False,,,Rua Turmalina,tertiary,,True,101.022,"LINESTRING (-45.8712921 -23.1910426, -45.8713624 -23.1910785, -45.8714074 -23.1911015, -45.8715262 -23.1911621, -45.8717181 -23.1912602, -45.8721561 -23.1914838)",0.009061980175317553,,,
1437650668,1437646813,0,320807040,True,,,Rua Ceci,secondary,,False,17.217,"LINESTRING (-45.8736688 -23.1888445, -45.8736081 -23.1889184, -45.8735531 -23.1889547)",0.010640925232642012,,,
1437650668,8234497506,0,320807041,True,,,Avenida Santos Dumont,secondary,,False,44.736,"LINESTRING (-45.8736688 -23.1888445, -45.8734942 -23.1885178, -45.8734758 -23.1884834)",0.0007483666332509089,0.9991646122879297,,
