u,v,key,osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,ebc,maxspeed,bridge,junction
1446674033,1446674020,0,"[132234536, 448343875]",True,2,,Rua Doutora Tânia Lis Tizzoni Nogueira,unclassified,False,10.091999999999999,"LINESTRING (-45.8604317 -23.2238122, -45.8604285 -23.2237897, -45.8604322 -23.2237673, -45.8604425 -23.2237467, -45.8604587 -23.2237295)",3.5694908478254665e-06,60,,roundabout
1446674039,7808956271,0,312071892,True,,,Avenida Brigadeiro Faria Lima,tertiary,False,133.724,"LINESTRING (-45.8558943 -23.2220035, -45.8558271 -23.2218338, -45.8552864 -23.2209407)",0.007795173096509514,60,,
1446748353,3178886355,0,132120724,True,,,Estrada Municipal Glaudistom P de Oliveira,secondary,False,28.939999999999998,"LINESTRING (-45.8540412 -23.218797, -45.8539567 -23.2187587, -45.8538765 -23.2187224, -45.8537872 -23.2186819)",0.019308164256954842,,,
1446748353,1446670988,0,312071903,True,,,Avenida dos Astronautas,secondary,False,62.684,"LINESTRING (-45.8540412 -23.218797, -45.8540229 -23.2187171, -45.8540063 -23.2185718, -45.8540107 -23.218366, -45.8540161 -23.2183007, -45.8540288 -23.2182371)",0.026303897292934395,60,,
1446748354,1446748353,0,131460628,True,,,,secondary_link,False,47.318,"LINESTRING (-45.8543345 -23.2185508, -45.8542678 -23.2187313, -45.8542306 -23.218768, -45.8542011 -23.2187908, -45.8541568 -23.2188013, -45.8541069 -23.2188053, -45.8540774 -23.2188047, -45.8540412 -23.218797)",0.03124418665023168,60,,
1446748354,3178886345,0,312071893,True,,,Avenida Brigadeiro Faria Lima,tertiary,False,230.83599999999998,"LINESTRING (-45.8543345 -23.2185508, -45.8543412 -23.2187417, -45.8543199 -23.2189354, -45.8543278 -23.2190869, -45.854373 -23.219231, -45.8544372 -23.2193522, -45.8551065 -23.2204448)",0.02565482309603358,60,,
1446748371,1446748354,0,472739642,True,,,Avenida dos Astronautas,secondary,False,32.785,"LINESTRING (-45.8543399 -23.2182562, -45.8543426 -23.2184275, -45.8543345 -23.2185508)",0.056896630085699985,60,,
1446748375,1446674039,0,312071891,True,,,,tertiary_link,False,39.298,"LINESTRING (-45.8558256 -23.2223495, -45.8558619 -23.2222359, -45.8558868 -23.2221294, -45.8558943 -23.2220035)",0.0018730903223964134,,,
1446748375,3178886311,0,877791480,True,,,,residential,False,18.209,"LINESTRING (-45.8558256 -23.2223495, -45.8558707 -23.2223141, -45.8559236 -23.2222891, -45.8559812 -23.2222758)",2.2011860228257042e-05,,,circular
1446748386,1446674020,0,312071889,True,2,,Rua Doutora Tânia Lis Tizzoni Nogueira,unclassified,False,460.52500000000003,"LINESTRING (-45.8562105 -23.2223571, -45.8567545 -23.2225915, -45.8569069 -23.2226352, -45.8601819 -23.2236463, -45.8604088 -23.2237109, -45.8604587 -23.2237295)",0.0030078909544342595,60,,
1446748386,1446674017,0,448352067,True,,,,unclassified,False,45.724,"LINESTRING (-45.8562105 -23.2223571, -45.8562501 -23.2224152, -45.85627 -23.2224812, -45.8562685 -23.2225498, -45.8562457 -23.222615, -45.8562034 -23.2226715, -45.8561454 -23.2227145)",0.0007537574840324776,,,circular
1453950122,1454899416,0,885743517,False,,,Rua Teodomiro Costa,residential,False,48.334,"LINESTRING (-45.8642372 -23.1948681, -45.8642615 -23.1953022)",0.00045696990114663376,,,
1453950122,1453960044,0,132112940,False,,,Rua José Martins Xavier,residential,False,143.519,"LINESTRING (-45.8642372 -23.1948681, -45.8638344 -23.1959486, -45.863782 -23.1960891)",0.003530515407282283,,,
1453950122,1453950288,0,"[132214761, 448342029]",False,,,"['Rua Marginal B', 'Rua Teodomiro Costa']",residential,True,357.74800000000005,"LINESTRING (-45.8642372 -23.1948681, -45.8643063 -23.194418, -45.8643224 -23.1943135, -45.8643377 -23.1942138, -45.8647648 -23.1923585, -45.8654099 -23.1926486)",0.001251592389528225,,,
1453950123,1454899412,0,132110340,False,,,Praça Benedito Ugolino da Silva Guerra,residential,True,45.647,"LINESTRING (-45.864265 -23.1958164, -45.8644229 -23.1954324)",0.00023304100903047197,,,
1453950123,1453957511,0,132112831,False,,,Praça Benedito Ugolino Silva Guerra,residential,True,69.515,"LINESTRING (-45.864265 -23.1958164, -45.8649342 -23.1959281)",0.0006278167815476134,,,
1453950123,1453950300,0,885743516,False,,,Rua Teodomiro Costa,residential,False,174.952,"LINESTRING (-45.864265 -23.1958164, -45.8639127 -23.1973561)",0.003325045882122081,,,
1453950123,1454899416,0,448342045,True,,,Rua Teodomiro Costa,residential,False,57.18,"LINESTRING (-45.864265 -23.1958164, -45.864261 -23.1955947, -45.8642615 -23.1953022)",0.0008184120117106495,,,
1453950288,1453950289,0,132110338,False,,,Rua Raul Franco Martins,residential,False,198.368,"LINESTRING (-45.8654099 -23.1926486, -45.8649731 -23.1943868)",0.009258016547630771,,,
1453950288,1453950122,0,"[132214761, 448342029]",False,,,"['Rua Marginal B', 'Rua Teodomiro Costa']",residential,False,357.74800000000005,"LINESTRING (-45.8654099 -23.1926486, -45.8647648 -23.1923585, -45.8643377 -23.1942138, -45.8643224 -23.1943135, -45.8643063 -23.194418, -45.8642372 -23.1948681)",0.00420178082464985,,,
1453950289,1453957511,0,132110338,False,,,Rua Raul Franco Martins,residential,False,171.431,"LINESTRING (-45.8649731 -23.1943868, -45.8649342 -23.1959281)",0.008232948485561192,,,
1453950289,1453950288,0,132110338,False,,,Rua Raul Franco Martins,residential,True,198.368,"LINESTRING (-45.8649731 -23.1943868, -45.8654099 -23.1926486)",0.0004659517033157081,,,
1453950289,1454899412,0,132110340,False,,,Praça Benedito Ugolino da Silva Guerra,residential,False,129.151,"LINESTRING (-45.8649731 -23.1943868, -45.8644229 -23.1954324)",0.0017725227506881864,,,
1453950293,4453703042,0,132214755,False,,,Rua Raul Franco Martins,residential,False,85.06,"LINESTRING (-45.8639126 -23.198817, -45.8639296 -23.1995818)",0.0915080350056287,,,
1453950293,1453961350,0,132216058,False,,,Rua Raul Franco Martins,residential,True,28.997,"LINESTRING (-45.8639126 -23.198817, -45.8640501 -23.1985889)",0.0071062448374586045,,,
1453950293,1453969481,0,132113592,False,,,Rua Avião Brasília,residential,False,166.38,"LINESTRING (-45.8639126 -23.198817, -45.8637972 -23.199014, -45.8633106 -23.1995452, -45.8630825 -23.1999738, -45.863017 -23.2000549)",0.007198681430080811,,,
1453950300,1453958821,0,132112834,False,,,Rua Edésio José de Melo,residential,False,59.782,"LINESTRING (-45.8639127 -23.1973561, -45.8633836 -23.1971269)",0.003438513197144225,,,
1453950300,1453957515,0,132112834,False,,,Rua Edésio José de Melo,residential,True,131.326,"LINESTRING (-45.8639127 -23.1973561, -45.8648213 -23.196521)",0.003853050067605024,,,
1453950300,1453957518,0,132214760,False,,,Rua Teodomiro Costa,residential,False,117.254,"LINESTRING (-45.8639127 -23.1973561, -45.8634198 -23.1983083)",0.00518661326481724,,,
1453950300,1453950123,0,885743516,False,,,Rua Teodomiro Costa,residential,True,174.952,"LINESTRING (-45.8639127 -23.1973561, -45.864265 -23.1958164)",0.0009163019931281449,,,
1453955946,2307008909,0,"[772037040, 217483769, 955372085, 772038454]",True,3,SP-060;BR-116,Rodovia Presidente Dutra,motorway,False,905.492,"LINESTRING (-45.8653658 -23.1922356, -45.8643064 -23.1917068, -45.8638529 -23.1914758, -45.8636401 -23.1913702, -45.8575626 -23.1883802)",0.152449082133552,100,yes,
1453957511,1453957515,0,132110338,False,,,Rua Raul Franco Martins,residential,False,66.93,"LINESTRING (-45.8649342 -23.1959281, -45.8648213 -23.196521)",0.007903085037283762,,,
1453957511,1453950289,0,132110338,False,,,Rua Raul Franco Martins,residential,True,171.431,"LINESTRING (-45.8649342 -23.1959281, -45.8649731 -23.1943868)",0.0008319638009056585,,,
1453957511,1453950123,0,132112831,False,,,Praça Benedito Ugolino Silva Guerra,residential,False,69.515,"LINESTRING (-45.8649342 -23.1959281, -45.864265 -23.1958164)",0.0016982367357342451,,,
1453957515,1453957511,0,132110338,False,,,Rua Raul Franco Martins,residential,True,66.93,"LINESTRING (-45.8648213 -23.196521, -45.8649342 -23.1959281)",0.001570140646249333,,,
1453957515,1453950300,0,132112834,False,,,Rua Edésio José de Melo,residential,False,131.326,"LINESTRING (-45.8648213 -23.196521, -45.8639127 -23.1973561)",0.002671165207217088,,,
1453957515,1453961350,0,132216058,False,,,Rua Raul Franco Martins,residential,False,244.888,"LINESTRING (-45.8648213 -23.196521, -45.8645638 -23.1976239, -45.8640501 -23.1985889)",0.011008568987719564,,,
1453957518,1453958828,0,132113017,False,,,Rua Brasílio Cursino,residential,False,97.276,"LINESTRING (-45.8634198 -23.1983083, -45.8625623 -23.1979287)",0.0027457373480246792,,,
1453957518,1453961350,0,132113017,False,,,Rua Brasílio Cursino,residential,True,71.578,"LINESTRING (-45.8634198 -23.1983083, -45.8640501 -23.1985889)",0.008052911582691842,,,
1453957518,1453950300,0,132214760,False,,,Rua Teodomiro Costa,residential,True,117.254,"LINESTRING (-45.8634198 -23.1983083, -45.8639127 -23.1973561)",0.001657223002599798,,,
1453958821,1453950300,0,132112834,False,,,Rua Edésio José de Melo,residential,True,59.782,"LINESTRING (-45.8633836 -23.1971269, -45.8639127 -23.1973561)",0.005738664770190514,,,
1453958821,1453960064,0,132112940,False,,,Rua José Martins Xavier,residential,True,23.356,"LINESTRING (-45.8633836 -23.1971269, -45.863447 -23.1969251)",0.0014197536530056029,,,
1453958821,1453960082,0,132214757,False,,,Rua José Martins Xavier,residential,False,31.711,"LINESTRING (-45.8633836 -23.1971269, -45.8631433 -23.1973073)",0.001758960101931067,,,
1453958828,1453957518,0,132113017,False,,,Rua Brasílio Cursino,residential,True,97.276,"LINESTRING (-45.8625623 -23.1979287, -45.8634198 -23.1983083)",0.0034913643251259976,,,
1453958828,1453960087,0,132214757,False,,,Rua José Martins Xavier,residential,True,39.286,"LINESTRING (-45.8625623 -23.1979287, -45.8626554 -23.1978709, -45.8628366 -23.1976844)",0.0012568630543872599,,,
1453958828,1454889053,0,132214758,False,,,Rua das Cidreiras,residential,False,156.253,"LINESTRING (-45.8625623 -23.1979287, -45.8623617 -23.1979408, -45.8622149 -23.1979044, -45.8611533 -23.1974399)",0.0007537574840324776,,,
1453960044,1453960056,0,132112940,False,,,Rua José Martins Xavier,residential,False,50.521,"LINESTRING (-45.863782 -23.1960891, -45.8636128 -23.196516)",0.003235763284058495,,,
1453960044,1453950122,0,132112940,False,,,Rua José Martins Xavier,residential,True,143.519,"LINESTRING (-45.863782 -23.1960891, -45.8638344 -23.1959486, -45.8642372 -23.1948681)",0.000515672444482519,,,
1453960044,1453960046,0,132112966,False,,,Rua das Macieiras,residential,False,170.725,"LINESTRING (-45.863782 -23.1960891, -45.8623625 -23.1955328, -45.8622353 -23.1955296)",0.0007537574840324776,,,
1453960046,1453960044,0,132112966,False,,,Rua das Macieiras,residential,True,170.725,"LINESTRING (-45.8622353 -23.1955296, -45.8623625 -23.1955328, -45.863782 -23.1960891)",0.0007561371445976946,,,
1453960056,1453960064,0,132112940,False,,,Rua José Martins Xavier,residential,False,48.544,"LINESTRING (-45.8636128 -23.196516, -45.863447 -23.1969251)",0.0038365879157663623,,,
1453960056,1453960044,0,132112940,False,,,Rua José Martins Xavier,residential,True,50.521,"LINESTRING (-45.8636128 -23.196516, -45.863782 -23.1960891)",0.00021616100012827606,,,
1453960056,1453960060,0,132112967,False,,,Rua Zenaide Pereira de Faria,residential,False,168.343,"LINESTRING (-45.8636128 -23.196516, -45.862102 -23.195913)",0.0007537574840324776,,,
1453960060,1453960056,0,132112967,False,,,Rua Zenaide Pereira de Faria,residential,True,168.343,"LINESTRING (-45.862102 -23.195913, -45.8636128 -23.196516)",0.0007561371445976946,,,
1453960064,1453958821,0,132112940,False,,,Rua José Martins Xavier,residential,False,23.356,"LINESTRING (-45.863447 -23.1969251, -45.8633836 -23.1971269)",0.00444887457919669,,,
1453960064,1453960056,0,132112940,False,,,Rua José Martins Xavier,residential,True,48.544,"LINESTRING (-45.863447 -23.1969251, -45.8636128 -23.196516)",0.0008122263107057102,,,
1453960064,1453960077,0,132112968,False,,,Rua das Figueiras,residential,False,170.62599999999998,"LINESTRING (-45.863447 -23.1969251, -45.8620095 -23.196357, -45.8619327 -23.1962916)",0.0007537574840324776,,,
1453960077,1453960064,0,132112968,False,,,Rua das Figueiras,residential,True,170.62599999999998,"LINESTRING (-45.8619327 -23.1962916, -45.8620095 -23.196357, -45.863447 -23.1969251)",0.0007561371445976946,,,
1453960082,1453960083,0,132112971,False,,,Rua das Amoeiras,residential,False,160.318,"LINESTRING (-45.8631433 -23.1973073, -45.861713 -23.1967154)",0.0007537574840324776,,,
1453960082,1453958821,0,132214757,False,,,Rua José Martins Xavier,residential,True,31.711,"LINESTRING (-45.8631433 -23.1973073, -45.8633836 -23.1971269)",0.0010276110882210428,,,
1453960082,1453960087,0,132214757,False,,,Rua José Martins Xavier,residential,False,52.379999999999995,"LINESTRING (-45.8631433 -23.1973073, -45.8629179 -23.1975953, -45.8628366 -23.1976844)",0.0009589975419239533,,,
1453960083,1453960082,0,132112971,False,,,Rua das Amoeiras,residential,True,160.318,"LINESTRING (-45.861713 -23.1967154, -45.8631433 -23.1973073)",0.0007561371445976946,,,
1453960087,1453960093,0,132112974,False,,,Rua das Jaboticabeiras,residential,False,151.945,"LINESTRING (-45.8628366 -23.1976844, -45.8615634 -23.1971605, -45.8615041 -23.1970962)",0.0007537574840324776,,,
1453960087,1453958828,0,132214757,False,,,Rua José Martins Xavier,residential,False,39.286,"LINESTRING (-45.8628366 -23.1976844, -45.8626554 -23.1978709, -45.8625623 -23.1979287)",0.0019977307103581413,,,
1453960087,1453960082,0,132214757,False,,,Rua José Martins Xavier,residential,True,52.379999999999995,"LINESTRING (-45.8628366 -23.1976844, -45.8629179 -23.1975953, -45.8631433 -23.1973073)",0.00022288920708350278,,,
1453960093,1453960087,0,132112974,False,,,Rua das Jaboticabeiras,residential,True,151.945,"LINESTRING (-45.8615041 -23.1970962, -45.8615634 -23.1971605, -45.8628366 -23.1976844)",0.0007561371445976946,,,
1453961350,1453957518,0,132113017,False,,,Rua Brasílio Cursino,residential,False,71.578,"LINESTRING (-45.8640501 -23.1985889, -45.8634198 -23.1983083)",0.0037755146828078855,,,
1453961350,1453950293,0,132216058,False,,,Rua Raul Franco Martins,residential,False,28.997,"LINESTRING (-45.8640501 -23.1985889, -45.8639126 -23.198817)",0.01890323030989523,,,
1453961350,1453957515,0,132216058,False,,,Rua Raul Franco Martins,residential,True,244.888,"LINESTRING (-45.8640501 -23.1985889, -45.8645638 -23.1976239, -45.8648213 -23.196521)",0.003491360075732116,,,
1453962116,1446671027,0,132113217,True,3,,,secondary_link,False,118.826,"LINESTRING (-45.8665464 -23.1956396, -45.8662999 -23.1957774, -45.8661778 -23.1958292, -45.8660732 -23.1958563, -45.8659612 -23.1958569, -45.8658506 -23.1958304, -45.8657742 -23.1957682, -45.8657252 -23.1956893, -45.8656856 -23.1955056)",0.11624536857730389,,,
1453962116,1455087457,0,132144374,True,2,,Avenida dos Astronautas,secondary,False,628.1699999999998,"LINESTRING (-45.8665464 -23.1956396, -45.8660209 -23.1961757, -45.8657554 -23.1965011, -45.8655114 -23.1968685, -45.8647588 -23.1984606, -45.8644223 -23.199181, -45.8641033 -23.1998811, -45.8639665 -23.2001572, -45.8637787 -23.2004185, -45.8636349 -23.2005619)",0.1046551998882337,60,,
1453969481,1453969483,0,132113592,False,,,Rua Avião Brasília,residential,False,78.073,"LINESTRING (-45.863017 -23.2000549, -45.8624817 -23.2005558)",0.0032385055595669852,,,
1453969481,1453969511,0,132113596,False,,,Rua Avião Alvear,residential,False,175.522,"LINESTRING (-45.863017 -23.2000549, -45.8614324 -23.1994463)",0.005288845182456592,,,
1453969481,1453950293,0,132113592,False,,,Rua Avião Brasília,residential,True,166.38,"LINESTRING (-45.863017 -23.2000549, -45.8630825 -23.1999738, -45.8633106 -23.1995452, -45.8637972 -23.199014, -45.8639126 -23.198817)",0.08578827248366579,,,
1453969483,1453969481,0,132113592,False,,,Rua Avião Brasília,residential,True,78.073,"LINESTRING (-45.8624817 -23.2005558, -45.863017 -23.2000549)",0.04338722123967417,,,
1453969483,3160449707,0,310603473,False,,,Rua Avião Bandeirante,residential,True,32.651,"LINESTRING (-45.8624817 -23.2005558, -45.8627757 -23.2006707)",0.004057558757596586,,,
1453969483,1453969491,0,448342031,False,,,Rua Avião Paulistinha,residential,False,153.281,"LINESTRING (-45.8624817 -23.2005558, -45.8613897 -23.2015007)",0.0014725022127699962,,,
1453969483,1453969532,0,448342049,False,,,Rua Avião Bandeirante,residential,False,78.37,"LINESTRING (-45.8624817 -23.2005558, -45.8617754 -23.2002814)",0.0030172656126951384,,,
1453969491,1453969576,0,132113621,False,,,Rua Avião Aribu,residential,True,85.165,"LINESTRING (-45.8613897 -23.2015007, -45.8619612 -23.2020581)",0.0005265792220730913,,,
1453969491,1453969483,0,448342031,False,,,Rua Avião Paulistinha,residential,True,153.281,"LINESTRING (-45.8613897 -23.2015007, -45.8624817 -23.2005558)",0.04083496117840077,,,
1453969491,1453969497,0,448342031,False,,,Rua Avião Paulistinha,residential,False,68.03800000000001,"LINESTRING (-45.8613897 -23.2015007, -45.8612922 -23.2016283, -45.8610896 -23.2020445)",0.001109622004305967,,,
1453969497,8866552518,0,670342747,False,,,Rua Avião Paulistinha,residential,False,18.432,"LINESTRING (-45.8610896 -23.2020445, -45.8610226 -23.2021984)",0.0010687233911144411,,,
1453969497,1453969491,0,448342031,False,,,Rua Avião Paulistinha,residential,True,68.03800000000001,"LINESTRING (-45.8610896 -23.2020445, -45.8612922 -23.2016283, -45.8613897 -23.2015007)",0.001766100214313382,,,
1453969499,1446671015,0,132113622,False,,,Rua Avião Ipanema,residential,True,87.42,"LINESTRING (-45.8606957 -23.2029493, -45.8612975 -23.203508)",0.0008852169190621729,,,
1453969499,8866552518,0,670342747,False,,,Rua Avião Paulistinha,residential,True,89.932,"LINESTRING (-45.8606957 -23.2029493, -45.8610226 -23.2021984)",0.002059388302476324,,,
1453969499,2024367581,0,132113603,False,,,Rua Avião Muniz,residential,True,228.537,"LINESTRING (-45.8606957 -23.2029493, -45.8605713 -23.2028435, -45.8597549 -23.2010985)",0.028464287900615753,,,
1453969499,1453977242,0,"[132114025, 670342747]",False,,,"['Rua Avião Paulistinha', 'Rua Hidra']",residential,False,171.05,"LINESTRING (-45.8606957 -23.2029493, -45.8604379 -23.2039808, -45.8604104 -23.2040221, -45.8603715 -23.2040338, -45.8602287 -23.204006, -45.8601241 -23.2039962, -45.8600597 -23.2040029, -45.859968 -23.204063)",0.009369951925677853,,,
1453969511,1453969481,0,132113596,False,,,Rua Avião Alvear,residential,True,175.522,"LINESTRING (-45.8614324 -23.1994463, -45.863017 -23.2000549)",0.04372734089536863,,,
1453969511,1453969533,0,132113612,False,,,Rua Avião Uirapuru,residential,False,73.652,"LINESTRING (-45.8614324 -23.1994463, -45.861014 -23.1999856)",0.0003887893927845483,,,
1453969511,1453969544,0,"[132113603, 132113596]",False,,,"['Rua Avião Muniz', 'Rua Avião Alvear']",residential,False,249.85899999999998,"LINESTRING (-45.8614324 -23.1994463, -45.8598435 -23.198826, -45.8594474 -23.1993769)",0.005281681521588797,,,
1453969527,1446671019,0,310603470,True,,,,residential,False,43.181,"LINESTRING (-45.8633634 -23.2005985, -45.8636959 -23.2003589)",0.0024109141488724713,,,
1453969527,3160449708,0,310603474,True,,,,residential,False,6.951,"LINESTRING (-45.8633634 -23.2005985, -45.8634179 -23.2006359)",0.004238926192901178,,,
1453969529,1453969527,0,310603470,True,,,,residential,False,13.201,"LINESTRING (-45.863259 -23.2006684, -45.8633634 -23.2005985)",0.0066474606812084325,,,
1453969532,1453969565,0,132113608,False,,,Rua Aviao Regente,residential,False,88.335,"LINESTRING (-45.8617754 -23.2002814, -45.8611533 -23.2008329)",0.0014695011124309237,,,
1453969532,1453969533,0,448342049,False,,,Rua Avião Bandeirante,residential,False,84.483,"LINESTRING (-45.8617754 -23.2002814, -45.861014 -23.1999856)",0.0009287931493683091,,,
1453969532,1453969483,0,448342049,False,,,Rua Avião Bandeirante,residential,True,78.37,"LINESTRING (-45.8617754 -23.2002814, -45.8624817 -23.2005558)",0.002020528490534059,,,
1453969533,1453969511,0,132113612,False,,,Rua Avião Uirapuru,residential,True,73.652,"LINESTRING (-45.861014 -23.1999856, -45.8614324 -23.1994463)",0.0015093699374464818,,,
1453969533,1453969534,0,448342049,False,,,Rua Avião Bandeirante,residential,False,30.568,"LINESTRING (-45.861014 -23.1999856, -45.8607385 -23.1998786)",0.0005105636801209052,,,
1453969533,1453969532,0,448342049,False,,,Rua Avião Bandeirante,residential,True,84.483,"LINESTRING (-45.861014 -23.1999856, -45.8617754 -23.2002814)",0.00017279388557489816,,,
1453969534,1453969565,0,132113611,False,,,Praça Quatorze Bis,residential,True,114.269,"LINESTRING (-45.8607385 -23.1998786, -45.8611533 -23.2008329)",9.540384992817957e-05,,,
1453969534,8962304383,0,448342049,False,,,Rua Avião Bandeirante,residential,False,86.292,"LINESTRING (-45.8607385 -23.1998786, -45.8599591 -23.1995802)",0.00047207083048341045,,,
1453969534,1453969533,0,448342049,False,,,Rua Avião Bandeirante,residential,True,30.568,"LINESTRING (-45.8607385 -23.1998786, -45.861014 -23.1999856)",0.0008727653004242142,,,
1453969535,8962304382,0,132113607,False,,,Rua Avião Tangará,residential,False,25.358,"LINESTRING (-45.8597444 -23.1994979, -45.8598454 -23.1997062)",7.3769477521727e-05,,,
1453969535,1453969544,0,448342049,False,,,Rua Avião Bandeirante,residential,False,33.203,"LINESTRING (-45.8597444 -23.1994979, -45.8594474 -23.1993769)",0.001674594760803319,,,
1453969535,8962304383,0,448342049,False,,,Rua Avião Bandeirante,residential,True,23.775,"LINESTRING (-45.8597444 -23.1994979, -45.8599591 -23.1995802)",0.0002896158696375148,,,
1453969544,1453969535,0,448342049,False,,,Rua Avião Bandeirante,residential,True,33.203,"LINESTRING (-45.8594474 -23.1993769, -45.8597444 -23.1994979)",0.0011071284263131,,,
1453969544,2024367581,0,132113603,False,,,Rua Avião Muniz,residential,False,213.607,"LINESTRING (-45.8594474 -23.1993769, -45.8591732 -23.1997282, -45.8591491 -23.1997836, -45.8591612 -23.1998366, -45.8597549 -23.2010985)",0.005168863655595857,,,
1453969544,1453969511,0,"[132113603, 132113596]",False,,,"['Rua Avião Muniz', 'Rua Avião Alvear']",residential,True,249.85899999999998,"LINESTRING (-45.8594474 -23.1993769, -45.8598435 -23.198826, -45.8614324 -23.1994463)",0.042597217029274125,,,
1453969558,1453969560,0,132113607,False,,,Rua Avião Tangará,residential,False,54.973,"LINESTRING (-45.8603998 -23.2008418, -45.8606107 -23.2012966)",0.0004657909421118304,,,
1453969558,8962304382,0,132113607,False,,,Rua Avião Tangará,residential,True,138.403,"LINESTRING (-45.8603998 -23.2008418, -45.8598454 -23.1997062)",0.0008613788966926689,,,
1453969558,2024367581,0,132113623,False,,,Rua Avião Universal,residential,False,71.826,"LINESTRING (-45.8603998 -23.2008418, -45.8597549 -23.2010985)",0.0015543377315736602,,,
1453969560,1453969558,0,132113607,False,,,Rua Avião Tangará,residential,True,54.973,"LINESTRING (-45.8606107 -23.2012966, -45.8603998 -23.2008418)",0.0005926354504537063,,,
1453969560,1453969565,0,132113608,False,,,Rua Aviao Regente,residential,True,75.722,"LINESTRING (-45.8606107 -23.2012966, -45.8611533 -23.2008329)",0.0009490062471373448,,,
1453969560,8866552519,0,132113607,False,,,Rua Avião Tangará,residential,False,77.702,"LINESTRING (-45.8606107 -23.2012966, -45.8606773 -23.2014473, -45.8608773 -23.2019004, -45.8608966 -23.2019441)",0.00010373832776492763,,,
1453969565,1453969560,0,132113608,False,,,Rua Aviao Regente,residential,False,75.722,"LINESTRING (-45.8611533 -23.2008329, -45.8606107 -23.2012966)",0.0007566750379580558,,,
1453969565,1453969532,0,132113608,False,,,Rua Aviao Regente,residential,True,88.335,"LINESTRING (-45.8611533 -23.2008329, -45.8617754 -23.2002814)",0.0012263835934980258,,,
1453969565,1453969534,0,132113611,False,,,Praça Quatorze Bis,residential,False,114.269,"LINESTRING (-45.8611533 -23.2008329, -45.8607385 -23.1998786)",0.0005332322386055957,,,
1453969576,1453969491,0,132113621,False,,,Rua Avião Aribu,residential,False,85.165,"LINESTRING (-45.8619612 -23.2020581, -45.8613897 -23.2015007)",0.03923018031713109,,,
1453969576,3160449699,0,448342028,True,,,Avenida dos Astronautas,secondary,False,81.345,"LINESTRING (-45.8619612 -23.2020581, -45.86207 -23.2019417, -45.8625016 -23.2015212)",0.035972284142413366,60,,
1453969591,2024367581,0,448342026,False,,,Rua Avião Universal,residential,True,45.009,"LINESTRING (-45.8593589 -23.2012756, -45.8597549 -23.2010985)",0.016724443581858657,,,
1453969591,1453977234,0,132114021,False,,,Jardim da Granja,residential,False,162.844,"LINESTRING (-45.8593589 -23.2012756, -45.8590031 -23.2006038, -45.8587521 -23.1999246)",0.0007537574840324776,,,
1453969591,1453969592,0,448342026,False,,,Rua Avião Universal,residential,False,78.785,"LINESTRING (-45.8593589 -23.2012756, -45.859066 -23.2014859, -45.8587385 -23.2016957)",0.001653675298562714,,,
1453969592,8163558861,0,448346525,False,,,Rua Orlando Saes,residential,False,13.447,"LINESTRING (-45.8587385 -23.2016957, -45.8586582 -23.2015999)",0.003256900121808305,,,
1453969592,1453977301,0,132214751,False,,,Rua Orlando Saes,residential,True,251.71699999999998,"LINESTRING (-45.8587385 -23.2016957, -45.8591013 -23.2021353, -45.8593685 -23.2024817, -45.8597717 -23.2033184, -45.8598167 -23.2034297, -45.8598116 -23.2034751, -45.8597822 -23.2035123, -45.8596371 -23.2036041)",0.0012610369276485664,,,
1453969592,1453969591,0,448342026,False,,,Rua Avião Universal,residential,True,78.785,"LINESTRING (-45.8587385 -23.2016957, -45.859066 -23.2014859, -45.8593589 -23.2012756)",0.01586939880058911,,,
1453977234,1453969591,0,132114021,False,,,Jardim da Granja,residential,True,162.844,"LINESTRING (-45.8587521 -23.1999246, -45.8590031 -23.2006038, -45.8593589 -23.2012756)",0.0007561371445976946,,,
1453977242,1453977301,0,132114033,False,,,Rua Madre Maria Gema de Jesus,residential,False,61.217,"LINESTRING (-45.859968 -23.204063, -45.8596371 -23.2036041)",0.010103287154541184,,,
1453977242,1453977246,0,132114025,False,,,Rua Hidra,residential,False,59.193999999999996,"LINESTRING (-45.859968 -23.204063, -45.8599866 -23.2040972, -45.8599886 -23.2041096, -45.8599806 -23.2041225, -45.8595671 -23.2043934)",0.009219043192107755,,,
1453977242,1453969499,0,"[132114025, 670342747]",False,,,"['Rua Avião Paulistinha', 'Rua Hidra']",residential,True,171.05,"LINESTRING (-45.859968 -23.204063, -45.8600597 -23.2040029, -45.8601241 -23.2039962, -45.8602287 -23.204006, -45.8603715 -23.2040338, -45.8604104 -23.2040221, -45.8604379 -23.2039808, -45.8606957 -23.2029493)",0.027838787466564204,,,
1453977246,1453977252,0,132114025,False,,,Rua Hidra,residential,False,206.178,"LINESTRING (-45.8595671 -23.2043934, -45.8586613 -23.2060502)",0.010757881970099553,,,
1453977246,1453987117,0,310701931,False,,,Rua Orion,residential,False,74.563,"LINESTRING (-45.8595671 -23.2043934, -45.8591431 -23.2038477)",0.01018108605299521,,,
1453977246,1453987139,0,310701931,False,,,Rua Orion,residential,True,71.829,"LINESTRING (-45.8595671 -23.2043934, -45.8599962 -23.204905)",0.0052562923540796285,,,
