osmid,y,x,street_count,dc,cc,nbc,com,geometry
3179135146,-23.2115097,-45.8520793,3,0.046153846153846156,0.10551948051948051,0.07107371794871797,19.269988982329767,POINT (-45.8520793 -23.2115097)
3179135147,-23.2115268,-45.8520708,3,0.046153846153846156,0.09615384615384616,0.07107371794871796,17.29581649551894,POINT (-45.8520708 -23.2115268)
3179135150,-23.2114852,-45.8519499,3,0.046153846153846156,0.11711711711711711,0.10901442307692308,19.392213610117707,POINT (-45.8519499 -23.2114852)
3179135157,-23.2114355,-45.8524311,3,0.06153846153846154,0.10961214165261383,0.13004807692307693,17.036302518104254,POINT (-45.8524311 -23.2114355)
3179135172,-23.212476,-45.8477925,3,0.06153846153846154,0.12922465208747516,0.00997596153846154,11.126680484485272,POINT (-45.8477925 -23.212476)
3179135174,-23.2113307,-45.8479926,3,0.09230769230769231,0.1597051597051597,0.21109489468864465,21.610855503271406,POINT (-45.8479926 -23.2113307)
3179135178,-23.2124547,-45.8475721,3,0.06153846153846154,0.12014787430683918,0.0014423076923076924,10.499710729838355,POINT (-45.8475721 -23.2124547)
5327748855,-23.2118652,-45.8470656,3,0.06153846153846154,0.11992619926199262,0.03076923076923077,8.641057644842009,POINT (-45.8470656 -23.2118652)
5327748865,-23.2117292,-45.8478302,3,0.09230769230769231,0.13541666666666666,0.07992788461538462,16.08352453857195,POINT (-45.8478302 -23.2117292)
5327748873,-23.2115878,-45.8478917,4,0.12307692307692308,0.1536643026004728,0.2132182921245421,24.833380802099445,POINT (-45.8478917 -23.2115878)
5327748879,-23.2106547,-45.8475228,3,0.06153846153846154,0.14412416851441243,0.1335989010989011,16.904707807194313,POINT (-45.8475228 -23.2106547)
5355099049,-23.2125343,-45.8469062,3,0.03076923076923077,0.10726072607260725,0.0,4.432195233087083,POINT (-45.8469062 -23.2125343)
5355099062,-23.2088956,-45.853314,1,0.03076923076923077,0.09406657018813314,0.0,4.42522500156554,POINT (-45.853314 -23.2088956)
5355099068,-23.209345,-45.8533508,3,0.06153846153846154,0.10366826156299841,0.03076923076923077,8.594058630651178,POINT (-45.8533508 -23.209345)
7809899485,-23.2116053,-45.8479582,3,0.09230769230769231,0.1463963963963964,0.038341346153846156,19.50685574017156,POINT (-45.8479582 -23.2116053)
7812477972,-23.2075479,-45.851883,1,0.03076923076923077,0.09544787077826726,0.0,5.689308424427473,POINT (-45.851883 -23.2075479)
7812477973,-23.2079863,-45.8514247,3,0.09230769230769231,0.1053484602917342,0.0608173076923077,12.604365963595548,POINT (-45.8514247 -23.2079863)
8863783287,-23.2119048,-45.8490605,3,0.09230769230769231,0.1473922902494331,0.06257478632478633,20.655032688154606,POINT (-45.8490605 -23.2119048)
8982529158,-23.2071148,-45.8501601,3,0.09230769230769231,0.11565836298932385,0.16113782051282052,18.474405112708983,POINT (-45.8501601 -23.2071148)
8982529159,-23.2065458,-45.8502777,3,0.09230769230769231,0.10483870967741936,0.057692307692307696,14.703541217656014,POINT (-45.8502777 -23.2065458)
8982529165,-23.2065902,-45.8504413,3,0.09230769230769231,0.09672619047619048,0.032852564102564104,14.218628620413941,POINT (-45.8504413 -23.2065902)
8982529166,-23.2071328,-45.8502404,3,0.09230769230769231,0.10586319218241043,0.06185897435897436,15.967624640517949,POINT (-45.8502404 -23.2071328)
8982529168,-23.2074685,-45.8508306,3,0.09230769230769231,0.09759759759759759,0.009455128205128206,10.184116643030464,POINT (-45.8508306 -23.2074685)
8982529174,-23.2076701,-45.851062,3,0.09230769230769231,0.09745127436281859,0.008974358974358975,9.512905652642507,POINT (-45.851062 -23.2076701)
8982881549,-23.2066407,-45.8506626,1,0.03076923076923077,0.08831521739130435,0.0,6.078090297006145,POINT (-45.8506626 -23.2066407)
8982881550,-23.2064879,-45.8500631,1,0.03076923076923077,0.09502923976608187,0.0,6.173809310086099,POINT (-45.8500631 -23.2064879)
