osmid,y,x,street_count,dc,cc,nbc,com,geometry
1454006785,-23.2112599,-45.8526658,3,0.06153846153846154,0.1294820717131474,0.1905849358974359,17.8579545316331,POINT (-45.8526658 -23.2112599)
1454006787,-23.2115503,-45.8518511,3,0.06153846153846154,0.1279527559055118,0.1647035256410256,18.276408722845353,POINT (-45.8518511 -23.2115503)
1454006788,-23.2121613,-45.8496187,3,0.09230769230769231,0.14412416851441243,0.05515491452991453,20.593609876303148,POINT (-45.8496187 -23.2121613)
1454008398,-23.210729,-45.848026,3,0.046153846153846156,0.1371308016877637,0.14973958333333337,20.829973865413603,POINT (-45.848026 -23.210729)
1454008399,-23.2107629,-45.8481288,3,0.06153846153846154,0.16009852216748768,0.23447687728937733,21.040960760783403,POINT (-45.8481288 -23.2107629)
1454008400,-23.2108527,-45.8480851,3,0.06153846153846154,0.15258215962441316,0.14852850274725277,20.594997222529802,POINT (-45.8480851 -23.2108527)
1454008401,-23.2107849,-45.8479871,3,0.046153846153846156,0.13319672131147542,0.12894917582417587,20.756943577063208,POINT (-45.8479871 -23.2107849)
1454008402,-23.2106263,-45.847635,4,0.12307692307692308,0.13859275053304904,0.37138221153846157,26.654880693744655,POINT (-45.847635 -23.2106263)
1454008412,-23.2093152,-45.8530138,3,0.09230769230769231,0.11504424778761062,0.13814102564102565,15.812267731352193,POINT (-45.8530138 -23.2093152)
1454008413,-23.2112141,-45.8529603,3,0.06153846153846154,0.13859275053304904,0.2082532051282051,13.526334623648621,POINT (-45.8529603 -23.2112141)
1454008414,-23.2096016,-45.8527484,3,0.06153846153846154,0.14942528735632185,0.019025106837606828,14.476852580977251,POINT (-45.8527484 -23.2096016)
1454011088,-23.2081667,-45.8486362,3,0.09230769230769231,0.126953125,0.1828525641025641,21.8912388280355,POINT (-45.8486362 -23.2081667)
1454011089,-23.2099513,-45.8506892,3,0.09230769230769231,0.1267056530214425,0.15785256410256407,21.38487025882157,POINT (-45.8506892 -23.2099513)
1454011096,-23.2112869,-45.8481896,3,0.09230769230769231,0.16752577319587628,0.27940934065934075,23.503015326558224,POINT (-45.8481896 -23.2112869)
1454012659,-23.2108463,-45.8503877,4,0.12307692307692308,0.17105263157894737,0.25338503510378524,33.41179994017322,POINT (-45.8503877 -23.2108463)
1454012664,-23.2101303,-45.8528205,4,0.09230769230769231,0.15625,0.09310363247863244,21.96666155595941,POINT (-45.8528205 -23.2101303)
1454012726,-23.2106666,-45.8528867,4,0.09230769230769231,0.1522248243559719,0.2309294871794872,21.785725065177456,POINT (-45.8528867 -23.2106666)
1454012743,-23.2113665,-45.8505721,4,0.12307692307692308,0.16624040920716113,0.32513888888888887,33.16430929227635,POINT (-45.8505721 -23.2113665)
1454012745,-23.2116363,-45.8493341,3,0.09230769230769231,0.17060367454068243,0.1349469627594628,26.59650487521783,POINT (-45.8493341 -23.2116363)
1454012747,-23.2117717,-45.8487518,3,0.09230769230769231,0.15738498789346247,0.08094017094017095,21.184061090370424,POINT (-45.8487518 -23.2117717)
1454012796,-23.2118831,-45.8507258,4,0.12307692307692308,0.1497695852534562,0.22539262820512823,26.90769465421961,POINT (-45.8507258 -23.2118831)
1454012811,-23.2103089,-45.850216,3,0.09230769230769231,0.16290726817042606,0.10030639499389507,22.399859319980656,POINT (-45.850216 -23.2103089)
1454012823,-23.2105823,-45.8490845,3,0.09230769230769231,0.16709511568123395,0.22805460164835173,23.68046474976548,POINT (-45.8490845 -23.2105823)
1454017530,-23.2120341,-45.8535937,3,0.03076923076923077,0.0834403080872914,0.0,3.986442903175571,POINT (-45.8535937 -23.2120341)
1454017532,-23.2118068,-45.8530963,3,0.06153846153846154,0.09090909090909091,0.03076923076923077,6.757781123119387,POINT (-45.8530963 -23.2118068)
1454017534,-23.2116016,-45.8526369,3,0.06153846153846154,0.0995405819295559,0.060576923076923084,9.694050894831856,POINT (-45.8526369 -23.2116016)
1454017538,-23.2117188,-45.8513896,3,0.06153846153846154,0.13829787234042554,0.1824919871794872,15.088668161799415,POINT (-45.8513896 -23.2117188)
1454017543,-23.2125256,-45.8503858,4,0.06153846153846154,0.13485477178423236,0.0,15.586828573817348,POINT (-45.8503858 -23.2125256)
1454021600,-23.2110361,-45.8481239,3,0.09230769230769231,0.16581632653061223,0.2852026098901099,21.25093465041709,POINT (-45.8481239 -23.2110361)
1454185783,-23.2106983,-45.8478145,3,0.06153846153846154,0.1434878587196468,0.25056375915750917,22.10847363408554,POINT (-45.8478145 -23.2106983)
2061117199,-23.2111054,-45.8491996,4,0.12307692307692308,0.17567567567567569,0.3181524725274724,32.52433364266967,POINT (-45.8491996 -23.2111054)
3179135113,-23.2116926,-45.849041,3,0.09230769230769231,0.15258215962441316,0.01184294871794872,21.748557435264306,POINT (-45.849041 -23.2116926)
3179135115,-23.2116847,-45.8520066,3,0.03076923076923077,0.08843537414965986,0.0,12.493512528019714,POINT (-45.8520066 -23.2116847)
3179135118,-23.2113226,-45.8524109,3,0.046153846153846156,0.09587020648967552,0.12255608974358977,19.283344022184096,POINT (-45.8524109 -23.2113226)
3179135121,-23.211374,-45.8524543,3,0.046153846153846156,0.11882998171846434,0.08461538461538462,18.78267360743259,POINT (-45.8524543 -23.211374)
3179135123,-23.2114268,-45.8523221,3,0.046153846153846156,0.09938837920489296,0.08461538461538462,19.228306801175737,POINT (-45.8523221 -23.2114268)
3179135131,-23.2113627,-45.8523108,3,0.046153846153846156,0.1053484602917342,0.12255608974358977,19.733211295748426,POINT (-45.8523108 -23.2113627)
3179135137,-23.2114432,-45.852053,3,0.046153846153846156,0.10569105691056911,0.10901442307692308,19.754501079470774,POINT (-45.852053 -23.2114432)
3179135142,-23.211551,-45.8519945,3,0.046153846153846156,0.08904109589041095,0.07107371794871795,17.23276339652933,POINT (-45.8519945 -23.211551)
3179135143,-23.2115411,-45.8519745,3,0.046153846153846156,0.08227848101265822,0.07107371794871795,18.917815091712665,POINT (-45.8519745 -23.2115411)
