osmid,y,x,highway,street_count,dc,cc,nbc,vul,com,eff,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,0.001520912547528517,0.03491032408243949,0.02431643443139183,0.00036462640381000703,0.011849198244671691,0.05110339760514642,,POINT (-45.9103038 -23.2191028)
876560980,-23.2198037,-45.9161915,,1,0.0007604562737642585,0.027193704599123764,0.0,-8.934747062806401e-05,0.002394955132419206,0.05110339760514642,,POINT (-45.9161915 -23.2198037)
876561059,-23.2185167,-45.9106397,,3,0.0011406844106463879,0.03485883671571709,0.020105823764424803,0.0013931347355864857,0.00987553911026036,0.05110339760514642,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,0.001520912547528517,0.035099144227681026,0.02060737018215936,0.0004329032378335969,0.013163964193866657,0.05110339760514642,,POINT (-45.912146 -23.2262819)
878203360,-23.2317628,-45.9135159,,3,0.0011406844106463879,0.03717625342806948,0.06618548832209316,0.0015660615904494089,0.0103858732845135,0.05110339760514642,,POINT (-45.9135159 -23.2317628)
878203443,-23.2342395,-45.9166656,,3,0.0011406844106463879,0.03142951306955944,0.060212702177250166,0.0005703083486195302,0.00596547244942112,0.05110339760514642,,POINT (-45.9166656 -23.2342395)
878203514,-23.2291393,-45.9126734,,3,0.0011406844106463879,0.034011157869670315,0.018257762638502137,0.000623665282580194,0.010383986498951824,0.05110339760514642,,POINT (-45.9126734 -23.2291393)
883511380,-23.2308025,-45.9158837,,3,0.0011406844106463879,0.029894489217927655,0.005241939003178325,-3.562070325715085e-05,0.009147464352483045,0.05110339760514642,,POINT (-45.9158837 -23.2308025)
883511553,-23.2235343,-45.9160151,,3,0.0011406844106463879,0.029623958631094762,0.007925971480511886,1.2960689571971059e-05,0.010531696918035903,0.05110339760514642,,POINT (-45.9160151 -23.2235343)
883511792,-23.2277327,-45.9158022,,3,0.0011406844106463879,0.026758176010716526,0.002154492477530929,5.204431344379685e-05,0.007731060828730782,0.05110339760514642,,POINT (-45.9158022 -23.2277327)
883512022,-23.2308103,-45.9160172,,3,0.0011406844106463879,0.02907105829735711,0.008986101116253689,-2.685280755074887e-05,0.009132414288435236,0.05110339760514642,,POINT (-45.9160172 -23.2308103)
884411098,-23.2058738,-45.9061609,traffic_signals,5,0.0019011406844106462,0.035674603776334704,0.061181264748359124,0.0012550847653972814,0.018058718813084438,0.05110339760514642,,POINT (-45.9061609 -23.2058738)
908437131,-23.2297286,-45.9127814,,4,0.001520912547528517,0.03294050871131297,0.022765414916758955,0.0008898999921555928,0.012018210813970108,0.05110339760514642,,POINT (-45.9127814 -23.2297286)
908437180,-23.2284693,-45.9138097,,4,0.0019011406844106462,0.03195580732215067,0.00992060742702941,0.000430837343741823,0.012739567011703135,0.05110339760514642,,POINT (-45.9138097 -23.2284693)
908437293,-23.2295932,-45.913027,,3,0.0011406844106463879,0.033593829445054534,0.00413060596678792,0.00030464995762204074,0.009274988127327811,0.05110339760514642,,POINT (-45.913027 -23.2295932)
908437682,-23.2289365,-45.9140526,,4,0.0019011406844106462,0.03100063999701323,0.005327860631105651,0.00032268036606570926,0.012207176242272827,0.05110339760514642,,POINT (-45.9140526 -23.2289365)
934161191,-23.2238343,-45.8991355,,3,0.0022813688212927757,0.03949164857305455,0.016657674818421214,0.0003412963132961895,0.0076838079318646965,0.05110339760514642,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,0.0022813688212927757,0.03788308658518053,0.0011852615134973971,6.220752288503731e-05,0.00771862812843141,0.05110339760514642,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,0.0011406844106463879,0.04100719755370931,0.07368788315187598,0.0007837191915451297,0.007831815502897006,0.05110339760514642,,POINT (-45.9009728 -23.2236371)
