osmid,y,x,street_count,dc,cc,bc,vul,eff,highway,ref,geometry
148623754,-23.5518916,-46.649261,3,0.0022338049143708115,0.034770869794175215,0.0,-0.000108439940481607,0.07609631930206648,,,POINT (-46.649261 -23.5518916)
148632587,-23.5390114,-46.6484746,3,0.0022338049143708115,0.0007446016381236039,0.000722407848611723,0.0031142845134994514,0.07609631930206648,,,POINT (-46.6484746 -23.5390114)
151239264,-23.5514866,-46.6255187,3,0.0022338049143708115,0.03086664827210843,0.006968698628877965,0.0011873802509059588,0.07609631930206648,,,POINT (-46.6255187 -23.5514866)
151239889,-23.5511049,-46.6251486,4,0.0029784065524944155,0.04496417132846793,0.049373773572609934,0.0021431171796744866,0.07609631930206648,traffic_signals,,POINT (-46.6251486 -23.5511049)
151241233,-23.5529605,-46.6270519,3,0.0022338049143708115,0.04163172469947529,0.02282634857983724,0.002682023559135078,0.07609631930206648,,,POINT (-46.6270519 -23.5529605)
151241987,-23.5523849,-46.6272139,3,0.0022338049143708115,0.04265682013051814,0.04307394828647588,0.001225786296095283,0.07609631930206648,,,POINT (-46.6272139 -23.5523849)
151243285,-23.5491642,-46.627637,3,0.0022338049143708115,0.04426533966372106,0.054694186524029756,0.0013849096975741362,0.07609631930206648,,,POINT (-46.627637 -23.5491642)
151243812,-23.546376,-46.6265891,3,0.0022338049143708115,0.04231691923591886,0.03682018112245667,0.0008843217470215071,0.07609631930206648,,,POINT (-46.6265891 -23.546376)
158843278,-23.5411457,-46.6479663,3,0.0022338049143708115,0.002280342516753537,0.002670818850620921,0.00010724911515281108,0.07609631930206648,,,POINT (-46.6479663 -23.5411457)
158846091,-23.5381169,-46.6479505,4,0.0029784065524944155,0.03872459614459711,0.041628923036348055,0.0008591192725819888,0.07609631930206648,traffic_signals,,POINT (-46.6479505 -23.5381169)
158846092,-23.5390929,-46.6462343,4,0.0029784065524944155,0.038702413579896004,0.03285693173549117,0.00028843813537904637,0.07609631930206648,traffic_signals,,POINT (-46.6462343 -23.5390929)
165455646,-23.5446816,-46.6479227,4,0.0029784065524944155,0.041744617510076965,0.055878183761676206,8.734647630380365e-05,0.07609631930206648,traffic_signals,,POINT (-46.6479227 -23.5446816)
165455651,-23.5438087,-46.6478967,4,0.0029784065524944155,0.04123227468794956,0.02533205268500595,3.335514435522367e-05,0.07609631930206648,traffic_signals,,POINT (-46.6478967 -23.5438087)
165455653,-23.5417563,-46.6478228,4,0.0029784065524944155,0.0024125093075204763,0.0038201328273765192,0.00013758293549790242,0.07609631930206648,traffic_signals,,POINT (-46.6478228 -23.5417563)
165456297,-23.5463284,-46.6479755,3,0.0022338049143708115,0.03775795404765973,0.060641440446574525,0.00048363001353459,0.07609631930206648,,,POINT (-46.6479755 -23.5463284)
171968212,-23.5353765,-46.6189473,4,0.0014892032762472078,0.0,0.0,-0.0004066718474973437,0.07609631930206648,traffic_signals,,POINT (-46.6189473 -23.5353765)
171968213,-23.53504,-46.6223569,4,0.004467609828741623,0.03537570370356252,0.044172391739619496,0.0003752645348475618,0.07609631930206648,traffic_signals,,POINT (-46.6223569 -23.53504)
171970567,-23.5341071,-46.6254279,4,0.0029784065524944155,0.036472706991394925,0.014982869587173583,0.00016737720847541984,0.07609631930206648,traffic_signals,,POINT (-46.6254279 -23.5341071)
171976300,-23.5354036,-46.6273918,4,0.0029784065524944155,0.03931675746544266,0.022237509380622154,0.0004796633031938279,0.07609631930206648,traffic_signals,,POINT (-46.6273918 -23.5354036)
171976302,-23.5388306,-46.6288305,4,0.0029784065524944155,0.04108878782083493,0.07525032903386476,0.00380576955186664,0.07609631930206648,traffic_signals,,POINT (-46.6288305 -23.5388306)
171976304,-23.539515,-46.6291169,3,0.0029784065524944155,0.03943276618530762,0.01410420955910026,0.00033436085972502404,0.07609631930206648,,,POINT (-46.6291169 -23.539515)
171978399,-23.5441697,-46.6310981,3,0.0022338049143708115,0.04461938442622073,0.007602637082904673,0.00019870008187698035,0.07609631930206648,traffic_signals,,POINT (-46.6310981 -23.5441697)
172004065,-23.5599919,-46.6331783,4,0.0014892032762472078,0.03683135944814957,0.0,-0.00014712330000845773,0.07609631930206648,traffic_signals,,POINT (-46.6331783 -23.5599919)
172004070,-23.5620292,-46.6386453,4,0.0014892032762472078,0.0,0.0,-0.00016414274162452163,0.07609631930206648,traffic_signals,,POINT (-46.6386453 -23.5620292)
172008334,-23.5591284,-46.637483,3,0.0022338049143708115,0.038158386681342665,0.007093905351526419,0.0012630141278665164,0.07609631930206648,,,POINT (-46.637483 -23.5591284)
172016927,-23.5606849,-46.6413549,4,0.0007446016381236039,0.038583733672582415,0.0,-0.00012152893291492608,0.07609631930206648,,,POINT (-46.6413549 -23.5606849)
175993428,-23.556069,-46.6291677,4,0.0029784065524944155,0.03895656166061478,0.08926258972521943,0.009917186434792492,0.07609631930206648,traffic_signals,,POINT (-46.6291677 -23.556069)
175993483,-23.5553727,-46.6277093,4,0.0029784065524944155,0.040203171633754455,0.0886110642560556,0.0015607907202089372,0.07609631930206648,traffic_signals,,POINT (-46.6277093 -23.5553727)
175993525,-23.5471404,-46.6243597,3,0.0022338049143708115,0.04277685339152558,0.02878757920661372,0.0009546047044374334,0.07609631930206648,,,POINT (-46.6243597 -23.5471404)
175993568,-23.5448573,-46.6265165,4,0.0029784065524944155,0.04072689936442424,0.03214477922465117,0.003299419587889928,0.07609631930206648,traffic_signals,,POINT (-46.6265165 -23.5448573)
175993584,-23.5433718,-46.6307197,3,0.0022338049143708115,0.04351459646203922,0.008643031709346298,0.0004208632856117848,0.07609631930206648,,,POINT (-46.6307197 -23.5433718)
176007901,-23.5562644,-46.6330481,3,0.0037230081906180195,0.04022311698101777,0.009920047550706695,0.00027210666014179977,0.07609631930206648,,,POINT (-46.6330481 -23.5562644)
176009843,-23.5555104,-46.6374775,3,0.0022338049143708115,0.04629857056449193,0.0020871387735976765,0.0012040762928171036,0.07609631930206648,,,POINT (-46.6374775 -23.5555104)
176010867,-23.5547984,-46.636495,3,0.0022338049143708115,0.03383728727417357,0.024825990567084313,0.005313698884811039,0.07609631930206648,,,POINT (-46.636495 -23.5547984)
176010870,-23.5533354,-46.6361858,3,0.0022338049143708115,0.03269648990243506,0.024835977772364657,0.0024066850963675524,0.07609631930206648,,,POINT (-46.6361858 -23.5533354)
176010879,-23.5534818,-46.6373208,3,0.0022338049143708115,0.046708374310445604,0.02103561035480056,0.0013275945834102711,0.07609631930206648,,,POINT (-46.6373208 -23.5534818)
176011400,-23.5528583,-46.6361584,3,0.0022338049143708115,0.03163010590447274,0.012871999420908218,0.0012727081019890864,0.07609631930206648,,,POINT (-46.6361584 -23.5528583)
176011687,-23.5556922,-46.6372329,3,0.0022338049143708115,0.0014319262271607768,0.002206068622246008,0.01309588253445071,0.07609631930206648,,,POINT (-46.6372329 -23.5556922)
176012605,-23.5528553,-46.6375428,3,0.0022338049143708115,0.04605741116913737,0.009051657592783414,0.0005511952420637965,0.07609631930206648,,,POINT (-46.6375428 -23.5528553)
176012607,-23.5537832,-46.6371963,3,0.0022338049143708115,0.04453115862032487,0.021045597560080904,0.0012257090417265944,0.07609631930206648,,,POINT (-46.6371963 -23.5537832)
176012608,-23.5539449,-46.6371586,3,0.0022338049143708115,0.042571706581757705,0.00911038128450838,0.0005858987170434719,0.07609631930206648,,,POINT (-46.6371586 -23.5539449)
176013188,-23.555603,-46.6394752,4,0.004467609828741623,0.0449226485638694,0.03533629075414157,0.0017326203483358795,0.07609631930206648,traffic_signals,,POINT (-46.6394752 -23.555603)
176013518,-23.5556801,-46.6383271,3,0.0029784065524944155,0.04293391025633948,0.010663362805514233,0.0011954993578213778,0.07609631930206648,,,POINT (-46.6383271 -23.5556801)
176014739,-23.5552337,-46.6437061,3,0.0029784065524944155,0.033857069652591096,0.004497237136616903,0.0009007078180156019,0.07609631930206648,,,POINT (-46.6437061 -23.5552337)
176014741,-23.5554619,-46.6429868,4,0.0029784065524944155,0.03731997244057668,0.013917340092687637,0.0017610776534473318,0.07609631930206648,traffic_signals,,POINT (-46.6429868 -23.5554619)
176017405,-23.5583072,-46.6340262,4,0.004467609828741623,0.03825080021139436,0.008492830978915055,0.00043561409642278205,0.07609631930206648,traffic_signals,,POINT (-46.6340262 -23.5583072)
176019578,-23.5597445,-46.6328451,3,0.0022338049143708115,0.03672603557169391,0.00010747534109271861,-0.00016099884802846958,0.07609631930206648,,,POINT (-46.6328451 -23.5597445)
176021768,-23.5580742,-46.6302376,4,0.0037230081906180195,0.03971866951634842,0.007054268574411941,0.0006765375116217603,0.07609631930206648,traffic_signals,A-259,POINT (-46.6302376 -23.5580742)
176022448,-23.55262,-46.6274159,3,0.0022338049143708115,0.04060045209057462,0.05578207713910986,0.0008187549126323806,0.07609631930206648,,,POINT (-46.6274159 -23.55262)
246650435,-23.5325817,-46.6262093,4,0.0037230081906180195,0.03592962484994896,0.005915545588129102,0.00024350534928756567,0.07609631930206648,,,POINT (-46.6262093 -23.5325817)
246650787,-23.5583526,-46.6350542,4,0.0037230081906180195,0.036776012033054285,0.007137501963909994,0.0016103874369093256,0.07609631930206648,traffic_signals,,POINT (-46.6350542 -23.5583526)
246650791,-23.5580001,-46.6289366,4,0.0029784065524944155,0.037629442183269045,0.00875650286471804,0.0013910551551871478,0.07609631930206648,traffic_signals,A-257,POINT (-46.6289366 -23.5580001)
246650792,-23.5581463,-46.6313952,4,0.0052122114668652275,0.03894034587176434,0.00856371367556677,0.0002796963579439287,0.07609631930206648,,,POINT (-46.6313952 -23.5581463)
246650793,-23.558181,-46.6319634,4,0.004467609828741623,0.03844548231027953,0.009658445561851242,0.001499141567005508,0.07609631930206648,,,POINT (-46.6319634 -23.558181)
246650794,-23.5582423,-46.632934,4,0.005956813104988831,0.0381991375418875,0.010368122304074828,0.00027229593891385035,0.07609631930206648,traffic_signals,,POINT (-46.632934 -23.5582423)
246650796,-23.558267,-46.6369952,4,0.0029784065524944155,0.038812342564660506,0.012655155064770386,0.0006238724902340578,0.07609631930206648,traffic_signals,,POINT (-46.6369952 -23.558267)
247949253,-23.552506,-46.6295661,3,0.0022338049143708115,0.041720272450122546,0.019710311850157404,0.0006219058440367437,0.07609631930206648,traffic_signals,,POINT (-46.6295661 -23.552506)
247949664,-23.5522025,-46.6273067,3,0.0022338049143708115,0.04463084670707447,0.043063961081195534,0.00031399276839139687,0.07609631930206648,traffic_signals,,POINT (-46.6273067 -23.5522025)
247949665,-23.5521767,-46.6275619,4,0.0029784065524944155,0.04432341795761616,0.07380758588284271,0.0014743847605883092,0.07609631930206648,traffic_signals,,POINT (-46.6275619 -23.5521767)
247950279,-23.5547151,-46.6331632,3,0.0037230081906180195,0.03976802399925026,0.017158346343690966,9.414924677094474e-05,0.07609631930206648,,,POINT (-46.6331632 -23.5547151)
247950321,-23.5546456,-46.6319897,3,0.0037230081906180195,0.039061667049562286,0.010117315172448264,-2.4669816144250046e-05,0.07609631930206648,,,POINT (-46.6319897 -23.5546456)
247950566,-23.5532248,-46.6300803,1,0.0014892032762472078,0.03280497253779327,0.0,-0.00026172175358538205,0.07609631930206648,,,POINT (-46.6300803 -23.5532248)
247950657,-23.5531104,-46.6284853,3,0.0029784065524944155,0.04070917660578002,0.005377972995153432,0.00027261533014994355,0.07609631930206648,,,POINT (-46.6284853 -23.5531104)
247950659,-23.5529726,-46.6275862,4,0.0037230081906180195,0.04140494150623288,0.008931079100143065,0.0004207926354050447,0.07609631930206648,traffic_signals,,POINT (-46.6275862 -23.5529726)
247951118,-23.5547628,-46.6285164,3,0.0022338049143708115,0.04021779628694971,0.017793362956232184,0.00021539972210726986,0.07609631930206648,traffic_signals,,POINT (-46.6285164 -23.5547628)
247951203,-23.5513536,-46.6292119,3,0.0022338049143708115,0.04020051374854793,0.007922784515808606,0.0001514847330849271,0.07609631930206648,,,POINT (-46.6292119 -23.5513536)
247951231,-23.5503437,-46.6291669,3,0.0022338049143708115,0.041947638725202546,0.014380029663260583,0.00029425744144840374,0.07609631930206648,,,POINT (-46.6291669 -23.5503437)
247951669,-23.5519164,-46.6292206,3,0.0022338049143708115,0.03859310554458848,0.00561712016224563,9.20302128886291e-05,0.07609631930206648,,,POINT (-46.6292206 -23.5519164)
247951670,-23.5517413,-46.627872,3,0.0022338049143708115,0.03863724558142941,0.005435868459290618,6.493732187354842e-05,0.07609631930206648,,,POINT (-46.627872 -23.5517413)
247951678,-23.5515837,-46.6295351,3,0.0029784065524944155,0.03862374763937727,0.0023256387641236854,0.0012306450087462939,0.07609631930206648,,,POINT (-46.6295351 -23.5515837)
247951684,-23.5509815,-46.6301683,1,0.0014892032762472078,0.037118359843763646,0.0,-0.00021763915675934584,0.07609631930206648,,,POINT (-46.6301683 -23.5509815)
248110355,-23.544213,-46.6314761,3,0.0022338049143708115,0.0468054474818563,0.007592649877624325,0.0004459850599138139,0.07609631930206648,traffic_signals,,POINT (-46.6314761 -23.544213)
248110869,-23.5433232,-46.6309644,3,0.0022338049143708115,0.04610805057328906,0.0010141907021450514,0.0002890741462397968,0.07609631930206648,,,POINT (-46.6309644 -23.5433232)
248110870,-23.5417493,-46.6308378,4,0.0029784065524944155,0.04134441413976109,0.023809002299658426,0.001981177672189607,0.07609631930206648,traffic_signals,,POINT (-46.6308378 -23.5417493)
248110871,-23.5403469,-46.6307213,4,0.0029784065524944155,0.04317166992975052,0.027233725349517277,0.0013039650051609715,0.07609631930206648,traffic_signals,,POINT (-46.6307213 -23.5403469)
248110872,-23.5399104,-46.6307225,4,0.0029784065524944155,0.04691559069211759,0.047510406436822625,0.0006111275354685704,0.07609631930206648,traffic_signals,,POINT (-46.6307225 -23.5399104)
248110873,-23.5442499,-46.6322,3,0.0022338049143708115,0.044539313016702886,0.0047107197888182715,0.0004543479449657593,0.07609631930206648,,,POINT (-46.6322 -23.5442499)
248110880,-23.5419091,-46.6317718,3,0.0022338049143708115,0.03966943738529772,0.0007201884696605349,0.00035431478412945684,0.07609631930206648,,,POINT (-46.6317718 -23.5419091)
248110882,-23.540582,-46.6321146,4,0.0029784065524944155,0.045213247896537745,0.06783512465226071,0.0025391161211554152,0.07609631930206648,traffic_signals,,POINT (-46.6321146 -23.540582)
248110883,-23.5419849,-46.6322158,3,0.0022338049143708115,0.043319296926731934,0.006375876592053172,0.00048529843026423033,0.07609631930206648,,,POINT (-46.6322158 -23.5419849)
248110885,-23.5434447,-46.632482,3,0.0022338049143708115,0.03983445600789624,0.006662125269557275,0.00022010556744431165,0.07609631930206648,,,POINT (-46.632482 -23.5434447)
248111063,-23.5435116,-46.6320653,3,0.0022338049143708115,0.03828572145194624,0.0028280843956413853,0.00019308117443675888,0.07609631930206648,,,POINT (-46.6320653 -23.5435116)
248111143,-23.543636,-46.6325178,3,0.0022338049143708115,0.0414783745539247,0.008798787948485771,0.0012404563107023161,0.07609631930206648,,,POINT (-46.6325178 -23.543636)
248111144,-23.5427179,-46.6323482,3,0.0022338049143708115,0.041527947478950736,0.006652138064276927,0.0001689712407184224,0.07609631930206648,,,POINT (-46.6323482 -23.5427179)
248111159,-23.5427867,-46.6319329,3,0.0022338049143708115,0.03812489237659714,0.0006149876717360819,0.00017738244620942804,0.07609631930206648,,,POINT (-46.6319329 -23.5427867)
248111223,-23.5418726,-46.6301058,3,0.0022338049143708115,0.04776317421730706,0.01437809871439152,0.000693430586336447,0.07609631930206648,,,POINT (-46.6301058 -23.5418726)
248111409,-23.5393956,-46.6328941,3,0.0022338049143708115,0.045070820217213516,0.045377814028740894,0.003913047468129855,0.07609631930206648,traffic_signals,,POINT (-46.6328941 -23.5393956)
279225578,-23.5511565,-46.6278789,3,0.0022338049143708115,0.04442055452995369,0.07669813957496133,0.00019138657397561274,0.07609631930206648,,,POINT (-46.6278789 -23.5511565)
279225582,-23.5506522,-46.6282572,3,0.0022338049143708115,0.0444432810232814,0.0060033161105575925,5.1375305387009655e-05,0.07609631930206648,,,POINT (-46.6282572 -23.5506522)
285488804,-23.5491274,-46.6387043,3,0.0022338049143708115,0.04384245798049938,0.041255424605997966,0.0029177269995911623,0.07609631930206648,,,POINT (-46.6387043 -23.5491274)
298937175,-23.5454068,-46.6477367,4,0.0029784065524944155,0.042826564141320286,0.0282047822276691,0.003044148500721868,0.07609631930206648,traffic_signals,,POINT (-46.6477367 -23.5454068)
299350911,-23.5386612,-46.6365974,3,0.0029784065524944155,0.04167023957241981,0.037190052100875226,0.0001324700662310795,0.07609631930206648,traffic_signals,,POINT (-46.6365974 -23.5386612)
304012714,-23.541159,-46.6284027,4,0.0029784065524944155,0.045167908706446505,0.07023033506756907,0.002705542005920707,0.07609631930206648,traffic_signals,,POINT (-46.6284027 -23.541159)
304023022,-23.5412936,-46.6284605,4,0.0029784065524944155,0.04421223477373295,0.07346865104273434,0.001310263384243487,0.07609631930206648,traffic_signals,,POINT (-46.6284605 -23.5412936)
304023095,-23.541806,-46.6276364,3,0.0022338049143708115,0.034848585647345755,0.005100589916209462,0.0005643287472596553,0.07609631930206648,,,POINT (-46.6276364 -23.541806)
304024099,-23.5411094,-46.6268831,4,0.0029784065524944155,0.03320172382322947,0.0075327480613264506,0.0003962933638191959,0.07609631930206648,,,POINT (-46.6268831 -23.5411094)
304024158,-23.5405033,-46.6247908,4,0.0029784065524944155,0.03919637547687731,0.018579751033069462,6.335524256119416e-05,0.07609631930206648,,,POINT (-46.6247908 -23.5405033)
304025569,-23.5412833,-46.6280021,3,0.0022338049143708115,0.034925646647743384,0.02693504640094728,0.0006026861272017012,0.07609631930206648,traffic_signals,,POINT (-46.6280021 -23.5412833)
304055048,-23.5380011,-46.6320145,3,0.0029784065524944155,0.04513773306317308,0.059382550816150265,0.001754775753815924,0.07609631930206648,,,POINT (-46.6320145 -23.5380011)
334381427,-23.5535122,-46.6226024,4,0.0037230081906180195,0.036318041626980595,0.015220889740867445,0.00033013374265109864,0.07609631930206648,traffic_signals,,POINT (-46.6226024 -23.5535122)
395763856,-23.555406,-46.6401804,4,0.0029784065524944155,0.0430220016244896,0.02000582548681108,0.0010085163265130524,0.07609631930206648,traffic_signals,,POINT (-46.6401804 -23.555406)
395763863,-23.5552668,-46.6420011,4,0.0029784065524944155,0.041326149990521685,0.024741720615985677,0.00042106601181953927,0.07609631930206648,traffic_signals,,POINT (-46.6420011 -23.5552668)
395763876,-23.5526918,-46.6432759,4,0.0029784065524944155,0.04060451877803987,0.008635049451897423,0.0006093339641900705,0.07609631930206648,traffic_signals,,POINT (-46.6432759 -23.5526918)
395763882,-23.5518927,-46.6433593,3,0.0022338049143708115,0.038947828404197665,0.006068821422582104,0.00023071078938871321,0.07609631930206648,,,POINT (-46.6433593 -23.5518927)
395763887,-23.5510967,-46.6434406,4,0.0052122114668652275,0.04436383985412294,0.03331100819469192,0.0010299563285720234,0.07609631930206648,traffic_signals,,POINT (-46.6434406 -23.5510967)
395763898,-23.5530709,-46.6469304,3,0.0029784065524944155,0.039248239266800246,0.03176159903761315,0.0017336369728964474,0.07609631930206648,,,POINT (-46.6469304 -23.5530709)
395763901,-23.5551595,-46.6480054,3,0.0022338049143708115,0.03580796578397292,0.036477956310376536,0.00037905852542711885,0.07609631930206648,,,POINT (-46.6480054 -23.5551595)
395763907,-23.5547293,-46.648853,4,0.0014892032762472078,0.04002233804914371,0.0,0.0005048572336439772,0.07609631930206648,traffic_signals,,POINT (-46.648853 -23.5547293)
395763917,-23.5494821,-46.6404001,3,0.0022338049143708115,0.030203550029084123,0.0036081273844173153,0.0014735739622347992,0.07609631930206648,crossing,,POINT (-46.6404001 -23.5494821)
395763930,-23.5502283,-46.6385731,3,0.0029784065524944155,0.04290059058561705,0.0022483205090173914,9.722500707424832e-05,0.07609631930206648,,,POINT (-46.6385731 -23.5502283)
395763938,-23.5510846,-46.6381407,2,0.0022338049143708115,0.044954460952794234,0.0005479091785745592,8.086275550637058e-05,0.07609631930206648,,,POINT (-46.6381407 -23.5510846)
395763941,-23.5513314,-46.6402991,4,0.0029784065524944155,0.04490606092316196,0.031248073952606998,0.0019114547039909631,0.07609631930206648,traffic_signals,,POINT (-46.6402991 -23.5513314)
395763951,-23.5550124,-46.6402628,3,0.0022338049143708115,0.042234622049698634,0.0033546136510967037,0.00045215075071472266,0.07609631930206648,,,POINT (-46.6402628 -23.5550124)
396034417,-23.5594979,-46.6365143,3,0.0007446016381236039,0.03674358637435156,0.0,-0.00019004846807553982,0.07609631930206648,,,POINT (-46.6365143 -23.5594979)
396034420,-23.5601098,-46.6349145,3,0.0007446016381236039,0.0,0.0,-0.00014698937834327022,0.07609631930206648,,,POINT (-46.6349145 -23.5601098)
396034426,-23.5583538,-46.626397,3,0.0022338049143708115,0.03675045152668537,0.002250648615500086,0.00011976377950148147,0.07609631930206648,traffic_signals,,POINT (-46.626397 -23.5583538)
396034427,-23.5568419,-46.6266079,4,0.004467609828741623,0.03999427591163747,0.02513948967675907,0.002985613261387349,0.07609631930206648,traffic_signals,A-253,POINT (-46.6266079 -23.5568419)
396034430,-23.5562066,-46.6266987,3,0.0037230081906180195,0.040353915184692314,0.03136985498542457,0.0004162894448365261,0.07609631930206648,,,POINT (-46.6266987 -23.5562066)
396034439,-23.553683,-46.6238465,3,0.0022338049143708115,0.03562753601643686,0.01835279876284936,3.731837600076887e-05,0.07609631930206648,,,POINT (-46.6238465 -23.553683)
396034442,-23.5541111,-46.6239362,3,0.0029784065524944155,0.0336249154479394,0.0021591474724294538,3.471347852299713e-05,0.07609631930206648,traffic_signals,,POINT (-46.6239362 -23.5541111)
396034445,-23.5548386,-46.6240972,3,0.0029784065524944155,0.03332637131209778,0.015072282207835326,0.0008037542758310007,0.07609631930206648,,,POINT (-46.6240972 -23.5548386)
396034448,-23.5541997,-46.6225114,3,0.0029784065524944155,0.03289281210399676,0.0026968690851239124,6.72781266631995e-05,0.07609631930206648,,,POINT (-46.6225114 -23.5541997)
396034450,-23.552208,-46.6223953,3,0.0022338049143708115,0.04059096632025207,0.015129745421910002,0.0003293921071024545,0.07609631930206648,,,POINT (-46.6223953 -23.552208)
418517427,-23.5565205,-46.6222026,3,0.0029784065524944155,0.03857719086188968,0.008591852382515449,0.0011975861063147737,0.07609631930206648,,,POINT (-46.6222026 -23.5565205)
418517428,-23.5563656,-46.6225425,3,0.0022338049143708115,0.040057507968414764,0.008540806666638147,0.0009827017236404571,0.07609631930206648,traffic_signals,,POINT (-46.6225425 -23.5563656)
434003360,-23.542439,-46.6169667,3,0.0007446016381236039,0.0,0.0,-0.0004771851596298449,0.07609631930206648,traffic_signals,,POINT (-46.6169667 -23.542439)
434003387,-23.5395037,-46.6190841,3,0.0014892032762472078,0.029270507849875813,0.0,0.0018713482138728098,0.07609631930206648,,,POINT (-46.6190841 -23.5395037)
437564551,-23.5379436,-46.6190444,4,0.0022338049143708115,0.030983820588547355,0.0035515611666387397,-1.576560137259228e-05,0.07609631930206648,traffic_signals,,POINT (-46.6190444 -23.5379436)
437564553,-23.5379973,-46.6204677,4,0.004467609828741623,0.03307170864278335,0.021486177522943756,0.00016711375935205382,0.07609631930206648,,,POINT (-46.6204677 -23.5379973)
437564554,-23.5380702,-46.6221973,3,0.0029784065524944155,0.03540247851423708,0.016361631524650457,0.0019591590913345855,0.07609631930206648,,,POINT (-46.6221973 -23.5380702)
445042742,-23.5378168,-46.632976,4,0.0029784065524944155,0.04387092608207035,0.034014113111357346,0.0011243354978128384,0.07609631930206648,traffic_signals,,POINT (-46.632976 -23.5378168)
445042751,-23.5571036,-46.619234,3,0.0022338049143708115,0.03218935290016337,7.860300452124482e-07,-0.0002924915229251767,0.07609631930206648,,,POINT (-46.619234 -23.5571036)
445042752,-23.5566883,-46.6205272,3,0.0029784065524944155,0.033321805680496266,0.0007124206433313766,-0.00015869667146723872,0.07609631930206648,,,POINT (-46.6205272 -23.5566883)
445042753,-23.5562751,-46.6217722,3,0.0022338049143708115,0.03332637131209778,0.015200019796359255,0.00018306836471797936,0.07609631930206648,,,POINT (-46.6217722 -23.5562751)
445042754,-23.5391554,-46.6270468,4,0.0029784065524944155,0.04210885848554663,0.05815331057171231,0.0011551327071075417,0.07609631930206648,traffic_signals,,POINT (-46.6270468 -23.5391554)
445042755,-23.5448442,-46.6263167,4,0.0029784065524944155,0.04250772254180609,0.05287548857061744,0.0027588285249868887,0.07609631930206648,traffic_signals,,POINT (-46.6263167 -23.5448442)
445042757,-23.5431404,-46.6267792,3,0.0022338049143708115,0.038318291698313446,0.014221846533858315,0.00028030638647733475,0.07609631930206648,,,POINT (-46.6267792 -23.5431404)
445042758,-23.541872,-46.6268473,3,0.0022338049143708115,0.03432144104309624,0.005962215795534892,0.00038106916280384283,0.07609631930206648,,,POINT (-46.6268473 -23.541872)
445042759,-23.5405104,-46.6269061,3,0.0029784065524944155,0.041045797763038655,0.030479778209085893,0.002006015555613395,0.07609631930206648,,,POINT (-46.6269061 -23.5405104)
445042761,-23.5399736,-46.6250069,3,0.0022338049143708115,0.0393676661245977,0.02513792839013284,0.0002586492553803246,0.07609631930206648,,,POINT (-46.6250069 -23.5399736)
445042764,-23.540321,-46.6220551,3,0.0022338049143708115,0.03874680415207163,0.009455013210140986,0.00015811821157529646,0.07609631930206648,,,POINT (-46.6220551 -23.540321)
445042765,-23.541108,-46.6219986,3,0.0022338049143708115,0.0388532616185129,0.013089135273763921,0.0005702637236533576,0.07609631930206648,,,POINT (-46.6219986 -23.541108)
445042766,-23.5427944,-46.6216904,4,0.0037230081906180195,0.036013679466998495,0.018732479596722022,0.00042889668976182015,0.07609631930206648,,,POINT (-46.6216904 -23.5427944)
445042768,-23.5414782,-46.625626,3,0.0022338049143708115,0.03631370384953933,0.0021111697796080235,7.41067992819546e-05,0.07609631930206648,,,POINT (-46.625626 -23.5414782)
445042769,-23.5411307,-46.624539,4,0.0029784065524944155,0.039590661563938805,0.021059127670209676,4.896719208009472e-05,0.07609631930206648,,,POINT (-46.624539 -23.5411307)
445042771,-23.5418683,-46.6242432,4,0.0029784065524944155,0.03973294373761997,0.025072271376123504,4.066841386278022e-05,0.07609631930206648,,,POINT (-46.6242432 -23.5418683)
445042773,-23.5424987,-46.6239972,3,0.0022338049143708115,0.04004695541099421,0.02472827832026567,2.5539777988860455e-05,0.07609631930206648,,,POINT (-46.6239972 -23.5424987)
445042774,-23.5432104,-46.6237139,4,0.0029784065524944155,0.03859188087205509,0.0378380463030812,0.0003794157434928709,0.07609631930206648,traffic_signals,,POINT (-46.6237139 -23.5432104)
445042776,-23.544268,-46.6232836,4,0.0029784065524944155,0.03817635427929031,0.025338208482506952,0.00019522040208248205,0.07609631930206648,traffic_signals,,POINT (-46.6232836 -23.544268)
445042786,-23.5446286,-46.6249574,3,0.0022338049143708115,0.03616898471095266,0.029002386002858326,0.0013447920950721104,0.07609631930206648,,,POINT (-46.6249574 -23.5446286)
445042790,-23.5445469,-46.6238538,3,0.0022338049143708115,0.03700991910897968,0.022008016643002806,0.000773190867668362,0.07609631930206648,,,POINT (-46.6238538 -23.5445469)
445042792,-23.5443713,-46.6224422,4,0.0029784065524944155,0.038268854964633,0.01508250641531932,0.00028196590868766945,0.07609631930206648,traffic_signals,,POINT (-46.6224422 -23.5443713)
445042794,-23.5441667,-46.6216663,3,0.0022338049143708115,0.034528020609876565,0.005578022106029042,-1.9024714884469699e-06,0.07609631930206648,,,POINT (-46.6216663 -23.5441667)
445042795,-23.5427545,-46.6251151,4,0.0029784065524944155,0.03918753437910267,0.008518164842580448,0.00023987004963914533,0.07609631930206648,,,POINT (-46.6251151 -23.5427545)
445042796,-23.5422318,-46.6253235,3,0.0022338049143708115,0.037643419132728895,0.005257997450656335,-2.1338192062511496e-05,0.07609631930206648,,,POINT (-46.6253235 -23.5422318)
