osmid,y,x,highway,street_count,dc,cc,nbc,vul,ref,geometry
582438,-23.528187,-46.6619198,traffic_signals,4,0.0008410428931875525,0.023367060710623586,0.0008344390791075603,-0.00011384521011480039,,POINT (-46.6619198 -23.528187)
587993,-23.55821,-46.6382561,,3,0.0008410428931875525,0.030243845263271656,0.03710013818454201,0.006974055302724368,,POINT (-46.6382561 -23.55821)
597269,-23.5689779,-46.608044,traffic_signals,4,0.00112139052425007,0.03018496083512953,0.0038324134377553574,0.0031045093107018623,,POINT (-46.608044 -23.5689779)
597270,-23.5685427,-46.6078851,traffic_signals,4,0.00112139052425007,0.029390599225891316,0.00637686490367761,8.833102876962787e-05,,POINT (-46.6078851 -23.5685427)
597282,-23.5510876,-46.6261325,,3,0.0008410428931875525,0.03424034904996849,0.08412728700679319,0.0076929634820060025,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,traffic_signals,4,0.00112139052425007,0.030635017286257345,0.017600844795628557,0.0008606902373144141,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,,3,0.0008410428931875525,0.033761420169438824,0.002722579588145273,0.00028033803762800893,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,motorway_junction,3,0.0008410428931875525,0.022581315582751012,0.0035067320536523875,0.0002788458140986225,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,,3,0.0008410428931875525,0.0206848745508576,0.0015220799482254807,-0.0001437009778934275,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,traffic_signals,4,0.00112139052425007,0.025980527643493432,0.014908885749920192,0.00045106980708025946,,POINT (-46.6587483 -23.5321244)
20944548,-23.534842,-46.6601022,traffic_signals,4,0.001682085786375105,0.02584116592720197,0.004565073577120095,0.00024491076917855216,,POINT (-46.6601022 -23.534842)
20944550,-23.5372021,-46.6535506,traffic_signals,4,0.00112139052425007,0.027717728536203596,0.002493812405138238,0.00016858016506737873,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,,3,0.00112139052425007,0.02886209868131282,0.0004503481126712194,7.312219980072838e-05,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,,4,0.0014017381553125877,0.029591019230502946,0.0011361619674809607,1.771534713011684e-05,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,,3,0.0008410428931875525,0.028722586060948067,0.0008886364254821396,-1.5482420245994733e-05,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,traffic_signals,4,0.00112139052425007,0.028912008557815217,0.0006313259290463571,6.483282134232698e-06,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,traffic_signals,4,0.00112139052425007,0.029728749048326588,0.008153248335462375,7.242644748788669e-05,,POINT (-46.6552234 -23.5477074)
25777925,-23.5207514,-46.6433446,,3,0.0008410428931875525,0.025301734008630825,0.0007202956891372711,-5.885159135747188e-05,,POINT (-46.6433446 -23.5207514)
25777928,-23.5208924,-46.6426901,,3,0.0008410428931875525,0.027353615333628418,0.007748460430752388,-7.39710648118003e-05,,POINT (-46.6426901 -23.5208924)
25778039,-23.5199594,-46.626918,,3,0.000560695262125035,0.0,0.0,-0.00014663447013949952,,POINT (-46.626918 -23.5199594)
25778049,-23.5200626,-46.6225851,,3,0.000560695262125035,0.02740339405618218,0.0,-0.00016451398114582537,,POINT (-46.6225851 -23.5200626)
25778134,-23.5218113,-46.6141929,,3,0.000560695262125035,0.00037379684141669004,1.572336685712381e-07,0.00010321004224649204,,POINT (-46.6141929 -23.5218113)
25778137,-23.5232174,-46.6126896,,3,0.0008410428931875525,0.022072620755128402,0.0027057313347276435,-7.699093909238329e-05,,POINT (-46.6126896 -23.5232174)
25778140,-23.52377,-46.6115037,,3,0.0008410428931875525,0.02121640737475405,0.0004745272185119695,-5.1845801969803075e-05,,POINT (-46.6115037 -23.52377)
25778144,-23.5240816,-46.6101309,,3,0.0008410428931875525,0.02076686342891781,0.00047468445218054096,-9.986435155442258e-05,,POINT (-46.6101309 -23.5240816)
25778147,-23.5241708,-46.6089591,,3,0.0008410428931875525,0.021131230481546522,0.0015219227145569132,-0.00015037608692160698,,POINT (-46.6089591 -23.5241708)
25783030,-23.5219155,-46.6056686,,3,0.000560695262125035,0.0,0.0,-0.00023761650339014376,,POINT (-46.6056686 -23.5219155)
25783050,-23.5224308,-46.609309,motorway_junction,3,0.0008410428931875525,0.0011411333151699656,0.0046673635262857735,-8.090268083493848e-05,,POINT (-46.609309 -23.5224308)
25783146,-23.5218114,-46.6115765,,3,0.0008410428931875525,0.020990907885341355,0.007580014470560853,-0.00011826249438342444,,POINT (-46.6115765 -23.5218114)
25870718,-23.5646175,-46.6111634,traffic_signals,4,0.00112139052425007,0.034271313373580324,0.011077273999279498,0.0008441524947631205,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,traffic_signals,4,0.00112139052425007,0.034149500381123396,0.016475120081570135,0.0016019249103738857,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,traffic_signals,4,0.00112139052425007,0.03531674173257809,0.12595153541862797,0.00626247503171196,,POINT (-46.6113811 -23.5635176)
25870857,-23.5593666,-46.6139407,,3,0.0008410428931875525,0.031039830088052393,0.007959198636809207,0.0009222042008874121,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,,3,0.0008410428931875525,0.03150342350844643,0.013587841139297478,0.0002859356353927019,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,,3,0.0008410428931875525,0.034090451270019605,0.10940851641066413,0.005325743110928562,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,traffic_signals,4,0.00112139052425007,0.035476905029805085,0.09124971535039833,0.0012762933259656082,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,,3,0.0008410428931875525,0.029709327632882664,0.01752185328349383,0.0008426961641820023,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,,3,0.0008410428931875525,0.03467019374005571,0.04344287181663216,0.007739558645624432,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,,3,0.0008410428931875525,0.03628881730378514,0.10088271811638601,0.002481602356637117,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,,3,0.0008410428931875525,0.03768201217011138,0.10088256088271744,0.0022322937036691765,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,,3,0.0008410428931875525,0.037275545071261094,0.06255452288025386,0.0007044245099930765,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,,3,0.0008410428931875525,0.03314367832982335,0.04108183428251001,0.0015950641307479235,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,,3,0.0008410428931875525,0.0398563808727384,0.05863479054667887,0.0006257360573974563,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,traffic_signals,4,0.00112139052425007,0.03750796896172456,0.003823324623519608,0.0002257700342331642,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,traffic_signals,4,0.00112139052425007,0.03848952942013724,0.048272637373152266,0.0003409330753959261,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,,3,0.0008410428931875525,0.03423175777638288,0.016534358526295565,3.870052605402522e-05,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,,3,0.0008410428931875525,0.035471370699032403,0.016534201292626994,3.928019946383984e-05,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,traffic_signals,4,0.00112139052425007,0.034859414056861104,0.03276153121271893,0.0006122631253225703,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,crossing,4,0.00112139052425007,0.03345052812331275,0.029118166357992182,0.0007313994626778941,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,,3,0.0008410428931875525,0.034087384938540875,0.011174816832874258,0.0006724807727488276,,POINT (-46.6252162 -23.5326836)
25875892,-23.5287456,-46.6312713,,3,0.0008410428931875525,0.0344269788594705,0.000535662896638648,4.5582620355416855e-05,,POINT (-46.6312713 -23.5287456)
25875912,-23.52485,-46.6297992,,3,0.0008410428931875525,0.0321032882125454,0.01423795805500623,4.650491962629072e-05,,POINT (-46.6297992 -23.52485)
25875921,-23.5217505,-46.6343656,motorway_junction,3,0.000560695262125035,0.028955206967803637,0.002873910724273619,-7.77526021407362e-05,,POINT (-46.6343656 -23.5217505)
25875933,-23.5216281,-46.6364197,,3,0.0008410428931875525,0.027867878499595235,0.015163773482574083,0.0009489185395344582,,POINT (-46.6364197 -23.5216281)
25875949,-23.5210108,-46.6371232,motorway_junction,3,0.0008410428931875525,0.02734067855363095,0.002874225191610761,-5.177231515444834e-07,,POINT (-46.6371232 -23.5210108)
25875960,-23.5216195,-46.636985,,3,0.00112139052425007,0.0274363483856772,0.01588308587327876,0.00012577772961491038,,POINT (-46.636985 -23.5216195)
