osmid,y,x,street_count,dc,cc,nbc,vul,highway,ref,geometry
42421828,40.725326,-73.976212,3,0.0024061597690086625,0.03336802020881568,0.000689146035195904,6.686076170852467e-05,,,POINT (-73.976212 40.725326)
42421877,40.7328569,-73.9959291,4,0.0019249278152069298,0.033643382265984886,0.024723020316687095,0.0003184350324378527,traffic_signals,,POINT (-73.9959291 40.7328569)
42421889,40.7341463,-73.9991816,4,0.0019249278152069298,0.03288004776843606,0.042978049951055995,0.0006401492495652038,traffic_signals,,POINT (-73.9991816 40.7341463)
42421969,40.7692956,-73.9810586,3,0.0014436958614051974,0.02714056612578389,0.006015904428479361,5.981953836186629e-05,traffic_signals,,POINT (-73.9810586 40.7692956)
42421972,40.7697925,-73.982236,4,0.0019249278152069298,0.02541786255703077,0.002845210387982094,-0.00010789601299155932,traffic_signals,,POINT (-73.982236 40.7697925)
42421974,40.7704797,-73.9838597,3,0.0014436958614051974,0.02522866964405579,0.008115551155769703,-7.196085129428372e-05,traffic_signals,,POINT (-73.9838597 40.7704797)
42421982,40.7716605,-73.986677,4,0.0024061597690086625,0.026136757548441535,0.006956223649161683,0.0007129527844737815,traffic_signals,,POINT (-73.986677 40.7716605)
42421985,40.7728633,-73.9895402,4,0.0033686236766121273,0.025637402636698024,0.005699642477227251,2.4593509898643934e-05,traffic_signals,,POINT (-73.9895402 40.7728633)
42422258,40.748197,-74.00742,3,0.0014436958614051974,0.034146983359493246,0.0007089343481151765,2.332764589468402e-05,traffic_signals,,POINT (-74.00742 40.748197)
42422509,40.7381466,-73.9736517,3,0.0014436958614051974,0.036574322019156384,0.08336934572789435,0.0005034904857980157,,,POINT (-73.9736517 40.7381466)
42422899,40.7456883,-73.9721236,4,0.0019249278152069298,0.041264119133478105,0.05727606203334064,0.00032684788638457713,traffic_signals,,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,5,0.0024061597690086625,0.04058443988336845,0.04796534134486737,0.0011647324619914396,traffic_signals,,POINT (-73.9749383 40.7460792)
42423456,40.7237914,-74.006113,5,0.0024061597690086625,0.027392867892728927,0.006207026234285902,0.00037828469468039876,traffic_signals,,POINT (-74.006113 40.7237914)
42423514,40.724504,-74.007029,4,0.0014436958614051974,0.027250638538569037,0.0,2.4032656680044912e-05,,,POINT (-74.007029 40.724504)
42423549,40.721087,-73.9747151,3,0.00048123195380173246,0.04247808298911316,0.0,0.00010745894362564892,motorway_junction,5,POINT (-73.9747151 40.721087)
42423564,40.7589831,-73.9645095,3,0.0024061597690086625,0.033909162401132203,0.0036893185314970088,5.470974242069366e-05,traffic_signals,,POINT (-73.9645095 40.7589831)
42423565,40.7596426,-73.9640002,4,0.0019249278152069298,0.03290029475944563,0.0017247771003194576,0.00013112765090169052,traffic_signals,,POINT (-73.9640002 40.7596426)
42423579,40.7595738,-73.960551,3,0.0009624639076034649,0.0,0.0,1.57667275863322e-05,,,POINT (-73.960551 40.7595738)
42423674,40.766876,-73.979076,3,0.0024061597690086625,0.029837710740188553,0.013026448284516611,0.00027754237589262235,traffic_signals,,POINT (-73.979076 40.766876)
42423752,40.7620775,-73.9619964,4,0.0014436958614051974,0.03263481626704478,0.010311117791094856,8.681273159229841e-05,traffic_signals,,POINT (-73.9619964 40.7620775)
42423774,40.738339,-73.9738156,3,0.0014436958614051974,0.04071629210663785,0.07878734184006861,0.006164704296304211,,,POINT (-73.9738156 40.738339)
42423832,40.7587817,-73.998505,3,0.0014436958614051974,0.03321871541573051,0.00018998094743756305,5.1141704632105916e-05,,,POINT (-73.998505 40.7587817)
42423836,40.7593876,-73.9969538,3,0.0014436958614051974,0.03344277108180648,0.0013399206520583783,5.45869854017991e-05,,,POINT (-73.9969538 40.7593876)
42423847,40.7588687,-73.9992001,3,0.0009624639076034649,0.03363138530500663,0.0,-2.7915431590824595e-05,,,POINT (-73.9992001 40.7588687)
42423885,40.7577433,-73.9968456,4,0.0019249278152069298,0.035849719944297316,0.005665600447249867,0.0005116513994110795,traffic_signals,,POINT (-73.9968456 40.7577433)
42424089,40.7606212,-73.9643559,5,0.0024061597690086625,0.033070712627140175,0.008383531633219015,0.0003292758438375152,traffic_signals,,POINT (-73.9643559 40.7606212)
42424218,40.7693848,-73.9950304,3,0.0014436958614051974,0.026832093537459228,0.0015575085483250802,-5.4818533325986126e-05,traffic_signals,,POINT (-73.9950304 40.7693848)
