osmid,y,x,street_count,dc,cc,nbc,vul,highway,ref,geometry
42421828,40.725326,-73.976212,3,0.002553626149131767,0.03351919673350707,0.00079847783556309,5.930670047177068e-05,,,POINT (-73.976212 40.725326)
42421877,40.7328569,-73.9959291,4,0.0020429009193054137,0.034064952501898574,0.02575799731094684,0.00032761853056788027,traffic_signals,,POINT (-73.9959291 40.7328569)
42421889,40.7341463,-73.9991816,4,0.0020429009193054137,0.03329566927805579,0.04551838540804841,0.0006769254083451183,traffic_signals,,POINT (-73.9991816 40.7341463)
42421969,40.7692956,-73.9810586,3,0.0015321756894790604,0.027367798343374095,0.007897443245151013,4.095504778497818e-05,traffic_signals,,POINT (-73.9810586 40.7692956)
42421972,40.7697925,-73.982236,4,0.0020429009193054137,0.025610989923748134,0.005671528437108809,-0.0001321161206198034,traffic_signals,,POINT (-73.982236 40.7697925)
42421974,40.7704797,-73.9838597,3,0.0015321756894790604,0.025431153730970265,0.009867151297402964,-9.895532195100731e-05,traffic_signals,,POINT (-73.9838597 40.7704797)
42421982,40.7716605,-73.986677,4,0.002553626149131767,0.026408923817795582,0.004655232087355646,0.000701501509309438,traffic_signals,,POINT (-73.986677 40.7716605)
42421985,40.7728633,-73.9895402,4,0.003575076608784474,0.025902043610692267,0.0028696048169107613,0.0012420693060576221,traffic_signals,,POINT (-73.9895402 40.7728633)
42422258,40.748197,-74.00742,3,0.0015321756894790604,0.03479385323228854,0.0007597611007793372,2.1167291305536306e-05,traffic_signals,,POINT (-74.00742 40.748197)
42422509,40.7381466,-73.9736517,3,0.0015321756894790604,0.03682399718171728,0.082967209397727,0.0005292647038571045,,,POINT (-73.9736517 40.7381466)
42422899,40.7456883,-73.9721236,4,0.0020429009193054137,0.04153677774113945,0.052345881220774035,0.00033117831734093744,traffic_signals,,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,5,0.002553626149131767,0.04087095352754078,0.04701642173823344,0.0012235499278104426,traffic_signals,,POINT (-73.9749383 40.7460792)
42423456,40.7237914,-74.006113,5,0.002553626149131767,0.02759249355948543,0.006888293633976481,0.0003293357128525883,traffic_signals,,POINT (-74.006113 40.7237914)
42423514,40.724504,-74.007029,4,0.0015321756894790604,0.02745465685463857,0.0,-1.622145354839855e-05,,,POINT (-74.007029 40.724504)
42423564,40.7589831,-73.9645095,3,0.002553626149131767,0.03423571637150133,0.003880060941201778,5.078391252442608e-05,traffic_signals,,POINT (-73.9645095 40.7589831)
42423565,40.7596426,-73.9640002,4,0.0020429009193054137,0.03320720615508245,0.0018172998877679918,0.00013025576674633222,traffic_signals,,POINT (-73.9640002 40.7596426)
42423579,40.7595738,-73.960551,3,0.0010214504596527069,0.0,0.0,5.985954671946583e-06,,,POINT (-73.960551 40.7595738)
42423674,40.766876,-73.979076,3,0.002553626149131767,0.030130149111295287,0.013201801775012342,0.0002848266445253512,traffic_signals,,POINT (-73.979076 40.766876)
