osmid,y,x,highway,street_count,dc,cc,nbc,vul,geometry
42423020,40.7460792,-73.9749383,traffic_signals,5,0.016025641025641024,0.08569004524886878,0.04888427757380911,0.005941733846985204,POINT (-73.9749383 40.7460792)
42426816,40.7472955,-73.9758273,traffic_signals,4,0.01282051282051282,0.06307815978233984,0.015035136548600383,0.0007605023064214612,POINT (-73.9758273 40.7472955)
42427369,40.7396792,-73.9909583,traffic_signals,4,0.01282051282051282,0.05523927452311158,0.009379895292274714,-0.0012391583733271717,POINT (-73.9909583 40.7396792)
42427371,40.7410305,-73.9941671,traffic_signals,4,0.009615384615384616,0.04731622694719655,0.015417594195729242,-0.0013694325739916798,POINT (-73.9941671 40.7410305)
42427423,40.7435682,-73.9923179,traffic_signals,4,0.01282051282051282,0.061534842196699156,0.046264656911442215,0.0001320894154415962,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,traffic_signals,4,0.009615384615384616,0.06266175796094875,0.014054761921374318,-0.0007113918372897247,POINT (-73.9951595 40.744765)
42427786,40.745301,-73.986846,traffic_signals,4,0.01282051282051282,0.08903467939020132,0.06870620029184508,0.0017851997889234508,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,traffic_signals,4,0.01282051282051282,0.08407417582417583,0.020087134725870974,0.0007632083458893941,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,traffic_signals,4,0.01282051282051282,0.08055286487397081,0.04795233152400502,0.0014645465688059595,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,traffic_signals,4,0.01282051282051282,0.08139961698052983,0.05024148439459703,0.0004765595645470789,POINT (-73.9929242 40.7478717)
42427812,40.7490537,-73.9957298,traffic_signals,4,0.009615384615384616,0.07539318867143617,0.02127254174918564,-7.574673532042569e-05,POINT (-73.9957298 40.7490537)
42428183,40.7391754,-73.9897504,traffic_signals,4,0.00641025641025641,0.058503876793428444,0.0,-0.0017959050160390657,POINT (-73.9897504 40.7391754)
42428192,40.7398661,-73.9895652,traffic_signals,4,0.009615384615384616,0.06141924762776359,0.013055587091481764,-0.0006483530448485352,POINT (-73.9895652 40.7398661)
42428198,40.7406183,-73.9894381,traffic_signals,4,0.01282051282051282,0.06549290349090037,0.02483185807695696,0.0018269013588485246,POINT (-73.9894381 40.7406183)
42428201,40.7413643,-73.9891378,traffic_signals,4,0.019230769230769232,0.0696637347027972,0.05675950895386996,0.003554996230099314,POINT (-73.9891378 40.7413643)
42428206,40.7422186,-73.9891071,traffic_signals,3,0.009615384615384616,0.06278208137073082,0.002026013018778292,-0.0008013777860981037,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,traffic_signals,3,0.009615384615384616,0.0628894241044273,0.00856590265754253,-0.0007170353733989783,POINT (-73.9891631 40.7430428)
42428220,40.7445363,-73.9888917,traffic_signals,3,0.009615384615384616,0.07731466510368244,0.013953015707889432,9.64342684643327e-05,POINT (-73.9888917 40.7445363)
42428223,40.7452886,-73.9887531,traffic_signals,4,0.01282051282051282,0.08055286487397081,0.012197270654361417,0.0005198973820662761,POINT (-73.9887531 40.7452886)
42428227,40.7467961,-73.9884727,traffic_signals,4,0.01282051282051282,0.08611636388194772,0.016921125501075735,0.0008954971693229528,POINT (-73.9884727 40.7467961)
42428232,40.7475458,-73.9883326,traffic_signals,4,0.01282051282051282,0.0892236553622242,0.017582090311358173,0.0009577271483804066,POINT (-73.9883326 40.7475458)
42428253,40.7506824,-73.9878205,traffic_signals,3,0.009615384615384616,0.09276784848190901,0.006540747828432724,0.0004721919058100962,POINT (-73.9878205 40.7506824)
42428258,40.751444,-73.9876732,traffic_signals,4,0.01282051282051282,0.08390636309797987,0.0220057343097869,0.0009834525934596546,POINT (-73.9876732 40.751444)
