osmid,y,x,highway,street_count,dc,cc,nbc,vul,geometry
42427423,40.7435682,-73.9923179,traffic_signals,4,0.019230769230769232,0.008547008547008546,0.012572373862696443,0.010104074895942037,POINT (-73.9923179 40.7435682)
42427786,40.745301,-73.986846,traffic_signals,4,0.02564102564102564,0.11303351820593201,0.07774037913112364,0.0030659965234234626,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,traffic_signals,4,0.02564102564102564,0.10497144776620759,0.032501193914626504,0.001174962467372182,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,traffic_signals,4,0.02564102564102564,0.09831681610822715,0.05251134652499414,0.0043135546982062695,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,traffic_signals,4,0.01282051282051282,0.09997281560209058,0.0,-0.0019262312737166787,POINT (-73.9929242 40.7478717)
42428206,40.7422186,-73.9891071,traffic_signals,3,0.01282051282051282,0.0681717613853808,0.0,-0.004448023774193088,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,traffic_signals,3,0.019230769230769232,0.0718996855587085,0.030148883374689826,-0.003201004931601248,POINT (-73.9891631 40.7430428)
42428220,40.7445363,-73.9888917,traffic_signals,3,0.019230769230769232,0.09233724022456417,0.016429556106975458,-0.0010355923308263129,POINT (-73.9888917 40.7445363)
42428223,40.7452886,-73.9887531,traffic_signals,4,0.02564102564102564,0.09831681610822715,0.02230061492372492,0.0002350219763120401,POINT (-73.9887531 40.7452886)
42428227,40.7467961,-73.9884727,traffic_signals,4,0.02564102564102564,0.1088534107402032,0.0326120264981986,0.001616928993981331,POINT (-73.9884727 40.7467961)
42428232,40.7475458,-73.9883326,traffic_signals,4,0.02564102564102564,0.1146508499449676,0.030395704771951294,0.0017305305643023987,POINT (-73.9883326 40.7475458)
42428253,40.7506824,-73.9878205,traffic_signals,3,0.019230769230769232,0.11483341499265066,0.021161505174897025,0.0002852407183642307,POINT (-73.9878205 40.7506824)
42428258,40.751444,-73.9876732,traffic_signals,4,0.02564102564102564,0.09692928039702232,0.026400243561237366,0.0008192487833756079,POINT (-73.9876732 40.751444)
42428264,40.7521844,-73.9875229,traffic_signals,4,0.02564102564102564,0.1058186127885321,0.03268896617527782,0.0006636893252411698,POINT (-73.9875229 40.7521844)
42428268,40.7528837,-73.9873365,traffic_signals,4,0.02564102564102564,0.08870281010502414,0.017395662215961217,-8.415259874185735e-05,POINT (-73.9873365 40.7528837)
42428272,40.7536222,-73.9870696,traffic_signals,3,0.019230769230769232,0.09699446484920594,0.027416386414104776,-0.0004442411001588694,POINT (-73.9870696 40.7536222)
42429874,40.743451,-73.988194,traffic_signals,4,0.02564102564102564,0.09145895322179406,0.08201551178453732,0.008102358896666047,POINT (-73.988194 40.743451)
42429876,40.7427711,-73.9865977,traffic_signals,4,0.02564102564102564,0.08385509838998212,0.045994006408193205,0.009089327031667448,POINT (-73.9865977 40.7427711)
