osmid,y,x,highway,street_count,dc,cc,nbc,vulnerability,com,ref,geometry
1437681456,-23.1913908,-45.8674137,,3,0.00967741935483871,0.033218037270782555,0.004318012055517919,1.0004239638661925,0.03206245350028198,,POINT (-45.8674137 -23.1913908)
1437681457,-23.1904948,-45.8673288,,3,0.00967741935483871,0.031224645981622556,0.019886393246130594,0.9997243882965168,0.030716874013155888,,POINT (-45.8673288 -23.1904948)
1437681458,-23.191625,-45.866628,,3,0.0064516129032258064,0.03219479992573287,0.011348515642642488,1.0000091424231428,0.03143363535917995,,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,,3,0.0064516129032258064,0.03319978158971486,0.03737688258898327,0.9998441487848049,0.030967831482027926,,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,,3,0.0064516129032258064,0.03429092500462347,0.03687833307276739,0.9991187193637413,0.0317938169206093,,POINT (-45.8691359 -23.1922309)
1437681479,-23.1913822,-45.869431,,3,0.008064516129032258,0.031195622298293396,0.014654228985356193,0.9984148202758723,0.024675848790454473,,POINT (-45.869431 -23.1913822)
1437681480,-23.1903842,-45.8699379,,4,0.0016129032258064516,0.0,0.0,1.0009924323476425,0.010131392457011843,,POINT (-45.8699379 -23.1903842)
1437689817,-23.1919238,-45.8650608,,3,0.0032258064516129032,0.0,0.0,1.00059867863305,0.019629249056009324,,POINT (-45.8650608 -23.1919238)
1437698178,-23.1918548,-45.8657795,,3,0.0064516129032258064,0.027758269806848854,0.002428474646933139,1.000627574474505,0.025812514166608985,,POINT (-45.8657795 -23.1918548)
1437698184,-23.1915972,-45.865258,,3,0.00967741935483871,0.02855739934794609,0.007934233154411382,0.9974430285271008,0.02263312626644855,,POINT (-45.865258 -23.1915972)
1437698186,-23.1913291,-45.8647237,,3,0.0064516129032258064,0.027758269806848854,0.0031789045807493876,0.9994597032237323,0.01315753114883342,,POINT (-45.8647237 -23.1913291)
1437698195,-23.190135,-45.8661401,,3,0.0064516129032258064,0.02939532021830819,0.0086950857261973,1.0009991380402472,0.018901058564842955,,POINT (-45.8661401 -23.190135)
1438333450,-23.1903136,-45.86673,,4,0.008064516129032258,0.03028693601757002,0.01582677575694408,1.0002949039258007,0.027210420991177535,,POINT (-45.86673 -23.1903136)
1446670972,-23.1949238,-45.8658229,motorway_junction,3,0.004838709677419355,0.037533595887322246,0.07431925077776866,0.9908349450494736,0.03017002679922495,,POINT (-45.8658229 -23.1949238)
1446670988,-23.2182371,-45.8540288,,4,0.0064516129032258064,0.05004583098388299,0.0790956923323442,0.9873736797249542,0.051488134022592516,,POINT (-45.8540288 -23.2182371)
1446670989,-23.2140414,-45.8569489,,4,0.0064516129032258064,0.05445805695541797,0.0088124607994472,0.9978661940644297,0.050578571149781565,,POINT (-45.8569489 -23.2140414)
1446671002,-23.2230937,-45.8560897,,3,0.004838709677419355,0.03843384818720267,0.0033209130230861437,1.0002986056190815,0.040283517517934776,,POINT (-45.8560897 -23.2230937)
1446671007,-23.208997,-45.8575321,,3,0.004838709677419355,0.05958800806928897,0.17292766547003088,0.9965600853962814,0.03803055087916121,,POINT (-45.8575321 -23.208997)
1446671010,-23.2000514,-45.8639063,,3,0.004838709677419355,0.04031117214776802,0.03076358437828551,0.9993759512257632,0.03401896303981069,,POINT (-45.8639063 -23.2000514)
1446671013,-23.2192006,-45.854189,,3,0.004838709677419355,0.043289374833855365,0.030805409349106264,0.9984984737044446,0.04299123738199862,,POINT (-45.854189 -23.2192006)
1446671015,-23.203508,-45.8612975,,3,0.0064516129032258064,0.050312586475093825,0.11387810620406942,0.9958371212590781,0.03808898040665641,,POINT (-45.8612975 -23.203508)
1446671018,-23.2055917,-45.8605262,,4,0.008064516129032258,0.055759943308699614,0.1706977744258814,0.992561880596945,0.04717470693170504,,POINT (-45.8605262 -23.2055917)
1446671019,-23.2003589,-45.8636959,,3,0.004838709677419355,0.04200411805078929,0.030768795697270347,0.9993075155842261,0.0401341819548221,,POINT (-45.8636959 -23.2003589)
1446671022,-23.2107427,-45.8569899,,3,0.0064516129032258064,0.053342448194830167,0.059575277580092074,0.997160276813694,0.03955657275649867,,POINT (-45.8569899 -23.2107427)
1446671027,-23.1955056,-45.8656856,traffic_signals,3,0.004838709677419355,0.038992010960204715,0.07432446209675349,0.9903796453716018,0.03143986543294763,,POINT (-45.8656856 -23.1955056)
1446671028,-23.2098454,-45.8570945,,3,0.004838709677419355,0.052158800363188706,0.10644971345799355,0.9942790503988999,0.035042417042915774,,POINT (-45.8570945 -23.2098454)
1446674016,-23.2227214,-45.8558953,,3,0.004838709677419355,0.039977713308613036,0.003934545833550472,1.0003512085240864,0.04262219464426043,,POINT (-45.8558953 -23.2227214)
1446674017,-23.2227145,-45.8561454,,5,0.008064516129032258,0.043351505260599325,0.02189535671478451,0.9990799555200961,0.07013906044450137,,POINT (-45.8561454 -23.2227145)
1446674018,-23.2237976,-45.8606049,,3,0.004838709677419355,0.03986953707803931,0.0047631455521392465,1.0005529223625376,0.018488422650964287,,POINT (-45.8606049 -23.2237976)
1446674020,-23.2237295,-45.8604587,,3,0.004838709677419355,0.04153910649841515,0.004768356871124081,1.0001200631859557,0.033040959681461556,,POINT (-45.8604587 -23.2237295)
1446674021,-23.2238706,-45.8605319,,3,0.004838709677419355,0.03832899091469143,0.004757934233154412,1.000528907992862,0.019420901736746966,,POINT (-45.8605319 -23.2238706)
1446674033,-23.2238122,-45.8604317,,3,0.004838709677419355,0.03690306816166473,0.004752722914169578,1.0000372381150322,0.0378011872007904,,POINT (-45.8604317 -23.2238122)
1446674039,-23.2220035,-45.8558943,,3,0.004838709677419355,0.03843873923431227,0.023302412840689984,0.9999314267095945,0.04199265597703644,,POINT (-45.8558943 -23.2220035)
1446748353,-23.218797,-45.8540412,,4,0.0064516129032258064,0.04723985187726396,0.0696995596811271,0.9989001569240473,0.05293956425144933,,POINT (-45.8540412 -23.218797)
1446748354,-23.2185508,-45.8543345,,3,0.004838709677419355,0.049262270717316446,0.0832650138475766,0.995607812798171,0.04144122422341366,,POINT (-45.8543345 -23.2185508)
1446748371,-23.2182562,-45.8543399,,3,0.004838709677419355,0.0518365561872706,0.08327022516656145,0.9797337835879437,0.039965853810657134,,POINT (-45.8543399 -23.2182562)
1446748375,-23.2223495,-45.8558256,,3,0.004838709677419355,0.03843384818720267,0.003929334514565637,1.0001489862505801,0.04262717241961898,,POINT (-45.8558256 -23.2223495)
1446748386,-23.2223571,-45.8562105,,3,0.004838709677419355,0.043292477125301106,0.006336963885559435,0.9996834783980098,0.04858981687799236,,POINT (-45.8562105 -23.2223571)
1453950122,-23.1948681,-45.8642372,,3,0.00967741935483871,0.03512432268192637,0.004100352632584599,0.9991724680892883,0.03150605156022369,,POINT (-45.8642372 -23.1948681)
1453950123,-23.1958164,-45.864265,,4,0.01129032258064516,0.037239750080535795,0.008015808908377562,1.0000881305704938,0.05063867382930322,,POINT (-45.864265 -23.1958164)
1453950288,-23.1926486,-45.8654099,,3,0.008064516129032258,0.03634359438132906,0.01217940875518144,0.9978628933644069,0.03162893710086762,,POINT (-45.8654099 -23.1926486)
1453950289,-23.1943868,-45.8649731,,3,0.00967741935483871,0.037417356816751415,0.014870858552394813,0.9999992189637633,0.03476177240895611,,POINT (-45.8649731 -23.1943868)
1453950293,-23.198817,-45.8639126,,3,0.00967741935483871,0.04257546168203902,0.121425403277506,0.9892297779741395,0.03375194561378666,,POINT (-45.8639126 -23.198817)
1453950300,-23.1973561,-45.8639127,,4,0.012903225806451613,0.03843140313038053,0.029543740750942807,0.9991385469292573,0.04930921810635639,,POINT (-45.8639127 -23.1973561)
1453955946,-23.1922356,-45.8653658,,3,0.0032258064516129032,0.03504562462461343,0.0,1.0003486398821175,0.017143484939402806,,POINT (-45.8653658 -23.1922356)
1453957511,-23.1959281,-45.8649342,,3,0.00967741935483871,0.038615649821430044,0.0205873508053139,1.0000028578189215,0.03855884654129377,,POINT (-45.8649342 -23.1959281)
1453957515,-23.196521,-45.8648213,,3,0.00967741935483871,0.03989323290011567,0.038690060525748256,0.9996898649826347,0.0383334633900319,,POINT (-45.8648213 -23.196521)
1453957518,-23.1983083,-45.8634198,,3,0.00967741935483871,0.03964972603087763,0.02995093501816086,0.9986039969673236,0.035338376256152826,,POINT (-45.8634198 -23.1983083)
1453958821,-23.1971269,-45.8633836,,3,0.00967741935483871,0.03704109545689199,0.019496996046842314,0.9992714674323054,0.03307957578506197,,POINT (-45.8633836 -23.1971269)
1453958828,-23.1979287,-45.8625623,,3,0.00967741935483871,0.03814505435413599,0.011222625065451592,0.9974114338490087,0.02481112162258593,,POINT (-45.8625623 -23.1979287)
1453960044,-23.1960891,-45.863782,,3,0.00967741935483871,0.03395746069738345,0.003923341497733077,0.9977817691221713,0.023900031587679626,,POINT (-45.863782 -23.1960891)
1453960046,-23.1955296,-45.8622353,turning_circle,1,0.0032258064516129032,0.03282991282030605,0.0,1.0008556982000867,0.00997315558957264,,POINT (-45.8622353 -23.1955296)
1453960056,-23.196516,-45.8636128,,3,0.00967741935483871,0.03489102609486263,0.00667381361841724,0.9981024125477282,0.02251306641281883,,POINT (-45.8636128 -23.196516)
1453960060,-23.195913,-45.862102,turning_circle,1,0.0032258064516129032,0.03370171413146173,0.0,1.000888020049153,0.009697591837414735,,POINT (-45.862102 -23.195913)
1453960064,-23.1969251,-45.863447,,3,0.00967741935483871,0.035934996478879995,0.012370480111373339,0.9978772042062367,0.02434972266055241,,POINT (-45.863447 -23.1969251)
1453960077,-23.1962916,-45.8619327,turning_circle,1,0.0032258064516129032,0.03467473457734196,0.0,1.0008468337917344,0.010072078653013749,,POINT (-45.8619327 -23.1962916)
1453960082,-23.1973073,-45.8631433,,3,0.00967741935483871,0.03572461418133954,0.0034559234085004063,0.9982592978033151,0.024380250319491432,,POINT (-45.8631433 -23.1973073)
1453960083,-23.1967154,-45.861713,turning_circle,1,0.0032258064516129032,0.03447880976008513,0.0,1.000897264768086,0.010076493551379012,,POINT (-45.861713 -23.1967154)
1453960087,-23.1976844,-45.8628366,,3,0.00967741935483871,0.03677501831170948,0.005204370559522051,0.9981524095946217,0.022695157057056155,,POINT (-45.8628366 -23.1976844)
1453960093,-23.1970962,-45.8615041,turning_circle,1,0.0032258064516129032,0.03545622877136117,0.0,1.0008259895263911,0.009727551194066774,,POINT (-45.8615041 -23.1970962)
1453961350,-23.1985889,-45.8640501,,3,0.00967741935483871,0.04120758702636095,0.07341644353122286,0.9929062399075438,0.034533233390753496,,POINT (-45.8640501 -23.1985889)
1453962116,-23.1956396,-45.8665464,,3,0.004838709677419355,0.025795432162195295,0.06516754390536245,0.9882765443120027,0.030390814741174072,,POINT (-45.8665464 -23.1956396)
1453969481,-23.2000549,-45.863017,,3,0.00967741935483871,0.04411122495848496,0.12131966520170696,0.9922731477221853,0.03658534230026928,,POINT (-45.863017 -23.2000549)
1453969483,-23.2005558,-45.8624817,,4,0.012903225806451613,0.04548627556708468,0.08228197848523046,0.9969121168633799,0.04635126286451315,,POINT (-45.8624817 -23.2005558)
1453969491,-23.2015007,-45.8613897,,3,0.00967741935483871,0.04692063889758847,0.06575508721447419,0.9976323812064911,0.037052864710691205,,POINT (-45.8613897 -23.2015007)
1453969497,-23.2020445,-45.8610896,,3,0.008064516129032258,0.04544521370694739,0.005348113338063037,0.999496213843337,0.03477065451735185,,POINT (-45.8610896 -23.2020445)
1453969499,-23.2029493,-45.8606957,mini_roundabout,4,0.012903225806451613,0.048994584412526486,0.0839110761040262,0.9938313166513312,0.05105982424099779,,POINT (-45.8606957 -23.2029493)
1453969511,-23.1994463,-45.8614324,,3,0.00967741935483871,0.044127335705365346,0.053833655245815064,0.9968697420196335,0.03453266553594419,,POINT (-45.8614324 -23.1994463)
1453969527,-23.2005985,-45.8633634,traffic_signals,3,0.004838709677419355,0.040429877245780454,0.02125461884164787,0.9996460623701301,0.04035596247904465,,POINT (-45.8633634 -23.2005985)
1453969529,-23.2006684,-45.863259,,3,0.004838709677419355,0.04213595771824312,0.021259830160632705,0.9997909802973607,0.035468670083241546,,POINT (-45.863259 -23.2006684)
1453969532,-23.2002814,-45.8617754,,3,0.00967741935483871,0.04363016219893483,0.003344271624387453,0.9995553926535011,0.03639893936389193,,POINT (-45.8617754 -23.2002814)
1453969533,-23.1999856,-45.861014,,3,0.00967741935483871,0.0424498085732873,0.0017543285235190362,0.9998360404471436,0.03371897941139257,,POINT (-45.861014 -23.1999856)
1453969534,-23.1998786,-45.8607385,,3,0.00967741935483871,0.040746204357645456,0.00045668525370437914,1.0000958290087136,0.03290361512582094,,POINT (-45.8607385 -23.1998786)
1453969535,-23.1994979,-45.8597444,,3,0.00967741935483871,0.043548387096774194,0.0022911012965740746,0.9998304984991642,0.033702933996356,,POINT (-45.8597444 -23.1994979)
1453969544,-23.1993769,-45.8594474,,3,0.00967741935483871,0.04551712069066091,0.0595904139502775,0.9967908115768391,0.0371469030720234,,POINT (-45.8594474 -23.1993769)
1453969558,-23.2008418,-45.8603998,,3,0.00967741935483871,0.04509579171442606,0.00908182098910862,0.9993587497138768,0.037013438105775946,,POINT (-45.8603998 -23.2008418)
1453969560,-23.2012966,-45.8606107,,3,0.00967741935483871,0.04362701132421836,0.003570516674162407,0.9996095609729021,0.03389320463266015,,POINT (-45.8606107 -23.2012966)
1453969565,-23.2008329,-45.8611533,,3,0.00967741935483871,0.042354569572071205,0.0022475166472732404,0.999827046054106,0.03358860962615418,,POINT (-45.8611533 -23.2008329)
1453969576,-23.2020581,-45.8619612,,3,0.0064516129032258064,0.048460069453429455,0.10729468939133541,0.996884911510116,0.036139107774702785,,POINT (-45.8619612 -23.2020581)
1453969591,-23.2012756,-45.8593589,,3,0.00967741935483871,0.045322471738798976,0.015044772265155808,0.9956967550705896,0.030668536895838115,,POINT (-45.8593589 -23.2012756)
1453969592,-23.2016957,-45.8587385,,3,0.00967741935483871,0.046656103321474476,0.022204028377155932,0.998025463036501,0.03275164403006041,,POINT (-45.8587385 -23.2016957)
1453977234,-23.1999246,-45.8587521,,1,0.0032258064516129032,0.04333595594020456,0.0,1.000104278743443,0.011377198355755371,,POINT (-45.8587521 -23.1999246)
1453977242,-23.204063,-45.859968,,3,0.00967741935483871,0.05055680189191159,0.10834451827640079,0.9941532407471656,0.04183528105910385,,POINT (-45.859968 -23.204063)
1453977246,-23.2043934,-45.8595671,,4,0.012903225806451613,0.05246684260955807,0.12684146078975705,0.99260153632513,0.050312710999580665,,POINT (-45.8595671 -23.2043934)
1453977252,-23.2060502,-45.8586613,,3,0.00967741935483871,0.053899288526628446,0.08137856067862503,0.9979353092514626,0.042082067888560296,,POINT (-45.8586613 -23.2060502)
1453977291,-23.202825,-45.8583367,,4,0.012903225806451613,0.0464516129032258,0.021310032253997375,0.9968001306837413,0.048233304722503964,,POINT (-45.8583367 -23.202825)
1453977294,-23.2018654,-45.8575353,,3,0.0064516129032258064,0.0401024446233704,0.002283837802830862,0.9997295629112399,0.03403930961115518,,POINT (-45.8575353 -23.2018654)
1453977295,-23.2014554,-45.8572117,,3,0.00967741935483871,0.04163931801809013,0.005298304043308198,0.999156274111515,0.038484362074235966,,POINT (-45.8572117 -23.2014554)
1453977296,-23.2006962,-45.856577,,3,0.00967741935483871,0.04016910870446516,0.0063293434363284945,0.9993668743713175,0.04089266448539507,,POINT (-45.856577 -23.2006962)
1453977301,-23.2036041,-45.8596371,,3,0.00967741935483871,0.048428990364474234,0.033237985079377204,0.9970945992087975,0.03557004525803458,,POINT (-45.8596371 -23.2036041)
1453977303,-23.2025477,-45.8587901,,3,0.00967741935483871,0.04654825287459174,0.022128897728380538,0.9977486220771894,0.038045343688775386,,POINT (-45.8587901 -23.2025477)
1453977304,-23.2018751,-45.8582457,,3,0.00967741935483871,0.04483473547620986,0.021174202965495204,0.998356222718856,0.03806406789581604,,POINT (-45.8582457 -23.2018751)
1453977306,-23.2013042,-45.8578124,,4,0.012903225806451613,0.043159478874505365,0.01860366206919533,0.9984836258480374,0.04935236974818193,,POINT (-45.8578124 -23.2013042)
1453977308,-23.200408,-45.8571012,,4,0.012903225806451613,0.0415333946927777,0.01032955524073433,0.996582752330614,0.044609360993368825,,POINT (-45.8571012 -23.200408)
1453977314,-23.2015216,-45.8585927,,3,0.00967741935483871,0.04307638518300425,0.006570783342792804,0.9997181188207535,0.03482493431746922,,POINT (-45.8585927 -23.2015216)
1453977323,-23.2045148,-45.8521257,,3,0.00967741935483871,0.04216242502836764,0.0034936901911814676,0.9977136429141622,0.035347515831540985,,POINT (-45.8521257 -23.2045148)
1453977329,-23.2000149,-45.8567843,,1,0.0032258064516129032,0.03985901463489388,0.0,1.0004134181557693,0.01495710583787555,,POINT (-45.8567843 -23.2000149)
1453977330,-23.2052802,-45.8570057,,3,0.00967741935483871,0.048655221150648485,0.003986460907854388,0.999398435187829,0.03790459576989131,,POINT (-45.8570057 -23.2052802)
1453977331,-23.2022029,-45.8571401,,3,0.0064516129032258064,0.04124697704536745,0.0039070848157291655,0.999916616122521,0.033413404544351155,,POINT (-45.8571401 -23.2022029)
1453977333,-23.2064313,-45.8522207,,3,0.00967741935483871,0.04471526467849383,0.0020567885931842135,1.0000274900867234,0.04150524648502056,,POINT (-45.8522207 -23.2064313)
1453979232,-23.2032541,-45.8580947,,3,0.00967741935483871,0.044632672759989035,0.007241489558569944,0.9993508341511169,0.03851971382174354,,POINT (-45.8580947 -23.2032541)
1453979234,-23.2025939,-45.8566703,,3,0.00967741935483871,0.04298443331481796,0.005950260628136102,0.9996411805371477,0.0353912288912033,,POINT (-45.8566703 -23.2025939)
1453979238,-23.2037534,-45.8578272,,3,0.00967741935483871,0.0453871694820775,0.0036915794694644326,0.9997813285988909,0.04106704541196571,,POINT (-45.8578272 -23.2037534)
1453979239,-23.2029973,-45.8562027,,3,0.00967741935483871,0.043693275409117,0.0035036459612480648,0.9996458881644309,0.040620309648938036,,POINT (-45.8562027 -23.2029973)
1453979243,-23.2033994,-45.8557231,,4,0.012903225806451613,0.045380350496277914,0.012504583271913948,0.9981209288802075,0.058294891898046854,,POINT (-45.8557231 -23.2033994)
1453979249,-23.204768,-45.858645,,3,0.00967741935483871,0.05125600083204239,0.01953066978928957,0.9993008844568456,0.0439824588143269,,POINT (-45.858645 -23.204768)
1453979250,-23.2023909,-45.8546211,,4,0.012903225806451613,0.041829609874425404,0.009337955934755162,0.996700721859955,0.04782301855569043,,POINT (-45.8546211 -23.2023909)
1453979257,-23.2047751,-45.8572779,,3,0.00967741935483871,0.046656103321474476,0.0009675370435044815,0.9996791375894614,0.04102767726527525,,POINT (-45.8572779 -23.2047751)
1453979262,-23.2038243,-45.8552445,,3,0.00967741935483871,0.046298530487925475,0.0031065881937126657,0.9996667674909586,0.04188303817113306,,POINT (-45.8552445 -23.2038243)
1453987112,-23.2033421,-45.8587304,,3,0.00967741935483871,0.04828962636342539,0.024983594929873072,0.9984831873811476,0.043384978722536466,,POINT (-45.8587304 -23.2033421)
1453987113,-23.2055327,-45.8575443,,3,0.00967741935483871,0.05077777807904947,0.01329209267990918,0.9991717786318768,0.043193437172516856,,POINT (-45.8575443 -23.2055327)
1453987117,-23.2038477,-45.8591431,,3,0.00967741935483871,0.050295830972146495,0.025673219620739398,0.997905290803991,0.041313546725052414,,POINT (-45.8591431 -23.2038477)
1453987119,-23.2062838,-45.857816,,3,0.00967741935483871,0.0544777009474661,0.10941473231776985,0.9973423644606689,0.04366322542969774,,POINT (-45.857816 -23.2062838)
1453987128,-23.2042407,-45.8547653,,3,0.00967741935483871,0.047770300949426824,0.005152947004347944,0.9993848178813299,0.04189781965291761,,POINT (-45.8547653 -23.2042407)
1453987130,-23.2065026,-45.8596293,,3,0.0064516129032258064,0.05673396185259688,0.16457188479801116,0.9960941757904744,0.03768297804621509,,POINT (-45.8596293 -23.2065026)
1453987131,-23.2063243,-45.8592457,,3,0.00967741935483871,0.055513988771039476,0.03178794295303331,0.9991369286983742,0.037369432387376104,,POINT (-45.8592457 -23.2063243)
1453987139,-23.204905,-45.8599962,,3,0.00967741935483871,0.05399564049038716,0.05621142923564393,0.9965073103466288,0.04131049798663501,,POINT (-45.8599962 -23.204905)
1453987149,-23.2018734,-45.8540935,,1,0.0032258064516129032,0.040131749538726606,0.0,1.000468495133475,0.015646937698987184,,POINT (-45.8540935 -23.2018734)
1453987150,-23.2027198,-45.8549598,,3,0.00967741935483871,0.043351505260599325,0.00951658608659187,0.9997448176977741,0.0472552665973075,,POINT (-45.8549598 -23.2027198)
1453987151,-23.2010765,-45.8569075,,3,0.00967741935483871,0.04112343266211379,0.00411961214884807,0.9995868443559136,0.0401910240023844,,POINT (-45.8569075 -23.2010765)
1453987165,-23.2030571,-45.8553072,,4,0.012903225806451613,0.04501849808528591,0.02548037310075818,0.9972932244442312,0.060206181573125836,,POINT (-45.8553072 -23.2030571)
1453987174,-23.2022622,-45.8562382,,3,0.00967741935483871,0.04332041777027261,0.007708602956030893,0.9972069019659077,0.0378556590671229,,POINT (-45.8562382 -23.2022622)
1453987175,-23.2020314,-45.8565086,,1,0.0032258064516129032,0.041502007818525116,0.0,1.000392227115626,0.012815265501860278,,POINT (-45.8565086 -23.2020314)
1453987179,-23.2011453,-45.8551151,,1,0.0032258064516129032,0.03915375110548005,0.0,1.0005018570630992,0.0157080766021445,,POINT (-45.8551151 -23.2011453)
1453987183,-23.2069501,-45.8592497,,3,0.0064516129032258064,0.0567020110574856,0.16600444134544404,0.9961412177469698,0.03606666824536432,,POINT (-45.8592497 -23.2069501)
1453987185,-23.20465,-45.8542826,,4,0.012903225806451613,0.04785355084018152,0.03423970012206678,0.9982286884500159,0.0594134944719796,,POINT (-45.8542826 -23.20465)
1453987188,-23.2043493,-45.8538015,,4,0.012903225806451613,0.04598486913347428,0.03441876900369021,0.9977943383697737,0.06558331789209546,,POINT (-45.8538015 -23.2043493)
1453987190,-23.2040333,-45.8534374,,3,0.00967741935483871,0.04406617738758856,0.00933438115184112,0.9997898552617948,0.04852787072012584,,POINT (-45.8534374 -23.2040333)
1453987194,-23.203213,-45.8526019,,1,0.0032258064516129032,0.04089792335024382,0.0,1.0005025130571168,0.015004718652221902,,POINT (-45.8526019 -23.203213)
1453987200,-23.2042336,-45.8518151,,1,0.0032258064516129032,0.040437996238466535,0.0,1.0006138110009417,0.012327182424583881,,POINT (-45.8518151 -23.2042336)
1453987203,-23.2052127,-45.8528025,,4,0.012903225806451613,0.04539740180404686,0.00986905133889998,0.9992791621569279,0.06412327350368704,,POINT (-45.8528025 -23.2052127)
1453987206,-23.2054979,-45.8532924,,4,0.012903225806451613,0.046731896480734246,0.01648933494156385,0.998967920455493,0.05681159825612129,,POINT (-45.8532924 -23.2054979)
1453987210,-23.2073818,-45.8573253,,4,0.012903225806451613,0.056379209127993615,0.07334466290401366,0.9968914169248433,0.052161439572021955,,POINT (-45.8573253 -23.2073818)
1453987212,-23.2077105,-45.8578184,,4,0.012903225806451613,0.058599595092293295,0.16917782599187284,0.9955101605109866,0.051651197630274315,,POINT (-45.8578184 -23.2077105)
1453987215,-23.2080552,-45.8582902,,3,0.0064516129032258064,0.05860527995794059,0.17508932957635154,0.9966837341719111,0.038875481263854934,,POINT (-45.8582902 -23.2080552)
1453987228,-23.2060541,-45.8518351,,3,0.00967741935483871,0.04349195290183237,0.0004912686755930912,1.0000690035302986,0.04686238544458827,,POINT (-45.8518351 -23.2060541)
1453987252,-23.209305,-45.8571516,,4,0.008064516129032258,0.05897717717528572,0.28082007939554204,0.9899982784004985,0.04800500733764915,,POINT (-45.8571516 -23.209305)
1453990675,-23.2051016,-45.8566103,,3,0.00967741935483871,0.04983938831832783,0.010396039335856625,0.999082132182785,0.04084533251282689,,POINT (-45.8566103 -23.2051016)
1453990676,-23.2081686,-45.8549599,,3,0.00967741935483871,0.04948826294801766,0.004739821504900839,0.9997580397441427,0.039019043659019044,,POINT (-45.8549599 -23.2081686)
1453990678,-23.205063,-45.8551821,,3,0.00967741935483871,0.04986818770071418,0.031218715020367927,0.9993447427688861,0.050832953593902004,,POINT (-45.8551821 -23.205063)
