osmid,y,x,street_count,dc,cc,nbc,vulnerability,com,highway,geometry
1446670988,-23.2182371,-45.8540288,4,0.008130081300813009,0.052946525993414435,0.08293398737761894,0.9875256454132618,0.06476131495929346,,POINT (-45.8540288 -23.2182371)
1446670989,-23.2140414,-45.8569489,4,0.008130081300813009,0.061624969072016776,0.009891307238746656,0.9975622652487454,0.06370776976124698,,POINT (-45.8569489 -23.2140414)
1446671002,-23.2230937,-45.8560897,3,0.006097560975609756,0.04006963872906649,0.0040402033348235725,1.0007207845158894,0.044992466131437765,,POINT (-45.8560897 -23.2230937)
1446671007,-23.208997,-45.8575321,3,0.006097560975609756,0.07010603793726489,0.1599005741491508,0.9955493608799586,0.047904605600942396,,POINT (-45.8575321 -23.208997)
1446671010,-23.2000514,-45.8639063,3,0.006097560975609756,0.043850132993198024,0.00437874974472759,0.999543010652209,0.03727670063752656,,POINT (-45.8639063 -23.2000514)
1446671013,-23.2192006,-45.854189,3,0.006097560975609756,0.04551465492271039,0.02973854585796367,0.9987665695959028,0.052926935719996064,,POINT (-45.854189 -23.2192006)
1446671015,-23.203508,-45.8612975,3,0.008130081300813009,0.05735873649286564,0.07803555537650476,0.9944952824602726,0.04797402758307929,,POINT (-45.8612975 -23.203508)
1446671018,-23.2055917,-45.8605262,4,0.010162601626016262,0.06438951445854345,0.14383030399976063,0.9912302255228189,0.05942224809987446,,POINT (-45.8605262 -23.2055917)
1446671019,-23.2003589,-45.8636959,3,0.006097560975609756,0.04583527097598392,0.00437874974472759,0.9991728901028528,0.048918280755412984,,POINT (-45.8636959 -23.2003589)
1446671022,-23.2107427,-45.8569899,3,0.008130081300813009,0.06086407209794223,0.06543225660189723,0.9965566719893809,0.0498268035436405,,POINT (-45.8569899 -23.2107427)
1446671028,-23.2098454,-45.8570945,3,0.006097560975609756,0.05896666627371929,0.08880020665319638,0.9930313439484408,0.04414061870700176,,POINT (-45.8570945 -23.2098454)
1446674016,-23.2227214,-45.8558953,3,0.006097560975609756,0.041767214145951796,0.00501092841885649,1.0007009744735647,0.05037431183448124,,POINT (-45.8558953 -23.2227214)
1446674017,-23.2227145,-45.8561454,5,0.008130081300813009,0.0454934399255431,0.022034838474657658,0.9994181500109779,0.06192178004032145,,POINT (-45.8561454 -23.2227145)
1446674039,-23.2220035,-45.8558943,3,0.006097560975609756,0.040142151030788914,0.021852698160382825,1.0001350722188935,0.05062661265232973,,POINT (-45.8558943 -23.2220035)
1446748353,-23.218797,-45.8540412,4,0.008130081300813009,0.04987818173357531,0.06657006474711312,0.9988791441720294,0.06626357016616614,,POINT (-45.8540412 -23.218797)
1446748354,-23.2185508,-45.8543345,3,0.006097560975609756,0.05213205107160569,0.07847983353930207,0.9955798337911501,0.05136748575213252,,POINT (-45.8543345 -23.2185508)
1446748371,-23.2182562,-45.8543399,3,0.006097560975609756,0.05499302795597259,0.07847983353930207,0.9809233707517369,0.050193897971057444,,POINT (-45.8543399 -23.2182562)
1446748375,-23.2223495,-45.8558256,3,0.006097560975609756,0.04010256636381796,0.00501092841885649,1.0004285960038655,0.0517772173551945,,POINT (-45.8558256 -23.2223495)
1446748386,-23.2223571,-45.8562105,3,0.0040650406504065045,0.0454807204176422,0.0,1.0004041499169916,0.03926382209105283,,POINT (-45.8562105 -23.2223571)
1453950122,-23.1948681,-45.8642372,3,0.008130081300813009,0.03710806251093459,0.0024685531987702763,1.0011524118641113,0.02339849984820229,,POINT (-45.8642372 -23.1948681)
1453950123,-23.1958164,-45.864265,4,0.014227642276422765,0.04000394541202565,0.014382599528642853,0.9992650679331878,0.051391172101500626,,POINT (-45.864265 -23.1958164)
1453950293,-23.198817,-45.8639126,3,0.012195121951219513,0.04710048548222188,0.09468433151744958,0.949527614904527,0.040953196185097754,,POINT (-45.8639126 -23.198817)
1453950300,-23.1973561,-45.8639127,4,0.016260162601626018,0.04163891894891645,0.04263752973578683,0.9989225150976768,0.05799009650516307,,POINT (-45.8639127 -23.1973561)
1453957511,-23.1959281,-45.8649342,3,0.008130081300813009,0.04154675039003072,0.005985793055486591,1.000839626749505,0.031292962456322564,,POINT (-45.8649342 -23.1959281)
1453957515,-23.196521,-45.8648213,3,0.012195121951219513,0.04331304962113259,0.032873842995049744,1.000170506280339,0.04280490541222506,,POINT (-45.8648213 -23.196521)
1453957518,-23.1983083,-45.8634198,3,0.012195121951219513,0.043336127349374025,0.041350266863157285,0.9987115878553505,0.043437384912800914,,POINT (-45.8634198 -23.1983083)
1453958821,-23.1971269,-45.8633836,3,0.012195121951219513,0.040040050055899314,0.02689577710441033,0.99890851342569,0.04083309154226034,,POINT (-45.8633836 -23.1971269)
1453958828,-23.1979287,-45.8625623,3,0.012195121951219513,0.04156798382293874,0.014506648121470926,0.9973726476459208,0.031071191680691137,,POINT (-45.8625623 -23.1979287)
1453960044,-23.1960891,-45.863782,3,0.012195121951219513,0.035830259183649106,0.004159560434708217,0.9989426454607292,0.025410603117260427,,POINT (-45.863782 -23.1960891)
1453960046,-23.1955296,-45.8622353,1,0.0040650406504065045,0.0345884279595507,0.0,1.0016627193302765,0.011513139573786243,turning_circle,POINT (-45.8622353 -23.1955296)
1453960056,-23.196516,-45.8636128,3,0.012195121951219513,0.03713064978173178,0.00973415793221076,0.9986084051105709,0.027216779917772896,,POINT (-45.8636128 -23.196516)
1453960060,-23.195913,-45.862102,1,0.0040650406504065045,0.03579871846253674,0.0,1.0015406940527953,0.01199859356407476,turning_circle,POINT (-45.862102 -23.195913)
1453960064,-23.1969251,-45.863447,3,0.012195121951219513,0.03853507028437309,0.017650362348837673,0.9977904130685118,0.030313541168921574,,POINT (-45.863447 -23.1969251)
1453960077,-23.1962916,-45.8619327,1,0.0040650406504065045,0.03710241998641381,0.0,1.0013975189965016,0.012631133319693877,turning_circle,POINT (-45.8619327 -23.1962916)
1453960082,-23.1973073,-45.8631433,3,0.012195121951219513,0.03852594379737119,0.004278641564419717,0.9983564570153082,0.03056830851725029,,POINT (-45.8631433 -23.1973073)
1453960083,-23.1967154,-45.861713,1,0.0040650406504065045,0.03709395941633482,0.0,1.0014054329721782,0.012672784194101198,turning_circle,POINT (-45.861713 -23.1967154)
1453960087,-23.1976844,-45.8628366,3,0.012195121951219513,0.039974453643619005,0.006739191628168925,0.9982226984731477,0.02854140229095437,,POINT (-45.8628366 -23.1976844)
1453960093,-23.1970962,-45.8615041,1,0.0040650406504065045,0.038434916128321714,0.0,1.0013139576229024,0.01224735402895698,turning_circle,POINT (-45.8615041 -23.1970962)
