u,v,key,osmid,oneway,lanes,name,highway,reversed,length,ebc,vulnerability,geometry,maxspeed,bridge,ref,junction
1453987139,1453977246,0,310701931,False,,Rua Orion,residential,False,71.829,0.02957174057279432,,"LINESTRING (-45.8599962 -23.204905, -45.8595671 -23.2043934)",,,,
1453987139,1446671018,0,310701931,False,,Rua Orion,residential,True,93.618,0.02543166735701473,,"LINESTRING (-45.8599962 -23.204905, -45.8605262 -23.2055917)",,,,
1453987149,1453979250,0,448342032,False,,Rua Aquarius,residential,True,78.859,0.001676493359537848,,"LINESTRING (-45.8540935 -23.2018734, -45.8546211 -23.2023909)",,,,
1453987150,2061113647,0,132115224,False,,Rua Primo Betti,residential,False,129.071,0.002856561416559202,0.9998727758939798,"LINESTRING (-45.8549598 -23.2027198, -45.855893 -23.2019377)",,,,
1453987150,1453979250,0,448342032,False,,Rua Aquarius,residential,False,50.356,0.0025491629942755323,,"LINESTRING (-45.8549598 -23.2027198, -45.8546211 -23.2023909)",,,,
1453987150,1453987165,0,448342032,False,,Rua Aquarius,residential,True,51.646,0.006399383080636757,0.9993874569759781,"LINESTRING (-45.8549598 -23.2027198, -45.8553072 -23.2030571)",,,,
1453987151,2061113647,0,132115224,False,,Rua Primo Betti,residential,True,141.14,0.0031116735192560736,0.9994094731572202,"LINESTRING (-45.8569075 -23.2010765, -45.855893 -23.2019377)",,,,
1453987151,1453977295,0,448342021,False,,Rua Odete Mimessi,residential,False,52.361,0.00233517447580064,,"LINESTRING (-45.8569075 -23.2010765, -45.8572117 -23.2014554)",,,,
1453987151,1453977296,0,448342021,False,,Rua Odete Mimessi,residential,True,54.122,0.0005057183570255205,,"LINESTRING (-45.8569075 -23.2010765, -45.856577 -23.2006962)",,,,
1453987165,1453987188,0,132115247,False,,Rua José Busato,residential,False,210.537,0.011156462017635824,0.9985968154917726,"LINESTRING (-45.8553072 -23.2030571, -45.8538015 -23.2043493)",,,,
1453987165,1453987174,0,132115247,False,,Rua José Busato,residential,True,129.869,0.005389940976470838,0.9992405466831207,"LINESTRING (-45.8553072 -23.2030571, -45.8562382 -23.2022622)",,,,
1453987165,1453987150,0,448342032,False,,Rua Aquarius,residential,False,51.646,0.006418580409843985,,"LINESTRING (-45.8553072 -23.2030571, -45.8549598 -23.2027198)",,,,
1453987165,1453979243,0,448342032,False,,Rua Aquarius,residential,True,57.056000000000004,0.005526687113848478,,"LINESTRING (-45.8553072 -23.2030571, -45.8556677 -23.2033538, -45.8557231 -23.2033994)",,,,
1453987174,2061113647,0,132115233,False,,Rua Carolina Antunes Stetener,residential,False,50.464,0.003091033682030216,0.9996894867991741,"LINESTRING (-45.8562382 -23.2022622, -45.855893 -23.2019377)",,,,
1453987174,1453987165,0,132115247,False,,Rua José Busato,residential,False,129.869,0.005182665693638023,,"LINESTRING (-45.8562382 -23.2022622, -45.8553072 -23.2030571)",,,,
1453987174,1453987175,0,132115247,False,,Rua José Busato,residential,True,37.714,0.0016616044309451493,0.9969675069578037,"LINESTRING (-45.8562382 -23.2022622, -45.8565086 -23.2020314)",,,,
1453987175,1453987174,0,132115247,False,,Rua José Busato,residential,False,37.714,0.0016764933595378477,,"LINESTRING (-45.8565086 -23.2020314, -45.8562382 -23.2022622)",,,,
1453987179,2061113646,0,132115233,False,,Rua Carolina Antunes Stetener,residential,True,67.083,0.001676493359537848,0.9970887740595002,"LINESTRING (-45.8551151 -23.2011453, -45.8555553 -23.2015928)",,,,
1453987183,1453990680,0,132115237,False,,Rua Netuno,residential,False,68.923,0.0035471189021948814,0.999465433472626,"LINESTRING (-45.8592497 -23.2069501, -45.8586438 -23.2066779)",,,,
1453987183,1453987130,0,448342052,True,,Avenida dos Astronautas,secondary,False,63.096000000000004,0.1471394488440293,,"LINESTRING (-45.8592497 -23.2069501, -45.8594286 -23.2067392, -45.8596293 -23.2065026)",60,,,
1453987185,1453990678,0,132115237,False,,Rua Netuno,residential,True,102.761,0.014177984991285848,0.9995547350094556,"LINESTRING (-45.8542826 -23.20465, -45.8551821 -23.205063)",,,,
1453987185,1453990690,0,448342023,False,,Rua Centaurus,residential,False,68.388,0.004596658821914764,0.9997276452224197,"LINESTRING (-45.8542826 -23.20465, -45.8538011 -23.2050771)",,,,
1453987185,1453987128,0,448342050,False,,Rua Centaurus,residential,True,67.119,0.0004351066848833511,,"LINESTRING (-45.8542826 -23.20465, -45.8547653 -23.2042407)",,,,
1453987185,1453987188,0,448342038,False,,Rua Netuno,residential,False,59.586,0.01912073515433151,0.9985109936014308,"LINESTRING (-45.8542826 -23.20465, -45.8539845 -23.2044843, -45.8538015 -23.2043493)",,,,
1453987188,1453987203,0,132115247,False,,Rua José Busato,residential,False,140.146,0.001593024071223204,0.9994143552358683,"LINESTRING (-45.8538015 -23.2043493, -45.8528025 -23.2052127)",,,,
1453987188,1453987165,0,132115247,False,,Rua José Busato,residential,True,210.537,0.013824768144561126,,"LINESTRING (-45.8538015 -23.2043493, -45.8553072 -23.2030571)",,,,
1453987188,1453987190,0,448342038,False,,Rua Netuno,residential,False,51.179,0.006504219530840919,0.9994326126298352,"LINESTRING (-45.8538015 -23.2043493, -45.8534374 -23.2040333)",,,,
1453987188,1453987185,0,448342038,False,,Rua Netuno,residential,True,59.586,0.016515246548047487,,"LINESTRING (-45.8538015 -23.2043493, -45.8539845 -23.2044843, -45.8542826 -23.20465)",,,,
1453987190,2061127781,0,132115252,False,,Rua Dom Gabriel P Bueno do Couto,residential,False,135.947,0.0004415376485167098,0.9999243610544368,"LINESTRING (-45.8534374 -23.2040333, -45.8524548 -23.2048574)",,,,
1453987190,2061127780,0,448342038,False,,Rua Netuno,residential,False,50.43,0.005051250558843559,0.9996378076010932,"LINESTRING (-45.8534374 -23.2040333, -45.8531043 -23.2036987)",,,,
1453987190,1453987188,0,448342038,False,,Rua Netuno,residential,True,51.179,0.00609148860578145,,"LINESTRING (-45.8534374 -23.2040333, -45.8538015 -23.2043493)",,,,
1453987194,2061127780,0,448342038,False,,Rua Netuno,residential,True,74.52,0.0016764933595378477,0.9970864938173432,"LINESTRING (-45.8526019 -23.203213, -45.8531043 -23.2036987)",,,,
1453987200,1453977323,0,664316342,False,,Rua Hermino José Friggi,residential,False,44.557,0.0016764933595378477,,"LINESTRING (-45.8518151 -23.2042336, -45.8521257 -23.2045148)",,,,
1453987203,2061127781,0,132115243,False,,Rua Júpiter,residential,True,53.137,0.00391206041141931,0.9996691336926777,"LINESTRING (-45.8528025 -23.2052127, -45.8524548 -23.2048574)",,,,
1453987203,1453987228,0,132115247,False,,Rua José Busato,residential,False,136.118,0.0010730915179325258,0.9998480578384817,"LINESTRING (-45.8528025 -23.2052127, -45.8518351 -23.2060541)",,,,
1453987203,1453987188,0,132115247,False,,Rua José Busato,residential,True,140.146,0.0020536835883311136,,"LINESTRING (-45.8528025 -23.2052127, -45.8538015 -23.2043493)",,,,
1453987203,1453987206,0,132115243,False,,Rua Júpiter,residential,False,59.478,0.005195827464995379,0.9993438293362582,"LINESTRING (-45.8528025 -23.2052127, -45.8530585 -23.2053883, -45.8532924 -23.2054979)",,,,
1453987206,1453990699,0,132115243,False,,Rua Júpiter,residential,False,28.159,0.0014289412617269977,0.9997027258882647,"LINESTRING (-45.8532924 -23.2054979, -45.8535393 -23.2056103)",,,,
1453987206,1453977333,0,448351874,False,,Rua Centaurus,residential,False,150.892,0.002469811809846475,,"LINESTRING (-45.8532924 -23.2054979, -45.8522207 -23.2064313)",,,,
1453987206,1453990690,0,448351874,False,,Rua Centaurus,residential,True,69.944,0.009546641054077433,0.9988882507010749,"LINESTRING (-45.8532924 -23.2054979, -45.8538011 -23.2050771)",,,,
1453987206,1453987203,0,132115243,False,,Rua Júpiter,residential,True,59.478,0.0059081592577293245,,"LINESTRING (-45.8532924 -23.2054979, -45.8530585 -23.2053883, -45.8528025 -23.2052127)",,,,
1453987210,1453990686,0,132115243,False,,Rua Júpiter,residential,True,55.136,0.004710161704884644,0.9993704514796132,"LINESTRING (-45.8573253 -23.2073818, -45.8568478 -23.207151)",,,,
1453987210,1453987212,0,132115243,False,,Rua Júpiter,residential,False,62.260999999999996,0.03617065197309626,0.9975595343261038,"LINESTRING (-45.8573253 -23.2073818, -45.8573948 -23.2074242, -45.8578184 -23.2077105)",,,,
1453987210,1453990684,0,448351877,False,,Rua Mercúrio,residential,True,67.751,0.038125686758101636,0.9980934732929572,"LINESTRING (-45.8573253 -23.2073818, -45.8574069 -23.2072793, -45.8577039 -23.2068817)",,,,
1453987210,1453990683,0,664297802,False,,Praça Marte,residential,False,196.69799999999998,0.0017999267859843701,0.9995839151010527,"LINESTRING (-45.8573253 -23.2073818, -45.8572741 -23.2074492, -45.8561702 -23.2087967)",,,,
1453987212,1453990680,0,132116456,False,,Rua Vênus,residential,True,142.475,0.02482073324356788,0.9993114974026095,"LINESTRING (-45.8578184 -23.2077105, -45.8586438 -23.2066779)",,,,
1453987212,1453990681,0,448351879,False,,Rua Vênus,residential,False,188.097,0.11283016616108106,0.9971523757987095,"LINESTRING (-45.8578184 -23.2077105, -45.8567195 -23.2090675)",,,,
1453987212,1453987215,0,132115243,False,,Rua Júpiter,residential,False,61.595,0.0021761760786246313,0.9989712127882487,"LINESTRING (-45.8578184 -23.2077105, -45.8582307 -23.2080119, -45.8582902 -23.2080552)",,,,
1453987212,1453987210,0,132115243,False,,Rua Júpiter,residential,True,62.260999999999996,0.04278034600127341,,"LINESTRING (-45.8578184 -23.2077105, -45.8573948 -23.2074242, -45.8573253 -23.2073818)",,,,
1453987215,1453987183,0,448351876,True,,Avenida dos Astronautas,secondary,False,157.211,0.14396283950438404,,"LINESTRING (-45.8582902 -23.2080552, -45.8592497 -23.2069501)",60,,,
1453987215,1453987212,0,132115243,False,,Rua Júpiter,residential,True,61.595,0.01632174250927293,,"LINESTRING (-45.8582902 -23.2080552, -45.8582307 -23.2080119, -45.8578184 -23.2077105)",,,,
1453987228,1453987203,0,132115247,False,,Rua José Busato,residential,True,136.118,0.0011528322580716937,,"LINESTRING (-45.8518351 -23.2060541, -45.8528025 -23.2052127)",,,,
1453987228,1453977333,0,448351880,False,,Rua Saturno,residential,False,57.691,0.0008421016145467104,,"LINESTRING (-45.8518351 -23.2060541, -45.8520359 -23.2062767, -45.8522207 -23.2064313)",,,,
1453987228,2061127781,0,"[448351880, 132115252]",False,,"['Rua Dom Gabriel P Bueno do Couto', 'Rua Saturno']",residential,True,167.266,0.00024298850341374564,0.9997951126178947,"LINESTRING (-45.8518351 -23.2060541, -45.8517065 -23.2058447, -45.851706 -23.2056325, -45.8517878 -23.2054513, -45.8518736 -23.2053465, -45.8524548 -23.2048574)",,,,
1453987252,1453990681,0,448351880,False,,Rua Saturno,residential,True,51.453,0.06118703498783028,0.9956080219099579,"LINESTRING (-45.8571516 -23.209305, -45.8567195 -23.2090675)",,,,
1453987252,1454006732,0,132119118,True,,Avenida das Sairas,residential,False,48.196,0.12079901209065161,0.9998353229370779,"LINESTRING (-45.8571516 -23.209305, -45.857172 -23.209345, -45.8571726 -23.2093556, -45.8571666 -23.2093666, -45.8571468 -23.2093873, -45.8569025 -23.209641)",,,,
1453987252,1446671007,0,132119119,True,,Avenida Lívio Veneziani,residential,False,51.821,0.09823221533770875,,"LINESTRING (-45.8571516 -23.209305, -45.8572665 -23.2092114, -45.8574 -23.2091009, -45.8575321 -23.208997)",,,,
1453990675,1453987128,0,132115207,False,,Rua Capricórnio,residential,False,211.467,0.004334212357951011,,"LINESTRING (-45.8566103 -23.2051016, -45.8547653 -23.2042407)",,,,
1453990675,1453977330,0,132115207,False,,Rua Capricórnio,residential,True,45.026,0.002398687631974497,,"LINESTRING (-45.8566103 -23.2051016, -45.8570057 -23.2052802)",,,,
1453990675,1454248242,0,132116451,False,,Rua Vesta,residential,False,61.018,0.006122527923046057,0.9992234701297471,"LINESTRING (-45.8566103 -23.2051016, -45.8563362 -23.2055891)",,,,
1453990676,2061113651,0,132116451,False,,Rua Vesta,residential,True,188.114,0.00115624254287505,0.9997241038927257,"LINESTRING (-45.8549599 -23.2081686, -45.8557642 -23.2066469)",,,,
1453990676,1453990689,0,448351880,False,,Rua Saturno,residential,False,60.278,0.003286923923463155,0.9997020383749811,"LINESTRING (-45.8549599 -23.2081686, -45.8554694 -23.2084417)",,,,
1453990676,1453990693,0,448351880,False,,Rua Saturno,residential,True,66.672,0.0022584853029156836,0.9997619687363808,"LINESTRING (-45.8549599 -23.2081686, -45.854415 -23.2078389)",,,,
1453990678,1453987185,0,132115237,False,,Rua Netuno,residential,False,102.761,0.016016156707327856,,"LINESTRING (-45.8551821 -23.205063, -45.8542826 -23.20465)",,,,
1453990678,1454248242,0,132115237,False,,Rua Netuno,residential,True,131.659,0.012573589544445693,0.9995170758641923,"LINESTRING (-45.8551821 -23.205063, -45.8563362 -23.2055891)",,,,
1453990678,2061113648,0,132116453,False,,Rua Ceres,residential,False,64.89,0.005625360456365702,0.999894105476212,"LINESTRING (-45.8551821 -23.205063, -45.8548991 -23.2055854)",,,,
1453990679,2061113649,0,132116453,False,,Rua Ceres,residential,True,172.584,0.002030925766414773,0.9997647208784556,"LINESTRING (-45.8538537 -23.2074872, -45.8546189 -23.2061036)",,,,
1453990679,1453990693,0,448351880,False,,Rua Saturno,residential,False,69.426,0.0011575034218598524,0.9998129737024587,"LINESTRING (-45.8538537 -23.2074872, -45.854415 -23.2078389)",,,,
1453990679,1453990695,0,448351880,False,,Rua Saturno,residential,True,61.312,0.0014398263297557934,0.9998129737024587,"LINESTRING (-45.8538537 -23.2074872, -45.8533629 -23.2071701)",,,,
1453990680,1453990682,0,132115237,False,,Rua Netuno,residential,False,64.776,0.024802310145284587,0.9988487170638513,"LINESTRING (-45.8586438 -23.2066779, -45.8580812 -23.2064096)",,,,
1453990680,1453987183,0,132115237,False,,Rua Netuno,residential,True,68.923,0.0067088393132474595,,"LINESTRING (-45.8586438 -23.2066779, -45.8592497 -23.2069501)",,,,
1453990680,1453987212,0,132116456,False,,Rua Vênus,residential,False,142.475,0.07538934403092415,,"LINESTRING (-45.8586438 -23.2066779, -45.8578184 -23.2077105)",,,,
1453990681,1453987212,0,448351879,False,,Rua Vênus,residential,True,188.097,0.05471079404266083,,"LINESTRING (-45.8567195 -23.2090675, -45.8578184 -23.2077105)",,,,
1453990681,1453987252,0,448351880,False,,Rua Saturno,residential,False,51.453,0.12015805946179067,,"LINESTRING (-45.8567195 -23.2090675, -45.8571516 -23.209305)",,,,
1453990681,5357599329,0,448351880,False,,Rua Saturno,residential,True,6.487,0.008015617061700115,0.9986513014764712,"LINESTRING (-45.8567195 -23.2090675, -45.856665 -23.2090376)",,,,
1453990682,1453987119,0,132115237,False,,Rua Netuno,residential,False,30.5,0.02495436596553425,,"LINESTRING (-45.8580812 -23.2064096, -45.857816 -23.2062838)",,,,
1453990682,1453990680,0,132115237,False,,Rua Netuno,residential,True,64.776,0.07851775241510066,,"LINESTRING (-45.8580812 -23.2064096, -45.8586438 -23.2066779)",,,,
1453990682,1453990684,0,132116459,False,,Rua Mercúrio,residential,False,65.135,0.0018482574728267572,0.9993529396235056,"LINESTRING (-45.8580812 -23.2064096, -45.8577039 -23.2068817)",,,,
1453990683,5357599329,0,448351880,False,,Rua Saturno,residential,False,57.224,0.006533320811479278,0.999320685511603,"LINESTRING (-45.8561702 -23.2087967, -45.856665 -23.2090376)",,,,
1453990683,1453990687,0,448351880,False,,Rua Saturno,residential,True,20.03,0.005017139940829622,0.9995700357641241,"LINESTRING (-45.8561702 -23.2087967, -45.8560003 -23.2087069)",,,,
1453990683,1453987210,0,664297802,False,,Praça Marte,residential,True,196.69799999999998,0.0013409652356643515,,"LINESTRING (-45.8561702 -23.2087967, -45.8572741 -23.2074492, -45.8573253 -23.2073818)",,,,
1453990684,1453990682,0,132116459,False,,Rua Mercúrio,residential,True,65.135,0.004336939343804869,,"LINESTRING (-45.8577039 -23.2068817, -45.8580812 -23.2064096)",,,,
1453990684,2061113650,0,132116466,False,,Rua Urano,residential,False,189.372,0.036549256769150495,0.9976519923228583,"LINESTRING (-45.8577039 -23.2068817, -45.8560564 -23.2061022)",,,,
1453990684,1453987210,0,448351877,False,,Rua Mercúrio,residential,False,67.751,0.03248138365146748,,"LINESTRING (-45.8577039 -23.2068817, -45.8574069 -23.2072793, -45.8573253 -23.2073818)",,,,
1453990686,1453987210,0,132115243,False,,Rua Júpiter,residential,False,55.136,0.004188843405068934,,"LINESTRING (-45.8568478 -23.207151, -45.8573253 -23.2073818)",,,,
1453990686,1453990688,0,132115243,False,,Rua Júpiter,residential,True,61.238,0.0027737554792865056,0.9996960238236325,"LINESTRING (-45.8568478 -23.207151, -45.856314 -23.2069008)",,,,
1453990686,1453990687,0,132116462,False,,Praça Marte,residential,False,193.478,0.0005579412748112809,0.9999495740362909,"LINESTRING (-45.8568478 -23.207151, -45.8560003 -23.2087069)",,,,
1453990687,1453990686,0,132116462,False,,Praça Marte,residential,True,193.478,0.00039771417470567513,,"LINESTRING (-45.8560003 -23.2087069, -45.8568478 -23.207151)",,,,
1453990687,1453990683,0,448351880,False,,Rua Saturno,residential,False,20.03,0.005350275031678861,,"LINESTRING (-45.8560003 -23.2087069, -45.8561702 -23.2087967)",,,,
1453990687,1453990689,0,448351880,False,,Rua Saturno,residential,True,61.751999999999995,0.004064865114827799,0.9996391228699687,"LINESTRING (-45.8560003 -23.2087069, -45.8557222 -23.208568, -45.8554694 -23.2084417)",,,,
1453990688,1453990686,0,132115243,False,,Rua Júpiter,residential,False,61.238,0.002397775350983704,,"LINESTRING (-45.856314 -23.2069008, -45.8568478 -23.207151)",,,,
1453990688,2061113651,0,132115243,False,,Rua Júpiter,residential,True,62.883,0.0020749582720440804,0.9996962237641773,"LINESTRING (-45.856314 -23.2069008, -45.8557642 -23.2066469)",,,,
1453990688,1453990689,0,132116463,False,,Rua Plutão,residential,False,191.854,0.00045009175062902737,0.9999495740362909,"LINESTRING (-45.856314 -23.2069008, -45.8554694 -23.2084417)",,,,
1453990689,1453990688,0,132116463,False,,Rua Plutão,residential,True,191.854,0.0003290172152477214,,"LINESTRING (-45.8554694 -23.2084417, -45.856314 -23.2069008)",,,,
1453990689,1453990676,0,448351880,False,,Rua Saturno,residential,True,60.278,0.0032648683252862287,,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",,,,
1453990689,1453990687,0,448351880,False,,Rua Saturno,residential,False,61.751999999999995,0.004222884176978734,,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",,,,
1453990690,2061113648,0,132116466,False,,Rua Urano,residential,True,125.645,0.014527404067990694,0.9988456366608741,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",,,,
1453990690,1453987185,0,448342023,False,,Rua Centaurus,residential,True,68.388,0.00535021722320593,,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",,,,
1453990690,1453987206,0,448351874,False,,Rua Centaurus,residential,False,69.944,0.01028772447684052,,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",,,,
1453990692,2061113651,0,132115243,False,,Rua Júpiter,residential,False,66.03,0.001861782530890982,0.9996748300076942,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",,,,
1453990692,2061113649,0,132115243,False,,Rua Júpiter,residential,True,65.69,0.00023021983112210022,0.9998161142005821,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",,,,
1453990692,1453990693,0,132116470,False,,Rua Juno,residential,False,181.392,0.00032663155206482113,0.9999495740362909,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",,,,
1453990693,1453990692,0,132116470,False,,Rua Juno,residential,True,181.392,0.0003432551590046677,,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",,,,
1453990693,1453990676,0,448351880,False,,Rua Saturno,residential,False,66.672,0.0023451428078644343,,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",,,,
1453990693,1453990679,0,448351880,False,,Rua Saturno,residential,True,69.426,0.001069111238563954,,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",,,,
1453990694,2061113649,0,132115243,False,,Rua Júpiter,residential,False,60.551,0.0033893233797314447,0.9995647133515221,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",,,,
1453990694,1453990699,0,132115243,False,,Rua Júpiter,residential,True,62.666,0.0011561360384313589,0.9998356880551427,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",,,,
1453990694,1453990695,0,132116471,False,,Rua Palas,residential,False,163.327,0.0008923706942657954,0.9999495740362909,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",,,,
1453990695,1453990694,0,132116471,False,,Rua Palas,residential,True,163.327,0.000885491175495994,,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",,,,
1453990695,1453990679,0,448351880,False,,Rua Saturno,residential,False,61.312,0.0014774731401736782,,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",,,,
1453990695,1453990700,0,448351880,False,,Rua Saturno,residential,True,63.677,0.0008851433431819548,0.9998065730641916,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",,,,
1453990699,1453990694,0,132115243,False,,Rua Júpiter,residential,False,62.666,0.0011655495094224718,,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",,,,
1453990699,1453987206,0,132115243,False,,Rua Júpiter,residential,True,28.159,0.00143438348410687,,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",,,,
1453990699,1453990700,0,132116473,False,,Praça Columbia,residential,False,154.9,0.0006080777150651419,0.9999495740362909,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",,,,
1453990700,1453990699,0,132116473,False,,Praça Columbia,residential,True,154.9,0.0006080444798434363,,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",,,,
1453990700,1453990695,0,448351880,False,,Rua Saturno,residential,False,63.677,0.000901021706237336,,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",,,,
1453990700,1453977333,0,448351880,False,,Rua Saturno,residential,True,79.084,0.0005778816829825156,,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",,,,
1454006732,1454006734,0,132119118,True,,Avenida das Sairas,residential,False,91.209,0.14605289474939395,0.9990237170881859,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",,,,
1454006734,1454006735,0,132119118,True,,Avenida das Sairas,residential,False,46.864,0.1511352021646485,0.9980087688550668,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",,,,
1454006735,1454006737,0,132119118,True,,Avenida das Sairas,residential,False,39.563,0.05879236028455384,0.9991422692842833,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",,,,
1454006735,3179135096,0,132119123,True,,,residential,False,20.546,0.004806368516838401,0.9996142639242768,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",,,,
1454006735,1454006763,0,312091241,True,,,residential,False,17.713,0.0875513622918476,0.9998439079353422,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",,,,
1454006737,1454012686,0,312091239,False,,Avenida das Sairas,residential,False,39.501,0.05914208703726431,0.9984760323777909,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",,,,
1454006737,3179135096,0,132119120,True,,,residential,False,23.729,0.004913150051809395,0.9998672399219554,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",,,,
1454006738,1454008413,0,132119124,False,,Avenida das Curruiras,residential,False,175.61599999999999,0.004902424479867298,0.9998023482315365,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",,,,
1454006738,6308115793,0,132133901,False,,Avenida das Sairas,residential,False,73.294,0.020693589637676587,0.997363980768641,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",,,,
1454006738,1454012689,0,312091239,False,,Avenida das Sairas,residential,True,62.147,0.0078103523557790065,0.9986804889869246,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",,,,
1454006744,1454006734,0,132119121,True,,,residential,False,22.822999999999997,0.00506741848666093,,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",,,,
1454006744,1453987252,0,312091242,True,,Avenida Lívio Veneziani,residential,False,137.737,0.16004531402580716,,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",,,,
1454006745,3179135102,0,312091242,True,,Avenida Lívio Veneziani,residential,False,31.796,0.11869264810977886,0.9956848079999643,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",,,,
1454006745,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,False,231.332,0.0891680389994347,0.9895860807668837,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",,,,
1454006760,1454006745,0,132119120,True,,,residential,False,25.201,0.08940542524093027,,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",,,,
1454006760,3179135102,0,312091243,True,,Avenida dos Tangarás,residential,False,21.444000000000003,0.046390306545503496,0.9995109345524192,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",,,,
1454006763,1454006760,0,132119120,True,,,residential,False,21.712000000000003,0.09045072760867601,,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",,,,
1454006767,1454008414,0,132119122,False,,Avenida dos Tangarás,residential,True,276.564,0.004750312667500439,0.9985283938556196,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",,,,
1454006767,1454006760,0,312091243,True,,Avenida dos Tangarás,residential,False,41.783,0.04533011524916526,,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",,,,
1454006785,1454008413,0,132119124,False,,Avenida das Curruiras,residential,True,30.524,0.008766764224598779,0.9973080823968891,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",,,,
1454006785,3179135121,0,312091250,True,,Avenida das Curruiras,residential,False,25.063000000000002,0.0074431059134025,0.9995516159063996,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",,,,
