u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,name,junction,bridge
1453990689,1453990676,0,448351880,False,,residential,,True,60.278,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",0.0036999899538063003,,Rua Saturno,,
1453990689,1453990687,0,448351880,False,,residential,,False,61.751999999999995,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",0.004829848090208329,,Rua Saturno,,
1453990690,2061113648,0,132116466,False,,residential,,True,125.645,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",0.016593738810174587,0.9986926874926891,Rua Urano,,
1453990690,1453987185,0,448342023,False,,residential,,True,68.388,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",0.006136793562619547,,Rua Centaurus,,
1453990690,1453987206,0,448351874,False,,residential,,False,69.944,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",0.011796064939343827,,Rua Centaurus,,
1453990692,2061113651,0,132115243,False,,residential,,False,66.03,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",0.002118039959985249,0.9996308177270352,Rua Júpiter,,
1453990692,2061113649,0,132115243,False,,residential,,True,65.69,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",0.00028868816862737833,0.9997865652693958,Rua Júpiter,,
1453990692,1453990693,0,132116470,False,,residential,,False,181.392,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",0.00038611417790749224,0.9999414709998614,Rua Juno,,
1453990693,1453990692,0,132116470,False,,residential,,True,181.392,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",0.0003968243709885048,,Rua Juno,,
1453990693,1453990676,0,448351880,False,,residential,,False,66.672,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",0.0026756153997185813,,Rua Saturno,,
1453990693,1453990679,0,448351880,False,,residential,,True,69.426,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",0.0012211411847925253,,Rua Saturno,,
1453990694,2061113649,0,132115243,False,,residential,,False,60.551,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",0.0038485666641079005,0.9995093605586057,Rua Júpiter,,
1453990694,1453990699,0,132115243,False,,residential,,True,62.666,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",0.0013420919288316363,0.9998092844809294,Rua Júpiter,,
1453990694,1453990695,0,132116471,False,,residential,,False,163.327,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",0.0010267728376075948,0.9999414709998614,Rua Palas,,
1453990695,1453990694,0,132116471,False,,residential,,True,163.327,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",0.001007566347362387,,Rua Palas,,
1453990695,1453990679,0,448351880,False,,residential,,False,61.312,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",0.0016920147293182052,,Rua Saturno,,
1453990695,1453990700,0,448351880,False,,residential,,True,63.677,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",0.0010337663738204676,0.9997754909510879,Rua Saturno,,
1453990699,1453990694,0,132115243,False,,residential,,False,62.666,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",0.0013458056811806102,,Rua Júpiter,,
1453990699,1453987206,0,132115243,False,,residential,,True,28.159,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",0.0016649290716641988,,Rua Júpiter,,
1453990699,1453990700,0,132116473,False,,residential,,False,154.9,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",0.0007025159690466576,0.9999414709998614,Praça Columbia,,
1453990700,1453990699,0,132116473,False,,residential,,True,154.9,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",0.0006959397121586379,,Praça Columbia,,
1453990700,1453990695,0,448351880,False,,residential,,False,63.677,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",0.001049320936506111,,Rua Saturno,,
1453990700,1453977333,0,448351880,False,,residential,,True,79.084,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",0.0006887357270282285,,Rua Saturno,,
1454006732,1454006734,0,132119118,True,,residential,,False,91.209,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",0.15519144966397233,0.998974747347464,Avenida das Sairas,,
1454006734,1454006735,0,132119118,True,,residential,,False,46.864,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",0.16104546516844379,0.9977907042509496,Avenida das Sairas,,
1454006735,1454006737,0,132119118,True,,residential,,False,39.563,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",0.06986164867376803,0.9990108945944574,Avenida das Sairas,,
1454006735,3179135096,0,132119123,True,,residential,,False,20.546,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",0.005653624919996837,0.9995894093564277,,,
1454006735,1454006763,0,312091241,True,,residential,,False,17.713,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",0.08553392562096566,0.9998274187642202,,,
1454006737,1454012686,0,312091239,False,,residential,,False,39.501,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",0.07022924774957377,0.998232079451744,Avenida das Sairas,,
1454006737,3179135096,0,132119120,True,,residential,,False,23.729,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",0.005817148920233164,0.9998459064724811,,,
1454006738,1454008413,0,132119124,False,,residential,,False,175.61599999999999,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",0.005649272880204403,0.9997705872226703,Avenida das Curruiras,,
1454006738,6308115793,0,132133901,False,,residential,,False,73.294,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",0.02507228877382379,0.997030893290188,Avenida das Sairas,,
1454006738,1454012689,0,312091239,False,,residential,,True,62.147,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",0.00905369423847418,0.9985187662933113,Avenida das Sairas,,
1454006744,1454006734,0,132119121,True,,residential,,False,22.822999999999997,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",0.00585028145818419,,,,
1454006744,1453987252,0,312091242,True,,residential,,False,137.737,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",0.16330471987328138,,Avenida Lívio Veneziani,,
1454006745,3179135102,0,312091242,True,,residential,,False,31.796,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",0.11563328341418423,0.9956171705945234,Avenida Lívio Veneziani,,
1454006745,5355099068,0,132122679,False,,residential,,False,231.332,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",0.08745159128918024,0.9889545824790889,Avenida Lívio Veneziani,,
1454006760,1454006745,0,132119120,True,,residential,,False,25.201,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",0.08781647873613453,,,,
1454006760,3179135102,0,312091243,True,,residential,,False,21.444000000000003,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",0.05351424982470679,0.9994273095776028,Avenida dos Tangarás,,
1454006763,1454006760,0,132119120,True,,residential,,False,21.712000000000003,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",0.08891839619803991,,,,
1454006767,1454008414,0,132119122,False,,residential,,True,276.564,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",0.005635609359013606,0.9983219149425614,Avenida dos Tangarás,,
1454006767,1454006760,0,312091243,True,,residential,,False,41.783,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",0.05240859831651439,,Avenida dos Tangarás,,
1454006785,1454008413,0,132119124,False,,residential,,True,30.524,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",0.00990289523724174,0.9969754300783121,Avenida das Curruiras,,
1454006785,3179135121,0,312091250,True,,residential,,False,25.063000000000002,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",0.00866155073601882,0.9994931078121682,Avenida das Curruiras,,
1454006787,1454017538,0,312091253,False,,residential,,False,50.748,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",0.006189575580291248,0.9982637295491034,Avenida das Curruiras,,
1454006787,3179135150,0,312091246,True,,residential,,False,12.549,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",0.005899970945563651,0.9995797275022942,Avenida das Curruiras,,
1454006788,8863783287,0,132119310,False,,residential,,False,63.778,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",0.01292953948038228,0.9986620464347167,Rua dos Jaburus,,
1454006788,1454017543,0,132119310,False,,residential,,True,88.24,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",0.010106820035047755,0.999011314783865,Rua dos Jaburus,,
1454006788,1454012796,0,312091253,False,,residential,,True,117.292,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",0.0020303338692396465,0.9997076788202566,Avenida das Curruiras,,
1454008396,1454011089,0,132122679,False,,residential,,True,228.822,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",0.05553643593713469,0.9992997221934111,Avenida Lívio Veneziani,,
1454008396,11294568358,0,1218915307,True,,residential,,False,45.101,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",0.02199322161228348,0.9980033656149114,,,
1454008398,1454008399,0,132119311,True,,residential,,False,12.510000000000002,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",0.002902162655510219,0.9998020268890652,,roundabout,
1454008399,11294568358,0,132119122,False,,residential,,False,8.869,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",0.0024960036889047164,0.9993283125912346,Avenida dos Tangarás,,
1454008399,1454008400,0,132119311,True,,residential,,False,12.184000000000001,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",0.004099206314668065,0.9996510314271779,,roundabout,
1454008400,1454021600,0,312091244,False,,residential,,True,20.775,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",0.003521984992765884,0.9990311497046874,Rua dos Jaburus,,
1454008400,1454008401,0,132119311,True,,residential,,False,14.744,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",0.005492441448506656,0.9996629029439782,,roundabout,
1454008401,1454185783,0,132119313,True,,residential,,False,20.096,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",0.0040031304227214695,0.9997008158290204,,,
1454008401,1454008398,0,132119311,True,,residential,,False,7.677,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",0.0014930450720724293,,,roundabout,
1454008402,5327748879,0,1218915306,False,,residential,,False,9.858,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",0.08527604224101876,0.9837113477674779,Avenida Lívio Veneziani,,
1454008402,1454011088,0,132119314,False,,residential,,False,311.805,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",0.0622259855896818,0.9980152261826942,Rua Poncãs,,
1454008402,1454185783,0,330090732,False,,residential,,True,22.421,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",0.0027500761923254374,0.9987380707729138,,,
1454008402,1454008396,0,1218915305,True,,residential,,False,95.411,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",0.07269165502559087,,Avenida Lívio Veneziani,,
1454008412,5355099068,0,132122679,False,,residential,,True,34.599,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",0.11496525364281099,0.9895197928575812,Avenida Lívio Veneziani,,
1454008412,7812477973,0,132119314,False,,residential,,True,219.612,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",0.007479035602664223,0.9973486095198465,Rua Poncãs,,
1454008412,1454011089,0,132122679,False,,residential,,False,249.132,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",0.08473180614483461,0.9916858213816954,Avenida Lívio Veneziani,,
1454008413,1454006785,0,132119124,False,,residential,,False,30.524,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",0.009926680496589317,,Avenida das Curruiras,,
1454008413,1454012726,0,132119316,False,,residential,,False,61.342,"LINESTRING (-45.8529603 -23.2112141, -45.8528867 -23.2106666)",0.0158903714951632,0.9984142548333124,Rua dos Macucos,,
1454008413,1454006738,0,132119124,False,,residential,,True,175.616,"LINESTRING (-45.8529603 -23.2112141, -45.85329 -23.211228, -45.8534963 -23.2112534, -45.8537304 -23.2113223, -45.8540623 -23.2114275, -45.8543184 -23.2115667, -45.8544694 -23.2116828, -45.8545376 -23.2117353)",0.002111931061893662,,Avenida das Curruiras,,
1454008414,1454012664,0,132119316,False,,residential,,True,59.249,"LINESTRING (-45.8527484 -23.2096016, -45.8528205 -23.2101303)",0.005185074981972342,0.9993881042380752,Rua dos Macucos,,
1454008414,1454006767,0,132119122,False,,residential,,False,276.56399999999996,"LINESTRING (-45.8527484 -23.2096016, -45.8529647 -23.2095822, -45.8531945 -23.2095783, -45.8535197 -23.2095962, -45.8538695 -23.2096482, -45.8542751 -23.2097534, -45.8544955 -23.2098159, -45.8547691 -23.2099286, -45.8550601 -23.2100839, -45.8553087 -23.210222)",0.04994670227350997,,Avenida dos Tangarás,,
1454008414,1454012811,0,132119122,False,,residential,,True,270.861,"LINESTRING (-45.8527484 -23.2096016, -45.8524344 -23.2096519, -45.8518983 -23.2097838, -45.851216 -23.210002, -45.850216 -23.2103089)",0.005027608827000918,0.9992222327805373,Avenida dos Tangarás,,
1454011088,1454011089,0,132119446,False,,residential,,False,288.787,"LINESTRING (-45.8486362 -23.2081667, -45.8506892 -23.2099513)",0.059566246372374794,0.9992183385431834,Rua Goiabeiras,,
1454011088,8982529158,0,132119314,False,,residential,,False,210.89299999999997,"LINESTRING (-45.8486362 -23.2081667, -45.8487909 -23.2079545, -45.8489834 -23.2076904, -45.849102 -23.2075277, -45.8491967 -23.2074096, -45.8493318 -23.2072869, -45.8494941 -23.2071922, -45.8497747 -23.2071055, -45.8500566 -23.2070915, -45.8501601 -23.2071148)",0.01135798323435471,0.9957431088948793,Rua Poncãs,,
1454011088,1454008402,0,132119314,False,,residential,,True,311.805,"LINESTRING (-45.8486362 -23.2081667, -45.8474855 -23.2097555, -45.8474533 -23.2098343, -45.8474413 -23.2099095, -45.8474346 -23.2099884, -45.8474359 -23.2100673, -45.8476122 -23.2106214)",0.08517109311182254,,Rua Poncãs,,
1454011089,1454011088,0,132119446,False,,residential,,True,288.787,"LINESTRING (-45.8506892 -23.2099513, -45.8486362 -23.2081667)",0.08195675817601769,,Rua Goiabeiras,,
1454011089,1454008396,0,132122679,False,,residential,,False,228.822,"LINESTRING (-45.8506892 -23.2099513, -45.8502067 -23.2101114, -45.8496387 -23.2102664, -45.8485276 -23.2104728)",0.0048342684775400995,,Avenida Lívio Veneziani,,
1454011089,1454008412,0,132122679,False,,residential,,True,249.132,"LINESTRING (-45.8506892 -23.2099513, -45.8511287 -23.2098219, -45.8519997 -23.2094966, -45.8523953 -23.2093931, -45.8528271 -23.2093278, -45.8530138 -23.2093152)",0.11304719584707357,,Avenida Lívio Veneziani,,
1454011096,2061117199,0,132119546,False,,residential,,False,105.171,"LINESTRING (-45.8481896 -23.2112869, -45.8491996 -23.2111054)",0.016127196379083338,0.9977886313496757,Rua Tuiras,,
1454011096,1454021600,0,312091244,False,,residential,,False,28.685,"LINESTRING (-45.8481896 -23.2112869, -45.8481239 -23.2110361)",0.06805198987765139,0.9954226092076865,Rua dos Jaburus,,
1454011096,1454012747,0,"[312091244, 132119310]",False,,residential,,True,85.254,"LINESTRING (-45.8481896 -23.2112869, -45.8482124 -23.2114256, -45.8482452 -23.2115051, -45.8482788 -23.211547, -45.8487518 -23.2117717)",0.013708132240256084,0.9982955075088711,Rua dos Jaburus,,
1454012659,2061117199,0,132119546,False,,residential,,True,124.789,"LINESTRING (-45.8503877 -23.2108463, -45.8491996 -23.2111054)",0.05063324568010099,0.9989017815332359,Rua Tuiras,,
1454012659,1454012811,0,312091245,False,,residential,,False,62.279,"LINESTRING (-45.8503877 -23.2108463, -45.850216 -23.2103089)",0.010380420487931594,0.9998029919556205,Rua das Jacutingas,,
1454012659,1454012743,0,312091245,False,,residential,,True,60.836,"LINESTRING (-45.8503877 -23.2108463, -45.8505721 -23.2113665)",0.016229993161434492,0.9996381788811669,Rua das Jacutingas,,
1454012659,1454012664,0,132119546,False,,residential,,False,261.47999999999996,"LINESTRING (-45.8503877 -23.2108463, -45.8514249 -23.2105138, -45.8521431 -23.210272, -45.852521 -23.21018, -45.8528205 -23.2101303)",0.024643740744604414,0.9988734767203328,Rua Tuiras,,
1454012664,1454008414,0,132119316,False,,residential,,False,59.249,"LINESTRING (-45.8528205 -23.2101303, -45.8527484 -23.2096016)",0.03464315636355102,,Rua dos Macucos,,
1454012664,1454012726,0,132119316,False,,residential,,True,60.016,"LINESTRING (-45.8528205 -23.2101303, -45.8528867 -23.2106666)",0.019438499404626698,0.9991080439385791,Rua dos Macucos,,
1454012664,1454012686,0,132119546,False,,residential,,False,274.278,"LINESTRING (-45.8528205 -23.2101303, -45.8532191 -23.2101227, -45.8535121 -23.2101397, -45.8537967 -23.2101809, -45.8541123 -23.2102757, -45.854345 -23.210348, -45.8546852 -23.2104996, -45.8549924 -23.2106806, -45.8552934 -23.210898)",0.016500454729247205,0.9970694645728927,Rua Tuiras,,
1454012664,1454012659,0,132119546,False,,residential,,True,261.48,"LINESTRING (-45.8528205 -23.2101303, -45.852521 -23.21018, -45.8521431 -23.210272, -45.8514249 -23.2105138, -45.8503877 -23.2108463)",0.05487089684024453,,Rua Tuiras,,
1454012686,1454045031,0,132121717,False,,residential,,False,36.584,"LINESTRING (-45.8552934 -23.210898, -45.85539 -23.2112148)",0.018310848084394458,0.9983618597995881,Travessa Sarah Suzan Sacilotti de Oliveira,,
1454012686,3179135092,0,312091239,False,,residential,,False,35.155,"LINESTRING (-45.8552934 -23.210898, -45.855078 -23.2111445)",0.01943812318806143,0.9992500415412224,Avenida das Sairas,,
1454012686,1454006737,0,312091239,False,,residential,,True,39.501,"LINESTRING (-45.8552934 -23.210898, -45.8555415 -23.2106256)",0.0061810139497516904,,Avenida das Sairas,,
1454012686,1454012664,0,132119546,False,,residential,,True,274.278,"LINESTRING (-45.8552934 -23.210898, -45.8549924 -23.2106806, -45.8546852 -23.2104996, -45.854345 -23.210348, -45.8541123 -23.2102757, -45.8537967 -23.2101809, -45.8535121 -23.2101397, -45.8532191 -23.2101227, -45.8528205 -23.2101303)",0.06970874636517074,,Rua Tuiras,,
1454012689,3179135092,0,312091239,False,,residential,,True,23.679,"LINESTRING (-45.8549289 -23.2113075, -45.855078 -23.2111445)",0.005063407240533945,0.998224795789426,Avenida das Sairas,,
1454012689,1454012726,0,132119547,False,,residential,,False,226.24300000000002,"LINESTRING (-45.8549289 -23.2113075, -45.8547369 -23.2111754, -45.8545437 -23.2110558, -45.8543023 -23.2109227, -45.8541079 -23.210845, -45.8539188 -23.210781, -45.8536814 -23.2107169, -45.8534105 -23.210675, -45.8530982 -23.2106677, -45.8528867 -23.2106666)",0.007803590168800742,0.9996366134921675,Rua dos Mutuns,,
1454012689,1454006738,0,312091239,False,,residential,,False,62.147,"LINESTRING (-45.8549289 -23.2113075, -45.8545944 -23.2116764, -45.8545376 -23.2117353)",0.024690216888597873,,Avenida das Sairas,,
1454012726,1454012664,0,132119316,False,,residential,,False,60.016,"LINESTRING (-45.8528867 -23.2106666, -45.8528205 -23.2101303)",0.02591171119963455,,Rua dos Macucos,,
1454012726,1454008413,0,132119316,False,,residential,,True,61.342,"LINESTRING (-45.8528867 -23.2106666, -45.8529603 -23.2112141)",0.012373080889912765,,Rua dos Macucos,,
1454012726,1454012743,0,132119547,False,,residential,,False,249.349,"LINESTRING (-45.8528867 -23.2106666, -45.8525652 -23.2107238, -45.8522111 -23.2108292, -45.8516416 -23.2110249, -45.8505721 -23.2113665)",0.01489223578889232,0.9992520671553112,Rua dos Mutuns,,
1454012726,1454012689,0,132119547,False,,residential,,True,226.243,"LINESTRING (-45.8528867 -23.2106666, -45.8530982 -23.2106677, -45.8534105 -23.210675, -45.8536814 -23.2107169, -45.8539188 -23.210781, -45.8541079 -23.210845, -45.8543023 -23.2109227, -45.8545437 -23.2110558, -45.8547369 -23.2111754, -45.8549289 -23.2113075)",0.0031540341211285347,,Rua dos Mutuns,,
1454012743,1454012745,0,132119547,False,,residential,,False,130.025,"LINESTRING (-45.8505721 -23.2113665, -45.8493341 -23.2116363)",0.00573459805982603,0.9996126544241597,Rua dos Mutuns,,
1454012743,1454012659,0,312091245,False,,residential,,False,60.836,"LINESTRING (-45.8505721 -23.2113665, -45.8503877 -23.2108463)",0.019828533851637666,,Rua das Jacutingas,,
1454012743,1454012796,0,312091245,False,,residential,,True,59.552,"LINESTRING (-45.8505721 -23.2113665, -45.8507258 -23.2118831)",0.0243090502502397,0.9957895044796229,Rua das Jacutingas,,
1454012743,1454012726,0,132119547,False,,residential,,True,249.349,"LINESTRING (-45.8505721 -23.2113665, -45.8516416 -23.2110249, -45.8522111 -23.2108292, -45.8525652 -23.2107238, -45.8528867 -23.2106666)",0.013194866884690409,,Rua dos Mutuns,,
1454012745,3179135113,0,132119547,False,,residential,,False,30.6,"LINESTRING (-45.8493341 -23.2116363, -45.849041 -23.2116926)",0.0016373819237179275,0.9996292185565198,Rua dos Mutuns,,
1454012745,1454012743,0,132119547,False,,residential,,True,130.025,"LINESTRING (-45.8493341 -23.2116363, -45.8505721 -23.2113665)",0.0061595932109038305,,Rua dos Mutuns,,
1454012745,2061117199,0,132119551,False,,residential,,False,60.613,"LINESTRING (-45.8493341 -23.2116363, -45.8491996 -23.2111054)",0.005575674382665264,0.9996728865270627,,,
1454012747,8863783287,0,132119310,False,,residential,,True,34.847,"LINESTRING (-45.8487518 -23.2117717, -45.8490605 -23.2119048)",0.011662372747688082,0.9990249085804176,Rua dos Jaburus,,
1454012747,1454011096,0,"[312091244, 132119310]",False,,residential,,False,85.254,"LINESTRING (-45.8487518 -23.2117717, -45.8482788 -23.211547, -45.8482452 -23.2115051, -45.8482124 -23.2114256, -45.8481896 -23.2112869)",0.015367911713587314,,Rua dos Jaburus,,
1454012747,3179135113,0,132119547,False,,residential,,True,30.853,"LINESTRING (-45.8487518 -23.2117717, -45.8488912 -23.2117286, -45.849041 -23.2116926)",0.0006909230313485631,0.9997876119186492,Rua dos Mutuns,,
1454012796,1454017543,0,132120143,False,,residential,,False,79.444,"LINESTRING (-45.8507258 -23.2118831, -45.8503858 -23.2125256)",0.010373465167595405,0.9992899835597377,Rua dos Uiramirins,,
1454012796,1454012743,0,312091245,False,,residential,,False,59.552,"LINESTRING (-45.8507258 -23.2118831, -45.8505721 -23.2113665)",0.025781492838875836,,Rua das Jacutingas,,
1454012796,1454006788,0,312091253,False,,residential,,False,117.292,"LINESTRING (-45.8507258 -23.2118831, -45.8496187 -23.2121613)",0.0022560451287309538,,Avenida das Curruiras,,
1454012796,1454017538,0,312091253,False,,residential,,True,70.254,"LINESTRING (-45.8507258 -23.2118831, -45.8513896 -23.2117188)",0.01257923743415795,0.9986451735641327,Avenida das Curruiras,,
1454012811,1454012823,0,132119122,False,,residential,,True,119.564,"LINESTRING (-45.850216 -23.2103089, -45.8490845 -23.2105823)",0.004450076334574815,0.9992369013090976,Avenida dos Tangarás,,
1454012811,1454012659,0,312091245,False,,residential,,True,62.279,"LINESTRING (-45.850216 -23.2103089, -45.8503877 -23.2108463)",0.007727483513934093,,Rua das Jacutingas,,
1454012811,1454008414,0,132119122,False,,residential,,False,270.861,"LINESTRING (-45.850216 -23.2103089, -45.851216 -23.210002, -45.8518983 -23.2097838, -45.8524344 -23.2096519, -45.8527484 -23.2096016)",0.019876886313631475,,Avenida dos Tangarás,,
1454012823,1454012811,0,132119122,False,,residential,,False,119.564,"LINESTRING (-45.8490845 -23.2105823, -45.850216 -23.2103089)",0.016642682800920596,,Avenida dos Tangarás,,
1454012823,11294568358,0,132119122,False,,residential,,True,90.842,"LINESTRING (-45.8490845 -23.2105823, -45.8482138 -23.2107468)",0.0033309115375984716,0.9977452615723758,Avenida dos Tangarás,,
1454012823,2061117199,0,132119551,False,,residential,,True,59.344,"LINESTRING (-45.8490845 -23.2105823, -45.8491996 -23.2111054)",0.011471504504070876,0.9995635213496221,,,
1454017530,1454017532,0,132119125,False,,residential,,False,56.768,"LINESTRING (-45.8535937 -23.2120341, -45.8530963 -23.2118068)",0.0021593545149776075,0.999693643827473,Rua dos Canindés,,
1454017530,6308115793,0,132119125,False,,residential,,True,55.361999999999995,"LINESTRING (-45.8535937 -23.2120341, -45.8537178 -23.2120881, -45.8540054 -23.2122133, -45.8540843 -23.2122452)",0.003627519281014722,0.9995597995173781,Rua dos Canindés,,
1454017530,1454017531,0,132120138,False,,residential,,False,194.54299999999998,"LINESTRING (-45.8535937 -23.2120341, -45.85357 -23.2120856, -45.8527623 -23.2136079)",0.00017926978413300605,0.999956103249896,Rua das Siriemas,,
