u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,junction,bridge
1453987188,1453987203,0,132115247,False,Rua José Busato,residential,,False,140.146,"LINESTRING (-45.8538015 -23.2043493, -45.8528025 -23.2052127)",0.0022100938304209176,0.999222473444508,,
1453987188,1453987165,0,132115247,False,Rua José Busato,residential,,True,210.537,"LINESTRING (-45.8538015 -23.2043493, -45.8553072 -23.2030571)",0.017451884909381196,,,
1453987188,1453987190,0,448342038,False,Rua Netuno,residential,,False,51.179,"LINESTRING (-45.8538015 -23.2043493, -45.8534374 -23.2040333)",0.0081828878260255,0.9992503564344357,,
1453987188,1453987185,0,448342038,False,Rua Netuno,residential,,True,59.586,"LINESTRING (-45.8538015 -23.2043493, -45.8539845 -23.2044843, -45.8542826 -23.20465)",0.02209725961532501,,,
1453987190,2061127781,0,132115252,False,Rua Dom Gabriel P Bueno do Couto,residential,,False,135.947,"LINESTRING (-45.8534374 -23.2040333, -45.8524548 -23.2048574)",0.0006114379774818801,0.9998980207428755,,
1453987190,2061127780,0,448342038,False,Rua Netuno,residential,,False,50.43,"LINESTRING (-45.8534374 -23.2040333, -45.8531043 -23.2036987)",0.006351091625686891,0.9995162864568145,,
1453987190,1453987188,0,448342038,False,Rua Netuno,residential,,True,51.179,"LINESTRING (-45.8534374 -23.2040333, -45.8538015 -23.2043493)",0.007900110723219642,,,
1453987194,2061127780,0,448342038,False,Rua Netuno,residential,,True,74.52,"LINESTRING (-45.8526019 -23.203213, -45.8531043 -23.2036987)",0.0021003043391103096,0.9964887183952695,,
1453987200,1453977323,0,664316342,False,Rua Hermino José Friggi,residential,,False,44.557,"LINESTRING (-45.8518151 -23.2042336, -45.8521257 -23.2045148)",0.0021003043391103087,,,
1453987203,2061127781,0,132115243,False,Rua Júpiter,residential,,True,53.137,"LINESTRING (-45.8528025 -23.2052127, -45.8524548 -23.2048574)",0.004906223000343539,0.9995787397622001,,
1453987203,1453987228,0,132115247,False,Rua José Busato,residential,,False,136.118,"LINESTRING (-45.8528025 -23.2052127, -45.8518351 -23.2060541)",0.0013844039580125963,0.9998009066085912,,
1453987203,1453987188,0,132115247,False,Rua José Busato,residential,,True,140.146,"LINESTRING (-45.8528025 -23.2052127, -45.8538015 -23.2043493)",0.002689238670574354,,,
1453987203,1453987206,0,132115243,False,Rua Júpiter,residential,,False,59.478,"LINESTRING (-45.8528025 -23.2052127, -45.8530585 -23.2053883, -45.8532924 -23.2054979)",0.006668864945280343,0.9991497439476046,,
1453987206,1453990699,0,132115243,False,Rua Júpiter,residential,,False,28.159,"LINESTRING (-45.8532924 -23.2054979, -45.8535393 -23.2056103)",0.0018829101797779647,0.9995992039173573,,
1453987206,1453977333,0,448351874,False,Rua Centaurus,residential,,False,150.892,"LINESTRING (-45.8532924 -23.2054979, -45.8522207 -23.2064313)",0.0030991055193324217,,,
1453987206,1453990690,0,448351874,False,Rua Centaurus,residential,,True,69.944,"LINESTRING (-45.8532924 -23.2054979, -45.8538011 -23.2050771)",0.01182523459042551,0.9986023005987157,,
1453987206,1453987203,0,132115243,False,Rua Júpiter,residential,,True,59.478,"LINESTRING (-45.8532924 -23.2054979, -45.8530585 -23.2053883, -45.8528025 -23.2052127)",0.007501767909220662,,,
1453987210,1453990686,0,132115243,False,Rua Júpiter,residential,,True,55.136,"LINESTRING (-45.8573253 -23.2073818, -45.8568478 -23.207151)",0.005890505734544959,0.9992265520177369,,
1453987210,1453987212,0,132115243,False,Rua Júpiter,residential,,False,62.260999999999996,"LINESTRING (-45.8573253 -23.2073818, -45.8573948 -23.2074242, -45.8578184 -23.2077105)",0.046054051692762145,0.9970308948790053,,
1453987210,1453990684,0,448351877,False,Rua Mercúrio,residential,,True,67.751,"LINESTRING (-45.8573253 -23.2073818, -45.8574069 -23.2072793, -45.8577039 -23.2068817)",0.0471835388283665,0.9975972168938687,,
1453987210,1453990683,0,664297802,False,Praça Marte,residential,,False,196.69799999999998,"LINESTRING (-45.8573253 -23.2073818, -45.8572741 -23.2074492, -45.8561702 -23.2087967)",0.002439806826380627,0.9994498875173813,,
1453987212,1453990680,0,132116456,False,Rua Vênus,residential,,True,142.475,"LINESTRING (-45.8578184 -23.2077105, -45.8586438 -23.2066779)",0.030108861444669444,0.9991000553144289,,
1453987212,1453990681,0,448351879,False,Rua Vênus,residential,,False,188.097,"LINESTRING (-45.8578184 -23.2077105, -45.8567195 -23.2090675)",0.13788342600138848,0.9963430796808318,,
1453987212,1453987215,0,132115243,False,Rua Júpiter,residential,,False,61.595,"LINESTRING (-45.8578184 -23.2077105, -45.8582307 -23.2080119, -45.8582902 -23.2080552)",0.002519773465048341,0.9988068942984093,,
1453987212,1453987210,0,132115243,False,Rua Júpiter,residential,,True,62.260999999999996,"LINESTRING (-45.8578184 -23.2077105, -45.8573948 -23.2074242, -45.8573253 -23.2073818)",0.05260915820398988,,,
1453987215,1453987183,0,448351876,True,Avenida dos Astronautas,secondary,60,False,157.211,"LINESTRING (-45.8582902 -23.2080552, -45.8592497 -23.2069501)",0.13858769212945962,,,
1453987215,1453987212,0,132115243,False,Rua Júpiter,residential,,True,61.595,"LINESTRING (-45.8582902 -23.2080552, -45.8582307 -23.2080119, -45.8578184 -23.2077105)",0.021069459875186138,,,
1453987228,1453987203,0,132115247,False,Rua José Busato,residential,,True,136.118,"LINESTRING (-45.8518351 -23.2060541, -45.8528025 -23.2052127)",0.0014466091197202458,,,
1453987228,1453977333,0,448351880,False,Rua Saturno,residential,,False,57.691,"LINESTRING (-45.8518351 -23.2060541, -45.8520359 -23.2062767, -45.8522207 -23.2064313)",0.0011409052001762085,,,
1453987228,2061127781,0,"[448351880, 132115252]",False,"['Rua Dom Gabriel P Bueno do Couto', 'Rua Saturno']",residential,,True,167.266,"LINESTRING (-45.8518351 -23.2060541, -45.8517065 -23.2058447, -45.851706 -23.2056325, -45.8517878 -23.2054513, -45.8518736 -23.2053465, -45.8524548 -23.2048574)",0.0003717693547664792,0.9997237631637286,,
1453987252,1453990681,0,448351880,False,Rua Saturno,residential,,True,51.453,"LINESTRING (-45.8571516 -23.209305, -45.8567195 -23.2090675)",0.07384005905548814,0.9943438851697197,,
1453987252,1454006732,0,132119118,True,Avenida das Sairas,residential,,False,48.196,"LINESTRING (-45.8571516 -23.209305, -45.857172 -23.209345, -45.8571726 -23.2093556, -45.8571666 -23.2093666, -45.8571468 -23.2093873, -45.8569025 -23.209641)",0.14764125091862979,0.9997779762208855,,
1453987252,1446671007,0,132119119,True,Avenida Lívio Veneziani,residential,,False,51.821,"LINESTRING (-45.8571516 -23.209305, -45.8572665 -23.2092114, -45.8574 -23.2091009, -45.8575321 -23.208997)",0.09432079150960457,,,
1453990675,1453987128,0,132115207,False,Rua Capricórnio,residential,,False,211.467,"LINESTRING (-45.8566103 -23.2051016, -45.8547653 -23.2042407)",0.005483935275388407,,,
1453990675,1453977330,0,132115207,False,Rua Capricórnio,residential,,True,45.026,"LINESTRING (-45.8566103 -23.2051016, -45.8570057 -23.2052802)",0.002968992663571019,,,
1453990675,1454248242,0,132116451,False,Rua Vesta,residential,,False,61.018,"LINESTRING (-45.8566103 -23.2051016, -45.8563362 -23.2055891)",0.008161891661290272,0.9989643715360552,,
1453990676,2061113651,0,132116451,False,Rua Vesta,residential,,True,188.114,"LINESTRING (-45.8549599 -23.2081686, -45.8557642 -23.2066469)",0.0014296164358987994,0.9996390473901443,,
1453990676,1453990689,0,448351880,False,Rua Saturno,residential,,False,60.278,"LINESTRING (-45.8549599 -23.2081686, -45.8554694 -23.2084417)",0.00415973738310136,0.9996044983808283,,
1453990676,1453990693,0,448351880,False,Rua Saturno,residential,,True,66.672,"LINESTRING (-45.8549599 -23.2081686, -45.854415 -23.2078389)",0.0028049260116060296,0.9996820864299995,,
1453990678,1453987185,0,132115237,False,Rua Netuno,residential,,False,102.761,"LINESTRING (-45.8551821 -23.205063, -45.8542826 -23.20465)",0.020021562576877542,,,
1453990678,1454248242,0,132115237,False,Rua Netuno,residential,,True,131.659,"LINESTRING (-45.8551821 -23.205063, -45.8563362 -23.2055891)",0.01586653413190559,0.9993774321077812,,
1453990678,2061113648,0,132116453,False,Rua Ceres,residential,,False,64.89,"LINESTRING (-45.8551821 -23.205063, -45.8548991 -23.2055854)",0.007498028893902919,0.9998572290400257,,
1453990679,2061113649,0,132116453,False,Rua Ceres,residential,,True,172.584,"LINESTRING (-45.8538537 -23.2074872, -45.8546189 -23.2061036)",0.0025157735021963247,0.9996986858124067,,
1453990679,1453990693,0,448351880,False,Rua Saturno,residential,,False,69.426,"LINESTRING (-45.8538537 -23.2074872, -45.854415 -23.2078389)",0.0014930512234112203,0.9997478441463731,,
1453990679,1453990695,0,448351880,False,Rua Saturno,residential,,True,61.312,"LINESTRING (-45.8538537 -23.2074872, -45.8533629 -23.2071701)",0.0018212773649696748,0.9997478441463731,,
1453990680,1453990682,0,132115237,False,Rua Netuno,residential,,False,64.776,"LINESTRING (-45.8586438 -23.2066779, -45.8580812 -23.2064096)",0.030636123585436176,0.9985394367841529,,
1453990680,1453987183,0,132115237,False,Rua Netuno,residential,,True,68.923,"LINESTRING (-45.8586438 -23.2066779, -45.8592497 -23.2069501)",0.007597670365390121,,,
1453990680,1453987212,0,132116456,False,Rua Vênus,residential,,False,142.475,"LINESTRING (-45.8586438 -23.2066779, -45.8578184 -23.2077105)",0.09009803462968229,,,
1453990681,1453987212,0,448351879,False,Rua Vênus,residential,,True,188.097,"LINESTRING (-45.8567195 -23.2090675, -45.8578184 -23.2077105)",0.06591334084158128,,,
1453990681,1453987252,0,448351880,False,Rua Saturno,residential,,False,51.453,"LINESTRING (-45.8567195 -23.2090675, -45.8571516 -23.209305)",0.1469810383437258,,,
1453990681,5357599329,0,448351880,False,Rua Saturno,residential,,True,6.487,"LINESTRING (-45.8567195 -23.2090675, -45.856665 -23.2090376)",0.009762563198932681,0.9982880486580872,,
1453990682,1453987119,0,132115237,False,Rua Netuno,residential,,False,30.5,"LINESTRING (-45.8580812 -23.2064096, -45.857816 -23.2062838)",0.030861781250512383,,,
1453990682,1453990680,0,132115237,False,Rua Netuno,residential,,True,64.776,"LINESTRING (-45.8580812 -23.2064096, -45.8586438 -23.2066779)",0.09351948453479475,,,
1453990682,1453990684,0,132116459,False,Rua Mercúrio,residential,,False,65.135,"LINESTRING (-45.8580812 -23.2064096, -45.8577039 -23.2068817)",0.0024906685643425806,0.999172063138975,,
1453990683,5357599329,0,448351880,False,Rua Saturno,residential,,False,57.224,"LINESTRING (-45.8561702 -23.2087967, -45.856665 -23.2090376)",0.008278296224513747,0.9991014437264454,,
1453990683,1453990687,0,448351880,False,Rua Saturno,residential,,True,20.03,"LINESTRING (-45.8561702 -23.2087967, -45.8560003 -23.2087069)",0.006145657252182629,0.9994336551612473,,
1453990683,1453987210,0,664297802,False,Praça Marte,residential,,True,196.69799999999998,"LINESTRING (-45.8561702 -23.2087967, -45.8572741 -23.2074492, -45.8573253 -23.2073818)",0.0017486876307145705,,,
1453990684,1453990682,0,132116459,False,Rua Mercúrio,residential,,True,65.135,"LINESTRING (-45.8577039 -23.2068817, -45.8580812 -23.2064096)",0.005273187006259649,,,
1453990684,2061113650,0,132116466,False,Rua Urano,residential,,False,189.372,"LINESTRING (-45.8577039 -23.2068817, -45.8560564 -23.2061022)",0.04522509211706839,0.9970716833662148,,
1453990684,1453987210,0,448351877,False,Rua Mercúrio,residential,,False,67.751,"LINESTRING (-45.8577039 -23.2068817, -45.8574069 -23.2072793, -45.8573253 -23.2073818)",0.04204268261733931,,,
1453990686,1453987210,0,132115243,False,Rua Júpiter,residential,,False,55.136,"LINESTRING (-45.8568478 -23.207151, -45.8573253 -23.2073818)",0.005181042554126115,,,
1453990686,1453990688,0,132115243,False,Rua Júpiter,residential,,True,61.238,"LINESTRING (-45.8568478 -23.207151, -45.856314 -23.2069008)",0.0034742417916812807,0.999620733608157,,
1453990686,1453990687,0,132116462,False,Praça Marte,residential,,False,193.478,"LINESTRING (-45.8568478 -23.207151, -45.8560003 -23.2087069)",0.0007354915239452506,0.999932013828584,,
1453990687,1453990686,0,132116462,False,Praça Marte,residential,,True,193.478,"LINESTRING (-45.8560003 -23.2087069, -45.8568478 -23.207151)",0.0004923203312633712,,,
1453990687,1453990683,0,448351880,False,Rua Saturno,residential,,False,20.03,"LINESTRING (-45.8560003 -23.2087069, -45.8561702 -23.2087967)",0.0066801038814097765,,,
1453990687,1453990689,0,448351880,False,Rua Saturno,residential,,True,61.751999999999995,"LINESTRING (-45.8560003 -23.2087069, -45.8557222 -23.208568, -45.8554694 -23.2084417)",0.004998798754372846,0.9995231113030066,,
1453990688,1453990686,0,132115243,False,Rua Júpiter,residential,,False,61.238,"LINESTRING (-45.856314 -23.2069008, -45.8568478 -23.207151)",0.0030216177280600076,,,
1453990688,2061113651,0,132115243,False,Rua Júpiter,residential,,True,62.883,"LINESTRING (-45.856314 -23.2069008, -45.8557642 -23.2066469)",0.002626511222293101,0.9995915583431506,,
1453990688,1453990689,0,132116463,False,Rua Plutão,residential,,False,191.854,"LINESTRING (-45.856314 -23.2069008, -45.8554694 -23.2084417)",0.0006079071860349918,0.999932013828584,,
1453990689,1453990688,0,132116463,False,Rua Plutão,residential,,True,191.854,"LINESTRING (-45.8554694 -23.2084417, -45.856314 -23.2069008)",0.00042138465741115754,,,
1453990689,1453990676,0,448351880,False,Rua Saturno,residential,,True,60.278,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",0.004027648626948557,,,
1453990689,1453990687,0,448351880,False,Rua Saturno,residential,,False,61.751999999999995,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",0.005303742115033797,,,
1453990690,2061113648,0,132116466,False,Rua Urano,residential,,True,125.645,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",0.018475354725399372,0.9985532228387548,,
1453990690,1453987185,0,448342023,False,Rua Centaurus,residential,,True,68.388,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",0.00672843665405782,,,
1453990690,1453987206,0,448351874,False,Rua Centaurus,residential,,False,69.944,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",0.012791158525804607,,,
1453990692,2061113651,0,132115243,False,Rua Júpiter,residential,,False,66.03,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",0.0022903969599065545,0.9995820729977025,,
1453990692,2061113649,0,132115243,False,Rua Júpiter,residential,,True,65.69,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",0.00035223344671980614,0.9997520782834726,,
1453990692,1453990693,0,132116470,False,Rua Juno,residential,,False,181.392,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",0.00043953821597198206,0.999932013828584,,
1453990693,1453990692,0,132116470,False,Rua Juno,residential,,True,181.392,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",0.00043177859556133024,,,
1453990693,1453990676,0,448351880,False,Rua Saturno,residential,,False,66.672,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",0.002938812611562309,,,
1453990693,1453990679,0,448351880,False,Rua Saturno,residential,,True,69.426,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",0.0013532563197499088,,,
1453990694,2061113649,0,132115243,False,Rua Júpiter,residential,,False,60.551,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",0.004154908807829353,0.9994490445486884,,
1453990694,1453990699,0,132115243,False,Rua Júpiter,residential,,True,62.666,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",0.0014900479490187251,0.9997784684867244,,
1453990694,1453990695,0,132116471,False,Rua Palas,residential,,False,163.327,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",0.0011249123425075762,0.999932013828584,,
1453990695,1453990694,0,132116471,False,Rua Palas,residential,,True,163.327,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",0.001089025172770449,,,
1453990695,1453990679,0,448351880,False,Rua Saturno,residential,,False,61.312,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",0.0018557929063464326,,,
1453990695,1453990700,0,448351880,False,Rua Saturno,residential,,True,63.677,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",0.001160477394046394,0.9997392145663234,,
1453990699,1453990694,0,132115243,False,Rua Júpiter,residential,,False,62.666,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",0.0014830373601509598,,,
1453990699,1453987206,0,132115243,False,Rua Júpiter,residential,,True,28.159,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",0.0018607876139727295,,,
1453990699,1453990700,0,132116473,False,Praça Columbia,residential,,False,154.9,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",0.0007764352456574379,0.999932013828584,,
1453990700,1453990699,0,132116473,False,Praça Columbia,residential,,True,154.9,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",0.0007609700151001226,,,
1453990700,1453990695,0,448351880,False,Rua Saturno,residential,,False,63.677,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",0.0011727736898017034,,,
1453990700,1453977333,0,448351880,False,Rua Saturno,residential,,True,79.084,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",0.0007945508725262048,,,
1454006732,1454006734,0,132119118,True,Avenida das Sairas,residential,,False,91.209,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",0.17360465220186042,0.9989343169749626,,
1454006734,1454006735,0,132119118,True,Avenida das Sairas,residential,,False,46.864,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",0.18017318534288815,0.9975513868808374,,
1454006735,1454006737,0,132119118,True,Avenida das Sairas,residential,,False,39.563,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",0.07812888990840097,0.9988591481207942,,
1454006735,3179135096,0,132119123,True,,residential,,False,20.546,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",0.006632320731467844,0.999561134594458,,
1454006735,1454006763,0,312091241,True,,residential,,False,17.713,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",0.09539830677890367,0.999812085458458,,
1454006737,1454012686,0,312091239,False,Avenida das Sairas,residential,,False,39.501,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",0.07847261650479279,0.9979528321927392,,
1454006737,3179135096,0,132119120,True,,residential,,False,23.729,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",0.006125814989757996,0.9998210078943579,,
1454006738,1454008413,0,132119124,False,Avenida das Curruiras,residential,,False,175.61599999999999,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",0.006536010561199845,0.9997335184888249,,
1454006738,6308115793,0,132133901,False,Avenida das Sairas,residential,,False,73.294,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",0.029606556159247323,0.9966101273693011,,
1454006738,1454012689,0,312091239,False,Avenida das Sairas,residential,,True,62.147,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",0.01061352413404049,0.9983168086337969,,
1454006744,1454006734,0,132119121,True,,residential,,False,22.822999999999997,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",0.006582201065143493,,,
1454006744,1453987252,0,312091242,True,Avenida Lívio Veneziani,residential,,False,137.737,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",0.16883473106411187,,,
1454006745,3179135102,0,312091242,True,Avenida Lívio Veneziani,residential,,False,31.796,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",0.11405211159568038,0.995187212370688,,
1454006745,5355099068,0,132122679,False,Avenida Lívio Veneziani,residential,,False,231.332,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",0.09735447088484732,0.987785177444466,,
1454006760,1454006745,0,132119120,True,,residential,,False,25.201,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",0.0978497921157762,,,
1454006760,3179135102,0,312091243,True,Avenida dos Tangarás,residential,,False,21.444000000000003,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",0.06139215638180632,0.9993408694996807,,
1454006763,1454006760,0,132119120,True,,residential,,False,21.712000000000003,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",0.09897580175532117,,,
1454006767,1454008414,0,132119122,False,Avenida dos Tangarás,residential,,True,276.564,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",0.006455436492749919,0.9980959426481122,,
1454006767,1454006760,0,312091243,True,Avenida dos Tangarás,residential,,False,41.783,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",0.06027981466637714,,,
1454006785,1454008413,0,132119124,False,Avenida das Curruiras,residential,,True,30.524,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",0.011590649143954048,0.9965331334070643,,
1454006785,3179135121,0,312091250,True,Avenida das Curruiras,residential,,False,25.063000000000002,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",0.009955980689743196,0.9994230891794359,,
1454006787,1454017538,0,312091253,False,Avenida das Curruiras,residential,,False,50.748,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",0.006800272801994961,0.9980103778516813,,
1454006787,3179135150,0,312091246,True,Avenida das Curruiras,residential,,False,12.549,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",0.006752171464324983,0.9995148792977044,,
1454006788,8863783287,0,132119310,False,Rua dos Jaburus,residential,,False,63.778,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",0.01497934478396184,0.9984691475279032,,
1454006788,1454017543,0,132119310,False,Rua dos Jaburus,residential,,True,88.24,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",0.011723739572768021,0.9988643729364264,,
1454006788,1454012796,0,312091253,False,Avenida das Curruiras,residential,,True,117.292,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",0.002369366631845447,0.9996646134135164,,
1454008396,1454011089,0,132122679,False,Avenida Lívio Veneziani,residential,,True,228.822,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",0.054157829227262484,0.9991922406434788,,
1454008396,11294568358,0,1218915307,True,,residential,,False,45.101,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",0.025506852370166262,0.9976966837107246,,
1454008398,1454008399,0,132119311,True,,residential,,False,12.510000000000002,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",0.003212948864293781,0.9997730946170517,roundabout,
1454008399,11294568358,0,132119122,False,Avenida dos Tangarás,residential,,False,8.869,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",0.002963409891525962,0.9992317346061598,,
1454008399,1454008400,0,132119311,True,,residential,,False,12.184000000000001,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",0.004281668791144987,0.9996146910442538,roundabout,
1454008400,1454021600,0,312091244,False,Rua dos Jaburus,residential,,True,20.775,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",0.0034495200112350044,0.9989350538925185,,
1454008400,1454008401,0,132119311,True,,residential,,False,14.744,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",0.006258278697593109,0.9996186687415641,roundabout,
1454008401,1454185783,0,132119313,True,,residential,,False,20.096,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",0.0045717490659675335,0.99965543352582,,
1454008401,1454008398,0,132119311,True,,residential,,False,7.677,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",0.001672861707509899,,roundabout,
1454008402,5327748879,0,1218915306,False,Avenida Lívio Veneziani,residential,,False,9.858,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",0.09236677920713104,0.9821866573347915,,
1454008402,1454011088,0,132119314,False,Rua Poncãs,residential,,False,311.805,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",0.060950035173645015,0.9978417476713971,,
1454008402,1454185783,0,330090732,False,,residential,,True,22.421,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",0.0029711951753529594,0.9985661842896781,,
1454008402,1454008396,0,1218915305,True,Avenida Lívio Veneziani,residential,,False,95.411,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",0.0738118664429079,,,
1454008412,5355099068,0,132122679,False,Avenida Lívio Veneziani,residential,,True,34.599,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",0.11314136140454636,0.9884347728981564,,
1454008412,7812477973,0,132119314,False,Rua Poncãs,residential,,True,219.612,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",0.008391029932482393,0.997024634936404,,
1454008412,1454011089,0,132122679,False,Avenida Lívio Veneziani,residential,,False,249.132,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",0.09391376182164682,0.9908627331483576,,
1454008413,1454006785,0,132119124,False,Avenida das Curruiras,residential,,False,30.524,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",0.011480712723332042,,,
