osmid,y,x,street_count,dc,cc,nbc,vulnerability,com,ref,highway,geometry
1434769556,-23.1963241,-45.8745623,3,0.002190580503833516,0.035897797055840126,0.0,0.9997701050615624,0.012396031083877287,,,POINT (-45.8745623 -23.1963241)
1434769669,-23.1952891,-45.8715213,3,0.002190580503833516,0.001095290251916758,0.0005931220896344549,0.9991589985177761,0.011551264826258581,,,POINT (-45.8715213 -23.1952891)
1434769703,-23.1967287,-45.8739872,3,0.002190580503833516,0.0,0.0,0.9992351319293837,0.01163998309874351,147,motorway_junction,POINT (-45.8739872 -23.1967287)
1434786546,-23.1891115,-45.8738027,3,0.0032858707557502738,0.028553554044791957,0.0016610482818616788,0.9999616570056324,0.02677758296452025,,,POINT (-45.8738027 -23.1891115)
1434786547,-23.1886102,-45.8736854,3,0.0032858707557502738,0.032436930919011994,0.014077825140256683,0.9997964848388402,0.028786701596802168,,,POINT (-45.8736854 -23.1886102)
1437646736,-23.1905705,-45.8746809,3,0.004381161007667032,0.030683861101369454,0.005087919686895734,0.9998432233251877,0.01743121781770841,,,POINT (-45.8746809 -23.1905705)
1437646789,-23.188523,-45.8745953,3,0.0032858707557502738,0.03063855375478467,0.006427718675513682,0.999372143633779,0.016643666333397495,,traffic_signals,POINT (-45.8745953 -23.188523)
1437646813,-23.1889547,-45.8735531,3,0.0032858707557502738,0.030680620418978885,0.011704105781161612,0.9998492643622396,0.02748043074388172,,traffic_signals,POINT (-45.8735531 -23.1889547)
1437646822,-23.1875174,-45.872785,3,0.0065717415115005475,0.03250104508842751,0.009631427528524276,0.9996559592300741,0.02275047434812384,,,POINT (-45.872785 -23.1875174)
1437650652,-23.1926963,-45.8747648,3,0.0065717415115005475,0.031184535282369398,0.0029319906378079265,0.9996311124531333,0.023912365363965227,,,POINT (-45.8747648 -23.1926963)
1437650653,-23.19231,-45.8739269,3,0.0065717415115005475,0.03305328919825135,0.012044393639193884,0.999512508788659,0.027678422616778255,,,POINT (-45.8739269 -23.19231)
1437650655,-23.1914838,-45.8721561,3,0.0065717415115005475,0.03446504085268905,0.035925782563980074,0.9989010771156777,0.02636631738595768,,,POINT (-45.8721561 -23.1914838)
1437650656,-23.1910426,-45.8712921,3,0.004381161007667032,0.035478058256028955,0.043626733325330326,0.9986557003932445,0.026254966749817137,,,POINT (-45.8712921 -23.1910426)
1437650668,-23.1888445,-45.8736688,4,0.004381161007667032,0.031598369216863494,0.010333389845066937,0.9991921591791082,0.03617730927270308,,traffic_signals,POINT (-45.8736688 -23.1888445)
1437650673,-23.189311,-45.8731551,3,0.004381161007667032,0.030449076657038374,0.012655328485425185,0.9998548941692583,0.027779000051679926,,,POINT (-45.8731551 -23.189311)
1437650675,-23.1897133,-45.8727173,3,0.004381161007667032,0.03122028455259351,0.01029836171386223,0.9999832667474154,0.027108558782639337,,,POINT (-45.8727173 -23.1897133)
1437650677,-23.1901618,-45.8722338,3,0.004381161007667032,0.032071652853976194,0.01107084926873651,0.9996698176135685,0.024659033737906958,,,POINT (-45.8722338 -23.1901618)
1437650678,-23.1905958,-45.8717669,3,0.004381161007667032,0.03337736587518557,0.006649367463016796,0.999795256276253,0.02327191680670255,,,POINT (-45.8717669 -23.1905958)
1437650697,-23.1909822,-45.8726433,3,0.0065717415115005475,0.033062066960093145,0.02556468432340341,0.999630312810616,0.029242036727951597,,,POINT (-45.8726433 -23.1909822)
1437650703,-23.1917807,-45.8736731,3,0.0065717415115005475,0.03208818524250139,0.005745949408578393,0.9998332384554155,0.029618089576170292,,,POINT (-45.8736731 -23.1917807)
1437650711,-23.1913137,-45.8748266,3,0.004381161007667032,0.030256675450511934,0.0018797378509252318,0.998364538174313,0.020511483523770125,,,POINT (-45.8748266 -23.1913137)
1437650725,-23.1902793,-45.8743428,3,0.004381161007667032,0.03031561634261298,0.008486089901464315,0.9999434433836523,0.025518786618558997,,,POINT (-45.8743428 -23.1902793)
1437658976,-23.1954235,-45.8728885,3,0.00547645125958379,0.03229868145434346,0.004415436199210033,0.9997876018186025,0.02444468682314855,,,POINT (-45.8728885 -23.1954235)
1437658977,-23.1937843,-45.8744457,3,0.004381161007667032,0.03161556404865211,0.0016797681727136588,0.9999653752043274,0.022851138831261483,,,POINT (-45.8744457 -23.1937843)
1437658978,-23.1943781,-45.8738864,3,0.004381161007667032,0.03067630057380039,0.0005033634195016566,1.000056019661319,0.02340433161479387,,,POINT (-45.8738864 -23.1943781)
1437658979,-23.1948049,-45.8734803,3,0.004381161007667032,0.03093876111193891,0.0010678636738798441,1.0000030445301837,0.0249034123098377,,,POINT (-45.8734803 -23.1948049)
1437658980,-23.195216,-45.8730872,4,0.0065717415115005475,0.03255689715335831,0.006424664684738566,0.9988953624335354,0.030787135407494736,,,POINT (-45.8730872 -23.195216)
1437658984,-23.1955318,-45.8731253,3,0.0032858707557502738,0.03196830818024913,0.00010028150881036106,0.9997168347721761,0.022281269238897835,,,POINT (-45.8731253 -23.1955318)
1437658985,-23.1942711,-45.8720744,3,0.0065717415115005475,0.03282669214257553,0.01150272432941979,0.9994803734282955,0.024846777079349958,,,POINT (-45.8720744 -23.1942711)
1437658986,-23.1938992,-45.8716492,3,0.0065717415115005475,0.03348251970958565,0.014059573075540982,0.999195356443029,0.023157243596288728,,,POINT (-45.8716492 -23.1938992)
1437658987,-23.1929535,-45.8726735,3,0.0065717415115005475,0.03357927881174027,0.008234412860843204,0.999686048010926,0.02811693604143799,,,POINT (-45.8726735 -23.1929535)
1437658988,-23.1924238,-45.8715406,3,0.0065717415115005475,0.035751682925873614,0.022566504742367353,0.9993645932450963,0.026415853045352055,,,POINT (-45.8715406 -23.1924238)
1437658989,-23.1921577,-45.8709714,3,0.0065717415115005475,0.03691160622622174,0.029471901001560025,0.9990548612182611,0.026332368132835855,,,POINT (-45.8709714 -23.1921577)
1437658990,-23.1915753,-45.8698476,4,0.0065717415115005475,0.039505123436133056,0.15627478201428255,0.9920927265365136,0.036102799249901285,,traffic_signals,POINT (-45.8698476 -23.1915753)
1437658993,-23.1923977,-45.8741053,3,0.0065717415115005475,0.03209291191313184,0.004467281159306435,0.9998116675130672,0.02595925519089431,,,POINT (-45.8741053 -23.1923977)
1437658994,-23.1934944,-45.8729401,3,0.0065717415115005475,0.03161212358535604,0.001957986066459403,1.0001002945046935,0.025091737047599372,,,POINT (-45.8729401 -23.1934944)
1437658995,-23.1938775,-45.8725067,3,0.0065717415115005475,0.03189208164389575,0.003958876676061194,1.0001048168786517,0.023883127477198198,,,POINT (-45.8725067 -23.1938775)
1437658996,-23.1918463,-45.8729236,4,0.008762322015334063,0.03409691392468779,0.04107238064730712,0.9981424216550419,0.03571143210357869,,,POINT (-45.8729236 -23.1918463)
1437658997,-23.193275,-45.8714605,3,0.0065717415115005475,0.033561174683294004,0.0010003474047148525,1.0000061985015263,0.02595223411934596,,,POINT (-45.8714605 -23.193275)
1437658999,-23.1936724,-45.8718877,3,0.0065717415115005475,0.03252287740711656,0.002043085281721645,0.9999406376124357,0.024312951938418755,,,POINT (-45.8718877 -23.1936724)
1437659002,-23.1931077,-45.8707851,3,0.0065717415115005475,0.03452101497330541,0.01697142035781259,0.9990508210328516,0.022830031330498317,,,POINT (-45.8707851 -23.1931077)
1437659003,-23.1928872,-45.8710467,3,0.0065717415115005475,0.034556605059720656,0.0017490798339072251,0.9998907410199431,0.023829684803820986,,,POINT (-45.8710467 -23.1928872)
1437659004,-23.1923071,-45.8699266,3,0.004381161007667032,0.03683671582555986,0.14144856403486997,0.9969598453832661,0.025564923032823334,,,POINT (-45.8699266 -23.1923071)
1437659005,-23.1927044,-45.8703527,3,0.0065717415115005475,0.03564201967204185,0.021453403313559587,0.998952940495909,0.023752490332545565,,,POINT (-45.8703527 -23.1927044)
1437659007,-23.1949077,-45.8718961,3,0.004381161007667032,0.03255932985881698,0.004959070372758603,0.9998685758838654,0.022570551055127886,,,POINT (-45.8718961 -23.1949077)
1437659008,-23.1927582,-45.8694539,3,0.0032858707557502738,0.0356711973722359,0.18968966452866126,0.996002345774152,0.021853953490562048,,,POINT (-45.8694539 -23.1927582)
1437659009,-23.193493,-45.8694306,3,0.004381161007667032,0.03787080753524662,0.05480707445695106,0.9995296762484567,0.021677275018377806,,,POINT (-45.8694306 -23.193493)
1437659011,-23.1932316,-45.8696386,3,0.00547645125958379,0.03678229953999474,0.04666583234027404,0.9995681368376104,0.02192857832821928,,,POINT (-45.8696386 -23.1932316)
1437659020,-23.1938019,-45.8695602,3,0.0032858707557502738,0.03646525055446233,0.00758599080841406,0.9998144057301737,0.021254519675567154,,,POINT (-45.8695602 -23.1938019)
1437659025,-23.1945064,-45.8701988,3,0.0032858707557502738,0.03774418201896057,0.00204466190119329,0.9990231149730835,0.0190162864791388,,,POINT (-45.8701988 -23.1945064)
1437659085,-23.1945142,-45.8671338,3,0.0032858707557502738,0.03668784301595922,0.09173542622959124,0.9834252125081303,0.02112087714703693,,,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,3,0.0032858707557502738,0.032250870512955936,0.19022786197554614,0.9941142784705277,0.01895766415660717,,,POINT (-45.8676265 -23.1947219)
1437668168,-23.193067,-45.8691192,3,0.0032858707557502738,0.033317392017475064,0.18972809576557062,0.9950201139986776,0.019945534606715033,,,POINT (-45.8691192 -23.193067)
1437668193,-23.1928182,-45.8690082,3,0.004381161007667032,0.033300841536151905,0.002149747314617321,0.9976479754868889,0.01718624656110633,,,POINT (-45.8690082 -23.1928182)
1437668199,-23.1929401,-45.869261,3,0.0032858707557502738,0.034433720139124234,0.1896992723378886,0.9959402112155269,0.020484165708641144,,,POINT (-45.869261 -23.1929401)
1437668208,-23.1921144,-45.8676013,3,0.004381161007667032,0.039201251540690714,0.02268645567387612,0.9974116579046914,0.0208779122756165,,,POINT (-45.8676013 -23.1921144)
1437668220,-23.1918974,-45.8658661,3,0.004381161007667032,0.03910099708368159,0.01203719526087947,0.9982483229192988,0.020882749167358407,,,POINT (-45.8658661 -23.1918974)
1437668225,-23.1926032,-45.8672987,3,0.0065717415115005475,0.039148422038591944,0.0105401722468074,0.9968405020781543,0.017427222530804122,,,POINT (-45.8672987 -23.1926032)
1437668258,-23.1926438,-45.8664561,3,0.0032858707557502738,0.04031470708243953,0.05739417725410452,0.9964591981512035,0.02117458583062127,,,POINT (-45.8664561 -23.1926438)
1437681453,-23.1906358,-45.8678315,3,0.0065717415115005475,0.03956251239336731,0.014052857327270848,0.9994095235217706,0.024616053641115788,,,POINT (-45.8678315 -23.1906358)
1437681454,-23.1918835,-45.8671394,3,0.004381161007667032,0.038889866705390484,0.014472996917456077,0.9991851818195719,0.02192054716680562,,,POINT (-45.8671394 -23.1918835)
1437681455,-23.1908703,-45.8676939,3,0.0065717415115005475,0.0395804806522434,0.004128600301749843,0.9995254982292794,0.023284104852166327,,,POINT (-45.8676939 -23.1908703)
1437681456,-23.1913908,-45.8674137,3,0.0065717415115005475,0.03963628612366832,0.003610413145203027,0.9995893122823944,0.022334467531474875,,,POINT (-45.8674137 -23.1913908)
1437681457,-23.1904948,-45.8673288,3,0.0065717415115005475,0.03990855076251753,0.026930541830540958,0.9988210773212042,0.025699844546581776,,,POINT (-45.8673288 -23.1904948)
1437681458,-23.191625,-45.866628,3,0.004381161007667032,0.03987750631468359,0.01602539065113477,0.9990220788150853,0.02252524542362432,,,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,3,0.004381161007667032,0.03961826717284608,0.07295468210107597,0.9935928357578009,0.025718269017539926,,,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,3,0.004381161007667032,0.03968863389202547,0.07103803505955131,0.9921747985272282,0.022767980194658123,,,POINT (-45.8691359 -23.1922309)
1437681461,-23.1905943,-45.871002,3,0.0032858707557502738,0.03772980444199044,0.05164159958684964,0.9977244265638883,0.024106664062756154,,,POINT (-45.871002 -23.1905943)
1437681462,-23.190966,-45.8713843,3,0.0032858707557502738,0.036655437350203796,0.015093390545197774,0.9996823385780946,0.02344884244591726,,,POINT (-45.8713843 -23.190966)
1437681463,-23.1903612,-45.8720165,3,0.0032858707557502738,0.031057841161835187,0.008089100855141087,0.9993020750128356,0.02293488595095921,,,POINT (-45.8720165 -23.1903612)
