u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ebc,vulnerability,geometry,junction,ref,bridge
1453990675,1453977330,0,132115207,False,,Rua Capricórnio,residential,,True,45.026,0.002655496276922643,,"LINESTRING (-45.8566103 -23.2051016, -45.8570057 -23.2052802)",,,
1453990675,1454248242,0,132116451,False,,Rua Vesta,residential,,False,61.018,0.006753308907169494,0.9991475652905196,"LINESTRING (-45.8566103 -23.2051016, -45.8563362 -23.2055891)",,,
1453990676,2061113651,0,132116451,False,,Rua Vesta,residential,,True,188.114,0.0012465235649555967,0.9996991793586643,"LINESTRING (-45.8549599 -23.2081686, -45.8557642 -23.2066469)",,,
1453990676,1453990689,0,448351880,False,,Rua Saturno,residential,,False,60.278,0.0036517847434027876,0.9996737825703395,"LINESTRING (-45.8549599 -23.2081686, -45.8554694 -23.2084417)",,,
1453990676,1453990693,0,448351880,False,,Rua Saturno,residential,,True,66.672,0.002490099254811345,0.9997384908544575,"LINESTRING (-45.8549599 -23.2081686, -45.854415 -23.2078389)",,,
1453990678,1453987185,0,132115237,False,,Rua Netuno,residential,,False,102.761,0.017725516402032883,,"LINESTRING (-45.8551821 -23.205063, -45.8542826 -23.20465)",,,
1453990678,1454248242,0,132115237,False,,Rua Netuno,residential,,True,131.659,0.013675569442658967,0.9994781796118847,"LINESTRING (-45.8551821 -23.205063, -45.8563362 -23.2055891)",,,
1453990678,2061113648,0,132116453,False,,Rua Ceres,residential,,False,64.89,0.006209438891865383,0.9998830436721189,"LINESTRING (-45.8551821 -23.205063, -45.8548991 -23.2055854)",,,
1453990679,2061113649,0,132116453,False,,Rua Ceres,residential,,True,172.584,0.0022234920284891035,0.9997439555615738,"LINESTRING (-45.8538537 -23.2074872, -45.8546189 -23.2061036)",,,
1453990679,1453990693,0,448351880,False,,Rua Saturno,residential,,False,69.426,0.00129142277137002,0.9997934368256717,"LINESTRING (-45.8538537 -23.2074872, -45.854415 -23.2078389)",,,
1453990679,1453990695,0,448351880,False,,Rua Saturno,residential,,True,61.312,0.0015975377235977605,0.9997934368256717,"LINESTRING (-45.8538537 -23.2074872, -45.8533629 -23.2071701)",,,
1453990680,1453990682,0,132115237,False,,Rua Netuno,residential,,False,64.776,0.02738445987828049,0.9987709166075087,"LINESTRING (-45.8586438 -23.2066779, -45.8580812 -23.2064096)",,,
1453990680,1453987183,0,132115237,False,,Rua Netuno,residential,,True,68.923,0.00751278848306748,,"LINESTRING (-45.8586438 -23.2066779, -45.8592497 -23.2069501)",,,
1453990680,1453987212,0,132116456,False,,Rua Vênus,residential,,False,142.475,0.08206240402770125,,"LINESTRING (-45.8586438 -23.2066779, -45.8578184 -23.2077105)",,,
1453990681,1453987212,0,448351879,False,,Rua Vênus,residential,,True,188.097,0.05961847869697018,,"LINESTRING (-45.8567195 -23.2090675, -45.8578184 -23.2077105)",,,
1453990681,1453987252,0,448351880,False,,Rua Saturno,residential,,False,51.453,0.13135172436858494,,"LINESTRING (-45.8567195 -23.2090675, -45.8571516 -23.209305)",,,
1453990681,5357599329,0,448351880,False,,Rua Saturno,residential,,True,6.487,0.008775273498638554,0.9985396856806453,"LINESTRING (-45.8567195 -23.2090675, -45.856665 -23.2090376)",,,
1453990682,1453987119,0,132115237,False,,Rua Netuno,residential,,False,30.5,0.027495161209460627,,"LINESTRING (-45.8580812 -23.2064096, -45.857816 -23.2062838)",,,
1453990682,1453990680,0,132115237,False,,Rua Netuno,residential,,True,64.776,0.08575011289974356,,"LINESTRING (-45.8580812 -23.2064096, -45.8586438 -23.2066779)",,,
1453990682,1453990684,0,132116459,False,,Rua Mercúrio,residential,,False,65.135,0.002135557632663087,0.9993086272445925,"LINESTRING (-45.8580812 -23.2064096, -45.8577039 -23.2068817)",,,
1453990683,5357599329,0,448351880,False,,Rua Saturno,residential,,False,57.224,0.007268197403037087,0.9992577317860192,"LINESTRING (-45.8561702 -23.2087967, -45.856665 -23.2090376)",,,
1453990683,1453990687,0,448351880,False,,Rua Saturno,residential,,True,20.03,0.005506068128616937,0.9995312874545571,"LINESTRING (-45.8561702 -23.2087967, -45.8560003 -23.2087069)",,,
1453990683,1453987210,0,664297802,False,,Praça Marte,residential,,True,196.69799999999998,0.0014852053006874472,,"LINESTRING (-45.8561702 -23.2087967, -45.8572741 -23.2074492, -45.8573253 -23.2073818)",,,
1453990684,1453990682,0,132116459,False,,Rua Mercúrio,residential,,True,65.135,0.00491490158190032,,"LINESTRING (-45.8577039 -23.2068817, -45.8580812 -23.2064096)",,,
1453990684,2061113650,0,132116466,False,,Rua Urano,residential,,False,189.372,0.04043905377993956,0.9974528685405705,"LINESTRING (-45.8577039 -23.2068817, -45.8560564 -23.2061022)",,,
1453990684,1453987210,0,448351877,False,,Rua Mercúrio,residential,,False,67.751,0.035922732337611674,,"LINESTRING (-45.8577039 -23.2068817, -45.8574069 -23.2072793, -45.8573253 -23.2073818)",,,
1453990686,1453987210,0,132115243,False,,Rua Júpiter,residential,,False,55.136,0.004626069115399201,,"LINESTRING (-45.8568478 -23.207151, -45.8573253 -23.2073818)",,,
1453990686,1453990688,0,132115243,False,,Rua Júpiter,residential,,True,61.238,0.0030832691203026294,0.9996707860152381,"LINESTRING (-45.8568478 -23.207151, -45.856314 -23.2069008)",,,
1453990686,1453990687,0,132116462,False,,Praça Marte,residential,,False,193.478,0.0006334754494767468,0.9999443065105328,"LINESTRING (-45.8568478 -23.207151, -45.8560003 -23.2087069)",,,
1453990687,1453990686,0,132116462,False,,Praça Marte,residential,,True,193.478,0.000436807029157031,,"LINESTRING (-45.8560003 -23.2087069, -45.8568478 -23.207151)",,,
1453990687,1453990683,0,448351880,False,,Rua Saturno,residential,,False,20.03,0.005919758844760352,,"LINESTRING (-45.8560003 -23.2087069, -45.8561702 -23.2087967)",,,
1453990687,1453990689,0,448351880,False,,Rua Saturno,residential,,True,61.751999999999995,0.0044678713144987526,0.9996058836332393,"LINESTRING (-45.8560003 -23.2087069, -45.8557222 -23.208568, -45.8554694 -23.2084417)",,,
1453990688,1453990686,0,132115243,False,,Rua Júpiter,residential,,False,61.238,0.002674781070325794,,"LINESTRING (-45.856314 -23.2069008, -45.8568478 -23.207151)",,,
1453990688,2061113651,0,132115243,False,,Rua Júpiter,residential,,True,62.883,0.0022767682975907083,0.999664491120325,"LINESTRING (-45.856314 -23.2069008, -45.8557642 -23.2066469)",,,
1453990688,1453990689,0,132116463,False,,Rua Plutão,residential,,False,191.854,0.0005138490252946891,0.9999443065105328,"LINESTRING (-45.856314 -23.2069008, -45.8554694 -23.2084417)",,,
1453990689,1453990688,0,132116463,False,,Rua Plutão,residential,,True,191.854,0.0003583938821644447,,"LINESTRING (-45.8554694 -23.2084417, -45.856314 -23.2069008)",,,
1453990689,1453990676,0,448351880,False,,Rua Saturno,residential,,True,60.278,0.003583269092974548,,"LINESTRING (-45.8554694 -23.2084417, -45.8549599 -23.2081686)",,,
1453990689,1453990687,0,448351880,False,,Rua Saturno,residential,,False,61.751999999999995,0.004688367859189846,,"LINESTRING (-45.8554694 -23.2084417, -45.8557222 -23.208568, -45.8560003 -23.2087069)",,,
1453990690,2061113648,0,132116466,False,,Rua Urano,residential,,True,125.645,0.016035144861577644,0.9987440946681831,"LINESTRING (-45.8538011 -23.2050771, -45.8548991 -23.2055854)",,,
1453990690,1453987185,0,448342023,False,,Rua Centaurus,residential,,True,68.388,0.005903271860625695,,"LINESTRING (-45.8538011 -23.2050771, -45.8542826 -23.20465)",,,
1453990690,1453987206,0,448351874,False,,Rua Centaurus,residential,,False,69.944,0.011393765462072486,,"LINESTRING (-45.8538011 -23.2050771, -45.8532924 -23.2054979)",,,
1453990692,2061113651,0,132115243,False,,Rua Júpiter,residential,,False,66.03,0.0020349502818443038,0.9996464183055388,"LINESTRING (-45.8551915 -23.206372, -45.8557642 -23.2066469)",,,
1453990692,2061113649,0,132115243,False,,Rua Júpiter,residential,,True,65.69,0.000268602600431584,0.9997969053820718,"LINESTRING (-45.8551915 -23.206372, -45.8546189 -23.2061036)",,,
1453990692,1453990693,0,132116470,False,,Rua Juno,residential,,False,181.392,0.00036967291172869567,0.9999443065105328,"LINESTRING (-45.8551915 -23.206372, -45.854415 -23.2078389)",,,
1453990693,1453990692,0,132116470,False,,Rua Juno,residential,,True,181.392,0.0003744265665282092,,"LINESTRING (-45.854415 -23.2078389, -45.8551915 -23.206372)",,,
1453990693,1453990676,0,448351880,False,,Rua Saturno,residential,,False,66.672,0.002591948976267525,,"LINESTRING (-45.854415 -23.2078389, -45.8549599 -23.2081686)",,,
1453990693,1453990679,0,448351880,False,,Rua Saturno,residential,,True,69.426,0.0011813451462469322,,"LINESTRING (-45.854415 -23.2078389, -45.8538537 -23.2074872)",,,
1453990694,2061113649,0,132115243,False,,Rua Júpiter,residential,,False,60.551,0.0037094644701819593,0.9995290789741016,"LINESTRING (-45.8540883 -23.2058613, -45.8546189 -23.2061036)",,,
1453990694,1453990699,0,132115243,False,,Rua Júpiter,residential,,True,62.666,0.0012906380727624172,0.9998185239329656,"LINESTRING (-45.8540883 -23.2058613, -45.8535393 -23.2056103)",,,
1453990694,1453990695,0,132116471,False,,Rua Palas,residential,,False,163.327,0.0009918144144790693,0.9999443065105328,"LINESTRING (-45.8540883 -23.2058613, -45.8533629 -23.2071701)",,,
1453990695,1453990694,0,132116471,False,,Rua Palas,residential,,True,163.327,0.0009687328484036916,,"LINESTRING (-45.8533629 -23.2071701, -45.8540883 -23.2058613)",,,
1453990695,1453990679,0,448351880,False,,Rua Saturno,residential,,False,61.312,0.001629880265570858,,"LINESTRING (-45.8533629 -23.2071701, -45.8538537 -23.2074872)",,,
1453990695,1453990700,0,448351880,False,,Rua Saturno,residential,,True,63.677,0.0009913728755224023,0.9997863675729753,"LINESTRING (-45.8533629 -23.2071701, -45.8528467 -23.2068494)",,,
1453990699,1453990694,0,132115243,False,,Rua Júpiter,residential,,False,62.666,0.0012905033824855744,,"LINESTRING (-45.8535393 -23.2056103, -45.8540883 -23.2058613)",,,
1453990699,1453987206,0,132115243,False,,Rua Júpiter,residential,,True,28.159,0.0015903767763814855,,"LINESTRING (-45.8535393 -23.2056103, -45.8532924 -23.2054979)",,,
1453990699,1453990700,0,132116473,False,,Praça Columbia,residential,,False,154.9,0.000677378904846725,0.9999443065105328,"LINESTRING (-45.8535393 -23.2056103, -45.8528467 -23.2068494)",,,
1453990700,1453990699,0,132116473,False,,Praça Columbia,residential,,True,154.9,0.000668075464927537,,"LINESTRING (-45.8528467 -23.2068494, -45.8535393 -23.2056103)",,,
1453990700,1453990695,0,448351880,False,,Rua Saturno,residential,,False,63.677,0.0010041081002875132,,"LINESTRING (-45.8528467 -23.2068494, -45.8533629 -23.2071701)",,,
1453990700,1453977333,0,448351880,False,,Rua Saturno,residential,,True,79.084,0.00065152899415581,,"LINESTRING (-45.8528467 -23.2068494, -45.8522207 -23.2064313)",,,
1454006732,1454006734,0,132119118,True,,Avenida das Sairas,residential,,False,91.209,0.15501397730183408,0.9989896823435366,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",,,
1454006734,1454006735,0,132119118,True,,Avenida das Sairas,residential,,False,46.864,0.16065062348035972,0.9978684416867458,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",,,
1454006735,1454006737,0,132119118,True,,Avenida das Sairas,residential,,False,39.563,0.0672446094623213,0.9990574009880051,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",,,
1454006735,3179135096,0,132119123,True,,,residential,,False,20.546,0.005433984669267741,0.9995992644126447,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",,,
1454006735,1454006763,0,312091241,True,,,residential,,False,17.713,0.08796855509990195,0.9998323332243039,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",,,
1454006737,1454012686,0,312091239,False,,Avenida das Sairas,residential,,False,39.501,0.06761442671021325,0.998316837825649,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",,,
1454006737,3179135096,0,132119120,True,,,residential,,False,23.729,0.005509118920291338,0.999853371726297,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",,,
1454006738,1454008413,0,132119124,False,,Avenida das Curruiras,residential,,False,175.61599999999999,0.005383624513783244,0.9997817014118189,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",,,
1454006738,6308115793,0,132133901,False,,Avenida das Sairas,residential,,False,73.294,0.02369398794710533,0.9971526916569302,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",,,
1454006738,1454012689,0,312091239,False,,Avenida das Sairas,residential,,True,62.147,0.008587446748666414,0.9985796943828227,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",,,
1454006744,1454006734,0,132119121,True,,,residential,,False,22.822999999999997,0.005640120427392164,,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",,,
1454006744,1453987252,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,137.737,0.16182059372802282,,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",,,
1454006745,3179135102,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,31.796,0.11689399286699396,0.9956859102332316,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",,,
1454006745,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,231.332,0.08981649315152657,0.9892577943903753,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",,,
1454006760,1454006745,0,132119120,True,,,residential,,False,25.201,0.09012819945110077,,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",,,
1454006760,3179135102,0,312091243,True,,Avenida dos Tangarás,residential,,False,21.444000000000003,0.050573669786155684,0.999459846488772,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",,,
1454006763,1454006760,0,132119120,True,,,residential,,False,21.712000000000003,0.09117516472182478,,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",,,
1454006767,1454008414,0,132119122,False,,Avenida dos Tangarás,residential,,True,276.564,0.005410274048750651,0.9983964071925576,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",,,
1454006767,1454006760,0,312091243,True,,Avenida dos Tangarás,residential,,False,41.783,0.04953017876429927,,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",,,
1454006785,1454008413,0,132119124,False,,Avenida das Curruiras,residential,,True,30.524,0.009484889664473587,0.9970981883182932,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",,,
1454006785,3179135121,0,312091250,True,,Avenida das Curruiras,residential,,False,25.063000000000002,0.008320978306230119,0.9995136328714039,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",,,
1454006787,1454017538,0,312091253,False,,Avenida das Curruiras,residential,,False,50.748,0.005943069143998854,0.9983346619374467,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",,,
1454006787,3179135150,0,312091246,True,,Avenida das Curruiras,residential,,False,12.549,0.005715304827286817,0.9995978800956499,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",,,
1454006788,8863783287,0,132119310,False,,Rua dos Jaburus,residential,,False,63.778,0.012788962088292973,0.9987124321631358,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",,,
1454006788,1454017543,0,132119310,False,,Rua dos Jaburus,residential,,True,88.24,0.0099567353397329,0.9990478841677372,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",,,
1454006788,1454012796,0,312091253,False,,Avenida das Curruiras,residential,,True,117.292,0.0019462737913083974,0.999721051663733,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",,,
1454008396,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,228.822,0.05646035334622429,0.9993331819299726,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",,,
1454008396,11294568358,0,1218915307,True,,,residential,,False,45.101,0.021619150663462906,0.9980881998806281,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",,,
1454008398,1454008399,0,132119311,True,,,residential,,False,12.510000000000002,0.002784783851187161,0.9998106716619591,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",roundabout,,
1454008399,11294568358,0,132119122,False,,Avenida dos Tangarás,residential,,False,8.869,0.0023431889571375545,0.9993592694553385,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",,,
1454008399,1454008400,0,132119311,True,,,residential,,False,12.184000000000001,0.003996400839051933,0.999666166911117,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",roundabout,,
1454008400,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,True,20.775,0.003423902529853041,0.9990701509787369,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",,,
1454008400,1454008401,0,132119311,True,,,residential,,False,14.744,0.005271392483203539,0.9996778923455939,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",roundabout,,
1454008401,1454185783,0,132119313,True,,,residential,,False,20.096,0.0038503792003229177,0.9997141300454747,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",,,
1454008401,1454008398,0,132119311,True,,,residential,,False,7.677,0.0014175390340132284,,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",roundabout,,
1454008402,5327748879,0,1218915306,False,,Avenida Lívio Veneziani,residential,,False,9.858,0.08838814227882331,0.9839780933575227,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",,,
1454008402,1454011088,0,132119314,False,,Rua Poncãs,residential,,False,311.805,0.06301047587458586,0.9980749402955701,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",,,
1454008402,1454185783,0,330090732,False,,,residential,,True,22.421,0.0026878650442917155,0.9987865935931984,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",,,
1454008402,1454008396,0,1218915305,True,,Avenida Lívio Veneziani,residential,,False,95.411,0.07356421000521211,,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",,,
1454008412,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,34.599,0.11637666893861777,0.9897890136288603,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",,,
1454008412,7812477973,0,132119314,False,,Rua Poncãs,residential,,True,219.612,0.007186821740715983,0.9974568136971249,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",,,
1454008412,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,249.132,0.08738321686408584,0.9918566754686293,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",,,
1454008413,1454006785,0,132119124,False,,Avenida das Curruiras,residential,,False,30.524,0.009541762545754463,,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",,,
1454008413,1454012726,0,132119316,False,,Rua dos Macucos,residential,,False,61.342,0.015220411046871789,0.9984824201089797,"LINESTRING (-45.8529603 -23.2112141, -45.8528867 -23.2106666)",,,
1454008413,1454006738,0,132119124,False,,Avenida das Curruiras,residential,,True,175.616,0.002038051298639713,,"LINESTRING (-45.8529603 -23.2112141, -45.85329 -23.211228, -45.8534963 -23.2112534, -45.8537304 -23.2113223, -45.8540623 -23.2114275, -45.8543184 -23.2115667, -45.8544694 -23.2116828, -45.8545376 -23.2117353)",,,
1454008414,1454012664,0,132119316,False,,Rua dos Macucos,residential,,True,59.249,0.005067210392635966,0.9994177482941511,"LINESTRING (-45.8527484 -23.2096016, -45.8528205 -23.2101303)",,,
1454008414,1454006767,0,132119122,False,,Avenida dos Tangarás,residential,,False,276.56399999999996,0.047214381592015284,,"LINESTRING (-45.8527484 -23.2096016, -45.8529647 -23.2095822, -45.8531945 -23.2095783, -45.8535197 -23.2095962, -45.8538695 -23.2096482, -45.8542751 -23.2097534, -45.8544955 -23.2098159, -45.8547691 -23.2099286, -45.8550601 -23.2100839, -45.8553087 -23.210222)",,,
1454008414,1454012811,0,132119122,False,,Avenida dos Tangarás,residential,,True,270.861,0.0048445753409065255,0.9992526516549205,"LINESTRING (-45.8527484 -23.2096016, -45.8524344 -23.2096519, -45.8518983 -23.2097838, -45.851216 -23.210002, -45.850216 -23.2103089)",,,
1454011088,1454011089,0,132119446,False,,Rua Goiabeiras,residential,,False,288.787,0.060220211226584754,0.9992509093267823,"LINESTRING (-45.8486362 -23.2081667, -45.8506892 -23.2099513)",,,
1454011088,8982529158,0,132119314,False,,Rua Poncãs,residential,,False,210.89299999999997,0.010999712997140462,0.9958822201039998,"LINESTRING (-45.8486362 -23.2081667, -45.8487909 -23.2079545, -45.8489834 -23.2076904, -45.849102 -23.2075277, -45.8491967 -23.2074096, -45.8493318 -23.2072869, -45.8494941 -23.2071922, -45.8497747 -23.2071055, -45.8500566 -23.2070915, -45.8501601 -23.2071148)",,,
1454011088,1454008402,0,132119314,False,,Rua Poncãs,residential,,True,311.805,0.08813067956969595,,"LINESTRING (-45.8486362 -23.2081667, -45.8474855 -23.2097555, -45.8474533 -23.2098343, -45.8474413 -23.2099095, -45.8474346 -23.2099884, -45.8474359 -23.2100673, -45.8476122 -23.2106214)",,,
1454011089,1454011088,0,132119446,False,,Rua Goiabeiras,residential,,True,288.787,0.08484814607162018,,"LINESTRING (-45.8506892 -23.2099513, -45.8486362 -23.2081667)",,,
1454011089,1454008396,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,228.822,0.0045187682533425885,,"LINESTRING (-45.8506892 -23.2099513, -45.8502067 -23.2101114, -45.8496387 -23.2102664, -45.8485276 -23.2104728)",,,
1454011089,1454008412,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,249.132,0.11469339286306476,,"LINESTRING (-45.8506892 -23.2099513, -45.8511287 -23.2098219, -45.8519997 -23.2094966, -45.8523953 -23.2093931, -45.8528271 -23.2093278, -45.8530138 -23.2093152)",,,
1454011096,2061117199,0,132119546,False,,Rua Tuiras,residential,,False,105.171,0.01580024012410557,0.9978680324149493,"LINESTRING (-45.8481896 -23.2112869, -45.8491996 -23.2111054)",,,
1454011096,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,False,28.685,0.06774570581042103,0.9955741895529605,"LINESTRING (-45.8481896 -23.2112869, -45.8481239 -23.2110361)",,,
1454011096,1454012747,0,"[312091244, 132119310]",False,,Rua dos Jaburus,residential,,True,85.254,0.013556638415632411,0.9983490362350882,"LINESTRING (-45.8481896 -23.2112869, -45.8482124 -23.2114256, -45.8482452 -23.2115051, -45.8482788 -23.211547, -45.8487518 -23.2117717)",,,
1454012659,2061117199,0,132119546,False,,Rua Tuiras,residential,,True,124.789,0.050243643036376774,0.9989398043128548,"LINESTRING (-45.8503877 -23.2108463, -45.8491996 -23.2111054)",,,
1454012659,1454012811,0,312091245,False,,Rua das Jacutingas,residential,,False,62.279,0.00981430911964042,0.9998125362569211,"LINESTRING (-45.8503877 -23.2108463, -45.850216 -23.2103089)",,,
1454012659,1454012743,0,312091245,False,,Rua das Jacutingas,residential,,True,60.836,0.01558762792191173,0.9996557077581494,"LINESTRING (-45.8503877 -23.2108463, -45.8505721 -23.2113665)",,,
1454012659,1454012664,0,132119546,False,,Rua Tuiras,residential,,False,261.47999999999996,0.023858671908950867,0.9989131613631328,"LINESTRING (-45.8503877 -23.2108463, -45.8514249 -23.2105138, -45.8521431 -23.210272, -45.852521 -23.21018, -45.8528205 -23.2101303)",,,
1454012664,1454008414,0,132119316,False,,Rua dos Macucos,residential,,False,59.249,0.03268675871027941,,"LINESTRING (-45.8528205 -23.2101303, -45.8527484 -23.2096016)",,,
1454012664,1454012726,0,132119316,False,,Rua dos Macucos,residential,,True,60.016,0.018675612284414257,0.9991512558664059,"LINESTRING (-45.8528205 -23.2101303, -45.8528867 -23.2106666)",,,
1454012664,1454012686,0,132119546,False,,Rua Tuiras,residential,,False,274.278,0.016142243088169875,0.9971656705664497,"LINESTRING (-45.8528205 -23.2101303, -45.8532191 -23.2101227, -45.8535121 -23.2101397, -45.8537967 -23.2101809, -45.8541123 -23.2102757, -45.854345 -23.210348, -45.8546852 -23.2104996, -45.8549924 -23.2106806, -45.8552934 -23.210898)",,,
1454012664,1454012659,0,132119546,False,,Rua Tuiras,residential,,True,261.48,0.054081031403542916,,"LINESTRING (-45.8528205 -23.2101303, -45.852521 -23.21018, -45.8521431 -23.210272, -45.8514249 -23.2105138, -45.8503877 -23.2108463)",,,
1454012686,1454045031,0,132121717,False,,Travessa Sarah Suzan Sacilotti de Oliveira,residential,,False,36.584,0.017630672228091414,0.9984258830458579,"LINESTRING (-45.8552934 -23.210898, -45.85539 -23.2112148)",,,
1454012686,3179135092,0,312091239,False,,Avenida das Sairas,residential,,False,35.155,0.01842184336175956,0.999285466667378,"LINESTRING (-45.8552934 -23.210898, -45.855078 -23.2111445)",,,
1454012686,1454006737,0,312091239,False,,Avenida das Sairas,residential,,True,39.501,0.005882410417050694,,"LINESTRING (-45.8552934 -23.210898, -45.8555415 -23.2106256)",,,
