osmid,y,x,street_count,dc,cc,nbc,vulnerability,com,highway,ref,geometry
1434769669,-23.1952891,-45.8715213,3,0.0014705882352941176,0.0,0.0,1.0004413598191655,0.009107317394842824,,,POINT (-45.8715213 -23.1952891)
1437650655,-23.1914838,-45.8721561,3,0.0058823529411764705,0.027739050494965115,0.0036320713852551327,1.0006373731382225,0.01913214674375377,,,POINT (-45.8721561 -23.1914838)
1437650656,-23.1910426,-45.8712921,3,0.0058823529411764705,0.02852798419150519,0.012279086892488954,0.9997665143812164,0.030212631582309208,,,POINT (-45.8712921 -23.1910426)
1437650677,-23.1901618,-45.8722338,3,0.0014705882352941176,0.0,0.0,1.001010012793263,0.008530523274462718,,,POINT (-45.8722338 -23.1901618)
1437650678,-23.1905958,-45.8717669,3,0.0058823529411764705,0.026990403412120136,0.0029108550636749546,1.0006012905064392,0.0240795440070019,,,POINT (-45.8717669 -23.1905958)
1437658985,-23.1942711,-45.8720744,3,0.0029411764705882353,0.02700345644242463,0.0,1.0009472893785438,0.008646360957875595,,,POINT (-45.8720744 -23.1942711)
1437658986,-23.1938992,-45.8716492,3,0.008823529411764706,0.027757436708475178,0.005030826763695169,0.9986985614326435,0.020004227679329793,,,POINT (-45.8716492 -23.1938992)
1437658988,-23.1924238,-45.8715406,3,0.008823529411764706,0.029374693761765994,0.006705723526524012,1.0002207135567858,0.026716087207374374,,,POINT (-45.8715406 -23.1924238)
1437658989,-23.1921577,-45.8709714,3,0.008823529411764706,0.030254064419825817,0.013212011608767218,0.9997761966105636,0.03295859522539029,,,POINT (-45.8709714 -23.1921577)
1437658990,-23.1915753,-45.8698476,4,0.008823529411764706,0.032128351220612916,0.07969476450373963,0.997344110939356,0.04539827046058762,traffic_signals,,POINT (-45.8698476 -23.1915753)
1437658997,-23.193275,-45.8714605,3,0.008823529411764706,0.027756286856084604,0.0007995466227728203,1.000757455800398,0.022594832113980078,,,POINT (-45.8714605 -23.193275)
1437658999,-23.1936724,-45.8718877,3,0.0058823529411764705,0.027009987693227006,1.7326518236160443e-05,1.0008539458004562,0.016449979172207186,,,POINT (-45.8718877 -23.1936724)
1437659002,-23.1931077,-45.8707851,3,0.008823529411764706,0.028547431498695514,0.010638121227872591,0.9995980862769411,0.02707467658712977,,,POINT (-45.8707851 -23.1931077)
1437659003,-23.1928872,-45.8710467,3,0.008823529411764706,0.028546215265247206,0.002539598313552225,1.0005457403271363,0.026853511708938627,,,POINT (-45.8710467 -23.1928872)
1437659004,-23.1923071,-45.8699266,3,0.0058823529411764705,0.030245870297742172,0.07725334979352566,0.9972904003488543,0.033764791832165936,,,POINT (-45.8699266 -23.1923071)
1437659005,-23.1927044,-45.8703527,3,0.008823529411764706,0.029375981617163507,0.015603251609922318,0.9993782092007577,0.030727715081049607,,,POINT (-45.8703527 -23.1927044)
1437659007,-23.1949077,-45.8718961,3,0.0029411764705882353,0.025849186555529584,0.0,1.0009233490342522,0.018335959037570328,,,POINT (-45.8718961 -23.1949077)
1437659008,-23.1927582,-45.8694539,3,0.004411764705882353,0.028798966934835482,0.09688230962488088,0.9954591344696387,0.02916493807545397,,,POINT (-45.8694539 -23.1927582)
1437659009,-23.193493,-45.8694306,3,0.0058823529411764705,0.029549581684934174,0.021905772618325676,1.0000104022776977,0.02782710479241342,,,POINT (-45.8694306 -23.193493)
1437659011,-23.1932316,-45.8696386,3,0.007352941176470588,0.028779175530705366,0.01372946085650755,0.9999175669208648,0.029117652539299026,,,POINT (-45.8696386 -23.1932316)
1437659020,-23.1938019,-45.8695602,3,0.004411764705882353,0.028701510589243195,0.00702915186693234,1.0004246099850918,0.02588208912397479,,,POINT (-45.8695602 -23.1938019)
1437659025,-23.1945064,-45.8701988,3,0.0029411764705882353,0.02956288621378518,0.0,1.0006925103036761,0.018545843892107623,,,POINT (-45.8701988 -23.1945064)
1437659085,-23.1945142,-45.8671338,3,0.004411764705882353,0.035634567074715864,0.09436346703629905,0.9901371914298113,0.027572922499525962,,,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,3,0.0029411764705882353,0.026568728526344516,0.09684982240318808,0.9928698732320053,0.018605139533504886,,,POINT (-45.8676265 -23.1947219)
1437668168,-23.193067,-45.8691192,3,0.004411764705882353,0.02728384903924922,0.09685631984752664,0.9936773597599584,0.02444865836426081,,,POINT (-45.8691192 -23.193067)
1437668193,-23.1928182,-45.8690082,3,0.0058823529411764705,0.027269413727804417,0.0029130208784544746,0.9978269311246236,0.02233941383598389,,,POINT (-45.8690082 -23.1928182)
1437668199,-23.1929401,-45.869261,3,0.004411764705882353,0.028003375463112063,0.09687581218054232,0.9951857673976078,0.0267631652523319,,,POINT (-45.869261 -23.1929401)
1437668208,-23.1921144,-45.8676013,3,0.0058823529411764705,0.03388987733073099,0.03674088191977822,0.9977675062985438,0.02797472991617464,,,POINT (-45.8676013 -23.1921144)
1437668220,-23.1918974,-45.8658661,3,0.0058823529411764705,0.03199335170252029,0.020727569378266766,0.9990071278932764,0.027695218051866727,,,POINT (-45.8658661 -23.1918974)
1437668225,-23.1926032,-45.8672987,3,0.008823529411764706,0.03291755169274784,0.020974111294002135,0.997459417961849,0.023327891090712562,,,POINT (-45.8672987 -23.1926032)
1437668258,-23.1926438,-45.8664561,3,0.004411764705882353,0.031033151067846897,0.02306556643275867,0.9984972674230089,0.02705124133876995,,,POINT (-45.8664561 -23.1926438)
1437681453,-23.1906358,-45.8678315,3,0.008823529411764706,0.031174650570226697,0.00898560455109879,1.0000771715640409,0.03146506393116618,,,POINT (-45.8678315 -23.1906358)
1437681454,-23.1918835,-45.8671394,3,0.0058823529411764705,0.0329531679882891,0.016321219209333215,0.9996083480935851,0.029349228671737764,,,POINT (-45.8671394 -23.1918835)
1437681455,-23.1908703,-45.8676939,3,0.008823529411764706,0.03206991646512623,0.0037017384273296946,1.0001291574870754,0.030873358103042165,,,POINT (-45.8676939 -23.1908703)
1437681456,-23.1913908,-45.8674137,3,0.008823529411764706,0.033011615741532364,0.004087614427214184,1.0001425060867348,0.02989237586968595,,,POINT (-45.8674137 -23.1913908)
1437681457,-23.1904948,-45.8673288,3,0.008823529411764706,0.031155806040448358,0.020104897629154753,0.9994018402349967,0.032829227446779935,,,POINT (-45.8673288 -23.1904948)
1437681458,-23.191625,-45.866628,3,0.0058823529411764705,0.03204690858551188,0.014665092841260215,0.999557278197195,0.029877312072484844,,,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,3,0.0058823529411764705,0.032995359467468476,0.05915742585694071,0.9984581311291818,0.03390912852889952,,,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,3,0.0058823529411764705,0.03398958883507748,0.05853475410782869,0.9980253267025063,0.03042606372079522,,,POINT (-45.8691359 -23.1922309)
1437681461,-23.1905943,-45.871002,3,0.004411764705882353,0.030221314541783516,0.007940959889110283,0.999906146738123,0.026768192244262468,,,POINT (-45.871002 -23.1905943)
1437681462,-23.190966,-45.8713843,3,0.004411764705882353,0.029365681934780313,0.008660010395910942,1.0004789610523022,0.02784493441480129,,,POINT (-45.8713843 -23.190966)
1437681463,-23.1903612,-45.8720165,3,0.004411764705882353,0.0014705882352941176,0.0014575933466169973,0.9988995640335999,0.01944139956899998,,,POINT (-45.8720165 -23.1903612)
1437681464,-23.1900109,-45.8716238,3,0.0029411764705882353,0.029432117085436197,0.0,1.0005753319587967,0.017243310945510244,traffic_signals,,POINT (-45.8716238 -23.1900109)
1437681479,-23.1913822,-45.869431,3,0.007352941176470588,0.03118190453768998,0.020420384648704843,1.0001365763678234,0.03406644705604513,,,POINT (-45.869431 -23.1913822)
1437681480,-23.1903842,-45.8699379,4,0.007352941176470588,0.030260896247217162,0.010771679805942996,1.000033278738364,0.030681969815929605,,,POINT (-45.8699379 -23.1903842)
1437681504,-23.1893433,-45.8673827,4,0.007352941176470588,0.029418544288105124,0.00860803084120246,0.9982034615367573,0.027219934076349688,,,POINT (-45.8673827 -23.1893433)
1437681510,-23.1889318,-45.8660319,3,0.0029411764705882353,0.028572996362724194,0.0,1.0008050202013037,0.010236810666314027,,,POINT (-45.8660319 -23.1889318)
1437689817,-23.1919238,-45.8650608,3,0.004411764705882353,0.0014705882352941176,0.0014575933466169973,0.9980560367001093,0.023967524102522758,,,POINT (-45.8650608 -23.1919238)
1437698178,-23.1918548,-45.8657795,3,0.0058823529411764705,0.027733309797428905,0.0013926189032313957,1.0000494537038063,0.03127393515110015,,,POINT (-45.8657795 -23.1918548)
