osmid,y,x,street_count,dc,cc,nbc,vulnerability,com,ref,highway,geometry
1434365021,-23.1869712,-45.8784604,3,0.0015408320493066256,0.02348868079731417,0.0007555660627286152,0.9995707386282842,0.005124616464874518,,,POINT (-45.8784604 -23.1869712)
1434769556,-23.1963241,-45.8745623,3,0.0023112480739599386,0.03684399726418001,0.027760841453070645,0.9935060008550012,0.01522620140748575,,,POINT (-45.8745623 -23.1963241)
1434769669,-23.1952891,-45.8715213,3,0.0015408320493066256,0.0007704160246533128,0.0005071954995507392,0.9992315747459997,0.008130007815705375,,,POINT (-45.8715213 -23.1952891)
1434769703,-23.1967287,-45.8739872,3,0.0015408320493066256,0.0,0.0,0.999339823046711,0.008190404900469829,147,motorway_junction,POINT (-45.8739872 -23.1967287)
1434786526,-23.1980119,-45.8770966,3,0.0023112480739599386,0.034894749391819024,0.007466948580018567,0.9988161746861982,0.01569111568498547,,,POINT (-45.8770966 -23.1980119)
1434786538,-23.1976086,-45.8765156,3,0.0023112480739599386,0.035519136530582994,0.027763217446978596,0.9946513439973275,0.015550088079398967,,,POINT (-45.8765156 -23.1976086)
1434786543,-23.1927313,-45.8754474,4,0.0030816640986132513,0.03127421023132679,0.021754002153670297,0.9995193840216635,0.034931719110694176,,,POINT (-45.8754474 -23.1927313)
1434786546,-23.1891115,-45.8738027,3,0.0023112480739599386,0.029588550438271726,0.0027489110882984507,0.9997227160651273,0.018931682020053898,,,POINT (-45.8738027 -23.1891115)
1434786547,-23.1886102,-45.8736854,3,0.0023112480739599386,0.033533743813734446,0.01921141053994402,0.9994174811428914,0.020593822507030027,,,POINT (-45.8736854 -23.1886102)
1434786551,-23.1926116,-45.8755552,5,0.003852080123266564,0.03037751083168222,0.028782950463636846,0.9988615450387623,0.03775029153059772,,traffic_signals,POINT (-45.8755552 -23.1926116)
1434786552,-23.1933201,-45.8756332,3,0.003852080123266564,0.03271578291959109,0.030290087963686985,0.9972329406691375,0.018061456829701682,,,POINT (-45.8756332 -23.1933201)
1434833247,-23.198452,-45.8776672,3,0.0023112480739599386,0.03369860712398776,0.0074693245739265186,0.9991467306177161,0.01608191708195728,,,POINT (-45.8776672 -23.198452)
1434833255,-23.1983907,-45.8791968,3,0.0015408320493066256,0.03006465176844699,0.0008612953290014138,1.0002123506784553,0.012111748683128074,,,POINT (-45.8791968 -23.1983907)
1434833258,-23.1990588,-45.8784114,3,0.0023112480739599386,0.030742614773785128,0.0015111321254572304,0.9979682360864405,0.012912769222929128,,,POINT (-45.8784114 -23.1990588)
1434833269,-23.1994371,-45.878878,3,0.0015408320493066256,0.02985369464407959,0.0007561600612056032,0.9992182706411555,0.006752595242069952,,,POINT (-45.878878 -23.1994371)
1434833274,-23.1998207,-45.8792915,3,0.0007704160246533128,0.029016655674344465,0.0,1.000409888003835,0.0034282689379755726,,traffic_signals,POINT (-45.8792915 -23.1998207)
1434870721,-23.1961302,-45.8787782,3,0.0007704160246533128,0.0,0.0,1.0002483154924768,0.0050186932045447,,,POINT (-45.8787782 -23.1961302)
1434870722,-23.1960146,-45.8764127,3,0.003852080123266564,0.03343884210761505,0.03005986855396955,0.9971447004805166,0.01652566324872706,,traffic_signals,POINT (-45.8764127 -23.1960146)
1434874889,-23.1960734,-45.8778059,3,0.0023112480739599386,0.030056639772191137,0.002615078294939252,0.9987952533146108,0.012816894574861144,,,POINT (-45.8778059 -23.1960734)
1434874897,-23.1964168,-45.8772352,3,0.0030816640986132513,0.032005983021869654,0.0007772470071386738,1.0000426352302099,0.020278699207328988,,,POINT (-45.8772352 -23.1964168)
1434874903,-23.1960347,-45.8771321,3,0.0030816640986132513,0.030999148465262444,0.004111657457710279,0.9996914121204391,0.016024051964718365,,,POINT (-45.8771321 -23.1960347)
1434874912,-23.1983989,-45.8778672,3,0.0030816640986132513,0.03263059677222412,0.004041545837476473,1.0000101113697668,0.017670924223438314,,,POINT (-45.8778672 -23.1983989)
1434875366,-23.1972824,-45.8774668,4,0.00539291217257319,0.03307953392552282,0.015271313119078438,0.9995143557146088,0.024676390045811427,,,POINT (-45.8774668 -23.1972824)
1434875367,-23.1974576,-45.8768433,3,0.0030816640986132513,0.03506338975996194,0.020615581494396303,0.9983456371784588,0.016038747848451884,,,POINT (-45.8768433 -23.1974576)
1434877823,-23.1965729,-45.8783005,3,0.0030816640986132513,0.031003021712690444,0.0018725801987043707,1.0000893710740504,0.01635225086953202,,,POINT (-45.8783005 -23.1965729)
1434877835,-23.1984342,-45.8784804,3,0.0030816640986132513,0.03086572757499026,0.0016594279825892894,1.0001527050645744,0.01714194813628591,,,POINT (-45.8784804 -23.1984342)
1434877844,-23.1976049,-45.8775918,3,0.004622496147919877,0.03201341590227418,0.007513556872602819,0.9987273654055929,0.016988725956718582,,,POINT (-45.8775918 -23.1976049)
1434891758,-23.1928552,-45.8791652,4,0.0023112480739599386,0.024622381167299767,0.003009790282897715,1.0003066393371407,0.015374044404809854,,,POINT (-45.8791652 -23.1928552)
1437624917,-23.1904357,-45.878994,3,0.0015408320493066256,0.023938716471978032,0.0,1.0003271878647595,0.0066092328032461185,,,POINT (-45.878994 -23.1904357)
1437624924,-23.1926114,-45.8785205,3,0.0023112480739599386,0.023446053479669913,0.0030169182646215707,1.0002161148218853,0.01736507964942755,,,POINT (-45.8785205 -23.1926114)
1437624926,-23.1918875,-45.8774842,3,0.003852080123266564,0.026622203336267403,0.010890638096184147,0.9988341472508606,0.017978085190873006,,,POINT (-45.8774842 -23.1918875)
1437624927,-23.1913914,-45.8767407,3,0.0023112480739599386,0.02709311495188534,0.02471960751061416,0.9988880315215645,0.016251956233413096,,,POINT (-45.8767407 -23.1913914)
1437624931,-23.1925141,-45.8785743,4,0.0030816640986132513,0.02525697603625198,0.004119041315701146,1.0000926834915078,0.02162637476220481,,,POINT (-45.8785743 -23.1925141)
1437627792,-23.1913187,-45.8768029,3,0.0023112480739599386,0.027201822444621312,0.015768600686432308,0.9997617593273729,0.015794569469294858,,traffic_signals,POINT (-45.8768029 -23.1913187)
1437627795,-23.1906404,-45.8774431,3,0.0023112480739599386,0.025811341070127187,0.0198802762321043,0.9999607403241658,0.01756402381229159,,,POINT (-45.8774431 -23.1906404)
1437627798,-23.1898646,-45.8780717,3,0.0030816640986132513,0.023947958149186068,0.005704266374261019,1.0002191992647942,0.016284445904130505,,,POINT (-45.8780717 -23.1898646)
