u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,bridge,junction
1437658997,2061117171,0,130573174,False,,,Rua Topázio,residential,,True,93.092,"LINESTRING (-45.8714605 -23.193275, -45.8720948 -23.1926742)",7.774034724021767e-05,0.9999369529591212,,
1437658997,1437659003,0,130573178,False,,,Praça Diamante,residential,,False,60.401,"LINESTRING (-45.8714605 -23.193275, -45.8710467 -23.1928872)",0.001433877515764015,0.9998772308494559,,
1437658997,1437658999,0,130573178,False,,,Praça Diamante,residential,,True,62.122,"LINESTRING (-45.8714605 -23.193275, -45.8718877 -23.1936724)",0.0007367337537070628,0.9998989245852581,,
1437658999,1437658986,0,130573175,False,,,Rua Opala,residential,,False,35.074,"LINESTRING (-45.8718877 -23.1936724, -45.8716492 -23.1938992)",0.001399326250323918,,,
1437658999,1437658997,0,130573178,False,,,Praça Diamante,residential,,False,62.122,"LINESTRING (-45.8718877 -23.1936724, -45.8714605 -23.193275)",6.910253088019349e-05,,,
1437659002,1437659003,0,130573177,False,,,Rua Ametista,residential,,False,36.278,"LINESTRING (-45.8707851 -23.1931077, -45.8710467 -23.1928872)",2.5913449080072558e-05,0.9997658387168517,,
1437659002,1437659005,0,130573179,False,,,Rua Jade,residential,,False,62.962,"LINESTRING (-45.8707851 -23.1931077, -45.8703527 -23.1927044)",0.008408914226483545,0.9989048470426031,,
1437659002,1437658986,0,"[130573176, 130573177, 130573175]",False,,,"['Rua Ametista', 'Rua Opala']",residential,,True,169.81500000000003,"LINESTRING (-45.8707851 -23.1931077, -45.8706548 -23.1932443, -45.8706456 -23.1932747, -45.8706509 -23.1933108, -45.8712454 -23.1938571, -45.8714379 -23.1940335, -45.8714692 -23.1940449, -45.8715 -23.1940375, -45.8716492 -23.1938992)",0.003623204054015145,,,
1437659003,1437658988,0,130573177,False,,,Rua Ametista,residential,,False,72.135,"LINESTRING (-45.8710467 -23.1928872, -45.8715406 -23.1924238)",0.00015548069448043534,,,
1437659003,1437659002,0,130573177,False,,,Rua Ametista,residential,,True,36.278,"LINESTRING (-45.8710467 -23.1928872, -45.8707851 -23.1931077)",0.0027338688779476547,,,
1437659003,1437658997,0,130573178,False,,,Praça Diamante,residential,,True,60.401,"LINESTRING (-45.8710467 -23.1928872, -45.8714605 -23.193275)",0.001093943451095563,,,
1437659004,8213125501,0,665146350,True,2,,Rua Ceci,secondary,,False,53.761,"LINESTRING (-45.8699266 -23.1923071, -45.8695666 -23.1926596)",0.07515044196827043,0.9967142323478027,,
1437659004,1437659005,0,130573179,False,,,Rua Jade,residential,,True,62.035000000000004,"LINESTRING (-45.8699266 -23.1923071, -45.8699791 -23.192356, -45.8703527 -23.1927044)",0.003327178889176816,0.9991081742019802,,
1437659005,1437659002,0,130573179,False,,,Rua Jade,residential,,True,62.962,"LINESTRING (-45.8703527 -23.1927044, -45.8707851 -23.1931077)",0.005059241023869165,,,
1437659005,1437658989,0,130573180,False,,,Rua Alabastro,residential,,True,87.717,"LINESTRING (-45.8703527 -23.1927044, -45.8709714 -23.1921577)",0.0004221732745961821,,,
1437659005,1437659004,0,130573179,False,,,Rua Jade,residential,,False,62.035000000000004,"LINESTRING (-45.8703527 -23.1927044, -45.8699791 -23.192356, -45.8699266 -23.1923071)",0.011527165932452276,,,
1437659007,3194242047,0,218648966,True,,,Avenida Deputado Benedito Matarazzo,secondary,,False,39.408,"LINESTRING (-45.8718961 -23.1949077, -45.8715411 -23.1947694)",0.0014511531484840633,0.9999292372455361,,
1437659008,1437668199,0,472740728,True,2,,Rua Ceci,secondary,,False,28.246,"LINESTRING (-45.8694539 -23.1927582, -45.869261 -23.1929401)",0.09804893322967954,0.9947100961767371,,
1437659009,1437659011,0,130573182,False,,,,residential,,False,36.011,"LINESTRING (-45.8694306 -23.193493, -45.8696386 -23.1932316)",0.014826451872966514,0.9992912071566329,,
1437659009,1437659020,0,"[823472461, 823472462]",True,,,Avenida Deputado Benedito Matarazzo,secondary,,False,41.042,"LINESTRING (-45.8694306 -23.193493, -45.8694113 -23.1935746, -45.8694054 -23.1936439, -45.8694313 -23.1936933, -45.8694728 -23.1937367, -45.8695602 -23.1938019)",0.008466139759868705,0.9998463129068714,,
1437659011,1437659009,0,130573182,False,,,,residential,,True,36.011,"LINESTRING (-45.8696386 -23.1932316, -45.8694306 -23.193493)",0.0002494169473956984,,,
1437659011,2278776524,0,313224447,False,,,,residential,,True,34.751,"LINESTRING (-45.8696386 -23.1932316, -45.8697044 -23.1931009, -45.8697119 -23.1930083, -45.8696996 -23.1929335)",0.014890875586651694,0.9995667102744282,,
1437659020,1437659025,0,218648968,True,,,,motorway_link,,False,102.656,"LINESTRING (-45.8695602 -23.1938019, -45.8697044 -23.1939781, -45.8697805 -23.1941081, -45.869901 -23.1942453, -45.8700483 -23.1943613, -45.8701988 -23.1945064)",6.694307679018744e-05,0.9999189395188703,,
1437659020,1438434274,0,312157333,True,,,Avenida Deputado Benedito Matarazzo,secondary,,False,169.09199999999998,"LINESTRING (-45.8695602 -23.1938019, -45.8708878 -23.1943919, -45.8709823 -23.1944245, -45.8710601 -23.1944362)",0.0083927183208085,0.9996854487241336,,
1437659085,3191506442,0,"[448350906, 130573189, 130573191]",True,2,,"['Rua Bahia', 'Avenida dos Astronautas']",secondary,60,False,275.173,"LINESTRING (-45.8671338 -23.1945142, -45.8672831 -23.1945023, -45.8674483 -23.1944578, -45.8675921 -23.194384, -45.8677063 -23.1942995, -45.8677677 -23.1942466, -45.8678264 -23.1941852, -45.8679329 -23.1940287, -45.868433 -23.19314, -45.8687061 -23.1926525)",0.0955374881230025,0.9901513445161526,yes,
1437661738,1453962116,0,772037048,True,4,,Avenida dos Astronautas,secondary,60,False,150.332,"LINESTRING (-45.8676265 -23.1947219, -45.8665464 -23.1956396)",0.09801654141832945,0.9917603262267227,,
1437668168,1437661738,0,"[472740728, 772037049, 130573186]",True,2,,"['Rua Ceci', 'Avenida dos Astronautas', 'Viaduto Bandeirante']",secondary,60,False,241.25,"LINESTRING (-45.8691192 -23.193067, -45.8686623 -23.1934896, -45.868381 -23.1939807, -45.8681862 -23.1942308, -45.8676265 -23.1947219)",0.09802301978059946,,yes,
1437668193,8555407414,0,883151734,False,1,,Rua Espirito Santo,residential,30,False,28.972,"LINESTRING (-45.8690082 -23.1928182, -45.8687732 -23.1926725)",0.0014576315107540814,0.997559815961057,,
1437668193,1437668168,0,130574166,True,1,,Rua Espirito Santo,residential,30,False,30.088,"LINESTRING (-45.8690082 -23.1928182, -45.8690507 -23.1928844, -45.8690788 -23.1929393, -45.8691008 -23.1930017, -45.8691192 -23.193067)",0.0028979873887881144,,,
1437668199,1437668193,0,130574171,True,1,,Rua Espirito Santo,residential,30,False,29.178,"LINESTRING (-45.869261 -23.1929401, -45.8690082 -23.1928182)",0.0029109441133281506,,,
1437668199,1437668168,0,472740728,True,2,,Rua Ceci,secondary,,False,20.228,"LINESTRING (-45.869261 -23.1929401, -45.8691192 -23.193067)",0.09513151075408137,,,
1437668208,1437668225,0,130574176,False,,,Rua Acre,residential,,False,62.536,"LINESTRING (-45.8676013 -23.1921144, -45.8672987 -23.1926032)",0.020544326394287524,0.9988260450308623,,
1437668208,1437681454,0,313245442,True,,,Rua Espirito Santo,residential,,False,53.74,"LINESTRING (-45.8676013 -23.1921144, -45.8671394 -23.1918835)",0.01753980593705911,0.9992863148560776,,
1437668220,1437668225,0,130574175,False,,,Avenida Deputado Benedito Matarazzo,residential,,False,166.131,"LINESTRING (-45.8658661 -23.1918974, -45.8672987 -23.1926032)",0.0003746652846160491,0.9992482408720422,,
1437668220,1437668258,0,130574179,True,,,,motorway_link,,False,108.967,"LINESTRING (-45.8658661 -23.1918974, -45.8658501 -23.19203, -45.8658864 -23.192145, -45.86597 -23.1922525, -45.8660876 -23.1923634, -45.8662386 -23.1924728, -45.8664561 -23.1926438)",0.02174318332325588,0.9986168427441141,,
1437668225,2061113644,0,130574175,False,,,Avenida Deputado Benedito Matarazzo,residential,,False,116.703,"LINESTRING (-45.8672987 -23.1926032, -45.8683009 -23.1931061)",0.0014576315107540814,0.9976249693263901,,
1437668225,1437668220,0,130574175,False,,,Avenida Deputado Benedito Matarazzo,residential,,True,166.131,"LINESTRING (-45.8672987 -23.1926032, -45.8658661 -23.1918974)",0.02054000748610751,,,
1437668225,1437668208,0,130574176,False,,,Rua Acre,residential,,True,62.536,"LINESTRING (-45.8672987 -23.1926032, -45.8676013 -23.1921144)",0.0003660274682560249,,,
1437668258,3179970424,0,772037038,True,4,SP-060;BR-116,Rodovia Presidente Dutra,motorway,100,False,254.502,"LINESTRING (-45.8664561 -23.1926438, -45.8686602 -23.1937087)",0.024448979298033455,0.9982836369379747,,
1437681453,1437681455,0,130575666,False,,,Praça Paraíba,residential,,False,29.626,"LINESTRING (-45.8678315 -23.1906358, -45.8676939 -23.1908703)",0.00040813682301114277,0.9997441245998436,,
1437681453,1437681479,0,130653078,False,,,Rua Pernambuco,residential,,True,183.346,"LINESTRING (-45.8678315 -23.1906358, -45.869431 -23.1913822)",0.008945538567850048,0.999742244912308,,
1437681453,1437681457,0,130653078,False,,,Rua Pernambuco,residential,,False,53.721000000000004,"LINESTRING (-45.8678315 -23.1906358, -45.8675758 -23.1905626, -45.8673288 -23.1904948)",0.0010566928680429586,0.9996425601455503,,
1437681454,1437681456,0,130575666,False,,,Praça Paraíba,residential,,True,61.543,"LINESTRING (-45.8671394 -23.1918835, -45.8674137 -23.1913908)",0.0024920100198669777,0.9998152041107861,,
1437681454,1437681458,0,883200363,True,,,Rua Espirito Santo,residential,,False,59.652,"LINESTRING (-45.8671394 -23.1918835, -45.866628 -23.191625)",0.015232429241887653,0.9993189709940722,,
1437681455,1437681456,0,130575666,False,,,Praça Paraíba,residential,,False,64.575,"LINESTRING (-45.8676939 -23.1908703, -45.8674137 -23.1913908)",0.000280369122685785,0.999911934292106,,
1437681455,1437681453,0,130575666,False,,,Praça Paraíba,residential,,True,29.626,"LINESTRING (-45.8676939 -23.1908703, -45.8678315 -23.1906358)",0.0014734675074141255,,,
1437681455,1437681459,0,130575668,False,,,Rua Alagoas,residential,,True,218.697,"LINESTRING (-45.8676939 -23.1908703, -45.8695682 -23.191819)",0.0033881834672194874,0.9998641627178766,,
1437681456,1437681454,0,130575666,False,,,Praça Paraíba,residential,,False,61.543,"LINESTRING (-45.8674137 -23.1913908, -45.8671394 -23.1918835)",0.00019111168696553512,,,
1437681456,1437681455,0,130575666,False,,,Praça Paraíba,residential,,True,64.575,"LINESTRING (-45.8674137 -23.1913908, -45.8676939 -23.1908703)",0.0033216002994443006,,,
1437681456,1437681460,0,130575669,False,,,Rua Sergipe,residential,,True,199.277,"LINESTRING (-45.8674137 -23.1913908, -45.8691359 -23.1922309)",0.0020140508479456394,0.9998226666508702,,
1437681457,1437681458,0,130575667,False,,,Rua Amaranto,residential,,False,144.652,"LINESTRING (-45.8673288 -23.1904948, -45.866628 -23.191625)",0.0008472258213123722,0.9992205050471136,,
1437681457,1438333450,0,130653078,False,,,Rua Pernambuco,residential,,False,64.435,"LINESTRING (-45.8673288 -23.1904948, -45.86673 -23.1903136)",0.012940528634361233,0.9990921675446844,,
1437681457,1437681453,0,130653078,False,,,Rua Pernambuco,residential,,True,53.721000000000004,"LINESTRING (-45.8673288 -23.1904948, -45.8675758 -23.1905626, -45.8678315 -23.1906358)",0.007709251101321586,,,
1437681458,1437681457,0,130575667,False,,,Rua Amaranto,residential,,True,144.652,"LINESTRING (-45.866628 -23.191625, -45.8673288 -23.1904948)",0.014488857216895568,,,
1437681458,1437668220,0,"[883200363, 313224575]",True,,,Rua Espirito Santo,residential,,False,109.546,"LINESTRING (-45.866628 -23.191625, -45.8662618 -23.1914582, -45.866183 -23.1914563, -45.8661266 -23.1914827, -45.8658661 -23.1918974)",0.001584319484034436,,,
1437681459,1437658990,0,130573191,True,2,,Rua Bahia,secondary,,False,39.368,"LINESTRING (-45.8695682 -23.191819, -45.8698476 -23.1915753)",0.05901608073479025,,,
1437681459,1437681455,0,130575668,False,,,Rua Alagoas,residential,,False,218.697,"LINESTRING (-45.8695682 -23.191819, -45.8676939 -23.1908703)",0.0014187613371339726,,,
1437681460,1437681459,0,130573191,True,2,,Rua Bahia,secondary,,False,63.64,"LINESTRING (-45.8691359 -23.1922309, -45.8695682 -23.191819)",0.05705313696697474,,,
1437681460,1437681456,0,130575669,False,,,Rua Sergipe,residential,,False,199.277,"LINESTRING (-45.8691359 -23.1922309, -45.8674137 -23.1913908)",0.0027608620540727304,,,
1437681461,1437681462,0,130575671,True,,,Rua Iara,residential,,False,56.879000000000005,"LINESTRING (-45.871002 -23.1905943, -45.8712823 -23.1908669, -45.871325 -23.1909084, -45.8713843 -23.190966)",0.007913319512827158,0.9998370494144103,,
1437681461,1437681464,0,973344608,True,,,Rua Tupã,secondary,,False,90.815,"LINESTRING (-45.871002 -23.1905943, -45.87155 -23.1900802, -45.8716238 -23.1900109)",0.0014554720566640753,0.9995099481622152,,
1437681462,1437650656,0,973344609,True,,,Rua Ceci,secondary,,False,12.703,"LINESTRING (-45.8713843 -23.190966, -45.8712921 -23.1910426)",0.01008573032737324,,,
1437681463,1437650678,0,973344609,True,,,Rua Ceci,secondary,,False,36.488,"LINESTRING (-45.8720165 -23.1903612, -45.8717669 -23.1905958)",0.0029023062969681266,,,
1437681463,1437681464,0,130575672,True,,,Rua Umuarama,residential,,False,55.931,"LINESTRING (-45.8720165 -23.1903612, -45.8716734 -23.1900551, -45.8716238 -23.1900109)",4.318908180012093e-06,0.9997898754058605,,
1437681479,1437681453,0,130653078,False,,,Rua Pernambuco,residential,,False,183.346,"LINESTRING (-45.869431 -23.1913822, -45.8678315 -23.1906358)",0.0012341280124384556,,,
1437681479,1437658990,0,665146352,False,,,Rua Água Marinha,residential,,True,47.688,"LINESTRING (-45.869431 -23.1913822, -45.8698476 -23.1915753)",0.020577438023667616,,,
1437681480,1437681479,0,130575674,True,,,Rua Martins Pereira,residential,,False,122.476,"LINESTRING (-45.8699379 -23.1903842, -45.8699024 -23.19045, -45.8698812 -23.1904892, -45.869431 -23.1913822)",0.010515461691284443,,,
1437681480,1437681504,0,130575687,False,,,Rua Pedro Pinto da Cunha Filho,residential,,False,286.698,"LINESTRING (-45.8699379 -23.1903842, -45.8698547 -23.1903443, -45.8693643 -23.1901095, -45.8685824 -23.1897352, -45.8683373 -23.1896178, -45.8679425 -23.1895043, -45.8673827 -23.1893433)",0.0014641098730240995,0.9994785458292269,,
1437681480,7702799499,0,824918991,False,,,,residential,,True,97.083,"LINESTRING (-45.8699379 -23.1903842, -45.870001 -23.190414, -45.8700463 -23.1904353, -45.8703764 -23.1906165, -45.8704216 -23.1906389, -45.8705579 -23.1907062, -45.8707055 -23.1907789, -45.8707643 -23.1908138)",0.00021162650082059257,0.999686473029866,,
1437681504,1437681510,0,130575687,False,,,Rua Pedro Pinto da Cunha Filho,residential,,False,145.45299999999997,"LINESTRING (-45.8673827 -23.1893433, -45.8672469 -23.1893001, -45.8660319 -23.1889318)",0.0014576315107540814,0.9978657984092295,,
1437681504,1437681480,0,130575687,False,,,Rua Pedro Pinto da Cunha Filho,residential,,True,286.698,"LINESTRING (-45.8673827 -23.1893433, -45.8679425 -23.1895043, -45.8683373 -23.1896178, -45.8685824 -23.1897352, -45.8693643 -23.1901095, -45.8698547 -23.1903443, -45.8699379 -23.1903842)",0.008576271918459014,,,
1437681510,1437681504,0,130575687,False,,,Rua Pedro Pinto da Cunha Filho,residential,,True,145.45299999999997,"LINESTRING (-45.8660319 -23.1889318, -45.8672469 -23.1893001, -45.8673827 -23.1893433)",0.0014511531484840633,,,
1437689817,1437668258,0,772038456,True,3,SP-060;BR-116,Rodovia Presidente Dutra,motorway,100,False,163.548,"LINESTRING (-45.8650608 -23.1919238, -45.8664561 -23.1926438)",0.0027122743370475945,,,
1437689817,1437698178,0,130576407,True,,,,motorway_link,,False,84.258,"LINESTRING (-45.8650608 -23.1919238, -45.8654289 -23.1920428, -45.8655356 -23.1920428, -45.8656513 -23.1919938, -45.8657402 -23.1919161, -45.8657795 -23.1918548)",0.00019435086810054417,0.9993755608978406,,
1437698178,1437698184,0,130576761,False,,,Avenida Deputado Benedito Matarazzo,residential,,False,60.511,"LINESTRING (-45.8657795 -23.1918548, -45.865258 -23.1915972)",3.347153839509372e-05,0.9997909592478976,,
1437698178,1438333450,0,312157331,True,,,Rua Rio Grande do Norte,residential,,False,196.996,"LINESTRING (-45.8657795 -23.1918548, -45.86673 -23.1903136)",0.0028062105899628576,0.9996601798521342,,
1437698184,1437698186,0,130576761,False,,,Avenida Deputado Benedito Matarazzo,residential,,False,62.218,"LINESTRING (-45.865258 -23.1915972, -45.8647237 -23.1913291)",0.0007504102962771011,0.9998454299597066,,
1437698184,1437698178,0,130576761,False,,,Avenida Deputado Benedito Matarazzo,residential,,True,60.511,"LINESTRING (-45.865258 -23.1915972, -45.8657795 -23.1918548)",0.002651809622527425,,,
1437698184,1437698195,0,130576762,False,,,Rua Ceará,residential,,True,185.914,"LINESTRING (-45.865258 -23.1915972, -45.8661401 -23.190135)",0.001208214563358383,0.9999599701327752,,
1437698186,1437698184,0,130576761,False,,,Avenida Deputado Benedito Matarazzo,residential,,True,62.218,"LINESTRING (-45.8647237 -23.1913291, -45.865258 -23.1915972)",0.0009749935216377298,,,
1437698186,1437698197,0,130576763,False,,,Rua Piauí,residential,,True,174.88,"LINESTRING (-45.8647237 -23.1913291, -45.8655707 -23.1899626)",0.0004858771702513604,0.9999699775995817,,
1437698186,5329851772,0,"[130576761, 130653079]",False,,,"['Rua Maranhão', 'Avenida Deputado Benedito Matarazzo']",residential,,False,167.55700000000002,"LINESTRING (-45.8647237 -23.1913291, -45.8643107 -23.1911324, -45.8642617 -23.1910835, -45.8642425 -23.1910307, -45.8642512 -23.1909528, -45.8647168 -23.1901852)",2.1594540900060463e-05,0.9999074495939859,,
1437698195,1437698184,0,130576762,False,,,Rua Ceará,residential,,False,185.914,"LINESTRING (-45.8661401 -23.190135, -45.865258 -23.1915972)",0.0036084477844001038,,,
1437698195,1437698197,0,130653078,False,,,Rua Pernambuco,residential,,False,61.275,"LINESTRING (-45.8661401 -23.190135, -45.8655707 -23.1899626)",0.0050542022976591515,0.9995536328096417,,
1437698195,1438333450,0,130653078,False,,,Rua Pernambuco,residential,,True,63.481,"LINESTRING (-45.8661401 -23.190135, -45.86673 -23.1903136)",0.007430681523710806,0.9993055784362485,,
1437698197,1437698186,0,130576763,False,,,Rua Piauí,residential,,False,174.88,"LINESTRING (-45.8655707 -23.1899626, -45.8647237 -23.1913291)",0.0007255765742420317,,,
1437698197,1437698195,0,130653078,False,,,Rua Pernambuco,residential,,True,61.275,"LINESTRING (-45.8655707 -23.1899626, -45.8661401 -23.190135)",0.00480370562321845,,,
1437698197,5329851772,0,"[130653078, 130653079]",False,,,"['Rua Pernambuco', 'Rua Maranhão']",residential,,"[False, True]",116.863,"LINESTRING (-45.8655707 -23.1899626, -45.8649619 -23.1897811, -45.8647168 -23.1901852)",0.00288934957242809,0.9997731726945195,,
1438333450,1437698195,0,130653078,False,,,Rua Pernambuco,residential,,False,63.481,"LINESTRING (-45.86673 -23.1903136, -45.8661401 -23.190135)",0.010087889781463246,,,
1438333450,1437681457,0,130653078,False,,,Rua Pernambuco,residential,,True,64.435,"LINESTRING (-45.86673 -23.1903136, -45.8673288 -23.1904948)",0.005957933834326682,,,
1438333450,1437681504,0,130653317,True,,,Rua Waldir Gaioso,residential,,False,126.852,"LINESTRING (-45.86673 -23.1903136, -45.8667787 -23.1902413, -45.8673827 -23.1893433)",0.007125118769974951,,,
1438434273,3194242045,0,130573181,True,,,Rua Rio Grande do Sul,residential,,False,67.826,"LINESTRING (-45.8711792 -23.1942531, -45.8716388 -23.1946931)",0.004369655351127235,0.9996788561527242,,
1438434273,2278776520,0,130665836,False,,,Rua Rio Grande do Sul,residential,,False,185.036,"LINESTRING (-45.8711792 -23.1942531, -45.8709934 -23.194086, -45.8698926 -23.1930824)",0.008650773084564222,0.9990755121509166,,
1438434274,1438434273,0,130665835,True,,,Avenida Deputado Benedito Mararazzo,residential,,False,23.721,"LINESTRING (-45.8710601 -23.1944362, -45.8711792 -23.1942531)",0.012736460222855663,,,
1446670972,1437659085,0,448350906,True,2,,Avenida dos Astronautas,secondary,60,False,153.286,"LINESTRING (-45.8658229 -23.1949238, -45.8659978 -23.1947089, -45.8661647 -23.1945881, -45.8661788 -23.1945779, -45.8663895 -23.1944934, -45.8666181 -23.1944743, -45.8668631 -23.1945028, -45.8668763 -23.1945043, -45.8671338 -23.1945142)",0.09264597909648441,,,
1446670972,6193276640,0,772037050,True,2,,,motorway_link,60,False,85.16,"LINESTRING (-45.8658229 -23.1949238, -45.8659128 -23.1944682, -45.8660153 -23.1941804)",0.012204677514667153,0.9979191403569746,,
1446670988,1454021673,0,312071903,True,,,Avenida dos Astronautas,secondary,60,False,222.525,"LINESTRING (-45.8540288 -23.2182371, -45.8541801 -23.2178618, -45.8542699 -23.2177099, -45.8545876 -23.2172996, -45.8552113 -23.2165742)",0.05847293147444786,0.9949325391329037,,
1446670988,1446748371,0,312135006,True,,,,secondary_link,60,False,40.15,"LINESTRING (-45.8540288 -23.2182371, -45.8540791 -23.2181952, -45.8541076 -23.2181764, -45.8541706 -23.2181496, -45.8542276 -23.2181493, -45.8542762 -23.2181801, -45.8543399 -23.2182562)",0.020558362845872563,0.9918285840669517,,
1446670989,1454044981,0,312071903,True,,,Avenida dos Astronautas,secondary,60,False,46.913,"LINESTRING (-45.8569489 -23.2140414, -45.8570612 -23.2138016, -45.8570954 -23.2137139, -45.8571112 -23.2136478)",0.00691553422225043,0.9996530250037453,,
1446670989,3178889265,0,312071905,True,,,Rua Professor Waldemar Ramos,residential,,False,24.064,"LINESTRING (-45.8569489 -23.2140414, -45.8569012 -23.2140587, -45.8568374 -23.2140591, -45.8567784 -23.2140421, -45.85673 -23.2140118)",0.0030551249992199652,0.9997856737314944,,
1446671002,2143249780,0,132121238,True,,,Avenida Doutor Amin Simão,tertiary,60,False,38.96,"LINESTRING (-45.8560897 -23.2230937, -45.8560427 -23.222746)",0.0008983329014425153,0.9998418652836357,,
1446671002,1446674016,0,312071894,True,,,,tertiary_link,,False,46.416000000000004,"LINESTRING (-45.8560897 -23.2230937, -45.8560436 -23.2230173, -45.8560194 -23.2229217, -45.8559642 -23.222808, -45.8559424 -23.2227763, -45.8558953 -23.2227214)",0.0007633670208171374,0.999939955199163,,
1446671007,1453987215,0,312071903,True,,,Avenida dos Astronautas,secondary,60,False,130.267,"LINESTRING (-45.8575321 -23.208997, -45.8581212 -23.2082652, -45.8582902 -23.2080552)",0.18175978451769237,0.9975484421494435,,
