u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,junction,bridge
1454006732,1454006734,0,132119118,True,,Avenida das Sairas,residential,,False,91.209,"LINESTRING (-45.8569025 -23.209641, -45.8565835 -23.2099041, -45.8564383 -23.2100047, -45.8561957 -23.2101369)",0.15293236434824367,0.9989870002493405,,
1454006734,1454006735,0,132119118,True,,Avenida das Sairas,residential,,False,46.864,"LINESTRING (-45.8561957 -23.2101369, -45.8558198 -23.2103783)",0.15871477247688956,0.9978263757957887,,
1454006735,1454006737,0,132119118,True,,Avenida das Sairas,residential,,False,39.563,"LINESTRING (-45.8558198 -23.2103783, -45.8556936 -23.210493, -45.8555415 -23.2106256)",0.06865452834685272,0.999028953901961,,
1454006735,3179135096,0,132119123,True,,,residential,,False,20.546,"LINESTRING (-45.8558198 -23.2103783, -45.8557398 -23.2104185, -45.8556307 -23.2104304)",0.005503724737639669,0.9995955376410525,,
1454006735,1454006763,0,312091241,True,,,residential,,False,17.713,"LINESTRING (-45.8558198 -23.2103783, -45.8557671 -23.2103815, -45.8557255 -23.2103612, -45.8556773 -23.2103103)",0.08457105955960861,0.9998296927910294,,
1454006737,1454012686,0,312091239,False,,Avenida das Sairas,residential,,False,39.501,"LINESTRING (-45.8555415 -23.2106256, -45.8552934 -23.210898)",0.06903419115345116,0.9982640766213691,,
1454006737,3179135096,0,132119120,True,,,residential,,False,23.729,"LINESTRING (-45.8555415 -23.2106256, -45.8555759 -23.2105158, -45.8556307 -23.2104304)",0.005697445960494229,0.999848759198615,,
1454006738,1454008413,0,132119124,False,,Avenida das Curruiras,residential,,False,175.61599999999999,"LINESTRING (-45.8545376 -23.2117353, -45.8544694 -23.2116828, -45.8543184 -23.2115667, -45.8540623 -23.2114275, -45.8537304 -23.2113223, -45.8534963 -23.2112534, -45.85329 -23.211228, -45.8529603 -23.2112141)",0.005541103546544648,0.9997748343304876,,
1454006738,6308115793,0,132133901,False,,Avenida das Sairas,residential,,False,73.294,"LINESTRING (-45.8545376 -23.2117353, -45.8542184 -23.2121119, -45.8541472 -23.2121892, -45.8540843 -23.2122452)",0.024432032804454783,0.9970803848363872,,
1454006738,1454012689,0,312091239,False,,Avenida das Sairas,residential,,True,62.147,"LINESTRING (-45.8545376 -23.2117353, -45.8545944 -23.2116764, -45.8549289 -23.2113075)",0.008865484370555904,0.9985442207462326,,
1454006744,1454006734,0,132119121,True,,,residential,,False,22.822999999999997,"LINESTRING (-45.8560786 -23.2099786, -45.856144 -23.2100218, -45.8561699 -23.2100426, -45.856191 -23.2100783, -45.8561958 -23.2101036, -45.8561957 -23.2101369)",0.005767867961433934,,,
1454006744,1453987252,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,137.737,"LINESTRING (-45.8560786 -23.2099786, -45.8562114 -23.2099699, -45.8562993 -23.2099668, -45.8563918 -23.2099385, -45.856481 -23.2098898, -45.8565353 -23.2098541, -45.8567499 -23.2096766, -45.8570811 -23.2093697, -45.8571516 -23.209305)",0.16188486846114353,,,
1454006745,3179135102,0,312091242,True,,Avenida Lívio Veneziani,residential,,False,31.796,"LINESTRING (-45.855503 -23.2099582, -45.8558133 -23.209979)",0.11526985153344699,0.9956650782731067,,
1454006745,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,231.332,"LINESTRING (-45.855503 -23.2099582, -45.8551593 -23.2098689, -45.8549005 -23.2097678, -45.8545102 -23.2096026, -45.8543587 -23.2095509, -45.8542138 -23.209504, -45.8540359 -23.2094657, -45.8535376 -23.2093766, -45.8533508 -23.209345)",0.08650694604431187,0.9890988440403248,,
1454006760,1454006745,0,132119120,True,,,residential,,False,25.201,"LINESTRING (-45.8556745 -23.2101163, -45.8556312 -23.2100546, -45.8555928 -23.2100151, -45.855503 -23.2099582)",0.08684034861653667,,,
1454006760,3179135102,0,312091243,True,,Avenida dos Tangarás,residential,,False,21.444000000000003,"LINESTRING (-45.8556745 -23.2101163, -45.8556894 -23.2100866, -45.8557158 -23.2100486, -45.8557438 -23.2100186, -45.8557683 -23.2100003, -45.8558133 -23.209979)",0.0523538045547069,0.9994379117681079,,
1454006763,1454006760,0,132119120,True,,,residential,,False,21.712000000000003,"LINESTRING (-45.8556773 -23.2103103, -45.8556871 -23.2101882, -45.8556745 -23.2101163)",0.08789941843770366,,,
1454006767,1454008414,0,132119122,False,,Avenida dos Tangarás,residential,,True,276.564,"LINESTRING (-45.8553087 -23.210222, -45.8550601 -23.2100839, -45.8547691 -23.2099286, -45.8544955 -23.2098159, -45.8542751 -23.2097534, -45.8538695 -23.2096482, -45.8535197 -23.2095962, -45.8531945 -23.2095783, -45.8529647 -23.2095822, -45.8527484 -23.2096016)",0.0055152671755725104,0.9983500936972026,,
1454006767,1454006760,0,312091243,True,,Avenida dos Tangarás,residential,,False,41.783,"LINESTRING (-45.8553087 -23.210222, -45.8553812 -23.2102308, -45.855452 -23.2102291, -45.8555599 -23.2102053, -45.8556086 -23.210185, -45.855643 -23.2101579, -45.8556745 -23.2101163)",0.05128019456632823,,,
1454006785,1454008413,0,132119124,False,,Avenida das Curruiras,residential,,True,30.524,"LINESTRING (-45.8526658 -23.2112599, -45.8529603 -23.2112141)",0.009713030759377541,0.9970264715402917,,
1454006785,3179135121,0,312091250,True,,Avenida das Curruiras,residential,,False,25.063000000000002,"LINESTRING (-45.8526658 -23.2112599, -45.8525639 -23.2113157, -45.8524543 -23.211374)",0.008450592924584199,0.9995010395449636,,
1454006787,1454017538,0,312091253,False,,Avenida das Curruiras,residential,,False,50.748,"LINESTRING (-45.8518511 -23.2115503, -45.8513896 -23.2117188)",0.0061042244439191,0.998292390106746,,
1454006787,3179135150,0,312091246,True,,Avenida das Curruiras,residential,,False,12.549,"LINESTRING (-45.8518511 -23.2115503, -45.8518877 -23.2115165, -45.8519499 -23.2114852)",0.005758079313150196,0.9995870140254247,,
1454006788,8863783287,0,132119310,False,,Rua dos Jaburus,residential,,False,63.778,"LINESTRING (-45.8496187 -23.2121613, -45.8490605 -23.2119048)",0.01277358419479469,0.9986826953882499,,
1454006788,1454017543,0,132119310,False,,Rua dos Jaburus,residential,,True,88.24,"LINESTRING (-45.8496187 -23.2121613, -45.8503858 -23.2125256)",0.009838847860072697,0.9990268788248148,,
1454006788,1454012796,0,312091253,False,,Avenida das Curruiras,residential,,True,117.292,"LINESTRING (-45.8496187 -23.2121613, -45.8507258 -23.2118831)",0.001983122576361401,0.9997129469346917,,
1454008396,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,228.822,"LINESTRING (-45.8485276 -23.2104728, -45.8496387 -23.2102664, -45.8502067 -23.2101114, -45.8506892 -23.2099513)",0.05545819202228172,0.9993125303013031,,
1454008396,11294568358,0,1218915307,True,,,residential,,False,45.101,"LINESTRING (-45.8485276 -23.2104728, -45.8483948 -23.2105474, -45.8483264 -23.2106047, -45.8482566 -23.2106719, -45.8482138 -23.2107468)",0.02143675041960204,0.998037420475787,,
1454008398,1454008399,0,132119311,True,,,residential,,False,12.510000000000002,"LINESTRING (-45.848026 -23.210729, -45.8480492 -23.2107219, -45.8480737 -23.2107221, -45.8480967 -23.2107297, -45.8481158 -23.2107438, -45.8481288 -23.2107629)",0.0028603534670601097,0.9998055593894002,roundabout,
1454008399,11294568358,0,132119122,False,,Avenida dos Tangarás,residential,,False,8.869,"LINESTRING (-45.8481288 -23.2107629, -45.8482138 -23.2107468)",0.002437094743405367,0.9993403387617252,,
1454008399,1454008400,0,132119311,True,,,residential,,False,12.184000000000001,"LINESTRING (-45.8481288 -23.2107629, -45.8481342 -23.2107842, -45.8481319 -23.210806, -45.8481222 -23.2108261, -45.848106 -23.2108422, -45.8480851 -23.2108527)",0.004063220815361672,0.9996554025021978,roundabout,
1454008400,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,True,20.775,"LINESTRING (-45.8480851 -23.2108527, -45.8481239 -23.2110361)",0.0035107550453386416,0.9990425659396693,,
1454008400,1454008401,0,132119311,True,,,residential,,False,14.744,"LINESTRING (-45.8480851 -23.2108527, -45.8480614 -23.2108565, -45.8480376 -23.2108531, -45.8480163 -23.2108429, -45.8479997 -23.2108269, -45.8479896 -23.2108068, -45.8479871 -23.2107849)",0.005389466041047279,0.9996680413080498,roundabout,
1454008401,1454185783,0,132119313,True,,,residential,,False,20.096,"LINESTRING (-45.8479871 -23.2107849, -45.8478145 -23.2106983)",0.003938430919619578,0.9997059978072527,,
1454008401,1454008398,0,132119311,True,,,residential,,False,7.677,"LINESTRING (-45.8479871 -23.2107849, -45.8479927 -23.2107625, -45.8480062 -23.2107431, -45.848026 -23.210729)",0.0014655752886396302,,roundabout,
1454008402,5327748879,0,1218915306,False,,Avenida Lívio Veneziani,residential,,False,9.858,"LINESTRING (-45.8476122 -23.2106214, -45.8475228 -23.2106547)",0.08481074434168764,0.9838474055136455,,
1454008402,1454011088,0,132119314,False,,Rua Poncãs,residential,,False,311.805,"LINESTRING (-45.8476122 -23.2106214, -45.8474359 -23.2100673, -45.8474346 -23.2099884, -45.8474413 -23.2099095, -45.8474533 -23.2098343, -45.8474855 -23.2097555, -45.8486362 -23.2081667)",0.06207336784046934,0.9980336608293503,,
1454008402,1454185783,0,330090732,False,,,residential,,True,22.421,"LINESTRING (-45.8476122 -23.2106214, -45.8477069 -23.2106646, -45.8478145 -23.2106983)",0.002703817659379279,0.9987574569593842,,
1454008402,1454008396,0,1218915305,True,,Avenida Lívio Veneziani,residential,,False,95.411,"LINESTRING (-45.8476122 -23.2106214, -45.8477886 -23.2105616, -45.8480381 -23.2105221, -45.8485276 -23.2104728)",0.07217430956694354,,,
1454008412,5355099068,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,34.599,"LINESTRING (-45.8530138 -23.2093152, -45.8533508 -23.209345)",0.11465224927625912,0.9896478524327983,,
1454008412,7812477973,0,132119314,False,,Rua Poncãs,residential,,True,219.612,"LINESTRING (-45.8530138 -23.2093152, -45.8521979 -23.2086603, -45.8514247 -23.2079863)",0.00731951026998823,0.9973912030922698,,
1454008412,1454011089,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,249.132,"LINESTRING (-45.8530138 -23.2093152, -45.8528271 -23.2093278, -45.8523953 -23.2093931, -45.8519997 -23.2094966, -45.8511287 -23.2098219, -45.8506892 -23.2099513)",0.08397922964894068,0.9917707534947575,,
1454008413,1454006785,0,132119124,False,,Avenida das Curruiras,residential,,False,30.524,"LINESTRING (-45.8529603 -23.2112141, -45.8526658 -23.2112599)",0.009678024707632129,,,
1454008413,1454012726,0,132119316,False,,Rua dos Macucos,residential,,False,61.342,"LINESTRING (-45.8529603 -23.2112141, -45.8528867 -23.2106666)",0.015590536786272325,0.9984415196123405,,
1454008413,1454006738,0,132119124,False,,Avenida das Curruiras,residential,,True,175.616,"LINESTRING (-45.8529603 -23.2112141, -45.85329 -23.211228, -45.8534963 -23.2112534, -45.8537304 -23.2113223, -45.8540623 -23.2114275, -45.8543184 -23.2115667, -45.8544694 -23.2116828, -45.8545376 -23.2117353)",0.002060089665955475,,,
1454008414,1454012664,0,132119316,False,,Rua dos Macucos,residential,,True,59.249,"LINESTRING (-45.8527484 -23.2096016, -45.8528205 -23.2101303)",0.005064561458701387,0.9993994322351654,,
1454008414,1454006767,0,132119122,False,,Avenida dos Tangarás,residential,,False,276.56399999999996,"LINESTRING (-45.8527484 -23.2096016, -45.8529647 -23.2095822, -45.8531945 -23.2095783, -45.8535197 -23.2095962, -45.8538695 -23.2096482, -45.8542751 -23.2097534, -45.8544955 -23.2098159, -45.8547691 -23.2099286, -45.8550601 -23.2100839, -45.8553087 -23.210222)",0.04887902942022557,,,
1454008414,1454012811,0,132119122,False,,Avenida dos Tangarás,residential,,True,270.861,"LINESTRING (-45.8527484 -23.2096016, -45.8524344 -23.2096519, -45.8518983 -23.2097838, -45.851216 -23.210002, -45.850216 -23.2103089)",0.00492823388897543,0.999234818929966,,
1454011088,1454011089,0,132119446,False,,Rua Goiabeiras,residential,,False,288.787,"LINESTRING (-45.8486362 -23.2081667, -45.8506892 -23.2099513)",0.0593841852856523,0.9992317414700863,,
1454011088,8982529158,0,132119314,False,,Rua Poncãs,residential,,False,210.89299999999997,"LINESTRING (-45.8486362 -23.2081667, -45.8487909 -23.2079545, -45.8489834 -23.2076904, -45.849102 -23.2075277, -45.8491967 -23.2074096, -45.8493318 -23.2072869, -45.8494941 -23.2071922, -45.8497747 -23.2071055, -45.8500566 -23.2070915, -45.8501601 -23.2071148)",0.011163465617567907,0.9957895917706483,,
1454011088,1454008402,0,132119314,False,,Rua Poncãs,residential,,True,311.805,"LINESTRING (-45.8486362 -23.2081667, -45.8474855 -23.2097555, -45.8474533 -23.2098343, -45.8474413 -23.2099095, -45.8474346 -23.2099884, -45.8474359 -23.2100673, -45.8476122 -23.2106214)",0.08462860691350324,,,
1454011089,1454011088,0,132119446,False,,Rua Goiabeiras,residential,,True,288.787,"LINESTRING (-45.8506892 -23.2099513, -45.8486362 -23.2081667)",0.0813141097058764,,,
1454011089,1454008396,0,132122679,False,,Avenida Lívio Veneziani,residential,,False,228.822,"LINESTRING (-45.8506892 -23.2099513, -45.8502067 -23.2101114, -45.8496387 -23.2102664, -45.8485276 -23.2104728)",0.004706092707728476,,,
1454011089,1454008412,0,132122679,False,,Avenida Lívio Veneziani,residential,,True,249.132,"LINESTRING (-45.8506892 -23.2099513, -45.8511287 -23.2098219, -45.8519997 -23.2094966, -45.8523953 -23.2093931, -45.8528271 -23.2093278, -45.8530138 -23.2093152)",0.1128159447104818,,,
1454011096,2061117199,0,132119546,False,,Rua Tuiras,residential,,False,105.171,"LINESTRING (-45.8481896 -23.2112869, -45.8491996 -23.2111054)",0.01599079278936363,0.9978126229379323,,
1454011096,1454021600,0,312091244,False,,Rua dos Jaburus,residential,,False,28.685,"LINESTRING (-45.8481896 -23.2112869, -45.8481239 -23.2110361)",0.06807361627079223,0.9954659850514479,,
1454011096,1454012747,0,"[312091244, 132119310]",False,,Rua dos Jaburus,residential,,True,85.254,"LINESTRING (-45.8481896 -23.2112869, -45.8482124 -23.2114256, -45.8482452 -23.2115051, -45.8482788 -23.211547, -45.8487518 -23.2117717)",0.013404912727391678,0.9983153181155983,,
1454012659,2061117199,0,132119546,False,,Rua Tuiras,residential,,True,124.789,"LINESTRING (-45.8503877 -23.2108463, -45.8491996 -23.2111054)",0.050681061463024854,0.9989161365792706,,
1454012659,1454012811,0,312091245,False,,Rua das Jacutingas,residential,,False,62.279,"LINESTRING (-45.8503877 -23.2108463, -45.850216 -23.2103089)",0.010172361566589551,0.9998066391561606,,
1454012659,1454012743,0,312091245,False,,Rua das Jacutingas,residential,,True,60.836,"LINESTRING (-45.8503877 -23.2108463, -45.8505721 -23.2113665)",0.015821758411731432,0.9996448772583026,,
1454012659,1454012664,0,132119546,False,,Rua Tuiras,residential,,False,261.47999999999996,"LINESTRING (-45.8503877 -23.2108463, -45.8514249 -23.2105138, -45.8521431 -23.210272, -45.852521 -23.21018, -45.8528205 -23.2101303)",0.02416475526547461,0.9988900453634898,,
1454012664,1454008414,0,132119316,False,,Rua dos Macucos,residential,,False,59.249,"LINESTRING (-45.8528205 -23.2101303, -45.8527484 -23.2096016)",0.03389141572675563,,,
1454012664,1454012726,0,132119316,False,,Rua dos Macucos,residential,,True,60.016,"LINESTRING (-45.8528205 -23.2101303, -45.8528867 -23.2106666)",0.01893584708636939,0.9991245566786547,,
1454012664,1454012686,0,132119546,False,,Rua Tuiras,residential,,False,274.278,"LINESTRING (-45.8528205 -23.2101303, -45.8532191 -23.2101227, -45.8535121 -23.2101397, -45.8537967 -23.2101809, -45.8541123 -23.2102757, -45.854345 -23.210348, -45.8546852 -23.2104996, -45.8549924 -23.2106806, -45.8552934 -23.210898)",0.016150202759799264,0.9971135065821105,,
1454012664,1454012659,0,132119546,False,,Rua Tuiras,residential,,True,261.48,"LINESTRING (-45.8528205 -23.2101303, -45.852521 -23.21018, -45.8521431 -23.210272, -45.8514249 -23.2105138, -45.8503877 -23.2108463)",0.05468842441995159,,,
1454012686,1454045031,0,132121717,False,,Travessa Sarah Suzan Sacilotti de Oliveira,residential,,False,36.584,"LINESTRING (-45.8552934 -23.210898, -45.85539 -23.2112148)",0.01784080327913247,0.9983884907936156,,
1454012686,3179135092,0,312091239,False,,Avenida das Sairas,residential,,False,35.155,"LINESTRING (-45.8552934 -23.210898, -45.855078 -23.2111445)",0.018937281055986837,0.9992637053889138,,
1454012686,1454006737,0,312091239,False,,Avenida das Sairas,residential,,True,39.501,"LINESTRING (-45.8552934 -23.210898, -45.8555415 -23.2106256)",0.006062568599880775,,,
1454012686,1454012664,0,132119546,False,,Rua Tuiras,residential,,True,274.278,"LINESTRING (-45.8552934 -23.210898, -45.8549924 -23.2106806, -45.8546852 -23.2104996, -45.854345 -23.210348, -45.8541123 -23.2102757, -45.8537967 -23.2101809, -45.8535121 -23.2101397, -45.8532191 -23.2101227, -45.8528205 -23.2101303)",0.06905184512018532,,,
1454012689,3179135092,0,312091239,False,,Avenida das Sairas,residential,,True,23.679,"LINESTRING (-45.8549289 -23.2113075, -45.855078 -23.2111445)",0.004945352217426351,0.9982553008307194,,
1454012689,1454012726,0,132119547,False,,Rua dos Mutuns,residential,,False,226.24300000000002,"LINESTRING (-45.8549289 -23.2113075, -45.8547369 -23.2111754, -45.8545437 -23.2110558, -45.8543023 -23.2109227, -45.8541079 -23.210845, -45.8539188 -23.210781, -45.8536814 -23.2107169, -45.8534105 -23.210675, -45.8530982 -23.2106677, -45.8528867 -23.2106666)",0.007646142581975306,0.999643120751744,,
1454012689,1454006738,0,312091239,False,,Avenida das Sairas,residential,,False,62.147,"LINESTRING (-45.8549289 -23.2113075, -45.8545944 -23.2116764, -45.8545376 -23.2117353)",0.024041396670548318,,,
1454012726,1454012664,0,132119316,False,,Rua dos Macucos,residential,,False,60.016,"LINESTRING (-45.8528867 -23.2106666, -45.8528205 -23.2101303)",0.025370187981302476,,,
1454012726,1454008413,0,132119316,False,,Rua dos Macucos,residential,,True,61.342,"LINESTRING (-45.8528867 -23.2106666, -45.8529603 -23.2112141)",0.012059976686725787,,,
1454012726,1454012743,0,132119547,False,,Rua dos Mutuns,residential,,False,249.349,"LINESTRING (-45.8528867 -23.2106666, -45.8525652 -23.2107238, -45.8522111 -23.2108292, -45.8516416 -23.2110249, -45.8505721 -23.2113665)",0.014583689403209567,0.9992659136004367,,
1454012726,1454012689,0,132119547,False,,Rua dos Mutuns,residential,,True,226.243,"LINESTRING (-45.8528867 -23.2106666, -45.8530982 -23.2106677, -45.8534105 -23.210675, -45.8536814 -23.2107169, -45.8539188 -23.210781, -45.8541079 -23.210845, -45.8543023 -23.2109227, -45.8545437 -23.2110558, -45.8547369 -23.2111754, -45.8549289 -23.2113075)",0.003079132176819151,,,
1454012743,1454012745,0,132119547,False,,Rua dos Mutuns,residential,,False,130.025,"LINESTRING (-45.8505721 -23.2113665, -45.8493341 -23.2116363)",0.005650803193333194,0.999619825334352,,
1454012743,1454012659,0,312091245,False,,Rua das Jacutingas,residential,,False,60.836,"LINESTRING (-45.8505721 -23.2113665, -45.8503877 -23.2108463)",0.019441895369090356,,,
1454012743,1454012796,0,312091245,False,,Rua das Jacutingas,residential,,True,59.552,"LINESTRING (-45.8505721 -23.2113665, -45.8507258 -23.2118831)",0.023668674549104148,0.9958629851739822,,
1454012743,1454012726,0,132119547,False,,Rua dos Mutuns,residential,,True,249.349,"LINESTRING (-45.8505721 -23.2113665, -45.8516416 -23.2110249, -45.8522111 -23.2108292, -45.8525652 -23.2107238, -45.8528867 -23.2106666)",0.012905919626228161,,,
1454012745,3179135113,0,132119547,False,,Rua dos Mutuns,residential,,False,30.6,"LINESTRING (-45.8493341 -23.2116363, -45.849041 -23.2116926)",0.001593968387725203,0.99963593920208,,
1454012745,1454012743,0,132119547,False,,Rua dos Mutuns,residential,,True,130.025,"LINESTRING (-45.8493341 -23.2116363, -45.8505721 -23.2113665)",0.0060229087964940075,,,
1454012745,2061117199,0,132119551,False,,,residential,,False,60.613,"LINESTRING (-45.8493341 -23.2116363, -45.8491996 -23.2111054)",0.005522447270811504,0.9996776791172515,,
1454012747,8863783287,0,132119310,False,,Rua dos Jaburus,residential,,True,34.847,"LINESTRING (-45.8487518 -23.2117717, -45.8490605 -23.2119048)",0.011384314157174787,0.9990378133641591,,
1454012747,1454011096,0,"[312091244, 132119310]",False,,Rua dos Jaburus,residential,,False,85.254,"LINESTRING (-45.8487518 -23.2117717, -45.8482788 -23.211547, -45.8482452 -23.2115051, -45.8482124 -23.2114256, -45.8481896 -23.2112869)",0.015217279993724924,,,
1454012747,3179135113,0,132119547,False,,Rua dos Mutuns,residential,,True,30.853,"LINESTRING (-45.8487518 -23.2117717, -45.8488912 -23.2117286, -45.849041 -23.2116926)",0.000687144068823458,0.999790280603129,,
1454012796,1454017543,0,132120143,False,,Rua dos Uiramirins,residential,,False,79.444,"LINESTRING (-45.8507258 -23.2118831, -45.8503858 -23.2125256)",0.010102577498422074,0.9993024029175195,,
1454012796,1454012743,0,312091245,False,,Rua das Jacutingas,residential,,False,59.552,"LINESTRING (-45.8507258 -23.2118831, -45.8505721 -23.2113665)",0.025224395959108845,,,
1454012796,1454006788,0,312091253,False,,Avenida das Curruiras,residential,,False,117.292,"LINESTRING (-45.8507258 -23.2118831, -45.8496187 -23.2121613)",0.0022104223324234235,,,
1454012796,1454017538,0,312091253,False,,Avenida das Curruiras,residential,,True,70.254,"LINESTRING (-45.8507258 -23.2118831, -45.8513896 -23.2117188)",0.012249865930334282,0.9986682622840162,,
1454012811,1454012823,0,132119122,False,,Avenida dos Tangarás,residential,,True,119.564,"LINESTRING (-45.850216 -23.2103089, -45.8490845 -23.2105823)",0.004359955687109449,0.9992488265164814,,
1454012811,1454012659,0,312091245,False,,Rua das Jacutingas,residential,,True,62.279,"LINESTRING (-45.850216 -23.2103089, -45.8503877 -23.2108463)",0.0075504657091941116,,,
1454012811,1454008414,0,132119122,False,,Avenida dos Tangarás,residential,,False,270.861,"LINESTRING (-45.850216 -23.2103089, -45.851216 -23.210002, -45.8518983 -23.2097838, -45.8524344 -23.2096519, -45.8527484 -23.2096016)",0.019450601698362425,,,
1454012823,1454012811,0,132119122,False,,Avenida dos Tangarás,residential,,False,119.564,"LINESTRING (-45.8490845 -23.2105823, -45.850216 -23.2103089)",0.01624588747188904,,,
1454012823,11294568358,0,132119122,False,,Avenida dos Tangarás,residential,,True,90.842,"LINESTRING (-45.8490845 -23.2105823, -45.8482138 -23.2107468)",0.0032425957660417895,0.9977843456179474,,
1454012823,2061117199,0,132119551,False,,,residential,,True,59.344,"LINESTRING (-45.8490845 -23.2105823, -45.8491996 -23.2111054)",0.011217027996669834,0.999570614792205,,
1454017530,1454017532,0,132119125,False,,Rua dos Canindés,residential,,False,56.768,"LINESTRING (-45.8535937 -23.2120341, -45.8530963 -23.2118068)",0.0021117948451645214,0.9996990392046251,,
1454017530,6308115793,0,132119125,False,,Rua dos Canindés,residential,,True,55.361999999999995,"LINESTRING (-45.8535937 -23.2120341, -45.8537178 -23.2120881, -45.8540054 -23.2122133, -45.8540843 -23.2122452)",0.0035549670249779303,0.9995673371290364,,
1454017530,1454017531,0,132120138,False,,Rua das Siriemas,residential,,False,194.54299999999998,"LINESTRING (-45.8535937 -23.2120341, -45.85357 -23.2120856, -45.8527623 -23.2136079)",0.00017936334839279227,0.9999569159083393,,
1454017531,1454017533,0,132119310,False,,Rua dos Jaburus,residential,,False,52.946,"LINESTRING (-45.8527623 -23.2136079, -45.8522986 -23.2133955)",0.019458802290875474,0.9991000679564365,,
1454017531,6308115793,0,"[132133901, 132119310]",False,,"['Avenida das Sairas', 'Rua dos Jaburus']",residential,,True,249.95100000000002,"LINESTRING (-45.8527623 -23.2136079, -45.8531896 -23.2138109, -45.8532281 -23.2138158, -45.8532573 -23.2138112, -45.8532724 -23.2137994, -45.8540407 -23.2123077, -45.8540843 -23.2122452)",0.008147132480982082,0.9991811839487166,,
1454017531,1454017530,0,132120138,False,,Rua das Siriemas,residential,,True,194.54299999999998,"LINESTRING (-45.8527623 -23.2136079, -45.85357 -23.2120856, -45.8535937 -23.2120341)",0.00013937788856000416,,,
1454017532,1454017530,0,132119125,False,,Rua dos Canindés,residential,,True,56.768,"LINESTRING (-45.8530963 -23.2118068, -45.8535937 -23.2120341)",0.0024809852694258235,,,
1454017532,1454017533,0,132120139,False,,Rua Curios,residential,,False,194.558,"LINESTRING (-45.8530963 -23.2118068, -45.8522986 -23.2133955)",0.0005140901144172682,0.9999425545444526,,
1454017532,1454017534,0,132119125,False,,Rua dos Canindés,residential,,False,52.204,"LINESTRING (-45.8530963 -23.2118068, -45.8530191 -23.2117696, -45.8526369 -23.2116016)",0.001017456855515743,0.999751087981435,,
1454017533,1454017536,0,132119310,False,,Rua dos Jaburus,residential,,False,55.911,"LINESTRING (-45.8522986 -23.2133955, -45.8518077 -23.2131735)",0.020113653151115754,0.9988148596894928,,
1454017533,1454017531,0,132119310,False,,Rua dos Jaburus,residential,,True,52.946,"LINESTRING (-45.8522986 -23.2133955, -45.8527623 -23.2136079)",0.007336552778363117,,,
1454017533,1454017532,0,132120139,False,,Rua Curios,residential,,True,194.558,"LINESTRING (-45.8522986 -23.2133955, -45.8530963 -23.2118068)",0.00042419639611569634,,,
1454017534,3179135157,0,132119125,False,,Rua dos Canindés,residential,,False,28.307000000000002,"LINESTRING (-45.8526369 -23.2116016, -45.8524749 -23.2114934, -45.8524311 -23.2114355)",0.003345571973161944,0.9984594437311124,,
1454017534,1454017532,0,132119125,False,,Rua dos Canindés,residential,,True,52.204,"LINESTRING (-45.8526369 -23.2116016, -45.8530191 -23.2117696, -45.8530963 -23.2118068)",0.001462000830866697,,,
1454017534,1454017536,0,132120140,False,,Rua dos Jaçanãs,residential,,False,194.245,"LINESTRING (-45.8526369 -23.2116016, -45.8526106 -23.2116515, -45.8518077 -23.2131735)",0.005194425137445857,0.9986690352288297,,
1454017536,1454017537,0,132119310,False,,Rua dos Jaburus,residential,,False,54.108,"LINESTRING (-45.8518077 -23.2131735, -45.8513332 -23.2129576)",0.020440190524412656,0.9951512509294674,,
1454017536,1454017533,0,132119310,False,,Rua dos Jaburus,residential,,True,55.911,"LINESTRING (-45.8518077 -23.2131735, -45.8522986 -23.2133955)",0.007886969753089902,,,
1454017536,1454017534,0,132120140,False,,Rua dos Jaçanãs,residential,,True,194.245,"LINESTRING (-45.8518077 -23.2131735, -45.8526106 -23.2116515, -45.8526369 -23.2116016)",0.0046341714567995785,,,
1454017536,1454017582,0,"[132120148, 860880373]",False,,"['Rua Vicência Urbano da Silva', 'Rua Sandro Bezerra da Silva']",residential,,False,350.377,"LINESTRING (-45.8518077 -23.2131735, -45.851209 -23.214223, -45.8507539 -23.2150207, -45.85022 -23.2159663)",0.03687029802689904,0.9875164993667874,,
1454017537,1454017540,0,132119310,False,,Rua dos Jaburus,residential,,False,52.586,"LINESTRING (-45.8513332 -23.2129576, -45.8508729 -23.2127462)",0.02315739976615844,0.9963438621288643,,
1454017537,1454017536,0,132119310,False,,Rua dos Jaburus,residential,,True,54.108,"LINESTRING (-45.8513332 -23.2129576, -45.8518077 -23.2131735)",0.016722586480974817,,,
1454017537,3179135115,0,312091256,False,,Rua Cuitelos,residential,,True,157.383,"LINESTRING (-45.8513332 -23.2129576, -45.8520066 -23.2116847)",0.005838188710598743,0.998594611896399,,
1454017538,1454017540,0,132120142,False,,Rua dos Socos,residential,,False,125.855,"LINESTRING (-45.8513896 -23.2117188, -45.8508729 -23.2127462)",0.005898738201889211,0.9996208754176539,,
