u,v,key,osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,ebc,vulnerability,maxspeed,bridge,junction
1437624931,2061117166,0,130569352,True,,,Rua Ademar Guedes de Oliveira,residential,False,111.418,"LINESTRING (-45.8785743 -23.1925141, -45.8791654 -23.1916722)",0.001109915514737998,0.999880383923488,,,
1437624931,1434891758,0,313291503,True,,,Rua Itororó,tertiary,False,71.334,"LINESTRING (-45.8785743 -23.1925141, -45.8787051 -23.192592, -45.8790231 -23.19278, -45.8791652 -23.1928552)",0.0037577797784475674,,,,
1437627792,1437624927,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,10.284,"LINESTRING (-45.8768029 -23.1913187, -45.8767407 -23.1913914)",0.016499318467810907,,60,,
1437627795,1437646733,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,8.691,"LINESTRING (-45.8774431 -23.1906404, -45.8773872 -23.1906993)",0.014570014497364843,0.999835773872353,60,,
1437627795,2061117162,0,313291504,True,,,Rua Antônio Costa Rosendo,residential,False,79.612,"LINESTRING (-45.8774431 -23.1906404, -45.8775031 -23.1906751, -45.8775405 -23.1906968, -45.877914 -23.1909191, -45.8779698 -23.1909523, -45.8780977 -23.1910284)",0.006034648991798284,0.9997952599751418,,,
1437627798,1437627821,0,130569346,False,,,Rua Coronel Pacheco Neto,residential,True,70.93599999999999,"LINESTRING (-45.8780717 -23.1898646, -45.8781162 -23.1898933, -45.8786393 -23.1902317)",1.4234014312301391e-05,0.9999476129940748,,,
1437627798,1437646728,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,85.922,"LINESTRING (-45.8780717 -23.1898646, -45.8777435 -23.1903288, -45.8775887 -23.1904954)",0.006436245652200562,0.999943571509788,60,,
1437627821,1437624917,0,130569346,False,,,Rua Coronel Pacheco Neto,residential,True,42.766,"LINESTRING (-45.8786393 -23.1902317, -45.878994 -23.1904357)",0.0007526235067629361,,,,
1437627821,1437630820,0,130569520,True,,,Rua Presidente Vargas,residential,False,69.879,"LINESTRING (-45.8786393 -23.1902317, -45.879124 -23.1897885)",0.001494571502791646,0.9998758851704194,,,
1437627821,1437627798,0,130569346,False,,,Rua Coronel Pacheco Neto,residential,False,70.93599999999999,"LINESTRING (-45.8786393 -23.1902317, -45.8781162 -23.1898933, -45.8780717 -23.1898646)",0.00225698089439429,,,,
1437627874,2061117166,0,130569347,False,,,Rua Ademar Guedes de Oliveira,residential,True,27.281,"LINESTRING (-45.879314 -23.1914684, -45.8791654 -23.1916722)",1.1861678593584493e-06,0.9977032061974125,,,
1437627874,1437627891,0,130569519,False,,,Travessa Doutor Luiz de A. Castro,residential,False,70.71,"LINESTRING (-45.879314 -23.1914684, -45.8787332 -23.1911229)",0.0007544027585519738,0.9988770132438887,,,
1437627891,1437627874,0,130569519,False,,,Travessa Doutor Luiz de A. Castro,residential,True,70.71,"LINESTRING (-45.8787332 -23.1911229, -45.879314 -23.1914684)",1.1861678593584493e-06,,,,
1437629482,1439268313,0,743165720,True,,,,residential,False,12.625,"LINESTRING (-45.8792063 -23.1885305, -45.8790832 -23.1885398)",0.0007600370558839265,0.9999349930860922,,,
1437630818,9041604426,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,16.426,"LINESTRING (-45.8788401 -23.188613, -45.8787618 -23.188742)",0.0022703252828120725,0.9998261911297658,60,,
1437630818,1439268315,0,743165719,True,,,,residential,False,19.355999999999998,"LINESTRING (-45.8788401 -23.188613, -45.8788609 -23.188678, -45.8789298 -23.1887634)",1.4827098241980616e-06,0.9999892695596636,,,
1437630820,1437630821,0,130569872,False,,,Rua Capitão José Delias,residential,False,91.68299999999999,"LINESTRING (-45.879124 -23.1897885, -45.8784997 -23.1892793, -45.8784541 -23.1892402)",0.0015022815938774763,0.9999468177477183,,,
1437630821,1437627798,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,79.676,"LINESTRING (-45.8784541 -23.1892402, -45.8780717 -23.1898646)",0.004191126436399857,,60,,
1437630821,1437630820,0,130569872,False,,,Rua Capitão José Delias,residential,True,91.68299999999999,"LINESTRING (-45.8784541 -23.1892402, -45.8784997 -23.1892793, -45.879124 -23.1897885)",5.337755367113022e-06,,,,
1437641678,4190236027,0,130571206,True,,,Rua Antônio Porfírio da Silva,tertiary,False,218.813,"LINESTRING (-45.8789438 -23.1946847, -45.8778101 -23.1941516, -45.8774034 -23.1939342, -45.8770413 -23.1937847)",0.0007561820103410114,0.9987245414299359,,,
1437641681,8230948115,0,333874932,False,,,Rua Turmalina,tertiary,False,8.638,"LINESTRING (-45.8756041 -23.1930902, -45.8755286 -23.1930553)",0.002573154309840117,0.9999166492435075,,,
1437641681,8230948114,0,432812124,True,,,Avenida Samuel Wainer,secondary,False,10.538,"LINESTRING (-45.8756041 -23.1930902, -45.8755928 -23.1931844)",0.0014978400032062272,0.9999511199284659,60,,
1437641681,2905769451,0,432812128,False,,,Rua Antônio Porfírio da Silva,tertiary,True,30.767,"LINESTRING (-45.8756041 -23.1930902, -45.8756465 -23.1931131, -45.8756888 -23.1931359, -45.8758647 -23.1932287)",0.01288254550861856,0.9999205273901814,,,
1437641687,1437624926,0,130569349,False,,,Rua Itororó,tertiary,False,32.92,"LINESTRING (-45.8772179 -23.191721, -45.877241 -23.1917345, -45.8773204 -23.1917851, -45.8773547 -23.1918065, -45.8774842 -23.1918875)",0.005970273491849682,,,,
1437641687,1437624927,0,286900444,True,,,Rua Itororó,tertiary,False,61.012,"LINESTRING (-45.8772179 -23.191721, -45.8768509 -23.1914687, -45.876786 -23.1914232, -45.8767537 -23.1914001, -45.8767407 -23.1913914)",0.008934853107671453,,,,
1437646728,1437627795,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,21.942,"LINESTRING (-45.8775887 -23.1904954, -45.8774431 -23.1906404)",0.02060229115344444,,60,,
1437646729,1439285829,0,130652724,True,,,Avenida Pedro Álvares Cabral,secondary,False,45.424,"LINESTRING (-45.8766877 -23.1886429, -45.8771321 -23.1886398)",0.003802548495081996,0.9998199967131045,50,,
1437646729,9046828994,0,995327397,True,,,Praça Duque de Caxias,residential,False,56.131,"LINESTRING (-45.8766877 -23.1886429, -45.8767977 -23.1888416, -45.8769348 -23.1890937)",0.0038335175183540605,0.9998888013712375,,,
1437646730,1437646728,0,130571647,True,,,Praça Duque de Caxias,residential,False,103.268,"LINESTRING (-45.877228 -23.1896458, -45.8775753 -23.190308, -45.8776073 -23.1903984, -45.8775989 -23.1904477, -45.8775887 -23.1904954)",0.014163673165525146,,,,
1437646731,1437646730,0,130571647,True,,,Praça Duque de Caxias,residential,False,18.26,"LINESTRING (-45.8771536 -23.1894965, -45.877228 -23.1896458)",0.005487162603713243,,,,
1437646731,1437646732,0,995327396,False,,,Praça Duque de Caxias,residential,True,24.452,"LINESTRING (-45.8771536 -23.1894965, -45.8770447 -23.1893007)",0.0007598393612406997,0.9992993475933007,,,
1437646732,1437646731,0,995327396,False,,,Praça Duque de Caxias,residential,False,24.452,"LINESTRING (-45.8770447 -23.1893007, -45.8771536 -23.1894965)",0.0028917284801153417,,,,
1437646732,9046828995,0,130571652,True,,,Praça Carlos Gomes,residential,False,20.081,"LINESTRING (-45.8770447 -23.1893007, -45.8769782 -23.189248, -45.8769553 -23.1892358, -45.8769308 -23.1892294, -45.8769081 -23.1892285, -45.8768742 -23.1892311)",0.0008563425892270764,0.9998117661065042,,,
1437646733,1437627792,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,91.17299999999999,"LINESTRING (-45.8773872 -23.1906993, -45.877301 -23.1907923, -45.8771944 -23.1909099, -45.8771593 -23.1909488, -45.8771277 -23.1909841, -45.8768525 -23.1912676, -45.8768029 -23.1913187)",0.014495977853476547,,60,,
1437646733,1437646740,0,130571650,True,,,Praça Duque de Caxias,residential,False,122.702,"LINESTRING (-45.8773872 -23.1906993, -45.8773555 -23.1906371, -45.8772051 -23.190342, -45.8769034 -23.1897499, -45.876878 -23.1897)",7.640897960700679e-05,0.9998333578374162,,,
1437646735,1437630821,0,130569516,True,,,Rua Genésia Berardineli Tarantino,secondary,False,37.551,"LINESTRING (-45.8786335 -23.1889455, -45.8784541 -23.1892402)",0.002691810262170775,,60,,
1437646735,1437646731,0,130571648,True,,,Rua Cristovão Colombo,residential,False,163.25099999999998,"LINESTRING (-45.8786335 -23.1889455, -45.8772032 -23.1894707, -45.8771536 -23.1894965)",0.003352901149119884,,,,
1437646736,2905769453,0,130571663,True,3,,Avenida Santos Dumont,secondary,False,31.795,"LINESTRING (-45.8746809 -23.1905705, -45.8748017 -23.190834)",0.013354205440889295,0.9996095803629327,50,,
1437646736,2061117155,0,772736755,False,1,,Rua Castro Alves,residential,True,83.352,"LINESTRING (-45.8746809 -23.1905705, -45.8747789 -23.1905317, -45.875374 -23.1902959, -45.8754298 -23.1902738)",0.009545569389997517,0.9994886238342381,,,
1437646740,1437646730,0,130571649,True,1,,Rua Castro Alves,residential,False,39.888000000000005,"LINESTRING (-45.876878 -23.1897, -45.8770832 -23.1896063, -45.8771302 -23.1895985, -45.8771773 -23.1896083, -45.877228 -23.1896458)",0.008674138226093172,,,,
1437646740,9041604379,0,977054464,False,1,,Rua Castro Alves,residential,False,76.80000000000001,"LINESTRING (-45.876878 -23.1897, -45.8765142 -23.1898441, -45.8762752 -23.1899455, -45.8762217 -23.1899682, -45.876192 -23.1899816)",0.0007889993211165954,0.999762226424117,,,
1437646756,1437646729,0,130652724,True,,,Avenida Pedro Álvares Cabral,secondary,False,31.173,"LINESTRING (-45.8763831 -23.1886288, -45.8766877 -23.1886429)",0.00763369367771734,,50,,
1437646756,1439285813,0,130756788,True,,,Rua Luiz Pasteur,residential,False,88.43299999999999,"LINESTRING (-45.8763831 -23.1886288, -45.8763593 -23.1885699, -45.8761806 -23.1878561)",0.004472463221242052,0.9998658562502925,,,
1437646771,9041604378,0,130571654,True,,,Rua Riachuelo,residential,False,168.213,"LINESTRING (-45.8755116 -23.1885746, -45.8755413 -23.1886392, -45.876134 -23.1899255, -45.8761534 -23.1899676)",0.009900283782928992,0.9997850197549709,,,
1437646771,1439289548,0,130652724,True,,,Avenida Pedro Álvares Cabral,secondary,False,21.361,"LINESTRING (-45.8755116 -23.1885746, -45.8756157 -23.1885835, -45.8757197 -23.1885923)",0.013577935730165311,0.9995905813224195,50,,
1437646780,1438307087,0,789762332,True,,,Rua Genésia Berardineli Tarantino,secondary,False,27.921,"LINESTRING (-45.8762201 -23.1919354, -45.8760415 -23.1921254)",0.022739583699347164,0.9992976571210974,,,
1437646780,2061117155,0,130571655,True,,,Rua Tenente Aécio Lemes de Souza,residential,False,202.994,"LINESTRING (-45.8762201 -23.1919354, -45.8761827 -23.1919222, -45.8761574 -23.1918891, -45.8754391 -23.1902957, -45.8754298 -23.1902738)",0.0026993325475726704,0.9989582829301464,,,
1437646789,1439285800,0,130652724,True,,,Avenida Pedro Álvares Cabral,secondary,False,48.128,"LINESTRING (-45.8745953 -23.188523, -45.8750656 -23.1885441)",0.03201242776377065,0.9980045859714226,50,,
1437646813,1437650673,0,448345146,True,,,Rua Ceci,secondary,False,56.792,"LINESTRING (-45.8735531 -23.1889547, -45.873417 -23.1890712, -45.8731551 -23.189311)",0.008415989916550964,0.9997572685329298,,,
1437646822,2311497721,0,130758295,False,,,Rua Marechal Rondon,residential,False,35.205,"LINESTRING (-45.872785 -23.1875174, -45.8726903 -23.187213)",0.01559329587664263,0.9997781677936226,,,
1437646822,2311497722,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,False,37.511,"LINESTRING (-45.872785 -23.1875174, -45.8725347 -23.1872707)",0.005920951979428319,0.9997814475364277,50,,
1437646822,1439300025,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,True,107.445,"LINESTRING (-45.872785 -23.1875174, -45.8733768 -23.188316)",0.0011922584594407464,0.9992280264683051,50,,
1437650652,1437658993,0,665146346,False,,,Rua Turmalina,tertiary,False,75.141,"LINESTRING (-45.8747648 -23.1926963, -45.8741053 -23.1923977)",0.011293578752107554,0.9998029317184399,,,
1437650652,2061117165,0,130572201,False,,,Rua Sardônica,residential,False,137.174,"LINESTRING (-45.8747648 -23.1926963, -45.8747197 -23.1926022, -45.8742234 -23.1915675)",0.002696043155368763,0.9997570984795153,,,
1437650652,2061127777,0,665146346,False,,,Rua Turmalina,tertiary,True,55.653999999999996,"LINESTRING (-45.8747648 -23.1926963, -45.8752117 -23.1929157, -45.8752451 -23.1929321)",0.0057162645988233065,0.9997335057946809,,,
1437650653,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,False,114.78,"LINESTRING (-45.8739269 -23.19231, -45.8729236 -23.1918463)",0.01967312935539127,0.9995126902423159,,,
1437650653,1437658993,0,665146346,False,,,Rua Turmalina,tertiary,True,20.678,"LINESTRING (-45.8739269 -23.19231, -45.8741053 -23.1923977)",0.003653823190852965,0.9998038536304046,,,
1437650653,1437650703,0,130572200,False,,,Rua Granada,residential,False,64.319,"LINESTRING (-45.8739269 -23.19231, -45.873869 -23.1921892, -45.8736731 -23.1917807)",0.0023585232176260473,0.9997876381902446,,,
1437650655,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,True,88.196,"LINESTRING (-45.8721561 -23.1914838, -45.8729236 -23.1918463)",0.006115830103969612,0.9993023088588364,,,
1437650655,1437650678,0,130572198,False,,,Praça Platina,residential,False,106.46,"LINESTRING (-45.8721561 -23.1914838, -45.8721114 -23.1913847, -45.8719446 -23.1910147, -45.8718456 -23.1907813, -45.8718063 -23.1906886, -45.8717669 -23.1905958)",0.0007678741277598285,0.999918127003104,,,
1437650655,1437650656,0,665146346,False,,,Rua Turmalina,tertiary,False,101.022,"LINESTRING (-45.8721561 -23.1914838, -45.8717181 -23.1912602, -45.8715262 -23.1911621, -45.8714074 -23.1911015, -45.8713624 -23.1910785, -45.8712921 -23.1910426)",0.03839696584589995,0.9993931988552887,,,
1437650656,2061117167,0,973344609,True,,,Rua Ceci,secondary,False,127.722,"LINESTRING (-45.8712921 -23.1910426, -45.8704132 -23.1918591)",0.04299405995591168,0.999167599718823,,,
