osmid,y,x,highway,street_count,dc,cc,nbc,vulnerability,com,geometry
1446671028,-23.2098454,-45.8570945,,3,0.005802707930367505,0.05781157839586924,0.08782867547299271,0.9930764681026415,0.04201029992504556,POINT (-45.8570945 -23.2098454)
1446674016,-23.2227214,-45.8558953,,3,0.005802707930367505,0.041926608003922956,0.004736254179599058,1.0005568067740351,0.04999089588987808,POINT (-45.8558953 -23.2227214)
1446674017,-23.2227145,-45.8561454,,5,0.009671179883945842,0.04570218600966319,0.02839128544225031,0.9985724180598653,0.08292231948486577,POINT (-45.8561454 -23.2227145)
1446674018,-23.2237976,-45.8606049,,3,0.005802707930367505,0.041871427800907184,0.005750228659679426,1.000795030880761,0.022146389213076836,POINT (-45.8606049 -23.2237976)
1446674020,-23.2237295,-45.8604587,,3,0.005802707930367505,0.043704898066079564,0.005746480140344564,1.000269311667499,0.03952084500067798,POINT (-45.8604587 -23.2237295)
1446674021,-23.2238706,-45.8605319,,3,0.005802707930367505,0.040185596256069205,0.005753977179014289,1.0007671218488143,0.02324245918898157,POINT (-45.8605319 -23.2238706)
1446674033,-23.2238122,-45.8604317,,3,0.005802707930367505,0.0386302608921324,0.005757725698349152,1.0001723645038951,0.04508290789558654,POINT (-45.8604317 -23.2238122)
1446674039,-23.2220035,-45.8558943,,3,0.005802707930367505,0.04028099610474232,0.028106397972800744,1.00002452902649,0.04921850440975696,POINT (-45.8558943 -23.2220035)
1446748353,-23.218797,-45.8540412,,4,0.007736943907156673,0.04997849266329196,0.07352665113403102,0.9988561558638889,0.06317240395515786,POINT (-45.8540412 -23.218797)
1446748354,-23.2185508,-45.8543345,,3,0.005802707930367505,0.05218154257054112,0.08812838344976626,0.9947199150225305,0.04941929836183421,POINT (-45.8543345 -23.2185508)
1446748371,-23.2182562,-45.8543399,,3,0.005802707930367505,0.055060134967618024,0.08812463493043139,0.9790433542967685,0.04786136682541731,POINT (-45.8543399 -23.2182562)
1446748375,-23.2223495,-45.8558256,,3,0.005802707930367505,0.04024278186225225,0.004740002698933921,1.0003062207214863,0.050584690174228404,POINT (-45.8558256 -23.2223495)
1446748386,-23.2223571,-45.8562105,,3,0.005802707930367505,0.04562435670660829,0.007631985365780516,0.9997426719169181,0.0579315782061031,POINT (-45.8562105 -23.2223571)
1453950122,-23.1948681,-45.8642372,,3,0.007736943907156673,0.036201617792164756,0.0023598178719405876,1.0010211950352657,0.023463247338192054,POINT (-45.8642372 -23.1948681)
1453950123,-23.1958164,-45.864265,,4,0.013539651837524178,0.038967384810198936,0.01183645852745299,1.0002297996245453,0.057019607005448794,POINT (-45.864265 -23.1958164)
1453950289,-23.1943868,-45.8649731,,3,0.007736943907156673,0.03889592326550231,0.001863326486038015,1.0009624881745522,0.027278156103358382,POINT (-45.8649731 -23.1943868)
1453950293,-23.198817,-45.8639126,,3,0.01160541586073501,0.045698083111197475,0.09672598073760863,0.9481557790017435,0.04033293673026339,POINT (-45.8639126 -23.198817)
1453950300,-23.1973561,-45.8639127,,4,0.015473887814313346,0.040518263772636204,0.039270220405796266,0.9988746229526045,0.0581369150816631,POINT (-45.8639127 -23.1973561)
1453957511,-23.1959281,-45.8649342,,3,0.01160541586073501,0.04044100641738529,0.010685243614486719,1.0003688248246,0.0414523532083984,POINT (-45.8649342 -23.1959281)
1453957515,-23.196521,-45.8648213,,3,0.01160541586073501,0.042113919729927084,0.03553283060334046,0.9997861183669344,0.044708239556870026,POINT (-45.8648213 -23.196521)
1453957518,-23.1983083,-45.8634198,,3,0.01160541586073501,0.04212786127415614,0.03863487315367551,0.9986663629684107,0.042160158334216505,POINT (-45.8634198 -23.1983083)
1453958821,-23.1971269,-45.8633836,,3,0.01160541586073501,0.038994250633953474,0.025534092604849443,0.9988848253740035,0.03945785011528141,POINT (-45.8633836 -23.1971269)
1453958828,-23.1979287,-45.8625623,,3,0.01160541586073501,0.040447433275775026,0.013770881930208872,0.9973774684959016,0.02971421171814132,POINT (-45.8625623 -23.1979287)
1453960044,-23.1960891,-45.863782,,3,0.01160541586073501,0.03497773296060115,0.00395331344119073,0.9988975485586837,0.02442380989042497,POINT (-45.863782 -23.1960891)
1453960046,-23.1955296,-45.8622353,turning_circle,1,0.0038684719535783366,0.03378897761537528,0.0,1.001537339921446,0.010996631179806437,POINT (-45.8622353 -23.1955296)
1453960056,-23.196516,-45.8636128,,3,0.01160541586073501,0.03621707205803121,0.009229229454365639,0.9985900219376098,0.025958976284377808,POINT (-45.8636128 -23.196516)
1453960060,-23.195913,-45.862102,turning_circle,1,0.0038684719535783366,0.034944116686732245,0.0,1.0014225176322535,0.011427277161781029,POINT (-45.862102 -23.195913)
1453960064,-23.1969251,-45.863447,,3,0.01160541586073501,0.037558544069625076,0.01673951289240782,0.9978013826422913,0.028959000147098315,POINT (-45.863447 -23.1969251)
1453960077,-23.1962916,-45.8619327,turning_circle,1,0.0038684719535783366,0.03619132227341832,0.0,1.001284442257646,0.012037156821631385,POINT (-45.8619327 -23.1962916)
1453960082,-23.1973073,-45.8631433,,3,0.01160541586073501,0.037550232205342926,0.004057076026398144,0.9983449020772835,0.02919830942336055,POINT (-45.8631433 -23.1973073)
1453960083,-23.1967154,-45.861713,turning_circle,1,0.0038684719535783366,0.036183604476516106,0.0,1.0012917867397368,0.012076360480447254,POINT (-45.861713 -23.1967154)
1453960087,-23.1976844,-45.8628366,,3,0.01160541586073501,0.038928643910647646,0.006391225465941059,0.9982124006584157,0.02720022439259114,POINT (-45.8628366 -23.1976844)
1453960093,-23.1970962,-45.8615041,turning_circle,1,0.0038684719535783366,0.037461800689993274,0.0,1.001202893616909,0.011660922783449008,POINT (-45.8615041 -23.1970962)
1453961350,-23.1985889,-45.8640501,,3,0.01160541586073501,0.0438555137223769,0.08109998336371417,0.9517904014777409,0.041123146233823106,POINT (-45.8640501 -23.1985889)
1453962116,-23.1956396,-45.8665464,,3,0.0038684719535783366,0.0,0.0,0.9998149362368763,0.02517691227416907,POINT (-45.8665464 -23.1956396)
1453969481,-23.2000549,-45.863017,,3,0.01160541586073501,0.04760858097415157,0.0997440743049352,0.9913373507970998,0.043841024719462,POINT (-45.863017 -23.2000549)
1453969483,-23.2005558,-45.8624817,,4,0.015473887814313346,0.04910108495954747,0.06836238835130673,0.9962284882445438,0.05556517329297966,POINT (-45.8624817 -23.2005558)
1453969491,-23.2015007,-45.8613897,,3,0.01160541586073501,0.05107675574710302,0.05086409238600525,0.9970612579797018,0.044420014064585234,POINT (-45.8613897 -23.2015007)
1453969497,-23.2020445,-45.8610896,,3,0.009671179883945842,0.04949255690574902,0.0067567021159710625,0.9995733907437494,0.041684457999101567,POINT (-45.8610896 -23.2020445)
1453969499,-23.2029493,-45.8606957,mini_roundabout,4,0.015473887814313346,0.05403151977238389,0.09277411397352998,0.9925499046975038,0.06121260201210681,POINT (-45.8606957 -23.2029493)
1453969511,-23.1994463,-45.8614324,,3,0.01160541586073501,0.047841254490190666,0.04924127094091776,0.9972641113466352,0.04139674822175825,POINT (-45.8614324 -23.1994463)
1453969527,-23.2005985,-45.8633634,traffic_signals,3,0.005802707930367505,0.04293083813575345,0.02531797261510275,0.9999495145713101,0.04832128842180345,POINT (-45.8633634 -23.2005985)
1453969529,-23.2006684,-45.863259,,3,0.005802707930367505,0.04484459058899028,0.02531422409576789,1.0000176031276717,0.04251273725396894,POINT (-45.863259 -23.2006684)
1453969532,-23.2002814,-45.8617754,,3,0.01160541586073501,0.04698891791522466,0.0033120399198656066,0.9996828124395326,0.04363623481073566,POINT (-45.8617754 -23.2002814)
1453969533,-23.1999856,-45.861014,,3,0.01160541586073501,0.045759704043116564,0.001919084532626936,1.0000191138892687,0.0404234051795867,POINT (-45.861014 -23.1999856)
1453969534,-23.1998786,-45.8607385,,3,0.01160541586073501,0.043806449894632414,0.00035336042263305994,1.0002977795464245,0.03944619017618168,POINT (-45.8607385 -23.1998786)
1453969535,-23.1994979,-45.8597444,,3,0.01160541586073501,0.04744882063531214,0.0027188922006231996,0.9999849819066814,0.04040445291257723,POINT (-45.8597444 -23.1994979)
1453969544,-23.1993769,-45.8594474,,3,0.01160541586073501,0.049773242180075165,0.05730761339869157,0.9969425537828027,0.04453297379397158,POINT (-45.8594474 -23.1993769)
1453969558,-23.2008418,-45.8603998,,3,0.01160541586073501,0.0494252789373365,0.011672518319688359,0.9993438303592335,0.044373249266536414,POINT (-45.8603998 -23.2008418)
1453969560,-23.2012966,-45.8606107,,3,0.01160541586073501,0.04739580519326151,0.004517571469564817,0.9996575957801169,0.04063258281260408,POINT (-45.8606107 -23.2012966)
1453969565,-23.2008329,-45.8611533,,3,0.01160541586073501,0.04564890572824219,0.0024019732641274603,0.9999764777399857,0.04026738881923416,POINT (-45.8611533 -23.2008329)
1453969576,-23.2020581,-45.8619612,,3,0.007736943907156673,0.0532347780564347,0.07387313577674923,0.996020780435575,0.04332323319531425,POINT (-45.8619612 -23.2020581)
1453969591,-23.2012756,-45.8593589,,3,0.01160541586073501,0.049748919837336654,0.014739113175001468,0.9952810094913175,0.03676671773172545,POINT (-45.8593589 -23.2012756)
1453969592,-23.2016957,-45.8587385,,3,0.01160541586073501,0.051646808824637645,0.023971370991008732,0.9978618779455583,0.03926403627047695,POINT (-45.8587385 -23.2016957)
1453977234,-23.1999246,-45.8587521,,1,0.0038684719535783366,0.047378159696167974,0.0,1.000272942834387,0.013639459538021603,POINT (-45.8587521 -23.1999246)
1453977242,-23.204063,-45.859968,,3,0.01160541586073501,0.05627760616645978,0.12407914382583653,0.9929199623735606,0.05015387522402896,POINT (-45.859968 -23.204063)
1453977246,-23.2043934,-45.8595671,,4,0.015473887814313346,0.05851603032252312,0.14390831096066498,0.9910720150624631,0.06031697506526828,POINT (-45.8595671 -23.2043934)
1453977252,-23.2060502,-45.8586613,,3,0.01160541586073501,0.06061335410521894,0.08895911310120203,0.9975535145870517,0.05044973761112467,POINT (-45.8586613 -23.2060502)
1453977291,-23.202825,-45.8583367,,4,0.015473887814313346,0.05142765687771557,0.025573486882354397,0.9962125342596146,0.057824096971691795,POINT (-45.8583367 -23.202825)
1453977294,-23.2018654,-45.8575353,,3,0.007736943907156673,0.04399195815189946,0.002768998515475493,0.9997183309573825,0.04080774376163393,POINT (-45.8575353 -23.2018654)
1453977295,-23.2014554,-45.8572117,,3,0.01160541586073501,0.045800877071767915,0.0059121036449057505,0.9990371485086289,0.04613665800789801,POINT (-45.8572117 -23.2014554)
1453977296,-23.2006962,-45.856577,,3,0.01160541586073501,0.044087211828826314,0.007088732790525799,0.9993103382148188,0.04902383136183298,POINT (-45.856577 -23.2006962)
1453977301,-23.2036041,-45.8596371,,3,0.01160541586073501,0.0537462725979969,0.03981707982988638,0.9965857167815336,0.04264285310406542,POINT (-45.8596371 -23.2036041)
1453977303,-23.2025477,-45.8587901,,3,0.01160541586073501,0.05154221828428804,0.02634499837083454,0.9973450497190358,0.04561034443061944,POINT (-45.8587901 -23.2025477)
1453977304,-23.2018751,-45.8582457,,3,0.01160541586073501,0.04952626462109638,0.024334319753512933,0.9980912751186578,0.04563279181710282,POINT (-45.8582457 -23.2018751)
1453977306,-23.2013042,-45.8578124,,4,0.015473887814313346,0.04756409528832262,0.021367283538385573,0.9982327808504589,0.059165678790493836,POINT (-45.8578124 -23.2013042)
1453977308,-23.200408,-45.8571012,,4,0.015473887814313346,0.04564890572824219,0.011714831357829037,0.9960983107238438,0.05347956211750665,POINT (-45.8571012 -23.200408)
1453977314,-23.2015216,-45.8585927,,3,0.01160541586073501,0.047422298097226444,0.007190541853331768,0.999782915616468,0.041749583417465305,POINT (-45.8585927 -23.2015216)
1453977323,-23.2045148,-45.8521257,,3,0.01160541586073501,0.04694125302246668,0.004257599828961149,0.9973838969012536,0.042376075929318455,POINT (-45.8521257 -23.2045148)
1453977329,-23.2000149,-45.8567843,,1,0.0038684719535783366,0.043644941076535076,0.0,1.0005929249436156,0.017931202172432235,POINT (-45.8567843 -23.2000149)
1453977330,-23.2052802,-45.8570057,,3,0.01160541586073501,0.05438364826662699,0.004753872811586481,0.9993111265072095,0.045441609986630424,POINT (-45.8570057 -23.2052802)
1453977331,-23.2022029,-45.8571401,,3,0.007736943907156673,0.04527939403803848,0.004768227750782658,0.9999520616747682,0.04005738266803337,POINT (-45.8571401 -23.2022029)
1453977333,-23.2064313,-45.8522207,,3,0.01160541586073501,0.050066976273790566,0.0026164514752631766,1.000069634537061,0.049758220206945515,POINT (-45.8522207 -23.2064313)
1453979232,-23.2032541,-45.8580947,,3,0.01160541586073501,0.04928172599241249,0.008551633739656029,0.9993013194761509,0.04617903915677904,POINT (-45.8580947 -23.2032541)
1453979234,-23.2025939,-45.8566703,,3,0.01160541586073501,0.04735612129273688,0.007294680790387931,0.9996124442652204,0.04242848096801427,POINT (-45.8566703 -23.2025939)
1453979238,-23.2037534,-45.8578272,,3,0.01160541586073501,0.050359215252832275,0.004556993574196138,0.9997926965551822,0.0492328864880757,POINT (-45.8578272 -23.2037534)
1453979239,-23.2029973,-45.8562027,,3,0.01160541586073501,0.04836398553687683,0.004537047492793649,0.9996045102805446,0.04869732102700704,POINT (-45.8562027 -23.2029973)
1453979243,-23.2033994,-45.8557231,,4,0.015473887814313346,0.05037416603420372,0.014457872819859895,0.9976713781786604,0.06988634723684435,POINT (-45.8557231 -23.2033994)
1453979249,-23.204768,-45.858645,,3,0.01160541586073501,0.057349137874676506,0.022878125398000326,0.9992133930936428,0.05272800563834006,POINT (-45.858645 -23.204768)
1453979250,-23.2023909,-45.8546211,,4,0.015473887814313346,0.04627554070687533,0.011172060132057734,0.9961532622624054,0.05733222880904198,POINT (-45.8546211 -23.2023909)
1453979257,-23.2047751,-45.8572779,,3,0.01160541586073501,0.05197906134745519,0.001155748603887026,0.9996541805768266,0.04918569031222505,POINT (-45.8572779 -23.2047751)
1453979262,-23.2038243,-45.8552445,,3,0.01160541586073501,0.05169926343445345,0.00400262800904756,0.9996278339512701,0.0502111326337323,POINT (-45.8552445 -23.2038243)
1453987112,-23.2033421,-45.8587304,,3,0.01160541586073501,0.0535991310704042,0.029381872175425816,0.9981958072379071,0.05201172159067467,POINT (-45.8587304 -23.2033421)
1453987113,-23.2055327,-45.8575443,,3,0.01160541586073501,0.056938584762374574,0.016005895482936978,0.9990551899576209,0.05178209359788189,POINT (-45.8575443 -23.2055327)
1453987117,-23.2038477,-45.8591431,,3,0.01160541586073501,0.05595591379307779,0.028619959244319017,0.9975630596822614,0.04952840247231941,POINT (-45.8591431 -23.2038477)
1453987119,-23.2062838,-45.857816,,3,0.01160541586073501,0.06180560317819678,0.1244286181921296,0.9967322186026585,0.05234529535005686,POINT (-45.857816 -23.2062838)
1453987128,-23.2042407,-45.8547653,,3,0.01160541586073501,0.0536047754607865,0.006586675751485322,0.9992717325496286,0.05022885329046642,POINT (-45.8547653 -23.2042407)
1453987130,-23.2065026,-45.8596293,,3,0.007736943907156673,0.06417435045078525,0.147985128085068,0.9953654829227533,0.04517591969374174,POINT (-45.8596293 -23.2065026)
1453987131,-23.2063243,-45.8592457,,3,0.01160541586073501,0.06237359977645248,0.03811163064625704,0.9990340174187804,0.044800032816259404,POINT (-45.8592457 -23.2063243)
1453987139,-23.204905,-45.8599962,,3,0.01160541586073501,0.0601549217413884,0.06350520946914898,0.9959081425336944,0.049524741833426804,POINT (-45.8599962 -23.204905)
1453987149,-23.2018734,-45.8540935,,1,0.0038684719535783366,0.044217420758828056,0.0,1.0006324289786885,0.018758201372724034,POINT (-45.8540935 -23.2018734)
1453987150,-23.2027198,-45.8549598,,3,0.01160541586073501,0.04808075448905532,0.011810500513745586,0.9997202307699109,0.05665158408673348,POINT (-45.8549598 -23.2027198)
1453987151,-23.2010765,-45.8569075,,3,0.01160541586073501,0.04525524073396414,0.0049200090598625805,0.9995558151443581,0.0481826754932048,POINT (-45.8569075 -23.2010765)
1453987165,-23.2030571,-45.8553072,,4,0.015473887814313346,0.0500768271299192,0.031203635111254596,0.9966069537963621,0.0721776809978977,POINT (-45.8553072 -23.2030571)
1453987174,-23.2022622,-45.8562382,,3,0.01160541586073501,0.04803538244556276,0.009601278495670496,0.9967667487759306,0.04538294262680172,POINT (-45.8562382 -23.2022622)
1453987175,-23.2020314,-45.8565086,,1,0.0038684719535783366,0.045821491383169384,0.0,1.0005380093154757,0.015363474665357577,POINT (-45.8565086 -23.2020314)
1453987179,-23.2011453,-45.8551151,,1,0.0038684719535783366,0.042988847882411,0.0,1.0006810284413123,0.018831497239250452,POINT (-45.8551151 -23.2011453)
1453987183,-23.2069501,-45.8592497,,3,0.007736943907156673,0.06485296824762755,0.1500718739253273,0.9953601273905407,0.04323822532851237,POINT (-45.8592497 -23.2069501)
1453987185,-23.20465,-45.8542826,,4,0.015473887814313346,0.05372925351231039,0.04234652661341072,0.9978124207202217,0.07122737464690965,POINT (-45.8542826 -23.20465)
1453987188,-23.2043493,-45.8538015,,4,0.015473887814313346,0.05147966704850613,0.04262194864754951,0.9972508429749047,0.07862401623743483,POINT (-45.8538015 -23.2043493)
1453987190,-23.2040333,-45.8534374,,3,0.01160541586073501,0.049129519136727015,0.011502053024301254,0.9997698977636257,0.058177234975286,POINT (-45.8534374 -23.2040333)
1453987194,-23.203213,-45.8526019,,1,0.0038684719535783366,0.04530760549849832,0.0,1.0006702890626151,0.017988282399671422,POINT (-45.8526019 -23.203213)
1453987200,-23.2042336,-45.8518151,,1,0.0038684719535783366,0.0448248457005661,0.0,1.0008064700434662,0.014778340319819684,POINT (-45.8518151 -23.2042336)
1453987203,-23.2052127,-45.8528025,,4,0.015473887814313346,0.050847162898374654,0.0122818901332895,0.999127727591379,0.07687365414245104,POINT (-45.8528025 -23.2052127)
1453987206,-23.2054979,-45.8532924,,4,0.015473887814313346,0.05256954949660526,0.020375246573447414,0.9987557659738414,0.06810811296728053,POINT (-45.8532924 -23.2054979)
1453987210,-23.2073818,-45.8573253,,4,0.015473887814313346,0.06470458215020067,0.09082080671114563,0.9962641155055291,0.06253330882952492,POINT (-45.8573253 -23.2073818)
1453987212,-23.2077105,-45.8578184,,4,0.015473887814313346,0.06737669725686679,0.20162082184898097,0.9946147258440474,0.0619216095002521,POINT (-45.8578184 -23.2077105)
1453987215,-23.2080552,-45.8582902,,3,0.007736943907156673,0.06704833347940313,0.16194619807693,0.9958751206302497,0.04660554787359358,POINT (-45.8582902 -23.2080552)
1453987228,-23.2060541,-45.8518351,,3,0.01160541586073501,0.048502234185386246,0.0007067424329356775,1.0001163283653394,0.05618058177816469,POINT (-45.8518351 -23.2060541)
1453987252,-23.209305,-45.8571516,,4,0.009671179883945842,0.06791607041702852,0.29408857848453823,0.9876860341577642,0.05755040437239411,POINT (-45.8571516 -23.209305)
1453990675,-23.2051016,-45.8566103,,3,0.01160541586073501,0.05612248597305718,0.012919901533500373,0.998909342511506,0.04896708781942422,POINT (-45.8566103 -23.2051016)
1453990676,-23.2081686,-45.8549599,,3,0.01160541586073501,0.055857670116935,0.005745859428412871,0.9997545585246445,0.04677765658735665,POINT (-45.8549599 -23.2081686)
1453990678,-23.205063,-45.8551821,,3,0.01160541586073501,0.05616583336374585,0.0372437481633958,0.9992394007823734,0.06094066444365058,POINT (-45.8551821 -23.205063)
1453990679,-23.2074872,-45.8538537,,3,0.01160541586073501,0.05193663378998354,0.0034018841360099416,1.000035868868707,0.046728008045009595,POINT (-45.8538537 -23.2074872)
1453990680,-23.2066779,-45.8586438,,3,0.01160541586073501,0.06518516426887293,0.11566022574430015,0.9981202461264668,0.046552353554597053,POINT (-45.8586438 -23.2066779)
1453990681,-23.2090675,-45.8567195,,3,0.01160541586073501,0.06760937013888015,0.20051337848277617,0.9943385917059104,0.047919615086683506,POINT (-45.8567195 -23.2090675)
1453990682,-23.2064096,-45.8580812,,3,0.01160541586073501,0.06354149891095102,0.11397213589784082,0.9978240787273313,0.04624708886016842,POINT (-45.8580812 -23.2064096)
1453990683,-23.2087967,-45.8561702,,3,0.01160541586073501,0.06283556940817536,0.012852507577525618,0.9989451026285732,0.04397075079844199,POINT (-45.8561702 -23.2087967)
1453990684,-23.2068817,-45.8577039,,3,0.01160541586073501,0.06294434868005795,0.08261168249336132,0.9965716791033989,0.05421939693093906,POINT (-45.8577039 -23.2068817)
1453990686,-23.207151,-45.8568478,,3,0.01160541586073501,0.06089615358004889,0.006789354583739216,0.9993687600665585,0.04680445007598718,POINT (-45.8568478 -23.207151)
1453990687,-23.2087069,-45.8560003,,3,0.01160541586073501,0.059272350695811445,0.009282584718525482,0.9995483994928618,0.042151580782174285,POINT (-45.8560003 -23.2087069)
1453990688,-23.2069008,-45.856314,,3,0.01160541586073501,0.058657633991199436,0.003788583430368236,0.9996856457875719,0.047334386771414806,POINT (-45.856314 -23.2069008)
1453990689,-23.2084417,-45.8554694,,3,0.01160541586073501,0.057149539438152985,0.007017224577941236,0.9997317676071108,0.0426678456279322,POINT (-45.8554694 -23.2084417)
1453990690,-23.2050771,-45.8538011,,3,0.01160541586073501,0.05514961514362174,0.032733682394608284,0.998536870124443,0.06082337072255299,POINT (-45.8538011 -23.2050771)
1453990692,-23.206372,-45.8551915,,3,0.01160541586073501,0.05444763587288786,0.0008769283385809836,0.9998831769324527,0.05227817324100161,POINT (-45.8551915 -23.206372)
1453990693,-23.2078389,-45.854415,,3,0.01160541586073501,0.05317360783198879,0.00238348380402939,1.0000549894861819,0.04471710111733706,POINT (-45.854415 -23.2078389)
1453990694,-23.2058613,-45.8540883,,3,0.01160541586073501,0.052101427612653906,0.004314791063863921,1.0000623354179576,0.04746457445315851,POINT (-45.8540883 -23.2058613)
1453990695,-23.2071701,-45.8533629,,3,0.01160541586073501,0.049671247831345494,0.0018210788513370385,1.0002431690207545,0.04286415703823444,POINT (-45.8533629 -23.2071701)
1453990699,-23.2056103,-45.8535393,,3,0.01160541586073501,0.05002761157500036,0.0018009042284304916,1.0001147093087497,0.047987300939770446,POINT (-45.8535393 -23.2056103)
1453990700,-23.2068494,-45.8528467,,3,0.01160541586073501,0.047782873160201696,0.0005166915320529644,1.0003260031305983,0.04340791138242905,POINT (-45.8528467 -23.2068494)
1454006732,-23.209641,-45.8569025,,3,0.005802707930367505,0.06784365557452068,0.15386622797261246,0.9982215511938687,0.04593095235520343,POINT (-45.8569025 -23.209641)
1454006734,-23.2101369,-45.8561957,,3,0.005802707930367505,0.0678888967425485,0.15974293345965943,0.9972390998640458,0.04855274778956109,POINT (-45.8561957 -23.2101369)
1454006735,-23.2103783,-45.8558198,,4,0.007736943907156673,0.06358118258501481,0.15974668197899428,0.9973985373655717,0.06788079800200068,POINT (-45.8558198 -23.2103783)
1454006737,-23.2106256,-45.8555415,,3,0.007736943907156673,0.07029843222975123,0.07441441120715189,0.9979619312734874,0.05897502567665309,POINT (-45.8555415 -23.2106256)
1454006738,-23.2117353,-45.8545376,,3,0.01160541586073501,0.06414200450801771,0.03800268461288107,0.9968072534723968,0.04270204899854431,POINT (-45.8545376 -23.2117353)
1454006744,-23.2099786,-45.8560786,,3,0.005802707930367505,0.061152204201781434,0.16788390193339045,0.9885995825928707,0.04695618365649908,POINT (-45.8560786 -23.2099786)
1454006745,-23.2099582,-45.855503,,3,0.007736943907156673,0.06667945346812007,0.20194528644239035,0.98864834599939,0.043893090175671896,POINT (-45.855503 -23.2099582)
1454006760,-23.2101163,-45.8556745,,4,0.007736943907156673,0.06639245438576087,0.13995178314427578,0.9979031946839116,0.06058860317049681,POINT (-45.8556745 -23.2101163)
1454006763,-23.2103103,-45.8556773,,3,0.005802707930367505,0.0647704476110992,0.08733630220642451,0.9993979023059743,0.0574747000920581,POINT (-45.8556773 -23.2103103)
1454006767,-23.210222,-45.8553087,,3,0.007736943907156673,0.06922765507624488,0.05634244628653864,0.9979168154696691,0.05353436173797242,POINT (-45.8553087 -23.210222)
1454006785,-23.2112599,-45.8526658,,3,0.007736943907156673,0.060671149913662535,0.01670966225209174,0.9976580385556756,0.04066348888538044,POINT (-45.8526658 -23.2112599)
1454006787,-23.2115503,-45.8518511,,3,0.007736943907156673,0.058348343394730474,0.01020966629520001,0.9989502740831565,0.040737046089953585,POINT (-45.8518511 -23.2115503)
1454006788,-23.2121613,-45.8496187,,3,0.01160541586073501,0.06347019298947988,0.023237112172847303,0.9984666754415547,0.051431605090790075,POINT (-45.8496187 -23.2121613)
1454008396,-23.2104728,-45.8485276,,3,0.007736943907156673,0.06415008793643713,0.07590342115993996,0.9975218676684002,0.04396506293292352,POINT (-45.8485276 -23.2104728)
1454008398,-23.210729,-45.848026,,3,0.005802707930367505,0.05925165263364319,0.0009866724098540022,0.9997352728656095,0.04026708712565172,POINT (-45.848026 -23.210729)
1454008399,-23.2107629,-45.8481288,,3,0.007736943907156673,0.06347019298947988,0.00469403389492455,0.9992672313514286,0.03975041048057452,POINT (-45.8481288 -23.2107629)
1454008400,-23.2108527,-45.8480851,,3,0.007736943907156673,0.06407741034436414,0.007122627140522374,0.9990324359394677,0.039728071865952744,POINT (-45.8480851 -23.2108527)
1454008401,-23.2107849,-45.8479871,,3,0.005802707930367505,0.06021184620009802,0.0035907395624682286,0.9996149830807615,0.04026448157355008,POINT (-45.8479871 -23.2107849)
1454008402,-23.2106214,-45.8476122,,4,0.013539651837524178,0.0647704476110992,0.22188114320758498,0.9826003886204329,0.05587540788215301,POINT (-45.8476122 -23.2106214)
1454008412,-23.2093152,-45.8530138,,3,0.01160541586073501,0.06481168166229039,0.20605236457385795,0.9882018452971222,0.03429907439107875,POINT (-45.8530138 -23.2093152)
