u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,ebc,vulnerability,bridge,junction
1434769669,3179970425,0,772037054,True,3,SP-060;BR-116,Rodovia Presidente Dutra,motorway,100,False,403.206,"LINESTRING (-45.8715213 -23.1952891, -45.8705307 -23.1948043, -45.8694731 -23.1942867, -45.8680391 -23.193585)",0.001798688719570322,0.9990800455812474,,
1434769703,1434769669,0,153736887,True,1,,Rodovia Pres Dutrabr 116,motorway,,False,298.988,"LINESTRING (-45.8739872 -23.1967287, -45.8732972 -23.1962774, -45.871933 -23.1955648, -45.8715213 -23.1952891)",0.0005984433360696952,,,
1434769703,1437661738,0,"[130573510, 772037055]",True,"['1', '2']",,,motorway_link,60,False,715.847,"LINESTRING (-45.8739872 -23.1967287, -45.870291 -23.1948369, -45.8697536 -23.194589, -45.8695373 -23.1945587, -45.8690354 -23.1945817, -45.8686307 -23.194576, -45.8681324 -23.1945507, -45.8679285 -23.1945761, -45.8676265 -23.1947219)",0.0006047656162790812,0.9991550679164506,,
1434786546,1437646813,0,130571658,True,,,,secondary_link,,False,30.985,"LINESTRING (-45.8738027 -23.1891115, -45.8737252 -23.1890512, -45.8736641 -23.1890156, -45.8736086 -23.1889851, -45.8735531 -23.1889547)",0.002422421176477561,0.9999572764044863,,
1434786546,1437650668,0,448345142,True,,,Avenida Santos Dumont,secondary,,False,32.705999999999996,"LINESTRING (-45.8738027 -23.1891115, -45.8737059 -23.1889094, -45.8736688 -23.1888445)",0.00021703202531282942,0.9997532638567547,,
1434786547,2905769448,0,130571663,True,3,,Avenida Santos Dumont,secondary,50,False,99.864,"LINESTRING (-45.8736854 -23.1886102, -45.873755 -23.1886854, -45.8738029 -23.1887501, -45.8738356 -23.1888, -45.8738726 -23.1888772, -45.874129 -23.1894055)",0.0011205253814854,0.9997945094839918,,
1434786547,1437650668,0,130572197,True,,,,secondary_link,,False,26.683999999999997,"LINESTRING (-45.8736854 -23.1886102, -45.8736989 -23.1887259, -45.8736972 -23.1887786, -45.8736688 -23.1888445)",0.01782129778631286,0.9999337047655821,,
1437646813,1437650673,0,448345146,True,,,Rua Ceci,secondary,,False,56.792,"LINESTRING (-45.8735531 -23.1889547, -45.873417 -23.1890712, -45.8731551 -23.189311)",0.02022341851618059,0.9997083846746587,,
1437646822,2311497721,0,130758295,False,,,Rua Marechal Rondon,residential,,False,35.205,"LINESTRING (-45.872785 -23.1875174, -45.8726903 -23.187213)",0.0011943182458043274,0.9998544494068609,,
1437646822,2311497722,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,50,False,37.511,"LINESTRING (-45.872785 -23.1875174, -45.8725347 -23.1872707)",0.0011958000302284021,0.9998544494068609,,
1437646822,1439300025,0,1008846321,False,,,Avenida Presidente Juscelino Kubitschek,secondary,50,True,107.445,"LINESTRING (-45.872785 -23.1875174, -45.8733768 -23.188316)",0.003587400090685206,0.99459970954341,,
1437650653,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,,False,114.78,"LINESTRING (-45.8739269 -23.19231, -45.8729236 -23.1918463)",0.004668213649605401,0.9993854467413653,,
1437650653,1437658993,0,665146346,False,,,Rua Turmalina,tertiary,,True,20.678,"LINESTRING (-45.8739269 -23.19231, -45.8741053 -23.1923977)",0.0010748493766132932,0.999649618109337,,
1437650653,1437650703,0,130572200,False,,,Rua Granada,residential,,False,64.319,"LINESTRING (-45.8739269 -23.19231, -45.873869 -23.1921892, -45.8736731 -23.1917807)",0.0025304185645855497,0.9996084397333891,,
1437650655,1437658996,0,665146346,False,,,Rua Turmalina,tertiary,,True,88.196,"LINESTRING (-45.8721561 -23.1914838, -45.8729236 -23.1918463)",0.0010142814382792331,0.9990654609471441,,
1437650655,1437650678,0,130572198,False,,,Praça Platina,residential,,False,106.46,"LINESTRING (-45.8721561 -23.1914838, -45.8721114 -23.1913847, -45.8719446 -23.1910147, -45.8718456 -23.1907813, -45.8718063 -23.1906886, -45.8717669 -23.1905958)",0.0012155571558827333,0.9998807052492932,,
1437650655,1437650656,0,665146346,False,,,Rua Turmalina,tertiary,,False,101.022,"LINESTRING (-45.8721561 -23.1914838, -45.8717181 -23.1912602, -45.8715262 -23.1911621, -45.8714074 -23.1911015, -45.8713624 -23.1910785, -45.8712921 -23.1910426)",0.028918487179953958,0.9991269013539444,,
1437650656,2061117167,0,973344609,True,,,Rua Ceci,secondary,,False,127.722,"LINESTRING (-45.8712921 -23.1910426, -45.8704132 -23.1918591)",0.038290798358634436,0.9986653120822563,,
1437650656,1437650655,0,665146346,False,,,Rua Turmalina,tertiary,,True,101.022,"LINESTRING (-45.8712921 -23.1910426, -45.8713624 -23.1910785, -45.8714074 -23.1911015, -45.8715262 -23.1911621, -45.8717181 -23.1912602, -45.8721561 -23.1914838)",0.00298826525521761,,,
1437650668,1437646813,0,320807040,True,,,Rua Ceci,secondary,,False,17.217,"LINESTRING (-45.8736688 -23.1888445, -45.8736081 -23.1889184, -45.8735531 -23.1889547)",0.017798033770854878,,,
1437650668,8234497506,0,320807041,True,,,Avenida Santos Dumont,secondary,,False,44.736,"LINESTRING (-45.8736688 -23.1888445, -45.8734942 -23.1885178, -45.8734758 -23.1884834)",0.00024325960961895418,0.9992693130700141,,
1437650673,1437650675,0,448345146,True,,,Rua Ceci,secondary,,False,63.273,"LINESTRING (-45.8731551 -23.189311, -45.8727173 -23.1897133)",0.01686728969351194,0.9998541941387891,,
1437650673,2061117157,0,130572201,False,,,Rua Sardônica,residential,,True,148.774,"LINESTRING (-45.8731551 -23.189311, -45.8731906 -23.1893856, -45.8737444 -23.1905344)",0.004518899172472793,0.9999002212201383,,
