osmid,y,x,street_count,dc,cc,nbc,vul,highway,geometry
34557142,-15.7984356,-47.8715061,3,0.0009062075215224287,0.0318002465347596,0.0,-1.2811693860622109e-05,,POINT (-47.8715061 -15.7984356)
34557143,-15.7972555,-47.8752619,3,0.001359311282283643,0.03395747882277208,0.001784891967821828,0.0002234748752891353,,POINT (-47.8752619 -15.7972555)
34557146,-15.7966181,-47.8772364,3,0.001359311282283643,0.03809722158880649,0.039916747436933755,0.001618251674375675,,POINT (-47.8772364 -15.7966181)
34565320,-15.7946793,-47.876754,3,0.001359311282283643,0.038099253079470666,0.026587145665591973,0.0006985304952760804,,POINT (-47.876754 -15.7946793)
34565322,-15.7951716,-47.8751782,3,0.001359311282283643,0.03283190849877492,0.031219884090419654,0.0005631238154789658,,POINT (-47.8751782 -15.7951716)
34565323,-15.7953242,-47.8747147,3,0.001359311282283643,0.033959630822443986,0.031220500278670914,0.00037697572995389007,,POINT (-47.8747147 -15.7953242)
34565324,-15.7965472,-47.8708382,3,0.0009062075215224287,0.0,0.0,-2.2536198097157732e-05,,POINT (-47.8708382 -15.7965472)
111449578,-15.7931298,-47.8896859,3,0.001359311282283643,0.03650064672452522,0.012301886773021587,0.0004943075611980842,,POINT (-47.8896859 -15.7931298)
111450216,-15.7869798,-47.9076957,3,0.001359311282283643,0.027513817832629735,0.02324784058783499,0.0019750099525577816,traffic_signals,POINT (-47.9076957 -15.7869798)
114103910,-15.7866876,-47.8807414,3,0.001359311282283643,0.03791191726362835,0.05200806604588216,0.0023691997512996854,,POINT (-47.8807414 -15.7866876)
123853102,-15.8006724,-47.8938029,3,0.001359311282283643,0.03175219948228335,0.010597917791859148,0.0003243245624858695,,POINT (-47.8938029 -15.8006724)
141979701,-15.8164869,-47.9119763,3,0.001359311282283643,0.022766720605115504,0.004898080409280452,0.00014759894711075124,,POINT (-47.9119763 -15.8164869)
141980252,-15.8166664,-47.9122436,4,0.0018124150430448573,0.022267210794101655,0.004890275358097802,-0.00011726921877809208,,POINT (-47.9122436 -15.8166664)
141980289,-15.8112594,-47.9091526,3,0.001359311282283643,0.023304094220911734,0.01268848000462278,0.006764156760637417,,POINT (-47.9091526 -15.8112594)
141980659,-15.8111215,-47.9089511,3,0.001359311282283643,0.022925484007519165,0.0121340703309967,0.00016249479740869862,,POINT (-47.9089511 -15.8111215)
141980694,-15.8080929,-47.9048964,3,0.001359311282283643,0.02642565283309728,0.019502928697114664,0.0004582094683258345,,POINT (-47.9048964 -15.8080929)
141980806,-15.8103748,-47.9024619,3,0.001359311282283643,0.02778307165587841,0.03081687790099629,0.0008959696947078664,,POINT (-47.9024619 -15.8103748)
141980809,-15.8088752,-47.9007588,3,0.001359311282283643,0.027269146331624593,0.01417339947410884,0.00050302944090475,,POINT (-47.9007588 -15.8088752)
142087740,-15.8159281,-47.889356,3,0.001359311282283643,0.026305658582170755,0.0013375392974057242,-0.00012290164903285512,,POINT (-47.889356 -15.8159281)
142087751,-15.8112984,-47.8850036,4,0.0018124150430448573,0.028267074315249042,0.010954150195123349,0.0007231605353865914,,POINT (-47.8850036 -15.8112984)
142087820,-15.8087062,-47.8827332,3,0.001359311282283643,0.0269242187417696,0.010476775463798564,0.00023902256280461224,,POINT (-47.8827332 -15.8087062)
142087838,-15.8056951,-47.8801118,3,0.0018124150430448573,0.03121716176472073,0.016522663961385072,0.0005440582090480084,,POINT (-47.8801118 -15.8056951)
142088003,-15.8097618,-47.8839493,4,0.0018124150430448573,0.030886093146169535,0.027053904761148374,0.0009146942571158779,,POINT (-47.8839493 -15.8097618)
142089097,-15.812542,-47.8816607,3,0.001359311282283643,0.00045310376076121433,0.000446325689997334,0.0006783244836125402,,POINT (-47.8816607 -15.812542)
142089214,-15.8112789,-47.8820894,3,0.001359311282283643,0.025952126430218294,0.002745146045516046,0.00037690727017143405,,POINT (-47.8820894 -15.8112789)
142089370,-15.8106391,-47.8832183,3,0.001359311282283643,0.030912273539192143,0.0004469418782485958,0.0008468966723015733,,POINT (-47.8832183 -15.8106391)
142089422,-15.8093837,-47.8835931,3,0.001359311282283643,0.03149374049737025,0.026222701042876738,0.00036015451147668745,,POINT (-47.8835931 -15.8093837)
142192537,-15.8015668,-47.8781658,3,0.001359311282283643,0.032872189342254075,0.03689134930338332,0.0013004160438305058,,POINT (-47.8781658 -15.8015668)
142192586,-15.8005693,-47.8767577,3,0.001359311282283643,0.030433098282755273,0.026076841379681363,0.001062040240338442,,POINT (-47.8767577 -15.8005693)
142192643,-15.8000234,-47.8776442,3,0.001359311282283643,0.034002188776011986,0.03689196549163459,0.0014109436409709456,,POINT (-47.8776442 -15.8000234)
142192810,-15.8032882,-47.8791046,3,0.001359311282283643,0.03497077934268219,0.034367431094440265,0.0022191101988644894,,POINT (-47.8791046 -15.8032882)
142192828,-15.8030908,-47.8786701,3,0.001359311282283643,0.03511975453035275,0.03932679484857676,0.0008136979612131249,,POINT (-47.8786701 -15.8030908)
142193469,-15.8039747,-47.8788431,3,0.001359311282283643,0.03496336375315661,0.02842312982774124,0.002463022733163244,,POINT (-47.8788431 -15.8039747)
142193844,-15.8030353,-47.8796565,3,0.001359311282283643,0.031594009466585395,0.03182664653756589,0.0007802762757755143,,POINT (-47.8796565 -15.8030353)
142193886,-15.8023456,-47.8817566,3,0.001359311282283643,0.03496735637206185,0.03597731200819905,0.0009440443584421395,,POINT (-47.8817566 -15.8023456)
142193908,-15.8035953,-47.8782101,3,0.001359311282283643,0.030261237551544775,0.016481242417828026,0.0008106608717654946,,POINT (-47.8782101 -15.8035953)
142194043,-15.8034392,-47.8751001,3,0.001359311282283643,0.03070161536397129,0.007251474504252594,0.0003243043759665224,,POINT (-47.8751001 -15.8034392)
142194235,-15.8024998,-47.8774778,3,0.001359311282283643,0.03326242575768563,0.025053692086911935,0.00032683353968214067,,POINT (-47.8774778 -15.8024998)
142194462,-15.799044,-47.8761354,4,0.0018124150430448573,0.031710392458776826,0.011182827178075968,0.000240141347608718,,POINT (-47.8761354 -15.799044)
142194646,-15.7947158,-47.876637,3,0.001359311282283643,0.03183330825810169,0.027463023032080064,0.0015633486515851912,,POINT (-47.876637 -15.7947158)
142194667,-15.7965722,-47.8773893,3,0.001359311282283643,0.0372458944247688,0.039042102446948196,0.0008751019711384643,,POINT (-47.8773893 -15.7965722)
142195613,-15.796709,-47.8769728,3,0.001359311282283643,0.03668367781230887,0.039916131248682506,0.001720300901898379,,POINT (-47.8769728 -15.796709)
142195681,-15.7920242,-47.874385,3,0.001359311282283643,0.03157632330000618,0.025520656745495092,0.000709356819683444,,POINT (-47.874385 -15.7920242)
142196689,-15.7949126,-47.876008,3,0.001359311282283643,0.03289236685159469,0.027463639220331328,0.0014826140357876046,,POINT (-47.876008 -15.7949126)
142200756,-15.7967332,-47.8829939,3,0.001359311282283643,0.036013104693476364,0.010454994773696972,0.0006554319900631952,,POINT (-47.8829939 -15.7967332)
142200786,-15.7964138,-47.8831858,3,0.001359311282283643,0.03751774799151123,0.0025186254635862983,0.0006226854633980505,,POINT (-47.8831858 -15.7964138)
142200802,-15.7958817,-47.8830287,3,0.001359311282283643,0.03377342164703967,0.00165431091853696,0.00034555097941759534,,POINT (-47.8830287 -15.7958817)
142200821,-15.7957554,-47.8826683,3,0.001359311282283643,0.03751446485204017,0.009589447852145114,0.00034821466495754834,,POINT (-47.8826683 -15.7957554)
142201583,-15.7980559,-47.8849536,3,0.001359311282283643,0.039718049516390005,0.0618618326413231,0.0020925169425372037,,POINT (-47.8849536 -15.7980559)
142201604,-15.7981535,-47.8835668,3,0.001359311282283643,0.037372528127960034,0.07604974233451389,0.002340459137923969,,POINT (-47.8835668 -15.7981535)
