u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,tunnel,width,access,junction,est_width
140848384,5623136100,0,943000088,False,4,Rua Augusta,secondary,50,True,136.132,"LINESTRING (-46.6567602 -23.5548625, -46.6563914 -23.5545383, -46.6558899 -23.5540733, -46.6558161 -23.553997)",,,,,,,
140848384,444959814,0,943000089,False,3,Rua Augusta,secondary,50,False,107.502,"LINESTRING (-46.6567602 -23.5548625, -46.6568337 -23.5549316, -46.657346 -23.5554129, -46.657412 -23.5554749, -46.6574967 -23.5555545)",,,,,,,
140848388,396151766,0,211556987,False,4,Rua Augusta,secondary,50,False,317.826,"LINESTRING (-46.6525908 -23.552054, -46.6526397 -23.5520694, -46.65267 -23.5520802, -46.6528812 -23.5521554, -46.6533619 -23.5524044, -46.6539124 -23.5527136, -46.6542983 -23.5529269, -46.654454 -23.5530095, -46.6551145 -23.5533389, -46.6551924 -23.5534, -46.6552859 -23.5534754)",,,,,,,
140848388,396151769,0,"[230593245, 943000087]",False,3,Rua Dona Antônia de Queirós,residential,40,False,159.94299999999998,"LINESTRING (-46.6525908 -23.552054, -46.6526227 -23.5519795, -46.6526274 -23.5519693, -46.6526933 -23.5518241, -46.6529045 -23.5513593, -46.6529327 -23.5512974, -46.6531601 -23.5508453, -46.6532157 -23.5507349)",,,,,,,
140848388,140848390,0,936824210,False,4,Rua Augusta,secondary,50,True,326.398,"LINESTRING (-46.6525908 -23.552054, -46.6524734 -23.5520122, -46.6523162 -23.5519563, -46.6513791 -23.5516483, -46.6512423 -23.5516059, -46.6510371 -23.5515407, -46.6509403 -23.5515096, -46.6509318 -23.5515069, -46.6497009 -23.5511137, -46.6496753 -23.5511055, -46.649574 -23.5510705)",,,,,,,
140848390,140848388,0,936824210,False,4,Rua Augusta,secondary,50,False,326.398,"LINESTRING (-46.649574 -23.5510705, -46.6496753 -23.5511055, -46.6497009 -23.5511137, -46.6509318 -23.5515069, -46.6509403 -23.5515096, -46.6510371 -23.5515407, -46.6512423 -23.5516059, -46.6513791 -23.5516483, -46.6523162 -23.5519563, -46.6524734 -23.5520122, -46.6525908 -23.552054)",,,,,,,
140848390,4524492682,0,"[936824211, 936824212, 454680854]",False,"['3', '2']",Rua Augusta,secondary,50,True,166.29399999999998,"LINESTRING (-46.649574 -23.5510705, -46.6495035 -23.551046, -46.6493774 -23.5510106, -46.6491093 -23.5509242, -46.6488294 -23.5508393, -46.648333 -23.5506793, -46.6481999 -23.5506347, -46.6481169 -23.5506069, -46.6480327 -23.5505809)",,,,,,,
140848390,148623754,0,936827829,False,,Rua Marquês de Paranaguá,residential,50,False,96.72200000000001,"LINESTRING (-46.649574 -23.5510705, -46.6495414 -23.5511638, -46.6494409 -23.5514286, -46.649261 -23.5518916)",,,,,,,
140857600,2441819550,0,424389521,True,2,Rua Major Sertório,tertiary,40,False,191.778,"LINESTRING (-46.652184 -23.5453063, -46.6520311 -23.5452831, -46.6503062 -23.5453481)",,,,,,,
140857600,148564776,0,424394653,True,2,Rua Dona Veridiana,tertiary,,False,87.474,"LINESTRING (-46.652184 -23.5453063, -46.6521139 -23.5451519, -46.6519266 -23.5446765, -46.6519119 -23.5446393, -46.651888 -23.5445682)",,,,,,,
140857600,2098758068,0,935537752,True,2,Avenida Higienópolis,tertiary,,False,172.64800000000002,"LINESTRING (-46.652184 -23.5453063, -46.6523458 -23.545241, -46.6536233 -23.5447921, -46.6537622 -23.5447433)",,,,,,,
142799348,2308420508,0,426696421,True,3,Alameda Santos,tertiary,40,False,89.554,"LINESTRING (-46.6546855 -23.5646443, -46.6546138 -23.564704, -46.6540348 -23.5651855)",,,,,,,
142799348,184038861,0,426696439,True,3,Rua Pamplona,residential,,False,132.439,"LINESTRING (-46.6546855 -23.5646443, -46.6547617 -23.5647229, -46.6554636 -23.5654475, -46.6555483 -23.5655349)",,,,,,,
142799349,1953466370,0,426696411,True,3,Alameda Campinas,residential,40,False,132.35399999999998,"LINESTRING (-46.6532027 -23.5658775, -46.6530919 -23.5657641, -46.652423 -23.5650797, -46.6523365 -23.5649907)",,,,,,,
142799349,1990934599,0,426696421,True,3,Alameda Santos,tertiary,40,False,197.916,"LINESTRING (-46.6532027 -23.5658775, -46.6531197 -23.565945, -46.6527353 -23.5662577, -46.6526398 -23.5663367, -46.6518507 -23.5669894, -46.6517576 -23.5670664)",,,,,,,
142799353,2397319383,0,"[183853700, 980390751]",False,5,Avenida Brigadeiro Luís Antônio,secondary,50,False,97.79899999999999,"LINESTRING (-46.6498851 -23.5686456, -46.6498153 -23.5685702, -46.6496439 -23.5683852, -46.6496312 -23.5683714, -46.6494032 -23.5681253, -46.6492641 -23.5679751)",,,,,,,
142799353,856727250,0,425942439,True,3,Alameda Santos,tertiary,40,False,86.759,"LINESTRING (-46.6498851 -23.5686456, -46.6497244 -23.5687544, -46.6493008 -23.5690855, -46.6492357 -23.5691486)",,,,,,,
142799353,184038866,0,"[942733745, 183853709]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,50,True,132.837,"LINESTRING (-46.6498851 -23.5686456, -46.6499741 -23.5687461, -46.6501304 -23.5688926, -46.6507034 -23.5694297, -46.6507866 -23.5695077)",,,,,,,
142799357,303860292,0,426927728,True,2,Rua Doutor Rafael de Barros,residential,,False,198.239,"LINESTRING (-46.6454041 -23.5722175, -46.6455117 -23.57226, -46.6458008 -23.5723747, -46.6459174 -23.5724209, -46.6470458 -23.5728737, -46.6470866 -23.5728903, -46.6471867 -23.5729309)",,,,,,,
142808168,184038866,0,255818924,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,False,50.389,"LINESTRING (-46.6511336 -23.5698305, -46.6507866 -23.5695077)",,,,,,,
142808168,303857363,0,255818924,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,True,56.793,"LINESTRING (-46.6511336 -23.5698305, -46.6511766 -23.5698708, -46.651452 -23.5701271, -46.6515245 -23.5701945)",,,,,,,
142808169,457566782,0,71958447,True,3,Rua São Carlos do Pinhal,tertiary,50,False,119.70400000000001,"LINESTRING (-46.6483057 -23.5664589, -46.6484229 -23.566361, -46.6484537 -23.5663353, -46.6491739 -23.5657339)",,,,,,,
142808169,10886806485,0,183853693,False,5,Avenida Brigadeiro Luís Antônio,secondary,50,False,131.698,"LINESTRING (-46.6483057 -23.5664589, -46.6482292 -23.5663507, -46.6479318 -23.5659297, -46.6478357 -23.5657959, -46.6476659 -23.565559, -46.6476025 -23.5654653)",,,,,,,
142808169,1953466359,0,230628529,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,True,140.915,"LINESTRING (-46.6483057 -23.5664589, -46.6483523 -23.566529, -46.6483601 -23.5665408, -46.6485913 -23.5668888, -46.6488383 -23.5673579, -46.6488901 -23.5674523, -46.6489481 -23.567579)",,,,,,,
142808171,457593092,0,72614063,True,,Rua dos Ingleses,residential,40,False,124.02099999999999,"LINESTRING (-46.6460486 -23.5635959, -46.6462414 -23.5634811, -46.646309 -23.5634352, -46.6463681 -23.5633854, -46.6464656 -23.5632942, -46.6465563 -23.5631577, -46.6466172 -23.5630417, -46.6466602 -23.5629247, -46.646709 -23.5627152)",,,,,,,
142808171,863898797,0,217333504,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,False,37.67,"LINESTRING (-46.6460486 -23.5635959, -46.6459343 -23.5634628, -46.64582 -23.5633297)",,,,,,,
142808171,457593059,0,"[944321956, 439765511]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,50,True,215.67899999999997,"LINESTRING (-46.6460486 -23.5635959, -46.6461484 -23.5637181, -46.6463673 -23.5639861, -46.6465411 -23.5641989, -46.6469138 -23.5646402, -46.64734 -23.5651323)",,,,,,,
142808173,172016421,0,231341699,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,True,45.038,"LINESTRING (-46.642687 -23.5596444, -46.6429597 -23.5599631)",,,,,,,
142808173,4231075077,0,776772036,False,4,Avenida Brigadeiro Luís Antônio,secondary,50,False,23.135,"LINESTRING (-46.642687 -23.5596444, -46.6425469 -23.5594807)",,,,,,,
142808175,60641200,0,"[425926841, 425926843, 197054869]",True,,Rua Humaitá,residential,40,False,92.172,"LINESTRING (-46.6415273 -23.5582907, -46.6414089 -23.5583748, -46.6408984 -23.5587678, -46.6408305 -23.5588189)",,,,,,,
142808175,4561913702,0,"[425926837, 197054862]",False,4,Avenida Brigadeiro Luís Antônio,secondary,50,False,159.76,"LINESTRING (-46.6415273 -23.5582907, -46.6414639 -23.558217, -46.6408867 -23.5575333, -46.6406195 -23.5572167, -46.6405937 -23.5571861, -46.6405674 -23.5571549)",,,,,,,
142808175,4231075077,0,"[425930849, 425926838]",False,3,Avenida Brigadeiro Luís Antônio,secondary,50,True,168.255,"LINESTRING (-46.6415273 -23.5582907, -46.6415698 -23.5583401, -46.6420994 -23.5589583, -46.6422673 -23.5591543, -46.6425469 -23.5594807)",,,,,,,
142808179,4511071307,0,38508500,True,,Rua Aguiar de Barros,residential,40,False,99.155,"LINESTRING (-46.6387315 -23.5542615, -46.6387889 -23.5542344, -46.6394858 -23.5539073, -46.6395977 -23.5538557)",,,,,,,
142808179,2453626790,0,217333505,False,5,Avenida Brigadeiro Luís Antônio,secondary,50,False,180.81,"LINESTRING (-46.6387315 -23.5542615, -46.6387057 -23.5542158, -46.6383773 -23.5536311, -46.638284 -23.5534651, -46.6379193 -23.5528159)",,,,,,,
142808179,176013188,0,"[933595464, 251628555]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,50,True,167.327,"LINESTRING (-46.6387315 -23.5542615, -46.638784 -23.5543553, -46.6391279 -23.5549821, -46.6392507 -23.5552024, -46.639426 -23.5555152, -46.6394752 -23.555603)",,,,,,,
148492009,457545317,0,38627952,True,2,Rua Joaquim Gustavo,tertiary,,False,63.11,"LINESTRING (-46.6424253 -23.5420403, -46.6424733 -23.5419948, -46.642891 -23.5416667)",,,,,,,
148492009,1539025070,0,237861715,True,3,Praça da República,secondary,,False,82.62,"LINESTRING (-46.6424253 -23.5420403, -46.6424885 -23.5421028, -46.6429048 -23.5425039, -46.6429884 -23.5425744)",,,,,,,
148497417,457051443,0,231112921,True,3,Avenida São João,primary,50,False,114.546,"LINESTRING (-46.6514839 -23.535967, -46.6516058 -23.5358983, -46.6524411 -23.5354275)",,,,,,,
148497417,1955005725,0,"[1031635505, 231112919]",True,,Alameda Nothmann,residential,,False,20.616,"LINESTRING (-46.6514839 -23.535967, -46.6515668 -23.5360198, -46.6516499 -23.5360729)",,,,,,,
148497419,339681871,0,426255640,False,1,Rua Pirineus,residential,,True,122.696,"LINESTRING (-46.6531074 -23.5350504, -46.653065 -23.5349882, -46.6530533 -23.5349477, -46.6528118 -23.5341123, -46.6528001 -23.5340718, -46.6527772 -23.5339925)",,,,,,,
