u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,name,ref,bridge,tunnel,width,access,junction,est_width
587993,459347433,0,"[780219126, 38738766]",True,"['3', '2']",trunk_link,40,False,152.679,"LINESTRING (-46.6382561 -23.55821, -46.6381514 -23.5581341, -46.6380828 -23.5580823, -46.6380256 -23.5580119, -46.6379741 -23.5579463, -46.6379195 -23.5578317, -46.6378761 -23.5577234, -46.6375881 -23.5570105)",0.007280308287032554,,,,,,,,
587993,176011687,0,"[252274186, 524259148, 524259149]",True,5,trunk,60,False,298.798,"LINESTRING (-46.6382561 -23.55821, -46.6379244 -23.5573847, -46.6375529 -23.5564604, -46.6373262 -23.5558954, -46.6372986 -23.5558267, -46.6372329 -23.5556922)",0.030432765648779003,Avenida Vinte e Três de Maio,,,,,,,
597269,8743354162,0,858472816,True,3,secondary,50,False,8.333,"LINESTRING (-46.608044 -23.5689779, -46.6080255 -23.5689049)",0.0006296589182261467,Avenida Teresa Cristina,SP-160,,,,,,
597269,26359231,0,945566055,True,3,trunk,50,False,34.336,"LINESTRING (-46.608044 -23.5689779, -46.6079448 -23.5690295, -46.607751 -23.5691303)",0.0003144162970932399,Avenida do Estado,BR-050,,,,,,
597270,1417111800,0,128190711,True,2,secondary,50,False,45.075,"LINESTRING (-46.6078851 -23.5685427, -46.6078394 -23.568394, -46.6078086 -23.5683319, -46.6077617 -23.5682889, -46.6076456 -23.5682295)",0.00046852573049110913,Rua Presidente Batista Pereira,,,,,,,
597270,1417145837,0,1031681178,True,3,trunk,50,False,152.89100000000002,"LINESTRING (-46.6078851 -23.5685427, -46.6082324 -23.5683442, -46.608445 -23.5682059, -46.6085597 -23.5681228, -46.6086622 -23.5680326, -46.6087729 -23.5679054, -46.6088909 -23.567756, -46.6089808 -23.5676313)",0.0030020180210255398,Avenida do Estado,BR-050,,,,,,
597282,130009702,0,"[944406432, 8213521, 858017730]",True,"['1', '2']",trunk_link,40,False,511.15900000000005,"LINESTRING (-46.6261325 -23.5510876, -46.626125 -23.5509374, -46.6261146 -23.5508726, -46.6260986 -23.5508246, -46.6260785 -23.550789, -46.6260342 -23.5507404, -46.6259842 -23.5507037, -46.6259211 -23.5506716, -46.6258644 -23.5506566, -46.6257943 -23.5506525, -46.6257115 -23.5506665, -46.6256482 -23.5506896, -46.625601 -23.5507189, -46.6255601 -23.5507507, -46.6255227 -23.5507917, -46.625503 -23.5508329, -46.6254773 -23.5509171, -46.6254744 -23.5509897, -46.6254986 -23.5510949, -46.6255686 -23.5512482, -46.6258813 -23.5518567, -46.6261851 -23.5524689, -46.6263135 -23.5527344, -46.6265251 -23.5531863, -46.6269036 -23.5539279, -46.6269465 -23.5540321, -46.6269934 -23.5541793)",0.0818381794678881,Viaduto do Rio Tamanduateí,,yes,,,,,
597282,25872025,0,"[944404757, 974489742]",True,2,trunk,50,False,121.232,"LINESTRING (-46.6261325 -23.5510876, -46.6263325 -23.5506556, -46.6264025 -23.5505044, -46.6264968 -23.5503526, -46.6266488 -23.5501074)",0.014398501990176076,Avenida do Estado,,,,,,,
597283,445043546,0,37916481,True,,residential,20,False,78.114,"LINESTRING (-46.6252641 -23.5533268, -46.625198 -23.5531056, -46.6250992 -23.5526412)",0.0001135139696046802,Rua da Figueira,,,,,,,
597283,25871833,0,1080789231,True,3,primary,50,False,123.645,"LINESTRING (-46.6252641 -23.5533268, -46.6253476 -23.5531568, -46.6254012 -23.553051, -46.6254468 -23.5529601, -46.6254938 -23.5528494, -46.625526 -23.5527609, -46.6255604 -23.5526485, -46.6255814 -23.5525341, -46.6256216 -23.5522727)",0.03371037622894765,Avenida do Estado,,,,,,,
597426,2934921749,0,"[944018225, 1133010477]",True,4,primary,50,False,108.74000000000001,"LINESTRING (-46.6253024 -23.5252524, -46.6252799 -23.5246174, -46.6252735 -23.5243403, -46.6252716 -23.5242749)",0.0021880027665328846,Avenida Cruzeiro do Sul,,,,,,,
597434,25778137,0,945246227,True,3,trunk,60,False,37.104,"LINESTRING (-46.6129726 -23.5230076, -46.6126896 -23.5232174)",0.003256866986592095,Avenida Presidente Castelo Branco,,,,,,,
597434,2350164848,0,226165403,True,2,trunk_link,60,False,179.85499999999996,"LINESTRING (-46.6129726 -23.5230076, -46.612808 -23.523068, -46.6125541 -23.5231922, -46.6123322 -23.5233053, -46.6120479 -23.5234332, -46.6115701 -23.5236038, -46.6113545 -23.5236097)",0.0006290391751963965,,,,,,,,
597437,452092033,0,"[605958857, 38306052]",True,2,tertiary,"['50', '40']",False,91.459,"LINESTRING (-46.6086344 -23.5241424, -46.6085934 -23.5242265, -46.6084329 -23.5245489, -46.6082876 -23.5249005)",0.0012675122165123232,Rua Joaquim Carlos,,,,,,,
20944547,457051435,0,15807950,True,3,primary,50,False,115.88600000000001,"LINESTRING (-46.6587483 -23.5321244, -46.6587237 -23.5321312, -46.6586647 -23.5321514, -46.658622 -23.532172, -46.6585568 -23.5322036, -46.6582076 -23.5324, -46.6578428 -23.5326087, -46.6577695 -23.5326506)",0.0036493122321240375,Avenida General Olímpio da Silveira,,,,,,,
20944547,457051355,0,426403447,True,2,residential,,False,162.13,"LINESTRING (-46.6587483 -23.5321244, -46.6587522 -23.5321377, -46.6587801 -23.5322002, -46.6588178 -23.532274, -46.6594021 -23.5334533)",0.0006519701866733175,Rua Conselheiro Brotero,,,,,,,
20944548,457051432,0,426403442,False,,residential,,False,97.42,"LINESTRING (-46.6601022 -23.534842, -46.6600105 -23.534884, -46.6593688 -23.5351774, -46.6592466 -23.5352322)",0.0009737853755970084,Alameda Barros,,,,,,,
20944550,1997444090,0,27238811,True,,residential,,False,120.212,"LINESTRING (-46.6535506 -23.5372021, -46.6535859 -23.5372981, -46.6536037 -23.5373522, -46.6538773 -23.5381846, -46.6538943 -23.5382362)",0.0012982830867424642,Rua Barão de Tatuí,,,,,,,
20944550,457551668,0,230629156,True,2,tertiary,,False,242.181,"LINESTRING (-46.6535506 -23.5372021, -46.6534786 -23.5372477, -46.6534645 -23.5372587, -46.6526398 -23.5379005, -46.6518463 -23.538521, -46.651736 -23.5386072)",0.001508452104211717,Alameda Barros,,,,,,,
20944551,20944552,0,8307075,False,,residential,,False,164.142,"LINESTRING (-46.6513228 -23.538894, -46.6513463 -23.5389693, -46.6517558 -23.5402497, -46.6517752 -23.5403107)",0.00012807793080380853,Rua Fortunato,,,,,,,
20944551,158844513,0,914039011,True,2,tertiary,,False,135.69,"LINESTRING (-46.6513228 -23.538894, -46.6502894 -23.539597, -46.6502532 -23.5396203)",0.000678082357237727,Rua Frederico Abranches,,,,,,,
20944552,20944551,0,8307075,False,,residential,,True,164.142,"LINESTRING (-46.6517752 -23.5403107, -46.6517558 -23.5402497, -46.6513463 -23.5389693, -46.6513228 -23.538894)",0.0002913750955761424,Rua Fortunato,,,,,,,
20944552,20944553,0,27238807,True,,residential,,False,93.569,"LINESTRING (-46.6517752 -23.5403107, -46.6518333 -23.5402937, -46.6525596 -23.5400916, -46.6526531 -23.5400651)",0.001256315651971668,Rua Canuto do Val,,,,,,,
20944553,444959880,0,27238807,True,,residential,,False,42.455,"LINESTRING (-46.6526531 -23.5400651, -46.65275 -23.5400384, -46.6528885 -23.5399992, -46.6529757 -23.5399772, -46.6530533 -23.5399598)",0.0009228797287077307,Rua Canuto do Val,,,,,,,
20944553,20944554,0,904937317,True,,residential,,False,180.238,"LINESTRING (-46.6526531 -23.5400651, -46.6531621 -23.5415632, -46.6531738 -23.5416139)",0.00033395237578873205,Rua Aureliano Coutinho,,,,,,,
20944554,158844839,0,8307077,True,2,tertiary,,False,121.303,"LINESTRING (-46.6531738 -23.5416139, -46.6531782 -23.541669, -46.6531805 -23.5417123, -46.6531829 -23.5426144, -46.6531842 -23.5427046)",0.00032237068199050226,Rua Aureliano Coutinho,,,,,,,
20944554,158843385,0,230629152,True,2,tertiary,,False,97.54899999999999,"LINESTRING (-46.6531738 -23.5416139, -46.6530739 -23.5416161, -46.6522173 -23.5416398)",0.0007145105514824987,Rua Jaguaribe,,,,,,,
20944556,1944434945,0,"[935544123, 8307079]",True,"['3', '2']",tertiary,,False,132.553,"LINESTRING (-46.6552234 -23.5477074, -46.655267 -23.5477928, -46.6556554 -23.5485523, -46.6557398 -23.5487086, -46.6557807 -23.5487844)",0.0019154148401232698,Rua Sabará,,,,,,,
20944556,444959901,0,37909804,True,,residential,,False,159.088,"LINESTRING (-46.6552234 -23.5477074, -46.6553401 -23.547658, -46.6565328 -23.5471553, -46.6566413 -23.5471096)",0.0033977120980624095,Rua Alagoas,,,,,,,
25778137,452091654,0,945246226,True,4,trunk,60,False,22.602,"LINESTRING (-46.6126896 -23.5232174, -46.6125071 -23.5233328)",0.0022522846285746244,Avenida Presidente Castelo Branco,,,,,,,
25778137,2350164866,0,38306045,True,2,tertiary,50,False,21.163,"LINESTRING (-46.6126896 -23.5232174, -46.6127008 -23.5233061, -46.6127253 -23.5234046)",0.0010050988105422616,Rua Guarantã,,,,,,,
25778140,25778144,0,945246224,True,4,trunk,60,False,144.24200000000002,"LINESTRING (-46.6115037 -23.52377, -46.6108896 -23.5239277, -46.6101309 -23.5240816)",0.0007016953559159301,Avenida Presidente Castelo Branco,,,,,,,
25778144,461887520,0,"[582975777, 15808319]",True,2,secondary,40,False,161.763,"LINESTRING (-46.6101309 -23.5240816, -46.6100527 -23.5241281, -46.6099322 -23.5241795, -46.6099085 -23.5241984, -46.6098839 -23.5242226, -46.6098657 -23.5242417, -46.6098475 -23.5242635, -46.6098329 -23.5242858, -46.6098197 -23.5243095, -46.6098084 -23.5243317, -46.6097986 -23.5243564, -46.6097902 -23.5243805, -46.6097832 -23.5244033, -46.6097505 -23.5245454, -46.6097448 -23.5245755, -46.6097405 -23.5246082, -46.6097397 -23.5246396, -46.6097421 -23.5247096, -46.6097489 -23.5247417, -46.6097621 -23.5247773, -46.6097797 -23.5248049, -46.6098009 -23.5248288, -46.6098279 -23.5248605, -46.6098668 -23.5249023, -46.610036 -23.5250506, -46.6102187 -23.5252043)",0.0006795567576865219,Avenida Carlos de Campos,,,,,,,
25778144,25778147,0,945246223,True,3,trunk,60,False,119.96,"LINESTRING (-46.6101309 -23.5240816, -46.610003 -23.5240992, -46.6094365 -23.5241522, -46.6089591 -23.5241708)",2.2655050754199718e-05,Avenida Presidente Castelo Branco,,,,,,,
25778147,597437,0,945246222,True,4,trunk,60,False,33.255,"LINESTRING (-46.6089591 -23.5241708, -46.6086344 -23.5241424)",0.0012669957639875314,Avenida Presidente Castelo Branco,,,,,,,
25870718,466929713,0,227324138,True,3,trunk,50,False,345.547,"LINESTRING (-46.6111634 -23.5646175, -46.610812 -23.565249, -46.6105565 -23.5656847, -46.6103569 -23.5660711, -46.6102467 -23.5662846, -46.6099732 -23.5667603, -46.6096352 -23.5673909)",0.0036994355105043684,Avenida do Estado,BR-050,,,,,,
25870718,3712576655,0,416452347,True,4,residential,,False,28.967999999999996,"LINESTRING (-46.6111634 -23.5646175, -46.6112439 -23.5646478, -46.6114307 -23.5647057)",0.0009153552904157149,Rua Ibiruba,,,,,,,
25870742,1417145836,0,944399652,True,3,primary,50,False,93.706,"LINESTRING (-46.6112995 -23.5634708, -46.6117112 -23.5627173)",0.01216721326345004,Avenida do Estado,,,,,,,
25870742,445062313,0,37918181,True,2,secondary,,False,45.376999999999995,"LINESTRING (-46.6112995 -23.5634708, -46.6112045 -23.5634138, -46.6110011 -23.5633123, -46.6109307 -23.5632471)",0.004991399540697619,Praça Alberto Lion,,,,,,,
25870836,25871670,0,"[945278714, 183489035, 945273863]",True,"['3', '2']",trunk,50,False,2025.182,"LINESTRING (-46.6113811 -23.5635176, -46.6119298 -23.562539, -46.6121967 -23.5620376, -46.6124757 -23.5615199, -46.6127881 -23.5609618, -46.6129826 -23.5606324, -46.613169 -23.5603656, -46.6134407 -23.5600187, -46.6136344 -23.5597965, -46.6138159 -23.5596072, -46.6140367 -23.5593932, -46.614258 -23.559199, -46.6145383 -23.55899, -46.6147636 -23.558829, -46.6149822 -23.5586999, -46.6151619 -23.5585991, -46.615296 -23.5585253, -46.6155052 -23.5584208, -46.6157198 -23.5583348, -46.6159987 -23.5582242, -46.6162536 -23.5581356, -46.6167846 -23.5579783, -46.6176215 -23.5577078, -46.6193368 -23.5571546, -46.6206564 -23.5567428, -46.6212724 -23.5565509, -46.6217515 -23.5563849, -46.622204 -23.5562019, -46.6225727 -23.5560213, -46.6229598 -23.5558091, -46.6232804 -23.5556087, -46.6236042 -23.5553763, -46.6239339 -23.5551084, -46.6243109 -23.5547722, -46.6247401 -23.5543148, -46.6251183 -23.553828, -46.6253315 -23.553533, -46.6254173 -23.5534076, -46.6254844 -23.5532981, -46.6255595 -23.5531494, -46.6256104 -23.5530412, -46.6256549 -23.5529021, -46.625684 -23.5527525, -46.6257511 -23.5523785)",0.10402698206218071,Avenida do Estado,BR-050,,,,,,
25870836,25870742,0,"[945571466, 858483060]",True,4,trunk_link,50,False,9.811,"LINESTRING (-46.6113811 -23.5635176, -46.6113367 -23.5634923, -46.6112995 -23.5634708)",0.016815423215389882,Praça Alberto Lion,,,,,,,
25870857,337788952,0,37916661,True,,residential,40,False,68.163,"LINESTRING (-46.6139407 -23.5593666, -46.6138392 -23.5587607)",0.003030773876854483,Rua Conselheiro João Alfredo,,,,,,,
25870857,4617469258,0,183489045,True,3,primary,50,False,111.118,"LINESTRING (-46.6139407 -23.5593666, -46.6142646 -23.5590935, -46.6146131 -23.5588339, -46.6147795 -23.5587305)",0.011249024278258921,Avenida do Estado,,,,,,,
25871539,445043156,0,34436963,True,2,residential,,False,80.72200000000001,"LINESTRING (-46.6222841 -23.5560493, -46.6223375 -23.5555713, -46.6223676 -23.5553274)",0.0014641210067064946,Rua Luís Gama,,,,,,,
25871539,396034445,0,1080789231,True,3,primary,50,False,229.75300000000001,"LINESTRING (-46.6222841 -23.5560493, -46.622537 -23.5559345, -46.6225934 -23.5559023, -46.6227531 -23.5558111, -46.6230883 -23.5556203, -46.6235255 -23.5553175, -46.6236597 -23.5552091, -46.62387 -23.5550407, -46.6240972 -23.5548386)",0.027171160024483935,Avenida do Estado,,,,,,,
25871670,25871831,0,15260247,True,2,trunk,,False,52.218999999999994,"LINESTRING (-46.6257511 -23.5523785, -46.6257499 -23.5521893, -46.6257509 -23.552054, -46.6257432 -23.5519744, -46.6257308 -23.5519102)",0.07205295332315166,Rua da Figueira,,,,,,,
25871670,25872025,0,"[923545472, 945278713]",True,2,trunk,50,False,268.772,"LINESTRING (-46.6257511 -23.5523785, -46.6257861 -23.5522728, -46.6258673 -23.5520574, -46.6263177 -23.5509519, -46.6265023 -23.5505521, -46.6266488 -23.5501074)",0.03197454519155413,Avenida do Estado,BR-050,,,,,,
25871831,597282,0,"[1189377203, 183489030]",True,3,trunk,50,False,100.219,"LINESTRING (-46.6257308 -23.5519102, -46.6258392 -23.5516803, -46.6261325 -23.5510876)",0.0962361650055394,Avenida do Estado,,,,,,,
25871831,151239264,0,944826127,True,1,primary,,False,51.848,"LINESTRING (-46.6257308 -23.5519102, -46.6256938 -23.5518235, -46.6255187 -23.5514866)",0.006450473452538109,Rua da Figueira,,,,,,,
25871833,151239264,0,15260284,True,1,primary,,False,88.25999999999999,"LINESTRING (-46.6256216 -23.5522727, -46.6256086 -23.5519887, -46.6255952 -23.5518488, -46.625577 -23.5517392, -46.6255187 -23.5514866)",0.0030777239990714984,Rua da Figueira,,,,,,,
25871833,25871831,0,183489030,True,3,trunk,50,False,41.821,"LINESTRING (-46.6256216 -23.5522727, -46.6256778 -23.5520764, -46.6257308 -23.5519102)",0.0306331686824009,Avenida do Estado,,,,,,,
25872025,6595269581,0,"[945278712, 974488538, 186371501]",True,"['4', '3']",trunk,50,False,866.2439999999999,"LINESTRING (-46.6266488 -23.5501074, -46.6268808 -23.5496575, -46.6268953 -23.5496294, -46.6271058 -23.5492196, -46.6274451 -23.5487288, -46.6277288 -23.5482796, -46.6280386 -23.5477637, -46.6282138 -23.5473878, -46.6284581 -23.5467998, -46.6286116 -23.5462412, -46.6287575 -23.5455225, -46.6288187 -23.5451344, -46.6288696 -23.5442792, -46.6288315 -23.5437331, -46.6286944 -23.5430398, -46.62867 -23.5429187, -46.6286381 -23.5427706)",0.04637356363425497,Avenida do Estado,BR-050,,,,,,
25872075,1420146737,0,8375715,True,4,primary,50,False,181.78199999999998,"LINESTRING (-46.6286296 -23.5481997, -46.6284281 -23.5484814, -46.6283289 -23.5486362, -46.6282819 -23.5487543, -46.6282484 -23.5488821, -46.6282296 -23.5490273, -46.6282263 -23.5491593, -46.6282383 -23.5497422)",0.028401297633954905,Avenida do Estado,,,,,,,
25872075,4902214144,0,"[1031685924, 945561098, 945561099, 945561100, 945561101, 333520062]",True,"['3', '1', '2']",trunk,50,False,649.536,"LINESTRING (-46.6286296 -23.5481997, -46.6284429 -23.5483818, -46.6283208 -23.548517, -46.6282149 -23.5486559, -46.6279931 -23.5489777, -46.6275628 -23.5496502, -46.6273673 -23.5499944, -46.6272893 -23.5501333, -46.6270733 -23.5505515, -46.6269196 -23.550886, -46.6266321 -23.5515787, -46.6264567 -23.5520841, -46.6263682 -23.5523466, -46.6262837 -23.5525544, -46.6262133 -23.5526816, -46.6259873 -23.5530006, -46.6257161 -23.5533456)",0.07435920878453046,Avenida do Estado,BR-050,,,,,,
25872212,25872075,0,"[909387488, 909387494]",True,"['4', '5']",trunk,50,False,278.49199999999996,"LINESTRING (-46.6301486 -23.5461204, -46.6296407 -23.5468368, -46.6291596 -23.547551, -46.6288493 -23.5479469, -46.6286296 -23.5481997)",0.10275998996596086,Avenida do Estado,BR-050,,,,,,
25872232,25872212,0,909387495,True,3,trunk,50,False,196.38,"LINESTRING (-46.6297656 -23.5444987, -46.6301094 -23.544975, -46.630165 -23.5450763, -46.6302077 -23.5451656, -46.630243 -23.5452747, -46.6302958 -23.5455661, -46.6302695 -23.5457912, -46.6302515 -23.5458776, -46.6301955 -23.5460135, -46.6301486 -23.5461204)",0.06801893402648777,Avenida do Estado,BR-050,,,,,,
25872236,25872212,0,"[909387489, 8375719]",True,"['1', '2']",trunk_link,50,False,148.005,"LINESTRING (-46.6305184 -23.5448763, -46.6305538 -23.5449621, -46.6305665 -23.5450703, -46.6305403 -23.5452534, -46.6305177 -23.5453328, -46.6304226 -23.5456301, -46.6303358 -23.5458399, -46.6302636 -23.5459689, -46.6301486 -23.5461204)",0.03474053948694849,,,,,,,,
25872236,8747316252,0,8579876,True,3,primary_link,50,False,43.653000000000006,"LINESTRING (-46.6305184 -23.5448763, -46.63073 -23.5449554, -46.6308443 -23.5450004, -46.6309072 -23.5450384)",0.0031513411490526715,,,,,,,,
25872254,2389060601,0,909387495,True,3,trunk,50,False,35.27,"LINESTRING (-46.6291191 -23.5428224, -46.6292503 -23.5431159)",0.06389646855551696,Avenida do Estado,BR-050,,,,,,
25872264,1420146734,0,8375726,True,2,tertiary,50,False,129.04899999999998,"LINESTRING (-46.6297566 -23.5436253, -46.6300059 -23.5439008, -46.6304801 -23.5444058, -46.6305789 -23.5445076)",0.004268704273117374,Parque Dom Pedro II,,,,,,,
25872264,2389060616,0,72470714,True,1,trunk_link,,False,31.261000000000003,"LINESTRING (-46.6297566 -23.5436253, -46.629731 -23.5436915, -46.6297095 -23.5437591, -46.6296914 -23.5438986)",0.0007841411737085435,,,,,,,,
25872274,445042754,0,231245220,True,3,trunk,50,False,29.516,"LINESTRING (-46.6271577 -23.5394006, -46.6270468 -23.5391554)",0.041219041472860506,Avenida do Estado,BR-050,,,,,,
25872274,661212055,0,231245218,True,2,secondary,,False,48.04600000000001,"LINESTRING (-46.6271577 -23.5394006, -46.6270913 -23.5394884, -46.6270613 -23.539545, -46.6270233 -23.5396372, -46.6270057 -23.5397375, -46.6269719 -23.5397914)",0.011718137412430997,Largo do Pari,,,,,,,
25872723,6222710507,0,8580974,True,1,trunk_link,40,False,105.916,"LINESTRING (-46.6254827 -23.5332714, -46.6255002 -23.5334346, -46.625511 -23.5335237, -46.6255412 -23.5336245, -46.6256102 -23.5337542, -46.62568 -23.5338194, -46.6257463 -23.5338581, -46.6258865 -23.5339165, -46.6259466 -23.5339321, -46.6259938 -23.5339406, -46.6260415 -23.533946)",0.00044662920282973145,,,,,,,,
25872723,6213473289,0,933998791,True,3,trunk,50,False,84.074,"LINESTRING (-46.6254827 -23.5332714, -46.6254616 -23.5333396, -46.6254348 -23.5334711, -46.6254213 -23.5336476, -46.6254227 -23.5339531, -46.6254267 -23.534022)",0.01569408890430349,Avenida do Estado,BR-050,,,,,,
25872726,25872723,0,933998790,True,4,trunk,50,False,24.86,"LINESTRING (-46.6255492 -23.5330563, -46.6254936 -23.5332367, -46.6254827 -23.5332714)",0.016140201654608437,Avenida do Estado,BR-050,,,,,,
25872749,246650435,0,91924978,True,3,tertiary,,False,59.73500000000001,"LINESTRING (-46.6259967 -23.5320811, -46.6260236 -23.5321446, -46.6261734 -23.5324981, -46.6262093 -23.5325817)",0.017280570349925913,Rua da Cantareira,,,,,,,
25872749,25872726,0,279006651,True,3,trunk,50,False,117.71499999999999,"LINESTRING (-46.6259967 -23.5320811, -46.6259629 -23.5321506, -46.6256538 -23.532786, -46.6255492 -23.5330563)",0.011524301004784774,Avenida do Estado,BR-050,,,,,,
25872763,25872749,0,"[237048504, 8580993, 675926657, 933998793]",True,4,primary,,False,54.599999999999994,"LINESTRING (-46.6257805 -23.5316319, -46.6258261 -23.5317298, -46.6259519 -23.5319933, -46.6259607 -23.5320115, -46.6259967 -23.5320811)",0.02237926049966803,Avenida Cruzeiro do Sul,,yes,,,,,
25872763,3824584734,0,379089474,True,3,trunk,50,False,26.243000000000002,"LINESTRING (-46.6257805 -23.5316319, -46.6258388 -23.5315319, -46.625899 -23.5314224)",0.005007577596658365,Avenida do Estado,BR-050,,,,,,
25872766,1955027468,0,8579021,True,4,primary,50,False,86.355,"LINESTRING (-46.6252162 -23.5326836, -46.6252736 -23.5324628, -46.6252993 -23.5323639, -46.6254351 -23.5319336)",0.004895767309007777,Avenida Cruzeiro do Sul,,,,,,,
25872766,25872763,0,"[675926656, 945239373, 237048447]",True,"['3', '2']",trunk,50,False,130.331,"LINESTRING (-46.6252162 -23.5326836, -46.6254495 -23.5322409, -46.6256697 -23.5318345, -46.6257805 -23.5316319)",0.008055566759663298,Avenida do Estado,BR-050,,,,,,
25875892,3174980838,0,4331479,True,2,trunk_link,,False,14.021,"LINESTRING (-46.6312713 -23.5287456, -46.6313001 -23.5286223)",0.0005368719997352058,,,,,,,,
25875892,4230265786,0,423420318,True,2,secondary,50,False,18.106,"LINESTRING (-46.6312713 -23.5287456, -46.6312169 -23.5285906)",0.00038822499639711385,Avenida Tiradentes,,,,,,,
25875912,452091602,0,38305958,True,2,residential,40,False,206.90300000000002,"LINESTRING (-46.6297992 -23.52485, -46.6297849 -23.5247603, -46.6295302 -23.5230849, -46.6295182 -23.5230072)",0.0021115974721813567,Avenida Tiradentes,,,,,,,
25875912,4063613484,0,"[437879962, 279006654]",True,3,trunk,50,False,93.66499999999999,"LINESTRING (-46.6297992 -23.52485, -46.6302824 -23.5245538, -46.6303896 -23.5244881, -46.6304624 -23.5244435, -46.6304888 -23.5244267, -46.6305615 -23.5243799)",0.011084371916608696,Avenida do Estado,BR-050,,,,,,
25908565,25908745,0,4331531,True,3,secondary,50,False,44.794999999999995,"LINESTRING (-46.6307945 -23.523301, -46.6308448 -23.5233847, -46.6308743 -23.5234363, -46.6308984 -23.5235009, -46.6309202 -23.5235771, -46.6309494 -23.5236755)",5.680977772709657e-07,Avenida Santos Dumont,,,,,,,
25908565,1203308493,0,"[934422837, 415092143]",True,"['3', '4']",trunk,50,False,96.248,"LINESTRING (-46.6307945 -23.523301, -46.6308272 -23.5235283, -46.6308958 -23.5240412, -46.6309019 -23.5240778, -46.6309112 -23.5241599)",0.00031457123285067747,Avenida Santos Dumont,,,,,,,
25908745,4063613483,0,4331531,True,3,secondary,50,False,44.182,"LINESTRING (-46.6309494 -23.5236755, -46.6310218 -23.523961, -46.6310317 -23.524001, -46.6310476 -23.5240625)",0.00031508768537546924,Avenida Santos Dumont,,,,,,,
25908745,4063613482,0,104288843,True,1,trunk_link,,False,45.48500000000001,"LINESTRING (-46.6309494 -23.5236755, -46.6309943 -23.5237535, -46.6310392 -23.5238212, -46.6310761 -23.5238667, -46.6311227 -23.5238974, -46.6311606 -23.5239131, -46.6312042 -23.5239232, -46.6312619 -23.5239251)",4.131620198334296e-07,,,,,,,,
25927014,461875493,0,"[8140930, 312292779]",True,3,secondary,50,False,66.789,"LINESTRING (-46.6312275 -23.5254031, -46.6312749 -23.5257684, -46.6312968 -23.5258937, -46.6313195 -23.5259975)",0.001162632200354719,Avenida Santos Dumont,,,,,,,
25927014,9167694196,0,804468955,False,,residential,30,True,134.989,"LINESTRING (-46.6312275 -23.5254031, -46.6322984 -23.5250789, -46.6323133 -23.5250714, -46.632326 -23.5250613, -46.632391 -23.5249987, -46.6324248 -23.5249444)",0.0003144162970932399,Rua Francisco Borges,,,,,,,
25927015,2391261453,0,929005448,True,6,trunk,50,False,18.328,"LINESTRING (-46.6313508 -23.5266085, -46.6313775 -23.5267715)",0.01580421879636359,Avenida Santos Dumont,,,,,,,
25927018,4130767750,0,8140928,True,3,trunk,50,False,71.694,"LINESTRING (-46.6310338 -23.5264105, -46.6310195 -23.5263348, -46.6309492 -23.525937, -46.6309263 -23.5257734)",0.0030938605365142995,Avenida Santos Dumont,,,,,,,
25927018,4063613486,0,"[4331532, 1031194125]",True,3,secondary,50,False,179.38500000000002,"LINESTRING (-46.6310338 -23.5264105, -46.63096 -23.5263531, -46.6309165 -23.5263161, -46.6308886 -23.5262819, -46.6308689 -23.5262294, -46.630847 -23.5261239, -46.6308138 -23.5259538, -46.6307754 -23.5257174, -46.6307004 -23.5252023, -46.6306712 -23.5250196, -46.6306486 -23.5248727)",0.03630797878557805,Avenida Santos Dumont,,,,,,,
25927315,2587277917,0,38881350,True,2,tertiary,40,False,47.82,"LINESTRING (-46.6314845 -23.5275121, -46.6316177 -23.5274747, -46.631933 -23.5273862)",0.0006354431865038147,Rua Salvador Leme,,,,,,,
25927315,6188377714,0,415092142,True,6,trunk,50,False,69.872,"LINESTRING (-46.6314845 -23.5275121, -46.6315236 -23.5279297, -46.6315383 -23.5281385)",0.010336539478787635,Avenida Santos Dumont,,,,,,,
25927318,25927018,0,415092140,True,6,trunk,,False,171.181,"LINESTRING (-46.6312772 -23.5279337, -46.6310673 -23.5266288, -46.6310338 -23.5264105)",0.03940132286956756,Avenida Santos Dumont,,,,,,,
25928248,246650444,0,230636459,True,4,secondary,50,False,157.60399999999998,"LINESTRING (-46.6317405 -23.530254, -46.631638 -23.5299149, -46.6314131 -23.529168, -46.6314003 -23.5291267, -46.6313338 -23.5289321, -46.6313203 -23.5288901)",0.003019522434537978,Avenida Tiradentes,,,,,,,
25928388,60734206,0,"[934316905, 4331475]",True,4,secondary,,False,229.372,"LINESTRING (-46.6330324 -23.534495, -46.6327193 -23.5334094, -46.6325679 -23.5328844, -46.6325347 -23.5327822, -46.6324442 -23.5325041)",0.0022389984886327097,Avenida Tiradentes,,,,,,,
25928388,457055005,0,"[656931849, 38584787]",True,2,secondary,50,False,125.36000000000001,"LINESTRING (-46.6330324 -23.534495, -46.6329084 -23.534515, -46.6318189 -23.5346772)",0.0008051902285162407,Rua São Caetano,,,,,,,
25928438,2021790380,0,"[191591089, 866553011, 191591092]",True,3,secondary,50,False,60.004,"LINESTRING (-46.6337902 -23.5352466, -46.6338039 -23.5352893, -46.6339209 -23.5356662, -46.6339485 -23.5357663)",0.00528206872741078,Rua Brigadeiro Tobias,,yes,,,,,
