osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0021786492374727667,0.0007262164124909223,0.0007056332438229383,0.011668656230066847,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0021786492374727667,0.02994247201951602,0.031216861409921342,0.015948600090093495,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.002904865649963689,0.03299203653583463,0.03837753075457607,0.02192560652698053,traffic_signals,,POINT (-46.6252641 -23.5533268)
25871539,-23.5560493,-46.6222841,3,0.0021786492374727667,0.032067832957333495,0.016409963964143993,0.015390712927735643,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0014524328249818446,0.0,0.0,0.011235875571383204,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.002904865649963689,0.030899452846123544,0.03142688098316101,0.019844506346376734,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0021786492374727667,0.03190333216810286,0.03826564527399854,0.01829612720489926,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0021786492374727667,0.029051761935968163,0.021687595026212775,0.014535889176176707,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0021786492374727667,0.04395612589552284,0.07753287617198933,0.013197984644597446,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0021786492374727667,0.04605999500157606,0.07752179292732196,0.015347974827834279,,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,3,0.0021786492374727667,0.04386358343600738,0.053618947128509294,0.01660681555665296,,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,3,0.0021786492374727667,0.03889446995466006,0.029682812956039015,0.01836620460382645,,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,3,0.0021786492374727667,0.046244016881576436,0.05256974727618733,0.018297696220158477,,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,4,0.002904865649963689,0.04313703938516768,0.012220018780035155,0.025272992885735604,traffic_signals,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,4,0.002904865649963689,0.043641539741054815,0.06357557572357497,0.030490835463885074,traffic_signals,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,3,0.0021786492374727667,0.03575607861167513,0.006036810734374931,0.0171330501399141,,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,3,0.0021786492374727667,0.03714361207377133,0.006025727489707554,0.017209196085836355,,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,4,0.0021786492374727667,0.033393927027375495,0.004244135028401254,0.015695431152498378,traffic_signals,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,4,0.0014524328249818446,0.03460109234784029,0.004233051783733879,0.009521689775274835,crossing,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,3,0.0021786492374727667,0.03589880720069996,0.004884588238108911,0.011942120681247283,,,POINT (-46.6252162 -23.5326836)
25928388,-23.534495,-46.6330324,3,0.0021786492374727667,0.041827888119613674,0.004913320297133742,0.017042263810532,,,POINT (-46.6330324 -23.534495)
25928438,-23.5352466,-46.6337902,3,0.0021786492374727667,0.03758021477701943,0.009708139219467704,0.015508691145600996,,,POINT (-46.6337902 -23.5352466)
25928439,-23.5352713,-46.6331286,3,0.0021786492374727667,0.04372855718832946,0.02010027918903802,0.015131898108811295,,,POINT (-46.6331286 -23.5352713)
