osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0013812154696132596,0.03194471433489774,0.0414860036972815,0.009205484176443448,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0013812154696132596,0.02960155195549735,0.04209737602152245,0.010115078329182892,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.001841620626151013,0.03253846907600471,0.04737477291495685,0.013907905534417007,traffic_signals,,POINT (-46.6252641 -23.5533268)
20944550,-23.5372021,-46.6535506,4,0.001841620626151013,0.02885713114934777,0.012118348459819801,0.01563228005619257,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.001841620626151013,0.03061253271444417,0.012325599643173032,0.013937305847117866,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0023020257826887663,0.03154007113783765,0.0023282661237581806,0.016072091361587607,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0013812154696132596,0.03055008513508952,0.0015842314665513973,0.014419641338444547,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.001841620626151013,0.030641792878931227,0.00307085834122901,0.017786751650331233,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.0009208103130755065,0.031332501198638105,0.0,0.006594708760899794,traffic_signals,,POINT (-46.6552234 -23.5477074)
25870857,-23.5593666,-46.6139407,3,0.0013812154696132596,0.00046040515653775324,0.00044831713538498854,0.006449982329143203,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0013812154696132596,0.03233794356756103,0.030614033182674392,0.009929220942404537,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0009208103130755065,0.0,0.0,0.007125235619823627,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.001841620626151013,0.03052281598338977,0.04222608906005121,0.012584559598764313,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0013812154696132596,0.031493593988786546,0.047267173032321405,0.011602928500464594,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0013812154696132596,0.028739503678210914,0.024396140142097584,0.009218057055943071,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0013812154696132596,0.04023440341192056,0.0741753514904929,0.008369453895646068,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0013812154696132596,0.04196075686329101,0.0741764118432256,0.009732862112136092,,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,3,0.0013812154696132596,0.040798448320457294,0.04860060271041642,0.010531151330679406,,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,3,0.0013812154696132596,0.03638757058770022,0.029892065191741046,0.011646861552541148,,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,3,0.0013812154696132596,0.043490613184404725,0.04777500697985661,0.011603417121690945,,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,4,0.001841620626151013,0.04076035377438567,0.0076840594619235845,0.016026775976709443,traffic_signals,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,4,0.001841620626151013,0.04174985588155947,0.07044048860392556,0.019335772285788595,traffic_signals,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,3,0.0013812154696132596,0.03623782485406544,0.022110565123240267,0.011381612036544067,,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,3,0.0013812154696132596,0.03763713550139374,0.022111625475972965,0.01312919211004238,,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,4,0.001841620626151013,0.036574383079085816,0.027453868941150993,0.01671641037678122,traffic_signals,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,4,0.001841620626151013,0.03497456944901347,0.02556897033482592,0.01553587419861382,crossing,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,3,0.0013812154696132596,0.03602214245110306,0.017271840206797565,0.01151667715903172,,,POINT (-46.6252162 -23.5326836)
25875892,-23.5287456,-46.6312713,3,0.0013812154696132596,0.03714718220574082,0.0005375463227714525,0.011445017548643502,,,POINT (-46.6312713 -23.5287456)
25927015,-23.5266085,-46.6313508,3,0.00046040515653775324,0.0,0.0,0.0028676453656826836,,,POINT (-46.6313508 -23.5266085)
25927018,-23.5264105,-46.6310338,3,0.00046040515653775324,0.036581767339655256,0.0,0.0036547059515860503,,,POINT (-46.6310338 -23.5264105)
25927315,-23.5275121,-46.6314845,3,0.0013812154696132596,0.0006138735420503376,0.0008326714432313644,0.008457265251725682,,,POINT (-46.6314845 -23.5275121)
25927318,-23.5279337,-46.6312772,3,0.0013812154696132596,0.03797513745748878,0.0004478929942919092,0.010786245707502161,,,POINT (-46.6312772 -23.5279337)
25928248,-23.530254,-46.6317405,3,0.0013812154696132596,0.04021232346022259,0.0041609073082462785,0.01103261243022561,,,POINT (-46.6317405 -23.530254)
25928388,-23.534495,-46.6330324,3,0.0013812154696132596,0.039988172752543016,0.0035286495728646355,0.011269089675837151,,,POINT (-46.6330324 -23.534495)
25928438,-23.5352466,-46.6337902,3,0.0013812154696132596,0.03661615775681254,0.006609964691020136,0.00983838710610943,,,POINT (-46.6337902 -23.5352466)
25928439,-23.5352713,-46.6331286,3,0.0013812154696132596,0.041693012956461634,0.012383065583512633,0.009695522822006444,,,POINT (-46.6331286 -23.5352713)
25928614,-23.5353735,-46.6331395,3,0.0013812154696132596,0.04355154250875562,0.01238412593624532,0.010221917583053998,,,POINT (-46.6331395 -23.5353735)
25928755,-23.5414795,-46.634182,4,0.001841620626151013,0.04139439458463587,0.10911147327717809,0.01426022229046093,,,POINT (-46.634182 -23.5414795)
25928842,-23.5468886,-46.6377089,3,0.0013812154696132596,0.03606329831237216,0.0789314467654581,0.009651372488109029,,,POINT (-46.6377089 -23.5468886)
25928939,-23.549578,-46.6385434,3,0.0013812154696132596,0.029992737111516028,0.029002560138236953,0.009594343681654988,,,POINT (-46.6385434 -23.549578)
25928961,-23.5481572,-46.6387749,3,0.0013812154696132596,0.038573287602697445,0.0699580409134902,0.009168137004003148,,,POINT (-46.6387749 -23.5481572)
25928964,-23.5493388,-46.6387877,3,0.0013812154696132596,0.03711425566808627,0.033338353392912884,0.009538395661926434,,,POINT (-46.6387877 -23.5493388)
25929039,-23.5548213,-46.6371573,3,0.0013812154696132596,0.04051726307491364,0.02413662023506719,0.009262351999828847,,,POINT (-46.6371573 -23.5548213)
25929410,-23.5579874,-46.6385024,3,0.0013812154696132596,0.043109557447260666,0.03975325903263963,0.009084388878586858,,,POINT (-46.6385024 -23.5579874)
25929413,-23.5587907,-46.6388079,3,0.0013812154696132596,0.04129026298223943,0.03975219867990693,0.008663925743861578,,,POINT (-46.6388079 -23.5587907)
25929414,-23.5590528,-46.6385968,3,0.0013812154696132596,0.033023969346952696,0.04148706405001419,0.009012687987778227,,,POINT (-46.6385968 -23.5590528)
60624525,-23.5480122,-46.6490136,4,0.001841620626151013,0.03335902002451022,0.02598002239372066,0.016586659918761376,traffic_signals,,POINT (-46.6490136 -23.5480122)
60634934,-23.5264274,-46.6255716,3,0.0013812154696132596,0.02811066583895046,0.0002226740738667162,0.005323832860559092,,,POINT (-46.6255716 -23.5264274)
60634935,-23.5273444,-46.6256175,3,0.001841620626151013,0.02894751707306287,0.004454294414429393,0.00885302318314099,,,POINT (-46.6256175 -23.5273444)
