u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,name,bridge,ref,tunnel,width,access,junction
25871831,597282,0,"[1189377203, 183489030]",True,3,trunk,50,False,100.219,"LINESTRING (-46.6257308 -23.5519102, -46.6258392 -23.5516803, -46.6261325 -23.5510876)",0.028942601038651688,Avenida do Estado,,,,,,
25871831,151239264,0,944826127,True,1,primary,,False,51.848,"LINESTRING (-46.6257308 -23.5519102, -46.6256938 -23.5518235, -46.6255187 -23.5514866)",0.0002620614955548929,Rua da Figueira,,,,,,
25871833,151239264,0,15260284,True,1,primary,,False,88.25999999999999,"LINESTRING (-46.6256216 -23.5522727, -46.6256086 -23.5519887, -46.6255952 -23.5518488, -46.625577 -23.5517392, -46.6255187 -23.5514866)",0.007924511361680346,Rua da Figueira,,,,,,
25871833,25871831,0,183489030,True,3,trunk,50,False,41.821,"LINESTRING (-46.6256216 -23.5522727, -46.6256778 -23.5520764, -46.6257308 -23.5519102)",0.028684118059106603,Avenida do Estado,,,,,,
25872025,6595269581,0,"[945278712, 974488538, 186371501]",True,"['4', '3']",trunk,50,False,866.2439999999999,"LINESTRING (-46.6266488 -23.5501074, -46.6268808 -23.5496575, -46.6268953 -23.5496294, -46.6271058 -23.5492196, -46.6274451 -23.5487288, -46.6277288 -23.5482796, -46.6280386 -23.5477637, -46.6282138 -23.5473878, -46.6284581 -23.5467998, -46.6286116 -23.5462412, -46.6287575 -23.5455225, -46.6288187 -23.5451344, -46.6288696 -23.5442792, -46.6288315 -23.5437331, -46.6286944 -23.5430398, -46.62867 -23.5429187, -46.6286381 -23.5427706)",0.01984469782835615,Avenida do Estado,,BR-050,,,,
25872075,1420146737,0,8375715,True,4,primary,50,False,181.78199999999998,"LINESTRING (-46.6286296 -23.5481997, -46.6284281 -23.5484814, -46.6283289 -23.5486362, -46.6282819 -23.5487543, -46.6282484 -23.5488821, -46.6282296 -23.5490273, -46.6282263 -23.5491593, -46.6282383 -23.5497422)",0.08220276789680439,Avenida do Estado,,,,,,
25872075,4902214144,0,"[1031685924, 945561098, 945561099, 945561100, 945561101, 333520062]",True,"['3', '1', '2']",trunk,50,False,649.536,"LINESTRING (-46.6286296 -23.5481997, -46.6284429 -23.5483818, -46.6283208 -23.548517, -46.6282149 -23.5486559, -46.6279931 -23.5489777, -46.6275628 -23.5496502, -46.6273673 -23.5499944, -46.6272893 -23.5501333, -46.6270733 -23.5505515, -46.6269196 -23.550886, -46.6266321 -23.5515787, -46.6264567 -23.5520841, -46.6263682 -23.5523466, -46.6262837 -23.5525544, -46.6262133 -23.5526816, -46.6259873 -23.5530006, -46.6257161 -23.5533456)",0.0004924747676848517,Avenida do Estado,,BR-050,,,,
25872212,25872075,0,"[909387488, 909387494]",True,"['4', '5']",trunk,50,False,278.49199999999996,"LINESTRING (-46.6301486 -23.5461204, -46.6296407 -23.5468368, -46.6291596 -23.547551, -46.6288493 -23.5479469, -46.6286296 -23.5481997)",0.082691241063849,Avenida do Estado,,BR-050,,,,
25872232,25872212,0,909387495,True,3,trunk,50,False,196.38,"LINESTRING (-46.6297656 -23.5444987, -46.6301094 -23.544975, -46.630165 -23.5450763, -46.6302077 -23.5451656, -46.630243 -23.5452747, -46.6302958 -23.5455661, -46.6302695 -23.5457912, -46.6302515 -23.5458776, -46.6301955 -23.5460135, -46.6301486 -23.5461204)",0.05602531051294362,Avenida do Estado,,BR-050,,,,
25872236,25872212,0,"[909387489, 8375719]",True,"['1', '2']",trunk_link,50,False,148.005,"LINESTRING (-46.6305184 -23.5448763, -46.6305538 -23.5449621, -46.6305665 -23.5450703, -46.6305403 -23.5452534, -46.6305177 -23.5453328, -46.6304226 -23.5456301, -46.6303358 -23.5458399, -46.6302636 -23.5459689, -46.6301486 -23.5461204)",0.026661928950265094,,,,,,,
25872236,8747316252,0,8579876,True,3,primary_link,50,False,43.653000000000006,"LINESTRING (-46.6305184 -23.5448763, -46.63073 -23.5449554, -46.6308443 -23.5450004, -46.6309072 -23.5450384)",0.008149418210232271,,,,,,,
25872254,2389060601,0,909387495,True,3,trunk,50,False,35.27,"LINESTRING (-46.6291191 -23.5428224, -46.6292503 -23.5431159)",0.05481303718355237,Avenida do Estado,,BR-050,,,,
25872264,1420146734,0,8375726,True,2,tertiary,50,False,129.04899999999998,"LINESTRING (-46.6297566 -23.5436253, -46.6300059 -23.5439008, -46.6304801 -23.5444058, -46.6305789 -23.5445076)",0.013240685224439844,Parque Dom Pedro II,,,,,,
25872264,2389060616,0,72470714,True,1,trunk_link,,False,31.261000000000003,"LINESTRING (-46.6297566 -23.5436253, -46.629731 -23.5436915, -46.6297095 -23.5437591, -46.6296914 -23.5438986)",0.0011629540705170953,,,,,,,
25872274,445042754,0,231245220,True,3,trunk,50,False,29.516,"LINESTRING (-46.6271577 -23.5394006, -46.6270468 -23.5391554)",0.03468629389706823,Avenida do Estado,,BR-050,,,,
25872274,661212055,0,231245218,True,2,secondary,,False,48.04600000000001,"LINESTRING (-46.6271577 -23.5394006, -46.6270913 -23.5394884, -46.6270613 -23.539545, -46.6270233 -23.5396372, -46.6270057 -23.5397375, -46.6269719 -23.5397914)",0.025323144424110246,Largo do Pari,,,,,,
25872723,6222710507,0,8580974,True,1,trunk_link,40,False,105.916,"LINESTRING (-46.6254827 -23.5332714, -46.6255002 -23.5334346, -46.625511 -23.5335237, -46.6255412 -23.5336245, -46.6256102 -23.5337542, -46.62568 -23.5338194, -46.6257463 -23.5338581, -46.6258865 -23.5339165, -46.6259466 -23.5339321, -46.6259938 -23.5339406, -46.6260415 -23.533946)",0.00036789318902164046,,,,,,,
25872723,6213473289,0,933998791,True,3,trunk,50,False,84.074,"LINESTRING (-46.6254827 -23.5332714, -46.6254616 -23.5333396, -46.6254348 -23.5334711, -46.6254213 -23.5336476, -46.6254227 -23.5339531, -46.6254267 -23.534022)",0.001430849588512654,Avenida do Estado,,BR-050,,,,
25872726,25872723,0,933998790,True,4,trunk,50,False,24.86,"LINESTRING (-46.6255492 -23.5330563, -46.6254936 -23.5332367, -46.6254827 -23.5332714)",0.0010124282517239701,Avenida do Estado,,BR-050,,,,
25928388,457055005,0,"[656931849, 38584787]",True,2,secondary,50,False,125.36000000000001,"LINESTRING (-46.6330324 -23.534495, -46.6329084 -23.534515, -46.6318189 -23.5346772)",0.004951024854386199,Rua São Caetano,,,,,,
25928438,2021790380,0,"[191591089, 866553011, 191591092]",True,3,secondary,50,False,60.004,"LINESTRING (-46.6337902 -23.5352466, -46.6338039 -23.5352893, -46.6339209 -23.5356662, -46.6339485 -23.5357663)",0.009275941504148578,Rua Brigadeiro Tobias,yes,,,,,
25928439,2556256416,0,38584786,True,,residential,,False,391.557,"LINESTRING (-46.6331286 -23.5352713, -46.631535 -23.5354185, -46.630598 -23.5355033, -46.6297862 -23.5355907, -46.6296645 -23.5356052, -46.6295131 -23.535653, -46.6293311 -23.5357231)",0.0226254113814838,Rua Vinte e Cinco de Janeiro,,,,,,
25928439,25928388,0,191591086,True,4,secondary,50,False,86.89500000000001,"LINESTRING (-46.6331286 -23.5352713, -46.6331017 -23.5349845, -46.6330324 -23.534495)",0.004947023253745944,Avenida Tiradentes,,,,,,
25928614,25928439,0,191591086,True,4,secondary,50,False,11.418,"LINESTRING (-46.6331395 -23.5353735, -46.6331286 -23.5352713)",0.02756843303458949,Avenida Tiradentes,,,,,,
25928755,60685894,0,8579810,True,3,primary,40,False,214.212,"LINESTRING (-46.634182 -23.5414795, -46.6339991 -23.5412465, -46.6339304 -23.5411214, -46.6338936 -23.5410183, -46.6338813 -23.5409191, -46.6338582 -23.5407157, -46.6338252 -23.5404405, -46.6337347 -23.5396351)",0.02078258650795734,Avenida Prestes Maia,,,,,,
25928755,60685904,0,"[8579812, 522751870]",True,2,residential,40,False,117.929,"LINESTRING (-46.634182 -23.5414795, -46.6339994 -23.5413167, -46.6338564 -23.5411977, -46.6338031 -23.5411673, -46.6332553 -23.540853)",0.06763599015755276,Rua Carlos de Sousa Nazaré,,,,,,
25928755,4228472161,0,"[49436034, 237876565, 49436030]",True,3,trunk,50,False,516.815,"LINESTRING (-46.634182 -23.5414795, -46.6340392 -23.5410017, -46.6340095 -23.5408561, -46.6338549 -23.539545, -46.6338076 -23.5389196, -46.6336016 -23.537239, -46.6335552 -23.536874)",0.020311404970838737,Avenida Prestes Maia,,,yes,,,
25928842,60685898,0,"[779584032, 4331470, 48651838]",True,4,trunk,50,False,636.083,"LINESTRING (-46.6377089 -23.5468886, -46.6376866 -23.5468525, -46.6375872 -23.5467166, -46.6372901 -23.5463106, -46.6370899 -23.5460111, -46.6363483 -23.5448989, -46.6358258 -23.5441204, -46.6353367 -23.5433993, -46.6344803 -23.5419955)",0.05662527017213072,"['Avenida Prestes Maia', 'Túnel Papa João Paulo II']",,,yes,,,
25928939,25928842,0,"[273593636, 273593637, 901220871, 901221674, 936396989]",True,"['3', '2']",trunk,"['50', '60']",False,339.35,"LINESTRING (-46.6385434 -23.549578, -46.6386985 -23.5493219, -46.6387637 -23.549184, -46.6388076 -23.54907, -46.6388477 -23.5489315, -46.638873 -23.5487078, -46.6388569 -23.5486128, -46.6388275 -23.5485325, -46.6387806 -23.5484489, -46.6386644 -23.5482688, -46.6378742 -23.5470938, -46.6377089 -23.5468886)",0.001261143181511329,"['Avenida Vinte e Três de Maio', 'Avenida 23 de Maio', 'Parque Anhangabau']",,,yes,,,
25928939,285488804,0,"[8579499, 901230766]",True,1,trunk_link,,False,52.866,"LINESTRING (-46.6385434 -23.549578, -46.6386395 -23.5493645, -46.6386782 -23.5492313, -46.6387043 -23.5491274)",0.00049566772355888,,,,,,,
25928961,25928964,0,"[565528400, 153242233, 273593639]",True,3,trunk,60,False,140.54000000000002,"LINESTRING (-46.6387749 -23.5481572, -46.6388903 -23.5483767, -46.6389844 -23.5486096, -46.639006 -23.5487021, -46.639007 -23.548821, -46.6389736 -23.5489641, -46.6389063 -23.5491215, -46.6387877 -23.5493388)",0.026567833086111974,Parque Anhangabau,,,,,,
25928961,60685472,0,936107422,True,2,primary,50,False,47.7,"LINESTRING (-46.6387749 -23.5481572, -46.6389115 -23.5482984, -46.6390938 -23.548471)",0.020911371816744698,Avenida Nove de Julho,,,,,,
25928964,7284727152,0,"[901219749, 321139487]",True,3,trunk,60,False,73.601,"LINESTRING (-46.6387877 -23.5493388, -46.6386172 -23.5496305, -46.6384466 -23.5499222)",0.003456462141781267,Avenida Vinte e Três de Maio,,,,,,
25928964,8377467363,0,"[901220297, 38508517]",True,"['1', '2']",tertiary,40,False,90.03699999999999,"LINESTRING (-46.6387877 -23.5493388, -46.6388421 -23.5495739, -46.6389264 -23.5500199, -46.6389592 -23.5501327)",0.023115372544970973,Praça da Bandeira,,,,,,
25929039,176009843,0,997426060,True,3,trunk,60,False,83.426,"LINESTRING (-46.6371573 -23.5548213, -46.6373035 -23.5551914, -46.6374775 -23.5555104)",0.0012636469136069017,Avenida Vinte e Três de Maio,,,,,,
25929410,25929413,0,943943780,True,5,trunk,60,False,94.638,"LINESTRING (-46.6385024 -23.5579874, -46.6387297 -23.5586173, -46.6388079 -23.5587907)",0.0007883153261304522,Avenida Vinte e Três de Maio,,,,,,
25929414,587993,0,524487872,True,5,trunk,60,False,99.955,"LINESTRING (-46.6385968 -23.5590528, -46.6384853 -23.5587961, -46.6382561 -23.55821)",0.0007896491930105376,Avenida Vinte e Três de Maio,,,,,,
60641012,3278570084,0,321139485,True,2,secondary,40,False,22.694000000000003,"LINESTRING (-46.6376599 -23.5523377, -46.6377037 -23.5524238, -46.6377596 -23.5525201)",0.017605921459492874,Viaduto Brigadeiro Luís Antônio,,,,,,
60641012,3278570087,0,425838713,True,,residential,40,False,73.68299999999999,"LINESTRING (-46.6376599 -23.5523377, -46.6377195 -23.5522345, -46.6377445 -23.5521924, -46.6377632 -23.5521617, -46.6377838 -23.5521175, -46.637924 -23.5517232)",0.002612897539968368,Rua Asdrúbal Nascimento,,,,,,
60641027,60641028,0,252274190,True,6,secondary,50,False,52.545,"LINESTRING (-46.6359282 -23.5520563, -46.6355857 -23.5519457, -46.635442 -23.5518993)",0.07320538496880866,Viaduto Dona Paulina,,,,,,
60641028,60641088,0,46927934,True,2,secondary,40,False,53.358,"LINESTRING (-46.635442 -23.5518993, -46.6353811 -23.5514227)",0.03207916323490913,Praça Doutor João Mendes,,,,,,
60641028,2323782354,0,8103465,True,1,primary,40,False,64.344,"LINESTRING (-46.635442 -23.5518993, -46.6352782 -23.5519118, -46.6351037 -23.5519899, -46.6348583 -23.5520989)",0.015505267573044702,Praça Doutor João Mendes,,,,,,
60641028,60641030,0,46927935,True,5,secondary,50,False,53.03,"LINESTRING (-46.635442 -23.5518993, -46.6352117 -23.5518346, -46.6350471 -23.5517842, -46.634943 -23.5517667)",0.036716509755716054,Praça Doutor João Mendes,,,,,,
60641030,60641031,0,46892577,True,6,primary,50,False,59.059,"LINESTRING (-46.634943 -23.5517667, -46.6344161 -23.5519876)",0.03750090076079534,Praça Doutor João Mendes,,,,,,
60641030,2323782354,0,223479042,True,2,primary_link,40,False,43.997,"LINESTRING (-46.634943 -23.5517667, -46.6349763 -23.5518233, -46.6349915 -23.5518544, -46.6350039 -23.5518923, -46.6350082 -23.5519271, -46.6349985 -23.551956, -46.6349737 -23.5519873, -46.6348583 -23.5520989)",0.004711210448176275,Praça Doutor João Mendes,,,,,,
60641031,60685350,0,8103459,False,,living_street,20,True,99.535,"LINESTRING (-46.6344161 -23.5519876, -46.6340198 -23.5511695)",0.025922253175621565,Praça da Sé,,,,,,
60641031,60641034,0,46892577,True,6,primary,50,False,18.229,"LINESTRING (-46.6344161 -23.5519876, -46.6343238 -23.5520286, -46.6342543 -23.5520574)",0.012193287091770018,Praça Doutor João Mendes,,,,,,
60641034,60641038,0,46927933,True,6,primary,50,False,39.285000000000004,"LINESTRING (-46.6342543 -23.5520574, -46.6340074 -23.5521595, -46.633903 -23.5522027)",0.026180934421764276,Praça Doutor João Mendes,,,,,,
60641038,60641364,0,46927933,True,6,primary,50,False,74.49,"LINESTRING (-46.633903 -23.5522027, -46.6337883 -23.5522503, -46.6336051 -23.5523233, -46.6332336 -23.5524714)",0.024460344500327164,Praça Doutor João Mendes,,,,,,
60641038,3713156706,0,"[8103464, 425459298]",False,,living_street,,True,100.027,"LINESTRING (-46.633903 -23.5522027, -46.6338378 -23.5520607, -46.6335575 -23.5514966, -46.6335006 -23.5513823)",0.010870329609255174,Rua Onze de Agosto,,,,,,
60641043,60641048,0,134365461,True,4,primary,50,False,92.043,"LINESTRING (-46.6329267 -23.5525309, -46.6328499 -23.5523708, -46.6326378 -23.551942, -46.6325771 -23.5518192, -46.6325558 -23.5517762)",0.018298662314597345,Rua Anita Garibaldi,,,,,,
60641043,60685352,0,447117762,True,3,secondary,40,False,253.17700000000002,"LINESTRING (-46.6329267 -23.5525309, -46.6327589 -23.5525278, -46.6306088 -23.5525149, -46.630443 -23.5525158)",0.020125684462972884,Rua Tabatinguera,,,,,,
60641048,3713156706,0,22999960,False,2,living_street,20,False,105.798,"LINESTRING (-46.6325558 -23.5517762, -46.6326508 -23.5517366, -46.6330578 -23.5515669, -46.6335006 -23.5513823)",0.0036433069233203362,Praça Clóvis Beviláqua,,,,10,,
60641048,60641052,0,"[943037800, 134365461]",True,4,primary,50,False,159.53,"LINESTRING (-46.6325558 -23.5517762, -46.6325361 -23.5517365, -46.6324767 -23.5516163, -46.6323831 -23.5514271, -46.6321931 -23.551043, -46.6320422 -23.5507425, -46.6320109 -23.5506745, -46.6319095 -23.5504696)",0.05811748077859456,Rua Anita Garibaldi,,,,,,
60641052,2396502011,0,"[8579128, 647497032, 425691399]",True,"['4', '2']",primary,40,False,108.277,"LINESTRING (-46.6319095 -23.5504696, -46.6318677 -23.5504285, -46.6318231 -23.55039, -46.631782 -23.5503587, -46.6317391 -23.5503295, -46.6315708 -23.5502441, -46.630988 -23.5500007)",0.04295536154545131,Avenida Rangel Pestana,,,,,,
60641052,60641101,0,"[513951450, 211556997]",True,2,secondary,"['50', '40']",False,123.267,"LINESTRING (-46.6319095 -23.5504696, -46.6318796 -23.5503427, -46.6318784 -23.5502173, -46.6319519 -23.5498556, -46.6320637 -23.5494765, -46.6320901 -23.549387)",0.015166120833783577,"['Rua Roberto Simonsen', 'Praça Clóvis Beviláqua']",,,,,,
60641086,10253168505,0,48802851,True,1,residential,40,False,70.11399999999999,"LINESTRING (-46.6354804 -23.5511669, -46.6354561 -23.5510897, -46.635319 -23.5506436, -46.6352934 -23.5505601)",0.0005036236716908986,Rua Quintino Bocaiuva,,,,,,
60641086,3312393273,0,425455982,True,2,secondary,40,False,142.262,"LINESTRING (-46.6354804 -23.5511669, -46.6355836 -23.5511252, -46.6366235 -23.5506657, -46.6367399 -23.5506159)",0.03255620484520404,Rua Riachuelo,,,,,,
60641088,60641086,0,519155193,True,2,secondary,40,False,31.886000000000003,"LINESTRING (-46.6353811 -23.5514227, -46.6353819 -23.5513331, -46.6353913 -23.5512718, -46.6354067 -23.5512402, -46.6354349 -23.5512019, -46.6354804 -23.5511669)",0.03305582691625467,Rua Riachuelo,,,,,,
60641089,4249862475,0,23013102,True,1,residential,40,False,87.229,"LINESTRING (-46.6336403 -23.5451434, -46.6335712 -23.5450744, -46.6332198 -23.5446833, -46.6330885 -23.544544)",0.004234051918025505,Ladeira Porto Geral,,,,,,
60641089,3738626452,0,"[1002086273, 425691411, 933050892, 933608711]",True,"['1', '2']",secondary,40,False,102.833,"LINESTRING (-46.6336403 -23.5451434, -46.6336788 -23.5450654, -46.6338398 -23.5448057, -46.6339319 -23.5446638, -46.633987 -23.5445727, -46.6340665 -23.5444548, -46.6341015 -23.5444001, -46.6341468 -23.5443448)",0.034511563453454755,Rua Boa Vista,,,,,,
60641100,2396502031,0,8103480,True,2,secondary,40,False,75.866,"LINESTRING (-46.6322968 -23.5486338, -46.6326171 -23.5487396, -46.6329951 -23.5488698)",0.04822295394104782,Rua Floriano Peixoto,,,,,,
60641100,4903887706,0,"[425457913, 456380334]",False,,residential,,False,101.93999999999998,"LINESTRING (-46.6322968 -23.5486338, -46.6323219 -23.5485576, -46.6323475 -23.5484882, -46.6324337 -23.5482882, -46.6324469 -23.5482702, -46.632462 -23.5482606, -46.6324851 -23.5482602, -46.6325107 -23.5482687, -46.6327778 -23.5483711, -46.6329779 -23.5484477)",0.0007823129251700681,Largo Pátio do Colégio,,,,,,
60641101,60641100,0,204071640,True,2,secondary,40,False,86.363,"LINESTRING (-46.6320901 -23.549387, -46.6321146 -23.5492994, -46.632277 -23.5487062, -46.6322968 -23.5486338)",0.04821495073976731,Rua Roberto Simonsen,,,,,,
60641101,60641102,0,425691444,True,3,primary,40,False,74.422,"LINESTRING (-46.6320901 -23.549387, -46.632193 -23.549399, -46.6328143 -23.5494719)",0.01117801884167641,Rua Venceslau Brás,,,,,,
60641102,3713156708,0,8103483,False,,residential,,False,67.365,"LINESTRING (-46.6328143 -23.5494719, -46.6328769 -23.550075)",0.0007823129251700681,Rua Irmã Simpliciana,,,,,,
60641102,3713147155,0,"[425691408, 933050893]",True,2,primary,40,False,40.581,"LINESTRING (-46.6328143 -23.5494719, -46.6330573 -23.5495003, -46.6330922 -23.5495006, -46.6331114 -23.5494975, -46.6331258 -23.5494877, -46.6331864 -23.5494387)",0.011186022042956923,Rua Venceslau Brás,,,,,,
60641149,60641181,0,290026187,True,2,primary,40,False,93.216,"LINESTRING (-46.6356661 -23.5546563, -46.636003 -23.5553641, -46.6360307 -23.5554251)",0.004678857112830711,Avenida da Liberdade,,,,,,
60641181,1836039193,0,"[424637889, 16975122, 172730502]",True,"['3', '2']",primary,40,False,144.868,"LINESTRING (-46.6360307 -23.5554251, -46.6360903 -23.5555738, -46.6362483 -23.556153, -46.6363573 -23.5565848, -46.6363824 -23.5566864)",0.005619867521878341,Avenida da Liberdade,viaduct,,,,,
60641188,2070954431,0,8579133,True,2,tertiary,,False,11.14,"LINESTRING (-46.6376933 -23.5593063, -46.6376078 -23.5593687)",0.006889974075248185,Rua Condessa de São Joaquim,,,,,,
60641188,1833396340,0,"[425927089, 196799743]",False,3,tertiary,,False,36.242999999999995,"LINESTRING (-46.6376933 -23.5593063, -46.6377949 -23.559231, -46.6379685 -23.5590999)",0.01249745046964664,Rua Condessa de São Joaquim,,,,,,
60641197,1833396340,0,"[1066424908, 428111149, 16652239, 425927088, 16652218, 885207103]",False,"['2', '3', '4']",tertiary,,True,157.188,"LINESTRING (-46.6391654 -23.5582085, -46.639081 -23.558273, -46.6389997 -23.5583336, -46.6387752 -23.5585009, -46.6387651 -23.5585083, -46.6385282 -23.5586835, -46.6382995 -23.5588521, -46.6382762 -23.5588696, -46.6379685 -23.5590999)",0.005145755752998637,"['Viaduto Condessa de São Joaquim', 'Rua Condessa de São Joaquim']",yes,,,,,
60641197,60641201,0,"[425927090, 197054866]",True,2,tertiary,,False,89.723,"LINESTRING (-46.6391654 -23.5582085, -46.6392391 -23.5581563, -46.6397699 -23.557761, -46.6398507 -23.5577021)",0.017408878532935455,Rua Condessa de São Joaquim,,,,,,
60641199,60641197,0,"[8579136, 425927086, 425926839]",True,,residential,,False,157.147,"LINESTRING (-46.6401017 -23.5593312, -46.6400423 -23.5592569, -46.6392308 -23.5582817, -46.6391654 -23.5582085)",0.0026297963629896403,Rua Conde de São Joaquim,,,,,,
60641200,60641199,0,"[369637281, 425926844]",True,,residential,,False,93.616,"LINESTRING (-46.6408305 -23.5588189, -46.6407116 -23.5588985, -46.6404663 -23.5590725, -46.6401017 -23.5593312)",0.0026257947623493844,Rua Humaitá,,,,,,
60641201,4561913704,0,197054866,True,2,tertiary,,False,8.064,"LINESTRING (-46.6398507 -23.5577021, -46.6399115 -23.5576557)",0.01588255689316843,Rua Condessa de São Joaquim,,,,,,
60641201,60641200,0,425926848,True,,residential,,False,159.36,"LINESTRING (-46.6398507 -23.5577021, -46.6399097 -23.5577726, -46.6407538 -23.5587317, -46.6408305 -23.5588189)",0.001530323240407274,Rua dos Bororós,,,,,,
60641211,10253168505,0,"[8103462, 1003722199]",True,2,tertiary,40,False,87.87799999999999,"LINESTRING (-46.634488 -23.550842, -46.6345884 -23.5508068, -46.6347943 -23.5507346, -46.6350908 -23.5506315, -46.6351985 -23.5505941, -46.6352934 -23.5505601)",0.01655252253171561,Rua Senador Feijó,,,,,,
60641211,5062832283,0,262851665,True,3,primary,40,False,101.765,"LINESTRING (-46.634488 -23.550842, -46.6348739 -23.5516306, -46.6348962 -23.5516772)",0.006460260332680368,Praça da Sé,,,,,,
60641252,60641282,0,8103485,True,4,secondary,40,False,69.50699999999999,"LINESTRING (-46.636659 -23.5495688, -46.6365865 -23.5496339, -46.6365596 -23.5496617, -46.6365274 -23.5496992, -46.636514 -23.5497214, -46.636503 -23.5497446, -46.6364939 -23.5497702, -46.6364861 -23.5497969, -46.6364817 -23.5498437, -46.6364801 -23.5498867, -46.6364853 -23.5499389, -46.6364953 -23.5499899, -46.6365356 -23.5501329)",0.014758721357710926,Largo São Francisco,,,,,,
60641252,4247741913,0,"[262851681, 425455930, 22999755, 977619572]",True,"['1', '2']",secondary,40,False,164.15699999999998,"LINESTRING (-46.636659 -23.5495688, -46.6365364 -23.5495913, -46.6363057 -23.5496271, -46.636182 -23.5496548, -46.635868 -23.549725, -46.6352095 -23.5498521, -46.6350842 -23.5498758)",0.01583936129952035,"['Rua Benjamim Constant', 'Largo São Francisco']",,,,,,
60641257,60641252,0,"[262851680, 997700499, 933354647]",True,"['3', '4']",secondary,,False,82.92599999999999,"LINESTRING (-46.6374572 -23.5494279, -46.6372318 -23.5494761, -46.6370492 -23.5495151, -46.6368536 -23.5495421, -46.636783 -23.5495519, -46.6367002 -23.5495631, -46.636659 -23.5495688)",0.03059408105659108,Largo São Francisco,,,,,,
