osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0010312822275696117,0.031086234078274825,0.03719490833118181,0.006875756585889529,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0010312822275696117,0.03590649320556979,0.09642763891620143,0.008078745235221693,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.0013750429700928155,0.03176994164328149,0.03549127482293502,0.010444114511617215,traffic_signals,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,3,0.0010312822275696117,0.03463429534356994,0.0013452535247297317,0.010511148371233863,,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,3,0.0010312822275696117,0.02292556801767512,0.0034416269825233996,0.004779185600741266,motorway_junction,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,3,0.00034376074252320387,0.02098917480919712,0.0,0.002154184909031556,,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,4,0.0010312822275696117,0.026194934293478214,0.0017119519571721531,0.00716965617184703,traffic_signals,,POINT (-46.6587483 -23.5321244)
20944550,-23.5372021,-46.6535506,4,0.0013750429700928155,0.0281108713670337,0.002410338704922009,0.01373096184851338,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.0013750429700928155,0.02949898188290747,0.000522271587696421,0.010507489240088375,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0017188037126160192,0.030307467042350652,0.0012527730502261086,0.01211059183929686,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0010312822275696117,0.029398970594094544,0.0009316771986445435,0.011182879145226044,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.0013750429700928155,0.029545178413484047,0.0007504785151102244,0.014118032632808291,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.0013750429700928155,0.030411447395219938,0.003846313123083502,0.01393105847866913,traffic_signals,,POINT (-46.6552234 -23.5477074)
25778137,-23.5232174,-46.6126896,3,0.0010312822275696117,0.022402630287512725,0.003103303995899806,0.0065603169281246865,,,POINT (-46.6126896 -23.5232174)
25778140,-23.52377,-46.6115037,3,0.0010312822275696117,0.021434412638233192,0.0003871620279906852,0.0060907915669784415,,,POINT (-46.6115037 -23.52377)
25778144,-23.5240816,-46.6101309,3,0.0010312822275696117,0.02097850178924344,0.0003858616950581697,0.006295221608998811,,,POINT (-46.6101309 -23.5240816)
25778147,-23.5241708,-46.6089591,3,0.0010312822275696117,0.021432999109065896,0.00033725907786062606,0.005223403937141393,,,POINT (-46.6089591 -23.5241708)
25870718,-23.5646175,-46.6111634,4,0.0013750429700928155,0.03545016290620999,0.0009838575093596388,0.011465470618294865,traffic_signals,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,4,0.0013750429700928155,0.03544746262720228,0.015271374446829768,0.012529965334471078,traffic_signals,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,4,0.0013750429700928155,0.03676748875648157,0.11724719638256391,0.012949627078159531,traffic_signals,,POINT (-46.6113811 -23.5635176)
