u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,name,bridge,ref,tunnel,width,access,junction
60685465,60685397,0,8579495,True,2,secondary,,False,48.06,"LINESTRING (-46.6386352 -23.5485877, -46.6384844 -23.5483996, -46.638363 -23.5482349)",0.03981582699179308,Parque Anhangabau,,,,,,
60685465,4511007491,0,46927928,True,1,secondary,,False,21.771,"LINESTRING (-46.6386352 -23.5485877, -46.6385353 -23.5485965, -46.6385016 -23.5486059, -46.6384686 -23.5486233, -46.6384413 -23.54865)",0.0015733111687448924,Rua São Francisco,,,,,,
60685472,4251881389,0,"[8579520, 425870078]",True,,residential,,False,234.064,"LINESTRING (-46.6390938 -23.548471, -46.6391527 -23.5483507, -46.6392508 -23.5481676, -46.6392626 -23.5481292, -46.639266 -23.5480934, -46.6392574 -23.5480492, -46.6392382 -23.5480117, -46.6391336 -23.5478856, -46.638943 -23.5476546, -46.6388992 -23.5476028, -46.6388712 -23.547563, -46.638854 -23.5475251, -46.6388214 -23.5474593, -46.6387824 -23.5473994, -46.6386234 -23.5472041, -46.6384333 -23.5469721, -46.6382527 -23.5467391, -46.6382262 -23.5467033)",0.0010165995040626746,Rua Formosa,,,,,,
60685472,6990772391,0,48651843,True,3,primary,50,False,84.44800000000001,"LINESTRING (-46.6390938 -23.548471, -46.6392906 -23.5486123, -46.6395727 -23.5487634, -46.6397182 -23.5488135, -46.6398084 -23.5488445)",0.03156299431875265,Avenida Nove de Julho,,,,,,
60685476,60685409,0,312280064,True,1,tertiary,,False,80.446,"LINESTRING (-46.6403711 -23.5484984, -46.6405485 -23.5488095, -46.6405996 -23.5488773, -46.6406633 -23.5489218, -46.640862 -23.549039)",0.0045302897156228395,Rua João Adolfo,,,,,,
60685476,1477493804,0,"[134364076, 425869965]",False,2,tertiary,,True,420.062,"LINESTRING (-46.6403711 -23.5484984, -46.6404301 -23.5484662, -46.6404531 -23.5484573, -46.6404809 -23.5484529, -46.640525 -23.5484591, -46.6410862 -23.5485376, -46.6412413 -23.5485592, -46.6413311 -23.5485741, -46.6413864 -23.5485967, -46.6415147 -23.5486634, -46.6418741 -23.5488492, -46.6422876 -23.5490652, -46.6423773 -23.5491146, -46.6426092 -23.5492407, -46.6426641 -23.5492645, -46.6427482 -23.5492919, -46.6428653 -23.5493203, -46.6430379 -23.5493494, -46.6442453 -23.549517)",0.02381360953757335,Rua Álvaro de Carvalho,,,,,,
60685613,60641488,0,"[8579217, 8579555, 977375151]",True,1,tertiary,,False,159.99999999999997,"LINESTRING (-46.6387906 -23.5448939, -46.638824 -23.5449336, -46.6392042 -23.545401, -46.639315 -23.5455352, -46.6391989 -23.5456178, -46.6389328 -23.5458072, -46.6387807 -23.5459172, -46.6387668 -23.5459273)",0.001145039299976582,Praça Ramos de Azevedo,,,,,,
60685613,60685763,0,"[8579553, 49436730]",True,,residential,20,False,311.575,"LINESTRING (-46.6387906 -23.5448939, -46.6388673 -23.5448354, -46.6392979 -23.5444986, -46.6400609 -23.5438959, -46.6409946 -23.5431557, -46.641106 -23.5430648)",0.015878730061618804,Rua Vinte e Quatro de Maio,,,,,,
60685619,60685763,0,51385875,True,4,secondary,40,False,118.464,"LINESTRING (-46.6402358 -23.5423589, -46.6403963 -23.5424844, -46.6404571 -23.5425346, -46.6408019 -23.5428188, -46.6409995 -23.5429818, -46.6410579 -23.54303, -46.641106 -23.5430648)",0.016201821359383493,Avenida Ipiranga,,,,,,
60685619,60685620,0,151726730,True,3,primary,40,False,13.951,"LINESTRING (-46.6402358 -23.5423589, -46.6402939 -23.542326, -46.6403522 -23.5422929)",0.018653073465041994,Avenida São João,,,,,,
60685620,6202562246,0,134363702,True,3,primary,40,False,28.409,"LINESTRING (-46.6403522 -23.5422929, -46.6404593 -23.5422322, -46.6405892 -23.5421585)",0.008462043209351889,Avenida São João,,,,,,
60685620,457545446,0,"[8579656, 933038489, 134363700]",True,"['4', '3']",secondary,40,False,205.221,"LINESTRING (-46.6403522 -23.5422929, -46.6405081 -23.5424177, -46.6405508 -23.5424523, -46.6408921 -23.5427294, -46.6411459 -23.5429354, -46.6411772 -23.5429605, -46.6411968 -23.5429699, -46.6412251 -23.5429693, -46.6412536 -23.5429605, -46.6412906 -23.5429407, -46.6415259 -23.5427622, -46.6417887 -23.5425629, -46.6418947 -23.542475)",0.01730038650206586,"['Avenida Ipiranga', 'Praça da República']",,,,,,
60685622,7285371864,0,454592878,True,2,secondary,,False,48.764,"LINESTRING (-46.6383847 -23.5427306, -46.6379892 -23.5424839)",0.026273716370107888,Largo do Paissandú,,,,,,
60685624,60685633,0,134364404,True,3,secondary,,False,150.659,"LINESTRING (-46.6379555 -23.5424634, -46.6377892 -23.5423719, -46.6377684 -23.5423605, -46.6368497 -23.5417843, -46.6367287 -23.5417084)",0.005545224685837051,Rua Antônio de Godói,,,,,,
60685624,60685715,0,"[254459234, 454592876, 936505253]",True,3,secondary,"['50', '40']",False,163.557,"LINESTRING (-46.6379555 -23.5424634, -46.6380481 -23.5422463, -46.638103 -23.5421685, -46.638565 -23.5415216, -46.6387058 -23.5413378, -46.6387981 -23.5412172)",0.00817752902552116,Avenida Rio Branco,,,,,,
60685624,4511364179,0,780242395,True,1,secondary,,False,9.459,"LINESTRING (-46.6379555 -23.5424634, -46.6379447 -23.5424797, -46.6379288 -23.5425032, -46.6379029 -23.5425333)",0.00015576300218785976,Largo do Paissandú,,,,,,
60685633,10572763495,0,8579570,True,,residential,,False,113.417,"LINESTRING (-46.6367287 -23.5417084, -46.6366585 -23.5418104, -46.6366224 -23.5418982, -46.6365981 -23.5419677, -46.6365683 -23.5420574, -46.636448 -23.5426866)",0.017402407524550755,Rua do Seminário,,,,,,
60685633,60685635,0,"[8579600, 936107221]",True,2,secondary,40,False,98.47399999999999,"LINESTRING (-46.6367287 -23.5417084, -46.6366461 -23.5416513, -46.636624 -23.5416274, -46.6365835 -23.5414856, -46.6365266 -23.5411936, -46.6364832 -23.5409708, -46.636466 -23.5408823)",0.004254735110789437,Avenida Cásper Líbero,,,,,,
60685635,60685636,0,929401515,True,2,secondary,40,False,102.286,"LINESTRING (-46.636466 -23.5408823, -46.6362899 -23.5399767)",0.006955761830135171,Avenida Cásper Líbero,,,,,,
60685636,2390933495,0,8579591,True,,residential,,False,12.853,"LINESTRING (-46.6362899 -23.5399767, -46.6364106 -23.5399433)",0.004080184685461608,Rua dos Andradas,,,,,,
60685636,5457489052,0,49436037,True,,residential,,False,23.778,"LINESTRING (-46.6362899 -23.5399767, -46.6362527 -23.539987, -46.636217 -23.5399969, -46.6360666 -23.5400385)",0.0010374069898899678,Rua Beneficência Portuguesa,,,,,,
60685636,60685873,0,566773931,True,2,secondary,40,False,101.236,"LINESTRING (-46.6362899 -23.5399767, -46.6362641 -23.539866, -46.6361063 -23.539082)",0.001827338031037469,Avenida Cásper Líbero,,,,,,
60685647,60685633,0,"[289934632, 72916482]",True,,residential,,False,166.46099999999998,"LINESTRING (-46.6376895 -23.5404993, -46.6376464 -23.5405576, -46.637597 -23.540626, -46.6370219 -23.5413827, -46.6368516 -23.5415723, -46.6367287 -23.5417084)",0.012009797009557704,Rua Santa Ifigênia,,,,,,
60685647,60685715,0,333520079,True,4,primary,50,False,138.362,"LINESTRING (-46.6376895 -23.5404993, -46.6377635 -23.5405471, -46.6380899 -23.5407584, -46.6384227 -23.5409737, -46.6386534 -23.541123, -46.6387408 -23.5411795, -46.6387981 -23.5412172)",0.004041331517812569,Avenida Ipiranga,,,,,,
60685648,60685647,0,289934632,True,,residential,,False,13.809,"LINESTRING (-46.6377642 -23.5403957, -46.6376895 -23.5404993)",0.013602241850428813,Rua Santa Ifigênia,,,,,,
60685648,60685693,0,289934631,True,3,primary,50,False,138.75,"LINESTRING (-46.6377642 -23.5403957, -46.6378415 -23.5404457, -46.6381739 -23.5406608, -46.638298 -23.5407411, -46.6387291 -23.5410201, -46.6388141 -23.5410751, -46.6388756 -23.541116)",0.007602969154619272,Avenida Ipiranga,,,,,,
60685649,60685648,0,421294150,True,,residential,,False,93.917,"LINESTRING (-46.6382755 -23.5396931, -46.6382116 -23.5397813, -46.637848 -23.5402808, -46.6378284 -23.5403078, -46.6378152 -23.5403259, -46.6377642 -23.5403957)",0.013250449081257767,Rua Santa Ifigênia,,,,,,
60685649,60685718,0,"[933018384, 421294157]",True,"['3', '2']",tertiary,,False,141.38400000000001,"LINESTRING (-46.6382755 -23.5396931, -46.6383625 -23.5397412, -46.6392015 -23.5403898, -46.6392502 -23.5404275, -46.6393453 -23.5405006)",0.008394151821924285,Rua dos Timbiras,,,,,,
60685651,627949655,0,454591350,True,,residential,40,False,14.529,"LINESTRING (-46.6367038 -23.5398622, -46.6368191 -23.5397854)",0.0017052090026114046,Rua dos Andradas,,,,,,
60685651,60685647,0,333520079,True,4,primary,50,False,122.947,"LINESTRING (-46.6367038 -23.5398622, -46.6367735 -23.5399065, -46.6368148 -23.5399332, -46.6375782 -23.5404272, -46.6376729 -23.5404885, -46.6376895 -23.5404993)",0.002459718800687667,Avenida Ipiranga,,,,,,
60685686,60685651,0,8579613,True,3,primary,,False,53.916999999999994,"LINESTRING (-46.6363332 -23.5395181, -46.6364148 -23.5396088, -46.6365867 -23.5397747, -46.6367038 -23.5398622)",0.0011773352999137816,Avenida Ipiranga,,,,,,
60685686,2390933495,0,262460750,True,2,secondary,40,False,47.934,"LINESTRING (-46.6363332 -23.5395181, -46.6363902 -23.5398311, -46.6364106 -23.5399433)",0.0030420251291076823,Avenida Cásper Líbero,,,,,,
60685693,60685696,0,289934637,True,3,primary,50,False,17.736,"LINESTRING (-46.6388756 -23.541116, -46.639009 -23.5412184)",0.008492757796392381,Avenida Ipiranga,,,,,,
60685693,60685718,0,289934636,True,3,primary,50,False,83.518,"LINESTRING (-46.6388756 -23.541116, -46.6389689 -23.5409941, -46.6392784 -23.5405883, -46.6393453 -23.5405006)",0.006605028766166331,Avenida Rio Branco,,,,,,
60685696,60685733,0,289934634,True,4,primary,50,False,51.804,"LINESTRING (-46.639009 -23.5412184, -46.6391037 -23.5412941, -46.6393921 -23.5415245)",0.007411326090808917,Avenida Ipiranga,,,,,,
60685696,60685713,0,289934635,True,3,primary,,False,13.813,"LINESTRING (-46.639009 -23.5412184, -46.6389705 -23.541269, -46.6389315 -23.5413203)",0.029395859591784118,Avenida Rio Branco,,,,,,
60685710,60685622,0,49436032,True,1,residential,40,False,155.31300000000002,"LINESTRING (-46.6393206 -23.5416285, -46.6384475 -23.5426615, -46.6383847 -23.5427306)",0.0004956798094715406,Rua Boticário,,,,,,
60685710,60685619,0,289934633,True,4,primary,50,False,123.69999999999999,"LINESTRING (-46.6393206 -23.5416285, -46.6401193 -23.5422611, -46.6402358 -23.5423589)",0.015794283658434705,Avenida Ipiranga,,,,,,
60685713,7285371864,0,"[454592877, 46932095]",True,3,secondary,40,False,161.489,"LINESTRING (-46.6389315 -23.5413203, -46.6388477 -23.5414296, -46.6383585 -23.5420712, -46.6381678 -23.5423212, -46.6379892 -23.5424839)",0.017786610764287576,Avenida Rio Branco,,,,,,
60685713,60685710,0,289934633,True,4,primary,50,False,52.419,"LINESTRING (-46.6389315 -23.5413203, -46.639022 -23.541392, -46.6393206 -23.5416285)",0.016300795591652414,Avenida Ipiranga,,,,,,
60685715,60685713,0,933321091,True,4,primary,50,False,17.786,"LINESTRING (-46.6387981 -23.5412172, -46.6389315 -23.5413203)",0.004702378887901965,Avenida Ipiranga,,,,,,
60685715,60685693,0,134364405,True,3,primary,,False,13.75,"LINESTRING (-46.6387981 -23.5412172, -46.6388368 -23.5411665, -46.6388756 -23.541116)",0.00750564953168561,Avenida Rio Branco,,,,,,
60685718,60685726,0,333520475,True,2,tertiary,,False,17.285,"LINESTRING (-46.6393453 -23.5405006, -46.6394753 -23.5406004)",0.00412282272407967,Rua dos Timbiras,,,,,,
60685718,60685721,0,333520474,True,3,primary,50,False,100.71,"LINESTRING (-46.6393453 -23.5405006, -46.6394012 -23.5404267, -46.639839 -23.5398478, -46.6399082 -23.5397563)",0.01086552574026483,Avenida Rio Branco,,,,,,
60685721,60685725,0,777141876,True,2,tertiary,,False,17.128,"LINESTRING (-46.6399082 -23.5397563, -46.6400458 -23.5398447)",0.008411920938223794,Rua Aurora,,,,,,
60685721,64075354,0,333520472,True,3,primary,50,False,121.32499999999999,"LINESTRING (-46.6399082 -23.5397563, -46.6399612 -23.539686, -46.6402421 -23.5393132, -46.6404146 -23.5390843, -46.6405195 -23.5389452, -46.6405847 -23.5388586)",0.014280163663192968,Avenida Rio Branco,,,,,,
60685725,60685726,0,333520470,True,4,primary,50,False,102.19299999999998,"LINESTRING (-46.6400458 -23.5398447, -46.639975 -23.5399384, -46.6395362 -23.5405195, -46.6394753 -23.5406004)",0.025530972369699416,Avenida Rio Branco,,,,,,
60685725,457026838,0,333520473,True,1,tertiary,,False,94.02600000000001,"LINESTRING (-46.6400458 -23.5398447, -46.6401812 -23.5399321, -46.6407316 -23.5402875, -46.6407999 -23.5403316)",0.0089548322402202,Rua Aurora,,,,,,
60685726,60685696,0,333520470,True,4,primary,50,False,83.55799999999999,"LINESTRING (-46.6394753 -23.5406004, -46.6394142 -23.5406814, -46.6391055 -23.5410904, -46.639009 -23.5412184)",0.028325260009946823,Avenida Rio Branco,,,,,,
60685726,60685734,0,333520475,True,2,tertiary,,False,56.339,"LINESTRING (-46.6394753 -23.5406004, -46.6395725 -23.540675, -46.6398991 -23.5409256)",0.001317702960085894,Rua dos Timbiras,,,,,,
60685733,60685734,0,8579641,True,1,residential,,False,84.298,"LINESTRING (-46.6393921 -23.5415245, -46.6398991 -23.5409256)",0.0002803055969409198,Rua do Boticário,,,,,,
60685733,60685620,0,289934634,True,4,primary,50,False,129.921,"LINESTRING (-46.6393921 -23.5415245, -46.6397698 -23.5418263, -46.6402189 -23.5421851, -46.6403522 -23.5422929)",0.007120188370121784,Avenida Ipiranga,,,,,,
60685734,457055165,0,333520475,True,2,tertiary,,False,37.782,"LINESTRING (-46.6398991 -23.5409256, -46.6401164 -23.5410924, -46.6401833 -23.5411437)",0.0015871764332806215,Rua dos Timbiras,,,,,,
60685757,4511301908,0,230621491,True,3,secondary,,False,89.11000000000001,"LINESTRING (-46.6440881 -23.5455523, -46.6440146 -23.5454925, -46.643651 -23.5451966, -46.6436128 -23.5451696, -46.6435795 -23.5451503, -46.6433987 -23.5450676)",0.009138559981062245,Avenida Ipiranga,,,,,,
60685760,4511317156,0,933321090,True,5,secondary,,False,18.177,"LINESTRING (-46.6430751 -23.5445891, -46.6432077 -23.5446984)",0.03202639080227139,Praça da República,,,,,,
60685760,60685818,0,8841627,False,,residential,,False,45.204,"LINESTRING (-46.6430751 -23.5445891, -46.6429622 -23.5446888, -46.6429325 -23.5447234, -46.6428385 -23.5448529, -46.6428082 -23.5449097)",0.0013084302808408616,Rua Basílio da Gama,,,,,,
60685761,60685760,0,935568390,True,5,secondary,40,False,51.413,"LINESTRING (-46.6426976 -23.5442827, -46.6427625 -23.544334, -46.6429809 -23.5445056, -46.6430751 -23.5445891)",0.0320602411889782,Praça da República,,,,,,
60685763,60685761,0,662540606,True,5,secondary,40,False,211.38100000000003,"LINESTRING (-46.641106 -23.5430648, -46.6411751 -23.5431145, -46.6416551 -23.543469, -46.6418803 -23.5436353, -46.6423759 -23.5440251, -46.64265 -23.5442407, -46.6426976 -23.5442827)",0.0320697192972561,Praça da República,,,,,,
60685770,60685771,0,918665416,True,2,secondary,40,False,22.05,"LINESTRING (-46.6448862 -23.5460547, -46.645043 -23.5461913)",0.002317377926662036,Avenida Ipiranga,,,,,,
60685770,60685807,0,936506429,False,3,tertiary,,True,64.057,"LINESTRING (-46.6448862 -23.5460547, -46.6447443 -23.5454935)",0.006279111758340241,Rua Araújo,,,,,,
60685771,7279467252,0,918665416,True,2,secondary,40,False,5.117,"LINESTRING (-46.645043 -23.5461913, -46.6450796 -23.5462228)",0.004969796439002244,Avenida Ipiranga,,,,,,
60685775,457046367,0,"[936359413, 38583815]",True,"['1', '2']",secondary,40,False,155.343,"LINESTRING (-46.647292 -23.5472599, -46.6476136 -23.5464313, -46.6476425 -23.5463587, -46.6477144 -23.5461781, -46.6477286 -23.5461245, -46.6477393 -23.5460625, -46.6477501 -23.5459328)",0.0017731682474250814,Rua Amaral Gurgel,,,,,,
60685775,2390822407,0,"[454693652, 417372710]",True,5,primary,50,False,129.12,"LINESTRING (-46.647292 -23.5472599, -46.6480179 -23.5475034, -46.6484836 -23.5476537)",0.004893308501727866,Rua da Consolação,,,,,,
60685779,2390822375,0,333172873,True,4,primary,50,False,49.809,"LINESTRING (-46.6478672 -23.5476337, -46.647408 -23.5474806)",0.0032450911097274757,Rua da Consolação,,,,,,
60685779,1464772822,0,"[554707192, 196171809, 442662538]",True,2,trunk_link,,False,114.54499999999999,"LINESTRING (-46.6478672 -23.5476337, -46.6477864 -23.5476359, -46.6477665 -23.5476425, -46.6477523 -23.5476495, -46.6477397 -23.5476586, -46.6477252 -23.5476745, -46.6477154 -23.5476931, -46.647704 -23.547714, -46.6476357 -23.5478548, -46.6475144 -23.5480455, -46.6471396 -23.5483626)",0.010362323070232143,,,,yes,,,
60685783,1477492964,0,454570246,True,3,secondary,40,False,12.603,"LINESTRING (-46.64594 -23.5473332, -46.6458212 -23.5473646)",0.008824355378614474,Rua da Consolação,,,,,,
60685783,4511170993,0,780556395,True,3,trunk_link,,False,17.674,"LINESTRING (-46.64594 -23.5473332, -46.6459097 -23.5471767)",0.00802617516783159,,,,,,,
60685788,1464776004,0,134362685,True,2,tertiary,50,False,20.613,"LINESTRING (-46.6453105 -23.5474811, -46.6452925 -23.5474177, -46.6452789 -23.5473698, -46.6452699 -23.5473379, -46.6452596 -23.5473017)",0.012217420150997709,Rua Araújo,,,,,,
60685788,2453626769,0,289936233,True,3,secondary,40,False,220.049,"LINESTRING (-46.6453105 -23.5474811, -46.6444296 -23.5476647, -46.6444164 -23.5476674, -46.6442349 -23.5477031, -46.6432054 -23.5479193)",0.006171704923766963,Rua da Consolação,,,,,,
60685794,7285140923,0,454570253,True,2,secondary,40,False,12.744,"LINESTRING (-46.6427241 -23.5478539, -46.6426029 -23.547882)",0.012394630584751503,Rua da Consolação,,,,,,
60685794,4511170989,0,"[780228296, 211556977, 211556981]",True,"['3', '2']",secondary,50,False,18.466,"LINESTRING (-46.6427241 -23.5478539, -46.642714 -23.5479006, -46.6426987 -23.5479733, -46.64269 -23.548017)",0.008578080803284704,Avenida São Luís,,,,,,
60685794,1899271237,0,217333506,True,1,secondary,,False,19.036,"LINESTRING (-46.6427241 -23.5478539, -46.6427994 -23.5479274, -46.6428524 -23.5479783)",0.002950910842132345,Rua Martins Fontes,,,,,,
60685794,1464776004,0,"[133125089, 454700603, 454570252]",False,"['3', '2']",tertiary,40,"[False, True]",265.654,"LINESTRING (-46.6427241 -23.5478539, -46.6428197 -23.5478324, -46.6428434 -23.5478268, -46.6428864 -23.5478173, -46.6438463 -23.5476061, -46.6443611 -23.5474952, -46.6452596 -23.5473017)",0.0025535587584562184,Rua da Consolação,,,,,,
60685799,4697407686,0,"[237861716, 672491573]",True,3,secondary,,False,44.965999999999994,"LINESTRING (-46.6444236 -23.5437597, -46.6444382 -23.5438328, -46.6444369 -23.5439042, -46.6444307 -23.5439841, -46.6444162 -23.5440419, -46.6443743 -23.5441548)",0.014252350843351741,Praça da República,,,,,,
60685799,60685803,0,"[8579700, 428734636]",True,2,tertiary,,False,115.486,"LINESTRING (-46.6444236 -23.5437597, -46.6445418 -23.5438301, -46.6446026 -23.5438646, -46.6447167 -23.5438814, -46.6447999 -23.5438864, -46.6448862 -23.5438851, -46.6453559 -23.5438719, -46.6455211 -23.5438673)",0.012118762293280504,Rua Marquês de Itu,,,,,,
60685800,60685799,0,237470808,True,3,secondary,40,False,79.737,"LINESTRING (-46.6438562 -23.5432661, -46.6444236 -23.5437597)",0.02638194526037841,Praça da República,,,,,,
60685801,60685800,0,"[1002086272, 237470808]",True,3,secondary,40,False,104.31700000000001,"LINESTRING (-46.6430822 -23.5426524, -46.6434196 -23.5429192, -46.6437459 -23.5431772, -46.6438562 -23.5432661)",0.015391652942342427,Praça da República,,,,,,
60685803,60685804,0,8579700,True,2,tertiary,,False,107.76400000000001,"LINESTRING (-46.6455211 -23.5438673, -46.6455798 -23.5438657, -46.6464715 -23.5438424, -46.6465778 -23.5438391)",0.023510030759430697,Rua Marquês de Itu,,,,,,
60685803,60685811,0,78407131,True,2,residential,,False,97.65599999999999,"LINESTRING (-46.6455211 -23.5438673, -46.645524 -23.543961, -46.6455385 -23.5444485, -46.6455457 -23.5446825, -46.6455476 -23.5447452)",0.018252119355913907,Rua Bento Freitas,,,,,,
60685804,60685805,0,237861717,True,3,tertiary,40,False,112.872,"LINESTRING (-46.6465778 -23.5438391, -46.6466621 -23.5438377, -46.6470607 -23.5438283, -46.6476035 -23.5438155, -46.6476847 -23.5438136)",0.020926553547563082,Rua Marquês de Itu,,,,,,
60685804,457026779,0,237861718,True,2,tertiary,,False,117.183,"LINESTRING (-46.6465778 -23.5438391, -46.6465749 -23.5437567, -46.6465452 -23.5429149, -46.6465406 -23.5427858)",0.008611333146366527,Rua Rego Freitas,,,,,,
60685805,457026783,0,230628807,True,3,secondary,50,False,113.97500000000001,"LINESTRING (-46.6476847 -23.5438136, -46.6476829 -23.5437551, -46.6476548 -23.5428347, -46.6476532 -23.542789)",0.01182676392127489,Rua Amaral Gurgel,,,,,,
60685805,165455651,0,421150708,True,2,tertiary,40,False,21.618000000000002,"LINESTRING (-46.6476847 -23.5438136, -46.6478002 -23.5438109, -46.6478967 -23.5438087)",0.018833629271329467,Rua Marquês de Itu,,,,,,
60685806,60685807,0,134362567,False,2,tertiary,,False,82.837,"LINESTRING (-46.6445432 -23.5447717, -46.6447443 -23.5454935)",0.00018461033755992476,Rua Araújo,,,,,,
60685806,1477490864,0,134362567,False,2,tertiary,,True,41.501,"LINESTRING (-46.6445432 -23.5447717, -46.6444382 -23.5444111)",0.0013115348448788288,Rua Araújo,,,,,,
60685806,60685811,0,230623952,True,2,residential,40,False,102.429,"LINESTRING (-46.6445432 -23.5447717, -46.6454829 -23.5447469, -46.6455476 -23.5447452)",0.006077126061245249,Rua General Jardim,,,,,,
60685807,4011418245,0,68280131,True,3,tertiary,,False,51.603,"LINESTRING (-46.6447443 -23.5454935, -46.6442384 -23.5455101)",0.00703798636409964,Rua Major Sertório,,,,,,
60685807,60685806,0,134362567,False,2,tertiary,,True,82.837,"LINESTRING (-46.6447443 -23.5454935, -46.6445432 -23.5447717)",0.00691755864291464,Rua Araújo,,,,,,
60685807,60685770,0,936506429,False,3,tertiary,,False,64.057,"LINESTRING (-46.6447443 -23.5454935, -46.6448862 -23.5460547)",0.00029804889379945153,Rua Araújo,,,,,,
60685808,60685807,0,409861330,True,2,tertiary,,False,84.209,"LINESTRING (-46.64557 -23.5454704, -46.6454378 -23.5454741, -46.6448445 -23.5454907, -46.6447443 -23.5454935)",0.007800703928659749,Rua Major Sertório,,,,,,
60685808,60685814,0,476994770,False,,residential,,False,66.38900000000001,"LINESTRING (-46.64557 -23.5454704, -46.6455747 -23.5455917, -46.6455976 -23.545982, -46.6456025 -23.5460667)",0.00320658838709219,Rua Bento Freitas,,,,,,
60685809,60685812,0,409861329,True,2,tertiary,40,False,80.496,"LINESTRING (-46.6466293 -23.5454408, -46.646627 -23.5453694, -46.6466083 -23.5447868, -46.646606 -23.5447172)",0.006921979525508069,Rua Rego Freitas,,,,,,
60685809,60685808,0,409861330,True,2,tertiary,,False,108.03299999999999,"LINESTRING (-46.6466293 -23.5454408, -46.6465418 -23.5454432, -46.6456925 -23.545467, -46.6456251 -23.5454689, -46.64557 -23.5454704)",0.007381849126755318,Rua Major Sertório,,,,,,
60685811,60685808,0,78407131,True,2,residential,,False,80.67099999999999,"LINESTRING (-46.6455476 -23.5447452, -46.6455494 -23.5448121, -46.6455669 -23.5453631, -46.6455683 -23.5454064, -46.64557 -23.5454704)",0.002763326495731064,Rua Bento Freitas,,,,,,
60685811,60685812,0,230623952,True,2,residential,40,False,107.93599999999999,"LINESTRING (-46.6455476 -23.5447452, -46.6456291 -23.544743, -46.6465326 -23.5447191, -46.646606 -23.5447172)",0.021555086797681932,Rua General Jardim,,,,,,
60685812,60685813,0,230623952,True,2,residential,40,False,112.94299999999998,"LINESTRING (-46.646606 -23.5447172, -46.6466793 -23.5447153, -46.6476112 -23.5446907, -46.6477135 -23.544688)",0.022427546141198764,Rua General Jardim,,,,,,
60685812,60685804,0,409861329,True,2,tertiary,40,False,97.68299999999999,"LINESTRING (-46.646606 -23.5447172, -46.6466037 -23.5446445, -46.6465805 -23.5439217, -46.6465778 -23.5438391)",0.006038688058245041,Rua Rego Freitas,,,,,,
60685813,165455646,0,230628802,True,2,residential,40,False,21.338,"LINESTRING (-46.6477135 -23.544688, -46.6478211 -23.5446847, -46.6479227 -23.5446816)",0.030809053224231723,Rua General Jardim,,,,,,
60685813,60685805,0,230628806,True,3,secondary,50,False,97.274,"LINESTRING (-46.6477135 -23.544688, -46.6477115 -23.5446268, -46.6477035 -23.5443822, -46.6476877 -23.5439006, -46.6476847 -23.5438136)",0.009744671768787502,Rua Amaral Gurgel,,,,,,
60685814,60685815,0,476994771,False,,residential,,False,40.312,"LINESTRING (-46.6456025 -23.5460667, -46.6459899 -23.5459939)",0.0009771026957545292,Rua Epitácio Pessoa,,,,,,
60685814,60685771,0,8579726,True,,residential,,False,58.833999999999996,"LINESTRING (-46.6456025 -23.5460667, -46.6451612 -23.5461497, -46.6451253 -23.5461606, -46.645043 -23.5461913)",0.0020390720721371294,Rua Epitácio Pessoa,,,,,,
60685814,60685808,0,476994770,False,,residential,,True,66.389,"LINESTRING (-46.6456025 -23.5460667, -46.6455976 -23.545982, -46.6455747 -23.5455917, -46.64557 -23.5454704)",0.0008729488170117299,Rua Bento Freitas,,,,,,
60685815,60685814,0,476994771,False,,residential,,True,40.312,"LINESTRING (-46.6459899 -23.5459939, -46.6456025 -23.5460667)",0.0006933673215573821,Rua Epitácio Pessoa,,,,,,
60685815,60685816,0,405495015,True,,residential,,False,67.934,"LINESTRING (-46.6459899 -23.5459939, -46.6465564 -23.5458855, -46.6466427 -23.5458711)",0.0020293446530745885,Rua Epitácio Pessoa,,,,,,
60685816,60685809,0,454601630,True,2,tertiary,40,False,47.867,"LINESTRING (-46.6466427 -23.5458711, -46.6466315 -23.5455116, -46.6466293 -23.5454408)",0.004138175515947693,Rua Rego Freitas,,,,,,
60685818,60685761,0,"[476188876, 8579733]",True,,residential,30,False,101.275,"LINESTRING (-46.6428082 -23.5449097, -46.6427406 -23.5448593, -46.6423929 -23.5445629, -46.6426976 -23.5442827)",1.3540154682727095e-06,"['Rua Sete de Abril', 'Rua Gabus Mendes']",,,,,,
60685818,60685820,0,8841627,False,,residential,,False,120.45,"LINESTRING (-46.6428082 -23.5449097, -46.6425728 -23.5455929, -46.642455 -23.5459434)",0.0006544408096651429,Rua Basílio da Gama,,,,,,
60685818,60685760,0,8841627,False,,residential,,True,45.204,"LINESTRING (-46.6428082 -23.5449097, -46.6428385 -23.5448529, -46.6429325 -23.5447234, -46.6429622 -23.5446888, -46.6430751 -23.5445891)",0.0012854120178802256,Rua Basílio da Gama,,,,,,
60685820,60685818,0,8841627,False,,residential,,True,120.45,"LINESTRING (-46.642455 -23.5459434, -46.6425728 -23.5455929, -46.6428082 -23.5449097)",0.0006436086859189612,Rua Basílio da Gama,,,,,,
