osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0012690355329949238,0.031498983646978285,0.04294857711832198,0.00846016861871174,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0012690355329949238,0.029391291864039222,0.04556943401420558,0.00929389655564328,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.001692047377326565,0.032258775634719315,0.05053293606471211,0.012778809102123243,traffic_signals,,POINT (-46.6252641 -23.5533268)
20944550,-23.5372021,-46.6535506,4,0.001692047377326565,0.028430021483013043,0.01164825032322293,0.01566381653534886,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.001692047377326565,0.03007995291344059,0.01179684542042914,0.012883982816081265,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0021150592216582064,0.0309668613139594,0.0015728227049682623,0.014865617489540656,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0012690355329949238,0.030020409873507417,0.0008955862801493742,0.013601667790513194,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.001692047377326565,0.030134941501209073,0.002266361100271689,0.017105263658548985,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.0012690355329949238,0.03079540542824924,0.002093690526623529,0.009442994137140698,traffic_signals,,POINT (-46.6552234 -23.5477074)
25870857,-23.5593666,-46.6139407,3,0.0012690355329949238,0.0006345177664974619,0.0012319794806137769,0.006974427533051124,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0012690355329949238,0.031983474383274355,0.033458135787424424,0.009123130124323581,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0008460236886632825,0.0,0.0,0.006546781010555931,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.001692047377326565,0.030291436623453995,0.045691868465528064,0.011562895788701665,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0012690355329949238,0.03123987694124846,0.050428216416523,0.010660957530420938,,,POINT (-46.6256216 -23.5522727)
