osmid,y,x,street_count,dc,cc,nbc,com,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0014851485148514852,0.032545668006860255,0.041347263799863254,0.009896297858878148,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0014851485148514852,0.030153001894943417,0.04294824418521685,0.010875816787797197,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.0019801980198019802,0.033189897555637005,0.048611156941566896,0.014953922876918616,traffic_signals,,POINT (-46.6252641 -23.5533268)
20944550,-23.5372021,-46.6535506,4,0.0019801980198019802,0.028762691640664424,0.00966625268804928,0.014984747850400602,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.0019801980198019802,0.03117908974840936,0.01075921953091182,0.014814702748155705,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.0024752475247524753,0.03214421885110122,0.001897843926812563,0.016976748379918055,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0014851485148514852,0.0311205639965919,0.0010846762413560989,0.0144219057771959,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.0019801980198019802,0.030998672069460297,0.0016647473778614072,0.017551416382870864,traffic_signals,,POINT (-46.6531738 -23.5416139)
25870857,-23.5593666,-46.6139407,3,0.0009900990099009901,0.0,0.0,0.004456543349424788,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0014851485148514852,0.0329493663284914,0.03155172492405403,0.010675976861956125,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0009900990099009901,0.0,0.0,0.007661126254616609,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.0019801980198019802,0.03110496067963878,0.04308995118810403,0.013531045667637982,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0014851485148514852,0.032108262748741775,0.04848694640263286,0.012475587675095183,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0014851485148514852,0.029263369048408188,0.024660315040857635,0.009911347730077558,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0014851485148514852,0.041077097201165896,0.07420281602877414,0.008998922964952149,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0014851485148514852,0.042869945250025326,0.07420821032749078,0.010464873512836152,,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,3,0.0014851485148514852,0.04153037518056029,0.04808283934762299,0.011323202296660189,,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,3,0.0014851485148514852,0.03714081639716085,0.03084058615151059,0.012522825410022174,,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,3,0.0014851485148514852,0.044238691000422936,0.04707799891569047,0.012476113510842586,,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,4,0.0019801980198019802,0.04144088549089352,0.00819138335981087,0.017232154476689306,traffic_signals,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,4,0.0019801980198019802,0.04230693417795297,0.06845317275355321,0.02079002133559306,traffic_signals,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,3,0.0014851485148514852,0.03640472124368491,0.01943312806433282,0.012237251810239214,,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,3,0.0014851485148514852,0.03781115179720791,0.01943852236304947,0.014113847885652125,,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,4,0.0019801980198019802,0.03671748852307049,0.02449787557944714,0.017957245039598904,traffic_signals,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,4,0.0019801980198019802,0.03512416652411488,0.023208184666541874,0.016668015054033113,crossing,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,3,0.0014851485148514852,0.036205286505043136,0.015511451114330436,0.01237040261928153,,,POINT (-46.6252162 -23.5326836)
25875892,-23.5287456,-46.6312713,3,0.0014851485148514852,0.03739720401861678,0.000458788608642227,0.011851886927849959,,,POINT (-46.6312713 -23.5287456)
25927315,-23.5275121,-46.6314845,3,0.0009900990099009901,0.0,0.0,0.005982900977006265,,,POINT (-46.6314845 -23.5275121)
25927318,-23.5279337,-46.6312772,3,0.0009900990099009901,0.03827165110849282,0.0,0.009741622056329419,,,POINT (-46.6312772 -23.5279337)
25928248,-23.530254,-46.6317405,3,0.0014851485148514852,0.040491591162653405,0.0036827101464806866,0.011723782850177266,,,POINT (-46.6317405 -23.530254)
25928388,-23.534495,-46.6330324,3,0.0014851485148514852,0.040553921385432935,0.0037864481563433467,0.012115848716787662,,,POINT (-46.6330324 -23.534495)
25928438,-23.5352466,-46.6337902,3,0.0014851485148514852,0.03712146027372965,0.007594197295473387,0.010578327411585176,,,POINT (-46.6337902 -23.5352466)
25928439,-23.5352713,-46.6331286,3,0.0014851485148514852,0.0423004204082566,0.013445646518036817,0.010424605306032484,,,POINT (-46.6331286 -23.5352713)
25928614,-23.5353735,-46.6331395,3,0.0014851485148514852,0.0442061513357404,0.01345104081675346,0.010990411170936874,,,POINT (-46.6331395 -23.5353735)
25928755,-23.5414795,-46.634182,4,0.0019801980198019802,0.04223168303786613,0.10865819069965608,0.015332683848054831,,,POINT (-46.634182 -23.5414795)
25928842,-23.5468886,-46.6377089,3,0.0014851485148514852,0.036451641657721495,0.07587812973284734,0.010375935781815516,,,POINT (-46.6377089 -23.5468886)
25928939,-23.549578,-46.6385434,3,0.0014851485148514852,0.030530680306410114,0.028414386237773478,0.010315739447070395,,,POINT (-46.6385434 -23.549578)
25928961,-23.5481572,-46.6387749,3,0.0014851485148514852,0.03938619701123075,0.065600785176301,0.009857667728197154,,,POINT (-46.6387749 -23.5481572)
25928964,-23.5493388,-46.6387877,3,0.0014851485148514852,0.0378729541918351,0.03304834066945467,0.01025578019761795,,,POINT (-46.6387877 -23.5493388)
