u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,ebc,maxspeed,ref,bridge,tunnel,width,access,junction,est_width
140838867,2584006344,0,"[38630329, 781038729, 781038731]",True,2,Viaduto Doutor Plínio de Queiroz,primary,False,914.502,"LINESTRING (-46.6473807 -23.5521335, -46.6473792 -23.5521895, -46.64739 -23.5522436, -46.6474054 -23.5522796, -46.6474279 -23.5523177, -46.6475529 -23.5525341, -46.6476763 -23.5527787, -46.647949 -23.5532742, -46.6482369 -23.5537739, -46.648506 -23.5542786, -46.6487513 -23.5547128, -46.6487914 -23.554764, -46.648844 -23.5548282, -46.6489806 -23.5549834, -46.6490939 -23.5550961, -46.6491977 -23.5551884, -46.6494888 -23.5554274, -46.6498609 -23.5556939, -46.6500103 -23.5558071, -46.6501198 -23.55589, -46.6507743 -23.5563339, -46.6518498 -23.5570004, -46.6521133 -23.5571516, -46.6525365 -23.5574312, -46.6526518 -23.5575164, -46.6528818 -23.5576753, -46.6530085 -23.557785, -46.6531494 -23.557899, -46.6533283 -23.5579895)",0.02997125431218036,50,,yes,,,,,
140848383,2006973631,0,424210747,True,3,Rua Antônio Carlos,tertiary,False,119.62899999999999,"LINESTRING (-46.6582468 -23.5562592, -46.6583031 -23.5562103, -46.6583173 -23.5561979, -46.6590078 -23.5555932, -46.6590223 -23.5555805, -46.6590957 -23.5555163)",0.0024695160124510603,40,,,,,,,
140848383,444959814,0,799528117,False,3,Rua Augusta,secondary,True,109.481,"LINESTRING (-46.6582468 -23.5562592, -46.6581639 -23.5561813, -46.6576028 -23.5556542, -46.6575505 -23.5556051, -46.6574967 -23.5555545)",0.00459960534061067,50,,,,,,,
140848383,165467520,0,799528128,False,3,Rua Augusta,secondary,False,105.393,"LINESTRING (-46.6582468 -23.5562592, -46.6582941 -23.5563036, -46.6583408 -23.5563475, -46.6588379 -23.5568145, -46.6588996 -23.5568726, -46.6589689 -23.5569376)",0.0013495076289767119,50,,,,,,,
140848384,5623136100,0,943000088,False,4,Rua Augusta,secondary,True,136.132,"LINESTRING (-46.6567602 -23.5548625, -46.6563914 -23.5545383, -46.6558899 -23.5540733, -46.6558161 -23.553997)",0.007249497517546481,50,,,,,,,
140848384,444959814,0,943000089,False,3,Rua Augusta,secondary,False,107.502,"LINESTRING (-46.6567602 -23.5548625, -46.6568337 -23.5549316, -46.657346 -23.5554129, -46.657412 -23.5554749, -46.6574967 -23.5555545)",0.0047356551632069975,50,,,,,,,
140848388,396151766,0,211556987,False,4,Rua Augusta,secondary,False,317.826,"LINESTRING (-46.6525908 -23.552054, -46.6526397 -23.5520694, -46.65267 -23.5520802, -46.6528812 -23.5521554, -46.6533619 -23.5524044, -46.6539124 -23.5527136, -46.6542983 -23.5529269, -46.654454 -23.5530095, -46.6551145 -23.5533389, -46.6551924 -23.5534, -46.6552859 -23.5534754)",0.007573035114546965,50,,,,,,,
140848388,396151769,0,"[230593245, 943000087]",False,3,Rua Dona Antônia de Queirós,residential,False,159.94299999999998,"LINESTRING (-46.6525908 -23.552054, -46.6526227 -23.5519795, -46.6526274 -23.5519693, -46.6526933 -23.5518241, -46.6529045 -23.5513593, -46.6529327 -23.5512974, -46.6531601 -23.5508453, -46.6532157 -23.5507349)",0.003528258713352194,40,,,,,,,
140848388,140848390,0,936824210,False,4,Rua Augusta,secondary,True,326.398,"LINESTRING (-46.6525908 -23.552054, -46.6524734 -23.5520122, -46.6523162 -23.5519563, -46.6513791 -23.5516483, -46.6512423 -23.5516059, -46.6510371 -23.5515407, -46.6509403 -23.5515096, -46.6509318 -23.5515069, -46.6497009 -23.5511137, -46.6496753 -23.5511055, -46.649574 -23.5510705)",0.00911452955419927,50,,,,,,,
140848390,140848388,0,936824210,False,4,Rua Augusta,secondary,False,326.398,"LINESTRING (-46.649574 -23.5510705, -46.6496753 -23.5511055, -46.6497009 -23.5511137, -46.6509318 -23.5515069, -46.6509403 -23.5515096, -46.6510371 -23.5515407, -46.6512423 -23.5516059, -46.6513791 -23.5516483, -46.6523162 -23.5519563, -46.6524734 -23.5520122, -46.6525908 -23.552054)",0.010403610652387617,50,,,,,,,
140848390,4524492682,0,"[936824211, 936824212, 454680854]",False,"['3', '2']",Rua Augusta,secondary,True,166.29399999999998,"LINESTRING (-46.649574 -23.5510705, -46.6495035 -23.551046, -46.6493774 -23.5510106, -46.6491093 -23.5509242, -46.6488294 -23.5508393, -46.648333 -23.5506793, -46.6481999 -23.5506347, -46.6481169 -23.5506069, -46.6480327 -23.5505809)",0.009710321425841472,50,,,,,,,
140848390,148623754,0,936827829,False,,Rua Marquês de Paranaguá,residential,False,96.72200000000001,"LINESTRING (-46.649574 -23.5510705, -46.6495414 -23.5511638, -46.6494409 -23.5514286, -46.649261 -23.5518916)",0.00017482925891537472,50,,,,,,,
140857600,2441819550,0,424389521,True,2,Rua Major Sertório,tertiary,False,191.778,"LINESTRING (-46.652184 -23.5453063, -46.6520311 -23.5452831, -46.6503062 -23.5453481)",0.003373432329825866,40,,,,,,,
140857600,148564776,0,424394653,True,2,Rua Dona Veridiana,tertiary,False,87.474,"LINESTRING (-46.652184 -23.5453063, -46.6521139 -23.5451519, -46.6519266 -23.5446765, -46.6519119 -23.5446393, -46.651888 -23.5445682)",0.0009753787568021696,,,,,,,,
140857600,2098758068,0,935537752,True,2,Avenida Higienópolis,tertiary,False,172.64800000000002,"LINESTRING (-46.652184 -23.5453063, -46.6523458 -23.545241, -46.6536233 -23.5447921, -46.6537622 -23.5447433)",0.008337190799227472,,,,,,,,
142799348,2308420508,0,426696421,True,3,Alameda Santos,tertiary,False,89.554,"LINESTRING (-46.6546855 -23.5646443, -46.6546138 -23.564704, -46.6540348 -23.5651855)",0.0009441114349440536,40,,,,,,,
142799348,184038861,0,426696439,True,3,Rua Pamplona,residential,False,132.439,"LINESTRING (-46.6546855 -23.5646443, -46.6547617 -23.5647229, -46.6554636 -23.5654475, -46.6555483 -23.5655349)",0.0024285665721369876,,,,,,,,
142799349,1953466370,0,426696411,True,3,Alameda Campinas,residential,False,132.35399999999998,"LINESTRING (-46.6532027 -23.5658775, -46.6530919 -23.5657641, -46.652423 -23.5650797, -46.6523365 -23.5649907)",0.002238435210038399,40,,,,,,,
142799349,1990934599,0,426696421,True,3,Alameda Santos,tertiary,False,197.916,"LINESTRING (-46.6532027 -23.5658775, -46.6531197 -23.565945, -46.6527353 -23.5662577, -46.6526398 -23.5663367, -46.6518507 -23.5669894, -46.6517576 -23.5670664)",4.403894370626425e-05,40,,,,,,,
142799353,2397319383,0,"[183853700, 980390751]",False,5,Avenida Brigadeiro Luís Antônio,secondary,False,97.79899999999999,"LINESTRING (-46.6498851 -23.5686456, -46.6498153 -23.5685702, -46.6496439 -23.5683852, -46.6496312 -23.5683714, -46.6494032 -23.5681253, -46.6492641 -23.5679751)",0.000740418713718774,50,,,,,,,
142799353,856727250,0,425942439,True,3,Alameda Santos,tertiary,False,86.759,"LINESTRING (-46.6498851 -23.5686456, -46.6497244 -23.5687544, -46.6493008 -23.5690855, -46.6492357 -23.5691486)",0.0006496063676055838,40,,,,,,,
142799353,184038866,0,"[942733745, 183853709]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,True,132.837,"LINESTRING (-46.6498851 -23.5686456, -46.6499741 -23.5687461, -46.6501304 -23.5688926, -46.6507034 -23.5694297, -46.6507866 -23.5695077)",0.00035356562729671497,50,,,,,,,
142808168,184038866,0,255818924,False,4,Avenida Brigadeiro Luís Antônio,secondary,False,50.389,"LINESTRING (-46.6511336 -23.5698305, -46.6507866 -23.5695077)",0.0013485760563807772,50,,,,,,,
142808168,303857363,0,255818924,False,4,Avenida Brigadeiro Luís Antônio,secondary,True,56.793,"LINESTRING (-46.6511336 -23.5698305, -46.6511766 -23.5698708, -46.651452 -23.5701271, -46.6515245 -23.5701945)",0.0008556287977969272,50,,,,,,,
142808169,457566782,0,71958447,True,3,Rua São Carlos do Pinhal,tertiary,False,119.70400000000001,"LINESTRING (-46.6483057 -23.5664589, -46.6484229 -23.566361, -46.6484537 -23.5663353, -46.6491739 -23.5657339)",0.0023951856267725156,50,,,,,,,
142808169,10886806485,0,183853693,False,5,Avenida Brigadeiro Luís Antônio,secondary,False,131.698,"LINESTRING (-46.6483057 -23.5664589, -46.6482292 -23.5663507, -46.6479318 -23.5659297, -46.6478357 -23.5657959, -46.6476659 -23.565559, -46.6476025 -23.5654653)",0.003557257074687086,50,,,,,,,
142808169,1953466359,0,230628529,False,4,Avenida Brigadeiro Luís Antônio,secondary,True,140.915,"LINESTRING (-46.6483057 -23.5664589, -46.6483523 -23.566529, -46.6483601 -23.5665408, -46.6485913 -23.5668888, -46.6488383 -23.5673579, -46.6488901 -23.5674523, -46.6489481 -23.567579)",0.0036236702206782364,50,,,,,,,
142808171,457593092,0,72614063,True,,Rua dos Ingleses,residential,False,124.02099999999999,"LINESTRING (-46.6460486 -23.5635959, -46.6462414 -23.5634811, -46.646309 -23.5634352, -46.6463681 -23.5633854, -46.6464656 -23.5632942, -46.6465563 -23.5631577, -46.6466172 -23.5630417, -46.6466602 -23.5629247, -46.646709 -23.5627152)",0.0033603830712534755,40,,,,,,,
142808171,863898797,0,217333504,False,4,Avenida Brigadeiro Luís Antônio,secondary,False,37.67,"LINESTRING (-46.6460486 -23.5635959, -46.6459343 -23.5634628, -46.64582 -23.5633297)",0.001814587753946909,50,,,,,,,
142808171,457593059,0,"[944321956, 439765511]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,True,215.67899999999997,"LINESTRING (-46.6460486 -23.5635959, -46.6461484 -23.5637181, -46.6463673 -23.5639861, -46.6465411 -23.5641989, -46.6469138 -23.5646402, -46.64734 -23.5651323)",0.001436353460319121,50,,,,,,,
142808173,172016421,0,231341699,False,4,Avenida Brigadeiro Luís Antônio,secondary,True,45.038,"LINESTRING (-46.642687 -23.5596444, -46.6429597 -23.5599631)",0.000266580382698835,50,,,,,,,
142808173,4231075077,0,776772036,False,4,Avenida Brigadeiro Luís Antônio,secondary,False,23.135,"LINESTRING (-46.642687 -23.5596444, -46.6425469 -23.5594807)",0.005884917216120282,50,,,,,,,
142808175,60641200,0,"[425926841, 425926843, 197054869]",True,,Rua Humaitá,residential,False,92.172,"LINESTRING (-46.6415273 -23.5582907, -46.6414089 -23.5583748, -46.6408984 -23.5587678, -46.6408305 -23.5588189)",0.0021538907997810525,40,,,,,,,
142808175,4561913702,0,"[425926837, 197054862]",False,4,Avenida Brigadeiro Luís Antônio,secondary,False,159.76,"LINESTRING (-46.6415273 -23.5582907, -46.6414639 -23.558217, -46.6408867 -23.5575333, -46.6406195 -23.5572167, -46.6405937 -23.5571861, -46.6405674 -23.5571549)",0.0004211056376786359,50,,,,,,,
142808175,4231075077,0,"[425930849, 425926838]",False,3,Avenida Brigadeiro Luís Antônio,secondary,True,168.255,"LINESTRING (-46.6415273 -23.5582907, -46.6415698 -23.5583401, -46.6420994 -23.5589583, -46.6422673 -23.5591543, -46.6425469 -23.5594807)",0.005471756482970807,50,,,,,,,
142808179,4511071307,0,38508500,True,,Rua Aguiar de Barros,residential,False,99.155,"LINESTRING (-46.6387315 -23.5542615, -46.6387889 -23.5542344, -46.6394858 -23.5539073, -46.6395977 -23.5538557)",0.0016727340893369347,40,,,,,,,
142808179,2453626790,0,217333505,False,5,Avenida Brigadeiro Luís Antônio,secondary,False,180.81,"LINESTRING (-46.6387315 -23.5542615, -46.6387057 -23.5542158, -46.6383773 -23.5536311, -46.638284 -23.5534651, -46.6379193 -23.5528159)",0.0015470010363867995,50,,,,,,,
142808179,176013188,0,"[933595464, 251628555]",False,"['4', '5']",Avenida Brigadeiro Luís Antônio,secondary,True,167.327,"LINESTRING (-46.6387315 -23.5542615, -46.638784 -23.5543553, -46.6391279 -23.5549821, -46.6392507 -23.5552024, -46.639426 -23.5555152, -46.6394752 -23.555603)",0.005503227113358626,50,,,,,,,
148492009,457545317,0,38627952,True,2,Rua Joaquim Gustavo,tertiary,False,63.11,"LINESTRING (-46.6424253 -23.5420403, -46.6424733 -23.5419948, -46.642891 -23.5416667)",0.0019500558450370323,,,,,,,,
148492009,1539025070,0,237861715,True,3,Praça da República,secondary,False,82.62,"LINESTRING (-46.6424253 -23.5420403, -46.6424885 -23.5421028, -46.6429048 -23.5425039, -46.6429884 -23.5425744)",0.006575831097679077,,,,,,,,
148497417,457051443,0,231112921,True,3,Avenida São João,primary,False,114.546,"LINESTRING (-46.6514839 -23.535967, -46.6516058 -23.5358983, -46.6524411 -23.5354275)",0.02461831451892093,50,,,,,,,
148497417,1955005725,0,"[1031635505, 231112919]",True,,Alameda Nothmann,residential,False,20.616,"LINESTRING (-46.6514839 -23.535967, -46.6515668 -23.5360198, -46.6516499 -23.5360729)",0.005062086298302243,,,,,,,,
148497419,339681871,0,426255640,False,1,Rua Pirineus,residential,True,122.696,"LINESTRING (-46.6531074 -23.5350504, -46.653065 -23.5349882, -46.6530533 -23.5349477, -46.6528118 -23.5341123, -46.6528001 -23.5340718, -46.6527772 -23.5339925)",0.0035715905339588705,,,,,,,,
148497419,457052401,0,999084161,True,3,Praça Marechal Deodoro,primary,False,67.148,"LINESTRING (-46.6531074 -23.5350504, -46.6535217 -23.5348066, -46.6536617 -23.5347242)",0.02685449774322402,50,,,,,,,
148497420,148497421,0,"[231243360, 935492765]",True,3,Praça Marechal Deodoro,primary,False,174.072,"LINESTRING (-46.6551838 -23.5338704, -46.6552966 -23.533807, -46.6565819 -23.5330842, -46.6566399 -23.5330528)",0.04121527351717934,50,,,,,,,
148497420,260686438,0,231243365,True,,Rua Doutor Albuquerque Lins,residential,False,114.983,"LINESTRING (-46.6551838 -23.5338704, -46.6551448 -23.5338213, -46.6546089 -23.5331459, -46.6545203 -23.5330342)",0.004278667473350718,,,,,,,,
148497421,4505383463,0,231327696,True,,Rua Lopes de Oliveira,residential,False,23.143,"LINESTRING (-46.6566399 -23.5330528, -46.6567165 -23.5331404, -46.6567792 -23.5332171)",0.038556885697772124,,,,,,,,
148497421,457051436,0,231327697,True,3,Avenida General Olímpio da Silveira,primary,False,120.782,"LINESTRING (-46.6566399 -23.5330528, -46.656746 -23.5329947, -46.6572153 -23.5327376, -46.6574503 -23.5326088, -46.6575929 -23.5325307, -46.6576569 -23.5324956)",0.010198071145261342,50,,,,,,,
148497422,2474967258,0,"[606419267, 15807923]",True,2,Rua Mário de Andrade,tertiary,False,183.42600000000002,"LINESTRING (-46.6586425 -23.5319703, -46.6587657 -23.5317917, -46.6591243 -23.5313016, -46.6592447 -23.5311478, -46.6593309 -23.5310412, -46.6596725 -23.5306185)",0.007715306808383542,40,,,,,,,
148497422,457051394,0,38584382,True,2,Avenida General Olímpio da Silveira,primary,False,21.494,"LINESTRING (-46.6586425 -23.5319703, -46.6587402 -23.5319428, -46.6588132 -23.5319222, -46.6588444 -23.5319147)",0.00489477597793779,50,,,,,,,
148497422,260686514,0,38584384,True,2,Rua Conselheiro Brotero,residential,False,103.81,"LINESTRING (-46.6586425 -23.5319703, -46.6585889 -23.5318423, -46.6585211 -23.5316999, -46.6582737 -23.531202, -46.6582298 -23.5311171)",0.0009629645261779278,,,,,,,,
148564371,1849075711,0,448209709,True,2,Rua Marquês de Itu,residential,False,135.37099999999998,"LINESTRING (-46.6532573 -23.5436712, -46.6534772 -23.5436659, -46.654432 -23.5436428, -46.6544679 -23.5436419, -46.6545848 -23.5436391)",0.004187954318256774,,,,,,,,
148564371,148564768,0,448209710,True,2,Rua Sabará,tertiary,False,38.114999999999995,"LINESTRING (-46.6532573 -23.5436712, -46.6533215 -23.5438076, -46.6534055 -23.5439859)",0.0013828269070880264,,,,,,,,
148564382,158844840,0,424394652,True,2,Rua Dona Veridiana,tertiary,False,112.154,"LINESTRING (-46.6515987 -23.5437162, -46.6515769 -23.543646, -46.6515219 -23.5434695, -46.6513177 -23.5428656, -46.6512788 -23.5427512)",0.005021796834773137,,,,,,,,
148564382,148564371,0,810899017,True,2,Rua Marquês de Itu,tertiary,False,169.15,"LINESTRING (-46.6515987 -23.5437162, -46.651762 -23.5437118, -46.6531584 -23.5436739, -46.6532573 -23.5436712)",0.005000133204795045,40,,,,,,,
148564768,2098758068,0,448209710,True,2,Rua Sabará,tertiary,False,91.733,"LINESTRING (-46.6534055 -23.5439859, -46.6534686 -23.5441198, -46.6536893 -23.5445883, -46.6537622 -23.5447433)",0.0013194058801126762,,,,,,,,
148564768,148564776,0,542427434,True,2,Rua General Jardim,residential,False,167.858,"LINESTRING (-46.6534055 -23.5439859, -46.6532191 -23.5440599, -46.6520604 -23.5445202, -46.652025 -23.5445343, -46.6519873 -23.5445471, -46.6519411 -23.5445566, -46.651888 -23.5445682)",6.373637789549044e-05,,,,,,,,
148564774,2441819524,0,424389513,True,,Rua Doutor Cesário Mota Júnior,residential,False,97.39,"LINESTRING (-46.6489182 -23.544656, -46.6489175 -23.544431, -46.648896 -23.5438832, -46.6488913 -23.5437806)",0.002721521471372691,,,,,,,,
148564774,445798556,0,424394662,True,2,Rua General Jardim,residential,False,139.91100000000003,"LINESTRING (-46.6489182 -23.544656, -46.6489932 -23.5446543, -46.6490476 -23.5446528, -46.650184 -23.5446225, -46.6502901 -23.5446186)",0.005028341945467852,40,,,,,,,
148564776,148564382,0,810899016,True,2,Rua Dona Veridiana,tertiary,False,99.22899999999998,"LINESTRING (-46.651888 -23.5445682, -46.6518523 -23.5444712, -46.6516346 -23.5438316, -46.6515987 -23.5437162)",0.0033435452596759104,,,,,,,,
148623754,4524492682,0,"[14406786, 943001486, 589515206]",True,"['3', '2']","['Rua Caio Prado', 'Rua Frei Caneca']",residential,False,256.86999999999995,"LINESTRING (-46.649261 -23.5518916, -46.6487714 -23.5517252, -46.6485292 -23.5516434, -46.6482812 -23.5515616, -46.6479902 -23.5514774, -46.6478406 -23.5514301, -46.6477876 -23.5513932, -46.6477568 -23.5513526, -46.6477479 -23.5513075, -46.647954 -23.5507838, -46.6480005 -23.5506658, -46.6480327 -23.5505809)",0.006398524881071291,40,,,,,,,
148623754,140848390,0,936827829,False,,Rua Marquês de Paranaguá,residential,True,96.72200000000001,"LINESTRING (-46.649261 -23.5518916, -46.6494409 -23.5514286, -46.6495414 -23.5511638, -46.649574 -23.5510705)",0.0004002734693916111,50,,,,,,,
148632587,5541599625,0,"[15078594, 933888339]",True,1,,trunk_link,False,183.16000000000003,"LINESTRING (-46.6484746 -23.5390114, -46.6484686 -23.5391132, -46.6484565 -23.5391931, -46.6484414 -23.5392632, -46.6484075 -23.5393587, -46.648345 -23.5395204, -46.648261 -23.5397009, -46.6482141 -23.5398075, -46.6481923 -23.5398711, -46.6481658 -23.539964, -46.6481551 -23.540011, -46.6481437 -23.5401333, -46.6481464 -23.5402477, -46.6481574 -23.5403276, -46.6481651 -23.5403639, -46.6481796 -23.5404032, -46.6482268 -23.5404828, -46.6482684 -23.5405323, -46.6483117 -23.5405627)",0.0021350700213612424,,,yes,,,,,
148632587,2391088201,0,"[131681593, 453860213]",True,2,Elevado Presidente João Goulart,trunk,False,820.4229999999999,"LINESTRING (-46.6484746 -23.5390114, -46.6482938 -23.5394174, -46.6481931 -23.5396418, -46.6479159 -23.5402739, -46.64777 -23.5406036, -46.6477354 -23.5406833, -46.6477206 -23.540728, -46.6477111 -23.5407799, -46.6477042 -23.5408387, -46.6476967 -23.5408889, -46.6476955 -23.5409639, -46.6476989 -23.5410511, -46.6477108 -23.5411855, -46.6477643 -23.5417428, -46.6477659 -23.5417819, -46.6477959 -23.542455, -46.6478022 -23.5426601, -46.6478082 -23.5428545, -46.6478345 -23.5437006, -46.6478418 -23.5439743, -46.6478886 -23.5455876, -46.647908 -23.5458961, -46.6479042 -23.5461572, -46.6479028 -23.546249)",0.06200708676918179,50,,viaduct,,,,,
151236859,890711092,0,75437892,False,,Rua Visconde de Parnaíba,residential,False,149.41,"LINESTRING (-46.6124112 -23.5487203, -46.6124966 -23.5487688, -46.6136571 -23.5494281)",0.00027443413825078945,,,,,,,,
151236859,133480431,0,195984125,True,,Rua Doutor Almeida Lima,residential,False,149.963,"LINESTRING (-46.6124112 -23.5487203, -46.6123557 -23.5487952, -46.6116374 -23.549764, -46.6116272 -23.5497777, -46.6115842 -23.5498357)",0.0012295138187561581,,,,,,,,
151236859,151237565,0,251860468,False,,Rua Visconde de Parnaíba,residential,True,280.463,"LINESTRING (-46.6124112 -23.5487203, -46.6123367 -23.5486791, -46.6120189 -23.5485032, -46.6117509 -23.5483549, -46.6110602 -23.5479726, -46.6101468 -23.5474671, -46.6101236 -23.5474542, -46.6100558 -23.5474167)",3.6659544466135333e-06,40,,,,,,,
151236859,7508959593,0,802734368,False,,Rua Doutor Almeida Lima,residential,True,67.114,"LINESTRING (-46.6124112 -23.5487203, -46.6124527 -23.548664, -46.6127795 -23.54822)",0.00027443413825078945,,,,,,,,
151237565,4491518703,0,1039720792,True,,Rua Visconde de Parnaíba,tertiary,False,75.109,"LINESTRING (-46.6100558 -23.5474167, -46.609428 -23.5470631)",0.0019190680245046586,40,,,,,,,
151237565,151236859,0,251860468,False,,Rua Visconde de Parnaíba,residential,False,280.46299999999997,"LINESTRING (-46.6100558 -23.5474167, -46.6101236 -23.5474542, -46.6101468 -23.5474671, -46.6110602 -23.5479726, -46.6117509 -23.5483549, -46.6120189 -23.5485032, -46.6123367 -23.5486791, -46.6124112 -23.5487203)",0.0012322337204423554,40,,,,,,,
151237565,4491518707,0,253875436,False,,Rua Almirante Brasil,tertiary,True,71.523,"LINESTRING (-46.6100558 -23.5474167, -46.609982 -23.5475043, -46.6099691 -23.5475197, -46.6096271 -23.5479259)",2.4833884960930385e-06,40,,,,,,,
151237634,133481860,0,14049021,False,,Rua Frei Gaspar,residential,True,146.755,"LINESTRING (-46.6082953 -23.5495195, -46.6083697 -23.5495624, -46.6094279 -23.5501731, -46.6095137 -23.5502226)",0.0016839607739194847,,,,,,,,
151237634,890710791,0,253875435,True,,Rua Frei Gaspar,residential,False,82.152,"LINESTRING (-46.6082953 -23.5495195, -46.6082144 -23.549473, -46.6076123 -23.5491273)",0.001371697664873739,,,,,,,,
151237634,133480430,0,253875436,False,,Rua Almirante Brasil,tertiary,False,147.01600000000002,"LINESTRING (-46.6082953 -23.5495195, -46.608362 -23.5494394, -46.6086792 -23.5490584, -46.6090945 -23.5485594, -46.609113 -23.5485371, -46.6091702 -23.5484684)",0.004008609500587533,40,,,,,,,
151237701,133481379,0,167147469,True,2,Avenida Alcântara Machado,primary,False,155.279,"LINESTRING (-46.6074398 -23.5505419, -46.6087592 -23.5512399)",0.0020915124193340772,50,,,,,,,
151237701,151237634,0,15260142,True,2,Rua Almirante Brasil,tertiary,False,143.279,"LINESTRING (-46.6074398 -23.5505419, -46.6074783 -23.5504961, -46.6082316 -23.5495956, -46.6082953 -23.5495195)",0.006092238146918128,,,,,,,,
151239264,130010434,0,416452348,True,4,Rua da Figueira,primary,False,64.988,"LINESTRING (-46.6255187 -23.5514866, -46.6254281 -23.5512942, -46.6253167 -23.551041, -46.6252792 -23.5509451)",0.009545134237534034,,,,,,,,
151239889,130010434,0,710378680,True,2,Rua da Figueira,primary,False,22.203,"LINESTRING (-46.6251486 -23.5511049, -46.6252792 -23.5509451)",0.02488823405515784,50,,,,,yes,,
151239889,4171940002,0,710378681,True,3,Viaduto 31 de Março,primary,False,36.505,"LINESTRING (-46.6251486 -23.5511049, -46.6250899 -23.5508628, -46.6250705 -23.5507845)",0.01656733576473292,50,,,,,,,
151241233,133492789,0,"[946521336, 780159114, 15260400]",True,"['3', '2']",Viaduto 31 de Março,primary,False,169.76299999999998,"LINESTRING (-46.6270519 -23.5529605, -46.6270453 -23.5529706, -46.6269216 -23.553149, -46.626898 -23.5531807, -46.6267672 -23.5533563, -46.6266817 -23.5534372, -46.6265603 -23.553513, -46.6264382 -23.5535698, -46.6263159 -23.5536092, -46.6261891 -23.553627, -46.6260349 -23.5536202, -46.6258921 -23.553584, -46.6257238 -23.5535228)",0.006701988940230056,50,,yes,,,,,
151241987,151241233,0,15260500,True,2,Viaduto Therezinha Zerbini,primary,False,66.1,"LINESTRING (-46.6272139 -23.5523849, -46.6271098 -23.5527536, -46.6270519 -23.5529605)",0.004448297106114981,,,,,,,,
151241987,1420150299,0,35797465,True,3,Avenida do Estado,trunk_link,False,83.174,"LINESTRING (-46.6272139 -23.5523849, -46.6271258 -23.5524948, -46.6269886 -23.5526183, -46.6268488 -23.5527228, -46.6266053 -23.5528747)",0.026635543855264492,50,,,,,,,
151243285,8002929481,0,"[647497033, 131681595, 796505509]",True,"['3', '2']",Viaduto Vinte e Cinco de Março,primary,False,386.52000000000004,"LINESTRING (-46.627637 -23.5491642, -46.6273794 -23.5490186, -46.6268174 -23.5486781, -46.6253288 -23.5477092, -46.6250977 -23.5475593, -46.6245017 -23.547211)",0.012014766102020638,50,,yes,,,,,
151243285,151243812,0,"[934031944, 934031945, 25619250, 779584029]",True,"['3', '4', '2']",Viaduto Mercúrio,primary,False,338.257,"LINESTRING (-46.627637 -23.5491642, -46.6274089 -23.5489706, -46.6272533 -23.5487986, -46.6271285 -23.5486522, -46.627028 -23.5485011, -46.6269381 -23.5483166, -46.6268764 -23.5481237, -46.6268356 -23.5479408, -46.6266217 -23.5465667, -46.6265891 -23.546376)",0.007717897650388431,50,,yes,,,,,
151243812,6595269556,0,15260600,True,3,Avenida Mercúrio,primary,False,135.95799999999997,"LINESTRING (-46.6265891 -23.546376, -46.6265576 -23.5459995, -46.6265531 -23.5458195, -46.6265455 -23.5456486, -46.6265483 -23.5454387, -46.6266089 -23.5451601)",0.005638399482380436,50,,,,,,,
151243812,133484408,0,15260639,True,1,,primary_link,False,43.010000000000005,"LINESTRING (-46.6265891 -23.546376, -46.6264794 -23.546135, -46.6264452 -23.5460866, -46.6263973 -23.5460347)",0.0020798135189282222,,,,,,,,
151268804,2390039132,0,230913958,True,,Rua Padre Luís Alves de Siqueira,residential,False,44.607,"LINESTRING (-46.6554582 -23.5230969, -46.6555187 -23.5230195, -46.6555915 -23.5229235, -46.6556612 -23.5228375, -46.6556914 -23.5228079, -46.6557266 -23.5227821)",0.0008293056504030017,,,,,,,,
151268804,445160726,0,252601717,True,,Rua dos Americanos,residential,False,118.35499999999999,"LINESTRING (-46.6554582 -23.5230969, -46.6554597 -23.5230182, -46.6555198 -23.5221704, -46.6555358 -23.5220351)",0.002250462123308228,,,,,,,,
151268804,2390039108,0,252601720,True,4,Rua Norma Pieruccini Giannotti,primary,False,34.67,"LINESTRING (-46.6554582 -23.5230969, -46.6555662 -23.5230999, -46.6557981 -23.5231063)",0.0036707746487192054,50,,,,,,,
151272834,303852689,0,85796593,True,2,Alameda Casa Branca,residential,False,101.962,"LINESTRING (-46.6601068 -23.5661945, -46.6608022 -23.5668537)",0.0002883160170830137,,,,,,,,
151272834,151272836,0,426696435,True,,Rua José Maria Lisboa,residential,False,139.055,"LINESTRING (-46.6601068 -23.5661945, -46.6592312 -23.5669655, -46.659121 -23.567059)",0.0022375697728694967,,,,,,,,
151272836,2400595419,0,231355574,True,,Rua José Maria Lisboa,residential,False,14.312,"LINESTRING (-46.659121 -23.567059, -46.6590218 -23.5671501)",0.012244050009347392,,,,,,,,
151272836,2006965206,0,760078427,True,3,Avenida Nove de Julho,primary,False,233.506,"LINESTRING (-46.659121 -23.567059, -46.6591857 -23.5671274, -46.6594 -23.56735, -46.6596261 -23.5675847, -46.6598911 -23.5678599, -46.6605425 -23.5685363, -46.6605782 -23.5685728, -46.6606365 -23.5686339)",0.00130079927222072,50,,,,,,,
