osmid,y,x,highway,street_count,dc,cc,nbc,vul,com,eff,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,0.002185792349726776,0.036320760745059875,0.04937162255634247,0.0003732217842842794,0.017020554780558493,0.05804871178521051,,POINT (-45.9103038 -23.2191028)
876561059,-23.2185167,-45.9106397,,3,0.001639344262295082,0.03639093569182538,0.013584211883269961,0.0014218898011843404,0.014171730053082263,0.05804871178521051,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,0.002185792349726776,0.03602441254356702,0.002751959176234737,0.00022581978223593725,0.01464556925934882,0.05804871178521051,,POINT (-45.912146 -23.2262819)
878203514,-23.2291393,-45.9126734,,3,0.001639344262295082,0.03476119221877149,0.0022067061638985732,1.2014493188546887e-06,0.01031572269220935,0.05804871178521051,,POINT (-45.9126734 -23.2291393)
884411098,-23.2058738,-45.9061609,traffic_signals,5,0.00273224043715847,0.03681927802850494,0.05507066047287331,0.0009347997742201373,0.02384701179764076,0.05804871178521051,,POINT (-45.9061609 -23.2058738)
908437131,-23.2297286,-45.9127814,,4,0.001639344262295082,0.03358037712007223,0.0027400084252794245,0.0010227693110187472,0.008450457095976503,0.05804871178521051,,POINT (-45.9127814 -23.2297286)
908437293,-23.2295932,-45.913027,,3,0.000546448087431694,0.0,0.0,-0.00011049794950145199,0.0034488998928041115,0.05804871178521051,,POINT (-45.913027 -23.2295932)
934161191,-23.2238343,-45.8991355,,3,0.003278688524590164,0.04118667977013256,0.020055215636978242,0.0004998047539579572,0.011041014779819294,0.05804871178521051,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,0.003278688524590164,0.03938977937346909,0.0018147697627689222,6.234875421666049e-05,0.011091048847585817,0.05804871178521051,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,0.001639344262295082,0.042652175458412156,0.07173548718946379,0.001149914095637967,0.011253659172765077,0.05804871178521051,,POINT (-45.9009728 -23.2236371)
943022725,-23.218965,-45.9107462,,3,0.001639344262295082,0.03509468578720467,0.013581821733078904,0.0013566407269249025,0.014896624299729792,0.05804871178521051,,POINT (-45.9107462 -23.218965)
943022742,-23.226088,-45.9132971,,3,0.000546448087431694,0.03360941204166961,0.0,-0.00017963333562273233,0.003520999133469693,0.05804871178521051,,POINT (-45.9132971 -23.226088)
943022745,-23.2185257,-45.9102396,,4,0.002185792349726776,0.035185353510178825,0.040320568589340675,0.0007621767681966127,0.01715983975662428,0.05804871178521051,,POINT (-45.9102396 -23.2185257)
943022759,-23.2288143,-45.9132092,,3,0.001639344262295082,0.03357337258516523,0.0005347961052502636,-0.00013163704353511213,0.0068698740615298765,0.05804871178521051,,POINT (-45.9132092 -23.2288143)
943022798,-23.2262325,-45.9127171,,3,0.002185792349726776,0.03475914487354108,0.001075268817204301,0.0007949515636222023,0.008835111530767884,0.05804871178521051,,POINT (-45.9127171 -23.2262325)
945911418,-23.2251129,-45.9119206,traffic_signals,4,0.00273224043715847,0.03573069773119995,0.006670433353490454,0.00021793858880563602,0.016927229273937187,0.05804871178521051,,POINT (-45.9119206 -23.2251129)
945911423,-23.2246565,-45.9132916,,3,0.001639344262295082,0.034363801934682046,0.0006617347931176196,-6.96996994074827e-05,0.005949083247819238,0.05804871178521051,,POINT (-45.9132916 -23.2246565)
970047010,-23.2293837,-45.8844765,traffic_signals,4,0.003278688524590164,0.035565613452495703,0.03511957161728284,0.0008655135636137942,0.017024182837054525,0.05804871178521051,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,0.002185792349726776,0.03624937150973933,0.022631794491166354,0.0003362881205736013,0.013880112913754225,0.05804871178521051,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,0.003278688524590164,0.032779600890148274,0.009010655193875214,0.0005412277813922474,0.013314150190062483,0.05804871178521051,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,0.002185792349726776,0.036071385271452205,0.020728610750535732,0.00021196228161135904,0.01399786757871142,0.05804871178521051,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,0.003278688524590164,0.03719520595123295,0.02435650671515018,0.0005541097300752828,0.01906912962339962,0.05804871178521051,,POINT (-45.8858854 -23.2252522)
970353295,-23.2234026,-45.9123337,,3,0.002185792349726776,0.03654643003981192,0.008267822101531446,0.0008787241462248869,0.01223360260404443,0.05804871178521051,,POINT (-45.9123337 -23.2234026)
970353834,-23.2235225,-45.9116225,traffic_signals,4,0.002185792349726776,0.03789417840158145,0.008027142216297014,0.0018362749973835745,0.01861075469713093,0.05804871178521051,,POINT (-45.9116225 -23.2235225)
970354164,-23.2250279,-45.9126312,,3,0.00273224043715847,0.03560709939622888,0.005991172181639521,0.00018654235918359025,0.011351083314527093,0.05804871178521051,,POINT (-45.9126312 -23.2250279)
970387137,-23.2221904,-45.8891946,traffic_signals,4,0.002185792349726776,0.035803676507152445,0.01295604526305152,0.0004722085547923371,0.018384072430875472,0.05804871178521051,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,0.003278688524590164,0.032930805060610975,0.0025077504479442667,0.00042265306621224195,0.014065011656938018,0.05804871178521051,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,0.003278688524590164,0.03408396964633147,0.0018361374941609945,8.112002082044211e-05,0.016550732286376973,0.05804871178521051,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,0.004371584699453552,0.033321886648197706,0.0077387502049620594,0.0001339960314020115,0.025452115382046683,0.05804871178521051,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,0.003278688524590164,0.03263459049028033,0.0038985081199796497,0.00013898316826343869,0.014330351547543136,0.05804871178521051,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,0.00273224043715847,0.032925905736790315,0.006345670355450597,0.00010931800845089966,0.011698585755958313,0.05804871178521051,,POINT (-45.8873311 -23.2085438)
1102127950,-23.216962,-45.8831093,,3,0.003278688524590164,0.032038721761797444,0.0004977014949615921,-6.49776602684854e-05,0.011751373337649348,0.05804871178521051,,POINT (-45.8831093 -23.216962)
1102127952,-23.2166521,-45.882432,,3,0.003278688524590164,0.03125923486076182,0.0002416863063238841,-3.0221564771170305e-05,0.013297552480644783,0.05804871178521051,,POINT (-45.882432 -23.2166521)
1102127957,-23.2089926,-45.8878137,,3,0.003278688524590164,0.032769893449298294,0.005269762964990404,0.00010066654541852911,0.013495938771079886,0.05804871178521051,,POINT (-45.8878137 -23.2089926)
