osmid,y,x,highway,street_count,dc,cc,nbc,vul,com,eff,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,0.001304631441617743,0.0,0.0,-9.923477410007143e-05,0.007955275579411576,0.06095872659755642,,POINT (-45.9103038 -23.2191028)
884411098,-23.2058738,-45.9061609,traffic_signals,5,0.0032615786040443573,0.0363578772460533,0.05859430574711292,0.0012244948152896798,0.02845157120955774,0.06095872659755642,,POINT (-45.9061609 -23.2058738)
934161191,-23.2238343,-45.8991355,,3,0.003913894324853229,0.04178128030781082,0.021378079093415655,0.0006299216567050677,0.013178681567190114,0.06095872659755642,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,0.003913894324853229,0.039884233109059634,0.0022537572265362506,6.344949663744106e-05,0.013238403058126279,0.06095872659755642,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,0.0019569471624266144,0.04318945967626758,0.09134472845617661,0.0014534188151278718,0.013432465039184568,0.06095872659755642,,POINT (-45.9009728 -23.2236371)
943022745,-23.2185257,-45.9102396,,4,0.0019569471624266144,0.02472243182392601,0.010791761933185507,0.0006732642076428459,0.011411076435372232,0.06095872659755642,,POINT (-45.9102396 -23.2185257)
970047010,-23.2293837,-45.8844765,traffic_signals,4,0.003913894324853229,0.03745276084981278,0.042645896518883716,0.0011219075958567646,0.020320259957090137,0.06095872659755642,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,0.002609262883235486,0.037386422457619285,0.02606587977154298,0.00042049152500736803,0.016567460864318533,0.06095872659755642,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,0.003913894324853229,0.03447538128019026,0.010575542649037482,0.0007130262559065106,0.015891922418825855,0.06095872659755642,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,0.002609262883235486,0.037627305766295215,0.02674362793062229,0.00028966374303534187,0.01670801534329892,0.06095872659755642,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,0.003913894324853229,0.03880223266781643,0.03027983989894369,0.0007324556457324644,0.022761131903810006,0.06095872659755642,,POINT (-45.8858854 -23.2252522)
970387137,-23.2221904,-45.8891946,traffic_signals,4,0.002609262883235486,0.03723848616390136,0.014991134722238633,0.0005804665480966634,0.02194343977895318,0.06095872659755642,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,0.003913894324853229,0.033856815204516826,0.0029567276104743535,0.00045625064861116115,0.016786547322032584,0.06095872659755642,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,0.003913894324853229,0.0351386847299542,0.00223190182656973,8.716542210625026e-05,0.019755140992811587,0.06095872659755642,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,0.005218525766470972,0.0343463530504699,0.009570595583141462,0.0001585332018150202,0.030379925668223798,0.06095872659755642,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,0.003913894324853229,0.03338179018831735,0.004739784160327618,0.00014225283218235958,0.017104842308334787,0.06095872659755642,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,0.0032615786040443573,0.03378095513112429,0.007568575252456403,0.00013077794739279602,0.013963321103367659,0.06095872659755642,,POINT (-45.8873311 -23.2085438)
