osmid,y,x,highway,street_count,dc,cc,nbc,vul,com,eff,ref,geometry
884411098,-23.2058738,-45.9061609,traffic_signals,5,0.0037764350453172203,0.03397355960965663,0.05417913109072659,0.001253275576393344,0.0315580087864364,0.06361289153188195,,POINT (-45.9061609 -23.2058738)
934161191,-23.2238343,-45.8991355,,3,0.004531722054380665,0.0419842799880628,0.02231218588637511,0.000735050392617462,0.01525743171411806,0.06361289153188195,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,0.004531722054380665,0.04008377913444916,0.002689682648649927,7.097919820419486e-05,0.015326573700043703,0.06361289153188195,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,0.0022658610271903325,0.043237477206382074,0.0801528525948728,0.0017673070678794348,0.015551212609754736,0.06361289153188195,,POINT (-45.9009728 -23.2236371)
970047010,-23.2293837,-45.8844765,traffic_signals,4,0.004531722054380665,0.038959573768345086,0.04749620252788263,0.0013915029118385777,0.023525493397020585,0.06361289153188195,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,0.0030211480362537764,0.03806132600132886,0.03305877019877228,0.0004880418767188977,0.01918030041057031,0.06361289153188195,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,0.004531722054380665,0.03570859391728879,0.011916468797884517,0.0008758756750771996,0.01839864753156257,0.06361289153188195,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,0.0030211480362537764,0.0393733730937921,0.03193110840709639,0.00038055279558086305,0.019343468329524854,0.06361289153188195,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,0.004531722054380665,0.04063100239846119,0.035158891368458685,0.0009284062134800169,0.026351378370144757,0.06361289153188195,,POINT (-45.8858854 -23.2252522)
970387137,-23.2221904,-45.8891946,traffic_signals,4,0.0030211480362537764,0.0391274662574945,0.017894156841033605,0.000721685482472989,0.025404706883505622,0.06361289153188195,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,0.004531722054380665,0.034472689684533694,0.0036691651559807572,0.0004739481887217257,0.019434143804563455,0.06361289153188195,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,0.004531722054380665,0.03586087155019308,0.002584414889013149,8.06357766415436e-05,0.022871234582108785,0.06361289153188195,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,0.006042296072507553,0.03498182064782361,0.01112941119743103,0.00017193670051525851,0.035171927764546286,0.06361289153188195,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,0.004531722054380665,0.03388077583591332,0.005716748592361443,0.00012952495640533996,0.01980288590970862,0.06361289153188195,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,0.0037764350453172203,0.03389727442819355,0.008554621955485422,0.00012059123280705612,0.016165836480253173,0.06361289153188195,,POINT (-45.8873311 -23.2085438)
