osmid,y,x,highway,street_count,dc,cc,nbc,vul,com,eff,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,0.002302820955670697,0.03604155318541298,0.04029307347432011,0.0003483472852008374,0.01783980586688742,0.05914947101446713,,POINT (-45.9103038 -23.2191028)
876561059,-23.2185167,-45.9106397,,3,0.0017271157167530226,0.036162262795260414,0.012915823729122904,0.001232870819192936,0.014841047608593288,0.05914947101446713,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,0.0011514104778353484,0.03253943745236439,0.0,-0.00021036037048638158,0.00611902214306075,0.05914947101446713,,POINT (-45.912146 -23.2262819)
884411098,-23.2058738,-45.9061609,traffic_signals,5,0.0028785261945883708,0.03672810415793561,0.05311113948606675,0.000990346888418366,0.025122661633379385,0.05914947101446713,,POINT (-45.9061609 -23.2058738)
934161191,-23.2238343,-45.8991355,,3,0.003454231433506045,0.041488126184700956,0.020704171251174477,0.0005259219295017887,0.011631817044035762,0.05914947101446713,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,0.003454231433506045,0.03965476073748109,0.0019475309201390162,5.944397401856757e-05,0.011684528440608922,0.05914947101446713,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,0.0017271157167530226,0.04292575977646076,0.07310595508631793,0.0012241248760282075,0.011855837617596579,0.05914947101446713,,POINT (-45.9009728 -23.2236371)
943022725,-23.218965,-45.9107462,,3,0.0017271157167530226,0.03487952820150581,0.012919803258424173,0.0009596494930734426,0.015239664435861344,0.05914947101446713,,POINT (-45.9107462 -23.218965)
943022745,-23.2185257,-45.9102396,,4,0.002302820955670697,0.03492975856583081,0.031916155356720245,0.0007696451886416366,0.018048510357524562,0.05914947101446713,,POINT (-45.9102396 -23.2185257)
945911418,-23.2251129,-45.9119206,traffic_signals,4,0.0017271157167530226,0.034800472482681824,0.0022573879961478157,-8.62246734464596e-06,0.012254281437925809,0.05914947101446713,,POINT (-45.9119206 -23.2251129)
970047010,-23.2293837,-45.8844765,traffic_signals,4,0.003454231433506045,0.03637052096413456,0.03740759527776996,0.0009311751815203883,0.01793514313844427,0.05914947101446713,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,0.002302820955670697,0.03679674425409287,0.023744274205940975,0.0003590809394299035,0.014622834719251453,0.05914947101446713,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,0.003454231433506045,0.033443029437976377,0.009480938362922218,0.0005861823732139907,0.014026587455698725,0.05914947101446713,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,0.002302820955670697,0.03682751347074756,0.02238498586916973,0.00023008610173651947,0.014746890412324862,0.05914947101446713,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,0.003454231433506045,0.03798777742338505,0.026026729130360624,0.0005984203481832668,0.020089514580232844,0.05914947101446713,,POINT (-45.8858854 -23.2252522)
970353295,-23.2234026,-45.9123337,,3,0.0017271157167530226,0.03618330248418498,0.0011315128313289771,0.001829229610132781,0.007493640104161514,0.05914947101446713,,POINT (-45.9123337 -23.2234026)
970353834,-23.2235225,-45.9116225,traffic_signals,4,0.002302820955670697,0.03743461923557053,0.00610305035342642,0.003675531472986409,0.017590429403029843,0.05914947101446713,,POINT (-45.9116225 -23.2235225)
970387137,-23.2221904,-45.8891946,traffic_signals,4,0.002302820955670697,0.03646561765256895,0.013846207666875807,0.0005026406035149815,0.019367800127119084,0.05914947101446713,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,0.003454231433506045,0.033364357213066964,0.0026303628187122835,0.00043635954316431326,0.014817627335491518,0.05914947101446713,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,0.003454231433506045,0.03454974240637183,0.001975595069655159,8.214277664965317e-05,0.017436358352324866,0.05914947101446713,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,0.004605641911341394,0.033773046013735555,0.008310995654323505,0.00013964842084374885,0.026814052511200465,0.05914947101446713,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,0.003454231433506045,0.0330539880345365,0.004146844658178296,0.00014026536566886876,0.015097165525508311,0.05914947101446713,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,0.0028785261945883708,0.03336901388054097,0.006683100648450706,0.00011227382497969399,0.012324574521913031,0.05914947101446713,,POINT (-45.8873311 -23.2085438)
1102127950,-23.216962,-45.8831093,,3,0.003454231433506045,0.0324590675361647,0.0005248663825276883,-7.082465730039415e-05,0.012380186755601806,0.05914947101446713,,POINT (-45.8831093 -23.216962)
1102127952,-23.2166521,-45.882432,,3,0.003454231433506045,0.03166378814047208,0.00026855720351428344,-3.1505297695924475e-05,0.014009101606479045,0.05914947101446713,,POINT (-45.882432 -23.2166521)
