osmid,y,x,street_count,dc,cc,nbc,vul,com,eff,highway,ref,geometry
934161191,-23.2238343,-45.8991355,3,0.006472491909385113,0.0420466557162928,0.02426681387645935,0.0010596826913269934,0.02178458717421361,0.07217409174988998,,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,3,0.006472491909385113,0.04009709876986202,0.004036888560745221,5.771279390534942e-05,0.02188330833940846,0.07217409174988998,,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,3,0.0032362459546925564,0.04286213215860981,0.0732452881841601,0.002462956260029097,0.022204036119601797,0.07217409174988998,,,POINT (-45.9009728 -23.2236371)
970047010,-23.2293837,-45.8844765,4,0.006472491909385113,0.04320350412553296,0.05959848423192838,0.0022534092196496423,0.033588965279557216,0.07217409174988998,traffic_signals,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,3,0.002157497303128371,0.03416280030144789,0.04819879649264858,0.0008192381958657235,0.014956293729637004,0.07217409174988998,,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,3,0.006472491909385113,0.03932694453306211,0.016276202488219958,0.0013175669227836028,0.026258521459229134,0.07217409174988998,traffic_signals,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,3,0.004314994606256742,0.044209512900682965,0.0570253589323865,0.0006345254725748227,0.027618637412888416,0.07217409174988998,,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,4,0.006472491909385113,0.0459329716704957,0.062496032891773884,0.0015349614727414099,0.037624543227837336,0.07217409174988998,,,POINT (-45.8858854 -23.2252522)
970387137,-23.2221904,-45.8891946,4,0.004314994606256742,0.04493480478571918,0.025741917241054582,0.0012041527734266877,0.03627288428948011,0.07217409174988998,traffic_signals,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,3,0.006472491909385113,0.03577044428240581,0.015828750162132168,0.0005464630789782227,0.0277476577260215,0.07217409174988998,,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,3,0.006472491909385113,0.03841371020238678,0.004459354749408492,7.079089025921695e-05,0.03265558710703475,0.07217409174988998,,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,4,0.008629989212513484,0.03722242818568397,0.020754337618764593,0.00023539663104366767,0.05021853638362989,0.07217409174988998,,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,3,0.006472491909385113,0.033587285130721505,0.018876398461168037,9.829180660321098e-05,0.028274520160456,0.07217409174988998,,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,3,0.005393743257820927,0.03154531212790972,0.018009882748725718,0.00012184735986996009,0.023076672525342855,0.07217409174988998,,,POINT (-45.8873311 -23.2085438)
