osmid,y,x,highway,street_count,dc,cc,nbc,vul,geometry
42423020,40.7460792,-73.9749383,traffic_signals,5,0.00784313725490196,0.08786015117284467,0.01904100943837474,-0.00011608261978919064,POINT (-73.9749383 40.7460792)
42426816,40.7472955,-73.9758273,traffic_signals,4,0.01568627450980392,0.008963585434173669,0.008046050239195213,0.0006285916423394976,POINT (-73.9758273 40.7472955)
42427369,40.7396792,-73.9909583,traffic_signals,4,0.00784313725490196,0.05912518853695325,0.0,-0.002759403349360694,POINT (-73.9909583 40.7396792)
42427371,40.7410305,-73.9941671,traffic_signals,4,0.01568627450980392,0.0523770924524145,0.01154495393958108,0.0016759245823461195,POINT (-73.9941671 40.7410305)
42427374,40.742228,-73.997007,traffic_signals,4,0.00784313725490196,0.055234237670028885,0.00787041325716638,-0.0030717565848562807,POINT (-73.997007 40.742228)
42427423,40.7435682,-73.9923179,traffic_signals,4,0.01568627450980392,0.06579567113130205,0.051809205821711515,0.00013321164281667293,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,traffic_signals,4,0.011764705882352941,0.06737462369731094,0.0200511030781637,-0.0007211852826791018,POINT (-73.9951595 40.744765)
42427786,40.745301,-73.986846,traffic_signals,4,0.01568627450980392,0.09804077186430127,0.07462705566669756,0.00218209635916228,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,traffic_signals,4,0.01568627450980392,0.09218759145449223,0.02330486633950082,0.0009823226551342675,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,traffic_signals,4,0.01568627450980392,0.08848952188325186,0.05447796446865101,0.0018632410348106835,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,traffic_signals,4,0.01568627450980392,0.08919232675019466,0.057517829792402365,0.0006847312665134578,POINT (-73.9929242 40.7478717)
42427812,40.7490537,-73.9957298,traffic_signals,4,0.011764705882352941,0.08229938211127222,0.02263163387978328,4.163860286315255e-05,POINT (-73.9957298 40.7490537)
42428198,40.7406183,-73.9894381,traffic_signals,4,0.00784313725490196,0.07090982178748492,0.0,-0.001447161875921213,POINT (-73.9894381 40.7406183)
42428201,40.7413643,-73.9891378,traffic_signals,4,0.023529411764705882,0.0752781063674708,0.052592851341149716,0.005566020229156717,POINT (-73.9891378 40.7413643)
42428206,40.7422186,-73.9891071,traffic_signals,3,0.011764705882352941,0.06735625547929096,0.0019607843137254906,-0.001070854352533964,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,traffic_signals,3,0.011764705882352941,0.06787438052143935,0.010619628428799342,-0.0009097066015207363,POINT (-73.9891631 40.7430428)
42428220,40.7445363,-73.9888917,traffic_signals,3,0.011764705882352941,0.08432175600615673,0.015815463024025454,0.00014589589050111065,POINT (-73.9888917 40.7445363)
42428223,40.7452886,-73.9887531,traffic_signals,4,0.01568627450980392,0.08848952188325186,0.014920187147511707,0.0007101743997789753,POINT (-73.9887531 40.7452886)
42428227,40.7467961,-73.9884727,traffic_signals,4,0.01568627450980392,0.09502413273001509,0.020373630733077897,0.0011399295265315126,POINT (-73.9884727 40.7467961)
42428232,40.7475458,-73.9883326,traffic_signals,4,0.01568627450980392,0.09796302343300523,0.020605220634043468,0.0012355657256808328,POINT (-73.9883326 40.7475458)
42428253,40.7506824,-73.9878205,traffic_signals,3,0.011764705882352941,0.10047285282555478,0.008390655777756283,0.00045089532742592474,POINT (-73.9878205 40.7506824)
