osmid,y,x,highway,street_count,dc,cc,nbc,vul,geometry
42422899,40.7456883,-73.9721236,traffic_signals,4,0.007792207792207792,0.06913126611119855,0.012208629286689117,0.00021135078775250303,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,traffic_signals,5,0.012987012987012988,0.07918472060483896,0.06049246019042577,0.005293183739008705,POINT (-73.9749383 40.7460792)
42423774,40.738339,-73.9738156,,3,0.0025974025974025974,0.06293246239279698,0.0,-0.0007725002908201088,POINT (-73.9738156 40.738339)
42423885,40.7577433,-73.9968456,traffic_signals,4,0.005194805194805195,0.06602029787536487,0.0,-0.0008651496059850809,POINT (-73.9968456 40.7577433)
42426816,40.7472955,-73.9758273,traffic_signals,4,0.01038961038961039,0.06176773696745293,0.009053904977908046,0.0006480090152051972,POINT (-73.9758273 40.7472955)
42427369,40.7396792,-73.9909583,traffic_signals,4,0.01038961038961039,0.05358657975322075,0.011329758999909532,-0.0007823581152661186,POINT (-73.9909583 40.7396792)
42427371,40.7410305,-73.9941671,traffic_signals,4,0.01038961038961039,0.048710298521302306,0.03359465426138758,-0.0007559313877870557,POINT (-73.9941671 40.7410305)
42427374,40.742228,-73.997007,traffic_signals,4,0.007792207792207792,0.05095747837399858,0.009517706079843504,-0.0009274787592841223,POINT (-73.997007 40.742228)
42427423,40.7435682,-73.9923179,traffic_signals,4,0.01038961038961039,0.05943588355614321,0.055374702170698904,0.00036434893398496084,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,traffic_signals,4,0.01038961038961039,0.06024894585933547,0.02101913667159991,-9.16368050314434e-05,POINT (-73.9951595 40.744765)
42427427,40.7459612,-73.998,traffic_signals,4,0.007792207792207792,0.05286199670885177,0.005584777855071533,-0.000742392491978728,POINT (-73.998 40.7459612)
42427786,40.745301,-73.986846,traffic_signals,4,0.01038961038961039,0.08186768525592056,0.06492255227196331,0.0015230992367992987,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,traffic_signals,4,0.01038961038961039,0.07785582061706475,0.01845674240147103,0.0006997186860347274,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,traffic_signals,4,0.01038961038961039,0.07545817877633103,0.045646421491731766,0.0012840719990392683,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,traffic_signals,4,0.01038961038961039,0.07643621756099787,0.05842092693704731,0.0006989965986485382,POINT (-73.9929242 40.7478717)
42427812,40.7490537,-73.9957298,traffic_signals,4,0.01038961038961039,0.07140112093939305,0.038184280225723455,0.0009163835379814775,POINT (-73.9957298 40.7490537)
42428179,40.7384929,-73.9899534,traffic_signals,4,0.005194805194805195,0.05314459482780851,0.007913520865823316,-0.0013517159419718181,POINT (-73.9899534 40.7384929)
42428183,40.7391754,-73.9897504,traffic_signals,4,0.01038961038961039,0.05624598485898195,0.008577669909102439,-0.0003271193600621442,POINT (-73.9897504 40.7391754)
42428192,40.7398661,-73.9895652,traffic_signals,4,0.01038961038961039,0.0590425356079522,0.02833709440594739,-3.490521180624013e-05,POINT (-73.9895652 40.7398661)
42428198,40.7406183,-73.9894381,traffic_signals,4,0.01038961038961039,0.06254496896236965,0.03406124950533922,0.0013600519590993793,POINT (-73.9894381 40.7406183)
42428201,40.7413643,-73.9891378,traffic_signals,4,0.015584415584415584,0.06621078255711939,0.05903145689493064,0.003876620859634331,POINT (-73.9891378 40.7413643)
42428206,40.7422186,-73.9891071,traffic_signals,3,0.007792207792207792,0.06025938038407729,0.0019763321448917543,-0.00040583670153116163,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,traffic_signals,3,0.007792207792207792,0.059517219010889896,0.006678278318903319,-0.0003624474917674702,POINT (-73.9891631 40.7430428)
42428220,40.7445363,-73.9888917,traffic_signals,3,0.007792207792207792,0.07230624736859151,0.012595519015436608,0.00018458918020785927,POINT (-73.9888917 40.7445363)
