osmid,y,x,highway,street_count,dc,cc,nbc,vul,geometry
42423020,40.7460792,-73.9749383,traffic_signals,5,0.00975609756097561,0.08830699562406878,0.017436089107595924,-0.0006602911960965026,POINT (-73.9749383 40.7460792)
42427423,40.7435682,-73.9923179,traffic_signals,4,0.01951219512195122,0.06570874871239764,0.04739837398373984,-0.00038157710194692976,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,traffic_signals,4,0.014634146341463414,0.06819845613017793,0.017006856512451443,-0.0017672261831338453,POINT (-73.9951595 40.744765)
42427786,40.745301,-73.986846,traffic_signals,4,0.01951219512195122,0.10407610198550965,0.06798188395816432,0.002709536047174641,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,traffic_signals,4,0.01951219512195122,0.0975506078121355,0.025822587094969054,0.0012267263106683075,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,traffic_signals,4,0.01951219512195122,0.09314573511031914,0.06865990211980118,0.0022215032199340754,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,traffic_signals,4,0.01951219512195122,0.09366849178695867,0.04967792733661664,0.0018105714926564215,POINT (-73.9929242 40.7478717)
42427812,40.7490537,-73.9957298,traffic_signals,4,0.00975609756097561,0.08535111292535519,0.007344903759092651,-0.0017119080868484716,POINT (-73.9957298 40.7490537)
42428201,40.7413643,-73.9891378,traffic_signals,4,0.014634146341463414,0.07605229656273364,0.020044793415812535,-0.0004291913945902514,POINT (-73.9891378 40.7413643)
42428206,40.7422186,-73.9891071,traffic_signals,3,0.014634146341463414,0.06797121210753018,0.0009253945480631276,-0.0019670047908647036,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,traffic_signals,3,0.014634146341463414,0.06948911578442052,0.01677427068388331,-0.0015148472236195519,POINT (-73.9891631 40.7430428)
42428220,40.7445363,-73.9888917,traffic_signals,3,0.014634146341463414,0.08767442402217718,0.015165720818221871,-0.00010525847630598497,POINT (-73.9888917 40.7445363)
42428223,40.7452886,-73.9887531,traffic_signals,4,0.01951219512195122,0.09314573511031914,0.01590593093765395,0.0007184358612462213,POINT (-73.9887531 40.7452886)
42428227,40.7467961,-73.9884727,traffic_signals,4,0.01951219512195122,0.10126323436427966,0.02284986398202529,0.0014678229429973947,POINT (-73.9884727 40.7467961)
42428232,40.7475458,-73.9883326,traffic_signals,4,0.01951219512195122,0.10443131052470933,0.022091714330327365,0.0014847481888914374,POINT (-73.9883326 40.7475458)
42428253,40.7506824,-73.9878205,traffic_signals,3,0.014634146341463414,0.10539049592562515,0.010851350888400434,0.0005486023588670187,POINT (-73.9878205 40.7506824)
42428258,40.751444,-73.9876732,traffic_signals,4,0.01951219512195122,0.09043854379430494,0.020876181968123804,0.0009464757107492336,POINT (-73.9876732 40.751444)
42428264,40.7521844,-73.9875229,traffic_signals,4,0.01951219512195122,0.098019350722071,0.027401843103498805,0.0008688696674518826,POINT (-73.9875229 40.7521844)
42428268,40.7528837,-73.9873365,traffic_signals,4,0.01951219512195122,0.08479918886948684,0.020362438826845193,0.0004841649017050193,POINT (-73.9873365 40.7528837)
42428272,40.7536222,-73.9870696,traffic_signals,3,0.014634146341463414,0.09061709965569546,0.022778777349648404,2.266699791291462e-05,POINT (-73.9870696 40.7536222)
42428277,40.7543353,-73.9868976,traffic_signals,3,0.014634146341463414,0.0711866009703137,0.007339277174284348,0.00016169558869519687,POINT (-73.9868976 40.7543353)
42428283,40.7550539,-73.9866712,traffic_signals,4,0.00975609756097561,0.07675177420670527,0.006107808977249437,-0.0017787822443581123,POINT (-73.9866712 40.7550539)
42429874,40.743451,-73.988194,traffic_signals,4,0.01951219512195122,0.08822212585412735,0.10065618813660884,0.012748367854371213,POINT (-73.988194 40.743451)
42429876,40.7427711,-73.9865977,traffic_signals,4,0.01951219512195122,0.08152319889095871,0.06726250947748015,0.0041806536330701765,POINT (-73.9865977 40.7427711)
42429888,40.7420643,-73.9849234,traffic_signals,4,0.01951219512195122,0.0802755766954259,0.023007344670190808,0.0006836551273631776,POINT (-73.9849234 40.7420643)
42429890,40.7414058,-73.9833636,traffic_signals,4,0.00975609756097561,0.08232925205417167,0.0,-0.0014777841786235294,POINT (-73.9833636 40.7414058)
42430265,40.7416174,-73.9937398,traffic_signals,4,0.004878048780487805,0.0,0.0,-0.004015481714998481,POINT (-73.9937398 40.7416174)
42430269,40.7422328,-73.9932916,traffic_signals,4,0.01951219512195122,0.05784191679345905,0.009549657261278491,0.0027084321595282385,POINT (-73.9932916 40.7422328)
42430271,40.7429103,-73.9927979,traffic_signals,4,0.029268292682926828,0.0681225394814245,0.041851743838257946,-0.0014432710410695673,POINT (-73.9927979 40.7429103)
42430274,40.744186,-73.991871,traffic_signals,4,0.01951219512195122,0.06804679166139327,0.06713295074127212,0.0017669558842559802,POINT (-73.991871 40.744186)
42430277,40.7448072,-73.9914152,traffic_signals,4,0.01951219512195122,0.07340673486702878,0.08530239368474661,0.005229087388631947,POINT (-73.9914152 40.7448072)
42430279,40.745421,-73.990968,traffic_signals,4,0.01951219512195122,0.0831101149399905,0.055795034514250046,0.00193077782848096,POINT (-73.990968 40.745421)
42430282,40.746038,-73.990518,traffic_signals,4,0.01951219512195122,0.08398455805235087,0.05864759794718237,0.001774029070871082,POINT (-73.990518 40.746038)
42430288,40.747277,-73.989617,traffic_signals,4,0.01951219512195122,0.09366849178695867,0.07881786087059296,0.0025190798658226744,POINT (-73.989617 40.747277)
42430292,40.7478958,-73.9891568,traffic_signals,4,0.01951219512195122,0.10126323436427966,0.07815535923419875,0.002780111311132071,POINT (-73.9891568 40.7478958)
42430295,40.7485081,-73.9886948,traffic_signals,4,0.01951219512195122,0.10076303177960429,0.08492516411767015,0.0035634920595028095,POINT (-73.9886948 40.7485081)
42430298,40.7491217,-73.9882353,traffic_signals,4,0.01951219512195122,0.11339730939001792,0.10651552484421846,0.004381733123437836,POINT (-73.9882353 40.7491217)
42430304,40.7497993,-73.9877404,traffic_signals,4,0.029268292682926828,0.11746016884353104,0.14908912482921582,0.0052761736864736205,POINT (-73.9877404 40.7497993)
42430308,40.7504574,-73.9872874,traffic_signals,4,0.01951219512195122,0.11410207824887447,0.06638876887876939,0.003867274249932779,POINT (-73.9872874 40.7504574)
42430311,40.751088,-73.9868238,traffic_signals,4,0.01951219512195122,0.1053300309250941,0.07650924797379653,0.0028853917803343516,POINT (-73.9868238 40.751088)
42430314,40.7517,-73.986399,traffic_signals,4,0.01951219512195122,0.10711216096991776,0.0660353049462352,0.002588275870909595,POINT (-73.986399 40.7517)
42430317,40.752317,-73.985947,traffic_signals,4,0.01951219512195122,0.098019350722071,0.059091548684885316,0.002220482503485325,POINT (-73.985947 40.752317)
42430320,40.7529437,-73.9854836,traffic_signals,4,0.01951219512195122,0.1000491792383864,0.06569494807264262,0.002962048960291938,POINT (-73.9854836 40.7529437)
42430324,40.7535585,-73.9850397,traffic_signals,4,0.01951219512195122,0.09133842980220847,0.05035109591258219,0.004629670221306166,POINT (-73.9850397 40.7535585)
42430329,40.754177,-73.984596,traffic_signals,3,0.014634146341463414,0.08341219623009496,0.022682927992810915,0.0005613767631866502,POINT (-73.984596 40.754177)
42430333,40.754842,-73.984118,traffic_signals,4,0.01951219512195122,0.07930464099457409,0.014044801428939404,-7.700397954195079e-05,POINT (-73.984118 40.754842)
42430338,40.755516,-73.983624,traffic_signals,4,0.00975609756097561,0.0743140243902439,0.0,-0.0021338850061825786,POINT (-73.983624 40.755516)
42432436,40.7528159,-73.9813803,traffic_signals,3,0.014634146341463414,0.07450902755780804,0.03802224065853908,0.0003716814430907621,POINT (-73.9813803 40.7528159)
42432438,40.7521404,-73.9797786,traffic_signals,4,0.01951219512195122,0.08860533006874469,0.05183630237820429,0.0023863128833530975,POINT (-73.9797786 40.7521404)
42432444,40.7507711,-73.9765292,traffic_signals,4,0.014634146341463414,0.09591966766062646,0.022896752869771476,0.002547800712764456,POINT (-73.9765292 40.7507711)
42433604,40.7509597,-73.9827265,traffic_signals,4,0.01951219512195122,0.1000491792383864,0.0849937415331924,0.002223231182629145,POINT (-73.9827265 40.7509597)
42433611,40.7535034,-73.9887981,traffic_signals,4,0.01951219512195122,0.08119869257073818,0.02168766765066031,0.0005789467602599644,POINT (-73.9887981 40.7535034)
42433620,40.754707,-73.991633,traffic_signals,4,0.014634146341463414,0.08031069287070823,0.010499020746509989,-0.0011753904639747396,POINT (-73.991633 40.754707)
42434268,40.7408858,-73.9900833,traffic_signals,4,0.00975609756097561,0.06686654826173351,0.0,-0.0030151615871844054,POINT (-73.9900833 40.7408858)
42434270,40.7434315,-73.9961302,traffic_signals,4,0.00975609756097561,0.061463088015547035,0.004791168499920294,-0.003543647585624669,POINT (-73.9961302 40.7434315)
42434800,40.7440672,-73.9877451,traffic_signals,4,0.01951219512195122,0.09281609904066684,0.06230862138472526,0.0023570410701648217,POINT (-73.9877451 40.7440672)
42434807,40.746618,-73.993813,traffic_signals,4,0.014634146341463414,0.08398455805235087,0.03498500342531857,-8.007322628062441e-05,POINT (-73.993813 40.746618)
42434946,40.7491045,-73.9840705,traffic_signals,4,0.01951219512195122,0.11367816959903344,0.09196131276668476,0.002916765321616314,POINT (-73.9840705 40.7491045)
42434948,40.7484303,-73.9824775,traffic_signals,4,0.01951219512195122,0.11590293175659029,0.0661921596789364,0.002762611099792006,POINT (-73.9824775 40.7484303)
42434951,40.7477119,-73.9807576,traffic_signals,4,0.01951219512195122,0.10780401873308221,0.04206680619325757,0.0025030321179328077,POINT (-73.9807576 40.7477119)
42434954,40.7470714,-73.9792242,traffic_signals,4,0.01951219512195122,0.0971891180002324,0.06011010058774514,0.0019961187824984335,POINT (-73.9792242 40.7470714)
42434959,40.7463979,-73.9776393,traffic_signals,4,0.01951219512195122,0.09179512195121951,0.025815883718944572,0.002142593102837364,POINT (-73.9776393 40.7463979)
42434962,40.746037,-73.9767892,traffic_signals,4,0.024390243902439025,0.07481265032699226,0.00940566877157367,0.0066213580975446875,POINT (-73.9767892 40.746037)
42434965,40.7454591,-73.9754076,traffic_signals,4,0.01951219512195122,0.08112693057995538,0.017794769164984733,-0.0005193802184692042,POINT (-73.9754076 40.7454591)
42435420,40.748469,-73.992463,traffic_signals,4,0.01951219512195122,0.09174924732755572,0.059740238072104865,0.0012860545713003233,POINT (-73.992463 40.748469)
42435422,40.749101,-73.992006,traffic_signals,4,0.01951219512195122,0.10076303177960429,0.05227577429388259,0.0029751673718144815,POINT (-73.992006 40.749101)
42435644,40.7521986,-73.993458,traffic_signals,4,0.014634146341463414,0.09627175873227008,0.023601147776183645,-0.000719514080216562,POINT (-73.993458 40.7521986)
42435645,40.7528582,-73.9929759,traffic_signals,4,0.01951219512195122,0.09230278728126648,0.025754745226641597,0.0005311111111661991,POINT (-73.9929759 40.7528582)
