osmid,y,x,street_count,dc,cc,nbc,vul,highway,ref,geometry
42422509,40.7381466,-73.9736517,3,0.0043859649122807015,0.0021929824561403508,0.0020773086562560247,-0.0011426719165733323,,,POINT (-73.9736517 40.7381466)
42422899,40.7456883,-73.9721236,4,0.008771929824561403,0.06620935390004802,0.014329771065462299,0.0012946024662518411,traffic_signals,,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,5,0.010964912280701754,0.07485164531572878,0.05677407997921731,0.004586710695711478,traffic_signals,,POINT (-73.9749383 40.7460792)
42423774,40.738339,-73.9738156,3,0.006578947368421052,0.060997663569477854,0.0020965876229034125,0.0032016924758622,,,POINT (-73.9738156 40.738339)
42423885,40.7577433,-73.9968456,4,0.008771929824561403,0.06355852337599294,0.008645688068069212,0.0020404799578713825,traffic_signals,,POINT (-73.9968456 40.7577433)
42424789,40.7576654,-73.9948115,4,0.008771929824561403,0.05752099716274458,0.01675118010644326,0.0029984197089149615,traffic_signals,,POINT (-73.9948115 40.7576654)
42426816,40.7472955,-73.9758273,4,0.008771929824561403,0.05956252176145129,0.007419168318009584,0.0005657446708784283,traffic_signals,,POINT (-73.9758273 40.7472955)
42426865,40.7374172,-73.974504,3,0.0021929824561403508,0.05758767688664956,0.0,-0.0008169428537856429,motorway_junction,7,POINT (-73.974504 40.7374172)
42427369,40.7396792,-73.9909583,4,0.008771929824561403,0.05296407158563677,0.016915184811323696,-0.0004000734418739274,traffic_signals,,POINT (-73.9909583 40.7396792)
42427371,40.7410305,-73.9941671,4,0.008771929824561403,0.04829223487424222,0.036527080669028635,-0.0004140124557149696,traffic_signals,,POINT (-73.9941671 40.7410305)
42427374,40.742228,-73.997007,4,0.006578947368421052,0.050387265651874784,0.012048451875450325,-0.0005048849473071127,traffic_signals,,POINT (-73.997007 40.742228)
42427423,40.7435682,-73.9923179,4,0.008771929824561403,0.05808986828472708,0.049018918105737316,0.0003924382636817247,traffic_signals,,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,4,0.008771929824561403,0.05798337155821439,0.020051035902324404,-1.5552519536946744e-05,traffic_signals,,POINT (-73.9951595 40.744765)
42427427,40.7459612,-73.998,4,0.006578947368421052,0.05185522609651889,0.009342305416005798,-0.00021439194586542792,traffic_signals,,POINT (-73.998 40.7459612)
42427786,40.745301,-73.986846,4,0.008771929824561403,0.07659465121447434,0.05889397418235991,0.0013516348444526092,traffic_signals,,POINT (-73.986846 40.745301)
42427787,40.7460483,-73.9886101,4,0.008771929824561403,0.07306914656465226,0.01589012254925135,0.0006173685587970907,traffic_signals,,POINT (-73.9886101 40.7460483)
42427797,40.7466658,-73.9900676,4,0.008771929824561403,0.07084081456224987,0.040051613915254476,0.0011070061159165004,traffic_signals,,POINT (-73.9900676 40.7466658)
42427805,40.7478717,-73.9929242,4,0.008771929824561403,0.07179327531330508,0.05173924534906577,0.0006246803134164311,traffic_signals,,POINT (-73.9929242 40.7478717)
42427812,40.7490537,-73.9957298,4,0.008771929824561403,0.06735912315191649,0.03703858150345776,0.0008836411218883207,traffic_signals,,POINT (-73.9957298 40.7490537)
42428174,40.7378047,-73.9901393,4,0.0043859649122807015,0.05039177790762132,0.0,-0.0011103419570500028,traffic_signals,,POINT (-73.9901393 40.7378047)
42428179,40.7384929,-73.9899534,4,0.008771929824561403,0.05261165549831072,0.013028117352427954,-0.00019356651003637012,traffic_signals,,POINT (-73.9899534 40.7384929)
42428183,40.7391754,-73.9897504,4,0.008771929824561403,0.055554666628739126,0.019918623195907904,-7.047264269586904e-05,traffic_signals,,POINT (-73.9897504 40.7391754)
42428192,40.7398661,-73.9895652,4,0.008771929824561403,0.0582792470190359,0.03198149574740916,0.000321413267544112,traffic_signals,,POINT (-73.9895652 40.7398661)
42428198,40.7406183,-73.9894381,4,0.008771929824561403,0.06094872335002939,0.0373368812405335,0.0020655909526041275,traffic_signals,,POINT (-73.9894381 40.7406183)
42428201,40.7413643,-73.9891378,4,0.013157894736842105,0.06446536339280311,0.0607709614601037,0.00437856073542133,traffic_signals,,POINT (-73.9891378 40.7413643)
42428206,40.7422186,-73.9891071,3,0.006578947368421052,0.05826273029889446,0.0019345608869530974,-0.00022879197330713847,traffic_signals,,POINT (-73.9891071 40.7422186)
42428212,40.7430428,-73.9891631,3,0.006578947368421052,0.05679006736454396,0.005252029961782284,-0.0002125676364506736,traffic_signals,,POINT (-73.9891631 40.7430428)
