osmid,y,x,street_count,dc,cc,nbc,vul,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.0011797090051120724,0.031686329207422446,0.037117580789877876,0.007227359142125621,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.0011797090051120724,0.03669799360093201,0.09651146515533512,0.008280077655621719,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.0015729453401494297,0.032482508438230195,0.03928442880540917,0.0012078330273861512,traffic_signals,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,3,0.0007864726700747149,0.03497396100002782,0.0,-0.00010069028326230154,,,POINT (-46.6253024 -23.5252524)
20944550,-23.5372021,-46.6535506,4,0.0015729453401494297,0.028595777681063087,0.0038986713505863163,0.00012154962742701071,traffic_signals,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,3,0.0015729453401494297,0.030145088352540463,0.0034147017246369455,4.758640086830058e-05,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,0.001966181675186787,0.031034936365391036,0.0013747287430521597,-2.88856126775615e-05,,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,3,0.0011797090051120724,0.03008260146415191,0.0007618184867004161,-8.009695796966596e-05,,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,4,0.0015729453401494297,0.030208209650168752,0.0020529352353614444,-4.669683802008379e-05,traffic_signals,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,4,0.0015729453401494297,0.031084792320487543,0.002766460045776262,4.939075934551647e-06,traffic_signals,,POINT (-46.6552234 -23.5477074)
25870718,-23.5646175,-46.6111634,4,0.0011797090051120724,0.036058634931082155,4.180392037959425e-05,6.00430702734049e-05,traffic_signals,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,4,0.0015729453401494297,0.03609279804688487,0.012361270636913642,0.0019564905932027174,traffic_signals,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,4,0.0015729453401494297,0.03745456027137445,0.10682348205194034,0.004902369181800776,traffic_signals,,POINT (-46.6113811 -23.5635176)
25870857,-23.5593666,-46.6139407,3,0.0011797090051120724,0.03151634696051086,0.012347348028670786,0.0011700760530292615,,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,3,0.0011797090051120724,0.03340464193438722,0.0324907369138802,0.0003986275591185313,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0011797090051120724,0.03608211512135561,0.09415436707721214,0.00398398139259308,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,0.0015729453401494297,0.03811742102254616,0.10210153342854336,0.0016605043592641767,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.0011797090051120724,0.0314472410791322,0.03919850728253061,0.00115436061187905,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.0011797090051120724,0.03715320239649391,0.04440987709130043,0.009173967671068603,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0011797090051120724,0.03961499067129937,0.10260182292910726,0.0030760586127894125,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0011797090051120724,0.04127623418543238,0.10260460745075581,0.0028036170574830864,,,POINT (-46.6301486 -23.5461204)
