osmid,y,x,street_count,dc,cc,nbc,vul,com,eff,highway,ref,geometry
1437659008,-23.1927582,-45.8694539,3,0.0034542314335060447,0.0017271157167530224,0.0017061990904255638,0.001384741784666936,0.014551409142465858,0.07873683844775634,,,POINT (-45.8694539 -23.1927582)
1437659009,-23.193493,-45.8694306,3,0.0034542314335060447,0.029442480590124772,0.0017121752693762663,0.0005303264586452885,0.011403806120967072,0.07873683844775634,,,POINT (-45.8694306 -23.193493)
1437659020,-23.1938019,-45.8695602,3,0.0017271157167530224,0.028690288287431625,0.0,-0.0015119404944574709,0.006833244546128825,0.07873683844775634,,,POINT (-45.8695602 -23.1938019)
1437659085,-23.1945142,-45.8671338,3,0.005181347150259067,0.03544192440608218,0.0234266214867538,0.034968961736965,0.029045331226847042,0.07873683844775634,,,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,3,0.0034542314335060447,0.0041450777202072546,0.010147551858292844,0.014108149691438015,0.021552157903785576,0.07873683844775634,,,POINT (-45.8676265 -23.1947219)
1437668168,-23.193067,-45.8691192,3,0.005181347150259067,0.004797543657647285,0.008471233662620793,0.011365331109305234,0.027172971782339163,0.07873683844775634,,,POINT (-45.8691192 -23.193067)
1437668193,-23.1928182,-45.8690082,3,0.0069084628670120895,0.003947693066864051,0.0017061990904255638,0.0017727894628554145,0.02469812891508402,0.07873683844775634,,,POINT (-45.8690082 -23.1928182)
1437668199,-23.1929401,-45.869261,3,0.005181347150259067,0.0023028209556706964,0.0034064220019004252,0.004002868954170259,0.025826166188352227,0.07873683844775634,,,POINT (-45.869261 -23.1929401)
1437668208,-23.1921144,-45.8676013,3,0.0069084628670120895,0.03403778375771094,0.015170530266358296,0.002066123938848349,0.029891763807961592,0.07873683844775634,,,POINT (-45.8676013 -23.1921144)
1437668220,-23.1918974,-45.8658661,3,0.0069084628670120895,0.03187258957886886,0.006848701077505065,0.013950729605774701,0.026500097384251846,0.07873683844775634,,,POINT (-45.8658661 -23.1918974)
1437668225,-23.1926032,-45.8672987,3,0.010362694300518133,0.032923499268233354,0.01018340893199706,0.0024069232654833506,0.025529613693210575,0.07873683844775634,,,POINT (-45.8672987 -23.1926032)
1437668258,-23.1926438,-45.8664561,3,0.005181347150259067,0.031085317990939672,0.005118597271276691,0.012101558372628074,0.023428670545859176,0.07873683844775634,,,POINT (-45.8664561 -23.1926438)
1437681454,-23.1918835,-45.8671394,3,0.0069084628670120895,0.03292543788327594,0.0017898655957353988,-0.0005200388037111976,0.0260554683826099,0.07873683844775634,,,POINT (-45.8671394 -23.1918835)
1437681456,-23.1913908,-45.8674137,3,0.0069084628670120895,0.03291768479258699,6.57379684577275e-05,-0.0008092420613967819,0.0191888821471778,0.07873683844775634,,,POINT (-45.8674137 -23.1913908)
1437681458,-23.191625,-45.866628,3,0.0034542314335060447,0.031865324343040534,7.171414740843e-05,-0.0008667881231373288,0.02010753237759773,0.07873683844775634,,,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,3,0.0017271157167530224,0.03300628765208264,0.0,-0.0009688443078340409,0.01009842647751461,0.07873683844775634,,,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,3,0.0069084628670120895,0.034031569081107375,0.0033795291966222636,0.0019057835398863922,0.023140802465826407,0.07873683844775634,,,POINT (-45.8691359 -23.1922309)
1437689817,-23.1919238,-45.8650608,3,0.0034542314335060447,0.0,0.0,0.00432353800612723,0.015840498113641004,0.07873683844775634,,,POINT (-45.8650608 -23.1919238)
1437698178,-23.1918548,-45.8657795,3,0.005181347150259067,0.0038860103626943004,5.9761789507025e-06,0.002290951888299037,0.01295586405625992,0.07873683844775634,,,POINT (-45.8657795 -23.1918548)
1437698184,-23.1915972,-45.865258,3,0.0069084628670120895,0.0038860103626943004,8.96426842605375e-06,0.00033723571920365254,0.010767408137889425,0.07873683844775634,,,POINT (-45.865258 -23.1915972)
1437698186,-23.1913291,-45.8647237,3,0.0034542314335060447,0.0025906735751295338,0.0,-0.0016001884456533651,0.00670095547322691,0.07873683844775634,,,POINT (-45.8647237 -23.1913291)
1446670972,-23.1949238,-45.8658229,3,0.005181347150259067,0.03652775832299199,0.032396095354393584,0.011010157557671731,0.03219606271332428,0.07873683844775634,motorway_junction,,POINT (-45.8658229 -23.1949238)
1446670988,-23.2182371,-45.8540288,4,0.0069084628670120895,0.04925910580114391,0.0801307138941691,0.012483154488505396,0.055127812462118,0.07873683844775634,,,POINT (-45.8540288 -23.2182371)
1446670989,-23.2140414,-45.8569489,4,0.0069084628670120895,0.05555962992365823,0.008108567865324337,0.002273247507914807,0.054153952903472774,0.07873683844775634,,,POINT (-45.8569489 -23.2140414)
1446671002,-23.2230937,-45.8560897,3,0.005181347150259067,0.037679488371012336,0.0035274396256521506,-0.00034576154325401625,0.04313114548040948,0.07873683844775634,,,POINT (-45.8560897 -23.2230937)
1446671007,-23.208997,-45.8575321,3,0.005181347150259067,0.06167698796090011,0.15695825902284283,0.0038767501203715894,0.04071891740682598,0.07873683844775634,,,POINT (-45.8575321 -23.208997)
1446671010,-23.2000514,-45.8639063,3,0.005181347150259067,0.039848955763696785,0.0156879132160162,0.0005907478509156125,0.03642338081003034,0.07873683844775634,,,POINT (-45.8639063 -23.2000514)
1446671013,-23.2192006,-45.854189,3,0.005181347150259067,0.042440348672645255,0.032517883715509975,0.0015690165098451788,0.046030273127967265,0.07873683844775634,,,POINT (-45.854189 -23.2192006)
1446671015,-23.203508,-45.8612975,3,0.0069084628670120895,0.05092439943476213,0.08977749362946302,0.004541246137667793,0.04078147726587261,0.07873683844775634,,,POINT (-45.8612975 -23.203508)
1446671018,-23.2055917,-45.8605262,4,0.008635578583765112,0.05673189767181011,0.14819522585990205,0.007957877781624533,0.05050947069419746,0.07873683844775634,,,POINT (-45.8605262 -23.2055917)
1446671019,-23.2003589,-45.8636959,3,0.005181347150259067,0.04154203615535636,0.015672972768639444,0.000684250253579988,0.04297120258321674,0.07873683844775634,,,POINT (-45.8636959 -23.2003589)
1446671022,-23.2107427,-45.8569899,3,0.0069084628670120895,0.05478419499094214,0.058962954263200175,0.003063977969886666,0.04235281324445775,0.07873683844775634,,,POINT (-45.8569899 -23.2107427)
1446671027,-23.1955056,-45.8656856,3,0.005181347150259067,0.03794000691626132,0.032381154907016825,0.011097600352155882,0.033639981645780775,0.07873683844775634,traffic_signals,,POINT (-45.8656856 -23.1955056)
