osmid,y,x,highway,street_count,dc,cc,nbc,vul,ref,geometry
582438,-23.528187,-46.6619198,traffic_signals,4,0.0010587612493382743,0.023412681323086937,0.0022263297235725517,-5.962038590692363e-06,,POINT (-46.6619198 -23.528187)
587993,-23.55821,-46.6382561,,3,0.0007940709370037058,0.030109786343610927,0.03816921155207966,0.00711113821487404,,POINT (-46.6382561 -23.55821)
597269,-23.5689779,-46.608044,traffic_signals,4,0.0010587612493382743,0.029883311553166016,0.0051781750538526,0.004140894602713759,,POINT (-46.608044 -23.5689779)
597270,-23.5685427,-46.6078851,traffic_signals,4,0.0010587612493382743,0.02911016058747481,0.0078540478801418,0.00011903008398533604,,POINT (-46.6078851 -23.5685427)
597282,-23.5510876,-46.6261325,,3,0.0007940709370037058,0.03383066141706969,0.08445675084486834,0.007246082522545742,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,traffic_signals,4,0.0010587612493382743,0.030393885956970932,0.01643697850729217,0.0007881417415003887,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,,3,0.0007940709370037058,0.033445244494259986,0.007054008403213767,0.00018726854537157948,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,motorway_junction,3,0.0007940709370037058,0.02587314860347725,0.014285797961153144,0.001505031525483307,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,,3,0.0007940709370037058,0.02304408612382342,0.005795017795719643,9.209906277833505e-05,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,traffic_signals,4,0.0010587612493382743,0.02599295050016577,0.019032887086332516,0.0005990833033449131,,POINT (-46.6587483 -23.5321244)
20944548,-23.534842,-46.6601022,traffic_signals,4,0.0015881418740074115,0.025855888208397394,0.0048847828799997405,0.00024301540667378603,,POINT (-46.6601022 -23.534842)
20944550,-23.5372021,-46.6535506,traffic_signals,4,0.0010587612493382743,0.027671035894975275,0.002656885856312737,0.00016428079101881273,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,,3,0.0010587612493382743,0.028769259357562107,0.00043615964460288256,7.323953724769767e-05,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,,4,0.0013234515616728428,0.029473298719403896,0.0011826021501027606,2.0972840892659705e-05,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,,3,0.0007940709370037058,0.028615152044520295,0.0009498154816174357,-1.0335359501333381e-05,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,traffic_signals,4,0.0010587612493382743,0.028820921991347413,0.0006051332113045068,9.682762005404098e-06,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,traffic_signals,4,0.0010587612493382743,0.029628137502575813,0.009018903226643513,7.777242815818003e-05,,POINT (-46.6552234 -23.5477074)
25777925,-23.5207514,-46.6433446,,3,0.0007940709370037058,0.02526104662920779,0.0008210312817956927,-2.3872836588460526e-05,,POINT (-46.6433446 -23.5207514)
25777928,-23.5208924,-46.6426901,,3,0.0007940709370037058,0.027280258244258504,0.014869878595758846,-4.638241317036126e-05,,POINT (-46.6426901 -23.5208924)
25777939,-23.5193276,-46.6344226,,3,0.0007940709370037058,0.02779919826030472,0.01729877590944531,0.0030574696211844916,,POINT (-46.6344226 -23.5193276)
25777943,-23.5197443,-46.6361611,,3,0.0007940709370037058,0.028603918786541633,0.017040252594062142,0.002733302032903559,,POINT (-46.6361611 -23.5197443)
25777946,-23.5194442,-46.6326351,motorway_junction,3,0.0007940709370037058,0.027036109711060415,0.01729800503482639,0.002807697516817182,,POINT (-46.6326351 -23.5194442)
25777974,-23.5192517,-46.6329128,motorway_junction,3,0.0005293806246691371,0.0,0.0,-1.053416860389029e-05,,POINT (-46.6329128 -23.5192517)
25777984,-23.5196667,-46.6315649,motorway_junction,3,0.0007940709370037058,0.026313795497419596,0.00348854510935263,9.425340910272347e-05,,POINT (-46.6315649 -23.5196667)
25777990,-23.5198591,-46.6306778,,3,0.0007940709370037058,0.025636286365713204,0.0011180105023551785,2.4941845539441927e-05,,POINT (-46.6306778 -23.5198591)
25777992,-23.5199059,-46.629684,,3,0.0007940709370037058,0.02498798982163276,0.0011172396277362542,0.00012716913208111569,,POINT (-46.629684 -23.5199059)
25777997,-23.5198746,-46.6285394,,3,0.0007940709370037058,0.029004943418792225,0.00709752306681005,0.00010124650658726416,,POINT (-46.6285394 -23.5198746)
25778039,-23.5199594,-46.626918,,3,0.0007940709370037058,0.028175429627657362,0.007096752192191117,5.261753013076122e-05,,POINT (-46.626918 -23.5199594)
25778049,-23.5200626,-46.6225851,,3,0.0007940709370037058,0.027664102114766963,0.012163810301558246,0.00022446383327922716,,POINT (-46.6225851 -23.5200626)
25778062,-23.5196729,-46.6207637,,3,0.0007940709370037058,0.027745424365460365,0.02542462048335539,0.0007902267491782738,,POINT (-46.6207637 -23.5196729)
25778134,-23.5218113,-46.6141929,,3,0.0007940709370037058,0.028446510107340298,0.00026020522364264044,0.001459322987305378,,POINT (-46.6141929 -23.5218113)
25778137,-23.5232174,-46.6126896,,3,0.0007940709370037058,0.02521017983035716,0.01399529869983457,0.0009237013492242771,,POINT (-46.6126896 -23.5232174)
25778140,-23.52377,-46.6115037,,3,0.0007940709370037058,0.024112300475228898,0.008615578152346847,0.0004165122270395239,,POINT (-46.6115037 -23.52377)
25778144,-23.5240816,-46.6101309,,3,0.0007940709370037058,0.023535646450840043,0.008614807277727921,3.289470991452181e-05,,POINT (-46.6101309 -23.5240816)
25778147,-23.5241708,-46.6089591,,3,0.0007940709370037058,0.023597079712190546,0.005795788670338566,-2.640424590452235e-05,,POINT (-46.6089591 -23.5241708)
25783030,-23.5219155,-46.6056686,,3,0.0007940709370037058,0.0003529204164460914,0.0005220923555447539,0.00042956835907066363,,POINT (-46.6056686 -23.5219155)
25783050,-23.5224308,-46.609309,motorway_junction,3,0.0007940709370037058,0.001208585954433313,0.005706294247327133,8.13221003046731e-06,,POINT (-46.609309 -23.5224308)
25783146,-23.5218114,-46.6115765,,3,0.0007940709370037058,0.022289531526486602,0.009238951511398317,-2.624741184178659e-05,,POINT (-46.6115765 -23.5218114)
25870718,-23.5646175,-46.6111634,traffic_signals,4,0.0010587612493382743,0.03384794841830478,0.013016270181960407,0.0009571659089019216,,POINT (-46.6111634 -23.5646175)
25870742,-23.5634708,-46.6112995,traffic_signals,4,0.0010587612493382743,0.033732617871765,0.016540682028715392,0.0015130764561240896,,POINT (-46.6112995 -23.5634708)
25870836,-23.5635176,-46.6113811,traffic_signals,4,0.0010587612493382743,0.03486805818965445,0.126534191159562,0.006182968939775403,,POINT (-46.6113811 -23.5635176)
25870857,-23.5593666,-46.6139407,,3,0.0007940709370037058,0.03072065508638218,0.008214119135332843,0.0008737867657044041,,POINT (-46.6139407 -23.5593666)
25871539,-23.5560493,-46.6222841,,3,0.0007940709370037058,0.03125540632966065,0.012931086852936816,0.00026216852356255335,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,,3,0.0007940709370037058,0.0336768032390253,0.10993905145536853,0.005300055461572932,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,traffic_signals,4,0.0010587612493382743,0.03503234670568325,0.0915551445388657,0.0011824494893741997,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,,3,0.0007940709370037058,0.029485941242203943,0.016359123396662997,0.0007738558492652409,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,,3,0.0007940709370037058,0.034246619992143734,0.04195112496798349,0.007064599622117658,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,,3,0.0007940709370037058,0.03574977605514954,0.10165748750121119,0.002353785463700688,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,,3,0.0007940709370037058,0.03709550694420473,0.1016582583758301,0.0021166207889620225,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,,3,0.0007940709370037058,0.03670088979332952,0.06162810008134634,0.0006567234303126272,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,,3,0.0007940709370037058,0.0326969407668387,0.04268841163953592,0.0015102120393139225,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,,3,0.0007940709370037058,0.039209444213698624,0.05788004329075648,0.0005732339059718029,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,traffic_signals,4,0.0010587612493382743,0.03694878327015918,0.0035804533745607266,0.00020612135321300756,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,traffic_signals,4,0.0010587612493382743,0.03784853132211593,0.04439094051414785,0.0003147614254185889,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,,3,0.0007940709370037058,0.03378767774309065,0.015963148682874535,3.579245855493723e-05,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,,3,0.0007940709370037058,0.03498961735643647,0.015963919557493458,3.7026737871366026e-05,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,traffic_signals,4,0.0010587612493382743,0.03440541621104943,0.03359664997916066,0.0005552107504529247,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,crossing,4,0.0010587612493382743,0.033025344718846175,0.030847730753051944,0.0006649892227245635,,POINT (-46.6257805 -23.5316319)
25872766,-23.5326836,-46.6252162,,3,0.0007940709370037058,0.03361403830827645,0.01168464254823032,0.0006174239239778416,,POINT (-46.6252162 -23.5326836)
25875892,-23.5287456,-46.6312713,,3,0.0007940709370037058,0.03404595807833206,0.0005429846160285283,4.972156794471188e-05,,POINT (-46.6312713 -23.5287456)
25875912,-23.52485,-46.6297992,,3,0.0007940709370037058,0.03183133772523664,0.016340568207260455,6.599007556225754e-05,,POINT (-46.6297992 -23.52485)
25875921,-23.5217505,-46.6343656,motorway_junction,3,0.0005293806246691371,0.0287847159471923,0.006307097203050906,-2.4052439387829295e-05,,POINT (-46.6343656 -23.5217505)
25875933,-23.5216281,-46.6364197,,3,0.0007940709370037058,0.027761703913711862,0.008173122472266186,0.000540163961472334,,POINT (-46.6364197 -23.5216281)
25875949,-23.5210108,-46.6371232,motorway_junction,3,0.0007940709370037058,0.027194732533173855,0.0029117953714020467,5.1679309415561164e-05,,POINT (-46.6371232 -23.5210108)
25875960,-23.5216195,-46.636985,,3,0.0010587612493382743,0.02734229372962764,0.009238038000450982,0.00020058868724795779,,POINT (-46.636985 -23.5216195)
25876402,-23.5208216,-46.6303373,,3,0.0007940709370037058,0.024363198170393043,0.0023675211880325635,3.8593013685222885e-05,,POINT (-46.6303373 -23.5208216)
25876404,-23.5200054,-46.6301737,,3,0.0005293806246691371,0.030783117607344163,0.0,0.00011166875818353645,,POINT (-46.6301737 -23.5200054)
25876428,-23.5201771,-46.629157,,3,0.0007940709370037058,0.029233257329965137,0.005749252277276745,-2.133033994232494e-06,,POINT (-46.629157 -23.5201771)
25876617,-23.5200141,-46.6302842,,3,0.0005293806246691371,0.0,0.0,-6.583381741624464e-05,,POINT (-46.6302842 -23.5200141)
25908565,-23.523301,-46.6307945,,3,0.0007940709370037058,0.023775093012811756,0.0023667503134136383,0.00011341842618451195,,POINT (-46.6307945 -23.523301)
25908745,-23.5236755,-46.6309494,,3,0.0007940709370037058,0.023214711270863504,0.000246234736643865,-3.700795889267575e-05,,POINT (-46.6309494 -23.5236755)
25927014,-23.5254031,-46.6312275,,3,0.0010587612493382743,0.029443048441095177,0.0023297963769667697,0.0005242725585588846,,POINT (-46.6312275 -23.5254031)
25927015,-23.5266085,-46.6313508,,3,0.0007940709370037058,0.029454236185367043,0.01861170864233255,0.0001765460307073323,,POINT (-46.6313508 -23.5266085)
25927018,-23.5264105,-46.6310338,,3,0.0007940709370037058,0.03365285036813785,0.03180490015170104,0.0038683925919602577,,POINT (-46.6310338 -23.5264105)
25927315,-23.5275121,-46.6314845,,3,0.0007940709370037058,0.027791352088641832,0.013473947435635687,0.00021668392791821363,,POINT (-46.6314845 -23.5275121)
25927318,-23.5279337,-46.6312772,,3,0.0007940709370037058,0.034842714638245585,0.03180567102631995,0.003925090923875649,,POINT (-46.6312772 -23.5279337)
25928248,-23.530254,-46.6317405,,3,0.0007940709370037058,0.036578186243152525,0.002230693312108528,0.00012451116047561161,,POINT (-46.6317405 -23.530254)
25928388,-23.534495,-46.6330324,,3,0.0007940709370037058,0.036008420174587455,0.0023341391977001803,0.00011094617353613078,,POINT (-46.6330324 -23.534495)
25928438,-23.5352466,-46.6337902,,3,0.0007940709370037058,0.03336193994674354,0.001657140013874306,9.527861940185806e-05,,POINT (-46.6337902 -23.5352466)
25928439,-23.5352713,-46.6331286,,3,0.0007940709370037058,0.037374065736604796,0.007107428906032293,0.0005009844280669749,,POINT (-46.6331286 -23.5352713)
25928614,-23.5353735,-46.6331395,,3,0.0007940709370037058,0.03884820942412893,0.007108199780651214,0.0006399209988548903,,POINT (-46.6331395 -23.5353735)
25928755,-23.5414795,-46.634182,,4,0.0010587612493382743,0.03658994192975961,0.10359231786563027,0.015309747603193235,,POINT (-46.634182 -23.5414795)
25928842,-23.5468886,-46.6377089,,3,0.0007940709370037058,0.03312834903116433,0.08326215830349895,0.018814246796953076,,POINT (-46.6377089 -23.5468886)
25928939,-23.5495812,-46.6385465,,3,0.0007940709370037058,0.0283793226771689,0.02903297238808039,0.0124250051077841,,POINT (-46.6385465 -23.5495812)
25928961,-23.5481572,-46.6387749,,3,0.0007940709370037058,0.03405741568437115,0.06536201483247885,0.0005638165678647737,,POINT (-46.6387749 -23.5481572)
25928964,-23.5493388,-46.6387877,,3,0.0007940709370037058,0.03292178892677982,0.024835383712008538,0.00034717251764152196,,POINT (-46.6387877 -23.5493388)
25929039,-23.5548213,-46.6371573,,3,0.0007940709370037058,0.03563717392967138,0.020353447415762005,0.0006767475116768974,,POINT (-46.6371573 -23.5548213)
25929410,-23.5579874,-46.6385024,,3,0.0007940709370037058,0.03897454911907993,0.04344304371659668,0.001864127905523089,,POINT (-46.6385024 -23.5579874)
25929413,-23.5588307,-46.6388251,,3,0.0007940709370037058,0.03749214213829186,0.043442272841977735,0.001406910159685769,,POINT (-46.6388251 -23.5588307)
25929414,-23.5590528,-46.6385968,,3,0.0007940709370037058,0.031059027519217693,0.03816998242669859,0.0041102148285319705,,POINT (-46.6385968 -23.5590528)
25929616,-23.5659574,-46.6408524,,3,0.0007940709370037058,0.0367924372406281,0.0023336009903449583,0.0008077891877597653,,POINT (-46.6408524 -23.5659574)
25947658,-23.5686478,-46.6399769,traffic_signals,4,0.0013234515616728428,0.030804815571449887,0.01036910957064748,0.0011783706977718002,,POINT (-46.6399769 -23.5686478)
26359231,-23.5691303,-46.607751,,3,0.0007940709370037058,0.02900401977537186,0.0023357500953431745,1.673672367231982e-05,,POINT (-46.607751 -23.5691303)
26359247,-23.5681322,-46.609198,,3,0.0007940709370037058,0.0317841283501207,0.011111530735771353,0.0009591425514629839,,POINT (-46.609198 -23.5681322)
28149752,-23.5560407,-46.6632248,,3,0.0005293806246691371,0.0,0.0,-7.788168135375591e-05,,POINT (-46.6632248 -23.5560407)
28149758,-23.55595,-46.6634004,,3,0.00026469031233456857,0.02484914021315812,0.0,-0.00012043817226044656,,POINT (-46.6634004 -23.55595)
28149783,-23.5540326,-46.6607945,traffic_signals,4,0.0010587612493382743,0.025690157022608733,0.0023171480525883913,0.00020649885657147868,,POINT (-46.6607945 -23.5540326)
60609643,-23.5564254,-46.661892,traffic_signals,4,0.0010587612493382743,0.024600088644034592,0.002655438694394026,3.606734674127455e-05,,POINT (-46.661892 -23.5564254)
60609673,-23.5590237,-46.6592911,,3,0.0007940709370037058,0.025693599407625337,0.003599865212048803,1.406439165518558e-06,,POINT (-46.6592911 -23.5590237)
60609692,-23.5620582,-46.6558638,traffic_signals,4,0.0010587612493382743,0.027523865101342,0.010529710255368667,0.0002481861137504667,,POINT (-46.6558638 -23.5620582)
60609697,-23.5619455,-46.6557503,traffic_signals,4,0.0010587612493382743,0.027519706978111243,0.011121592565631137,9.901905964279672e-05,,POINT (-46.6557503 -23.5619455)
60609753,-23.5637843,-46.6576459,traffic_signals,4,0.0010587612493382743,0.02843136800871099,0.007684096698509169,0.00012025180107824215,,POINT (-46.6576459 -23.5637843)
60609766,-23.5629117,-46.6567507,traffic_signals,4,0.0010587612493382743,0.02792320194986116,0.006444252492049065,0.00016311573900590137,,POINT (-46.6567507 -23.5629117)
60609796,-23.5626748,-46.6589131,traffic_signals,4,0.0010587612493382743,0.027922559919098033,0.00230990850514232,5.075702445769018e-05,,POINT (-46.6589131 -23.5626748)
60609797,-23.5618125,-46.6580167,traffic_signals,4,0.0010587612493382743,0.02652549675280481,0.0010716060479199975,8.041513057269146e-05,,POINT (-46.6580167 -23.5618125)
60609811,-23.5721823,-46.6430471,,3,0.00026469031233456857,0.0,0.0,-7.794144780438119e-05,,POINT (-46.6430471 -23.5721823)
60609819,-23.5716371,-46.6437558,traffic_signals,3,0.0007940709370037058,0.00026469031233456857,0.0002595044285345267,0.00040267843841915266,,POINT (-46.6437558 -23.5716371)
60609822,-23.5712662,-46.6441975,traffic_signals,4,0.0010587612493382743,0.027529896612468435,0.0037498255212049247,0.0001956640923847815,,POINT (-46.6441975 -23.5712662)
60609866,-23.5713824,-46.6442878,traffic_signals,4,0.0007940709370037058,0.027182152712110982,0.0014151214955936229,0.00013747607279179075,,POINT (-46.6442878 -23.5713824)
60609963,-23.5702059,-46.6438173,,3,0.0007940709370037058,0.0003529204164460914,0.0002751709050061414,6.276711846040012e-06,,POINT (-46.6438173 -23.5702059)
60609973,-23.5700963,-46.6439398,traffic_signals,4,0.0010587612493382743,0.028321081529883666,0.00804631280002054,0.00031034240098499013,,POINT (-46.6439398 -23.5700963)
