osmid,y,x,ref,highway,street_count,dc,cc,nbc,vul,com,eff,geometry
1437646732,-23.1893007,-45.8770447,,,3,0.00333889816360601,0.02643302550340005,0.002430628146563271,-0.0001370677366965991,0.015808749567513117,0.0574442971015807,POINT (-45.8770447 -23.1893007)
1437646733,-23.1906993,-45.8773872,,,3,0.0025041736227045075,0.02518484828810057,0.006171776071626745,-4.1925230260974136e-05,0.015998059203813107,0.0574442971015807,POINT (-45.8773872 -23.1906993)
1437646736,-23.1905705,-45.8746809,,,3,0.00333889816360601,0.032239464569374494,0.020582045709058642,0.0007417959806530667,0.02044792648479398,0.0574442971015807,POINT (-45.8746809 -23.1905705)
1437646740,-23.1897,-45.876878,,,3,0.00333889816360601,0.028009086265738347,0.0041702654760759125,-1.2262006098559241e-05,0.01603554273912738,0.0574442971015807,POINT (-45.876878 -23.1897)
1437646756,-23.1886288,-45.8763831,,,4,0.00333889816360601,0.028728361141363467,0.008249468320874823,0.00040903939324090754,0.02902041049072215,0.0574442971015807,POINT (-45.8763831 -23.1886288)
1437646771,-23.1885746,-45.8755116,,traffic_signals,3,0.0025041736227045075,0.030382811601236348,0.01793628025023896,0.0004178374464085458,0.01855588185238549,0.0574442971015807,POINT (-45.8755116 -23.1885746)
1437646780,-23.1919354,-45.8762201,,,3,0.0025041736227045075,0.026379990216195876,0.013728583513766546,0.0009976572881040793,0.02007311271885846,0.0574442971015807,POINT (-45.8762201 -23.1919354)
1437646789,-23.188523,-45.8745953,,traffic_signals,3,0.0025041736227045075,0.03219422802459672,0.026134259913275552,0.0023878208132260335,0.019223835450414926,0.0574442971015807,POINT (-45.8745953 -23.188523)
1437646813,-23.1889547,-45.8735531,,traffic_signals,3,0.0025041736227045075,0.03206015523740422,0.008390970220226831,0.00031397686687515666,0.02099096362305291,0.0574442971015807,POINT (-45.8735531 -23.1889547)
1437646822,-23.1875174,-45.872785,,,3,0.005008347245409015,0.033932538959258136,0.018037056653107376,0.0006448883735513829,0.019291261567810393,0.0574442971015807,POINT (-45.872785 -23.1875174)
1437650652,-23.1926963,-45.8747648,,,3,0.005008347245409015,0.03256152728413659,0.015427817719320508,0.0004017032640329385,0.02416241317023529,0.0574442971015807,POINT (-45.8747648 -23.1926963)
1437650653,-23.19231,-45.8739269,,,3,0.005008347245409015,0.034278454638955284,0.021157448959358702,0.0005348426544294644,0.021469500098242007,0.0574442971015807,POINT (-45.8739269 -23.19231)
1437650655,-23.1914838,-45.8721561,,,3,0.005008347245409015,0.03567463205420617,0.04348474817655797,0.0009500317801837999,0.020108502768474472,0.0574442971015807,POINT (-45.8721561 -23.1914838)
1437650656,-23.1910426,-45.8712921,,,3,0.00333889816360601,0.036616816535031974,0.04888214213207626,0.0010889837098118648,0.0200154000072977,0.0574442971015807,POINT (-45.8712921 -23.1910426)
1437650668,-23.1888445,-45.8736688,,traffic_signals,4,0.00333889816360601,0.03302468337453833,0.008839127631267447,0.0008459220688055239,0.027672618880060094,0.0574442971015807,POINT (-45.8736688 -23.1888445)
1437650673,-23.189311,-45.8731551,,,3,0.00333889816360601,0.031775474013197656,0.009227818167194129,0.00029101252223181584,0.021299430106556622,0.0574442971015807,POINT (-45.8731551 -23.189311)
1437650675,-23.1897133,-45.8727173,,,3,0.00333889816360601,0.03247838147076013,0.007899390854108485,0.0001671772780813447,0.020711898272737783,0.0574442971015807,POINT (-45.8727173 -23.1897133)
1437650677,-23.1901618,-45.8722338,,,3,0.00333889816360601,0.03324800698991382,0.008802482412197894,0.00039345433910121705,0.0188083297766846,0.0574442971015807,POINT (-45.8722338 -23.1901618)
1437650678,-23.1905958,-45.8717669,,,3,0.00333889816360601,0.034551734904479776,0.004848027046123928,0.00029607281990944815,0.01774154072777036,0.0574442971015807,POINT (-45.8717669 -23.1905958)
1437650697,-23.1909822,-45.8726433,,,3,0.005008347245409015,0.03425637770455859,0.025089141554915984,0.00040474876906005806,0.022330655999162365,0.0574442971015807,POINT (-45.8726433 -23.1909822)
1437650703,-23.1917807,-45.8736731,,,3,0.005008347245409015,0.03337888598596619,0.007279352999637722,0.00029091704791183614,0.023158777857101562,0.0574442971015807,POINT (-45.8736731 -23.1917807)
1437650711,-23.1913137,-45.8748266,,,3,0.00333889816360601,0.03166112735761294,0.0056394606742771036,0.00020539253942480326,0.022348364567334227,0.0574442971015807,POINT (-45.8748266 -23.1913137)
1437650725,-23.1902793,-45.8743428,,,3,0.00333889816360601,0.03167483978047307,0.01553961599275489,0.0002492341021997597,0.020564812998980067,0.0574442971015807,POINT (-45.8743428 -23.1902793)
1437658976,-23.1954235,-45.8728885,,,3,0.004173622704507512,0.033774854413496994,0.004275614919398923,0.0004571589511750735,0.019250880900799683,0.0574442971015807,POINT (-45.8728885 -23.1954235)
1437658977,-23.1937843,-45.8744457,,,3,0.00333889816360601,0.03293637711129297,0.02474551305439728,0.0007057004641863817,0.023096657763141997,0.0574442971015807,POINT (-45.8744457 -23.1937843)
1437658978,-23.1943781,-45.8738864,,,3,0.00333889816360601,0.03191413314814861,0.0014545309190101478,0.0003563064114689121,0.019157858487574057,0.0574442971015807,POINT (-45.8738864 -23.1943781)
1437658979,-23.1948049,-45.8734803,,,3,0.00333889816360601,0.03219511379546626,0.0017489552034805006,0.0003596381421652632,0.019364197866432693,0.0574442971015807,POINT (-45.8734803 -23.1948049)
1437658980,-23.195216,-45.8730872,,,4,0.005008347245409015,0.03392761977413791,0.005984010456868432,0.0012836622531887637,0.024140979863917406,0.0574442971015807,POINT (-45.8730872 -23.195216)
1437658984,-23.1955318,-45.8731253,,,3,0.0025041736227045075,0.033293413549094285,0.0006875491729111588,0.0008138890049513621,0.019109632631121417,0.0574442971015807,POINT (-45.8731253 -23.1955318)
1437658985,-23.1942711,-45.8720744,,,3,0.005008347245409015,0.033885373584977174,0.00849398858761251,0.0006258346920502892,0.019089954182774486,0.0574442971015807,POINT (-45.8720744 -23.1942711)
1437658986,-23.1938992,-45.8716492,,,3,0.005008347245409015,0.0344358201939324,0.017000396797939767,0.0007952261270590918,0.017683145042870704,0.0574442971015807,POINT (-45.8716492 -23.1938992)
1437658987,-23.1929535,-45.8726735,,,3,0.005008347245409015,0.03468795891415239,0.02986380484020765,0.00047147413800773577,0.02172340265014801,0.0574442971015807,POINT (-45.8726735 -23.1929535)
1437658988,-23.1924238,-45.8715406,,,3,0.005008347245409015,0.036689145482222886,0.03339959089765229,0.0006094461443623483,0.0201448993731516,0.0574442971015807,POINT (-45.8715406 -23.1924238)
1437658989,-23.1921577,-45.8709714,,,3,0.005008347245409015,0.037761830579902435,0.03813907733522374,0.0008329919368620332,0.020074285663905976,0.0574442971015807,POINT (-45.8709714 -23.1921577)
1437658990,-23.1915753,-45.8698476,,traffic_signals,4,0.005008347245409015,0.040254690770580914,0.15903113831717985,0.007842856317409578,0.02752237744491279,0.0574442971015807,POINT (-45.8698476 -23.1915753)
1437658993,-23.1923977,-45.8741053,,,3,0.005008347245409015,0.033382694947936456,0.015125976855974598,0.0003146048140030895,0.0213344529953899,0.0574442971015807,POINT (-45.8741053 -23.1923977)
1437658994,-23.1934944,-45.8729401,,,3,0.005008347245409015,0.032725441340437304,0.0018145011743992184,9.225623902643576e-05,0.019661100604147393,0.0574442971015807,POINT (-45.8729401 -23.1934944)
1437658995,-23.1938775,-45.8725067,,,3,0.005008347245409015,0.03302841192271915,0.00321513800812011,8.581691094275968e-05,0.018372044069190817,0.0574442971015807,POINT (-45.8725067 -23.1938775)
1437658996,-23.1918463,-45.8729236,,,4,0.00667779632721202,0.0352724523288626,0.04827150514908313,0.001454466171025335,0.027292288538426347,0.0574442971015807,POINT (-45.8729236 -23.1918463)
1437658997,-23.193275,-45.8714605,,,3,0.005008347245409015,0.034521155441780006,0.000804027933651146,0.00012839346790006998,0.01979822977560603,0.0574442971015807,POINT (-45.8714605 -23.193275)
1437658999,-23.1936724,-45.8718877,,,3,0.005008347245409015,0.03355885187444483,0.008772966870827254,0.00022130204338250678,0.018584374711165887,0.0574442971015807,POINT (-45.8718877 -23.1936724)
1437659002,-23.1931077,-45.8707851,,,3,0.005008347245409015,0.03538658540008518,0.01899870490868739,0.0008160251414449307,0.01740786164969548,0.0574442971015807,POINT (-45.8707851 -23.1931077)
1437659003,-23.1928872,-45.8710467,,,3,0.005008347245409015,0.03542836919101447,0.0012812957919648808,0.0002039199207895616,0.018168701054543986,0.0574442971015807,POINT (-45.8710467 -23.1928872)
1437659004,-23.1923071,-45.8699266,,,3,0.00333889816360601,0.03757630153206438,0.16616590829316588,0.0023631405064329586,0.01948834131024612,0.0574442971015807,POINT (-45.8699266 -23.1923071)
1437659005,-23.1927044,-45.8703527,,,3,0.005008347245409015,0.03642986227110042,0.029289415904837808,0.0008609188830742463,0.018107231331695017,0.0574442971015807,POINT (-45.8703527 -23.1927044)
1437659007,-23.1949077,-45.8718961,,,3,0.00333889816360601,0.034060940358318054,0.004643383588869255,0.0003261435795381588,0.017328869704921673,0.0574442971015807,POINT (-45.8718961 -23.1949077)
1437659008,-23.1927582,-45.8694539,,,3,0.0025041736227045075,0.03659849266599996,0.2199578977495407,0.0030413774380644645,0.01666132937118528,0.0574442971015807,POINT (-45.8694539 -23.1927582)
1437659009,-23.193493,-45.8694306,,,3,0.00333889816360601,0.03894573673733664,0.05921570586490498,0.0006399316245465044,0.016674710429796933,0.0574442971015807,POINT (-45.8694306 -23.193493)
1437659011,-23.1932316,-45.8696386,,,3,0.004173622704507512,0.03791600045395687,0.05292088475623301,0.0005478147741090891,0.016743283859171246,0.0574442971015807,POINT (-45.8696386 -23.1932316)
1437659020,-23.1938019,-45.8695602,,,3,0.0025041736227045075,0.03747521556477235,0.006143911864285483,0.0003537150490152455,0.01657257484434054,0.0574442971015807,POINT (-45.8695602 -23.1938019)
1437659025,-23.1945064,-45.8701988,,,3,0.0025041736227045075,0.03867286687851203,0.02149049662198144,0.0037628716398188183,0.01589437747881876,0.0574442971015807,POINT (-45.8701988 -23.1945064)
1437659085,-23.1945142,-45.8671338,,,3,0.0025041736227045075,0.0353684027810191,0.08571375614311512,0.015874131451236936,0.016370999229960142,0.0574442971015807,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,,,3,0.0025041736227045075,0.033018160440463226,0.2202446004086184,0.004315503333971733,0.01470703424107386,0.0574442971015807,POINT (-45.8676265 -23.1947219)
1437668168,-23.193067,-45.8691192,,,3,0.0025041736227045075,0.03413247399615018,0.21995231897232503,0.0036409847034839637,0.015262657353930214,0.0574442971015807,POINT (-45.8691192 -23.193067)
1437668193,-23.1928182,-45.8690082,,,3,0.00333889816360601,0.03411953598116447,0.0016485286672440701,0.0019867681326237573,0.013113551614235292,0.0574442971015807,POINT (-45.8690082 -23.1928182)
1437668199,-23.1929401,-45.869261,,,3,0.0025041736227045075,0.035306508342938685,0.21995650305523679,0.003043560990456712,0.015627576054541317,0.0574442971015807,POINT (-45.869261 -23.1929401)
1437668208,-23.1921144,-45.8676013,,,3,0.00333889816360601,0.039026267543023505,0.021065937033913077,0.002595477100217678,0.01592664340086754,0.0574442971015807,POINT (-45.8676013 -23.1921144)
1437668220,-23.1918974,-45.8658661,,,3,0.00333889816360601,0.0396329756480954,0.015406088823564064,0.002256540235116707,0.015933555710740004,0.0574442971015807,POINT (-45.8658661 -23.1918974)
1437668225,-23.1926032,-45.8672987,,,3,0.005008347245409015,0.039325299301317944,0.013190603337088078,0.00313504736810909,0.013288688828003891,0.0574442971015807,POINT (-45.8672987 -23.1926032)
1437668258,-23.1926438,-45.8664561,,,3,0.0025041736227045075,0.04139095207138116,0.08052571601659418,0.006524551568670717,0.016224367900537478,0.0574442971015807,POINT (-45.8664561 -23.1926438)
1437681453,-23.1906358,-45.8678315,,,3,0.005008347245409015,0.0406208076512659,0.01280207386342933,0.0005806348242741303,0.01876550536147681,0.0574442971015807,POINT (-45.8678315 -23.1906358)
1437681454,-23.1918835,-45.8671394,,,3,0.00333889816360601,0.03903277647720126,0.01006139052972442,0.0007298325221808601,0.01671237278824564,0.0574442971015807,POINT (-45.8671394 -23.1918835)
1437681455,-23.1908703,-45.8676939,,,3,0.005008347245409015,0.04027408728308438,0.0034721040828755894,0.00048356206625353027,0.01775009531587203,0.0574442971015807,POINT (-45.8676939 -23.1908703)
1437681456,-23.1913908,-45.8674137,,,3,0.005008347245409015,0.03996187439416764,0.0029120245780427144,0.00043246673176290163,0.01702764616925544,0.0574442971015807,POINT (-45.8674137 -23.1913908)
1437681457,-23.1904948,-45.8673288,,,3,0.005008347245409015,0.040999390561298366,0.02198276059792238,0.001018271041441649,0.01959233815667818,0.0574442971015807,POINT (-45.8673288 -23.1904948)
1437681458,-23.191625,-45.866628,,,3,0.00333889816360601,0.0406081206971827,0.012484034625625081,0.0008775984333858112,0.017173589329834676,0.0574442971015807,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,,,3,0.00333889816360601,0.03994823180424747,0.06810425004585309,0.006759046712365261,0.019606956455980762,0.0574442971015807,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,,,3,0.00333889816360601,0.039651777507031846,0.06638122940743027,0.008356639155610924,0.017367153012921847,0.0574442971015807,POINT (-45.8691359 -23.1922309)
1437681461,-23.1905943,-45.871002,,,3,0.0025041736227045075,0.03869076861559373,0.07393303746034287,0.0027551373283967993,0.01837733677938996,0.0574442971015807,POINT (-45.871002 -23.1905943)
1437681462,-23.190966,-45.8713843,,,3,0.0025041736227045075,0.03774721309709731,0.011913228805857956,0.00038173963374988165,0.017875445015791892,0.0574442971015807,POINT (-45.8713843 -23.190966)
1437681463,-23.1903612,-45.8720165,,,3,0.0025041736227045075,0.03217033062104846,0.006600034587524961,0.0006901139334543474,0.017484942431892088,0.0574442971015807,POINT (-45.8720165 -23.1903612)
1437681464,-23.1900109,-45.8716238,,traffic_signals,3,0.0025041736227045075,0.03775695682789161,0.06657209185446145,0.0029469331346445382,0.017916358360860755,0.0574442971015807,POINT (-45.8716238 -23.1900109)
1437681466,-23.1883122,-45.8724743,,,3,0.005008347245409015,0.035672456970704404,0.008883776829520426,0.0020343900620442353,0.02028741866008732,0.0574442971015807,POINT (-45.8724743 -23.1883122)
1437681468,-23.1877748,-45.8711972,,,4,0.005843071786310518,0.035635521089320485,0.07333255841511478,0.005660278174474034,0.02718892144849048,0.0574442971015807,POINT (-45.8711972 -23.1877748)
1437681470,-23.1872914,-45.8695409,,,3,0.004173622704507512,0.03556079760560435,0.026396523473162316,0.003152702409527177,0.020261627415665628,0.0574442971015807,POINT (-45.8695409 -23.1872914)
1437681472,-23.1871289,-45.8684342,,,4,0.005843071786310518,0.03749683103182032,0.028257640164441024,0.0011432077316390966,0.023380424898309073,0.0574442971015807,POINT (-45.8684342 -23.1871289)
1437681473,-23.1870653,-45.8680849,,,3,0.005008347245409015,0.03626952254936047,0.0059364956398877036,0.0017718246024168423,0.015183273599300827,0.0574442971015807,POINT (-45.8680849 -23.1870653)
1437681474,-23.1870318,-45.8679558,,,3,0.005008347245409015,0.03519712464687532,0.004086412874524774,0.00036470325288565504,0.015513981046596521,0.0574442971015807,POINT (-45.8679558 -23.1870318)
1437681475,-23.1869295,-45.8675171,,,3,0.005008347245409015,0.03506213237879837,0.002560432055437778,0.0015938959636943783,0.013175746472991174,0.0574442971015807,POINT (-45.8675171 -23.1869295)
1437681476,-23.1867423,-45.8669724,,,3,0.005008347245409015,0.036105017155508075,0.0037018985411722896,0.00029358879251806437,0.01574397700640411,0.0574442971015807,POINT (-45.8669724 -23.1867423)
1437681477,-23.1865935,-45.8661975,,,3,0.005008347245409015,0.03600060318760819,0.00018866744612661994,6.709664561120323e-05,0.015632061421879243,0.0574442971015807,POINT (-45.8661975 -23.1865935)
1437681478,-23.186383,-45.8653448,,,1,0.001669449081803005,0.034685902478361896,0.0,-0.00014413963718301026,0.005191820239435575,0.0574442971015807,POINT (-45.8653448 -23.186383)
1437681479,-23.1913822,-45.869431,,,3,0.004173622704507512,0.04027824611076748,0.09071654243477625,0.0006540837929164884,0.022774333952006325,0.0574442971015807,POINT (-45.869431 -23.1913822)
1437681480,-23.1903842,-45.8699379,,,4,0.005008347245409015,0.040360211292726406,0.12832128840215012,0.00637406918309663,0.02989131972575345,0.0574442971015807,POINT (-45.8699379 -23.1903842)
1437681482,-23.1876748,-45.8718186,,,3,0.005008347245409015,0.03459770581308074,0.0033672288059514383,0.00028246863340945544,0.0182498264927862,0.0574442971015807,POINT (-45.8718186 -23.1876748)
1437681483,-23.1874953,-45.8713696,,,3,0.005008347245409015,0.034559898579698656,0.044657945642180626,0.0009014271651931128,0.01970176654160394,0.0574442971015807,POINT (-45.8713696 -23.1874953)
1437681484,-23.1868506,-45.871661,,,3,0.005008347245409015,0.03409865681761275,0.045960887014120495,0.0014753668097864244,0.017801910168369475,0.0574442971015807,POINT (-45.871661 -23.1868506)
1437681489,-23.1864025,-45.8700977,,,3,0.00333889816360601,0.029656679575487663,0.0016485286672440701,0.0014192078564696183,0.015730468365556242,0.0574442971015807,POINT (-45.8700977 -23.1864025)
1437681490,-23.1866025,-45.8700354,,,1,0.001669449081803005,0.028793395817175608,0.0,-0.00018638576718996427,0.00587065581422882,0.0574442971015807,POINT (-45.8700354 -23.1866025)
1437681492,-23.1860222,-45.8701006,,,3,0.0025041736227045075,0.029658182892156045,0.0010119203244964225,8.080248930602237e-05,0.01735200285162373,0.0574442971015807,POINT (-45.8701006 -23.1860222)
1437681493,-23.1858421,-45.8701205,,,3,0.00333889816360601,0.030813240099273668,0.001514058168632845,-2.3014495325656285e-05,0.01735035300438933,0.0574442971015807,POINT (-45.8701205 -23.1858421)
1437681494,-23.1851228,-45.8701194,,,3,0.005008347245409015,0.03179014931158186,0.007131618651276715,0.0003543312087683911,0.018702225935493807,0.0574442971015807,POINT (-45.8701194 -23.1851228)
1437681497,-23.1860136,-45.8702057,,,3,0.0025041736227045075,0.029893817852289412,0.0021248414218526927,-0.00011469439536803765,0.01711143319501488,0.0574442971015807,POINT (-45.8702057 -23.1860136)
1437681500,-23.1863343,-45.8698616,,,3,0.004173622704507512,0.03206806264757514,0.0175395223324693,0.0026139353031019693,0.0184453519485082,0.0574442971015807,POINT (-45.8698616 -23.1863343)
1437681501,-23.1863226,-45.8686048,,,3,0.005008347245409015,0.035251200663052165,0.013679986765290544,0.00012783084465119336,0.01708040599384881,0.0574442971015807,POINT (-45.8686048 -23.1863226)
1437681504,-23.1893433,-45.8673827,,,4,0.005008347245409015,0.04017315318628182,0.08523564309021961,0.008061321186204031,0.028530342894014283,0.0574442971015807,POINT (-45.8673827 -23.1893433)
1437681506,-23.1880641,-45.8680079,,,3,0.00333889816360601,0.03863838883969017,0.028424835855191035,0.005689812807399956,0.019324132193378998,0.0574442971015807,POINT (-45.8680079 -23.1880641)
1437681510,-23.1889318,-45.8660319,,,3,0.005008347245409015,0.03866009006244274,0.014259558473344768,0.002839511837377972,0.018770424462558825,0.0574442971015807,POINT (-45.8660319 -23.1889318)
1437681512,-23.1872264,-45.8667574,,,3,0.005008347245409015,0.03729248537223585,0.006379682815823825,0.0005197809519515915,0.016794023220534977,0.0574442971015807,POINT (-45.8667574 -23.1872264)
1437681514,-23.1879714,-45.8676715,,,2,0.00333889816360601,0.03719055447527386,0.003294267945880282,0.0031657757337883903,0.009210247225964035,0.0574442971015807,POINT (-45.8676715 -23.1879714)
1437681516,-23.1882084,-45.8668884,,,2,0.00333889816360601,0.03584510969551284,0.0016485286672440701,0.0014468882680832445,0.005850171528053461,0.0574442971015807,POINT (-45.8668884 -23.1882084)
1437681517,-23.1887331,-45.8666785,,turning_circle,1,0.001669449081803005,0.034591569292007115,0.0,-0.0001641418449253753,0.0033595582610345368,0.0574442971015807,POINT (-45.8666785 -23.1887331)
1437681519,-23.1875917,-45.8678538,,,1,0.001669449081803005,0.03498665329217296,0.0,-7.681435859756755e-05,0.005766281352392323,0.0574442971015807,POINT (-45.8678538 -23.1875917)
1437681520,-23.187464,-45.8672924,,,1,0.001669449081803005,0.03386184003270008,0.0,-0.0001708742076099151,0.005323828757769125,0.0574442971015807,POINT (-45.8672924 -23.187464)
1437681523,-23.1850257,-45.8682652,,,3,0.005008347245409015,0.03425637770455859,0.006390619313808415,0.00025298995449274755,0.01646379633510278,0.0574442971015807,POINT (-45.8682652 -23.1850257)
1437683874,-23.184696,-45.8697721,,,3,0.005008347245409015,0.03253074993772808,0.010715912320903066,0.0006018394049906013,0.01504461435587381,0.0574442971015807,POINT (-45.8697721 -23.184696)
1437683887,-23.1863226,-45.8694856,,,3,0.005008347245409015,0.03312002507741125,0.011336966301251462,0.0018358934148888456,0.013859139548021067,0.0574442971015807,POINT (-45.8694856 -23.1863226)
1437683888,-23.1845686,-45.8689591,,,3,0.005008347245409015,0.033346544869340196,0.01197107273481755,0.0006923162223742603,0.016160234194011202,0.0574442971015807,POINT (-45.8689591 -23.1845686)
1437683889,-23.1863226,-45.868883,,,3,0.005008347245409015,0.03424935918778952,0.0133705877729458,0.0002545572297438243,0.01601494120576263,0.0574442971015807,POINT (-45.868883 -23.1863226)
1437683912,-23.1872533,-45.8692293,,,3,0.005008347245409015,0.03646505472140906,0.012063438799472321,0.00043201043506262723,0.019732575084890548,0.0574442971015807,POINT (-45.8692293 -23.1872533)
1437683918,-23.1866549,-45.8685521,,,3,0.005008347245409015,0.03633709921466996,0.015051515275305552,0.0002940147015056513,0.019177468331614607,0.0574442971015807,POINT (-45.8685521 -23.1866549)
