osmid,y,x,street_count,dc,cc,nbc,vul,com,eff,highway,ref,geometry
21638845,41.3700925,2.187743,3,0.0012702445220704986,0.023174423707008156,0.00494378522376358,0.003161774428002132,0.006351410619272431,0.046055916940137415,,,POINT (2.187743 41.3700925)
21638855,41.3749826,2.1888306,3,0.0012702445220704986,0.023735883289875612,0.005559942588821283,0.0036309043155452877,0.006351124028313657,0.046055916940137415,,,POINT (2.1888306 41.3749826)
21638859,41.3763469,2.1886934,3,0.000952683391552874,0.026270036108885564,0.0052321928705710416,0.0006437689433721027,0.007913234198503557,0.046055916940137415,,,POINT (2.1886934 41.3763469)
21638861,41.3780115,2.1880402,3,0.0012702445220704986,0.026969255714248696,0.01745580347591139,0.0017471216811759764,0.008253487448223323,0.046055916940137415,,,POINT (2.1880402 41.3780115)
21638865,41.3767732,2.1906313,1,0.00031756113051762465,0.0,0.0,-0.0001928760236641485,0.0023934085451562193,0.046055916940137415,,,POINT (2.1906313 41.3767732)
21638867,41.3782089,2.1889331,4,0.001905366783105748,0.024454581678616756,0.005885502004580961,-1.2456796231507808e-05,0.016395133001190748,0.046055916940137415,,,POINT (2.1889331 41.3782089)
21638868,41.3784394,2.1899711,3,0.0015878056525881232,0.02283486263237071,0.0008935730414317597,-0.00011468484866064145,0.00802806758936808,0.046055916940137415,,,POINT (2.1899711 41.3784394)
21638869,41.3785912,2.1906605,4,0.001905366783105748,0.022562356251668737,0.0054701275970116285,-0.00011167329571886429,0.01358551464414671,0.046055916940137415,,,POINT (2.1906605 41.3785912)
21638877,41.3791109,2.1891407,4,0.0012702445220704986,0.02268272032188473,0.0016558401194657576,-7.582000609374377e-05,0.013033712580208101,0.046055916940137415,,,POINT (2.1891407 41.3791109)
21638878,41.3792994,2.1900047,4,0.0012702445220704986,0.02287785692422219,0.004704336563718603,3.714190741878695e-05,0.012230717893216916,0.046055916940137415,,,POINT (2.1900047 41.3792994)
21638882,41.3805427,2.1878203,4,0.0012702445220704986,0.023857890432186307,0.0013991521010876026,-4.423944156442721e-05,0.011603472909123386,0.046055916940137415,,,POINT (2.1878203 41.3805427)
21638889,41.3821491,2.1841315,3,0.000952683391552874,0.029095934261742454,0.0039161199785529115,0.00019583502142212712,0.009374729987739529,0.046055916940137415,,,POINT (2.1841315 41.3821491)
21638891,41.3826029,2.1831923,4,0.0012702445220704986,0.030031382053784972,0.028371864042779926,0.00019233068676753344,0.013356420450878984,0.046055916940137415,,,POINT (2.1831923 41.3826029)
21638917,41.375966,2.1781634,3,0.000952683391552874,0.026998974976084816,0.05385219715511397,0.004826074935010234,0.00766007355921457,0.046055916940137415,,,POINT (2.1781634 41.375966)
21638920,41.3754663,2.177604,3,0.000952683391552874,0.027766683869738278,0.053851591892476396,0.0025025435141487686,0.006694312016531456,0.046055916940137415,,,POINT (2.177604 41.3754663)
21638921,41.3755381,2.1774317,3,0.000952683391552874,0.02830651930052299,0.04194635059142476,0.0008442603470878342,0.00671468590308403,0.046055916940137415,,,POINT (2.1774317 41.3755381)
21638922,41.3757129,2.1773686,3,0.000952683391552874,0.02915155183133071,0.04194574532878716,0.0002938202408732168,0.007502625571124708,0.046055916940137415,,,POINT (2.1773686 41.3757129)
