osmid,y,x,street_count,dc,cc,nbc,vul,com,eff,highway,ref,geometry
35574856,-22.9237464,-43.1775684,3,0.0024875621890547263,0.0386930958683872,0.013841195458523753,0.00012542153855611547,0.019111059157518522,0.06914152994619455,,,POINT (-43.1775684 -22.9237464)
35574857,-22.9249087,-43.179602,3,0.003316749585406302,0.03848280037715613,0.02578080584366582,0.0011772721169451903,0.016429066431423115,0.06914152994619455,,,POINT (-43.179602 -22.9249087)
35574866,-22.9240681,-43.181524,4,0.006633499170812604,0.04135426486319362,0.07582244861549588,0.008005782099515706,0.019090049368878953,0.06914152994619455,,,POINT (-43.181524 -22.9240681)
35576987,-22.9282845,-43.1770447,3,0.0008291873963515755,0.0,0.0,-0.000406245191362848,0.006752558548816226,0.06914152994619455,,,POINT (-43.1770447 -22.9282845)
35576991,-22.9245362,-43.1768694,3,0.0024875621890547263,0.0334000210597811,0.012270987157343755,0.00015808009422927963,0.020234481097707084,0.06914152994619455,,,POINT (-43.1768694 -22.9245362)
35577095,-22.921972,-43.1770849,4,0.003316749585406302,0.04172646653987938,0.03718489772217703,0.0026484550007365116,0.02727679396700153,0.06914152994619455,,,POINT (-43.1770849 -22.921972)
35577097,-22.9235834,-43.1774062,3,0.0024875621890547263,0.04003904645978556,0.007777473037892929,0.00017356053081766265,0.02038694867866003,0.06914152994619455,,,POINT (-43.1774062 -22.9235834)
35577403,-22.9254268,-43.1731026,4,0.003316749585406302,0.03690609478930007,0.014018577008915772,0.0018822535348126373,0.02509312472794897,0.06914152994619455,,,POINT (-43.1731026 -22.9254268)
35577404,-22.9259998,-43.1793536,3,0.0024875621890547263,0.037041830584974095,0.016394399601806553,0.0009271361875903366,0.016960159645695003,0.06914152994619455,,,POINT (-43.1793536 -22.9259998)
35577694,-22.9268376,-43.1793384,3,0.0024875621890547263,0.035856016199412276,0.004087446584504862,0.005420221239274307,0.016101992292484157,0.06914152994619455,,,POINT (-43.1793384 -22.9268376)
35577987,-22.9253226,-43.1785296,3,0.003316749585406302,0.03231005660140167,0.0018147735274755773,0.0009733677164189985,0.014792551984749627,0.06914152994619455,,,POINT (-43.1785296 -22.9253226)
38627252,-22.9282786,-43.179339,3,0.0008291873963515755,0.033693260225831766,0.0,-0.0004781401131195374,0.004834099640780337,0.06914152994619455,,,POINT (-43.179339 -22.9282786)
146181112,-22.918872,-43.1740796,3,0.0024875621890547263,0.035972022188868864,0.041738290066170004,0.0018823666491733046,0.014623179923214909,0.06914152994619455,,,POINT (-43.1740796 -22.918872)
146181676,-22.9120813,-43.1721014,3,0.0024875621890547263,0.035248132045559905,0.007496814157494162,0.000559199549704515,0.01949040070719048,0.06914152994619455,,,POINT (-43.1721014 -22.9120813)
146187485,-22.9189564,-43.1745579,3,0.0024875621890547263,0.03730440438885251,0.05188509768650203,0.0012343409676200052,0.017379847262437104,0.06914152994619455,,,POINT (-43.1745579 -22.9189564)
146187494,-22.9233682,-43.17124,3,0.001658374792703151,0.03474641002927189,0.0,-0.00024303835402526933,0.00881088540804619,0.06914152994619455,,,POINT (-43.17124 -22.9233682)
146422286,-22.9068053,-43.1957247,3,0.0024875621890547263,0.04293797407659536,0.006110901990616155,0.00035498040662731756,0.022271659306786894,0.06914152994619455,,,POINT (-43.1957247 -22.9068053)
148431540,-22.9092292,-43.2026975,3,0.001658374792703151,0.03836401460119144,0.009516173004437087,-6.213078813693864e-05,0.010773931645701292,0.06914152994619455,,,POINT (-43.2026975 -22.9092292)
148434691,-22.9011273,-43.1791939,5,0.0041459369817578775,0.039885949153326376,0.06546345344220682,0.002966214631250168,0.04344714199825218,0.06914152994619455,,,POINT (-43.1791939 -22.9011273)
148442381,-22.9067893,-43.1966936,3,0.003316749585406302,0.046938502878669464,0.04341642869599581,0.0014128109735183508,0.021071324670510132,0.06914152994619455,,,POINT (-43.1966936 -22.9067893)
148442526,-22.9093233,-43.203446,3,0.0024875621890547263,0.03990774847651863,0.017670836938332178,0.0001077312811319926,0.013414714831997705,0.06914152994619455,,,POINT (-43.203446 -22.9093233)
148446284,-22.9070934,-43.1965696,3,0.003316749585406302,0.04488970017098605,0.006411852287540935,0.00028174702768452855,0.02125380525948216,0.06914152994619455,,,POINT (-43.1965696 -22.9070934)
148448813,-22.907241,-43.1980771,3,0.003316749585406302,0.04488970017098605,0.03959526333135486,0.0009533859682049825,0.020680689767171575,0.06914152994619455,,,POINT (-43.1980771 -22.907241)
148449036,-22.9040915,-43.1875968,3,0.0024875621890547263,0.046773133823768236,0.012639069859178316,0.00041494550389129897,0.0266849127886832,0.06914152994619455,,,POINT (-43.1875968 -22.9040915)
148450225,-22.9038796,-43.1863939,3,0.0024875621890547263,0.04766428691812178,0.054419890607978486,0.0019426204298367237,0.026277046653924604,0.06914152994619455,traffic_signals,,POINT (-43.1863939 -22.9038796)
148453426,-22.9063018,-43.195555,3,0.0024875621890547263,0.04552465949616502,0.01549800284116558,0.004674155054500797,0.017446957350604315,0.06914152994619455,,,POINT (-43.195555 -22.9063018)
148454300,-22.9028467,-43.1842005,3,0.0024875621890547263,0.03861253054334808,0.04965449281112437,0.0015793894122265615,0.026162679006444905,0.06914152994619455,crossing,,POINT (-43.1842005 -22.9028467)
148456112,-22.9030033,-43.1852157,3,0.0024875621890547263,0.03913507307976026,0.002368816216434972,0.00035759303600855905,0.022639386430455436,0.06914152994619455,,,POINT (-43.1852157 -22.9030033)
148456212,-22.9080703,-43.2010545,3,0.001658374792703151,0.0460105283809894,0.01007106493619431,0.0011327349146713801,0.010173102743954185,0.06914152994619455,,,POINT (-43.2010545 -22.9080703)
148458099,-22.9084336,-43.2017672,3,0.0024875621890547263,0.045402585755094156,0.01769148060795088,0.0013335942760303984,0.013323683084229213,0.06914152994619455,,,POINT (-43.2017672 -22.9084336)
151037446,-22.9275686,-43.176794,4,0.003316749585406302,0.03319598046968469,0.006625287577786494,0.0010440340318398763,0.018580236375952724,0.06914152994619455,,,POINT (-43.176794 -22.9275686)
151037455,-22.9257304,-43.1765909,4,0.003316749585406302,0.03457018306406519,0.02070228617172322,0.0006670822585566213,0.026006889245390782,0.06914152994619455,,,POINT (-43.1765909 -22.9257304)
151037474,-22.9267749,-43.1765814,3,0.0024875621890547263,0.032115546117161,0.005592071913369987,-0.000224718277698355,0.01994285401886799,0.06914152994619455,,,POINT (-43.1765814 -22.9267749)
