osmid,y,x,street_count,dc,cc,nbc,vul,com,eff,highway,ref,geometry
35574856,-22.9237464,-43.1775684,3,0.0019659239842726084,0.03698160430776571,0.018554190183597496,0.00021447544100327358,0.015120311179916635,0.06391785974015365,,,POINT (-43.1775684 -22.9237464)
35574857,-22.9249087,-43.179602,3,0.002621231979030144,0.036841180532254804,0.04519848307782011,0.001370853473025391,0.013057222626944536,0.06391785974015365,,,POINT (-43.179602 -22.9249087)
35574866,-22.9240681,-43.181524,4,0.005242463958060288,0.03929952022216354,0.0894084753797855,0.007286370312546165,0.015091322645272385,0.06391785974015365,,,POINT (-43.181524 -22.9240681)
35576984,-22.931183,-43.1776484,4,0.002621231979030144,0.02875334857782465,0.012203840924131695,9.541180243875201e-05,0.018517265362435066,0.06391785974015365,,,POINT (-43.1776484 -22.931183)
35576986,-22.9297715,-43.1775398,4,0.002621231979030144,0.030653367775452526,0.009634494023480678,0.00016511603415864462,0.019612281466321085,0.06391785974015365,,,POINT (-43.1775398 -22.9297715)
35576987,-22.9282845,-43.1770447,3,0.0019659239842726084,0.031403933643974404,0.0032332732762228086,6.25394767341609e-05,0.01771731649854069,0.06391785974015365,,,POINT (-43.1770447 -22.9282845)
35576991,-22.9245362,-43.1768694,3,0.0019659239842726084,0.0324121512147044,0.011258029697064569,0.00024089517006762736,0.01617457032778711,0.06391785974015365,,,POINT (-43.1768694 -22.9245362)
35577095,-22.921972,-43.1770849,4,0.002621231979030144,0.039505255112015705,0.029992094934439197,0.002088003172997507,0.021561145499802193,0.06391785974015365,,,POINT (-43.1770849 -22.921972)
35577097,-22.9235834,-43.1774062,3,0.0019659239842726084,0.03799536576851006,0.011516810646400427,0.00018799969724637953,0.0161169431900665,0.06391785974015365,,,POINT (-43.1774062 -22.9235834)
35577403,-22.9254268,-43.1731026,4,0.002621231979030144,0.03558982823634942,0.023242653307893865,0.0009623880544592866,0.022692436870635033,0.06391785974015365,,,POINT (-43.1731026 -22.9254268)
35577404,-22.9259998,-43.1793536,3,0.0019659239842726084,0.035523828697526405,0.03758323225497659,0.0012856195384431987,0.013828393064978997,0.06391785974015365,,,POINT (-43.1793536 -22.9259998)
35577694,-22.9268376,-43.1793384,3,0.0019659239842726084,0.03466424830286419,0.033691441740955085,0.0009993369135373254,0.014735456575328532,0.06391785974015365,,,POINT (-43.1793384 -22.9268376)
35577987,-22.9253226,-43.1785296,3,0.002621231979030144,0.03138876011189988,0.0014339137122584688,0.0009264581776729019,0.01175647420904053,0.06391785974015365,,,POINT (-43.1785296 -22.9253226)
38625846,-22.9314037,-43.1793514,4,0.002621231979030144,0.028226995104217667,0.012467232722105112,0.0008497711350064844,0.01834283148663399,0.06391785974015365,,,POINT (-43.1793514 -22.9314037)
38627252,-22.9282786,-43.179339,3,0.0019659239842726084,0.032551256129289746,0.03428003723329552,0.0005112005012069202,0.013779943900657472,0.06391785974015365,,,POINT (-43.179339 -22.9282786)
